!!SBtab TableType='Proteomaps' Organism='eco' Condition='Complete medium'
!ProteinIdentifier	!Abundance
b0776	818	
b3412	661	
b3973	515	
b3551	241	
b4149	28	
b4409	828	
b0435	1945	
b0557	20983	
b0401	3561	
b4189	144	
b0836	0	
b1060	148	
b3966	2295	
b1711	81	
b1709	112	
b1710	383	
b0158	141	
b1270	257	
b4131	0	
b4132	0	
b4133	45	
b0039	47	
b0038	29	
b0037	35	
b0036	15	
b0035	8	
b0034	62	
b0040	0	
b0126	8138	
b0032	456	
b0033	530	
b2760	3	
b2759	11	
b2758	18	
b2757	10	
b2756	9	
b1987	6	
b1000	508	
b0999	477	
b3690	9	
b3716	32	
b3717	57	
b3056	258	
b2201	34	
b2200	25	
b2199	171	
b2198	211	
b2197	159	
b2196	48	
b2195	73	
b2194	83	
b0162	9	
b2143	313	
b3918	527	
b0175	735	
b1731	663	
b1661	1049	
b1216	432	
b1217	81	
b1218	19	
b1736	99	
b1738	264	
b1737	14	
b1734	20	
b1733	33	
b1735	15	
b1888	20	
b1883	1	
b1884	0	
b1887	89	
b1882	66	
b1881	41	
b3338	97	
b0681	3	
b0682	2	
b1741	110	
b4225	111	
b4224	421	
b2155	79	
b0618	0	
b0617	0	
b0616	0	
b0615	1	
b0613	0	
b0612	2	
b0614	0	
b0155	137	
b1592	35	
b2027	6206	
b0882	989	
b2592	3312	
b0437	6334	
b0881	514	
b0438	5857	
b1249	336	
b0910	1997	
b1870	1571	
b1871	1115	
b2933	0	
b2934	0	
b1625	1001	
b3974	1020	
b3634	1201	
b0103	283	
b1120	827	
b0638	45	
b1992	382	
b1991	186	
b1993	102	
b0337	1426	
b0336	587	
b0446	48	
b1145	697	
b0484	117	
b3816	1650	
b3032	394	
b4213	479	
b2049	3	
b2048	10	
b3911	328	
b4484	279	
b3912	2893	
b0624	798	
b4397	1423	
b4398	149	
b4399	35	
b4400	3	
b0240	8827	
b1146	3	
b3357	9767	
b2417	32738	
b2810	307	
b2811	813	
b2812	1467	
b1042	108	
b1041	0	
b1043	0	
b1040	14	
b1039	4	
b1038	5	
b1037	11	
b2659	1	
b2535	25	
b2664	26	
b3556	43957	
b1557	119	
b1823	106172	
b0880	743	
b0623	186416	
b1558	44	
b0990	162	
b0989	19	
b1552	4	
b2696	18982	
b3252	71	
b0598	126	
b0123	610	
b0487	449	
b0575	3	
b0574	4	
b0572	0	
b0573	48	
b0571	176	
b0570	62	
b4137	156	
b1874	470	
b2313	429	
b1191	66	
b3806	372	
b3807	4479	
b1418	1775	
b4208	1356	
b0733	1969	
b0734	1735	
b0886	367	
b0887	467	
b0338	152	
b0340	96	
b0339	24	
b0341	3	
b0432	15769	
b0431	14005	
b0430	14872	
b0429	16777	
b0428	4102	
b2422	36	
b1275	1291	
b2750	8	
b2752	10	
b3607	817	
b3368	429	
b2762	29	
b2763	43	
b2764	34	
b2414	2486	
b2421	473	
b2751	16	
b2425	24	
b4214	902	
b0526	4958	
b2424	4	
b2423	4	
b2413	828	
b3934	290	
b0632	4143	
b3182	441	
b0839	740	
b2010	29	
b1189	1586	
b1190	744	
b3387	340	
b3388	4024	
b2478	4514	
b0031	2156	
b0166	15404	
b2472	1286	
b3809	756	
b1343	258	
b2065	1102	
b1961	298	
b1538	1114	
b3472	5984	
b3528	459	
b3507	2	
b4138	1831	
b4123	3	
b0621	4	
b3227	0	
b4124	296	
b4125	79	
b1919	618	
b0381	4072	
b0092	844	
b1487	4	
b1486	0	
b1485	0	
b1484	2	
b1483	1	
b1488	0	
b3162	9221	
b2317	767	
b2314	937	
B3287	3887	
b0161	2139	
b3234	528	
b3235	406	
b4382	349	
b4383	2087	
b4381	1596	
b4384	13272	
b0840	347	
b2511	3289	
B3639	1126	
b4042	1701	
b4477	8	
b4478	26	
b3693	10	
b4479	417	
b3691	1	
b1594	124	
b0160	95	
b1200	165	
b1199	285	
b1198	415	
b1201	39	
b3149	479	
b1570	653	
b1575	10	
b1569	78	
b0231	47	
b3645	76	
b4044	154	
b0799	61	
b1061	2164	
b0226	782	
b4613	17	
b0055	762	
b0646	0	
b0649	3	
b3012	72	
b0207	607	
b0145	21225	
b2133	603	
b1800	46	
b1799	53	
b0894	28	
b0895	32	
b0896	31	
b1591	663	
b3702	840	
b4052	694	
b4361	505	
b0184	328	
b3066	356	
b0015	5688	
b0014	44581	
b3701	1764	
b0215	988	
b4362	605	
b0470	327	
	b0470	134
b1490	10	
b1489	3	
b0620	229	
b0619	4	
b3544	2460	
b3543	356	
b3542	391	
b3541	501	
b3540	552	
b0812	2131	
b3860	11119	
b1185	2221	
b2893	2167	
b4136	456	
b0604	543	
b2366	474	
b2364	135	
b2365	12	
b1952	2003	
b3887	1311	
b1634	4722	
b3496	105	
b0709	48	
b4049	1337	
b3260	352	
b2140	196	
b3640	6571	
b0173	773	
b0420	752	
b1533	79	
b2578	16	
b3076	3	
b3077	12	
b3075	240	
b4410	461	
b4411	1128	
b2209	2128	
b0140	2	
b1850	11006	
b1851	148	
b1019	135	
b1018	895	
b4147	41819	
b2267	462	
b2266	738	
b2269	5	
b3209	2434	
b0938	44	
b0940	0	
b0939	0	
b0941	17	
b2685	770	
b2686	181	
b3673	439	
b0543	510	
b2368	7	
b2367	3	
b1193	1942	
b2945	163	
b2779	54222	
b0596	36	
b0595	59	
b0593	44	
b0583	3	
b0594	32	
b0586	24	
b0597	28	
b0591	62	
b3613	258	
b3264	1	
b0566	2	
b3404	159	
b2927	645	
b4114	332	
b3546	93	
b2566	2832	
b1990	71	
b0156	17438	
b0554	16	
b1556	0	
b0981	71	
b0982	44	
b2451	0	
b2441	175	
b2440	151	
b2458	1	
b2455	2	
b2453	1	
b2452	1	
b2454	0	
b2438	63	
b2439	244	
b2457	115	
b2456	0	
b2461	0	
b2460	8	
b2437	19	
b2462	0	
b2459	2	
b2369	478	
b2370	35	
b3006	1995	
b3005	941	
b1844	377	
b3094	691	
b3093	11	
b0954	22820	
b2323	18626	
b1092	14340	
b1095	15814	
b1093	21408	
b1091	7355	
b1288	41315	
b3963	713	
b0180	19275	
b3845	19	
b3846	15	
b1805	682	
b0221	24	
b3081	9	
b2342	24	
b2341	19	
b1701	3	
b2344	6912	
b0443	6	
b1187	1840	
b2925	26609	
b2097	95	
b4232	5367	
b2052	2	
b3895	652	
b3891	2005	
b4079	3	
b1474	2	
b1475	2	
b1476	2	
b3894	219	
b3893	209	
b3892	221	
b0518	0	
b2525	6027	
b1385	12	
b1384	11	
b4291	51	
b4290	71	
b4289	20	
b4288	19	
b4287	99	
b4293	115	
b4292	74	
b3408	289	
b3409	346	
b3410	128	
b0584	69	
b0592	179	
b0588	68	
b0590	30	
b0587	2	
b0589	14	
b0585	7	
b2610	4211	
b2731	30	
b0150	1208	
b0153	68	
b0151	158	
b0152	101	
b1102	20	
b4367	319	
b3361	28	
b3915	387	
b4314	14269	
b4312	422	
b4316	149	
b4317	17	
b4313	87	
b4318	16	
b4319	21	
b4320	29	
b4315	42	
b0535	5	
b3261	72580	
b0805	136	
b0041	15	
b0042	20	
b0043	3	
b0044	15	
b4207	10247	
b3347	11791	
b0028	1155	
b0684	14243	
b2895	2236	
b1072	30	
b1073	78	
b1074	83	
b1075	80	
b1076	138	
b1077	44	
b1078	80	
b1079	13	
b1080	13	
b1081	6	
b1082	15	
b1083	39	
b1071	136	
b1070	52	
b1879	7	
b1880	2	
b1891	230	
b1892	317	
b1878	6	
b1922	40	
b1923	75	
b1924	3	
b1937	67	
b1938	15	
b1939	17	
b1940	11	
b1941	4	
b1942	5	
b1943	6	
b1944	60	
b1945	32	
b1946	50	
b1947	2	
b1948	6	
b1949	2	
b1950	2	
b1925	20	
b1926	5	
b1920	1242	
b1921	15	
b2321	285	
b2000	122	
b1566	26	
b3288	2766	
b1334	6551	
b0904	446	
b2492	2	
b0048	2515	
b3058	1008	
b2315	1458	
b0529	4317	
b2153	4658	
b0142	269	
b1606	210	
b3177	1139	
b2303	4838	
b3924	674	
b2374	16	
b4154	420	
b4153	404	
b4152	267	
b4151	411	
b3844	2512	
b3370	0	
b3371	66	
b4474	14	
b3374	5	
b3375	346	
b0356	4204	
b0355	1299	
b0357	1170	
b0172	23316	
b0239	791	
b2167	359	
b2169	395	
b2168	356	
b0080	987	
b3900	6	
b3899	2	
b3897	0	
b3898	10	
b3950	26	
b3949	2	
b3953	3	
b2383	6	
b2387	0	
b2386	0	
b0825	103	
b3946	28	
b0479	151	
b1905	6077	
b1902	333	
b0094	984	
b2748	487	
b3463	967	
b3178	4550	
b0084	349	
b0890	508	
b0083	416	
b3933	871	
b3017	905	
b0093	336	
b0089	293	
b3462	838	
b3464	2069	
b0095	6750	
b2800	10	
b2802	81	
b2803	17	
b2799	22	
b2801	0	
b2805	129	
b2804	558	
b1612	2461	
b4122	140	
b1611	498	
b0683	6426	
b3340	84151	
b4140	621	
b2661	55	
b2663	2	
b2662	49	
b3517	16	
b1492	3	
b3512	5	
b3515	107	
b3516	67	
b0759	1734	
b2042	5078	
b0757	313	
b0756	1675	
b2943	368	
b2837	243	
b2151	3	
b0758	335	
b1236	10550	
b1779	105852	
b3128	29	
b3124	32	
b3126	16	
b3127	0	
b3125	127	
b2094	1261	
b2093	868	
b2092	1319	
b2091	643	
b2096	5521	
b2095	3240	
b0124	582	
b0507	15	
b3064	1968	
b2808	287	
b2904	2321	
b2903	397	
b2479	583	
b2905	475	
b1761	373	
b0987	163	
b0986	1	
b0985	12	
b0984	12	
b0983	74	
b3447	27	
b1033	561	
b3553	2255	
b2975	3	
b2976	214	
b2980	79	
b2979	1	
b4468	2	
b4467	1	
b2977	168	
b3945	91	
b2036	3076	
B3429	168	
b3432	117	
b3430	257	
b3428	178	
b3049	231	
b3431	47	
b2388	979	
b3176	5713	
b3729	7232	
b3730	3249	
b3870	2480	
b2553	5206	
b0167	188	
b3053	212	
b3868	137	
b0811	627	
b0450	0	
b3869	54	
b0810	149	
b0809	246	
b0680	8204	
b1651	5210	
b0212	390	
b2241	2	
b2242	4	
b2243	8	
b3426	127	
b3425	934	
b3927	30	
b3424	744	
b3926	377	
b2239	56	
b3423	1057	
b2240	49	
B3925	1029	
b2556	46	
b2554	118	
b0720	2408	
b3212	1079	
b3213	1275	
b3214	488	
b0655	1254	
b0654	160	
b0653	173	
b0652	665	
b4077	2118	
b3653	365	
b2400	13429	
b0514	52	
b0509	16	
b2551	13787	
b3560	12365	
b3559	12974	
b2053	13	
b0200	1350	
b3648	4423	
b2051	0	
b1285	36	
b2029	27814	
b4517	6667	
b1550	4708	
b3437	134	
b4321	60	
b3438	592	
b3415	66	
b4476	31	
b3413	8	
b3500	3255	
b3385	1316	
b0755	29287	
b3612	5931	
b3779	286	
b3001	83	
b3608	1471	
b0238	16116	
b3181	9172	
b3406	439	
b4143	52165	
b4142	59001	
b2614	23174	
b0849	1247	
b1064	936	
b3610	7668	
b1654	20731	
b2688	1300	
b2947	2739	
b0829	41	
b0830	71	
b0831	20	
b0832	28	
b0477	1792	
b3323	0	
b3322	4	
b3324	5	
b3325	3	
b3326	1	
b3327	0	
b3328	2	
b3329	0	
b3330	0	
b3331	0	
b3332	0	
b3333	1	
b3334	1	
b3335	2	
b2988	1111	
b1635	706	
b2350	705	
b2351	1260	
b2507	21887	
b2508	25233	
b0104	2831	
b2883	41	
b2787	119	
b2789	0	
b2788	1	
b2706	18	
b2708	596	
b2231	5219	
b3699	5582	
b2541	7	
b2540	13	
b2542	22	
b2538	4	
b2539	2	
b2537	33	
b2536	116	
b1967	335	
b0873	4	
b0872	18	
b2496	188	
b3510	714	
b3509	191	
b3511	88	
b4480	297	
b1619	864	
b0962	251	
b1210	231	
b0369	3626	
b3805	1131	
b3804	136	
b3997	2118	
b2436	221	
b3850	863	
b0475	476	
b0154	4631	
b3867	873	
b3803	1016	
b3802	798	
b4175	4009	
b1132	763	
b4174	3846	
b4173	684	
b4172	27919	
b0460	2927	
b4532	14	
b1438	280	
b3082	315	
b3083	31	
b1103	3872	
b1507	134	
b1508	175	
b2024	872	
b2022	1672	
b2021	1377	
b2020	1430	
b2025	1002	
b2019	2848	
b2023	1131	
b2026	2356	
b2309	1763	
b2018	913	
b2307	79	
b2306	241	
b2308	88	
b2514	3774	
b1970	52	
b1182	4	
b2552	984	
b1237	86090	
b0107	1	
b0106	3	
b3395	17	
b3394	5	
b3393	2	
b3392	0	
b3391	2	
b4455	7	
b4428	13	
b4412	0	
b1562	18	
b4415	2	
b0640	140	
b1099	218	
b4259	266	
b4372	338	
b1842	1204	
b3203	1006	
b0125	7860	
b1413	602	
b0148	134	
b2526	2256	
b2527	1461	
b0650	5	
b4349	2090	
b4350	404	
b4348	552	
b1379	1675	
b3401	6405	
b3400	676	
b3931	9329	
b3932	6354	
b0966	830	
b3754	10	
b0473	12381	
b1829	4504	
b0139	0	
b4000	86734	
b0440	74002	
b0972	1	
b0973	1	
b0974	0	
b0975	1	
b0976	1	
b0977	1	
b2996	114	
b2995	46	
b2994	273	
b2993	133	
b2992	116	
b2991	47	
b2990	194	
b2997	191	
b2725	0	
b2724	4	
b2723	1	
b2722	4	
b2721	10	
b2720	14	
b2719	21	
b2718	28	
b2717	191	
b2713	3	
b2481	0	
b2482	0	
b2483	0	
b2484	0	
b2485	0	
b2486	0	
b2487	4	
b2488	5	
b2489	2	
b2490	3	
b2491	0	
b0508	4	
b2726	1	
b2727	164	
b2728	56	
b2729	82	
B2730	72	
b2712	38	
b2873	1	
b0828	74	
b4328	1637	
b2753	99	
b3687	2834	
b3686	620	
b4667	0	
b4668	0	
b4665	0	
b4664	0	
b4666	5	
b1136	29482	
b4018	519	
b2889	110	
b4267	8	
b4268	29	
b4266	50	
b4264	84	
b4265	4	
b1712	11148	
b0912	15238	
b0026	6143	
b3772	346	
b3671	1207	
b3774	865	
b3771	579	
b3770	2072	
b0078	146	
b0077	115	
b3766	3985	
b3769	59	
b3670	897	
b4669	102	
b3773	100	
b2237	369	
b0884	30461	
b3168	13806	
b1718	22624	
b0022	2	
b0021	2	
b0360	8	
b1578	1	
b0298	6	
b0299	1	
b4278	195	
b0259	21	
b0256	6	
b3557	41	
b3558	26	
b0016	11	
b1432	47	
b2622	286	
b0537	17	
b1140	8	
b0281	651	
b1345	11	
b2349	264	
b2442	54	
b4326	7	
b1160	14	
b0382	350	
b2528	5912	
b2531	5551	
b2530	13340	
b2529	13785	
b2524	4185	
b0421	950	
b3187	2699	
b2747	485	
b1208	513	
b2746	1249	
b2515	1678	
b0029	1585	
b0174	830	
b3672	614	
b0220	1324	
b1732	26	
b3942	2814	
b3137	7	
b3132	12	
b3617	3729	
b1250	120	
b3526	2326	
b1827	2240	
b3909	3	
b0698	1	
b0697	3	
b0696	9	
b0695	68	
b0694	127	
b4513	0	
b1215	6456	
b0918	3374	
b3198	997	
b3197	751	
b2842	177	
b2843	95	
b0465	744	
b3350	32	
b0047	58	
b0046	101	
b3351	69	
b2587	4544	
b1352	2	
b4331	8	
b3747	404	
b0342	17	
b0345	265	
b0343	3	
b0344	31	
b4036	100	
b1192	380	
b0186	17	
b1380	2583	
b4419	0	
b4421	0	
b4453	14	
b2569	5939	
b2568	1315	
b0074	337	
b0073	662	
b0072	780	
b0071	1031	
b1798	324	
b0075	1783	
b0076	11	
b0642	8069	
b4043	2752	
b2828	1509	
b2660	0	
b1653	5	
b2411	2004	
b3647	4	
b0147	94	
b0628	11920	
b0630	980	
b1139	84	
b3454	331	
b3455	215	
b3457	221	
b3460	1694	
b3458	845	
b3456	176	
b3605	445	
b3603	44	
b3604	61	
b0657	442	
b0891	1198	
b1209	1417	
b1116	346	
b1117	817	
b1118	321	
b0439	5477	
b0222	4159	
b0116	44872	
b4386	488	
b2835	100	
b1677	1191641	
b3200	1666	
b3201	1481	
b3199	519	
b0054	2267	
b0641	1403	
b4261	946	
b4262	775	
b0181	2545	
b0182	398	
b0096	5806	
b0179	4225	
b0524	214	
b0915	264	
b1054	938	
b1855	787	
b2378	27	
b2174	777	
b2289	962	
b0889	4901	
b0027	1182	
b1513	0	
b1516	8	
b1514	0	
b1515	0	
b1517	20	
b1518	22	
b1511	5	
b1512	83	
b0870	684	
b2687	9963	
b2838	1317	
b4024	397	
b2156	2365	
b2839	82	
b2890	15890	
b4129	1644	
b3580	1	
b0459	336	
b0878	224	
b0879	96	
b1479	1331	
b2463	1216	
b0394	458	
b4034	652	
b4033	25	
b4032	42	
b1620	102	
b4035	31	
b4037	131	
b3417	744	
b3416	222	
b3571	12	
b3418	377	
b1621	61	
b1622	179	
b0403	90	
b1613	1879	
b1817	2425	
b1818	2694	
b1819	2624	
B0168	9464	
b1531	1160	
b1532	266	
b1529	156	
b1530	88	
b0294	4	
b0293	174	
b0292	5	
b0956	601	
b2783	853	
b2782	253	
b2781	566	
b0806	6	
b1450	7	
b1159	100	
b4346	334	
b4345	41	
b3028	2863	
b0842	291	
b3236	9529	
b0448	75	
b0449	70	
b2074	93	
b2075	39	
b2076	24	
b2077	10	
b3513	7	
b3514	3	
b1053	20	
b1065	8	
b1599	104	
b1600	96	
b1663	670	
b3710	55	
b4337	23	
b4082	0	
b4081	0	
b4080	0	
b4119	14	
b4120	3	
b4118	16	
b3930	935	
b2262	3887	
b2261	593	
b2264	166	
b2260	192	
b2265	165	
b2263	49	
b2328	625	
b4013	318	
b3939	183	
b3008	596	
b3829	571	
b3941	192	
b2114	6555	
b4019	559	
b0198	1092	
b3938	6612	
b2942	22856	
b3940	972	
b0199	2315	
b0197	7841	
b3828	292	
b1114	588	
b2149	52	
b2150	289	
b2148	76	
b1826	941	
b0963	3468	
b4242	286	
b4702	3365	
b0347	0	
b0348	1	
b0349	15	
b0350	6	
b0352	15	
b0351	14	
b0346	191	
b0353	3	
b4171	470	
b0661	5163	
b1176	857	
b1175	5358	
b1174	3597	
b3742	2094	
b1782	20925	
b2346	3213	
b3191	1630	
b3192	5249	
b3193	2239	
b3194	864	
b3195	1079	
b1639	95	
b2127	1	
b2813	901	
b2701	926	
b2963	392	
b0211	761	
b2558	70	
b0261	101	
b0260	39	
b0731	0	
b0732	18	
b0730	292	
b1133	2192	
b2324	227	
b3706	1049	
b3741	2316	
b2392	136	
b0817	637	
b0781	268	
b0782	1348	
b0783	1266	
b0784	1029	
b0785	897	
b3857	115	
b3856	156	
b2877	30	
b0763	769	
b0764	56	
b0765	57	
b0761	653	
b0760	123	
b0827	1323	
b0826	325	
b0009	2026	
b1420	4	
b0018	0	
b1890	1	
b1889	2	
b1326	109	
b4233	2560	
b1329	461	
b2684	14109	
b2210	1554	
b3021	448	
b3022	50	
b0087	885	
b0081	203	
b3396	554	
b0149	521	
b0635	324	
b0634	435	
b3251	11304	
b3250	738	
b3249	367	
b2113	5277	
b4351	426	
b0914	1044	
b3291	2802	
b0577	357	
b2924	4271	
b4219	482	
b1778	3069	
b1051	402	
b1976	151	
b3208	47	
b3599	419	
b3600	851	
b3601	232	
b0159	6313	
b3161	66	
b3068	455	
b0924	1215	
b0923	995	
b0922	633	
b3189	4855	
b3972	909	
b0091	1242	
b0088	885	
b0085	1147	
b0086	911	
b0090	518	
b3967	989	
b1069	674	
b2429	29	
b2428	286	
b2427	54	
b2831	119	
b4170	160	
b3635	684	
b2733	1049	
b0099	623	
b2961	501	
b3096	468	
b1988	0	
b0750	4511	
b2574	2317	
b0109	1072	
b0639	318	
B1740	3352	
b2615	218	
b4390	416	
b0677	487	
b0678	1391	
b0676	505	
b0675	2085	
b0679	1222	
b1119	177	
b1107	873	
b3225	319	
b4311	0	
b3223	93	
b3222	43	
b4310	53	
b3226	498	
b4309	13	
b3224	3	
b2206	165	
b2203	168	
b2202	74	
b2207	28	
b2208	10	
b2205	22	
b2204	20	
b1224	3	
b1225	8	
b1227	20	
b1226	5	
b1223	1	
b1221	1667	
b2193	1731	
b2469	38	
b1469	0	
b1465	7	
b1466	1	
b1222	64	
b1467	3	
b1468	4	
b1109	13264	
b2518	44876	
b0714	248	
b1650	514	
b1649	90	
b3662	168	
b3998	169	
b2159	1041	
b0568	50	
b0569	6	
b0851	1916	
b0578	6231	
b3414	15911	
b0019	1046	
b1186	1060	
b0020	141	
b1463	53	
b3476	30	
b3477	6	
b3478	14	
b3479	15	
b3480	13	
b3481	758	
b0548	0	
b3365	17	
b3367	116	
b3366	23	
b3661	272	
b1708	495	
b2742	1349	
b0192	484	
b3163	389	
b0560	6	
b2709	88	
b2710	0	
b2711	2	
b3206	389	
b2234	6667	
b2235	4414	
b4238	256	
b2675	62	
b2676	88	
b4237	25	
b2673	735	
b2674	63	
b0413	802	
b4070	6	
b4071	1	
b4072	1	
b4073	1	
b4074	0	
b4075	0	
b4076	0	
b4178	426	
b1633	542	
b1865	288	
b3996	593	
b3397	1130	
b3034	704	
b1759	381	
b2251	196	
b1134	380	
b2467	326	
b1813	110	
b2288	3084	
b2287	4225	
b2286	3010	
b2285	3963	
b2284	2470	
b2283	2657	
b2282	1631	
b2281	2352	
b2280	1336	
b2279	1352	
b2278	1634	
b2277	2158	
b2276	2545	
b2393	2588	
b2964	230	
b2161	0	
b3169	10864	
b0416	6870	
b3982	18635	
b3183	4571	
b2082	1104	
b1335	163	
b0957	207618	
b2215	163538	
b0929	88988	
b1319	0	
b3875	1	
b1377	4	
b3405	2248	
b0565	40237	
b1256	331	
b0814	125295	
b4359	450	
b1047	257	
b1424	596	
b1048	4229	
b1049	1234	
b1243	21419	
b1244	2694	
b1245	2612	
b1246	3522	
b1247	3935	
b4162	3846	
b1283	1297	
b1482	431	
b1739	1466	
b2131	19	
b4376	864	
b1896	43	
b1897	4	
b2373	8	
b3961	1867	
b1388	2	
b1389	4	
b1390	1	
b1391	1	
b1392	7	
b1393	2	
b1394	5	
b1395	2	
b1396	5	
b1397	6	
b1398	8	
b1399	177	
b1400	222	
b1387	4	
b3360	380	
b1812	363	
b1096	82	
b0622	16	
b0741	64020	
b0134	7878	
b0133	3635	
B0131	15147	
B0425	589	
b3258	382	
b3019	1554	
b3030	2414	
b3073	8	
b2519	18	
b2134	1005	
b3403	7029	
b2743	556	
b0143	1518	
b0113	2126	
b0052	275	
b2320	1893	
b1638	1180	
B2564	1846	
b2418	1273	
b1636	853	
b4260	2548	
b2523	2611	
b0237	7408	
b4021	236	
b0932	3051	
b2908	1224	
b3847	2511	
b1127	244	
b0254	10	
b3916	4667	
b1723	807	
b0902	2129	
b0903	10029	
b3952	2	
b3951	12	
b1024	1	
b1023	1	
b1022	4	
b1021	12	
b4025	9385	
b2926	25539	
b0767	2592	
b0688	3596	
b0418	443	
b1278	80	
b1912	736	
b2599	1783	
b2598	365	
b1715	379	
b0576	720	
b1714	8935	
b1713	8573	
b4106	0	
b4105	1	
b4102	0	
b4101	0	
b4100	3	
b4099	1	
b4098	0	
b4097	2	
b4096	1	
b4095	0	
b4094	2	
b4093	79	
b4092	27	
b0383	89	
b0399	212	
b0241	62	
b1020	20	
b1130	1508	
b1129	130	
b0400	69	
b3724	1185	
b3379	0	
b0708	21	
b1158	14	
b1374	31	
b3493	3649	
b2987	14	
b3821	1175	
b3825	130	
b1178	761	
b4041	1896	
b3018	862	
b1090	204	
b3059	200	
b4235	2444	
b2259	258	
b1768	1341	
b0931	2424	
b3164	11905	
b1603	1896	
b1602	1164	
b0751	1384	
b3863	2028	
b0060	32	
b1126	3596	
b1125	1319	
b1124	1173	
b1123	9151	
b0692	5	
b0854	257	
b0855	75	
b0856	28	
b0857	20	
b0871	40	
b4226	66605	
b3956	2530	
b2826	1	
b2825	4	
b2823	10	
b0108	0	
b1838	8	
b2734	15	
b3363	4423	
b0525	25909	
b3775	9133	
b0441	3717	
b2501	257	
b2972	179	
b1702	2730	
b1703	453	
b1461	323	
B2502	415	
b0950	143	
b0951	439	
b1494	48	
b1830	1482	
b1211	1059	
b2891	10031	
b4375	7808	
b3935	105	
b4201	1148	
b0467	161	
b3355	190	
b3498	3082	
b3259	3883	
b2330	1886	
b1212	188	
b0243	2289	
b0242	2048	
b0386	1913	
b4111	465	
b1831	13828	
b0194	12156	
b2677	83	
b2678	91	
b2679	170	
b0402	1294	
b0331	0	
b0333	0	
b0334	1	
b0335	0	
b0330	0	
b1444	40	
b1207	19750	
