YAL001C	K15204		730.01486
YAL002W	NotMapped		921.11592
YAL003W	K03232		17683.181
YAL005C	K03283		6840.7151
YAL007C	K14825		3150.8258
YAL008W	NotMapped		1377.8787
YAL009W	NotMapped		633.49617
YAL010C	K17774		635.05637
YAL011W	K11682		1165.4145
YAL012W	K01758		11632.391
YAL013W	NotMapped		1702.2631
YAL014C	K08501		1416.6382
YAL015C	K10773		514.64966
YAL016W	K03456		2929.3082
YAL017W	K08286		2080.9462
YAL018C	NotMapped		151.58372
YAL019W	K14439		891.29677
YAL020C	K15462		682.87108
YAL021C	K12603		2063.1572
YAL022C	K15014		1050.6629
YAL023C	K00728		6276.198
YAL024C	K06681		1131.1931
YAL025C	K14831		857.99184
YAL026C	K14802		1492.0223
YAL027W	K15080		331.73179
YAL028W	NotMapped		237.87852
YAL029C	K10357		2495.5231
YAL030W	K08513		1572.1436
YAL031C	NotMapped		1087.2225
YAL032C	K06063		818.70565
YAL033W	K03537		2118.5595
YAL034C	NotMapped		1312.4872
YAL034W-A	K11559		465.01751
YAL035W	K03243		8131.178
YAL036C	NotMapped		2203.2574
YAL037C-A	NotMapped		102.04217
YAL037W	NotMapped		224.1129
YAL038W	K00873		18970.205
YAL039C	K01764		2309.9881
YAL040C	K06646		3006.5833
YAL041W	K11236		1343.2685
YAL042W	NotMapped		2580.751
YAL043C	K06100		1533.8608
YAL044C	sce_YAL044C		8551.5551
YAL044W-A	NotMapped		3229.2848
YAL046C	NotMapped		2401.7859
YAL047C	sce_YAL047C		324.31109
YAL048C	K07870		651.41716
YAL049C	NotMapped		3742.2875
YAL051W	NotMapped		1007.4852
YAL053W	NotMapped		2207.9072
YAL054C	K01895		3103.4465
YAL055W	NotMapped		798.92769
YAL056W	NotMapped		1189.6431
YAL058W	K08054		593.38791
YAL059W	NotMapped		1429.1286
YAL060W	K00004		1842.0876
YAL061W	K00004		454.73325
YAL062W	K00262		6485.705
YAL063C-A	NotMapped		159.73265
YAL064C-A	NotMapped		145.4805
YAL064W	NotMapped		154.82748
YAL064W-B	NotMapped		236.16299
YAL065C	NotMapped		195.29445
YAL067C	NotMapped		2551.3057
YAL067W-A	NotMapped		112.72181
YAR002C-A	NotMapped		4963.8041
YAR002W	K18718		1799.0594
YAR003W	K14961		950.20574
YAR007C	K07466		2464.8097
YAR008W	K15323		966.5845
YAR014C	NotMapped		1655.893
YAR015W	K01923		10927.071
YAR018C	K08857		1101.807
YAR019C	K06683		786.64524
YAR023C	NotMapped		423.97118
YAR027W	NotMapped		114.40327
YAR028W	NotMapped		120.34284
YAR029W	NotMapped		1173.2759
YAR031W	NotMapped		355.82946
YAR033W	NotMapped		187.58953
YAR035C-A	NotMapped		308.86966
YAR035W	K00624		10631.38
YAR042W	NotMapped		1398.0351
YAR050W	sce_YAR050W		339.76606
YAR068W	NotMapped		922.4703
YBL001C	NotMapped		4969.2767
YBL002W	K11252		8359.3952
YBL003C	K11251		9433.2573
YBL004W	K14772		5642.4217
YBL005W	NotMapped		456.3569
YBL006C	K11764		2077.5001
YBL007C	NotMapped		2403.0269
YBL008W	K11293		822.62122
YBL008W-A	NotMapped		122.60483
YBL009W	K16315		1203.0966
YBL010C	NotMapped		672.62937
YBL011W	K13507		2954.1068
YBL013W	K00604		333.70057
YBL014C	K15218		1180.4716
YBL015W	K01067		21059.445
YBL016W	K04371		152.44659
YBL017C	NotMapped		2870.8731
YBL018C	K14528		2713.1164
YBL019W	K10772		605.28084
YBL020W	K06316		1642.7038
YBL021C	NotMapped		1257.3204
YBL022C	K08675		3843.6831
YBL023C	K02540		2406.8794
YBL024W	K15334		3025.2925
YBL025W	K15221		504.76526
YBL026W	K12621		2731.4649
YBL027W	K02885		14149.746
YBL028C	NotMapped		1149.6911
YBL029C-A	NotMapped		1871.5563
YBL029W	NotMapped		1624.6229
YBL030C	K05863		18674.649
YBL031W	NotMapped		427.33307
YBL032W	K18738		2468.4114
YBL033C	K01497		2974.2562
YBL034C	sce_YBL034C		1086.8407
YBL035C	K02321		1026.4341
YBL036C	NotMapped		1698.5447
YBL037W	K11824		1093.4456
YBL038W	NotMapped		2794.0063
YBL039C	K01937		4598.0637
YBL039W-B	NotMapped		855.12071
YBL040C	NotMapped		2291.4466
YBL041W	K02732		3313.0421
YBL042C	NotMapped		4305.4793
YBL043W	NotMapped		8788.2378
YBL044W	NotMapped		133.82954
YBL045C	K00414		14466.71
YBL046W	NotMapped		766.9923
YBL047C	NotMapped		3692.9455
YBL049W	NotMapped		746.98074
YBL050W	NotMapped		2875.8558
YBL051C	NotMapped		1356.2917
YBL052C	K11378		631.50584
YBL054W	NotMapped		954.05222
YBL055C	NotMapped		678.30916
YBL056W	K14803		2101.8612
YBL057C	K04794		1757.7888
YBL058W	K14012		1820.0616
YBL059C-A	K18172		2201.8766
YBL059W	NotMapped		872.4073
YBL060W	NotMapped		413.55278
YBL061C	NotMapped		682.08999
YBL063W	sce_YBL063W		643.61494
YBL064C	K03386		6161.0881
YBL066C	NotMapped		1522.3472
YBL067C	K11872		1172.4493
YBL068W	K00948		4036.5552
YBL069W	NotMapped		594.28872
YBL071C-B	NotMapped		123.96414
YBL071W-A	K15455		808.79453
YBL072C	K02995		16270.577
YBL074C	K13205		261.05458
YBL075C	K03283		731.89128
YBL076C	K01870		8690.8173
YBL078C	K08341		1315.6666
YBL079W	K14312		2985.6493
YBL080C	K02434		365.4928
YBL081W	NotMapped		844.64545
YBL082C	K03845		1350.2682
YBL084C	K03350		1416.0822
YBL085W	NotMapped		1235.1301
YBL086C	NotMapped		577.68114
YBL087C	K02894		14119.523
YBL088C	K04728		1140.7782
YBL089W	NotMapped		1280.4395
YBL090W	K17415		797.82268
YBL091C	K01265		2179.1504
YBL091C-A	NotMapped		606.4159
YBL092W	K02912		19606.405
YBL093C	K15138		993.45606
YBL095W	NotMapped		1619.9394
YBL097W	K06676		142.0414
YBL098W	K00486		1083.275
YBL099W	K02132		20394.144
YBL100W-C	NotMapped		111.86246
YBL101C	NotMapped		3300.5123
YBL102W	NotMapped		2719.797
YBL103C	NotMapped		1040.5967
YBL104C	NotMapped		1866.6533
YBL105C	K02677		1557.4783
YBL106C	NotMapped		387.84694
YBL107C	NotMapped		1106.6807
YBR001C	K01194		972.5508
YBR002C	K11778		1107.5332
YBR003W	K05355		2125.1477
YBR004C	K07542		910.68666
YBR005W	NotMapped		782.19591
YBR006W	K00135		1467.6524
YBR007C	NotMapped		1093.3244
YBR008C	K08158		431.46664
YBR010W	K11253		9725.2403
YBR011C	K01507		13945.116
YBR013C	NotMapped		339.75277
YBR014C	NotMapped		1797.42
YBR015C	K05535		3060.2565
YBR016W	NotMapped		3863.7368
YBR017C	NotMapped		1922.1501
YBR018C	K00965		20681.801
YBR019C	K01784		21097.844
YBR020W	K00849		23174.035
YBR021W	NotMapped		1972.3004
YBR022W	K15529		636.4954
YBR023C	K00698		2312.1961
YBR024W	K07152		575.05827
YBR025C	NotMapped		8640.766
YBR026C	K07512		1673.1343
YBR028C	K08286		1268.6044
YBR029C	K00981		5502.5681
YBR030W	NotMapped		613.50523
YBR033W	NotMapped		2602.0825
YBR034C	K11434		2096.7119
YBR035C	K00275		3329.6696
YBR036C	NotMapped		2924.3417
YBR037C	K07152		1363.5867
YBR038W	K00698		1604.7107
YBR039W	K02136		15971.117
YBR040W	NotMapped		131.77627
YBR041W	NotMapped		1399.1065
YBR042C	NotMapped		1011.1685
YBR043C	NotMapped		1223.8243
YBR044C	NotMapped		1642.3932
YBR045C	K12770		768.87478
