!!SBtab TableType='Proteomaps' ProteinIdentifier='http://identifiers.org/uniprot/' Condition='Intensity L'
!ProteinIdentifier	!Abundance
A0AV56;B7Z2F6;B7ZLP6;F5GZU3;K7ES42;Q15424;Q15424-2	32159686
Q9H173	2805506.8
Q99798	30865033
O95816	45262094
P21980	4495904.6
P16949	2.2211322e+08
Q9P2E9	3.4350122e+08
A2A3N8;C9JTM0;D6RAH3;D6RF25;D6RJE2;E7ENY0;E7EV99;H0Y9H2;H0YFD8;P35611;P35611-2;P35611-3;P35612;P35612-2;P35612-3;P35612-4;P35612-8;Q86XM2	13420825
P62753	3.1706865e+08
P45880	2.4535068e+08
O75955	3362004
O15212	30713083
P04439	8620081
A2BFH1	4.4285891e+09
Q04917	1.6934029e+08
A2T926;G5E972;H0YJH7;P42166;P42167;P42167-2	6064763.7
O95865	40829824
A5PL29;K7EJR2;M0QX30;M0R165;M0R1V5;M0R2S2;M0R330;M0R3I1;Q9UBC2;Q9UBC2-2;Q9UBC2-3	21274472
P30044	1.8954958e+08
Q9GZQ8	39948279
A6NCP5;C9IZD3;E7ERK8;F5H6L3;I3L1S9;I3L4P0;I3L4P6;J3KRS3;Q17R89;Q68EM7;Q68EM7-2;Q68EM7-3;Q68EM7-4;Q68EM7-5;Q68EM7-6;Q68EM7-7	870599.7
Q9UKK9	22918829
A6NDF3;Q9BVG4	19966941
P08865	1.1329994e+09
P61326	12315996
O95861	8403215.2
A6NFL3;H0Y2W2;J3QSF3;Q5SV16;Q5T2N8;Q5T9A4;Q5T9A4-2;Q5T9A4-3;Q9NVI7;Q9NVI7-2;Q9NVI7-3	33800939
Q9NYB9	12048582
A6NFQ9;A6NMH6;B7Z277;C9J4G8;C9JV02;F6W7K9;F8W8I8;Q92599;Q92599-2;Q92599-3	11683992
A6NG10;B4DFG2;K7EIJ0;K7EIK1;K7EIN1;K7EMC9;K7ENL2;K7ESN4;Q969T9	6672148.6
Q13162	92410279
Q13813	3.2285251e+08
A6NGP5;B4DLH4;B4E1P3;H3BMM8;H3BMT0;H3BMV3;H3BS08;H3BTV5;H3BU16;Q9H910;Q9H910-2	48217717
P22090	1.0038998e+08
P30046	61233168
Q9H7Z7	6156504.4
O95825	3612509.6
P17516	2411902.2
A6NIR2;Q9Y547	9044190.8
P32119	2.9070084e+08
Q92890	14476003
A6NJA2	48116554
A6NJG9	1.0540368e+08
O14602	35129751
A6NKH4;H0YK42;H0YK43;H0YK58;H0YKD5;H0YKL5;H0YKT3;J3KPH4;Q13596;Q13596-2;Q13596-3	1.2665072e+08
P07437	7.9570035e+08
A6NL28;A6NL28-2;D6R904;D6RFM2;P06753-2;P06753-3;Q5VU59;Q5VU61;H0YL80;K7EP68;K7EQW8;Q5VU58	6.6640778e+08
P68032	5.5121576e+09
P21810	2181093.2
P51571	45729760
A6NLN1	1.4623972e+08
A6NM69	1.765853e+08
A6NMQ3;C9JUF4;D6RE62;O43768;O43768-2;O43768-3;O43768-4;O43768-5;O43768-6;O43768-7;O43768-8;O43768-9;Q5T5H1;H3BMD8;H3BQ52;H3BTD3;P56211;P56211-2	16044105
P11908	2055303.5
Q92783	28277672
A6NMY6;H0YKL9;H0YKN4;H0YKS4;H0YKV8;H0YKX9;H0YKZ7;H0YL33;H0YLE2;H0YLV6;H0YM50;H0YMD0;H0YMD9;H0YMM1;H0YMT9;H0YMU9;H0YMW4;H0YN28;H0YN42;H0YN52;H0YNA0;H0YNB8;H0YNP5;P07355;P07355-2	4.5888007e+09
A6NN80;E5RFF0;E5RI05;E5RIU8;E5RJF5;E5RJR0;E5RK63;E5RK69;H0YC77;E7EMC6;P08133;P08133-2	9.1822343e+08
A6NNR3	30619980
Q08257	32696435
P68104	5.2724998e+09
A6PWM2;Q6UXH1;Q6UXH1-2;Q6UXH1-3;Q6UXH1-4;Q6UXH1-5;Q6UXH1-6	7813838.5
A7MAP0;A7MAP1;B4E3S0;F8VRE9;F8VSA4;F8VTT6;F8VUX3;F8VV53;F8VVB7;F8W1H8;H0YHL7;Q9ULV4	77755425
P35241	89238319
P28482	8400827.4
A8K0Z3;A8MWX3;C4AMC7;H3BV49;I3L0A4;Q6VEQ5;Q9NQA3	1355787.8
O00506	702320.49
P11142	4.8645527e+09
A8K854	3.0256712e+08
A8K8G0;H3BPQ6;P51858;P51858-2;Q5SZ07	1.2967813e+08
A8KAH5;F5GXM3;H3BMU1;H3BQF7;H3BUI0;J3KR23;J3QLU7;P53990;P53990-2;P53990-3;P53990-4;H3BPP6;H3BRE2	16554728
A8MQB8;B4DXZ6;C9IZ22;C9JAJ4;C9JY20;C9JYQ6;C9JZE0;E7EU85;E9PFF5;F8W871;G3V0J0;G8JL90;H7C4S4;P51114;P51114-2;P51114-3;Q06787;Q06787-2;Q06787-3;Q06787-4;Q06787-5;Q06787-6;Q06787-7;Q06787-8;P51116	31827048
A8MQC5	1.8801101e+09
P14209	51395190
Q00059	4398347
P62942	1.7375027e+08
P16152	2.2973732e+08
P55854	34076173
P18124	4.053239e+08
P18859	57119895
A8MUM1;C9J0U9;D3YTH5;F8WB12;F8WDS8;F8WDX0;Q53HC9	3848033.7
P62750	3.8528746e+08
Q9Y6K9	3189944.7
O00764	4876214
A8MV58;D6R9Q9;D6R9W4;D6RCR4;D6RFI1;F8W9Z3;Q16643;Q16643-2	4.2372999e+08
A8MVD5;K7EK42;K7EL99;K7ELT5;K7ENS2;K7EP07;Q6FGY5;Q99426	51925145
P49589	9514985.3
P09972	2.5225542e+08
P07195	4.5289143e+08
P62308	63872430
P41227	17637466
A8MWR6;H7BZ77;Q9Y3Q8	3744703.3
Q9H0B6	9021900.8
P49593	8500816.6
P09211	9.2473836e+08
O15460	85606678
Q99733	2.1542792e+08
A8MXJ6;C9JAX1;H7C585;Q16595;Q16595-2	3901182.3
P46781	2.1533984e+08
P55735	4538801.6
A8MXP8;F8WCY5;H0YL43;Q14257	83224214
P43243	1.8507952e+08
A8MXR0;C9J0U5;C9J321;C9JC17;C9JJC9;C9JSU1;H7C3N9;Q9Y608;Q9Y608-2;Q9Y608-3;Q9Y608-4	11767382
Q92934	5551322.2
P52565	6.7066636e+08
A8MY36	52046940
A8MY67	1.5691956e+08
B7Z4Q3	3629124.2
A9UJP8;E7ES35;H7C089;Q5R3I4	915220.6
Q8IYB3	1259299.5
Q99536	28478306
P63104	1.8777007e+09
B0AZT5;C9J5D1;C9J5J3;C9JZU6;E7EQ69;F8WCK0;Q9GZZ1;Q9GZZ1-2	18599365
Q9Y3F4	2.8385718e+08
Q9BQ04	8482099.6
B0QY01;B0QY02;B3KUU1;E7EPD0;O60784;O60784-2;O60784-3;O60784-4	33051903
O15371	4289208.4
B0QYC6;B0QYC7;B0QYC8;Q00587;Q00587-2	NaN
B0QYG7;B0QYG8;H0Y923;Q9UNF0;Q9UNF0-2	32626932
Q01844	43202756
P63279	9301551.8
P46060	81597974
E9PB03	311139.06
B0QZ43;O75477;E5RHW4;E5RJ09;O94905;O94905-2;O94905-3	46117149
B0QZK4;B0QZK8;B0QZK9;Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3;Q5SSJ5-5;Q5SWC8	23995824
Q14320	8210280
P28062	4501517.5
B0YIW6;E9PK34;P48444;P48444-2	1.1658686e+08
E9PAX3	2.6873404e+10
P25325	12755004
P35579	1.059297e+09
B1AHC8	1.4617081e+08
P55769	94658584
P00387	9318976
P47756	2.8029291e+08
B1AKP7;B4DJ45;G3V162;K7EJM5;K7EN94;Q13148;Q13148-2	32603421
P16520	84415232
Q8TF09	97471695
O75914	33537923
B1AKZ3;B1AKZ5;Q15121	2.0798151e+08
O15511	2.2685418e+08
B1AMS2;B4E049;F5H1J5;Q14141;Q14141-2;Q14141-3;Q14141-4;C9JV02;D6R9Y6;D6RDP1;D6RDU5;D6RER5;D6RGI3;H0Y961;H0Y9G8;Q9NVA2;Q9NVA2-2	3.8957882e+08
Q9UDY2	14176028
B1ANR0;B1ANR1;H0Y5F5;H0Y6X6;H0YCC8;H0YEQ8;H0YEU6;Q13310;Q13310-2;Q13310-3	32959934
A6NLG0;B1AP61;E7ESD2;F5GY39;F8W7U3;J3KP36;Q5SNT6;Q5SRD0;Q5T1D7;Q641Q2;Q641Q2-2;Q9Y4E1;Q9Y4E1-2;Q9Y4E1-3;Q9Y4E1-4;Q9Y4E1-5;Q9Y4E1-6	25374042
Q01813	30682017
P19367	NaN
B1ARP7;Q9NWV4	25298877
P07602	2.5200376e+08
B1B0M1;Q4V328;Q4V328-2;Q4V328-3;Q4V328-4	12777834
O00148	72074720
Q16881	2.183156e+08
P12814	5.5027975e+08
P09429	2.0270129e+08
Q5R370	53539859
B3KMT9;F8VWA1;F8VXL4;F8VZZ3;H0YIN8;Q6ZTN6;Q6ZTN6-2;Q6ZTN6-3;Q8IZ07	NaN
Q9UBE0	23938344
P55209	2.838257e+08
B3KPE7;B7Z238;E9PDD6;Q9BXK5;Q9BXK5-2	10481922
P61289	26492855
Q9Y230	1.8169582e+08
Q15628	1649297.2
Q9H0E2	5598698.3
P38159	1.5919833e+08
Q13547	4451006
O15372	42965341
O00303	1.5544403e+08
B3KSI9;F5GWL8;H7C488;Q9NQ48	5754064.7
P04179	1.2804361e+08
B3KUP2;C9JDM3;C9JGV6;C9JIC6;C9JJ34;C9JXG8;H7C137;P43487;Q5T0Z6;Q5T0Z7;Q9C010	1.3220028e+08
P00367	1.3802363e+08
P14678	27995081
P09417	9609234
Q9UBT2	6136012.5
P12081	34393438
O00469	12746608
B3KXH8;Q9Y5X1	4114312.7
B3KXI2	3226592.6
B3KYB6;B3KYB7;B7Z7Q0;P48739;P48739-2	7882817.8
B4DDC6;B4DHP2;B4DP11;B4DP21;Q15185	82239605
B4DDD6;B4DDP6;C9J7P1;F2Z2V3;F2Z3E3;F8WB73;F8WBB2;F8WBG8;F8WC20;F8WCK3;F8WFE1;H7C111;Q9UJU6-2;Q9UJU6-3	5937400.5
B4DDF4;B4DUT8;H3BQH0;H3BQR6;H3BTZ5;H3BVI6;K7ES69;Q99439;Q99439-2	3.4639911e+08
B4DDF9;P09525;Q6P452	30433354
B4DDM3;Q15036;Q15036-2	NaN
O43684	28936959
O00429	12206955
P52788	11624860
B4DE64;K7EL31;K7EPG2;K7EQA1;K7ESJ4;O14737;Q3HM38	89048625
P68431	1.520259e+09
B4DEH8;G3V4T2;H0YJH9;Q86U42;Q86U42-2;Q92843-2	17883676
B4DEK4;D6RC15;O60749	49125883
B4DEM2;H0Y5J4;Q9UJU6;F2Z2V3;F2Z3E3;F8WB73;F8WBB2;F8WBG8;F8WC20;F8WCK3;F8WFE1	1.6500906e+08
P50990	2.4902235e+08
P25786	89070848
Q9P0J0	4045958.2
P43034	8948224.4
P46459	28012162
B4DFK6;E9PDU6;F8WA86;Q15417	5.5553401e+08
P48735	64843562
O75489	10651033
Q969G3	8796694
B4DFR5	49738856
O43776	11852023
P47755	1.5236539e+08
Q8TAT6	21682984
B4DGB4;B4DI60;B7Z6M1;C9JAM8;F2Z2Z9;F8W8D8;H7C4N2;P13796;P13797;Q14651;Q5TBN3	1.2821502e+08
P27824	28130074
B4DGQ0;C9J9W2;F6S2S5;J3KSN1;K7ESD6;O76041-2;Q14847;Q14847-2	8.162863e+08
P35222	6124624.6
P09622	55518298
B4DHN5;E9PBU7;O00560;O00560-3;G5EA09;O00560-2	36770871
B4DHQ6;B4DKK2;C9J0K6;P30626;P30626-2	6682516.2
P31942	1.428623e+08
P61201	23692876
Q12765	35559951
P61086	6323053.5
Q9UPT5	18876003
P28331	10094597
P22102	NaN
B4DJ96;D6RDI2;D6RHH0;J3KPP4;O95232;C9JL41;E7EN55;O95232-2	15718389
P20339	10266421
O75367	37012006
B4DJC7;O75569;O75569-2;O75569-3	3111179.1
P11310	31148946
P62258	2.4014356e+09
Q13243	9202280.5
P62318	52098915
B4DJS7;G3V2U1;G3V4Z5;G3V5U2;G3V5X9;H0YJF8;Q9UNH7;Q9UNH7-2	35932600
O75390	18768110
B4DK44;M0QZM9;M0QZN5;M0R027;M0R031;M0R058;M0R0I4;M0R0Y2;M0R213;M0R2M1;P54920;Q4G0M0;Q9H115	22143041
B4DKT0;Q9H8Y8;Q9H8Y8-2	16850055
B4DKZ7;B5MC40;F5H7D9;H7C3H1;Q86YP4;Q86YP4-2;Q8WXI9	2400594
P36542	91166471
D6RDK4	99758055
Q15366	1.2271972e+09
B4DLN1;P52815	91698195
Q92747	7389216.7
P34897	84322833
P17844	83898402
Q02543	27840851
B4DME2;B5MEC7;K7EL81;K7ER83;Q9BZL4;Q9BZL4-2;Q9BZL4-3;Q9BZL4-4	7796363.9
B4DT13	38555945
P32322	15748161
B4DMW2;F8WB26;H7C466;Q8WU90	5767601.3
P31153	69128630
Q01130	25081843
B4DNE4;E7EPK1;E7ES33;F2Z3D3;F5GZE5;G3V1Q4;H0Y3Y4;H0YFF6;Q16181;Q16181-2;Q5JXL7;Q5W161;Q6ZU15	2.0878025e+08
P30740	7598483.1
Q9NZN4	1.6425704e+08
B4DX20	4.772831e+08
B4DPY8;O15405;O15405-2;O94842;O94900	NaN
P45954	10991386
Q96DI7	18124024
P52209	72023282
P60900	1.9899956e+08
Q15942	3.9655068e+08
P61916	22201441
O60814	2.4559431e+09
P62191	1.0353835e+08
Q02809	5622732.6
B4DRE6;B4DT67;B8ZZZ7;C9IZC3;C9J8M7;C9JGM8;C9JKE4;C9JW67;F2Z2S1;F8VT91;F8VZ02;F8W6C2;F8WAV0;Q4ZFW0;Q9NUQ6;Q9NUQ6-2	42279061
Q09028	17661812
Q9NUU7	26381806
P23588	1.2869226e+08
B4DS69;P53367-2;P53367	5097187.5
P27816	5.6341003e+08
P07910	6.5728782e+08
B4DT23;C9J3G8;E9PH82;Q8NCA5;Q8NCA5-2	7746268.1
B4DT30;E5RHG6;E5RIW3;E5RIX8;E5RJD8;O75347	98427629
Q96AE4	2.1531148e+08
Q7Z3B4	4419709.1
O43242	46917084
B4DT77;P20073;P20073-2	33697074
Q05519	7995351.3
Q14103	1.7469342e+08
P26641	1.7959974e+08
P18206	1.517101e+09
B4DTT5;Q12841	15555269
P40121	46712651
Q13126	37488896
Q15746	38093196
O75822	63621013
P49368	2.4064313e+08
B4DUR9;G3V3W9;G3V438;H0YJ63;H0YJG6;H0YJG7;H0YJU2;O95433	18093397
O00154	92274584
B4DUX6;B7Z7E1;K7ENC5;K7EQ72;K7ER02;K7ERK4;K7ERM8;K7ESJ2;P51911	89928184
P0CG47	2.0868937e+09
P62826	2.342299e+08
P26378	38569310
P29466	3407542
B4DVE7;E5RIN3;H0Y6E1;P27216;P27216-2;P50995	74555942
B4DW05;F5GWA7;F5GY37;F5H0C5;F5H0S4;F5H2D2;F5H3X6;J3KPX7;Q99623;Q99623-2	1.5733343e+08
B4DW84;H0YLI4;Q14696	6646991.1
P47897	5099908.7
P11279	68480505
P25205	6339334.7
B4DX29	17752760
Q15637	8790720.6
P25685	19916489
P51665	74453689
B4DXP9;F5H3I4;P61163	86215863
B4DXW1;F5H3P5;P61158;Q9P1U1;Q9P1U1-2;Q9P1U1-3	64869186
B4DY47;C9JW96;C9JZ20;D6RBK0;E7ESE2;E9PCW0;P35232	2.490586e+08
Q92598	74487758
P48643	7.272217e+08
P15586	71518344
P40939	23029983
P48163	23142799
B4DZI8;D6R997;D6RBG7;D6RBT6;D6RBZ7;D6RCL6;H0Y938;H0YAC7;P35606	51225542
O43237	46605924
B4DZW6;E5RGC8;E5RH53;E7EVI2;H0YAP5;H0YB03;H0YB83;H0YBD9;H0YC27;H0YC67;Q96DB5	10888561
P29401	9.0791374e+08
P11234	11348199
Q99436	42699031
P60842	6.9892868e+08
B4DWC7;B4E136;Q6YN16;Q6YN16-2	3106093.9
P51570	6657504.2
B4E1J0;F5H2F6;Q96AQ6;Q96AQ6-2;Q96AQ6-3	5604172.8
Q02241	NaN
B4E1K7;F2Z2I8;Q9UJZ1	58041843
P84103	1.249218e+08
B4E2Q4;E7ESM3;E9PN86;E9PRY0;H0YCQ8;J3KNJ2;Q7L2H7	39223366
P13473	26763621
B4E2V5;P27105;P27105-2	15359416
P55084	1.2712742e+08
Q14011	69312874
P49585	12441525
Q14247	2.6583946e+08
Q9Y285	37999840
P53396	3986303.2
B4E3T4;E5RFP4;E5RJ31;E5RJD7;F5H357;H0YBU9;H0YC46;Q6ZRY4;Q93062;Q93062-2;Q93062-3;Q93062-4;Q93062-5	14580936
B5MBZ8;B5MCY6;C9J177;C9JD73;C9JRC4;H7C003;H7C118;H7C3Q5;Q15435;Q15435-2;Q15435-3;Q15435-4	47994974
P35244	NaN
B5MC72	2206793.2
B5MCC7	33691002
B5MCE7;B5MCH7;E7ETZ4;Q9Y6E2;C9IZ80;C9J188;C9JFN4;C9JV57;C9JWF5;H0Y503;Q7L1Q6;Q7L1Q6-2;Q7L1Q6-3;Q7L1Q6-4	7723589.2
A6NL45;B5MCG1;B8ZZY7;B9A026;B9A031;C9JQZ0;F8WBN3;F8WBV6;P84101	23054579
P62081	3.5250781e+08
Q15084	5.4881703e+08
P39023	2.2120059e+08
B5MCX3;B5MD47;C9IY94;C9IZU3;C9J2Q4;C9J938;C9JB25;C9JFT1;C9JQJ4;C9JSE7;C9JT15;C9JZI2;F8WB65;H7C1T1;H7C2Y0;H7C310;Q15019;Q15019-2	4.1380333e+08
P83916	27017484
P48637	75285046
B7Z1C4;B7Z214;B7Z385;E9PDI2;F8WDB9;F8WEW0;P40123	49516294
Q99832	2.0564062e+08
O95302	37483699
Q13418	1136250.9
B7Z1M1;E9PJD5;E9PNT6;E9PP27;Q15293	6.005795e+08
P38606	42701399
Q13557	21701930
Q9BWD1	6889844.5
P50991	1.7807256e+08
B7Z2L7;B7Z2U2;F5H3S6;K7ENB0;Q6ZVM7;Q6ZVM7-2;Q6ZVM7-3;Q6ZVM7-4	11733255
P14927	61846131
P09104	12791836
F5H668	52259863
B7Z358;Q8N5N7	3917277.8
P46926	4356294.3
Q9UHG3	14684492
B7Z403;I3L1F4;I3L1I0;I3L277;I3L2C2;I3L3Q4;I3NI24;I3NI27;Q9HC38;Q9HC38-2;Q9HC38-3	24677279
P55786	11917432
B7Z468;B7Z574;D6RAA8;D6RBR1;D6RBZ8;D6RC54;D6RGF7;E7EN75;E7EQ12;E7EQA0;E7EQK6;E7ES10;E7ESM9;E7EVY3;E9PCH5;E9PDE4;E9PSG1;F8W7E0;G5E9D3;H0Y7F0;H0Y944;H0Y9H6;H0YA91;H0YD33;P20810;P20810-2;P20810-3;P20810-4;P20810-5;P20810-6;P20810-7;P20810-8	52121310
P62899	1.9434705e+08
O00115	14672384
P04843	45880253
B7Z4S1;E5RFI1;E5RIS7;E5RJ93;E5RK46;P23193;P23193-2	3082501.1
B7Z596;F5H7S3;H7BYY1;P09493-2;H0YK48;H0YN06;P09493-5	11027405
P31689	48614050
P35998	1.4347857e+08
P36957	1.2544937e+08
Q16698	62801253
B7Z6C0;H0YFA4;H0YHD8;P52943	52479841
Q96B97	21154922
P40855	21973023
B7Z6P3;G3V4Y7;G3V5G2;H0YJP2;H0YJV5;H0YJZ8;Q86UP2;Q86UP2-2;Q86UP2-3;G3V5P0	3340100.3
O15305	12150143
P60660	1.879641e+09
P10809	1.3824019e+09
P00558	1.3089202e+09
P17174	7123426.8
B7Z7F3;F5H4C2;K7EIJ4;K7EJV3;K7EN31;K7ESQ0;Q9H6Z4;Q9H6Z4-2;Q9H6Z4-3;K7EID7;K7EMH9;K7EMT3;K7ENB9;K7ENJ2;K7EPW1	19302575
P62495	94715684
P42785	28271008
B7Z800	8981469
Q8N6T3	40182110
O60551	NaN
Q9Y4L1	3.0411253e+08
Q9HBI1	11723256
B7Z972;C9J0F2;F8WAV5;F8WAX2;F8WDT3;H7BY58;H7C4X2;J3KP72;P22061;P22061-2	66358595
P50213	9592065
Q13409	22309270
Q14974	28594810
P61204	24387356
B7ZBG9	71595720
B7ZC06;H0Y7B8;Q08379;Q08379-2;Q9NVV4-2	14724956
Q9NR46	5606581.7
Q13185	61904888
P40925	1.6523339e+08
P61604	4.0026216e+08
Q96C23	11381600
