!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/' ValueType='Intensity H'
!ProteinIdentifier	!Abundance
A0AV56;B7Z2F6;B7ZLP6;F5GZU3;K7ES42;Q15424;Q15424-2	28243587
Q9H173	2510999
Q99798	25711670
O95816	40798139
P21980	8170596.6
P16949	1.3487802e+08
Q9P2E9	4.4109067e+08
A2A3N8;C9JTM0;D6RAH3;D6RF25;D6RJE2;E7ENY0;E7EV99;H0Y9H2;H0YFD8;P35611;P35611-2;P35611-3;P35612;P35612-2;P35612-3;P35612-4;P35612-8;Q86XM2	17693915
P62753	2.0079387e+08
P45880	2.1090967e+08
O75955	1553100.8
O15212	53460871
P04439	3831319.7
A2BFH1	4.0610904e+09
Q04917	1.0524964e+08
A2T926;G5E972;H0YJH7;P42166;P42167;P42167-2	17814023
O95865	26564385
A5PL29;K7EJR2;M0QX30;M0R165;M0R1V5;M0R2S2;M0R330;M0R3I1;Q9UBC2;Q9UBC2-2;Q9UBC2-3	20609269
P30044	1.2737969e+08
Q9GZQ8	14291064
A6NCP5;C9IZD3;E7ERK8;F5H6L3;I3L1S9;I3L4P0;I3L4P6;J3KRS3;Q17R89;Q68EM7;Q68EM7-2;Q68EM7-3;Q68EM7-4;Q68EM7-5;Q68EM7-6;Q68EM7-7	1310903.4
Q9UKK9	17470772
A6NDF3;Q9BVG4	18804049
P08865	7.0858221e+08
P61326	8398847.8
O95861	8263204.8
A6NFL3;H0Y2W2;J3QSF3;Q5SV16;Q5T2N8;Q5T9A4;Q5T9A4-2;Q5T9A4-3;Q9NVI7;Q9NVI7-2;Q9NVI7-3	32491973
Q9NYB9	4240638.3
A6NFQ9;A6NMH6;B7Z277;C9J4G8;C9JV02;F6W7K9;F8W8I8;Q92599;Q92599-2;Q92599-3	2912728.9
A6NG10;B4DFG2;K7EIJ0;K7EIK1;K7EIN1;K7EMC9;K7ENL2;K7ESN4;Q969T9	7254878.4
Q13162	1.090799e+08
Q13813	3.0369544e+08
A6NGP5;B4DLH4;B4E1P3;H3BMM8;H3BMT0;H3BMV3;H3BS08;H3BTV5;H3BU16;Q9H910;Q9H910-2	29618598
P22090	69080252
P30046	1.0322592e+08
Q9H7Z7	6343466.4
O95825	4153280.8
P17516	3133405.4
A6NIR2;Q9Y547	3965248.9
P32119	2.2658388e+08
Q92890	13518952
A6NJA2	36310665
A6NJG9	1.3605927e+08
O14602	32389211
A6NKH4;H0YK42;H0YK43;H0YK58;H0YKD5;H0YKL5;H0YKT3;J3KPH4;Q13596;Q13596-2;Q13596-3	1.2218738e+08
P07437	4.468886e+08
A6NL28;A6NL28-2;D6R904;D6RFM2;P06753-2;P06753-3;Q5VU59;Q5VU61;H0YL80;K7EP68;K7EQW8;Q5VU58	1.1433976e+09
P68032	1.6308308e+09
P21810	1236070.8
P51571	26203206
A6NLN1	1.7217972e+08
A6NM69	1.9523277e+08
