P11142	K03283		0.004538235
P36578	K02930		0.0016551219
P06733	K01689		0.0070011758
P39023	K02925		0.0020094721
P23528	K05765		0.0062579196
P68104	K03231		0.0084076956
Q53HE2	K01803		0.004460371
P63244	NotMapped		0.0013017842
P68400	K03097		0.000199461
Q14152	K03254		0.0003397168
Q7KZF4;B2R5U1;B3KU67;Q59FF0	NotMapped		0.0003520189
P61978	K12886		0.0023356566
P62241	K02995		0.0029999152
Q6P2Q9	K12856		0.0001090559
P23396	K02985		0.0027477738
P11940	K13126		0.0006585231
Q00610	K04646		0.0009695852
P50991	K09496		0.0011286284
P06748	K11276		0.0048046746
P62847	K02974		0.0012669311
P54136	K01887		0.0003780681
P14866	K13159		0.0016566775
O43143	K12820		0.0003401128
P15880	K02981		0.0021104156
O43242	K03033		0.0004378264
P31948	K09553		0.00125195
O00148	K13182		0.0005544954
P62750	K02893		0.0035354767
P14678	K11086		0.000470104
P62906	K02865		0.0017693713
Q08211	K13184		0.000628679
P22626	K13158		0.0042727844
Q16531	K10610		0.0003879073
B3KT15	NotMapped		0.0004203422
A8MXP9	NotMapped		0.000407218
P04843	K12666		0.0004938601
P51148	K07889		0.0005244402
P61247	K02984		0.0031705089
P62910	K02912		0.0017055206
P68371	K07375		0.0057035202
O00232	K03035		0.0002945974
P19338	K11294		0.0014773078
P62280	K02949		0.0027074284
P07900	K04079		0.0014576289
P05388	K02941		0.0013974748
Q8WWY3	K12844		6.4252493e-05
P63104	K06630		0.0051096245
P00558	K00927		0.0026738743
P52272	K12887		0.0007783358
P18124	K02937		0.0021635054
Q9Y3I0;B4DNA0	NotMapped		0.0005039402
P04406	K00134		0.0088039381
P26196	K12614		0.0001804056
P62937	K03767		0.0096260693
O00571	K11594		0.000714317
O75533	K12828		0.0001618028
Q12906	K13090		0.0006731766
P51665	K03038		0.0002140006
P50914	K02875		0.0017498305
P46777	K02932		0.0015424318
Q14204	K10413		0.0002050813
P62701	K02987		0.0023713354
P40429	K02872		0.0017417627
P53621	K05236		0.0002085216
Q9BUQ0	K13218		0.0011048568
Q15286	K07876		0.0001685415
Q92499	K13177		0.0003735949
P60842	K03257		0.0020782796
P34932	K09489		0.0009362309
P62917	K02938		0.0013860056
P25788	K02727		0.0005001888
A8K4L9	K13201		0.0001554744
Q9UQ80;A8K6Y1;Q6PIN5	NotMapped		0.0011991596
P61201	K12176		8.461064e-05
P35606;B4DZI8	NotMapped		0.0002863584
Q06830	K13279		0.0071513821
Q9UHB9	K03107		0.0001876964
P62424	K02936		0.0026124319
Q6NUS1	K12200		0.0002336367
P62829	K02894		0.0014404958
P35637	K13098		0.0008983612
P60900	K02730		0.0006300529
P48643	K09497		0.0016013231
P51149	K07897		0.0004938329
B4DLV7;Q5SX90;P50395;Q6IAT1;B3KVE3;Q5SX88;Q8TB95;Q5SX87	NotMapped		0.0012635749
P06576	K02133		0.0012615079
P12956	K10884		0.0008814425
