P07355-2	P07355-2	NotMapped	90406763
P04083	P04083	NotMapped	8383954
P06703	P06703	NotMapped	3.0470322e+08
P62263	P62263	NotMapped	97509591
B4DNM7	B4DNM7	NotMapped	9781764.2
P22626	P22626	K13158	1.2496596e+08
P26447	P26447	NotMapped	510366.75
P60903	P60903	NotMapped	5204539.7
P37802	P37802	hsa_P37802	13979143
Q6LES2	Q6LES2	NotMapped	10797122
Q9BUQ0	Q9BUQ0	K13218	85557564
P63244	P63244	NotMapped	82830320
P84090	P84090	NotMapped	58653162
O75531	O75531	NotMapped	41653062
P31943	P31943	K12898	51363320
P31949	P31949	hsa_P31949	88886786
P50238	P50238	NotMapped	36022.681
Q6PUV4	Q6PUV4	NotMapped	52911.033
P14866	P14866	K13159	50264021
Q5TEC6	Q5TEC6	NotMapped	42376098
Q14847-1	Q14847-1	NotMapped	5186467
Q13151	Q13151	K12894	37156668
P04080	P04080	NotMapped	71984803
B4DP11	B4DP11	NotMapped	78336652
Q9UQ80	Q9UQ80	NotMapped	54592608
Q14103	Q14103	K13044	54973423
Q92686	Q92686	NotMapped	0
P30086	P30086	NotMapped	77148984
P39687	P39687	NotMapped	1.1809997e+08
Q00325-2	Q00325-2	NotMapped	45642699
Q15233	Q15233	K13214	27449808
P20962	P20962	NotMapped	9292549.8
P62861	P62861	NotMapped	40836323
Q99623	Q99623	NotMapped	60258512
P35232	P35232	NotMapped	71189258
O75347	O75347	NotMapped	54718522
P49773	P49773	hsa_P49773	67971744
Q96AG4	Q96AG4	NotMapped	27750032
P80723-1	P80723-1	NotMapped	281278.48
B4DLV7	B4DLV7	NotMapped	57341261
P23246	P23246	K13219	31010972
P08758	P08758	hsa_P08758	1.0887243e+08
P38117-1	P38117-1	NotMapped	24500121
Q8WVI0	Q8WVI0	NotMapped	3604448.5
B2R7D7	B2R7D7	NotMapped	325541.57
P49755	P49755	NotMapped	14034128
Q96IH1	Q96IH1	NotMapped	19270657
Q59HD4	Q59HD4	K13162	28086011
Q96IX5	Q96IX5	NotMapped	22306211
Q12906	Q12906	K13090	35421495
P35637	P35637	K13098	27799014
Q8NC51	Q8NC51	K13199	24647609
Q99729	Q99729	K13044	28394519
P02795	P02795	NotMapped	39341438
Q12905	Q12905	K13089	43897080
A8MXP9	A8MXP9	NotMapped	25744057
O43169	O43169	NotMapped	10252721
P52597	P52597	K12898	33310281
P53999	P53999	NotMapped	35000664
P61970	P61970	NotMapped	62150013
P13797	P13797	NotMapped	2785586.6
P22087	P22087	NotMapped	28077698
Q5HYL3	Q5HYL3	NotMapped	8463065.3
Q13283	Q13283	NotMapped	18691994
Q9Y266	Q9Y266	NotMapped	49528729
O00264	O00264	NotMapped	19358652
