KO number	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
K00624	NaN	NaN	NaN	NaN
K05940	NaN	NaN	NaN	NaN
K01578	NaN	NaN	NaN	NaN
K00649	21851.596	15974.696	4.8016994e+08	1.0112059e+08
K00803	7953.7724	5393.8366	5.0563915e+08	4.1875581e+08
K13356	NaN	NaN	NaN	NaN
K00869	NaN	NaN	NaN	NaN
K13273	8681.7984	8813.5872	3.2689127e+08	2.3221889e+08
K00273	NaN	NaN	NaN	NaN
K00272	NaN	NaN	NaN	NaN
K00031	19426.426	28154.835	2.9511286e+09	5.9399579e+09
K00308	NaN	NaN	NaN	NaN
K00306	NaN	NaN	NaN	NaN
K01640	4356.2675	3948.6525	3.2828702e+08	3.0643304e+08
K11517	NaN	NaN	NaN	NaN
K03781	11771.546	10770.352	1.1764789e+09	6.5464146e+08
K11187	NaN	NaN	NaN	NaN
K04565	19410.622	24073.896	1.8607004e+08	1.6588561e+08
K04564	3626.5254	1555.3187	4.2587263e+08	2.7950601e+08
K13279	95463.882	85273.888	6.1561963e+09	1.0225568e+10
K08726	NaN	NaN	NaN	NaN
K13299	NaN	NaN	NaN	NaN
K00106	NaN	NaN	NaN	NaN
K11147	NaN	NaN	NaN	NaN
K08329	NaN	NaN	NaN	NaN
K08331	NaN	NaN	NaN	NaN
K08333	13120.276	8558.1839	1.8262916e+08	3.1456584e+08
K08334	10656.315	7367.76	38566411	42028778
hsa_P07355	NaN	NaN	NaN	NaN
K05720	NaN	NaN	NaN	NaN
K05726	NaN	NaN	NaN	NaN
K13708	NaN	NaN	NaN	NaN
K05728	49729.5	57126.6	1.7159625e+09	1.6262203e+09
K05729	9766.1152	2633.2862	25820857	31042514
K05730	11590.105	18834.205	2.8236092e+08	3.3005258e+08
K12330	NaN	NaN	NaN	NaN
K07532	NaN	NaN	NaN	NaN
K05732	NaN	NaN	NaN	NaN
K13710	7605.6145	13499.715	1.3711898e+08	5.27405e+08
K06269	51320.105	54239.181	9.2459112e+08	8.6625507e+08
K06270	13614.025	11599.139	2.4398067e+08	4.6585919e+08
K10351	NaN	NaN	NaN	NaN
K12754	NaN	NaN	NaN	NaN
K12755	NaN	NaN	NaN	NaN
K12756	NaN	NaN	NaN	NaN
K12757	NaN	NaN	NaN	NaN
K12758	NaN	NaN	NaN	NaN
K05740	59588.239	42271.231	1.9986605e+09	2.2914804e+09
K05741	5883.3579	2441.8765	55054191	57035470
K05742	NaN	NaN	NaN	NaN
K05743	NaN	NaN	NaN	NaN
K05744	NaN	NaN	NaN	NaN
K05627	NaN	NaN	NaN	NaN
K05746	NaN	NaN	NaN	NaN
K05747	NaN	NaN	NaN	NaN
K05748	NaN	NaN	NaN	NaN
K05749	37864.314	40984.713	7.7634216e+08	1.3839752e+09
K05750	33024.932	37440.743	8.4949097e+08	1.4447137e+09
K05751	NaN	NaN	NaN	NaN
K05752	15079.125	14464.05	23423062	85819838
K05753	NaN	NaN	NaN	NaN
K05754	15263.382	10138.895	9.0326764e+08	1.2745405e+09
K05755	11384.111	13122.295	5.8219191e+08	5.4678529e+08
K05756	3675.8602	14041.299	3.3783581e+09	3.3243739e+09
K05757	32812.766	43532.217	1.2900717e+09	1.0521066e+09
K05758	50329.5	42355.8	4.3082394e+09	4.0087674e+09
K05759	204526.84	227264.21	1.7566761e+10	1.5392826e+10
K08007	60877.196	52478.644	5.6436722e+09	6.7303331e+09
K05762	8693.3116	5306.436	8.8017513e+08	8.2833309e+08
K05763	NaN	NaN	NaN	NaN
K05765	58445.592	55097.34	6.7707455e+08	5.4259275e+08
K05700	20450.556	10913.367	9.069445e+08	1.1541642e+09
K05767	129833.13	87050.481	6.8185283e+09	6.0389942e+09
K05768	28857.364	1674.6061	2.5643828e+09	74432005
hsa_B3KPP5	NaN	NaN	NaN	NaN
hsa_P63267	NaN	NaN	NaN	NaN
hsa_B7Z9W3	NaN	NaN	NaN	NaN
hsa_I3L3I0	NaN	NaN	NaN	NaN
hsa_I3L4N8	NaN	NaN	NaN	NaN
hsa_A1E282	NaN	NaN	NaN	NaN
hsa_B8ZZJ2	NaN	NaN	NaN	NaN
hsa_B4DVQ0	NaN	NaN	NaN	NaN
hsa_G8FSY7	NaN	NaN	NaN	NaN
hsa_I3L1U9	NaN	NaN	NaN	NaN
hsa_Q9C0K3	NaN	NaN	NaN	NaN
hsa_P63313	NaN	NaN	NaN	NaN
hsa_Q562T3	NaN	NaN	NaN	NaN
hsa_Q96FU6	NaN	NaN	NaN	NaN
hsa_Q562T0	NaN	NaN	NaN	NaN
hsa_Q562T7	NaN	NaN	NaN	NaN
hsa_Q562T6	NaN	NaN	NaN	NaN
hsa_Q562T5	NaN	NaN	NaN	NaN
hsa_Q562T4	NaN	NaN	NaN	NaN
hsa_Q562T9	NaN	NaN	NaN	NaN
hsa_Q562T8	NaN	NaN	NaN	NaN
hsa_K7EM38	NaN	NaN	NaN	NaN
hsa_B4DTI0	NaN	NaN	NaN	NaN
hsa_Q6PJ43	NaN	NaN	NaN	NaN
hsa_B4DMT4	NaN	NaN	NaN	NaN
hsa_P0CG38	NaN	NaN	NaN	NaN
hsa_Q8TDY3	NaN	NaN	NaN	NaN
hsa_B3KUP6	NaN	NaN	NaN	NaN
hsa_P0CG39	NaN	NaN	NaN	NaN
hsa_P62736	NaN	NaN	NaN	NaN
hsa_Q13707	NaN	NaN	NaN	NaN
hsa_Q9NZ32	NaN	NaN	NaN	NaN
hsa_Q53H79	NaN	NaN	NaN	NaN
hsa_Q562X2	NaN	NaN	NaN	NaN
hsa_B7ZAP6	NaN	NaN	NaN	NaN
hsa_Q8TC94	NaN	NaN	NaN	NaN
hsa_Q05DQ7	NaN	NaN	NaN	NaN
hsa_Q6YL44	NaN	NaN	NaN	NaN
hsa_B3KWQ3	NaN	NaN	NaN	NaN
hsa_F6QUT6	NaN	NaN	NaN	NaN
hsa_Q96LK1	NaN	NaN	NaN	NaN
hsa_Q562P9	NaN	NaN	NaN	NaN
hsa_Q562P8	NaN	NaN	NaN	NaN
hsa_Q562P0	NaN	NaN	NaN	NaN
hsa_B3KW67	NaN	NaN	NaN	NaN
hsa_Q53HF6	NaN	NaN	NaN	NaN
hsa_C9JTX5	NaN	NaN	NaN	NaN
hsa_Q562Y3	NaN	NaN	NaN	NaN
hsa_Q562Y4	NaN	NaN	NaN	NaN
hsa_D2JYH4	NaN	NaN	NaN	NaN
hsa_Q562W9	NaN	NaN	NaN	NaN
hsa_Q562W2	NaN	NaN	NaN	NaN
hsa_Q562W3	NaN	NaN	NaN	NaN
hsa_Q562W6	NaN	NaN	NaN	NaN
hsa_Q562W7	NaN	NaN	NaN	NaN
hsa_Q562W4	NaN	NaN	NaN	NaN
hsa_Q562W5	NaN	NaN	NaN	NaN
hsa_P42025	NaN	NaN	NaN	NaN
hsa_Q562L6	NaN	NaN	NaN	NaN
hsa_F8VSD1	NaN	NaN	NaN	NaN
hsa_B4DXP9	NaN	NaN	NaN	NaN
hsa_Q562S6	NaN	NaN	NaN	NaN
hsa_Q562S4	NaN	NaN	NaN	NaN
hsa_Q53GH2	NaN	NaN	NaN	NaN
hsa_Q562S2	NaN	NaN	NaN	NaN
hsa_Q562N1	NaN	NaN	NaN	NaN
hsa_Q562N0	NaN	NaN	NaN	NaN
hsa_Q562N3	NaN	NaN	NaN	NaN
hsa_Q562N2	NaN	NaN	NaN	NaN
hsa_Q6S8J3	NaN	NaN	NaN	NaN
hsa_B7Z6I1	NaN	NaN	NaN	NaN
hsa_Q562N6	NaN	NaN	NaN	NaN
hsa_Q562N8	NaN	NaN	NaN	NaN
hsa_Q13841	NaN	NaN	NaN	NaN
hsa_P68133	NaN	NaN	NaN	NaN
hsa_Q53FS0	NaN	NaN	NaN	NaN
hsa_A5GZ75	NaN	NaN	NaN	NaN
hsa_Q1KLZ0	NaN	NaN	NaN	NaN
hsa_Q9GZN1	NaN	NaN	NaN	NaN
hsa_C9JUM1	NaN	NaN	NaN	NaN
hsa_Q562S7	NaN	NaN	NaN	NaN
hsa_Q562S5	NaN	NaN	NaN	NaN
hsa_A5A3E0	NaN	NaN	NaN	NaN
hsa_Q562S0	NaN	NaN	NaN	NaN
hsa_Q562S8	NaN	NaN	NaN	NaN
hsa_F6UVQ4	NaN	NaN	NaN	NaN
hsa_F5H3I4	5117.945	2836.9355	1.46419e+08	1.7340242e+08
hsa_Q59FV6	NaN	NaN	NaN	NaN
hsa_B4DXW1	NaN	NaN	NaN	NaN
hsa_B4DT29	NaN	NaN	NaN	NaN
hsa_C9JFL5	NaN	NaN	NaN	NaN
hsa_A6NL76	NaN	NaN	NaN	NaN
hsa_Q6FI97	NaN	NaN	NaN	NaN
hsa_B4DM97	NaN	NaN	NaN	NaN
hsa_E7EVS6	NaN	NaN	NaN	NaN
hsa_F5H3P5	NaN	NaN	NaN	NaN
hsa_Q53G99	NaN	NaN	NaN	NaN
hsa_Q562Y6	NaN	NaN	NaN	NaN
hsa_A8K3K1	NaN	NaN	NaN	NaN
hsa_P21333-2	NaN	NaN	NaN	NaN
hsa_Q562Y8	NaN	NaN	NaN	NaN
hsa_Q9H568	NaN	NaN	NaN	NaN
hsa_Q562M5	NaN	NaN	NaN	NaN
hsa_P60709	NaN	NaN	NaN	NaN
hsa_Q562X7	NaN	NaN	NaN	NaN
hsa_Q562X6	NaN	NaN	NaN	NaN
hsa_Q562X4	NaN	NaN	NaN	NaN
hsa_Q562X1	NaN	NaN	NaN	NaN
hsa_Q562X0	NaN	NaN	NaN	NaN
hsa_Q562X9	NaN	NaN	NaN	NaN
hsa_B2RB53	NaN	NaN	NaN	NaN
hsa_Q9Y615	NaN	NaN	NaN	NaN
hsa_Q9Y614	NaN	NaN	NaN	NaN
hsa_Q562V5	NaN	NaN	NaN	NaN
hsa_I3L3R2	NaN	NaN	NaN	NaN
hsa_B7Z6P1	NaN	NaN	NaN	NaN
hsa_Q562W8	NaN	NaN	NaN	NaN
hsa_Q5T8M7	NaN	NaN	NaN	NaN
hsa_Q5T8M8	NaN	NaN	NaN	NaN
hsa_Q53GK6	NaN	NaN	NaN	NaN
hsa_P61163	NaN	NaN	NaN	NaN
hsa_P61160	NaN	NaN	NaN	NaN
hsa_Q8IY98	NaN	NaN	NaN	NaN
hsa_J3KT65	NaN	NaN	NaN	NaN
hsa_Q562M3	NaN	NaN	NaN	NaN
hsa_Q53G76	NaN	NaN	NaN	NaN
hsa_C9JZR7	NaN	NaN	NaN	NaN
K04437	292731.12	179892.64	2.5465813e+09	1.3449478e+09
hsa_B3KUD3	NaN	NaN	NaN	NaN
K07374	5932.7954	3864.6193	1.776351e+09	1.0769174e+09
hsa_B4DHK9	NaN	NaN	NaN	NaN
hsa_Q5JWF8	NaN	NaN	NaN	NaN
hsa_G3V1Y1	NaN	NaN	NaN	NaN
hsa_O94805	NaN	NaN	NaN	NaN
hsa_Q562R5	NaN	NaN	NaN	NaN
hsa_Q562R4	NaN	NaN	NaN	NaN
hsa_Q562R7	NaN	NaN	NaN	NaN
hsa_Q562R6	NaN	NaN	NaN	NaN
hsa_Q562R1	NaN	NaN	NaN	NaN
hsa_Q562R0	NaN	NaN	NaN	NaN
hsa_Q562R3	NaN	NaN	NaN	NaN
hsa_B2RDG9	NaN	NaN	NaN	NaN
hsa_Q562R8	NaN	NaN	NaN	NaN
hsa_Q9BYX7	NaN	NaN	NaN	NaN
hsa_Q7Z7J6	NaN	NaN	NaN	NaN
hsa_Q59GD5	NaN	NaN	NaN	NaN
hsa_D3DNS0	NaN	NaN	NaN	NaN
hsa_F5H6T1	20738.34	12182.8	6.7375136e+09	6.9205504e+09
hsa_P61158	NaN	NaN	NaN	NaN
hsa_F8WB63	NaN	NaN	NaN	NaN
K07375	414019.11	302843.64	6.1445517e+09	7.7944253e+09
hsa_R4GMT0	NaN	NaN	NaN	NaN
hsa_Q9H981	NaN	NaN	NaN	NaN
hsa_B4DUI8	NaN	NaN	NaN	NaN
hsa_Q9BYD9	NaN	NaN	NaN	NaN
hsa_B4E335	NaN	NaN	NaN	NaN
hsa_B4DW52	NaN	NaN	NaN	NaN
hsa_Q562U2	NaN	NaN	NaN	NaN
hsa_B4E3A4	NaN	NaN	NaN	NaN
hsa_Q562N4	NaN	NaN	NaN	NaN
hsa_A0AUL6	NaN	NaN	NaN	NaN
hsa_L0R5C4	NaN	NaN	NaN	NaN
hsa_Q562L9	NaN	NaN	NaN	NaN
hsa_F8W057	NaN	NaN	NaN	NaN
hsa_Q562L3	NaN	NaN	NaN	NaN
hsa_Q562L2	NaN	NaN	NaN	NaN
hsa_G5E9R0	NaN	NaN	NaN	NaN
hsa_Q562L5	NaN	NaN	NaN	NaN
hsa_Q8WVW5	NaN	NaN	NaN	NaN
hsa_Q9H9F9	NaN	NaN	NaN	NaN
hsa_Q9P1U1	NaN	NaN	NaN	NaN
hsa_B4DWQ5	NaN	NaN	NaN	NaN
hsa_Q562Q8	NaN	NaN	NaN	NaN
hsa_Q562Q9	NaN	NaN	NaN	NaN
hsa_O96019	8142.1197	8276.0964	7.5971747e+08	8.3750289e+08
hsa_Q562Q0	NaN	NaN	NaN	NaN
hsa_Q562Q1	NaN	NaN	NaN	NaN
hsa_Q562Q2	NaN	NaN	NaN	NaN
hsa_Q562Q3	NaN	NaN	NaN	NaN
hsa_Q562Q4	NaN	NaN	NaN	NaN
hsa_Q562Q5	NaN	NaN	NaN	NaN
hsa_Q562Q6	NaN	NaN	NaN	NaN
hsa_Q8TDG2	NaN	NaN	NaN	NaN
hsa_Q562U0	NaN	NaN	NaN	NaN
hsa_Q562U1	NaN	NaN	NaN	NaN
hsa_Q562Z4	NaN	NaN	NaN	NaN
hsa_Q562Z7	NaN	NaN	NaN	NaN
hsa_Q562Z6	NaN	NaN	NaN	NaN
hsa_Q96DE1	NaN	NaN	NaN	NaN
K12313	NaN	NaN	NaN	NaN
K10356	140827.29	117215.6	5.9512954e+09	5.9378612e+09
K10357	30007.808	13682.978	79415924	55127765
K10358	5644.868	26994.652	2.3252757e+08	7.9114006e+08
K10360	115943.5	58116.051	7.2108435e+08	1.0185708e+09
K10362	9955.3888	13952.719	80814587	4.0425384e+08
K10352	223176.78	174805.95	1.9957735e+10	2.2322969e+10
K12749	NaN	NaN	NaN	NaN
K12750	NaN	NaN	NaN	NaN
K12751	NaN	NaN	NaN	NaN
K10363	3388.506	4566.4245	38093865	86602347
K10364	12372.675	8941.8644	1.4000675e+09	1.2442928e+09
K10365	34308.48	40100.708	4.6589667e+09	4.3010586e+09
K10366	NaN	NaN	NaN	NaN
K06114	77851.615	69507.84	1.2980135e+09	3.7363581e+09
K06115	47554.323	97849.343	2.4880473e+09	7.0937829e+09
K10370	9040.5216	6045.5296	3.3159884e+08	3.7358904e+08
K12044	NaN	NaN	NaN	NaN
K12045	NaN	NaN	NaN	NaN
K10375	NaN	NaN	NaN	NaN
K07604	123.26254	21.530445	4.2779477e+08	5.9624122e+08
K07605	13.080595	18.700109	1.0880328e+09	94237007
K07610	NaN	NaN	NaN	NaN
K07607	NaN	NaN	NaN	NaN
K07606	84101.816	38519.234	1.5862098e+10	1.4732936e+09
K04572	NaN	NaN	NaN	NaN
K04573	NaN	NaN	NaN	NaN
K04574	NaN	NaN	NaN	NaN
K12641	64351.958	21254.374	1.1242887e+10	5.242225e+09
K07611	57720.01	52886.179	8.6613341e+09	8.7030577e+09
K10380	NaN	NaN	NaN	NaN
K10381	NaN	NaN	NaN	NaN
K10382	20240.985	39990.543	1.0812973e+09	7.4146841e+08
K10388	104691.15	39831.612	2.0532984e+09	9.2422866e+08
K10392	44168.155	21671.114	1.9402736e+08	1.6784893e+08
K10394	9931.8223	6272.2156	1.5006449e+08	2.1576056e+08
K10395	18413.872	13502.395	1.6184116e+08	4.4744539e+08
K10396	43915.207	24639.703	7.4370333e+08	7.8939004e+08
K10398	28868.611	17668.253	1.7728994e+08	1.2048149e+08
K10400	12837.903	12287.131	1.8937275e+08	1.383479e+08
K10407	NaN	NaN	NaN	NaN
K10418	42.403427	71.435316	3.5299042e+08	3.8503914e+08
K10421	10018.92	4950.3581	2.1433712e+08	2.5538276e+08
K04648	13215.415	14198.708	1.4951502e+09	1.5309096e+09
K10424	10369.524	5871.4502	7.9509725e+08	9.591832e+08
K10425	1171.0616	1257.9273	95530714	1.8257251e+08
K10426	10818.464	4556.1666	1.3840822e+08	1.4418106e+08
K10427	NaN	NaN	NaN	NaN
K10428	1850.182	2204.475	95421572	23070163
K10429	16190.733	12742.735	3.5479066e+08	4.363594e+08
K10431	33685.275	16985.281	5.2494657e+09	5.3975416e+09
K10436	9607.4716	6755.4999	1.0824321e+09	9.3999139e+08
K10108	NaN	NaN	NaN	NaN
K10540	NaN	NaN	NaN	NaN
K12368	NaN	NaN	NaN	NaN
K02219	NaN	NaN	NaN	NaN
K02089	12394.7	17391.291	33382301	39416176
K02091	3711.51	1404.069	2.0924473e+08	2.737537e+08
K06622	NaN	NaN	NaN	NaN
K06624	NaN	NaN	NaN	NaN
K06630	149401.68	104574.43	1.2506782e+10	1.2536708e+10
K06644	NaN	NaN	NaN	NaN
K01768	NaN	NaN	NaN	NaN
K08836	12079.066	9073.8044	1.6249708e+08	1.8811889e+08
K02373	NaN	NaN	NaN	NaN
K03171	NaN	NaN	NaN	NaN
K04726	6527.6445	4061.9865	4.1095837e+08	4.8515912e+08
K08738	1300.95	1564.479	6.2987659e+08	7.362265e+08
K02084	13186.867	4328.663	61193545	25947590
K02310	3958.098	4834.1888	76884293	1.3926548e+08
K04727	19152.449	13377.07	2.5766683e+09	2.018755e+09
K01173	NaN	NaN	NaN	NaN
K02861	NaN	NaN	NaN	NaN
K04729	5203.976	8419.572	51620378	1.0786116e+08
K04733	4398.1658	2667.057	1.9949049e+08	1.3519115e+08
K04739	8742.622	2454.9221	1.4396898e+09	1.0743661e+09
K10134	NaN	NaN	NaN	NaN
K10139	NaN	NaN	NaN	NaN
K05699	54253.421	28466.928	5.0030761e+09	5.3998666e+09
K13709	NaN	NaN	NaN	NaN
K06271	141592.77	100462.58	8.3974561e+09	8.0656477e+09
K06272	9345.6876	7782.9428	9.9432185e+08	4.863515e+08
K06273	18650.39	13820.189	5.2241026e+08	4.2229094e+08
K06274	NaN	NaN	NaN	NaN
K06275	4165.304	7052.9811	2.6607816e+08	1.6022787e+08
K06277	60408.164	31726.547	84742150	92137379
K06082	NaN	NaN	NaN	NaN
K06083	NaN	NaN	NaN	NaN
K05702	13405.488	8793.4675	3.989136e+08	8.7211116e+08
K06086	NaN	NaN	NaN	NaN
K05701	NaN	NaN	NaN	NaN
K05690	NaN	NaN	NaN	NaN
K05691	NaN	NaN	NaN	NaN
K05696	10566.759	11400.48	4.6487854e+08	1.0104766e+09
K05705	NaN	NaN	NaN	NaN
K06091	NaN	NaN	NaN	NaN
K06092	5498.7231	2631.1709	1.3168025e+08	1.1050847e+08
K06094	NaN	NaN	NaN	NaN
K06068	13127.785	32040.71	7.7172647e+08	7.9464936e+08
K06095	NaN	NaN	NaN	NaN
K06096	18254.588	21299.983	6.8465834e+08	8.7707845e+08
K06097	NaN	NaN	NaN	NaN
K06098	32340.993	23425.984	4.8479177e+08	1.3139052e+08
K06102	NaN	NaN	NaN	NaN
K06103	NaN	NaN	NaN	NaN
K06106	30196.346	32279.634	2.4207072e+09	4.240367e+09
K06107	11616.765	11695.641	5.7297485e+08	1.1871944e+09
K06110	29840.454	16043.53	1.0033725e+08	46049700
K06111	13561.099	11700.37	1.2948497e+08	2.0849367e+08
K05631	NaN	NaN	NaN	NaN
K05629	NaN	NaN	NaN	NaN
K06112	NaN	NaN	NaN	NaN
K07372	NaN	NaN	NaN	NaN
K12318	NaN	NaN	NaN	NaN
K12319	NaN	NaN	NaN	NaN
K07376	NaN	NaN	NaN	NaN
K05641	NaN	NaN	NaN	NaN
K05643	NaN	NaN	NaN	NaN
K05649	NaN	NaN	NaN	NaN
K05650	NaN	NaN	NaN	NaN
K05655	3963.142	3504.5021	6180148.6	1.0957621e+08
K05657	1118.4464	1136.7488	43498151	73015024
K05659	NaN	NaN	NaN	NaN
K05662	12604.723	8591.5248	1.5349792e+08	2.3363222e+08
K05664	NaN	NaN	NaN	NaN
K05665	26852.362	12612.011	7617219.8	13837467
K05666	NaN	NaN	NaN	NaN
K05667	NaN	NaN	NaN	NaN
K05669	NaN	NaN	NaN	NaN
K05673	4333.3727	8470.513	73076616	90361102
K05679	NaN	NaN	NaN	NaN
K02471	NaN	NaN	NaN	NaN
K02012	NaN	NaN	NaN	NaN
K11069	NaN	NaN	NaN	NaN
K11072	NaN	NaN	NaN	NaN
K05847	NaN	NaN	NaN	NaN
K02044	NaN	NaN	NaN	NaN
K02041	NaN	NaN	NaN	NaN
K10010	NaN	NaN	NaN	NaN
K01999	NaN	NaN	NaN	NaN
K11955	NaN	NaN	NaN	NaN
K11961	NaN	NaN	NaN	NaN
K02071	NaN	NaN	NaN	NaN
K02008	NaN	NaN	NaN	NaN
K09687	NaN	NaN	NaN	NaN
K06861	NaN	NaN	NaN	NaN
K07299	20160.438	11097.552	10887534	38083529
K07593	NaN	NaN	NaN	NaN
K07191	NaN	NaN	NaN	NaN
K08179	9540.2	10427.25	30948152	16600417
K08180	19830.204	13091.238	4423610.8	24946586
K08187	NaN	NaN	NaN	NaN
K12302	NaN	NaN	NaN	NaN
K08198	NaN	NaN	NaN	NaN
K08171	NaN	NaN	NaN	NaN
K03372	NaN	NaN	NaN	NaN
K08483	NaN	NaN	NaN	NaN
K02777	NaN	NaN	NaN	NaN
K02798	NaN	NaN	NaN	NaN
K02822	NaN	NaN	NaN	NaN
K01493	8484.281	9079.691	1.3530902e+08	1.6632372e+08
K00844	42834.189	31170.406	2.1092873e+09	2.4554357e+09
K01084	NaN	NaN	NaN	NaN
K01596	15569.856	25080	5.2827199e+08	1.1781522e+09
K00101	NaN	NaN	NaN	NaN
K01512	978.66882	1366.6131	38448280	48887495
K01759	16604.031	12505.818	6.4594558e+08	6.3944138e+08
K01069	NaN	NaN	NaN	NaN
K03778	NaN	NaN	NaN	NaN
K00656	NaN	NaN	NaN	NaN
K12407	NaN	NaN	NaN	NaN
K00845	NaN	NaN	NaN	NaN
K01810	72397.853	43486.394	1.5232968e+10	1.8352343e+10
K00850	95623.042	84453.706	8.2627871e+09	9.9946323e+09
K03841	NaN	NaN	NaN	NaN
K04041	NaN	NaN	NaN	NaN
K01623	100792.69	121192.71	9.7231812e+09	1.5313831e+10
K01624	NaN	NaN	NaN	NaN
K01803	46652.892	17227.324	2.4043791e+09	3.9348732e+09
K00134	549162.15	960059.75	5.7000964e+10	6.4786779e+10
K00927	134781.91	122195.18	1.6358877e+10	2.1248454e+10
K01834	27308.81	969.50276	7.7951932e+08	3.2221841e+09
K00873	25481.522	24849.738	2.0934443e+10	3.4360602e+10
K12406	NaN	NaN	NaN	NaN
K00161	8241.14	10316.212	5.0190374e+08	3.344084e+08
K00162	8378.9523	6233.1375	2.1513038e+09	1.8577354e+09
K00627	15184.961	10332.266	1.5432531e+09	1.6919542e+09
K00382	16047.345	14889.828	2.1785608e+09	3.1263236e+09
K13997	9412.1868	8226.7206	1.0120977e+08	1.4153467e+08
K00016	208170.64	168851.45	2.294975e+10	2.7405972e+10
K01568	NaN	NaN	NaN	NaN
K13951	NaN	NaN	NaN	NaN
K13980	NaN	NaN	NaN	NaN
K00121	7164.7554	6384.554	4.4277976e+08	6.6370085e+08
K04072	NaN	NaN	NaN	NaN
K13953	NaN	NaN	NaN	NaN
K00001	NaN	NaN	NaN	NaN
K00002	NaN	NaN	NaN	NaN
K00128	3156.3779	14379.04	1.8367656e+09	7.610299e+08
K14085	1353.3535	1201.1453	3.3108865e+08	2.0601964e+08
K00149	14129.952	12886.804	1.1747286e+09	1.7885915e+09
K00129	NaN	NaN	NaN	NaN
K01895	1702.9531	6565.9977	84991175	2.128912e+08
K01785	NaN	NaN	NaN	NaN
K01835	30217.781	19440.186	2.2836887e+09	3.0471583e+09
K08074	10303.058	18238.359	1.1791395e+08	1.824139e+08
K01792	NaN	NaN	NaN	NaN
K01837	5891.8097	3397.5879	42205405	22721875
K01610	NaN	NaN	NaN	NaN
K01648	62030.199	39349.81	5.9106284e+09	7.7375696e+09
K02437	NaN	NaN	NaN	NaN
K00029	5135.4332	2877.0399	6.9822404e+08	2.644819e+08
K00027	28227.29	17915.777	1.2220487e+09	2.1568082e+09
K01647	12675.293	6032.1836	4.2677289e+09	3.4499926e+09
K01681	28643.004	17021.993	3.0251416e+09	4.2989185e+09
K01682	NaN	NaN	NaN	NaN
K00030	27812.019	27751.696	2.384635e+09	4.4720918e+09
K00164	28067.416	22398.587	1.0202536e+09	1.1124534e+09
K00658	3645.5266	2266.9524	2.9750995e+09	4.1025757e+09
K00174	NaN	NaN	NaN	NaN
K00175	NaN	NaN	NaN	NaN
K01902	NaN	NaN	NaN	NaN
K01903	NaN	NaN	NaN	NaN
K01899	11415.197	10289.867	1.0961721e+09	8.0412358e+08
K01900	7897.3327	5200.7822	2.1254471e+09	2.1312943e+09
K00234	NaN	NaN	NaN	NaN
K00235	9835.42	8255.072	3.2263496e+08	4.6654804e+08
K00236	NaN	NaN	NaN	NaN
K01679	31555.689	25623.063	2.9841104e+09	4.2384918e+09
K00025	19527.904	21951.248	1.5758171e+09	1.699003e+09
K00026	35965.904	28054.203	6.4862933e+09	6.4669121e+09
K01958	NaN	NaN	NaN	NaN
K01637	NaN	NaN	NaN	NaN
K01965	2308.4734	2108.2953	40700792	5.2108894e+08
K01966	9178.596	9923.985	60636019	1.1126835e+08
K05606	1396.9085	2300.6544	4667595	13230405
K01847	10381.125	7163.8575	3.3277304e+08	4.1564955e+08
K00049	NaN	NaN	NaN	NaN
K01091	3609.6129	2733.1641	67216790	1.8374777e+08
K00015	6360.1715	7412.2935	1.7874971e+09	1.8219446e+09
K01569	NaN	NaN	NaN	NaN
K00123	NaN	NaN	NaN	NaN
K01432	NaN	NaN	NaN	NaN
K01455	NaN	NaN	NaN	NaN
hsa_P29401-2	NaN	NaN	NaN	NaN
K01053	NaN	NaN	NaN	NaN
K00036	10030.964	5498.964	1.2593042e+09	1.1770985e+09
K01057	6145.0956	10478.025	4.3823872e+08	9.2161253e+08
K13937	5728.7779	2781.5673	2.0381935e+08	3.0584292e+08
K00033	146.66826	4121.5501	3.6284577e+09	2.8168268e+09
K01783	NaN	NaN	NaN	NaN
K00615	82533.577	80341.186	4.8012597e+09	4.3284156e+09
K00616	26978.771	26009.525	3.663959e+09	4.2838978e+09
K01807	6265.9658	6877.8894	2.7174723e+08	2.8492161e+08
K01619	10189.292	4985.3178	2.0669422e+08	2.1251559e+08
K00852	NaN	NaN	NaN	NaN
K00948	19823.198	15188.698	4.5097393e+08	6.3581832e+08
K00115	NaN	NaN	NaN	NaN
K00851	NaN	NaN	NaN	NaN
K15759	NaN	NaN	NaN	NaN
K00911	NaN	NaN	NaN	NaN
K00746	NaN	NaN	NaN	NaN
K03374	NaN	NaN	NaN	NaN
K03376	NaN	NaN	NaN	NaN
K14634	NaN	NaN	NaN	NaN
K01839	NaN	NaN	NaN	NaN
K01858	NaN	NaN	NaN	NaN
K03103	3276.3315	4555.8753	6826169.9	13578399
K00469	NaN	NaN	NaN	NaN
K00140	2776.3237	1724.8721	4.3447331e+08	6.3341871e+08
K01051	NaN	NaN	NaN	NaN
K01728	NaN	NaN	NaN	NaN
K01184	NaN	NaN	NaN	NaN
K01213	NaN	NaN	NaN	NaN
K00699	NaN	NaN	NaN	NaN
K00012	6087.5126	5850.4914	3.1324171e+08	7.5006534e+08
K00963	8896.536	8959.8168	1.1272177e+09	1.7696281e+09
K13247	NaN	NaN	NaN	NaN
K08093	NaN	NaN	NaN	NaN
