KO number	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
K09489	53.6997	39.9259	3124915.7	3145215.9
K09490	114.651	84.2497	17157120	11244129
K09491	18.1528	14.52	113743.72	135411.07
K04043	56.8215	50.6344	11559373	12919422
K09493	48.4738	46.1058	6981341.8	8110643.8
K09494	56.1297	46.6476	13580775	18583757
K09495	109.974	104.392	10704223	13370281
K09496	133.339	112.447	10086003	13467321
K09497	42.9633	45.3187	9377810.6	10769451
K09498	68.8169	90.5917	7627156.8	7999804.7
K09500	93.1489	94.0912	16006276	21191403
K04077	113.92	96.5203	16305680	30974392
K09502	20.8514	17.3664	1900727.5	1891797.9
K09503	53.8171	41.9915	1877076.2	1857029.9
K09504	17.1315	13.8067	217667.73	210860.39
K09507	NaN	NaN	NaN	NaN
K09508	NaN	NaN	NaN	NaN
K09517	12.4677	12.9332	1110877.5	888940.96
K09518	NaN	NaN	NaN	NaN
K09521	NaN	NaN	NaN	NaN
K09522	11.7526	9.71529	256305.97	129108.16
K09523	21.6241	7.53501	564691.41	312102.28
K09525	NaN	NaN	NaN	NaN
K09526	NaN	NaN	NaN	NaN
K09528	2.17111	2.49375	1815933.4	2201075.4
K09530	13.0355	12.6921	718585.71	108043.86
K09531	11.359	7.97432	769111.71	883677.02
K09533	13.2149	8.85247	508812.63	309108.36
K09537	7.42168	7.31782	69023.974	216818.91
K09539	2.85133	4.53915	1057649.7	732178.06
K09540	13.9941	9.93041	325821.93	530387.36
K09541	NaN	NaN	NaN	NaN
K09542	NaN	NaN	NaN	NaN
K04455	30.9243	43.6877	1926540.4	3804268.7
K13993	NaN	NaN	NaN	NaN
K03687	27.4844	16.1075	1817296.7	1045395.7
K04078	33.3514	38.1569	6365221.3	14382039
K09548	10.2334	10.0466	1301995.9	1910228.7
K09549	77.8749	91.001	1908209.3	2671915.8
K09550	18.7098	21.6752	849622.11	1047772.1
K04797	56.3047	100.311	1081544.8	2210342.7
K04798	39.3881	51.4775	815146.76	926182.69
K08054	139.96	146.634	4322681.2	5322219.4
K08057	335.975	255.973	5651906.5	4425318.5
K08669	17.5895	21.3887	347295.66	520007.47
K08956	20.2583	22.3591	717184.18	1293779.5
K02108	NaN	NaN	NaN	NaN
K09553	42.6347	35.6431	3807941.1	5361700.3
K09554	86.995	70.217	5481731.6	5235041.6
K09555	NaN	NaN	NaN	NaN
K09556	15.5359	16.5475	1174698.4	902578.48
K09558	NaN	NaN	NaN	NaN
K09561	19.8057	17.1682	189230.76	216627.36
K09562	5.98399	9.0119	227731.43	127156.76
K01349	NaN	NaN	NaN	NaN
K01279	30.8978	27.8624	824638.64	554313.27
K01280	28.0895	27.5577	1447179.6	1499383.3
K01363	NaN	NaN	NaN	NaN
K01275	39.3348	47.596	418529.1	740910.62
K01371	NaN	NaN	NaN	NaN
K01365	NaN	NaN	NaN	NaN
K01368	37.1768	53.7887	189818.62	321410.81
K08779	NaN	NaN	NaN	NaN
K13289	7.15997	8.28234	132494.3	84104.358
K12373	31.7342	37.37987	846079.29	616387.74
K02582	NaN	NaN	NaN	NaN
K01229	NaN	NaN	NaN	NaN
K03900	NaN	NaN	NaN	NaN
K03767	188.302	170.944	76677232	95624120
K03768	163.267	206.765	17682255	13307893
K09565	51.71	45.7876	727015.63	1309109
K09566	16.7546	16.661	239540.78	206722.54
K10598	NaN	NaN	NaN	NaN
K12734	8.51783	8.46594	496548.96	124938.94
K12736	17.3934	15.7249	319679.08	168193.43
K12737	12.0758	14.6711	129618.58	68499.04
K09568	86.6602	7.82428	23336487	18081731
K09569	9.22121	9.24931	1330742.3	1228218.5
K09570	28.1238	32.9577	3908373.2	4140656.9
K09571	26.70263	34.8641	4533976.3	8681225.4
K09574	88.5528	100.512	1098897.2	1488040.5
K09576	5.22951	7.59325	842035.96	569580.58
K09578	27.7139	17.1485	2057764.7	1149649.3
K03671	102.077	112.769	11679539	11231864
K03676	62.3572	71.4167	2684706.7	1496060.6
K07390	27.9933	34.946	270022.95	670914.93
K09580	155.6	122.583	17614638	15364050
K08056	14.4458	11.7296	3875990.9	3855528.6
K09582	54.0853	56.5347	6106868.5	5638542.6
K09583	5.50905	3.47373	216343.65	272581.3
K09584	106.264	76.6097	3005159.5	4519500.9
K13996	NaN	NaN	NaN	NaN
K13984	NaN	NaN	NaN	NaN
K09585	18.4408	17.7768	1008322	653184.87
K09586	75.3583	133.198	5852674.4	6476059.1
K12257	NaN	NaN	NaN	NaN
K03217	70.1772	76.1954	483498.98	321802.2
K03070	NaN	NaN	NaN	NaN
K03106	29.4503	26.0801	1543219.7	1566553.7
K03110	NaN	NaN	NaN	NaN
K10956	86.6012	64.8859	200451.55	101148.74
K09481	40.8367	24.224	4062360.1	1491104.5
K07342	NaN	NaN	NaN	NaN
K12275	37.1957	65.0952	292159.99	415292.48
K03109	NaN	NaN	NaN	NaN
K03104	165.951	164.225	8399873.9	9010283.8
K03108	27.6644	28.2319	3110919	732194.81
K03107	55.4486	33.9681	1338875.8	1281943.9
K03105	10.715	8.8303	2524773.4	4298254.9
K13431	52.691	26.0087	1279810.2	1076804.4
K12272	9.61121	8.62272	709341.95	1045381.6
K03116	NaN	NaN	NaN	NaN
K03100	NaN	NaN	NaN	NaN
K12946	NaN	NaN	NaN	NaN
K12947	NaN	NaN	NaN	NaN
K12948	40.8546	42.3902	3071192.9	2120718.8
K13280	157.3001	170.6584	2790771	2330520.7
K09647	NaN	NaN	NaN	NaN
K09648	NaN	NaN	NaN	NaN
K12666	90.968	57.1465	2667795.7	2557012.5
K12667	68.8607	59.9153	1061431.1	1170720.9
K12668	193.061	156.034	684850.51	604215.29
K12669	NaN	NaN	NaN	NaN
K12670	76.6216	57.5702	2162347	1753718.3
K07151	77.475	63.3363	130418.28	217433.59
K01228	28.4545	23.5697	801212.71	903108.34
K13999	7.39136	22.0121	550759.46	1232191.6
K14000	12.8471	12.3171	619973.37	517110.08
K14001	NaN	NaN	NaN	NaN
K14002	NaN	NaN	NaN	NaN
K05546	58.1244	43.9429	3628618.3	3207487.5
K08288	82.4163	71.3721	4874280.9	4296832.4
K01230	8.0282	5.57835	73148.858	81072.921
K10082	48.8113	56.5763	1814934.8	2010999.4
K10080	53.1502	41.488	1431202.1	3991633.6
K10081	NaN	NaN	NaN	NaN
K14003	16.8293	10.8109	494955.58	255725.24
K07953	34.83111	26.7126	1538758.6	1885534.3
K14005	37.2979	22.8152	1563327.2	1444996.6
K14006	46.092	27.92914	3772217.2	2477175.7
K14007	104.6657	73.5311	2216712.2	2355479.4
K11718	9.76201	4.94808	990320.91	1036219.6
K10084	NaN	NaN	NaN	NaN
K10085	NaN	NaN	NaN	NaN
K10086	NaN	NaN	NaN	NaN
K10950	43.0924	21.5345	2575406.6	2847096.1
K10976	NaN	NaN	NaN	NaN
K10088	NaN	NaN	NaN	NaN
K14008	NaN	NaN	NaN	NaN
K13249	67.3425	53.4688	1050993.4	645410.94
K13250	NaN	NaN	NaN	NaN
K13251	66.257	65.8605	270395.92	236140.37
K04571	29.6708	52.9411	660800.75	2140997.1
K14009	24.2291	24.2992	3436222	5523006.6
K14010	43.1532	28.583	43553.013	24074.276
K11519	29.8822	22.612	135157.32	82548.056
K13989	NaN	NaN	NaN	NaN
K14011	40.9657	32.8757	188222.53	133380.52
K14012	7.8424	5.93386	2005856.2	981390.59
K13525	77.0217	59.8558	10232393	8648179.1
K14015	18.1411	11.1471	428075.57	412461.53
K14016	13.1885	10.2363	2228930.8	1430666.2
K13719	NaN	NaN	NaN	NaN
K14018	19.1093	13.4814	373760.59	485429.53
K10839	110.3583	118.8047	5149575.9	6128687.1
K04523	13.595304	10.322785	583443.39	1263970.3
K01456	27.3254	18.1336	476521.26	98759.681
K11863	NaN	NaN	NaN	NaN
K10597	10.9943	8.36547	89729.497	22647.892
K08860	21.15782	33.5325	1825784.2	2374386.7
K14020	NaN	NaN	NaN	NaN
K08852	NaN	NaN	NaN	NaN
K03173	NaN	NaN	NaN	NaN
K04426	NaN	NaN	NaN	NaN
K04431	NaN	NaN	NaN	NaN
K04440	NaN	NaN	NaN	NaN
K02159	53.0585	51.2285	7737721.2	6730286.4
K01367	27.0234	20.3531	4209598.1	3026974
K03853	3.78185	7.61354	114718.74	86018.723
K04741	NaN	NaN	NaN	NaN
K10661	NaN	NaN	NaN	NaN
K10578	71.918	90.8406	246936.65	316484.51
K04554	NaN	NaN	NaN	NaN
K10575	29.6164	31.1948	236147.87	415244.55
K04555	11.8149	11.5093	490260.75	715843.06
K14022	NaN	NaN	NaN	NaN
K10601	23.4263	15.2022	107750.02	51233.829
K10666	NaN	NaN	NaN	NaN
K14026	30.3892	17.4391	169496.24	118955.14
K14027	NaN	NaN	NaN	NaN
K10636	NaN	NaN	NaN	NaN
K06689	69.8903	73.8871	897363.43	498737.32
K03868	NaN	NaN	NaN	NaN
K03347	16.2514	19.8067	270861.2	509549.27
K03094	52.8611	38.126	675908.9	589772.61
K10099	NaN	NaN	NaN	NaN
K10100	7.2853	12.8599	155967.89	169993.65
K08504	17.2379	16.8565	316392.48	231550.85
K04560	NaN	NaN	NaN	NaN
K08486	NaN	NaN	NaN	NaN
K13502	13.0141	19.6145	423312.74	541708.4
K08488	16.2239	35.0671	849086.26	2098759.8
K08490	23.6142	17.2841	130716.03	132823.83
K08491	13.127	6.92737	176541.04	265423.49
K08492	1.43581	1.93448	84352.485	130875.4
K08493	27.11317	16.94551	541212.44	271181.83
K08495	7.60065	9.09079	573009.01	762838.93
K08496	11.3671	4.71169	440558.08	174672.34
K08497	12.6601	8.56845	413736.87	293410.11
K08498	14.9467	9.81343	241075.38	277808.89
K08501	22.7253	24.6143	1422852.1	2336768.4
K08502	NaN	NaN	NaN	NaN
K08505	NaN	NaN	NaN	NaN
K08507	14.8767	16.7001	200881.17	201514.47
K08508	56.794	62.8776	1398965.9	1944042.2
K08509	10.5931	9.72975	537877.68	379899.25
K08510	NaN	NaN	NaN	NaN
K13505	NaN	NaN	NaN	NaN
K08512	140.983	82.5326	7365254	5387032.4
K08513	NaN	NaN	NaN	NaN
K08515	NaN	NaN	NaN	NaN
K08516	31.506	19.6771	621574.4	893972.54
K08517	NaN	NaN	NaN	NaN
K13813	11.5786	13.5536	398071.84	593574.41
K03178	93.0969	97.5231	2345146.1	3205034.4
K10684	48.2802	51.4805	1442564.9	2139217.5
K10685	17.3893	15.8235	1103734.8	1797636.4
K10686	26.1484	21.485	847029.46	623153.52
K10698	11.3636	24.4527	242859.99	522196
K10699	9.00591	7.20618	591747.6	1275862.2
K06688	NaN	NaN	NaN	NaN
K10576	25.4393	24.2586	257057.36	597376.16
K04552	14.4001	25.6805	1483069.6	1848412.6
K10579	NaN	NaN	NaN	NaN
K10580	27.6956	50.3302	1017913	2059417.7
K10581	9.37126	5.80065	362405.08	543450.17
K10582	24.0962	22.5523	522163.93	260145.14
K02207	85.2188	79.5036	446832.85	376395.6
K10583	NaN	NaN	NaN	NaN
K10688	NaN	NaN	NaN	NaN
K10585	21.1771	11.6552	655314.56	663653.79
K04649	21.6849	27.1655	3111191.6	6419210.8
K10586	12.6777	10.5417	44025.147	42938.322
K10587	24.0234	22.3751	253238.03	280692.74
K10588	NaN	NaN	NaN	NaN
K10589	20.1881	14.9096	243722.39	299617.64
K05632	NaN	NaN	NaN	NaN
K05630	NaN	NaN	NaN	NaN
K10590	39.9957	27.5376	173550.91	164277.17
K10591	NaN	NaN	NaN	NaN
K13305	NaN	NaN	NaN	NaN
K10592	38.357	21.8295	436804.99	454253.66
K10593	18.6424	23.5322	74964.644	74877.113
K10594	NaN	NaN	NaN	NaN
K10595	9.67838	5.05497	184699.45	40207.289
K10615	8.47162	10.5287	74597.327	154220.98
K10596	16.142	5.69701	179233.95	170500.41
K04707	NaN	NaN	NaN	NaN
K04506	NaN	NaN	NaN	NaN
K10054	14.2238	14.4097	55618.401	183507.71
K10144	NaN	NaN	NaN	NaN
K04706	NaN	NaN	NaN	NaN
K10604	NaN	NaN	NaN	NaN
K10607	NaN	NaN	NaN	NaN
K03875	NaN	NaN	NaN	NaN
K03870	13.2458	10.5477	595185.16	795415.61
K03872	4.14291	22.7393	2210728.6	1245074.9
K03873	NaN	NaN	NaN	NaN
K03869	14.714	12.1307	693928.33	1085676.4
K10456	21.5566	14.9341	78634.238	30021.318
K10609	45.924	39.9133	201619.88	274343.74
K10610	29.7995	14.4207	3221672.9	3988734.5
K10140	84.2476	47.7688	375498.32	277569.97
K10570	NaN	NaN	NaN	NaN
K10612	10.4187	7.17347	144756.48	131437.35
K10613	NaN	NaN	NaN	NaN
K10264	NaN	NaN	NaN	NaN
K03349	NaN	NaN	NaN	NaN
K03363	NaN	NaN	NaN	NaN
K03364	12.3833	8.75041	301021.7	235459.71
K03348	10.0913	4.17521	49280.624	41542.64
K03350	27.9776	20.4727	131045.29	207091.85
K03351	5.84745	5.5549	47389.403	74280.863
K03352	19.8819	19.1149	164601.46	108527.18
K03353	NaN	NaN	NaN	NaN
K03354	10.3442	12.7537	186088.85	189736.61
K03355	11.7972	7.38349	205391.2	297755.24
K03357	NaN	NaN	NaN	NaN
K03359	NaN	NaN	NaN	NaN
K12456	NaN	NaN	NaN	NaN
K12159	NaN	NaN	NaN	NaN
K08341	173.1914	188.2053	1540542.1	2091652
K12161	NaN	NaN	NaN	NaN
K12162	25.3297	32.2632	613184.75	605834.79
K04532	22.1594	22.4488	1471095.3	1260417.3
K11996	NaN	NaN	NaN	NaN
K12164	10.7208	9.28462	1178721.6	1116876.2
K08337	4.94269	3.37618	141705.49	79339.377
K08343	8.21644	10.6208	580578.34	324321.15
K12165	53.9262	69.0557	704634.39	948652
K12231	16.8513	11.0072	57002.504	22286.171
K12233	8.74401	4.87079	71690.933	121530.9
K10696	35.5113	28.29867	430528.2	648359.43
K10657	3.74367	3.54565	152751.31	180658.39
K10660	18.3713	14.5657	38631.092	39130.724
K11968	13.1697	4.99929	104193.5	130494.32
K11969	16.4667	6.24434	131796.6	65616.3
K11974	13.8296	17.3831	50763.891	39908.042
K11998	13.3734	13.188	19403997	11098824
K10651	24.806	34.1314	483512.74	439171.42
K10652	35.1689	17.6128	877769.11	1045195.3
K08882	116.997	95.7863	2972836.1	3688233.7
K08883	8.33371	8.05546	80207.321	91608.455
K12014	19.4924	28.1812	28962.689	86526.027
K10625	9.19019	5.47783	158320.16	858800.25
K10626	7.22158	6.60934	87683.088	60924.371
K10691	12.0354	11.1309	419489.26	466649.08
K10632	NaN	NaN	NaN	NaN
K10643	NaN	NaN	NaN	NaN
K10641	5.4488	6.97534	13681.083	66336.906
K10693	11.9302	10.9825	30378.444	897436.57
K10695	21.8192	23.5292	80783.952	92784.09
K12169	3.39506	2.63205	6974.2447	22842.652
K10276	31.5415	18.2592	52145.036	55256.034
K10293	49.4365	44.0037	104086.78	733307.86
K06084	NaN	NaN	NaN	NaN
K10522	8.78597	8.44798	815806.83	958379.19
K11789	13.7338	8.11611	155592.24	249918.1
K11792	9.64444	8.3502	451315.63	170888.49
K11797	12.4234	6.22992	71300.888	92568.668
K11805	26.6887	27.8245	360091.76	168597.88
K08775	NaN	NaN	NaN	NaN
K11864	7.07637	2.40633	371796.29	353053.05
K12173	13.2638	9.34063	432838.24	564981.94
K05611	2.04958	6.55212	286005.33	1448746.2
K05609	27.2971	24.0185	2503913.5	2027044.4
K05610	16.953	17.0142	1564666.9	1534845.7
K08601	17.3322	19.216	109534.61	53331.981
K11835	53.7917	49.31374	303744.53	467561.01
K11836	25.1981	20.1665	926801.09	883889.5
K11838	48.5904	47.1795	707016.88	1020679.1
K11839	6.70066	3.45092	65498.575	46904.279
K11840	45.9501	23.18137	545421.21	441070.41
K11841	20.2628	14.6535	502534.59	764328.37
K11843	35.4455	23.1231	3000334.1	4401166.4
K11844	28.1861	23.5609	12808.742	23601.947
K11847	12.8016	10.4084	54880.603	34165.822
K11849	20.05194	18.29656	66743.953	124141.07
K11853	11.6769	7.35912	24428.689	16830.124
K11857	14.5951	9.72016	362837.1	372143.82
K11858	12.9749	16.7721	305832.25	565434.01
K09602	48.311	44.1418	2602109.7	2252917.3
K11859	134.027	99.1536	264761.95	195078.5
K11861	8.42258	6.23144	56951.166	28819.636
K03030	11.2026	11.7641	4907765.5	4671864.1
K11866	21.8594	18.2408	350880.12	762787.2
K11867	7.51734	8.35535	194919.12	6850.8838
K12175	15.5469	8.54409	1327564.9	1195861.9
K12177	28.5047	27.3968	666133.29	673676.46
K12178	19.628	16.5552	1824158.6	1392129.5
K09613	3.42631	7.15403	1350911.6	1191834.2
K12180	27.6619	27.7219	757439.4	859458.04
K12181	21.5258	21.1593	660120.27	1013926.8
K04487	6.73997	5.6053	535986.22	468503.4
K01011	23.83052	25.39156	966857.51	560313.85
K14168	NaN	NaN	NaN	NaN
K14169	NaN	NaN	NaN	NaN
K00566	NaN	NaN	NaN	NaN
K03635	NaN	NaN	NaN	NaN
K03639	NaN	NaN	NaN	NaN
K03151	NaN	NaN	NaN	NaN
K03033	49.0997	43.9337	4575214.8	4313224.4
K03035	21.0152	18.4977	3881414.9	3658649
K03036	22.0642	18.9553	3438722.9	18984028
K03037	29.7881	27.213	1650060.6	1707239.9
K03038	78.3399	47.0058	2332606.9	2363817.2
K03039	57.5962	55.7108	2810650.1	3771673.6
K03031	NaN	NaN	NaN	NaN
K10881	NaN	NaN	NaN	NaN
K03029	23.3721	20.6642	2517877.9	2539724.9
K03028	37.8466	18.7974	3654308.4	2909049.2
K03032	28.7385	13.5093	2520108.9	2857435.6
K03061	18.9233	15.0048	3402159.5	2564463
K03062	16.2673	1.46126	3480657.7	2984558
K03066	61.5138	64.9139	3926046.7	3112473.2
K03064	3.76835	6.16084	3530763	2219673.8
K03065	18.4302	18.5328	4269622.4	3717737.7
K03063	45.3635	40.7248	3836970.4	4465287.8
K06696	157.03	172.837	11699577	13462465
K06697	NaN	NaN	NaN	NaN
K06698	24.155	18.2398	2978507.7	3691192
K06699	18.6074	11.7603	150347.18	122260.58
K02730	24.1005	24.1776	5073162.1	4646977.8
K02726	55.8349	58.135	7099088	6177621.8
K02728	122.817	135.902	6175289.8	7284058.3
K02731	97.645	95.9678	4165009.8	4459266.4
K02729	105.46	82.4407	18259569	16670148
K02725	34.829	33.2041	13706023	15580383
K02727	26.2183	29.489	11942989	10175179
K02738	68.9542	55.1875	242918.51	349414.04
K02739	73.566	80.0104	1109167.1	1582471.9
K02735	68.8887	58.3885	14177442	12531484
K02734	113.294	81.3346	9367427.5	11142190
K02737	NaN	NaN	NaN	NaN
K02732	60.4906	59.241	12089014	12791016
K02736	64.5386	76.4507	11228377	10110236
K02741	132.864	120.504	7120761.9	6177093.8
K02733	76.162	134.816	2226634.1	2828667
K02740	158.995	103.323	4388936.7	5302450.8
K11598	NaN	NaN	NaN	NaN
K06700	22.1812	22.4751	325890.75	433058.36
K11599	NaN	NaN	NaN	NaN
K01380	NaN	NaN	NaN	NaN
K01379	7.82206	3.38858	910829.09	466450.12
K08565	NaN	NaN	NaN	NaN
K09595	15.4014	17.2808	113811.33	207723.71
K01373	NaN	NaN	NaN	NaN
K01366	149.355	98.4839	2906580.3	1829791
K08568	53.9853	50.0966	511832.03	703773.58
K01372	43.8839	31.7589	597820.65	801834.26
K08576	12.7321	4.99693	27681.062	26808.504
K08583	244.93	236.751	2323190.5	1993058.3
K01369	NaN	NaN	NaN	NaN
K01370	NaN	NaN	NaN	NaN
K02187	30.7494	24.2636	587725.31	1603752.3
K04396	NaN	NaN	NaN	NaN
K04397	21.4497	12.6926	176452.41	453002.81
K04398	17.3203	4.75863	271207.52	55517.595
K07369	52.3789	30.9974	199734.64	325553.05
K01072	NaN	NaN	NaN	NaN
K01307	NaN	NaN	NaN	NaN
K01951	23.3866	13.8684	1503861.5	1493761.7
K11540	16.1917	9.09613	1069049.8	1090305.4
K00764	9.33722	5.21194	944335.26	1870888.3
K00820	23.4067	27.3698	1366083.3	2275756.8
K01953	19.2131	16.5475	1463416.8	1460941.7
K08342	9.48801	10.7384	228505.14	81054.113
K05687	NaN	NaN	NaN	NaN
K12348	16.3726	23.7944	360893.08	262789.25
K11140	NaN	NaN	NaN	NaN
K11141	NaN	NaN	NaN	NaN
K01254	37.0407	24.2564	3689564.2	3075566.1
K01256	NaN	NaN	NaN	NaN
K08776	29.4713	24.3213	3364685.4	3266752.2
K01257	33.7854	19.0515	1242387.1	1176477.1
K01260	14.1271	17.6079	758904.6	1798905.2
K09604	12.1029	14.517	1492814.4	1697616.7
K01283	NaN	NaN	NaN	NaN
K09708	NaN	NaN	NaN	NaN
K01392	30.2592	24.9518	1052371.5	1971060.8
K01393	7.83122	3.23019	1003163.8	539689.34
K01410	7.89627	6.4487	176348.8	239867.2
K01403	NaN	NaN	NaN	NaN
K07763	NaN	NaN	NaN	NaN
K01395	NaN	NaN	NaN	NaN
K08606	NaN	NaN	NaN	NaN
K06704	11.3177	11.1504	88429.783	96283.574
K06059	NaN	NaN	NaN	NaN
K08626	0.0250618	1.55418	47626.22	31703.464
K01389	NaN	NaN	NaN	NaN
K08780	NaN	NaN	NaN	NaN
K01298	NaN	NaN	NaN	NaN
K01291	NaN	NaN	NaN	NaN
K01294	NaN	NaN	NaN	NaN
K01408	8.94203	7.38723	1624415.5	1951753.4
K01412	63.5347	61.1844	3109672.9	5083130
K01411	29.531	21.183	567607.96	366306.78
K11142	74.3941	62.786	12075732	9866192.5
K01255	NaN	NaN	NaN	NaN
K01267	18.3747	15.6674	1615366.1	1354938.2
K05604	NaN	NaN	NaN	NaN
K08660	55.7359	64.8491	2806800.6	7620550.4
K14677	NaN	NaN	NaN	NaN
K01409	9.43665	9.77429	704624.59	339322.54
K01265	59.9996	62.0694	795479.91	1202010.5
K14213	10.1844	13.2542	638708.86	1220650.5
K01262	13.6714	13.5173	457709.79	371965.01
K14208	NaN	NaN	NaN	NaN
K14592	NaN	NaN	NaN	NaN
K08955	63.3839	40.925	203148.19	192553.24
K06013	14.6065	14.1299	161489.02	130213.23
K01277	11.5829	10.3994	1478207.8	2845521.5
K01310	NaN	NaN	NaN	NaN
K01352	NaN	NaN	NaN	NaN
K01353	NaN	NaN	NaN	NaN
K01346	NaN	NaN	NaN	NaN
K01345	NaN	NaN	NaN	NaN
K01325	NaN	NaN	NaN	NaN
K01324	NaN	NaN	NaN	NaN
K01312	NaN	NaN	NaN	NaN
K03993	NaN	NaN	NaN	NaN
K01335	NaN	NaN	NaN	NaN
K01334	NaN	NaN	NaN	NaN
K01333	NaN	NaN	NaN	NaN
K01313	NaN	NaN	NaN	NaN
K01321	NaN	NaN	NaN	NaN
K01314	NaN	NaN	NaN	NaN
K01343	NaN	NaN	NaN	NaN
K01348	NaN	NaN	NaN	NaN
K01315	NaN	NaN	NaN	NaN
K08670	NaN	NaN	NaN	NaN
K09635	NaN	NaN	NaN	NaN
K01322	24.9438	11.6268	607813.8	442856.29
K01278	NaN	NaN	NaN	NaN
K08656	21.8699	10.0444	373375.81	406688.79
K01303	14.382	17.3047	825583.18	1839639.2
K13702	12.4011	12.3917	551264.3	853259.71
K13704	22.0011	23.1768	305681.78	238962.45
K14349	2.58003	2.17254	159556.97	47283.556
K09646	17.0249	33.1709	215274.31	382220.67
K01358	22.8352	26.8815	2722109.3	4055394.3
K01338	NaN	NaN	NaN	NaN
K08675	30.9323	39.7439	1454598.4	2595229.5
K01285	NaN	NaN	NaN	NaN
K13700	12.6329	9.74596	91154.074	144955.05
K13703	4.35719	3.25425	957778.62	409878.49
K13706	6.05285	15.4871	312095.09	2779746
K01054	NaN	NaN	NaN	NaN
K13617	8.67726	6.76089	1198411.1	1820945
K00681	NaN	NaN	NaN	NaN
K12572	NaN	NaN	NaN	NaN
K14442	NaN	NaN	NaN	NaN
K14443	NaN	NaN	NaN	NaN
K12585	26.8012	19.791	750912.78	668491.12
K12584	6.88825	6.69194	2211100.9	1745606.2
K07573	7.31078	7.44972	378326.97	426045.97
K03679	7.36624	7.88537	256356.76	436705.04
K03681	14.0847	24.2847	190089	439079.66
K12586	11.2499	17.6786	194817.34	392068.96
K12587	NaN	NaN	NaN	NaN
K12589	10.4459	13.0321	108346.1	443303.81
K11600	8.43666	7.87458	268740.02	461751.28
K12590	18.1378	25.2554	308841.7	443917.18
K03678	13.3079	20.7311	470224.11	524608.85
K12591	19.7266	17.815	259361.51	365013.43
K12592	NaN	NaN	NaN	NaN
K12593	10.735	7.09283	233642.4	101854.37
K03514	NaN	NaN	NaN	NaN
K12599	15.0872	11.0365	278491.81	379247.56
K12600	16.8937	17.4145	230905.63	455876.65
K12602	31.9273	26.0551	681718.25	1610408.8
K12603	NaN	NaN	NaN	NaN
K12604	47.4358	29.3297	305266.74	295821.02
K12605	6.8006	7.37629	96875.712	111041.67
K12580	9.36871	8.75242	313006.42	249953.32
K12581	2.7628	8.27034	54020.047	122863.73
K12606	39.1559	30.7715	550741.17	827528.47
K12607	10.5524	9.63386	50015.059	120719.21
K12608	NaN	NaN	NaN	NaN
K01148	13.6725	15.9432	141239.21	156557.85
K12571	NaN	NaN	NaN	NaN
K12610	NaN	NaN	NaN	NaN
K12611	NaN	NaN	NaN	NaN
K12614	16.5494	5.07753	4262299.3	3983756.9
K12615	13.1479	13.592	256618.68	148775.88
K12616	14.5727	13.8354	1345943.7	911924.89
K12617	33.4547	24.7481	94659.47	125821.95
K12620	3.42213	3.27607	402950.06	432677.71
K01689	145.1828	202.5688	3865718.9	3766424.3
K00962	10.6151	21.3601	1005497.4	1486848.3
K12573	NaN	NaN	NaN	NaN
K03628	NaN	NaN	NaN	NaN
K12574	NaN	NaN	NaN	NaN
K03111	11.9501	12.4013	7461479.1	6378635.3
K02541	41.2265	40.3251	2373574.2	1934455.7
K03763	NaN	NaN	NaN	NaN
K02343	NaN	NaN	NaN	NaN
K02338	NaN	NaN	NaN	NaN
K02314	NaN	NaN	NaN	NaN
K03469	NaN	NaN	NaN	NaN
K03471	NaN	NaN	NaN	NaN
K02335	NaN	NaN	NaN	NaN
K01972	NaN	NaN	NaN	NaN
K02320	9.1054	6.57371	161603.03	71025.817
K02321	8.19857	5.87286	468697.22	146558.02
K02684	13.6988	11.5167	385379.41	225820.69
K02685	NaN	NaN	NaN	NaN
K02327	12.5575	15.1663	450927.91	575260.87
K02328	24.8753	16.5624	642656	579555.04
K03504	11.5753	9.41251	265998.91	257189.3
K03505	18.7789	13.9128	3313234.1	86777.432
K02324	4.81243	6.41256	97508.676	16427.112
K02326	6.68747	5.76899	198081.75	448242.01
K02540	32.0554	28.6444	2785406.5	4140494.7
K02212	40.0899	27.0967	1837682.1	1862412.2
K02209	28.8266	42.4643	4450884	6125941
K02542	35.7362	20.7909	2445759.1	2467712.3
K02210	48.5395	57.4729	2999374.3	2957461.9
K10739	29.7387	31.161	2671814.3	2858804.3
K10740	12.6995	18.5711	1522068.7	2070455.6
K04802	192.446	129.04	10803570	6991850.6
K10754	19.9883	16.4548	160618.62	149409.42
K10755	65.5423	44.8192	2654188	1719103.6
K10756	35.0814	41.9287	1912972	1578522
K10742	NaN	NaN	NaN	NaN
K10743	21.449	24.5396	428504.61	467184.33
K10744	16.9232	14.3646	443602.98	253945.57
K10745	NaN	NaN	NaN	NaN
K04799	NaN	NaN	NaN	NaN
K10747	16.5524	20.2695	200423.93	305939.33
K02603	NaN	NaN	NaN	NaN
K02604	11.0695	9.37684	81076.777	93402.533
K02605	7.85951	7.98595	122922.68	136322.66
K02607	7.21213	6.75318	60107.85	322597.53
K02608	NaN	NaN	NaN	NaN
K02206	20.7957	16.8673	536214.6	610903.47
K10734	5.20292	10.8569	111396.88	132728.08
K10735	4.20457	2.4265	92053.906	249575.09
K02332	19.1631	9.91192	53148.85	19153.346
K02333	NaN	NaN	NaN	NaN
