Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
TOTAL	-Cardiovascular Diseases	329.3	619.1	898	458.9	1285	1955	150.2	264.4	282.6	200.7	549	590.6
MAPPED	-Cardiovascular Diseases	237.9	447.2	648.7	336.4	941.7	1433	119	209.5	224	159.8	437.1	470.3
Genetic Information Processing	-Cardiovascular Diseases	93.04	175.7	259.4	145.2	407.3	625.6	45.15	80.08	92.39	60.27	165.5	191.4
-Transcription	-Cardiovascular Diseases	11.09	21.49	28.69	15.27	42.12	60.38	5.068	8.186	10.59	6.556	15.98	20.15
-Translation	-Cardiovascular Diseases	43.89	82.1	119.9	83.34	232.2	354.9	16.67	29.1	31.09	23.14	62.51	66.72
-Folding, Sorting and Degradation	-Cardiovascular Diseases	27.02	50.57	80.72	32.45	91.69	150.5	16.87	33.34	39.61	22.17	61.87	82.31
-DNA Maintenance	-Cardiovascular Diseases	11.04	21.51	29.01	14.1	41.32	58.31	6.367	10.44	12.1	8.391	21.55	24.53
-RNA Family	-Cardiovascular Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cardiovascular Diseases	20.46	38.51	50.41	22.23	63.25	95.59	3.261	5.715	7.239	4.06	11.25	14.19
-Signal Transduction	-Cardiovascular Diseases	2.519	5.283	8.958	2.508	9.78	15.72	0.5534	1.369	1.795	0.8647	3.404	4.069
-Signaling Molecules and Interaction	-Cardiovascular Diseases	17.94	29.55	43.07	19.72	49.21	82.88	2.707	4.395	5.444	3.195	7.843	10.19
Cellular Processes	-Cardiovascular Diseases	25.74	47.89	71.14	33.83	93.53	147.9	11.33	21.09	25.87	14.7	38.21	47.65
-Hemoglobin	-Cardiovascular Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cardiovascular Diseases	8.116	18.84	27.22	12.52	41.48	64.49	1.822	4.097	5.394	2.457	8.934	13.29
-Cytoskeleton	-Cardiovascular Diseases	9.541	22.25	34.51	12.07	39.78	64.74	4.817	12.79	14.48	5.093	20.41	23.87
-Cell Motility	-Cardiovascular Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cardiovascular Diseases	3.016	4.166	8.218	3.394	6.907	12.9	1.284	2.102	4.133	2.565	3.891	8.425
-Cell Communication	-Cardiovascular Diseases	0.996	3.209	4.209	1.083	5.571	7.631	0.4973	1.21	1.612	0.6949	2.765	3.376
Metabolism	-Cardiovascular Diseases	55.45	102.7	136.8	68.64	201.9	266	38.72	56.45	71.07	56.47	128.3	160
-Membrane Transport	-Cardiovascular Diseases	0.7073	1.908	3.981	0.8349	2.555	7.314	0.3139	0.5087	0.787	0.4235	0.7387	1.624
-Central Carbon Metabolism	-Cardiovascular Diseases	5.978	11.18	17.98	7.327	15.34	29.96	5.798	9.378	14.5	9.672	19.52	37.24
-Energy Metabolism	-Cardiovascular Diseases	3.587	4.987	10.12	5.348	6.991	20.21	2.043	3.914	7.919	4.204	7.169	16.61
-Biosynthesis	-Cardiovascular Diseases	10.83	21.97	32.81	13.81	39.94	63.87	6.132	12.03	13.83	8.017	25.1	27.87
-Other Enzymes	-Cardiovascular Diseases	32.26	60.77	81.55	39.99	109.1	155.5	19.7	24.01	43.84	29.95	53.46	99.3
Organismal Systems	-Cardiovascular Diseases	18.72	39.18	56.64	26.67	80.65	118.8	6.878	12.75	15.69	7.51	21.31	27.87
-Immune System	-Cardiovascular Diseases	10.57	21.03	31.83	18	49.73	73.4	2.204	3.907	4.687	2.899	7.368	8.985
-Endocrine System	-Cardiovascular Diseases	1.473	3.367	5.118	1.657	6.402	8.811	2.068	3.648	4.127	1.281	2.828	4.803
-Circulatory System	-Cardiovascular Diseases	0.4581	0.6897	2.227	0.5988	0.9351	4.024	0.5112	0.7597	1.779	0.6969	1.393	3.557
-Digestive System	-Cardiovascular Diseases	0.8766	1.848	2.381	0.7854	3.266	4.795	0.08149	0.1843	0.7503	0.1008	0.3167	1.65
-Excretory System	-Cardiovascular Diseases	0.8333	3.04	5.67	0.927	4.508	10.62	0.3631	1.242	2.062	0.4752	1.722	4.094
-Nervous System	-Cardiovascular Diseases	0.6798	3.028	6.723	0.7886	3.901	10.26	0.1156	1.095	3.103	0.1711	1.92	6.344
-Sensory System	-Cardiovascular Diseases	0	0	0.08977	0	0	0.1651	0	0	0.106	0	0	0.07467
-Development	-Cardiovascular Diseases	1.083	1.569	2.262	0.9617	2.6	4.248	0.101	0.2293	0.2965	0.1228	0.4137	0.5508
-Environmental Adaptation	-Cardiovascular Diseases	0	0.1943	0.9666	0	0.2212	2.325	0	0.1082	0.5911	0	0.1938	1.049
Human Diseases	-Cardiovascular Diseases	24.47	31.46	60.14	39.84	62.66	126.4	12.26	17.65	24.99	16.81	32.24	45.94
-Cancers	-Cardiovascular Diseases	3.687	5.848	8.199	3.985	9.097	14.26	0.9118	1.5	2.09	0.9833	2.929	4.141
-Immune System Diseases	-Cardiovascular Diseases	0.6154	1.115	2.097	0.7173	1.879	4.5	0.3053	0.7108	1.096	0.335	1.43	2.205
-Neurodegenerative Diseases	-Cardiovascular Diseases	8.133	10.28	21.76	12.29	21.17	57.67	5.727	6.988	13.35	8.409	14.04	30.09
-Cardiovascular Diseases	-Cardiovascular Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Metabolic Diseases	-Cardiovascular Diseases	0	0.153	0.4353	0	0.2152	0.5674	0	0.003948	1.921	0	0.006886	4.321
-Infectious Diseases	-Cardiovascular Diseases	10.21	14.38	26.91	17.44	27.98	68.68	2.42	5.201	8.376	3.495	10.57	15.53
Not Mapped	-Cardiovascular Diseases	91.4	171.8	249.3	122.6	343.1	522.2	31.19	54.9	58.68	40.92	111.9	120.4
-Not Mapped	-Cardiovascular Diseases	91.4	171.8	249.3	122.6	343.1	522.2	31.19	54.9	58.68	40.92	111.9	120.4
TOTAL	-Metabolic Diseases	686.1	2698	Inf	808.1	2876	Inf	95.21	62210	Inf	59.39	65300	Inf
MAPPED	-Metabolic Diseases	495.7	1949	Inf	592.3	2108	Inf	75.44	49300	Inf	47.29	51990	Inf
Genetic Information Processing	-Metabolic Diseases	194.6	777.8	Inf	255.9	923.9	Inf	29.93	20150	Inf	18.87	21280	Inf
-Transcription	-Metabolic Diseases	21.45	84.73	Inf	24.64	85.84	Inf	3.835	1802	Inf	2.203	1766	Inf
-Translation	-Metabolic Diseases	94.38	357.3	Inf	150.1	520.4	Inf	10.59	6861	Inf	6.853	7477	Inf
-Folding, Sorting and Degradation	-Metabolic Diseases	57.68	236	Inf	58.06	214.9	Inf	12.19	8548	Inf	7.741	8980	Inf
-DNA Maintenance	-Metabolic Diseases	21.08	91.16	Inf	23.13	90.66	Inf	3.314	2873	Inf	2.075	2945	Inf
-RNA Family	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Metabolic Diseases	53.17	181.1	Inf	60.3	161.5	Inf	2.552	1400	Inf	1.571	1420	Inf
-Signal Transduction	-Metabolic Diseases	6.479	28.94	Inf	6.805	25.41	Inf	0.5131	273.9	Inf	0.401	334.1	Inf
-Signaling Molecules and Interaction	-Metabolic Diseases	46.69	146.1	Inf	53.29	137.7	Inf	2.039	1126	Inf	1.17	1086	Inf
Cellular Processes	-Metabolic Diseases	46.54	192.3	Inf	49.63	187	Inf	6.353	4585	Inf	3.681	4596	Inf
-Hemoglobin	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular Transport	-Metabolic Diseases	18.73	74.3	Inf	23.52	83.57	Inf	1.638	900.9	Inf	1.222	987.7	Inf
-Cytoskeleton	-Metabolic Diseases	15.32	87.73	Inf	14.1	79.52	Inf	2.555	2116	Inf	1.179	1756	Inf
-Cell Motility	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cell Growth and Death	-Metabolic Diseases	8.715	26.81	Inf	8.073	20.94	Inf	0.846	909.8	Inf	0.6227	931.5	Inf
-Cell Communication	-Metabolic Diseases	3.111	12.96	Inf	2.938	11.39	Inf	0.3762	289	Inf	0.2418	294.1	Inf
Metabolism	-Metabolic Diseases	112.6	444.9	Inf	129	438.3	Inf	22.39	14110	Inf	15.03	15830	Inf
-Membrane Transport	-Metabolic Diseases	2.321	5.96	Inf	2.344	5.858	Inf	0.1599	140.1	Inf	0.06777	106.7	Inf
-Central Carbon Metabolism	-Metabolic Diseases	13.73	49.55	Inf	14.49	46.94	Inf	3.068	2413	Inf	2.486	2834	Inf
-Energy Metabolism	-Metabolic Diseases	5.759	32.61	Inf	6.251	26.25	Inf	1.377	1701	Inf	1.161	1763	Inf
-Biosynthesis	-Metabolic Diseases	21.76	89.85	Inf	22.93	86.67	Inf	3.614	2632	Inf	2.225	2907	Inf
-Other Enzymes	-Metabolic Diseases	64.42	220.3	Inf	78.91	212.1	Inf	12.5	5182	Inf	8.156	5910	Inf
Organismal Systems	-Metabolic Diseases	38.23	154.5	Inf	41.12	161.2	Inf	4.317	2722	Inf	2.123	2197	Inf
-Immune System	-Metabolic Diseases	23.63	96.26	Inf	28.42	104.6	Inf	1.811	937.3	Inf	1.089	935.5	Inf
-Endocrine System	-Metabolic Diseases	3.208	16.2	Inf	3.347	14.31	Inf	1.301	955.8	Inf	0.3464	523.1	Inf
-Circulatory System	-Metabolic Diseases	0.7714	2.683	Inf	0.7032	4.108	Inf	0.3871	144.2	Inf	0.193	132.2	Inf
-Digestive System	-Metabolic Diseases	2.734	6.066	Inf	0.918	6.35	Inf	0.04241	40.52	Inf	0.02334	35.01	Inf
-Excretory System	-Metabolic Diseases	2.603	8.904	Inf	2.515	7.916	Inf	0.6463	90.34	Inf	0.3986	103.2	Inf
-Nervous System	-Metabolic Diseases	1.091	18.11	Inf	0.9216	14.09	Inf	0.06018	277.3	Inf	0.03959	278.8	Inf
-Sensory System	-Metabolic Diseases	0	0.006824	NaN	0	0.01049	NaN	0	0.04564	NaN	0	0.01146	NaN
-Development	-Metabolic Diseases	1.914	5.864	Inf	1.545	5.128	Inf	0.06544	40.39	Inf	0.03355	42.89	Inf
-Environmental Adaptation	-Metabolic Diseases	0	3.128	Inf	0	4.077	Inf	0	44.22	Inf	0	38.48	Inf
Human Diseases	-Metabolic Diseases	50.5	151.4	Inf	55.52	162.2	Inf	8.992	3374	Inf	6.009	3430	Inf
-Cancers	-Metabolic Diseases	5.923	24.52	Inf	4.657	21.39	Inf	0.4746	343.1	Inf	0.2276	457.8	Inf
-Immune System Diseases	-Metabolic Diseases	1.857	5.279	Inf	1.631	4.866	Inf	0.2611	187	Inf	0.1581	180.5	Inf
-Neurodegenerative Diseases	-Metabolic Diseases	13.06	36.16	Inf	14.36	54.41	Inf	2.94	1513	Inf	1.945	1553	Inf
-Cardiovascular Diseases	-Metabolic Diseases	1.605	3.944	Inf	1.169	2.713	Inf	0.5095	220.1	Inf	0.16	110.6	Inf
-Metabolic Diseases	-Metabolic Diseases	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
-Infectious Diseases	-Metabolic Diseases	27.06	87.94	Inf	32.7	104.5	Inf	3.248	1111	Inf	2.446	1128	Inf
Not Mapped	-Metabolic Diseases	190.4	748.8	Inf	215.8	768.1	Inf	19.77	12920	Inf	12.11	13310	Inf
-Not Mapped	-Metabolic Diseases	190.4	748.8	Inf	215.8	768.1	Inf	19.77	12920	Inf	12.11	13310	Inf
TOTAL	-Infectious Diseases	25.36	32.26	44.97	24.71	27.64	40.69	21.84	46.69	62.09	24.29	47.44	57.9
MAPPED	-Infectious Diseases	18.32	23.31	32.49	18.11	20.26	29.82	17.3	37	49.2	19.34	37.77	46.1
Genetic Information Processing	-Infectious Diseases	7.192	9.116	12.76	7.826	8.857	12.9	6.864	15.18	18.66	7.717	15.25	19.46
-Transcription	-Infectious Diseases	0.7929	1.066	1.561	0.7535	0.8759	1.334	0.7329	1.624	2.094	0.7246	1.566	1.876
-Translation	-Infectious Diseases	3.488	4.3	5.963	4.589	5.027	7.353	2.429	5.116	6.888	2.802	5.41	6.735
-Folding, Sorting and Degradation	-Infectious Diseases	2.132	2.683	3.673	1.776	2.128	2.904	2.796	6.411	7.887	3.165	5.867	8.164
-DNA Maintenance	-Infectious Diseases	0.7792	1.1	1.562	0.7074	0.8489	1.308	0.7602	1.746	2.707	0.8484	1.795	2.943
-RNA Family	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Infectious Diseases	1.302	2.005	3.662	1.097	1.507	3.028	0.5494	1.159	1.35	0.5483	1.007	1.391
-Signal Transduction	-Infectious Diseases	0.214	0.2884	0.502	0.1382	0.2379	0.4026	0.1075	0.2633	0.3379	0.129	0.2809	0.3762
-Signaling Molecules and Interaction	-Infectious Diseases	0.9993	1.726	3.129	0.8519	1.284	2.625	0.4419	0.8702	1.079	0.4193	0.7023	0.9695
Cellular Processes	-Infectious Diseases	1.72	2.475	3.479	1.518	2.079	2.962	1.457	3.527	5.277	1.505	3.165	4.672
-Hemoglobin	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Infectious Diseases	0.6922	0.8487	1.368	0.7183	0.9306	1.324	0.3756	0.7529	1.039	0.4996	0.7362	1.19
-Cytoskeleton	-Infectious Diseases	0.5661	1.208	1.616	0.4313	0.9578	1.26	0.5861	2.374	3.415	0.482	1.907	2.656
-Cell Motility	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Infectious Diseases	0.1747	0.2955	0.3613	0.1154	0.2018	0.2984	0.2468	0.3832	0.8193	0.2227	0.3812	0.8259
-Cell Communication	-Infectious Diseases	0.0976	0.1395	0.2387	0.0621	0.1145	0.1764	0.0863	0.2055	0.3045	0.09753	0.2174	0.4014
Metabolism	-Infectious Diseases	4.162	5.258	7.461	3.873	4.142	6.394	5.136	10.86	15.84	6.111	11.49	16.16
-Membrane Transport	-Infectious Diseases	0.04921	0.1036	0.187	0.03619	0.08825	0.1238	0.04751	0.1025	0.1822	0.02727	0.0964	0.1817
-Central Carbon Metabolism	-Infectious Diseases	0.4582	0.5903	1.108	0.3702	0.4378	0.944	0.8471	1.804	3.21	1	2.024	4.125
-Energy Metabolism	-Infectious Diseases	0.2128	0.3421	0.4342	0.1605	0.2688	0.3748	0.3158	0.6546	2.159	0.4564	0.6807	2.051
-Biosynthesis	-Infectious Diseases	0.8043	1.202	1.561	0.7013	0.9028	1.446	0.829	2.312	2.534	0.9099	2.271	2.578
-Other Enzymes	-Infectious Diseases	2.282	2.651	4.742	1.923	2.293	4.195	2.223	5.912	8.388	2.414	6.295	8.568
Organismal Systems	-Infectious Diseases	1.413	2.086	2.846	1.258	1.682	2.554	0.9901	2.527	3.019	0.8484	2.081	2.413
-Immune System	-Infectious Diseases	0.8735	1.167	1.609	0.8691	1.069	1.928	0.3884	0.7235	0.9107	0.362	0.6564	0.8295
-Endocrine System	-Infectious Diseases	0.1186	0.1794	0.289	0.09321	0.133	0.2268	0.2984	0.6101	0.8606	0.1416	0.2336	0.4578
-Circulatory System	-Infectious Diseases	0.01851	0.03327	0.1561	0.008464	0.02329	0.1167	0.0566	0.1192	0.5095	0.05105	0.08974	0.4439
-Digestive System	-Infectious Diseases	0.06098	0.1011	0.167	0.02807	0.06079	0.1302	0.009728	0.05681	0.1443	0.009543	0.03927	0.1389
-Excretory System	-Infectious Diseases	0.06237	0.1804	0.266	0.05217	0.1501	0.2033	0.08135	0.15	0.3929	0.07905	0.163	0.3475
-Nervous System	-Infectious Diseases	0.03318	0.2099	0.3336	0.02818	0.1494	0.2233	0.0138	0.2963	0.574	0.01619	0.2797	0.5644
-Sensory System	-Infectious Diseases	0	0	0.004495	0	0	0.003436	0	0	0.01663	0	0	0.007654
-Development	-Infectious Diseases	0.06668	0.08975	0.1202	0.04552	0.0562	0.08234	0.01501	0.04332	0.05518	0.01372	0.03512	0.054
-Environmental Adaptation	-Infectious Diseases	0	0.01548	0.03556	0	0.01108	0.04292	0	0.01735	0.1172	0	0.01486	0.1017
Human Diseases	-Infectious Diseases	1.722	2.176	2.823	1.553	2.263	2.741	2.271	2.991	5.066	2.457	2.715	4.999
-Cancers	-Infectious Diseases	0.2189	0.3253	0.4414	0.1424	0.2076	0.3092	0.1089	0.2848	0.4146	0.09305	0.2467	0.4059
-Immune System Diseases	-Infectious Diseases	0.03847	0.06863	0.09723	0.04114	0.05366	0.08143	0.0599	0.1262	0.1833	0.06465	0.09636	0.1826
-Neurodegenerative Diseases	-Infectious Diseases	0.3519	0.7153	0.998	0.2733	0.906	1.064	0.7535	1.362	3.152	0.7825	1.264	3.233
-Cardiovascular Diseases	-Infectious Diseases	0.03382	0.05933	0.09502	0.01413	0.03167	0.04504	0.09941	0.1672	0.2362	0.05607	0.08954	0.1219
-Metabolic Diseases	-Infectious Diseases	0	0.01064	0.03336	0	0.009327	0.02556	0	0.0003924	0.2294	0	0.0003861	0.4024
-Infectious Diseases	-Infectious Diseases	1	1	1	1	1	1	1	1	1	1	1	1
Not Mapped	-Infectious Diseases	7.038	8.955	12.48	6.599	7.381	10.87	4.534	9.695	12.89	4.95	9.669	11.8
-Not Mapped	-Infectious Diseases	7.038	8.955	12.48	6.599	7.381	10.87	4.534	9.695	12.89	4.95	9.669	11.8
TOTAL	Not Mapped	3.603	3.603	3.603	3.745	3.745	3.745	4.816	4.816	4.816	4.906	4.906	4.906
MAPPED	Not Mapped	2.603	2.603	2.603	2.745	2.745	2.745	3.816	3.816	3.816	3.906	3.906	3.906
Genetic Information Processing	Not Mapped	1.018	1.025	1.045	1.185	1.187	1.204	1.448	1.514	1.59	1.473	1.537	1.63
-Transcription	Not Mapped	0.1127	0.1188	0.1272	0.1117	0.1203	0.1266	0.1395	0.1817	0.1891	0.1327	0.1683	0.1819
-Translation	Not Mapped	0.4746	0.4808	0.4865	0.6755	0.68	0.6856	0.5218	0.5311	0.538	0.5476	0.5617	0.5706
-Folding, Sorting and Degradation	Not Mapped	0.2932	0.3067	0.3257	0.2579	0.2739	0.2928	0.5407	0.5931	0.678	0.542	0.6072	0.6984
-DNA Maintenance	Not Mapped	0.1107	0.1208	0.1252	0.1072	0.1145	0.1204	0.1676	0.1869	0.2224	0.1714	0.1984	0.2213
-RNA Family	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Not Mapped	0.1544	0.2275	0.2792	0.1436	0.2017	0.2786	0.09676	0.11	0.1291	0.09513	0.1109	0.1297
-Signal Transduction	Not Mapped	0.02311	0.03122	0.0427	0.01873	0.03109	0.03705	0.01774	0.02596	0.03059	0.02113	0.03187	0.03399
-Signaling Molecules and Interaction	Not Mapped	0.1253	0.1963	0.2452	0.1115	0.1698	0.2416	0.07253	0.08717	0.1011	0.06534	0.08158	0.09105
Cellular Processes	Not Mapped	0.2444	0.2816	0.3001	0.23	0.276	0.2929	0.2997	0.3852	0.4404	0.2843	0.3498	0.3958
-Hemoglobin	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Not Mapped	0.0888	0.106	0.1096	0.1022	0.1205	0.1261	0.0584	0.08597	0.09339	0.06005	0.1055	0.1132
-Cytoskeleton	Not Mapped	0.08043	0.1358	0.1479	0.06536	0.122	0.1351	0.1275	0.2423	0.2722	0.09534	0.1946	0.2195
-Cell Motility	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Not Mapped	0.01763	0.03299	0.04576	0.0151	0.02618	0.03741	0.02219	0.0628	0.08249	0.02209	0.06268	0.08438
-Cell Communication	Not Mapped	0.0109	0.01576	0.02262	0.008835	0.01482	0.01989	0.01594	0.02179	0.02936	0.01648	0.02369	0.03017
Metabolism	Not Mapped	0.5116	0.5941	0.6176	0.4874	0.5706	0.616	0.9715	1.136	1.251	1.093	1.242	1.38
-Membrane Transport	Not Mapped	0.006176	0.01314	0.01768	0.005052	0.012	0.01632	0.005717	0.01084	0.01631	0.003784	0.00997	0.01803
-Central Carbon Metabolism	Not Mapped	0.04811	0.06617	0.09426	0.04356	0.05738	0.0831	0.1097	0.2103	0.2506	0.1388	0.2591	0.3111
-Energy Metabolism	Not Mapped	0.0198	0.03185	0.04848	0.01873	0.03163	0.04614	0.03532	0.06965	0.1675	0.04647	0.0959	0.1752
-Biosynthesis	Not Mapped	0.1143	0.125	0.1763	0.1063	0.1176	0.1813	0.1828	0.2123	0.2826	0.1838	0.2243	0.3298
-Other Enzymes	Not Mapped	0.2783	0.3266	0.3771	0.2685	0.2963	0.3879	0.4012	0.5595	0.7875	0.444	0.6026	0.8295
Organismal Systems	Not Mapped	0.2008	0.2252	0.2582	0.1906	0.2264	0.2637	0.2107	0.2316	0.2701	0.1651	0.1888	0.2328
-Immune System	Not Mapped	0.1156	0.127	0.1662	0.1317	0.1449	0.1929	0.06799	0.07462	0.09161	0.06566	0.07043	0.08994
-Endocrine System	Not Mapped	0.01349	0.02053	0.02367	0.0122	0.01849	0.02087	0.05902	0.06629	0.07399	0.02409	0.03034	0.0399
-Circulatory System	Not Mapped	0.001998	0.00405	0.01197	0.001147	0.003259	0.01235	0.008818	0.01428	0.03953	0.007861	0.01288	0.03792
-Digestive System	Not Mapped	0.007654	0.01076	0.01802	0.004254	0.008267	0.01097	0.002145	0.004642	0.01297	0.001928	0.003355	0.01378
-Excretory System	Not Mapped	0.007325	0.02131	0.02563	0.007095	0.01871	0.02352	0.006994	0.02997	0.03556	0.007756	0.03052	0.03458
-Nervous System	Not Mapped	0.004239	0.02333	0.02693	0.003586	0.01947	0.02145	0.003044	0.02301	0.0534	0.00327	0.02389	0.05404
-Sensory System	Not Mapped	0	0	0.0003602	0	0	0.0003162	0	0	0.001931	0	0	0.0006539
-Development	Not Mapped	0.007831	0.009458	0.01262	0.006355	0.007578	0.00889	0.003127	0.003882	0.007129	0.002772	0.004487	0.00504
-Environmental Adaptation	Not Mapped	0	0.001902	0.004177	0	0.00145	0.005308	0	0.001867	0.01007	0	0.00166	0.008615
Human Diseases	Not Mapped	0.1543	0.2599	0.2965	0.1528	0.2573	0.3321	0.2612	0.3512	0.5009	0.2577	0.3687	0.5012
-Cancers	Not Mapped	0.02798	0.03284	0.04034	0.02158	0.02717	0.03575	0.02401	0.02878	0.03709	0.0188	0.03362	0.03811
-Immune System Diseases	Not Mapped	0.004518	0.006994	0.009752	0.004934	0.006636	0.01137	0.009788	0.01321	0.0189	0.008187	0.01306	0.01889
-Neurodegenerative Diseases	Not Mapped	0.04133	0.06856	0.1007	0.03716	0.06656	0.1342	0.0988	0.1662	0.3012	0.09529	0.1607	0.3076
-Cardiovascular Diseases	Not Mapped	0.004005	0.005374	0.008731	0.001905	0.00268	0.006051	0.01693	0.01729	0.02646	0.008213	0.008567	0.01912
-Metabolic Diseases	Not Mapped	0	0.001335	0.003503	0	0.001302	0.003007	0	7.741e-05	0.03575	0	7.512e-05	0.05583
-Infectious Diseases	Not Mapped	0.05655	0.108	0.1278	0.06262	0.1309	0.1423	0.07169	0.0899	0.1973	0.06739	0.0992	0.1946
Not Mapped	Not Mapped	1	1	1	1	1	1	1	1	1	1	1	1
-Not Mapped	Not Mapped	1	1	1	1	1	1	1	1	1	1	1	1
TOTAL	-Not Mapped	3.603	3.603	3.603	3.745	3.745	3.745	4.816	4.816	4.816	4.906	4.906	4.906
MAPPED	-Not Mapped	2.603	2.603	2.603	2.745	2.745	2.745	3.816	3.816	3.816	3.906	3.906	3.906
Genetic Information Processing	-Not Mapped	1.018	1.025	1.045	1.185	1.187	1.204	1.448	1.514	1.59	1.473	1.537	1.63
-Transcription	-Not Mapped	0.1127	0.1188	0.1272	0.1117	0.1203	0.1266	0.1395	0.1817	0.1891	0.1327	0.1683	0.1819
-Translation	-Not Mapped	0.4746	0.4808	0.4865	0.6755	0.68	0.6856	0.5218	0.5311	0.538	0.5476	0.5617	0.5706
-Folding, Sorting and Degradation	-Not Mapped	0.2932	0.3067	0.3257	0.2579	0.2739	0.2928	0.5407	0.5931	0.678	0.542	0.6072	0.6984
-DNA Maintenance	-Not Mapped	0.1107	0.1208	0.1252	0.1072	0.1145	0.1204	0.1676	0.1869	0.2224	0.1714	0.1984	0.2213
-RNA Family	-Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Not Mapped	0.1544	0.2275	0.2792	0.1436	0.2017	0.2786	0.09676	0.11	0.1291	0.09513	0.1109	0.1297
-Signal Transduction	-Not Mapped	0.02311	0.03122	0.0427	0.01873	0.03109	0.03705	0.01774	0.02596	0.03059	0.02113	0.03187	0.03399
-Signaling Molecules and Interaction	-Not Mapped	0.1253	0.1963	0.2452	0.1115	0.1698	0.2416	0.07253	0.08717	0.1011	0.06534	0.08158	0.09105
Cellular Processes	-Not Mapped	0.2444	0.2816	0.3001	0.23	0.276	0.2929	0.2997	0.3852	0.4404	0.2843	0.3498	0.3958
-Hemoglobin	-Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Not Mapped	0.0888	0.106	0.1096	0.1022	0.1205	0.1261	0.0584	0.08597	0.09339	0.06005	0.1055	0.1132
-Cytoskeleton	-Not Mapped	0.08043	0.1358	0.1479	0.06536	0.122	0.1351	0.1275	0.2423	0.2722	0.09534	0.1946	0.2195
-Cell Motility	-Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Not Mapped	0.01763	0.03299	0.04576	0.0151	0.02618	0.03741	0.02219	0.0628	0.08249	0.02209	0.06268	0.08438
-Cell Communication	-Not Mapped	0.0109	0.01576	0.02262	0.008835	0.01482	0.01989	0.01594	0.02179	0.02936	0.01648	0.02369	0.03017
Metabolism	-Not Mapped	0.5116	0.5941	0.6176	0.4874	0.5706	0.616	0.9715	1.136	1.251	1.093	1.242	1.38
-Membrane Transport	-Not Mapped	0.006176	0.01314	0.01768	0.005052	0.012	0.01632	0.005717	0.01084	0.01631	0.003784	0.00997	0.01803
-Central Carbon Metabolism	-Not Mapped	0.04811	0.06617	0.09426	0.04356	0.05738	0.0831	0.1097	0.2103	0.2506	0.1388	0.2591	0.3111
-Energy Metabolism	-Not Mapped	0.0198	0.03185	0.04848	0.01873	0.03163	0.04614	0.03532	0.06965	0.1675	0.04647	0.0959	0.1752
-Biosynthesis	-Not Mapped	0.1143	0.125	0.1763	0.1063	0.1176	0.1813	0.1828	0.2123	0.2826	0.1838	0.2243	0.3298
-Other Enzymes	-Not Mapped	0.2783	0.3266	0.3771	0.2685	0.2963	0.3879	0.4012	0.5595	0.7875	0.444	0.6026	0.8295
Organismal Systems	-Not Mapped	0.2008	0.2252	0.2582	0.1906	0.2264	0.2637	0.2107	0.2316	0.2701	0.1651	0.1888	0.2328
-Immune System	-Not Mapped	0.1156	0.127	0.1662	0.1317	0.1449	0.1929	0.06799	0.07462	0.09161	0.06566	0.07043	0.08994
-Endocrine System	-Not Mapped	0.01349	0.02053	0.02367	0.0122	0.01849	0.02087	0.05902	0.06629	0.07399	0.02409	0.03034	0.0399
-Circulatory System	-Not Mapped	0.001998	0.00405	0.01197	0.001147	0.003259	0.01235	0.008818	0.01428	0.03953	0.007861	0.01288	0.03792
-Digestive System	-Not Mapped	0.007654	0.01076	0.01802	0.004254	0.008267	0.01097	0.002145	0.004642	0.01297	0.001928	0.003355	0.01378
-Excretory System	-Not Mapped	0.007325	0.02131	0.02563	0.007095	0.01871	0.02352	0.006994	0.02997	0.03556	0.007756	0.03052	0.03458
