Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
Not Mapped	-Energy Metabolism	2.944	4.689	26.03	2.228	3.034	4.849	2.663	5.126	10.05	1.294	2.195	4.183	3.129	6.38	11.99	3.158	6.542	11.44	5.122	12.96	23.65	5.12	11.35	22.01	10.59	17.47	27.13	13.55	22.58	34.91	10.84	23.46	43.69	3.642	9.939	53.35
-Not Mapped	-Energy Metabolism	2.944	4.689	26.03	2.228	3.034	4.849	2.663	5.126	10.05	1.294	2.195	4.183	3.129	6.38	11.99	3.158	6.542	11.44	5.122	12.96	23.65	5.12	11.35	22.01	10.59	17.47	27.13	13.55	22.58	34.91	10.84	23.46	43.69	3.642	9.939	53.35
TOTAL	-Biosynthesis	9.239	11.76	15.24	4.613	5.286	5.999	6.486	7.65	8.916	4.906	5.789	6.926	7.342	8.121	9.021	5.463	6.238	6.931	18.39	22.08	25.32	17.17	20.33	24.04	16.81	19.58	22.97	19.13	22.27	26.59	15.76	18.32	24.96	19.33	22.44	39.04
MAPPED	-Biosynthesis	7.578	9.649	12.5	4.188	4.799	5.446	5.673	6.691	7.798	4.517	5.33	6.376	6.271	6.936	7.705	4.676	5.338	5.932	15.14	18.18	20.84	14.22	16.84	19.92	13.63	15.87	18.62	15.48	18.02	21.52	13.69	15.91	21.69	17.33	20.12	35
Genetic Information Processing	-Biosynthesis	2.089	3.147	4.328	1.457	1.658	1.891	2.414	2.835	3.271	1.622	1.935	2.309	2.553	2.863	3.148	1.667	1.88	2.119	6.296	7.571	8.73	5.82	6.884	8.095	6.123	7.211	8.637	6.587	7.605	9.382	4.17	5.22	6.881	6.602	7.754	13.55
-Transcription	-Biosynthesis	0.03636	0.0993	0.3518	0.07967	0.1008	0.1376	0.02212	0.03696	0.0741	0.01162	0.01921	0.02839	0.03256	0.05464	0.07034	0.02153	0.03464	0.04953	0.7484	0.8948	1.04	0.6607	0.7795	0.9176	0.6955	0.8352	0.9797	0.6512	0.7541	0.9013	0.5165	0.6193	0.8257	0.6937	0.8205	1.402
-Translation	-Biosynthesis	1.126	1.446	1.871	1.03	1.179	1.344	1.544	1.826	2.106	1.008	1.174	1.439	1.664	1.833	2.057	1.065	1.207	1.351	1.995	2.394	2.774	1.859	2.197	2.582	2.573	2.998	3.583	2.641	3.045	3.766	1.168	1.409	1.97	2.674	3.117	5.401
-Folding, Sorting and Degradation	-Biosynthesis	0.408	1.053	1.761	0.2368	0.2761	0.3263	0.728	0.8431	1.002	0.5703	0.693	0.8574	0.7252	0.8155	0.9216	0.4641	0.5342	0.6274	2.604	3.152	3.693	2.368	2.858	3.476	1.962	2.297	2.822	2.333	2.707	3.266	1.62	2.112	2.852	2.524	3.08	5.432
-DNA Maintenance	-Biosynthesis	0.2976	0.4636	0.8398	0.06387	0.07905	0.1251	0.09921	0.1205	0.148	0.0346	0.04458	0.05528	0.09132	0.1345	0.183	0.06583	0.09303	0.1358	0.8791	1.073	1.263	0.8284	1.021	1.213	0.88	1.051	1.302	0.9542	1.136	1.403	0.6933	0.9907	1.409	0.6596	0.8135	1.405
-RNA Family	-Biosynthesis	0	0	0	1.28e-09	1.675e-09	2.059e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Biosynthesis	0.05444	0.07249	0.09788	0.02284	0.02804	0.03484	0.05036	0.061	0.07662	0.02886	0.03735	0.04809	0.03807	0.04422	0.05241	0.02411	0.02841	0.03542	0.3332	0.4184	0.5168	0.2929	0.3789	0.4798	0.3874	0.4897	0.5964	0.4702	0.5651	0.6759	0.2724	0.3461	0.4521	0.4432	0.5785	0.9716
-Signal Transduction	-Biosynthesis	0	0	0.01383	0.02284	0.02804	0.03406	0.009617	0.01565	0.02573	0.005393	0.01069	0.01795	0.01635	0.02138	0.03102	0.01055	0.01429	0.02126	0.07863	0.123	0.1655	0.08047	0.1256	0.1885	0.08344	0.1291	0.2025	0.1075	0.1608	0.2312	0.07875	0.1104	0.1602	0.05734	0.1714	0.3235
-Signaling Molecules and Interaction	-Biosynthesis	0.05335	0.06793	0.08798	4.937e-10	5.66e-10	0.0008447	0.03587	0.04552	0.05561	0.02163	0.02658	0.03345	0.01842	0.02194	0.02526	0.01198	0.01379	0.01604	0.2324	0.2845	0.3744	0.1951	0.2434	0.303	0.2683	0.353	0.438	0.3366	0.4025	0.4961	0.1765	0.2302	0.2971	0.3536	0.4137	0.7266
Cellular Processes	-Biosynthesis	0.3832	0.4926	0.6431	0.02906	0.03812	0.05625	0.09015	0.1179	0.147	0.06882	0.09061	0.1166	0.1981	0.249	0.2982	0.1476	0.1803	0.2094	1.728	2.072	2.388	1.499	1.755	2.125	2.143	2.547	2.997	3.111	3.554	4.298	4.176	5.218	7.135	3.664	4.376	7.459
-Hemoglobin	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.338e-05	1.712e-05	3.456e-05	4.983e-05	5.8e-05	6.928e-05	0	0	0	0.0001135	0.0001992	0.0004354
-Vesicular Transport	-Biosynthesis	0	0	0	0	0	1.178e-10	0.01353	0.02446	0.04574	0.007412	0.01496	0.03566	0.01958	0.03725	0.05677	0.01541	0.02721	0.04637	0.3146	0.407	0.5142	0.3071	0.3862	0.5049	0.1921	0.2566	0.3701	0.2483	0.3227	0.4624	0.1297	0.2341	0.5436	0.1294	0.3452	0.5805
-Cytoskeleton	-Biosynthesis	0.1769	0.2201	0.3112	0.01509	0.01729	0.01963	0.01978	0.02324	0.02691	0.02581	0.03139	0.03799	0.01011	0.01331	0.01898	0.008441	0.01088	0.01501	0.8317	1.065	1.339	0.6369	0.8115	1.052	1.506	1.807	2.126	2.119	2.492	3.041	3.274	4.134	5.662	2.906	3.512	6.227
-Cell Motility	-Biosynthesis	0	0	0	6.685e-09	0.007238	0.0246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Biosynthesis	0.2037	0.266	0.3452	0.01013	0.01317	0.01693	0.05102	0.06612	0.07892	0.03142	0.03847	0.04605	0.1529	0.1957	0.2332	0.1116	0.1364	0.161	0.2458	0.3303	0.4064	0.2323	0.3042	0.3742	0.1852	0.2343	0.3087	0.2402	0.3195	0.39	0.1526	0.2245	0.4205	0.2157	0.2803	0.4984
-Cell Communication	-Biosynthesis	0	0	0	0	0	0	0	0.0007474	0.004128	0	0.0006794	0.00219	0	0.0008605	0.005249	0	0.0007854	0.004045	0.1702	0.234	0.3973	0.1607	0.2143	0.3733	0.1772	0.2318	0.2955	0.3136	0.3833	0.633	0.2949	0.4262	1.377	0.1776	0.3212	0.3999
Metabolism	-Biosynthesis	4.376	5.489	7.014	2.675	3.042	3.437	3.033	3.589	4.15	2.666	3.159	3.801	3.322	3.68	4.113	2.737	3.109	3.49	4.75	5.701	6.815	4.874	5.775	6.963	3.377	3.952	4.701	3.628	4.177	4.999	3.277	3.788	5.134	5.118	5.957	10.39
-Membrane Transport	-Biosynthesis	0.2852	0.4703	0.6715	0.2836	0.332	0.3818	0.0558	0.06754	0.0788	0.01871	0.02357	0.02938	0.06031	0.09621	0.1255	0.02749	0.04469	0.066	0.03058	0.05107	0.0726	0.02778	0.0391	0.05297	0.04651	0.05758	0.0738	0.03367	0.04513	0.05592	0.01946	0.0255	0.03677	0.009117	0.01582	0.02577
-Central Carbon Metabolism	-Biosynthesis	1.259	1.944	2.57	0.5411	0.6425	0.7568	0.8187	1.063	1.358	0.6128	0.8259	1.111	0.9576	1.247	1.584	0.6394	0.8752	1.094	1.391	1.783	2.224	1.502	1.949	2.462	0.6961	0.9513	1.185	0.849	1.081	1.348	1.007	1.271	1.756	2.244	2.844	4.894
-Energy Metabolism	-Biosynthesis	0.05905	0.4442	0.8133	0.09674	0.1595	0.224	0.09035	0.1959	0.3657	0.1244	0.2009	0.3218	0.099	0.1908	0.3595	0.07503	0.1387	0.2727	0.1503	0.2856	0.7049	0.151	0.3013	0.6582	0.1304	0.2199	0.3292	0.1133	0.1979	0.2949	0.05333	0.1111	0.2202	0.04611	0.2403	0.616
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	1.239	1.724	2.604	0.6787	0.9032	1.184	0.9138	1.237	1.554	0.7519	1.067	1.511	0.8111	1.104	1.421	0.7584	1.021	1.279	1.916	2.408	3.066	1.882	2.398	3.166	1.372	1.742	2.261	1.497	1.872	2.391	1.08	1.453	2.232	1.359	1.933	4.161
Organismal Systems	-Biosynthesis	0	0	0	0	1.387e-10	0.0003286	0.009941	0.02126	0.04197	0.005969	0.01504	0.03638	0.01228	0.02287	0.04036	0.009473	0.01746	0.03684	0.6585	0.8402	1.01	0.5734	0.7435	0.8936	0.4195	0.543	0.729	0.5527	0.6895	0.9188	0.3393	0.5401	0.9845	0.3766	0.6141	1.183
-Immune System	-Biosynthesis	0	0	0	0	0	0	0.002061	0.008048	0.01614	0.001531	0.005338	0.0129	0.002823	0.007054	0.01224	0.00209	0.005891	0.009476	0.2824	0.3982	0.5146	0.2758	0.3992	0.5077	0.1073	0.165	0.2485	0.1237	0.1868	0.2879	0.08164	0.1682	0.3176	0.07847	0.1594	0.5317
-Endocrine System	-Biosynthesis	0	0	0	0	0	0	2.515e-05	0.0005359	0.001678	1.437e-05	0.0004204	0.002207	0	0.0006131	0.003079	0	0.0003851	0.003094	0.1139	0.1445	0.1781	0.05649	0.09461	0.1346	0.03961	0.0542	0.2017	0.05787	0.0817	0.2266	0.01585	0.02716	0.4431	0.05801	0.08952	0.1485
-Circulatory System	-Biosynthesis	0	0	0	0	0	0	0	0	0.0002868	0	0	0.0002065	0	0	0.004706	0	0	0.003578	0.02416	0.03409	0.05058	0.0196	0.02811	0.04317	0.0446	0.06083	0.09499	0.08578	0.1078	0.1365	0.02459	0.03904	0.06282	0.01212	0.07282	0.1225
-Digestive System	-Biosynthesis	0	0	0	0	0	0.0003286	0	0.001011	0.005795	0	0.0002429	0.001277	0	0.001582	0.00475	0	0.001287	0.003673	0.0102	0.02145	0.07617	0.007884	0.01699	0.07519	0.04476	0.09247	0.1486	0.03825	0.07899	0.1246	0.04736	0.07231	0.1151	0.02552	0.03772	0.07254
-Excretory System	-Biosynthesis	0	0	0	0	0	1.393e-10	0.0001622	0.004076	0.02478	0.0002397	0.005155	0.02452	0.0005484	0.00601	0.02513	0.0005128	0.004691	0.0237	0.0338	0.1062	0.1765	0.03392	0.08532	0.134	0.02911	0.0623	0.1338	0.04348	0.09393	0.195	0.01981	0.05217	0.2485	0.0232	0.07748	0.1815
-Nervous System	-Biosynthesis	0	0	0	0	0	1.306e-10	0	0.000412	0.001563	0	0.0002797	0.0007766	0	0.000659	0.005022	0	0.0006541	0.004033	0.01792	0.05927	0.101	0.01725	0.05177	0.09684	0.01998	0.03511	0.05574	0.02108	0.03993	0.0657	0.01103	0.02748	0.04656	0.01459	0.04033	0.07854
-Sensory System	-Biosynthesis	0	0	0	0	0	0	0	0	0.003223	0	0	0.0006627	0	0	0.002302	0	0	0.001844	0	0	0.01203	0	0	0.006899	0	0.003328	0.0163	0	0.004108	0.02432	8.863e-05	0.001634	0.003853	3.879e-12	0.0002305	0.04015
-Development	-Biosynthesis	0	0	0	0	0	0	0	0	0.001379	0	0	0.002287	0	0	0.001967	0	0	0.001736	0.01329	0.02515	0.05576	0.013	0.02398	0.05095	0.01436	0.02032	0.05973	0.02166	0.03007	0.07976	0.0275	0.04021	0.07652	0.01842	0.02471	0.2951
-Environmental Adaptation	-Biosynthesis	0	0	0	0	0	0	0	0	0.006979	0	0	0.00149	0	0	0.002652	0	0	0.001863	0	0.005277	0.06206	0	0.004799	0.04864	4.365e-05	0.004719	0.05443	0.0001459	0.006182	0.0552	0.0004019	0.00124	0.05031	0.0001821	0.002287	0.03326
Human Diseases	-Biosynthesis	0	0.5212	0.9309	0.001895	0.02955	0.06128	0.05823	0.09681	0.1489	0.04629	0.09446	0.1424	0.06169	0.0994	0.1437	0.05682	0.08785	0.1135	0.9856	1.462	1.823	0.915	1.295	1.676	0.8813	1.114	1.39	0.8964	1.191	1.448	0.6472	1.164	1.977	0.629	0.98	1.631
-Cancers	-Biosynthesis	0	0	0.03521	0	1.255e-10	0.0003894	0.001228	0.004579	0.009219	0.0006379	0.005224	0.0132	0.0005071	0.003381	0.006075	0.0004897	0.002235	0.004391	0.09072	0.1604	0.2506	0.08592	0.1409	0.2295	0.08379	0.1245	0.1742	0.09699	0.1433	0.1878	0.05081	0.09638	0.1362	0.04854	0.07882	0.1175
-Immune System Diseases	-Biosynthesis	0	0	0	0	1.178e-10	0.0003982	0.0005682	0.002015	0.01388	0.0004854	0.00309	0.01153	0.005206	0.02576	0.03788	0.004509	0.02189	0.03304	0.04025	0.06196	0.09602	0.03097	0.0512	0.08422	0.112	0.2231	0.3751	0.09424	0.1916	0.3118	0.01057	0.01982	0.03264	0.03273	0.1379	0.2938
-Neurodegenerative Diseases	-Biosynthesis	0	0	0	0	0	0	0.0164	0.04286	0.09398	0.012	0.0306	0.06276	0.01267	0.03756	0.06701	0.01912	0.03895	0.06145	0.2311	0.5518	0.7605	0.2177	0.4553	0.6325	0.2075	0.3152	0.4275	0.19	0.2921	0.4033	0.1397	0.2757	0.4597	0.09887	0.1883	0.337
-Cardiovascular Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0.0008899	0	0	0.001952	0	0	0.0008844	0	0	0.0008092	0.02027	0.1352	0.3426	0.02116	0.0673	0.2712	0.04915	0.1289	0.2137	0.03144	0.08809	0.3788	0.0521	0.1562	1.075	0.0074	0.08215	0.2642
-Metabolic Diseases	-Biosynthesis	0	0	0.6654	0	0	0.02524	0	0	0.01621	0	0	0.02805	0	0	0	0	0	0	0	0	0.09882	0	0	0.1656	6.752e-05	0.0004035	0.1001	1.062e-05	0.0001786	0.1102	8.321e-17	0.0003245	0.3221	0	7.495e-12	0.2228
-Infectious Diseases	-Biosynthesis	0	0.007029	0.8088	0.001454	0.0113	0.05341	0.01158	0.03428	0.0622	0.008151	0.03512	0.07852	0.01729	0.0325	0.05518	0.01187	0.0231	0.04001	0.3246	0.4763	0.6782	0.3033	0.4668	0.6591	0.1895	0.2856	0.4504	0.2242	0.3441	0.5205	0.1724	0.3424	0.6551	0.1533	0.4102	0.7611
Not Mapped	-Biosynthesis	1.661	2.115	2.739	0.4249	0.4868	0.5525	0.8128	0.9587	1.117	0.3895	0.4596	0.5498	1.071	1.185	1.316	0.7879	0.8995	0.9995	3.251	3.904	4.476	2.947	3.49	4.128	3.183	3.708	4.35	3.651	4.249	5.075	2.068	2.404	3.276	2.005	2.327	4.049
-Not Mapped	-Biosynthesis	1.661	2.115	2.739	0.4249	0.4868	0.5525	0.8128	0.9587	1.117	0.3895	0.4596	0.5498	1.071	1.185	1.316	0.7879	0.8995	0.9995	3.251	3.904	4.476	2.947	3.49	4.128	3.183	3.708	4.35	3.651	4.249	5.075	2.068	2.404	3.276	2.005	2.327	4.049
TOTAL	-Other Enzymes	5.343	6.87	8.64	5.058	5.89	6.821	5.393	6.289	7.274	4.421	5.395	6.717	6.069	7.239	9.339	5.103	5.968	7.465	7.854	9.018	10.1	7.329	8.441	9.396	9.734	11.24	12.57	10.64	11.85	13.01	10.77	12.68	14.99	9.114	11.53	15.11
MAPPED	-Other Enzymes	4.382	5.635	7.087	4.592	5.347	6.193	4.717	5.501	6.362	4.07	4.966	6.184	5.183	6.183	7.977	4.367	5.108	6.389	6.465	7.424	8.313	6.071	6.992	7.783	7.891	9.111	10.19	8.608	9.586	10.53	9.356	11.02	13.02	8.169	10.34	13.54
Genetic Information Processing	-Other Enzymes	1.271	1.764	2.551	1.568	1.843	2.169	2.002	2.308	2.716	1.469	1.781	2.275	2.093	2.553	3.303	1.53	1.814	2.318	2.682	3.114	3.53	2.433	2.839	3.21	3.603	4.129	4.625	3.681	4.09	4.539	2.901	3.431	4.256	3.104	3.905	5.21
-Transcription	-Other Enzymes	0.02109	0.06043	0.1952	0.08456	0.1112	0.1558	0.01847	0.02924	0.05625	0.01083	0.0166	0.02633	0.02989	0.04681	0.07247	0.02195	0.03369	0.05064	0.3093	0.3726	0.4238	0.2692	0.3229	0.3749	0.3977	0.4695	0.5311	0.3502	0.4006	0.4566	0.3387	0.4236	0.5178	0.3272	0.4156	0.5539
-Translation	-Other Enzymes	0.6529	0.852	1.058	1.127	1.317	1.52	1.283	1.496	1.74	0.8929	1.1	1.36	1.391	1.637	2.107	0.9907	1.168	1.47	0.8545	0.989	1.121	0.7773	0.9109	1.013	1.482	1.719	1.915	1.47	1.641	1.824	0.8021	0.9784	1.154	1.258	1.568	2.086
-Folding, Sorting and Degradation	-Other Enzymes	0.2645	0.5586	0.9966	0.2478	0.3126	0.3695	0.5993	0.686	0.801	0.5307	0.629	0.8376	0.5964	0.7305	0.9361	0.4265	0.5307	0.6663	1.096	1.299	1.525	1.011	1.204	1.379	1.181	1.341	1.499	1.272	1.432	1.636	1.168	1.373	1.78	1.164	1.534	2.112
-DNA Maintenance	-Other Enzymes	0.174	0.2721	0.4403	0.06701	0.09124	0.1338	0.07959	0.09799	0.1154	0.03225	0.04039	0.05122	0.07646	0.1161	0.186	0.0589	0.09712	0.1522	0.3788	0.4384	0.5118	0.3595	0.4212	0.4923	0.4915	0.6061	0.7097	0.5152	0.6076	0.6834	0.4827	0.6298	0.883	0.3264	0.4145	0.5291
-RNA Family	-Other Enzymes	0	0	0	1.322e-09	1.86e-09	2.413e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.03177	0.04207	0.05447	0.02532	0.03107	0.03749	0.03955	0.05076	0.06121	0.02626	0.03472	0.0448	0.03208	0.03853	0.05505	0.02238	0.02703	0.03835	0.1385	0.1702	0.2103	0.1218	0.1511	0.1947	0.2168	0.2736	0.334	0.2469	0.302	0.3613	0.1796	0.2264	0.2908	0.208	0.2872	0.3916
-Signal Transduction	-Other Enzymes	0	0	0.008022	0.02532	0.03107	0.03749	0.00734	0.01357	0.02007	0.004706	0.01013	0.01732	0.0143	0.01921	0.03057	0.01009	0.01398	0.02227	0.02997	0.05098	0.07687	0.0327	0.05218	0.08604	0.04392	0.07633	0.1132	0.05222	0.08461	0.1184	0.05101	0.07336	0.1053	0.02766	0.07214	0.1278
-Signaling Molecules and Interaction	-Other Enzymes	0.03085	0.03967	0.04989	5.329e-10	6.237e-10	0.0009506	0.02986	0.03631	0.0436	0.01972	0.02503	0.03003	0.01553	0.01947	0.02546	0.01132	0.01365	0.01713	0.09852	0.1221	0.146	0.08123	0.09901	0.1234	0.1579	0.1961	0.2495	0.1799	0.2168	0.2602	0.1109	0.1488	0.2033	0.1608	0.218	0.2828
Cellular Processes	-Other Enzymes	0.2161	0.2771	0.3604	0.0304	0.04216	0.06851	0.07909	0.09574	0.1142	0.06453	0.08437	0.1034	0.1819	0.2175	0.2854	0.141	0.1736	0.2246	0.7059	0.8613	1.011	0.604	0.7386	0.8675	1.242	1.442	1.628	1.676	1.924	2.154	2.788	3.479	4.366	1.691	2.216	2.886
-Hemoglobin	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.228e-06	9.298e-06	1.895e-05	2.771e-05	3.109e-05	3.423e-05	0	0	0	5.569e-05	7.651e-05	0.0001997
-Vesicular Transport	-Other Enzymes	0	0	0	0	0	1.333e-10	0.01099	0.02069	0.03399	0.007346	0.01486	0.03206	0.01703	0.0331	0.05608	0.01439	0.02869	0.04407	0.1339	0.1687	0.2099	0.1259	0.1618	0.2053	0.1064	0.1497	0.1897	0.1297	0.1769	0.2315	0.08172	0.1699	0.3055	0.05906	0.1722	0.2904
-Cytoskeleton	-Other Enzymes	0.09702	0.1257	0.1682	0.01655	0.01927	0.02232	0.01616	0.01883	0.02215	0.02267	0.02898	0.03572	0.008871	0.01209	0.01837	0.007877	0.01079	0.01586	0.3413	0.4467	0.5559	0.2645	0.3344	0.4258	0.8867	1.021	1.152	1.149	1.333	1.5	2.193	2.724	3.33	1.405	1.762	2.29
-Cell Motility	-Other Enzymes	0	0	0	7.195e-09	0.007742	0.03175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Other Enzymes	0.1182	0.153	0.1908	0.01118	0.01459	0.01875	0.043	0.05246	0.06375	0.02842	0.03517	0.04462	0.1416	0.1721	0.2225	0.1064	0.1334	0.1736	0.1066	0.1332	0.1689	0.09903	0.1242	0.1594	0.1102	0.1315	0.1693	0.1378	0.1623	0.1982	0.1085	0.1392	0.307	0.1019	0.1373	0.1875
-Cell Communication	-Other Enzymes	0	0	0	0	0	0	0	0.0006415	0.00302	0	0.0006105	0.002075	0	0.0007743	0.004521	0	0.0007407	0.004005	0.06999	0.09277	0.1703	0.06274	0.08753	0.161	0.1018	0.1259	0.1732	0.1641	0.1976	0.3508	0.2065	0.2672	0.8526	0.08627	0.1238	0.2217
Metabolism	-Other Enzymes	2.554	3.233	4.036	2.901	3.373	3.898	2.511	2.922	3.393	2.403	2.966	3.644	2.727	3.281	4.197	2.538	2.995	3.733	2.057	2.33	2.628	2.122	2.392	2.652	2.03	2.282	2.499	2.05	2.229	2.451	2.243	2.612	3.019	2.473	3.1	3.948
-Membrane Transport	-Other Enzymes	0.1341	0.2729	0.3757	0.3131	0.3581	0.4266	0.04675	0.05486	0.06498	0.0176	0.02206	0.02756	0.05044	0.07704	0.1271	0.02616	0.04268	0.07195	0.01347	0.02201	0.02864	0.01248	0.0163	0.02137	0.0258	0.03346	0.0421	0.01749	0.02388	0.03096	0.013	0.01747	0.02188	0.004065	0.007071	0.01153
-Central Carbon Metabolism	-Other Enzymes	0.7655	1.073	1.512	0.5616	0.7163	0.8592	0.6712	0.8588	1.079	0.545	0.7824	1.107	0.7834	1.122	1.637	0.5822	0.8421	1.28	0.5853	0.7164	0.9195	0.6564	0.789	1	0.4227	0.5244	0.6406	0.4787	0.5703	0.6814	0.6989	0.8543	1.044	1	1.401	1.99
-Energy Metabolism	-Other Enzymes	0.03565	0.2615	0.5042	0.1067	0.1725	0.2465	0.06935	0.1469	0.3094	0.08654	0.1939	0.3371	0.07991	0.1707	0.3416	0.07091	0.1367	0.274	0.06536	0.1152	0.3073	0.06453	0.1202	0.2849	0.07479	0.1232	0.2024	0.06219	0.09932	0.1714	0.03559	0.0727	0.1571	0.02048	0.1103	0.2981
-Biosynthesis	-Other Enzymes	0.3812	0.5795	0.8011	0.8439	1.106	1.455	0.6411	0.8065	1.076	0.6464	0.9316	1.329	0.7002	0.9054	1.218	0.7804	0.9723	1.304	0.3254	0.415	0.5151	0.3082	0.4145	0.526	0.4398	0.5739	0.7284	0.4172	0.5312	0.6642	0.429	0.6872	0.9116	0.2381	0.5122	0.7261
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	0	0	0	0	1.465e-10	0.0003676	0.00813	0.01779	0.03767	0.005309	0.0134	0.03497	0.009555	0.02074	0.04273	0.009481	0.017	0.03615	0.2872	0.3367	0.4203	0.2482	0.2973	0.3731	0.2512	0.3156	0.4114	0.3005	0.3707	0.4656	0.226	0.3373	0.5963	0.1734	0.2953	0.4657
-Immune System	-Other Enzymes	0	0	0	0	0	0	0.001573	0.006459	0.01294	0.001358	0.005761	0.01089	0.002288	0.006331	0.01134	0.002231	0.005456	0.01017	0.1231	0.1665	0.208	0.1155	0.1604	0.2131	0.06243	0.09264	0.1355	0.06414	0.1001	0.1451	0.0547	0.1106	0.1838	0.04268	0.07928	0.2275
-Endocrine System	-Other Enzymes	0	0	0	0	0	0	1.714e-05	0.0004227	0.00141	1.075e-05	0.0004237	0.002015	0	0.0005717	0.003428	0	0.0003795	0.00268	0.0471	0.05969	0.0773	0.02235	0.03982	0.05703	0.02133	0.03059	0.1051	0.03396	0.04329	0.1076	0.01091	0.01879	0.2558	0.02744	0.03829	0.07017
-Circulatory System	-Other Enzymes	0	0	0	0	0	0	0	0	0.0002512	0	0	0.0001742	0	0	0.003885	0	0	0.003232	0.01038	0.01387	0.02071	0.008856	0.01145	0.01712	0.02525	0.03574	0.05032	0.04667	0.05896	0.06749	0.01798	0.02471	0.03625	0.006004	0.03511	0.05671
-Digestive System	-Other Enzymes	0	0	0	0	0	0.0003676	0	0.0006558	0.004738	0	0.0001969	0.001269	0	0.001232	0.003936	0	0.00113	0.003545	0.004099	0.008762	0.03237	0.003326	0.007078	0.03175	0.02577	0.05111	0.07893	0.02094	0.04207	0.05958	0.03088	0.04993	0.06784	0.01301	0.01774	0.03192
-Excretory System	-Other Enzymes	0	0	0	0	0	1.468e-10	0.0001097	0.003114	0.0216	0.0002104	0.004294	0.02583	0.000432	0.006554	0.02699	0.000445	0.005066	0.02463	0.01764	0.04324	0.07283	0.01639	0.03599	0.05442	0.01721	0.03341	0.07862	0.02532	0.0473	0.1081	0.01376	0.03141	0.1972	0.0108	0.03938	0.08784
-Nervous System	-Other Enzymes	0	0	0	0	0	1.525e-10	0	0.000326	0.001357	0	0.0002442	0.0007623	0	0.0005536	0.004138	0	0.000605	0.004016	0.007919	0.02293	0.0402	0.007513	0.0212	0.03718	0.0108	0.01985	0.02867	0.01143	0.02119	0.03317	0.00776	0.01713	0.03	0.006731	0.0186	0.0354
-Sensory System	-Other Enzymes	0	0	0	0	0	0	0	0	0.002713	0	0	0.0006101	0	0	0.002069	0	0	0.001828	0	0	0.004854	0	0	0.002948	0	0.001963	0.009111	0	0.002246	0.0123	5.578e-05	0.001052	0.002804	2.045e-12	0.0001217	0.01883
-Development	-Other Enzymes	0	0	0	0	0	0	0	0	0.001134	0	0	0.002254	0	0	0.001757	0	0	0.001584	0.00587	0.01047	0.02485	0.005421	0.01002	0.0204	0.0078	0.01074	0.03829	0.01127	0.01576	0.04778	0.0193	0.02431	0.05658	0.008719	0.01278	0.1619
-Environmental Adaptation	-Other Enzymes	0	0	0	0	0	0	0	0	0.006466	0	0	0.00132	0	0	0.002153	0	0	0.001699	0	0.001995	0.02662	0	0.001873	0.0212	2.425e-05	0.002711	0.03501	7.426e-05	0.003331	0.03433	0.0002645	0.0008688	0.02679	7.672e-05	0.001112	0.01917
