5546	PrcC	K13105
55696	Rbm22	K12872
84811	Bud13	K13106
51634	RbmX2	K13107
79753	SniP1	K13108
3550	Ik	K13109
4236	MfaP1	K13110
55234	Smu1	K13111
9967	ThrAp3	K13112
59286	Ubl5	K13113
6628	SnrPb	K11086
6632	SnrPd1	K11087
6633	SnrPd2	K11096
6634	SnrPd3	K11088
6635	SnrPe	K11097
6636	SnrPf	K11098
6637	SnrPg	K11099
57819	Lsm2	K12621
27258	Lsm3	K12622
6627	SnrPa1	K11092
6629	SnrPb2	K11094
10291	Sf3A1	K12825
8175	Sf3A2	K12826
10946	Sf3A3	K12827
23451	Sf3B1	K12828
10992	Sf3B2	K12829
23450	Sf3B3	K12830
10262	Sf3B4	K12831
83443	Sf3B5	K12832
51639	Sf3B14	K12833
11325	Ddx42	K12835
84844	Phf5a	K12834
6628	SnrPb	K11086
6632	SnrPd1	K11087
6633	SnrPd2	K11096
6634	SnrPd3	K11088
6635	SnrPe	K11097
6636	SnrPf	K11098
6637	SnrPg	K11099
9343	EftUd2	K12852
23020	SnrNp200	K12854
24148	PrpF6	K12855
10594	PrpF8	K12856
9410	SnrNp40	K12857
9416	Ddx23	K12858
9092	SarT1	K11984
153527	ZmaT2	K12848
84950	PrpF38a	K12849
55119	PrpF38b	K12850
57703	Cwc22	K13100
8449	Dhx16	K12813
27238	GpkOw	K13101
3315	HspB1	K04455
22944	Kin	K13102
23759	PpiL2	K10598
23517	SkiV2l2	K12598
91603	Znf830	K13104
1665	Dhx15	K12820
24144	TfiP11	K13103
27339	PrpF19	K10599
988	Cdc5l	K12860
10286	BcaS2	K12861
56259	CtnNbl1	K12864
51503	Cwc15	K12863
5356	PlrG1	K12862
3303	HspA1a	K03283
3304	HspA1b	K03283
3305	HspA1l	K03283
3306	HspA2	K03283
3310	HspA6	K03283
3312	HspA8	K03283
22938	Snw1	K06063
56949	Xab2	K12867
25949	Syf2	K12868
51340	CrnKl1	K12869
9716	Aqr	K12874
8896	Bud31	K12873
151903	CcdC12	K12871
57461	Isy1	K12870
51645	PpiL1	K12733
10450	PpiE	K09564
55696	Rbm22	K12872
84811	Bud13	K13106
51634	RbmX2	K13107
79753	SniP1	K13108
22985	AciN1	K12875
7919	Bat1	K12812
9775	Eif4a3	K13025
4116	MagOh	K12877
55110	MagOhb	K12877
5411	Pnn	K13114
9939	Rbm8a	K12876
9984	ThoC1	K12878
57187	ThoC2	K12879
84321	ThoC3	K12880
10189	ThoC4	K12881
51362	Cdc40	K12816
8559	PrpF18	K12817
10569	Slu7	K12819
1659	Dhx8	K12818
9785	Dhx38	K12815
53938	PpiL3	K12734
85313	PpiL4	K12735
9360	PpiG	K09566
23398	PpwD1	K12736
10283	Cwc27	K12737
81576	CcdC130	K13115
51428	Ddx41	K13116
60625	Dhx35	K13117
8220	DgcR14	K13118
26240	Fam50b	K13119
9130	Fam50a	K13119
26017	Fam32a	K13120
118924	Fra10ac1	K13121
2483	Frg1	K13122
55094	GpaTch1	K13123
84292	Wdr83	K13124
51070	NosIp	K13125
26986	PabPc1	K13126
7737	Rnf113a	K13127
24144	TfiP11	K13103
55596	ZccHc8	K13128
6606	Smn1	K13129
6607	Smn2	K13129
8487	Sip1	K13130
11218	Ddx20	K13131
50628	GemIn4	K13132
25929	GemIn5	K13133
79833	GemIn6	K13134
79760	GemIn7	K13135
54960	GemIn8	K13136
11171	StrAp	K13137
26173	IntS1	K13138
57508	IntS2	K13139
65123	IntS3	K13140
92105	IntS4	K13141
80789	IntS5	K13142
26512	IntS6	K13143
25896	IntS7	K13144
55656	IntS8	K13145
55756	IntS9	K13146
55174	IntS10	K13147
54973	CpsF3l	K13148
57117	IntS12	K13149
8161	CoiL	K13150
10285	SmnDc1	K12839
10073	SnuPn	K13151
55954	ZmaT5	K13152
79622	SnrNp25	K13153
85437	ZcrB1	K13154
11066	SnrNp35	K13155
154007	SnrNp48	K13156
55599	RnpC3	K13157
10949	HnrNpa0	K12894
3181	HnrNpa2b1	K13158
3182	HnrNpab	K13044
3184	HnrNpd	K13044
9987	HnrPdl	K13044
22913	RalY	K12895
3185	HnrNpf	K12898
3187	HnrNph1	K12898
3188	HnrNph2	K12898
3189	HnrNph3	K12898
3191	HnrNpl	K13159
92906	HnrPll	K13159
10492	SynCrip	K13160
10236	HnrNpr	K13161
5094	PcbP2	K13162
54039	PcbP3	K13162
57060	PcbP4	K13162
339287	Msl1	K13163
55167	Msl2	K13164
9295	SrsF11	K12899
140890	SreK1	K13165
10147	SugP2	K13166
57466	SfrS15	K13167
11129	ClaSrp	K13168
8227	AkaP17a	K13169
25957	SfrS18	K13170
10250	SrrM1	K13171
23524	SrrM2	K13172
55082	ArgLu1	K13173
9984	ThoC1	K12878
57187	ThoC2	K12879
84321	ThoC3	K12880
10189	ThoC4	K12881
8563	ThoC5	K13174
79228	ThoC6	K13175
80145	ThoC7	K13176
7919	Bat1	K12812
1653	Ddx1	K13177
1654	Ddx3x	K11594
8653	Ddx3y	K11594
10521	Ddx17	K13178
8886	Ddx18	K13179
203522	Ddx26b	K13180
55661	Ddx27	K13181
10212	Ddx39	K13182
79009	Ddx50	K13183
1660	Dhx9	K13184
22907	Dhx30	K13185
5935	Rbm3	K13186
5936	Rbm4	K13187
83759	Rbm4b	K13187
10179	Rbm7	K13188
10432	Rbm14	K13189
29890	Rbm15b	K13190
64783	Rbm15	K13190
22828	Rbm16	K13191
64062	Rbm26	K13192
54439	Rbm27	K13193
103	AdaR	K12968
104	AdaRb1	K13194
11335	Cbx3	K11586
1153	CirBp	K13195
8531	CsdA	K06099
5977	Dpf2	K13196
10643	Igf2bp3	K13197
10657	KhdRbs1	K13198
26135	SerBp1	K13199
55342	StrBp	K13200
7073	TiaL1	K13201
114034	Toe1	K13202
51663	Zfr	K13203
284695	Znf326	K13204
25980	C20Orf4	K13205
84081	CcdC55	K13206
1195	Clk1	K08823
1196	Clk2	K08823
1198	Clk3	K08823
57396	Clk4	K08823
10658	CelF1	K13207
10659	CelF2	K13207
11189	CelF3	K13207
56853	CelF4	K13207
60677	CelF6	K13207
60680	CelF5	K13207
9829	DnaJc6	K09526
22826	DnaJc8	K09528
23317	DnaJc13	K09533
1993	ElaVl2	K13208
1995	ElaVl3	K13208
1996	ElaVl4	K13208
2130	EwsR1	K13209
8570	KhsRp	K13210
8880	FubP1	K13210
8939	FubP3	K13210
94104	GcfC1	K13211
51631	Luc7l2	K13212
9782	MatR3	K13213
4841	NonO	K13214
83714	NriP2	K13215
5499	Ppp1ca	K06269
5500	Ppp1cb	K06269
5501	Ppp1cc	K06269
5511	Ppp1r8	K13216
10419	PrmT5	K02516
8899	PrpF4b	K08827
55015	PrpF39	K13217
5725	PtbP1	K13218
6421	SfpQ	K13219
6732	SrpK1	K08831
6733	SrpK2	K08831
2547	XrcC6	K10884
11193	Wbp4	K13220
79084	Wdr77	K13221
6804	Stx1a	K04560
112755	Stx1b	K08486
2054	Stx2	K08486
6809	Stx3	K08486
6810	Stx4	K13502
415117	Stx19	K08487
8676	Stx11	K08487
8417	Stx7	K08488
23673	Stx12	K13813
203062	TsnAre1	K13814
8675	Stx16	K08489
6811	Stx5	K08490
55014	Stx17	K08491
53407	Stx18	K08492
10490	Vti1b	K08493
143187	Vti1a	K08493
9527	GosR1	K08495
9570	GosR2	K08496
662	BniP1	K08497
10228	Stx6	K08498
8677	Stx10	K08498
9482	Stx8	K08501
10282	Bet1	K08504
51272	Bet1l	K08504
55850	Use1	K08507
6616	SnaP25	K08508
8773	SnaP23	K08508
116841	SnaP47	K08509
9342	SnaP29	K08509
6843	VamP1	K08510
6844	VamP2	K13504
9341	VamP3	K13505
8673	VamP8	K08512
8674	VamP4	K08513
10791	VamP5	K08514
6845	VamP7	K08515
10652	Ykt6	K08516
9554	Sec22b	K08517
134957	StxBp5	K08518
9515	StxBp5l	K08518
29091	StxBp6	K08519
26984	Sec22a	K08520
9117	Sec22c	K08520
5566	PrkAca	K04345
5567	PrkAcb	K04345
5568	PrkAcg	K04345
5613	PrkX	K04345
5592	PrkG1	K07376
5593	PrkG2	K07376
5584	PrkCi	K06069
5590	PrkCz	K06069
5578	PrkCa	K02677
5579	PrkCb	K02677
5582	PrkCg	K02677
5580	PrkCd	K06068
5581	PrkCe	K06068
5583	PrkCh	K06068
5588	PrkCq	K06068
10000	Akt3	K04456
207	Akt1	K04456
208	Akt2	K04456
1760	DmpK	K08788
6093	RocK1	K04514
9475	RocK2	K04514
131890	Grk7	K00909
6011	Grk1	K00909
156	AdrBk1	K00910
157	AdrBk2	K00910
2868	Grk4	K08291
2869	Grk5	K08291
2870	Grk6	K08291
22983	MasT1	K08789
23031	MasT3	K08789
23139	MasT2	K08789
375449	MasT4	K08789
11329	Stk38	K08790
23012	Stk38l	K08790
26524	LatS2	K08791
9113	LatS1	K08791
5170	PdpK1	K06276
29941	Pkn3	K06071
5585	Pkn1	K06071
5586	Pkn2	K06071
27330	Rps6ka6	K04373
6195	Rps6ka1	K04373
6196	Rps6ka2	K04373
6197	Rps6ka3	K04373
6198	Rps6kb1	K04688
6199	Rps6kb2	K04688
8986	Rps6ka4	K04445
9252	Rps6ka5	K04445
6446	Sgk1	K13302
10110	Sgk2	K13303
23678	Sgk3	K13304
202374	Stk32a	K08793
282974	Stk32c	K08793
55351	Stk32b	K08793
57118	CamK1d	K08794
57172	CamK1g	K08794
8536	CamK1	K08794
814	CamK4	K05869
139728	PncK	K08795
815	CamK2a	K04515
816	CamK2b	K04515
817	CamK2d	K04515
818	CamK2g	K04515
84446	BrsK1	K08796
9024	BrsK2	K08796
1111	CheK1	K02216
30811	HunK	K08797
2011	MarK2	K08798
4139	MarK1	K08798
4140	MarK3	K08798
57787	MarK4	K08798
9833	MelK	K08799
81788	NuaK2	K08800
9891	NuaK1	K08800
23178	PasK	K08801
5562	PrkAa1	K07198
5563	PrkAa2	K07198
54861	SnrK	K08802
6794	Stk11	K07298
1612	DapK1	K08803
1613	DapK3	K08803
23604	DapK2	K08803
9262	Stk17b	K08804
9263	Stk17a	K08804
166614	DclK2	K08805
9201	DclK1	K08805
9261	MapKapk2	K04443
7867	MapKapk3	K04444
8550	MapKapk5	K04442
2872	MknK2	K04372
8569	MknK1	K04372
4638	MylK	K00907
85366	MylK2	K00907
91807	MylK3	K00907
5260	PhkG1	K00871
5261	PhkG2	K00871
5292	Pim1	K04702
11040	Pim2	K08806
415116	Pim3	K08807
23683	PrkD3	K06070
25865	PrkD2	K06070
5587	PrkD1	K06070
5681	PskH1	K08808
85481	PskH2	K08808
11200	CheK2	K06641
10290	SpeG	K08809
7204	TriO	K08810
8997	KalRn	K08810
23617	TssK2	K08811
283629	TssK4	K08811
81629	TssK3	K08811
83942	TssK1b	K08811
83983	TssK6	K08811
79012	CamKv	K08812
8573	CasK	K06103
65975	Stk33	K08813
10221	TriB1	K08814
28951	TriB2	K08814
57761	TriB3	K08814
122011	CsnK1a1l	K08957
1452	CsnK1a1	K08957
1455	CsnK1g2	K08958
1456	CsnK1g3	K08958
53944	CsnK1g1	K08958
1453	CsnK1d	K08959
1454	CsnK1e	K08960
1457	CsnK2a1	K03097
1459	CsnK2a2	K03097
146057	TtbK2	K08815
84630	TtbK1	K08815
51231	Vrk3	K08816
7443	Vrk1	K08816
7444	Vrk2	K08816
23552	Cdk20	K08817
728642	Cdk11a	K08818
984	Cdk11b	K08818
983	Cdk1	K02087
1017	Cdk2	K02206
1018	Cdk3	K02088
1019	Cdk4	K02089
1020	Cdk5	K02090
1021	Cdk6	K02091
1022	Cdk7	K02202
1024	Cdk8	K02208
23097	Cdk19	K02208
1025	Cdk9	K02211
8558	Cdk10	K02449
51755	Cdk12	K08819
8621	Cdk13	K08819
5127	Cdk16	K08820
5128	Cdk17	K08820
5129	Cdk18	K08820
5218	Cdk14	K08821
65061	Cdk15	K08821
5594	MapK1	K04371
5595	MapK3	K04371
5596	MapK4	K06855
5597	MapK6	K06855
5598	MapK7	K04464
5599	MapK8	K04440
5601	MapK9	K04440
5602	MapK10	K04440
1432	MapK14	K04441
5600	MapK11	K04441
5603	MapK13	K04441
6300	MapK12	K04441
51701	Nlk	K04468
225689	MapK15	K08293
2931	Gsk3a	K08822
2932	Gsk3b	K03083
1195	Clk1	K08823
1196	Clk2	K08823
1198	Clk3	K08823
57396	Clk4	K08823
344387	CdkL4	K08824
51265	CdkL3	K08824
6792	CdkL5	K08824
8814	CdkL1	K08824
8999	CdkL2	K08824
1859	DyrK1a	K08825
8444	DyrK3	K08825
8445	DyrK2	K08825
8798	DyrK4	K08825
9149	DyrK1b	K08825
10114	HipK3	K08826
204851	HipK1	K08826
28996	HipK2	K08826
8899	PrpF4b	K08827
22858	Ick	K08828
4117	Mak	K08829
5891	RagE	K08830
6732	SrpK1	K08831
6733	SrpK2	K08831
26576	SrpK3	K08832
5604	Map2k1	K04368
5605	Map2k2	K04369
5606	Map2k3	K04432
6416	Map2k4	K04430
5607	Map2k5	K04463
5608	Map2k6	K04433
5609	Map2k7	K04431
11184	Map4k1	K04408
5871	Map4k2	K04414
8491	Map4k3	K04406
9448	Map4k4	K04407
11183	Map4k5	K08833
50488	MinK1	K04413
140469	Myo3b	K08834
53904	Myo3a	K08834
9943	OxsR1	K08835
5058	Pak1	K04409
5062	Pak2	K04410
5063	Pak3	K05733
10298	Pak4	K05734
56924	Pak6	K05735
57144	Pak7	K05736
9748	Slk	K08836
6788	Stk3	K04412
6789	Stk4	K04411
6793	Stk10	K08837
8428	Stk24	K08838
10494	Stk25	K08839
51347	TaoK3	K04429
57551	TaoK1	K04429
9344	TaoK2	K04429
23043	TniK	K08840
4214	Map3k1	K04416
10746	Map3k2	K04420
4215	Map3k3	K04421
4216	Map3k4	K04428
4217	Map3k5	K04426
9064	Map3k6	K04425
389840	Map3k15	K13986
1326	Map3k8	K04415
9020	Map3k14	K04466
3654	IraK1	K04730
3656	IraK2	K04731
11213	IraK3	K04732
51135	IraK4	K04733
3984	LimK1	K05743
3985	LimK2	K05744
7016	TesK1	K08841
10420	TesK2	K08842
79705	LrrK1	K08843
120892	LrrK2	K08844
6885	Map3k7	K04427
4293	Map3k9	K04417
4294	Map3k10	K04418
4296	Map3k11	K04419
7786	Map3k12	K04423
9175	Map3k13	K04422
51776	Zak	K04424
369	AraF	K08845
673	BraF	K04365
5894	Raf1	K04366
8737	RipK1	K02861
8767	RipK2	K08846
11035	RipK3	K08847
54101	RipK4	K08848
90	AcvR1	K04675
94	AcvRl1	K13594
91	AcvR1b	K13567
130399	AcvR1c	K13568
657	BmpR1a	K04673
658	BmpR1b	K13578
7046	TgfBr1	K04674
92	AcvR2a	K04670
93	AcvR2b	K13596
269	AmhR2	K04672
659	BmpR2	K04671
7048	TgfBr2	K04388
3611	Ilk	K06272
197259	MlkL	K08849
55159	RfwD3	K08849
6790	AurKa	K11481
9212	AurKb	K11479
6795	AurKc	K11480
699	Bub1	K02178
701	Bub1b	K06637
112858	Tp53rk	K08851
10645	CamKk2	K07359
84254	CamKk1	K07359
8317	Cdc7	K02214
1457	CsnK2a1	K03097
1459	CsnK2a2	K03097
1147	ChuK	K04467
3551	IkbKb	K07209
8517	IkbKg	K07210
9641	IkbKe	K07211
29110	Tbk1	K05410
2081	Ern1	K08852
10595	Ern2	K11715
4342	Mos	K04367
22848	Aak1	K08853
55589	Bmp2k	K08854
2580	Gak	K08855
8576	Stk16	K08856
10783	Nek6	K08857
140609	Nek7	K08857
284086	Nek8	K08857
341676	Nek5	K08857
4750	Nek1	K08857
4751	Nek2	K08857
4752	Nek3	K08857
6787	Nek4	K08857
79858	Nek11	K08857
91754	Nek9	K08857
388228	Sbk1	K08858
65018	PinK1	K05688
140901	Stk35	K08859
27102	Eif2ak1	K08860
440275	Eif2ak4	K08860
5610	Eif2ak2	K08860
9451	Eif2ak3	K08860
5347	Plk1	K06631
10769	Plk2	K08861
1263	Plk3	K08862
10733	Plk4	K08863
11011	Tlk2	K08864
9874	Tlk1	K08864
55872	Pbk	K08865
7272	Ttk	K08866
27148	Stk36	K06228
25989	Ulk3	K08269
8408	Ulk1	K08269
9706	Ulk2	K08269
30849	Pik3r4	K08333
9088	PkmYt1	K06633
494551	Wee2	K06632
7465	Wee1	K06632
65125	Wnk1	K08867
65266	Wnk4	K08867
65267	Wnk3	K08867
65268	Wnk2	K08867
5163	Pdk1	K12077
5164	Pdk2	K00898
5165	Pdk3	K00898
5166	Pdk4	K00898
10295	BckDk	K00905
115701	AlpK2	K08868
57538	AlpK3	K08868
80216	AlpK1	K08868
140803	TrpM6	K04981
54822	TrpM7	K04982
29904	Eef2k	K08292
203054	AdcK5	K08869
56997	AdcK3	K08869
57143	AdcK1	K08869
79934	AdcK4	K08869
90956	AdcK2	K08869
11344	Twf2	K08870
5756	Twf1	K08870
6046	Brd2	K08871
83732	RioK1	K07178
55781	RioK2	K07179
8780	RioK3	K08872
472	Atm	K04728
545	Atr	K06640
2475	MtoR	K07203
5591	PrkDc	K06642
23049	Smg1	K08873
8295	TrrAp	K08874
29959	NrbP1	K08875
340371	NrbP2	K08875
57410	ScyL1	K08876
127933	UhmK1	K08877
613	Bcr	K08878
26353	HspB8	K08879
8859	Stk19	K08880
138474	Taf1l	K03125
6872	Taf1	K03125
8805	TriM24	K08881
10155	TriM28	K08882
51592	TriM33	K08883
10922	FasTk	K08290
8711	Tnk1	K08885
10188	Tnk2	K08886
25	Abl1	K06619
27	Abl2	K08887
1445	Csk	K05728
4145	MatK	K08888
5747	Ptk2	K05725
2185	Ptk2b	K05871
2241	Fer	K08889
2242	Fes	K07527
3716	Jak1	K11217
3717	Jak2	K04447
3718	Jak3	K11218
7297	Tyk2	K11219
640	Blk	K08890
2268	Fgr	K08891
2444	Frk	K08892
2534	Fyn	K05703
3055	Hck	K08893
4067	Lyn	K05854
3932	Lck	K05856
5753	Ptk6	K08894
6714	Src	K05704
6725	SrmS	K08895
7525	Yes1	K05705
6850	Syk	K05855
7535	Zap70	K07360
660	Bmx	K08896
695	Btk	K07370
3702	Itk	K07363
7006	Tec	K07364
7294	Txk	K08016
4058	Ltk	K05118
238	Alk	K05119
558	Axl	K05115
7301	TyrO3	K05116
10461	MerTk	K05117
780	Ddr1	K05124
4921	Ddr2	K05125
1956	EgfR	K04361
2064	ErbB2	K05083
2065	ErbB3	K05084
2066	ErbB4	K05085
2041	EphA1	K05102
1969	EphA2	K05103
2042	EphA3	K05104
2043	EphA4	K05105
2044	EphA5	K05106
285220	EphA6	K05107
2045	EphA7	K05108
2046	EphA8	K05109
284656	EphA10	K08897
2047	EphB1	K05110
2048	EphB2	K05111
2049	EphB3	K05112
2050	EphB4	K05113
2051	EphB6	K05114
2260	FgfR1	K04362
2263	FgfR2	K05093
2261	FgfR3	K05094
2264	FgfR4	K05095
3645	InsRr	K05086
3643	InsR	K04527
3480	Igf1r	K05087
3482	Igf2r	K06564
6098	Ros1	K05088
22853	LmtK2	K08898
114783	LmtK3	K08899
4233	Met	K05099
4486	Mst1r	K05100
4593	MusK	K05129
5156	PdgFra	K04363
5159	PdgFrb	K05089
1436	Csf1r	K05090
3815	Kit	K05091
2322	Flt3	K05092
5754	Ptk7	K05127
5979	Ret	K05126
4919	Ror1	K05122
4920	Ror2	K05123
6259	Ryk	K05128
7075	Tie1	K05120
7010	Tek	K05121
4914	NtrK1	K03176
4915	NtrK2	K04360
4916	NtrK3	K05101
2321	Flt1	K05096
2324	Flt4	K05097
3791	Kdr	K05098
941	Cd80	K05412
942	Cd86	K05413
940	Cd28	K06470
1493	CtlA4	K06538
940	Cd28	K06470
1493	CtlA4	K06538
941	Cd80	K05412
942	Cd86	K05413
29126	Cd274	K06745
80380	PdcD1lg2	K06708
79679	VtcN1	K06747
5133	PdcD1	K06744
5133	PdcD1	K06744
151888	BtlA	K06707
23308	IcoSlg	K06710
29851	IcoS	K06713
965	Cd58	K06492
962	Cd48	K06479
966	Cd59	K04008
914	Cd2	K06449
3932	Lck	K05856
2534	Fyn	K05703
914	Cd2	K06449
8832	Cd84	K06511
3683	ItgAl	K05718
3689	ItgB2	K06464
3684	ItgAm	K06461
3689	ItgB2	K06464
6693	Spn	K06477
3683	ItgAl	K05718
3689	ItgB2	K06464
3684	ItgAm	K06461
3689	ItgB2	K06464
3683	ItgAl	K05718
3689	ItgB2	K06464
3681	ItgAd	K06594
3689	ItgB2	K06464
6693	Spn	K06477
5788	PtpRc	K06478
925	Cd8A	K06458
926	Cd8B	K06459
920	Cd4	K06454
214	AlcAm	K06547
923	Cd6	K06456
3108	Hla-dma	K06752
3109	Hla-dmb	K06752
3111	Hla-doa	K06752
3112	Hla-dob	K06752
3113	Hla-dpa1	K06752
3115	Hla-dpb1	K06752
3117	Hla-dqa1	K06752
3118	Hla-dqa2	K06752
3119	Hla-dqb1	K06752
3122	Hla-dra	K06752
3123	Hla-drb1	K06752
3125	Hla-drb3	K06752
3126	Hla-drb4	K06752
3127	Hla-drb5	K06752
3105	Hla-a	K06751
3106	Hla-b	K06751
3107	Hla-c	K06751
3133	Hla-e	K06751
3134	Hla-f	K06751
3135	Hla-g	K06751
3105	Hla-a	K06751
3106	Hla-b	K06751
3107	Hla-c	K06751
3133	Hla-e	K06751
3134	Hla-f	K06751
3135	Hla-g	K06751
5817	Pvr	K06539
5819	PvrL2	K06531
3683	ItgAl	K05718
3689	ItgB2	K06464
4684	NcaM1	K06491
4685	NcaM2	K06491
3897	L1cAm	K06550
1463	NcaN	K06794
6900	CntN2	K06760
2260	FgfR1	K04362
2264	FgfR4	K05095
375790	AgrN	K06254
3958	LgaLs3	K06831
6091	RobO1	K06753
6585	SliT1	K06838
9353	SliT2	K06839
6092	RobO2	K06754
6585	SliT1	K06838
9353	SliT2	K06839
4897	NrcAm	K06756
1272	CntN1	K06759
6900	CntN2	K06760
3897	L1cAm	K06550
1272	CntN1	K06759
3897	L1cAm	K06550
6900	CntN2	K06760
4684	NcaM1	K06491
4685	NcaM2	K06491
23114	NfaSc	K06757
3678	ItgA5	K06484
3688	ItgB1	K05719
3685	ItgAv	K06487
3690	ItgB3	K06493
1272	CntN1	K06759
6900	CntN2	K06760
1463	NcaN	K06794
2260	FgfR1	K04362
3371	Tnc	K06252
63923	Tnn	K06252
7143	Tnr	K06252
7148	TnxB	K06252
3958	LgaLs3	K06831
10371	SemA3a	K06840
10512	SemA3c	K06840
223117	SemA3d	K06840
56920	SemA3g	K06840
6405	SemA3f	K06840
7869	SemA3b	K06840
9723	SemA3e	K06840
3897	L1cAm	K06550
4897	NrcAm	K06756
23114	NfaSc	K06757
4684	NcaM1	K06491
4685	NcaM2	K06491
4897	NrcAm	K06756
3897	L1cAm	K06550
6900	CntN2	K06760
