KO number	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
K00688	710943.17	129381.16	3034259	5542784.4	14534392	889547.12	4750400.7	1115305.4	160298.14	1741276.9	499401.12	598301.42	552149.33	738677.79	198004.61	13483866	751630.79	159174.09	2408016.1	3458883.6	155081.29	32838.386	336981.62	1750951.8	43534.812	157775.06	131888.02	590213.4
K01809	103546.1	26713.948	164539.01	66666.667	1070922	465721.04	143971.63	71631.206	82742.317	81087.47	135460.99	1555555.6	936170.21	496453.9	73995.272	160756.5	30732.861	14566.903	32387.707	676122.93	75650.118	30260.047	95744.681	286052.01	5311.3475	45862.884	37825.059	38534.279
K05305	5312.8571	NaN	20171.714	7358.2857	206857.14	70571.429	NaN	31428.571	NaN	4365.1429	758.65714	110285.71	102571.43	31714.286	7808.2857	24499.143	5340.8571	NaN	NaN	44571.429	NaN	4310	NaN	NaN	1149.4	3247.4286	1805.8	2703.6857
K07966	4890.4762	915.88972	4882.9574	44360.902	13283.208	24676.19	NaN	15469.424	6598.9975	9182.7068	NaN	42857.143	23319.048	26065.163	3363.9098	7455.1378	3073.4336	378.84712	NaN	NaN	2268.4461	NaN	31829.574	14089.975	613.78446	1635.0376	577.79449	3270.1754
K01784	9915.2738	585.44669	796.62824	96541.787	NaN	155907.78	NaN	23455.331	NaN	2073.0836	23309.51	258789.63	628242.07	16352.45	2595.6196	26497.406	NaN	161.52161	NaN	NaN	776.10951	9268.2997	NaN	NaN	NaN	3519.8847	NaN	3991.3545
K03331	119672.13	23054.508	51639.344	33782.787	157786.89	190573.77	15166.803	99590.164	2171.6393	11594.262	34054.098	154508.2	247950.82	905737.7	512295.08	1442623	606557.38	10736.475	9424.1803	23293.443	100000	144672.13	81967.213	155327.87	15141.803	82786.885	43442.623	22583.607
K01092	1143820.5	1129197.5	1866307.3	1421427.9	6284335.9	1349812.3	108379.45	1337197.8	402513.38	471216.97	164004.4	2307430.6	2614550	1166833.1	200122	420359.93	664661.22	138902.1	417652.28	4846450.3	339460.97	149819.49	140319.71	4111252.3	224696.42	752922.94	373101.36	250824.5
K11809	4645.7327	49758.454	305958.13	12892.754	3075684.4	25764.895	2344.4444	18518.519	72946.86	89371.981	1247.7456	62479.871	55233.494	4971.8196	148.21256	16425.121	45732.689	87600.644	818.9694	924315.62	85346.216	NaN	525.781	96296.296	NaN	23993.559	763.60709	5383.4138
K00011	88829114	1216703.8	3405063.3	5107594.9	12215190	7303797.5	4849683.5	6408227.8	2595569.6	2498417.7	4492405.1	20579114	15047468	5908227.8	6330063.3	2552848.1	5129746.8	333063.61	1768670.9	12722353	2321202.5	1744692.1	2886708.9	36588608	904746.84	4520603.5	1235283.2	5827531.6
K00012	125557.81	24949.29	22920.892	41582.15	121703.85	7079107.5	21501.014	1926977.7	66734.28	68559.838	30425.963	12312373	3955375.3	492900.61	162474.65	3813387.4	61866.126	5153.9554	18753.753	192089.25	29614.604	15869.371	10175.862	92900.609	80324.544	25354.97	27586.207	92292.089
K03103	8300.8316	1211.2266	NaN	NaN	65904.366	33679.834	1800.8108	14680.665	42619.543	156.31809	NaN	31185.031	23284.823	NaN	1860.5405	23284.823	NaN	NaN	4245.3222	6184.1996	NaN	2118.0873	NaN	74428.274	NaN	4093.763	2647.1933	1289.4595
K00008	1047619	79831.933	484593.84	276470.59	1022409	1380952.4	99159.664	1969187.7	36974.79	294117.65	124929.97	2969187.7	6526610.6	19299720	5602240.9	38655462	658263.31	39775.91	13578.431	649859.94	86554.622	1338935.6	44257.703	1226890.8	68067.227	490196.08	54341.737	185714.29
K01196	149142.86	11839.429	388571.43	934285.71	1088571.4	90857.143	997142.86	120571.43	65428.571	111142.86	77142.857	95714.286	38000	165142.86	22908.286	6714285.7	27807.429	12133.714	195714.29	545714.29	13219.143	563	88571.429	72000	934.68571	28571.429	7629.7143	83428.571
K01194	NaN	NaN	NaN	NaN	626.96181	NaN	NaN	NaN	68.902778	NaN	NaN	364583.33	104513.89	13284.896	1077.1007	799.72222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01195	72993.827	2150.1543	3560.1852	52160.494	31018.519	51697.531	1035.8796	34722.222	2801.0802	7698.6111	5997.0679	182098.77	182098.77	36574.074	3230.4012	182098.77	17129.63	817.9321	232.90123	5773.1481	13003.086	1970.3704	3130.5556	141975.31	1043.9969	13710.185	4471.9136	2241.6667
K01203	68879.668	23433.195	28730.29	61825.726	282157.68	60995.851	11378.838	38714.938	6494.6058	103319.5	69709.544	27178423	24771784	252697.1	29349.378	34197.095	84232.365	9114.9378	134024.9	98340.249	16155.187	29397.095	28036.515	92116.183	12834.44	105809.13	28909.959	18594.606
K00914	632.69448	195.26494	3367.1928	NaN	40586.246	3047.8016	2265.389	1491.8828	18940.248	764.38557	NaN	3088.726	9387.9369	144.96054	NaN	1071.7587	5260.0902	82.133033	NaN	92897.407	3098.6471	364.17136	396.95603	43291.995	395.19729	8417.0237	920.14656	1025.1071
K00911	NaN	4944.0087	6357.5163	NaN	411764.71	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6005.2288	7128.976	NaN	98692.81	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13711	NaN	NaN	10280.585	NaN	7938.6221	NaN	567.18163	NaN	NaN	NaN	2924.4259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00920	140013.4	295097.36	484942.92	41532.243	4366832.8	142533.04	14381.307	107365.42	16044.488	86692.935	10911.218	10145.044	247109.01	696653.91	220029.11	205711.49	144039.07	84208.171	18064.513	3097195.2	46812.909	12697.358	59088.865	2031558.1	17472.77	159090.39	72400.553	65909.502
K01858	162836.62	9878.6355	117594.25	126750.45	184919.21	211849.19	6914.0036	100000	337522.44	39856.373	11747.217	563734.29	380610.41	271095.15	90843.806	58886.894	80969.479	15300.718	76.522442	328545.78	89946.14	30879.713	18671.454	888689.41	23877.917	66606.822	38958.707	72710.952
K00078	1186186.2	114414.41	103003	3093093.1	1069069.1	84084.084	220420.42	165165.17	9245.9459	74774.775	190690.69	84684.685	74474.474	315315.32	213513.51	3603603.6	444444.44	34834.835	58558.559	172972.97	136036.04	9811.7117	26381.982	462462.46	26963.964	82582.583	33933.934	684684.68
K00854	259.87296	NaN	NaN	785.77132	11913.612	1319.1652	NaN	NaN	NaN	2375.4991	NaN	27586.207	11682.033	702359.35	88384.755	156261.34	NaN	NaN	NaN	2691.1071	1018.7114	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01189	9793.3174	NaN	6706.4439	2621.957	19697.613	42720.764	78.637232	1600.3819	900.04773	2183.5322	350.95465	17950.835	46778.043	6807.1599	NaN	13965.632	5100.2387	NaN	NaN	8730.5489	4283.5322	236.05251	NaN	50119.332	NaN	1338.1623	2509.3079	643.36516
K15909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00922	9757.6055	24560.293	4257.4692	17580.551	53466.633	7749.8127	751.89135	45258.854	25246.278	15823.97	7595.1749	69187.842	50763.733	86060.874	15286.128	74134.041	19974.874	5904.7753	NaN	83687.487	9306.2268	3352.6217	15829.777	6486.4232	10112.36	11626.403	5382.9352	14352.667
K00923	82443.654	NaN	4516.548	264.32384	8778.1732	10260.973	17081.851	31791.222	NaN	54.386121	NaN	15065.243	22360.617	12514.828	25978.648	16370.107	1612.7521	NaN	NaN	9845.7888	NaN	13879.004	15895.611	3510.1423	NaN	326.25148	106.64294	4906.4057
K00999	NaN	NaN	17454.46	NaN	78403.756	5576.5258	NaN	81220.657	28915.023	NaN	NaN	198591.55	188732.39	16573.709	NaN	1557.3239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00846	590604.03	103355.7	523489.93	148993.29	630872.48	121812.08	170805.37	392617.45	43288.591	90604.027	101677.85	11308725	6073825.5	5000000	3194630.9	9865771.8	159060.4	49664.43	167785.23	313422.82	20301.007	156040.27	172483.22	402684.56	29289.597	75167.785	35906.04	33392.953
K00849	260241.35	9449.2236	62768.018	177976.64	494555.45	1027213.8	35032.787	227416.54	77850.992	48599.247	22483.148	456230.25	861244.82	709953.2	296930.39	522528.17	176792.17	15666.771	1375.8079	219901.1	63891.33	124111.84	65465.005	1046058.1	25287.762	282944.86	77220.541	134411.82
K01229	26.830571	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2308571.4	7457142.9	NaN	NaN	NaN	NaN	NaN	NaN	134571.43	NaN	NaN	NaN	NaN	48285.714	17178.571	NaN	23372.286
K01711	119623.66	40053.763	128494.62	143010.75	766129.03	5698924.7	165053.76	3091397.8	121774.19	65591.398	50268.817	6908602.2	9865591.4	454301.08	61021.505	123387.1	180913.98	55107.527	88440.86	556451.61	123655.91	416666.67	491935.48	620967.74	223655.91	156182.8	113172.04	91129.032
K02377	131775.7	72897.196	140809.97	311526.48	260747.66	1772585.7	23919.938	953271.03	266043.61	117445.48	30447.975	2429906.5	1943925.2	495327.1	105607.48	492211.84	176012.46	28853.894	31464.174	348909.66	71028.037	619937.69	635514.02	1168224.3	100311.53	220872.27	71339.564	66355.14
K01099	3449.604	14581.388	461898.02	16954.631	2622942.8	9349.7724	23109.833	4723.5705	33370.323	17026.684	8128.9956	32135.438	26620.076	4639.9619	22452.292	5460.737	17614.05	31427.289	42555.556	1541843.9	8160.3275	1852.3507	106.89962	122666.53	8094.5556	355.29225	4432.4534	10044.83
K01176	5216.8297	1059.3151	1484.5205	15998.043	12855.969	NaN	12832.485	2248.9237	NaN	NaN	NaN	2009.3933	1884.3249	16369.472	2018.3953	19169.472	7105.4795	396.20352	NaN	NaN	551.17417	1446.4384	4698.6301	4496.8689	NaN	457.41683	723.15068	20352.25
K13247	146394.98	32601.881	72413.793	88714.734	689655.17	686520.38	17819.749	142946.71	10043.26	54545.455	13062.382	3260188.1	3228840.1	3918495.3	1285266.5	429467.08	70532.915	7651.4107	12646.395	203761.76	114106.58	11941.693	18108.15	448275.86	9716.3009	123510.97	26728.213	71159.875
K00699	51281.977	14765.274	5625.2348	20008.02	137209.43	824131.05	26483.723	781738.33	1535.3107	20557.003	8412.1251	20193132	12327111	745322.05	54106.2	9825793.7	68470.756	3389.1991	7694.6893	7404.2951	60144.045	1651.3371	4718.4475	24105.461	25909.026	9866.7861	9458.7126	43786.095
K00700	139316.24	524.58689	36752.137	762108.26	131054.13	29487.179	145299.15	62678.063	5125.9259	28347.578	4045.584	34900.285	30341.88	101709.4	18945.869	1566951.6	59116.809	2392.8775	3642.1652	49430.199	12509.259	1839.6011	7730.6268	53276.353	626.23932	23931.624	305.79772	196581.2
K00965	927.01847	494.4591	1350	3346.7018	2173.5356	8034.3008	2754.0897	644.6438	460.68602	3831.6623	2658.8391	184432.72	97889.182	13954.881	13937.731	245646.44	12137.467	1229.7098	NaN	16811.609	NaN	NaN	352.66491	9089.4459	371.31926	3744.3272	1118.4169	NaN
K00966	29073.571	6483.8968	27192.619	26558.889	111111.11	153238.02	3598.0556	50555.556	17645.556	12343.333	12338.611	601111.11	717063.49	51666.667	23196.667	107222.22	23022.222	5504.7222	2547.6944	137182.54	29533.611	200873.02	213611.11	187579.37	17474.444	25559.048	21112.897	16291.429
K00963	893700.79	921259.84	1062992.1	2797251.4	3602362.2	3070866.1	1685039.4	1748031.5	232283.46	549212.6	854330.71	1948818.9	2598425.2	2381889.8	460402.17	9260035.8	433070.87	175984.25	765748.03	2854330.7	251968.5	137598.43	635826.77	907480.31	311023.62	303149.61	232283.46	852362.2
K08678	4272.1429	1552.0476	168.23333	985.66667	12240	7623.8095	NaN	NaN	NaN	NaN	313.47619	NaN	NaN	8360.2381	155.83571	3461.1905	NaN	NaN	NaN	6159.7619	NaN	208.98571	NaN	1117.881	NaN	448.90476	1233.8571	407.28571
K01112	1943852.7	2308856.3	3070468.5	1274809.7	6492818.3	517353.79	2944733.2	1422209.4	1406700.7	2711016.7	2678776.2	1847649.2	1880834.9	6181178.2	976590.45	637190.83	909608.69	1232405.7	2879251.5	3967575.3	595192.69	694885.78	288751	3202564.1	420532.29	1126929.5	331802.15	270290.73
K01110	5056.0794	6295.7816	25310.174	7627.7916	60794.045	11037.717	678.98263	8230.5211	16985.112	743.67246	3860.794	15577.916	24791.315	2688.5856	191.2928	7874.1935	21273.201	NaN	NaN	38461.538	1331.2159	666.84864	NaN	NaN	NaN	8649.3797	NaN	6924.8139
K01116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00889	891.04387	192133.13	180030.26	7896.2179	1014305.1	3099.3704	NaN	10583.51	3629.652	19515.885	1194.5688	12483.02	21083.885	9179.1225	5412.8593	7595.0076	23751.891	39788.2	2184.7201	1459909.2	1580.938	301.19516	NaN	21936.46	972.07262	3160.9682	1697.2769	728.75946
K00888	62857.143	36285.714	333037.52	106041.82	1911810.2	39184.996	1315.3714	94739.531	28613.195	40789.916	8936.4734	139702.38	242373.42	168051.82	12652.352	110105.11	100285.71	42285.714	423.17143	671428.57	19740.286	1100.1714	26439.429	86571.429	NaN	8500.2857	752.65714	44285.714
K12316	3753.5152	9098.1112	10041.868	NaN	86673.662	2150.9969	NaN	1673.872	NaN	1118.7828	NaN	8641.9727	1726.8625	10380.063	NaN	32948.583	NaN	3955.8237	1662.3295	2059.4963	5047.3242	585.12067	NaN	12696.747	1184.0504	1588.1427	3758.0273	NaN
K12317	7544.4321	1018.5746	7179.6214	21937.639	30512.249	11469.933	4461.0245	5058.3519	22048.998	5136.4143	176.35857	24387.528	16703.786	31959.911	8021.0468	44432.071	13028.953	NaN	2372.6058	25055.679	10304.677	53118.04	13251.67	144766.15	13697.105	5073.3853	12138.085	10631.849
K17497	588702.26	119326.86	240259.29	788757.81	1251088.3	4397708.8	67768.595	2409090.9	251652.89	144406.88	143189.37	2778450.2	3653440.9	1207125.5	240495.87	1315063.2	442148.76	20148.747	55450.372	523364.46	174793.39	331818.18	1739669.4	3123966.9	146280.99	412809.92	207438.02	362396.69
K12047	23950	9877.1429	20616.857	11232.571	45142.857	80857.143	3394.2857	14808	506.14286	8394	72285.714	9142857.1	7657142.9	73714.286	3625.4286	47142.857	42571.429	3063.4286	21070.571	63714.286	21413.429	52285.714	3098	200857.14	1503.5429	23884.286	7031.1429	29714.286
K01839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00469	28475.439	12695.088	10487.719	12462.807	43859.649	17623.86	6746.6667	10358.246	2801.4386	45263.158	8681.7544	10969.123	8081.0526	6561403.5	1800000	20012.281	5681.0526	6302.4561	NaN	7556.4912	3133.2632	3430.807	3086.5263	25307.719	1978.4912	2451.7544	3249.2982	5433.6842
K01051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14634	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00100	291950.46	10056.347	8810.5263	30255.108	84210.526	45201.238	30834.365	79876.161	NaN	15791.331	20634.675	34674.923	98452.012	814241.49	120743.03	41795666	154179.57	2171.8266	3910.5263	25838.39	62848.297	46439.628	13290.093	10543.653	11028.173	23347.368	26504.644	17389.474
K00754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00103	NaN	337.59091	NaN	25909.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2977272.7	NaN	NaN	NaN	NaN	2954.7727	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01512	1750428.8	4903278.1	4141985.9	7240613.7	12334763	669982.85	4089403.5	559977.13	210101.01	1088240.9	7764189.1	872727.27	846973.59	5168381.9	1092624.4	536315.99	568162.76	316523.73	12377282	10407185	505965.31	509415.47	305955.78	4628930.8	452839.72	492586.58	602811.13	1368782.2
K01069	1718446.6	3851132.7	4174757.3	3786407.8	12200647	2016181.2	883495.15	812297.73	156310.68	1197411	695792.88	8122977.3	7119741.1	9805825.2	4239482.2	19514563	1197411	954692.56	634304.21	12265372	122977.35	1346278.3	417475.73	4724919.1	352750.81	1556634.3	135275.08	359223.3
K01067	NaN	872.28417	NaN	118.51619	225.07194	NaN	NaN	532.6259	NaN	382.53597	189.6223	48021.583	61510.791	318345.32	18525.18	544964.03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00029	15302825	220082.9	864774.46	9920610.8	4202137.3	571873.28	520989.44	2313889	82457.139	666442.83	382751.35	1041336.7	614016.42	3385599.5	720262.35	9325844.9	704490.58	138979.07	224628.01	1470603.9	939190.04	97727.273	143939.01	474427.63	184831.35	1266729.5	90749.995	7204433
K00027	16589.862	24884.793	114592.93	9310.4455	539170.51	648233.49	1482.2581	288786.48	54992.32	77112.135	1743.6252	2995391.7	4639016.9	78033.794	11820.584	34408.602	37634.409	15821.813	25960.061	78033.794	83256.528	6443.0108	1005.5146	473118.28	21198.157	39170.507	16129.032	16589.862
K01759	1668478.3	2163043.5	3076087	1923913	10706522	1630434.8	771739.13	2000000	248369.57	2815217.4	1070652.2	6358695.7	5815217.4	3391304.3	967391.3	14891304	1864130.4	646739.13	281521.74	5760869.6	377173.91	351086.96	163043.48	2320652.2	173913.04	480978.26	119565.22	760869.57
K00925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02160	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
