Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Stress Response	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.3785	0.7486	0.7819	0.8233	0.8179	0.4216	0.2259	0.3226	0.4802	0.44	0.2715	0.4515	0.4748	0.8915	1.047	1.195	0.5329	0.8525	0.211	0.7184	0.4927	0.4801	0.6089	0.6022	0.4202	0.736	0.5096	0.7068
-Cytoskeleton	Environmental Information Processing	0.5414	2.692	2.919	0.8586	2.207	1.47	2.881	1.111	1.404	2.56	0.6693	0.9835	1.231	0.8451	1.018	0.8836	1.23	3.34	6.849	1.568	0.9049	1.445	1.371	1.026	1.733	1.476	1.36	0.8597
-Cell Motility	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.2923	0.944	0.4553	0.3646	0.5216	0.3012	0.1405	0.3118	0.3244	0.3584	0.1932	0.2175	0.1988	0.2398	0.3722	0.291	0.3096	0.7699	0.09223	0.3316	0.2505	0.228	0.2757	0.1993	0.3233	0.3341	0.4499	0.2533
-Cell Communication	Environmental Information Processing	0.2746	0.1841	0.2026	0.5716	0.2413	0.6687	6.842	2.205	0.3911	1.233	0.426	0.4555	0.4569	0.4203	0.3042	0.4279	0.7943	0.1922	10.02	0.145	0.6636	0.1588	0.794	0.6414	0.4111	0.3167	0.6663	0.4269
Metabolism	Environmental Information Processing	6.737	5.216	7.187	20.76	5.751	5.869	10.09	3.716	3.778	7.475	8.488	6.454	5.454	11.51	15.65	31.42	3.663	5.61	10.86	5.126	3.836	9.801	7.105	3.249	5.542	4.433	3.574	8.6
-Membrane Transport	Environmental Information Processing	0.001358	0.001127	0.002932	0.006932	0.0006395	0.003629	0.001068	0.001384	0.001694	0.005595	0.0007391	0.008185	0.005625	0.003628	0.001973	0.01693	0.0005655	0.0003436	0.002564	0.001312	0.00338	0.0003618	0.004925	0.002908	0.001624	0.003432	0.003641	0.00255
-Central Carbon Metabolism	Environmental Information Processing	3.04	1.975	3.165	7.88	2.451	2.256	3.958	1.272	1.601	3.731	2.467	2.283	2.071	3.77	5.435	7.486	1.057	2.382	4.964	2.508	1.508	2.189	2.908	1.407	1.662	1.921	1.301	3.149
-Energy Metabolism	Environmental Information Processing	0.5274	1.566	1.286	2.714	1.109	0.7282	2.126	0.4228	0.3125	0.8235	3.091	0.6887	0.5642	1.867	3.225	1.629	0.2185	1.465	0.6735	0.7986	0.2886	1.453	0.8978	0.2513	1.296	0.374	0.4903	0.5458
-Biosynthesis	Environmental Information Processing	2.21	1.182	1.8	8.506	1.607	1.738	3.363	1.549	1.304	2.325	2.309	2.764	2.199	4.552	5.344	18.34	1.83	1.232	4.587	1.332	1.489	4.756	2.526	1.078	1.728	1.515	1.179	3.163
-Other Enzymes	Environmental Information Processing	0.5692	0.3026	0.614	1.053	0.4194	0.4516	0.337	0.3301	0.4856	0.3806	0.3879	0.5464	0.4792	0.9121	1.105	2.142	0.4274	0.3327	0.2861	0.3756	0.3979	1.032	0.5171	0.336	0.5264	0.414	0.4006	0.4773
Organismal Systems	Environmental Information Processing	1.844	1.46	2.729	2.606	1.456	1.284	5.974	2.429	2.576	3.519	9.813	0.9971	0.9935	1.355	2.596	1.778	4.25	2.083	13.33	1.081	2.709	3.447	4.131	4.297	4.015	2.893	5.181	4.392
-Immune System	Environmental Information Processing	0.1794	0.2249	0.1329	0.1877	0.1386	0.176	0.1062	0.139	0.2155	0.2175	0.2225	0.1671	0.1945	0.2584	0.4549	0.2296	0.5983	0.1434	0.1083	0.083	0.2362	0.1263	0.1587	0.3108	0.2547	0.3201	0.6581	0.3325
-Endocrine System	Environmental Information Processing	0.3964	0.1346	0.08847	0.9397	0.08074	0.04771	0.3036	0.06334	0.1015	0.5287	0.5814	0.1815	0.2704	0.1634	0.2662	0.6964	0.1799	0.1472	0.2407	0.05396	0.2011	0.1695	0.1251	0.06878	0.3383	0.2808	0.541	0.9763
-Circulatory System	Environmental Information Processing	1.205	0.6175	1.806	1.417	0.9226	0.8773	5.516	1.998	2.152	2.548	8.957	0.3973	0.3491	0.7597	1.71	0.7611	3.351	1.069	12.91	0.5537	2.219	1.241	2.866	3.791	3.347	2.156	3.888	3.015
-Digestive System	Environmental Information Processing	0.01802	0.02396	0.01412	0.008465	0.01	0.01208	0.004683	0.1639	0.0126	0.0764	0.006136	0.1797	0.1091	0.09419	0.09353	0.03902	0.01048	0.01151	0.0169	0.02515	0.01775	1.706	0.02595	0.0209	0.01569	0.01726	0.009893	0.01678
-Excretory System	Environmental Information Processing	0.01038	0.07484	0.02157	0.01271	0.02598	0.02145	0.004923	0.0155	0.008435	0.0148	0.01312	0.02066	0.01425	0.03459	0.0316	0.0194	0.01734	0.07481	0.009037	0.008397	0.004355	0.1632	0.9077	0.007566	0.01003	0.01862	0.02046	0.009618
-Nervous System	Environmental Information Processing	0.02519	0.3087	0.5354	0.02566	0.1528	0.027	0.01051	0.02948	0.04136	0.03597	0.02166	0.02349	0.02293	0.03265	0.02733	0.02027	0.03305	0.5541	0.03635	0.249	0.02077	0.0347	0.0361	0.07342	0.04175	0.08322	0.05002	0.02193
-Sensory System	Environmental Information Processing	0.000494	0.0003584	0.002106	0.0004202	0.002204	0.1113	0.0006675	0.01041	5.797e-05	0.04842	0.0005644	0.02112	0.025	0.0001737	0.0005689	0.0008807	0.0003665	0.0003124	0.001332	0.001167	0.0001707	0.0007322	0.0018	0.0002196	0.001529	0.004389	0.002954	0.0005336
-Development	Environmental Information Processing	0.007878	0.07389	0.1274	0.01356	0.1233	0.01	0.02771	0.009582	0.04105	0.04939	0.009838	0.005703	0.007149	0.01215	0.01048	0.009717	0.05686	0.08216	0.003851	0.1056	0.007164	0.006268	0.009261	0.01396	0.004926	0.01032	0.008001	0.0177
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.122	0.2212	0.2424	0.2721	0.1753	0.1978	0.1742	0.1428	0.1962	0.3021	0.3204	0.1691	0.1694	0.2029	0.3312	0.3411	0.1692	0.3006	0.236	0.158	0.1931	0.4854	0.2466	0.1485	0.3355	0.1864	0.3322	0.22
-Cancers	Environmental Information Processing	0.026	0.03745	0.02221	0.05068	0.03318	0.03368	0.03451	0.04936	0.06855	0.06737	0.02589	0.0372	0.03273	0.04349	0.03946	0.03105	0.04555	0.038	0.04175	0.01455	0.06315	0.06136	0.05206	0.03791	0.1245	0.05701	0.1626	0.09283
-Immune System Diseases	Environmental Information Processing	0.002148	0.002916	0.001709	0.002062	0.001092	0.004082	8.864e-05	0.002004	0.01157	0.000707	0.0003242	0.002471	0.003149	0.002941	0.002517	0.00557	0.003099	0.002938	0.0003107	0.001104	0.001656	0.006621	0.006721	0.0004537	0.003831	0.001204	0.003361	0.001265
-Neurodegenerative Diseases	Environmental Information Processing	0.05975	0.151	0.1505	0.06082	0.09584	0.03639	0.05701	0.0441	0.06871	0.1191	0.06179	0.03964	0.03924	0.08426	0.1569	0.1705	0.07962	0.1975	0.1594	0.1081	0.08083	0.181	0.07012	0.06224	0.103	0.07083	0.1003	0.08096
-Cardiovascular Diseases	Environmental Information Processing	0.0008042	0.004423	0.0004259	0.0007597	0.001358	0.03706	0.01077	0.01478	0.007846	0.06003	0.09784	0.02176	0.03742	0.001352	0.001735	0.0188	0.004164	0.0004814	0.002749	0.0006688	0.002427	0.004341	0.03572	0.00143	0.009139	0.01314	0.004012	0.006295
-Metabolic Diseases	Environmental Information Processing	0.0008865	0.004501	0.004065	2.934e-05	0.003584	0.0007299	2.209e-05	0.0007971	0.000601	0.003249	0.0006738	0.0008387	0.0005244	0.0005109	0.0007002	0.0004878	0.0001328	0.003337	0.0001131	0.002454	0.000593	0.02777	0.005007	0.0002177	0.0008144	0.0008948	9.254e-05	0.0004344
-Infectious Diseases	Environmental Information Processing	0.011	0.01421	0.01013	0.01583	0.01238	0.06211	0.006124	0.02128	0.02467	0.01138	0.01932	0.03614	0.03696	0.01681	0.03303	0.03011	0.01526	0.01758	0.01925	0.01294	0.0298	0.1726	0.05454	0.02566	0.05452	0.02493	0.03961	0.01826
Not Mapped	Environmental Information Processing	2.287	4.895	3.622	4.735	3.72	3.496	3.047	3.544	4.327	3.595	2.846	3.445	3.195	4.518	5.337	5.921	3.72	4.016	5.752	3.099	3.299	8.453	5.214	3.263	4.692	3.84	5.335	3.914
-Not Mapped	Environmental Information Processing	2.287	4.895	3.622	4.735	3.72	3.496	3.047	3.544	4.327	3.595	2.846	3.445	3.195	4.518	5.337	5.921	3.72	4.016	5.752	3.099	3.299	8.453	5.214	3.263	4.692	3.84	5.335	3.914
TOTAL	-Signal Transduction	40.28	22.82	26.84	42.21	23.35	27.43	33.9	23.47	28.59	38.46	29.01	30.81	27.87	30.02	39.69	67.28	25.59	25.1	58.04	19.01	23.37	67.51	34.26	23.17	31.64	26.63	31.9	30.29
MAPPED	-Signal Transduction	35.09	17.51	22.52	36.7	18.79	22.42	30.71	19.2	23.41	34.24	25.91	25.12	22.79	24.54	33.28	59.56	20.49	20.5	51.5	15.33	19.1	55.52	28.09	19.13	25.3	21.88	24.96	25.42
Genetic Information Processing	-Signal Transduction	9.009	3.542	3.857	4.465	3.586	5.925	1.693	5.173	10.49	3.579	1.983	6.804	6.54	4.284	5.762	10.2	3.717	3.772	2.709	2.997	5.372	26.92	8.932	5.041	5.384	7.203	7.049	3.952
-Transcription	-Signal Transduction	0.5453	0.2883	0.1914	0.1527	0.2882	0.4298	0.06369	0.3318	1.27	0.2423	0.1498	0.3773	0.3609	0.2762	0.3633	0.353	0.2581	0.3132	0.08562	0.2119	0.4996	0.5145	0.4596	0.4984	0.4084	0.9019	0.9453	0.186
-Translation	-Signal Transduction	1.799	0.7503	0.8525	1.334	0.8363	1.68	0.4968	1.562	3.2	0.9354	0.4674	2.1	2.049	1.099	1.249	3.517	0.8187	0.8325	1.024	0.7804	1.198	13.83	3.096	1.168	1.649	1.717	1.87	1.022
-Folding, Sorting and Degradation	-Signal Transduction	6.271	2.253	2.647	2.765	2.268	3.559	0.9813	3.058	4.887	2.116	1.256	4.043	3.774	2.649	3.848	6.021	2.369	2.37	1.384	1.867	3.285	11.85	4.961	2.837	2.969	3.65	3.567	2.438
-DNA Maintenance	-Signal Transduction	0.303	0.2071	0.1595	0.1378	0.164	0.2192	0.09711	0.1618	0.9227	0.2265	0.08101	0.2562	0.2791	0.1886	0.2159	0.2348	0.1768	0.1962	0.1612	0.1216	0.2489	0.4997	0.2948	0.3255	0.2752	0.6697	0.4815	0.2054
-RNA Family	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	2.258	1.072	1.173	1.146	1.211	1.417	1.044	1.192	1.181	1.138	1.082	1.621	1.55	1.181	1.176	1.29	1.352	1.122	1.129	1.181	1.278	1.402	1.164	1.228	1.327	1.22	1.28	1.228
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	1.258	0.0721	0.1733	0.1465	0.2115	0.4166	0.04361	0.1917	0.1813	0.1377	0.08173	0.6205	0.5495	0.1812	0.1761	0.2904	0.3519	0.1223	0.1292	0.1806	0.2779	0.4023	0.1638	0.2279	0.3272	0.2199	0.2801	0.228
Cellular Processes	-Signal Transduction	3.424	5.018	5.222	3.068	4.663	4.118	10.78	4.764	3.126	16.11	2.347	3.509	3.761	2.917	3.432	3.673	4.004	5.973	19.67	3.302	3.014	3.317	3.625	3.066	4.267	3.555	3.921	2.834
-Crystallins	-Signal Transduction	0.05142	0.05693	0.03518	0.01564	0.02176	0.01721	0.1953	0.01031	0.01023	10.72	0.6485	0.02415	0.01016	0.01324	0.1366	0.0239	0.07191	0.06763	0.1565	0.0191	0.01307	0.03581	0.01796	0.007385	0.3662	0.01732	0.03027	0.04327
-Stress Response	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0.8584	0.8129	0.9279	0.9576	1	0.6042	0.2366	0.3882	0.5747	0.514	0.295	0.7464	0.754	1.078	1.258	1.558	0.7321	0.9768	0.2393	0.8535	0.6388	0.6812	0.72	0.7486	0.5672	0.9093	0.6633	0.8776
-Cytoskeleton	-Signal Transduction	1.228	2.923	3.474	0.9961	2.705	2.106	3.022	1.336	1.68	3.003	0.728	1.626	1.956	1.024	1.223	1.152	1.687	3.826	7.784	1.863	1.174	2.051	1.621	1.27	2.342	1.824	1.771	1.067
-Cell Motility	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	0.6631	1.025	0.5426	0.4241	0.64	0.4316	0.1474	0.3752	0.3884	0.4204	0.2099	0.3596	0.3156	0.2899	0.4472	0.3793	0.4244	0.8814	0.1046	0.394	0.3249	0.3236	0.326	0.2466	0.4364	0.4128	0.5857	0.3147
-Cell Communication	-Signal Transduction	0.6228	0.1998	0.2414	0.6649	0.2961	0.9583	7.176	2.653	0.468	1.446	0.4633	0.753	0.7254	0.5094	0.3655	0.5577	1.089	0.22	11.39	0.1723	0.8608	0.2254	0.939	0.7934	0.5555	0.3913	0.8674	0.5303
Metabolism	-Signal Transduction	15.31	5.636	8.452	24.16	6.996	8.409	10.57	4.474	4.503	8.624	9.236	10.69	8.649	13.94	18.82	40.9	5.117	6.382	12.32	6.052	4.957	13.78	8.378	4.151	7.492	5.428	4.633	10.67
-Membrane Transport	-Signal Transduction	0.003077	0.001222	0.003494	0.008064	0.0007832	0.0052	0.001119	0.001665	0.002028	0.00654	0.0008036	0.01353	0.008931	0.004401	0.002371	0.02208	0.0007797	0.0003937	0.002908	0.001558	0.004389	0.0005132	0.005824	0.00362	0.002192	0.004239	0.004739	0.003166
-Central Carbon Metabolism	-Signal Transduction	6.896	2.142	3.772	9.165	3.008	3.223	4.152	1.529	1.919	4.377	2.683	3.758	3.271	4.563	6.537	9.77	1.468	2.724	5.64	2.981	1.955	3.105	3.44	1.741	2.243	2.373	1.693	3.915
-Energy Metabolism	-Signal Transduction	1.196	1.699	1.532	3.157	1.361	1.044	2.23	0.5088	0.374	0.966	3.362	1.138	0.8959	2.259	3.875	2.124	0.2995	1.677	0.7655	0.9489	0.3744	2.063	1.062	0.3108	1.751	0.462	0.6383	0.6779
-Biosynthesis	-Signal Transduction	5.033	1.277	2.136	9.76	1.965	2.465	3.515	1.848	1.561	2.663	2.499	4.569	3.493	5.46	6.377	23.72	2.517	1.412	5.195	1.582	1.914	6.727	2.944	1.362	2.302	1.852	1.516	3.892
-Other Enzymes	-Signal Transduction	1.297	0.3244	0.721	1.225	0.5087	0.6398	0.3521	0.3936	0.5736	0.4348	0.4196	0.8873	0.7435	1.106	1.301	2.793	0.5778	0.3734	0.324	0.4435	0.5085	1.451	0.6025	0.4126	0.7004	0.5051	0.523	0.5926
Organismal Systems	-Signal Transduction	4.182	1.584	3.252	3.031	1.787	1.84	6.266	2.923	3.082	4.128	10.67	1.648	1.578	1.643	3.119	2.317	5.826	2.384	15.15	1.284	3.514	4.893	4.886	5.315	5.425	3.574	6.744	5.456
-Immune System	-Signal Transduction	0.4071	0.244	0.1583	0.2183	0.17	0.2522	0.1114	0.1672	0.258	0.2551	0.242	0.2762	0.3089	0.3125	0.5465	0.2992	0.8222	0.1633	0.123	0.09863	0.3064	0.1793	0.1878	0.3845	0.3442	0.3954	0.8567	0.413
-Endocrine System	-Signal Transduction	0.8992	0.1461	0.1054	1.093	0.09907	0.06838	0.3184	0.07621	0.1214	0.6202	0.6323	0.3001	0.4294	0.198	0.3198	0.9078	0.2467	0.1685	0.2736	0.06412	0.2609	0.2405	0.1479	0.08508	0.4571	0.3469	0.7043	1.213
-Circulatory System	-Signal Transduction	2.733	0.6704	2.152	1.648	1.132	1.257	5.785	2.404	2.575	2.988	9.743	0.6568	0.5543	0.9208	2.055	0.992	4.593	1.224	14.67	0.6579	2.879	1.761	3.39	4.689	4.522	2.664	5.061	3.745
-Digestive System	-Signal Transduction	0.04086	0.02598	0.01676	0.00977	0.01223	0.01729	0.004901	0.1973	0.01502	0.08856	0.006667	0.297	0.1732	0.1134	0.1121	0.05047	0.01436	0.01317	0.01914	0.02973	0.0228	2.421	0.03061	0.02586	0.02118	0.02132	0.01288	0.02081
-Excretory System	-Signal Transduction	0.02354	0.08126	0.0257	0.01479	0.03188	0.03074	0.005164	0.01865	0.01009	0.01736	0.01427	0.03415	0.02263	0.04196	0.03797	0.02529	0.02378	0.08564	0.01027	0.009977	0.005656	0.2316	1.073	0.009374	0.01355	0.023	0.02664	0.01194
-Nervous System	-Signal Transduction	0.05715	0.3352	0.638	0.02985	0.1874	0.03869	0.01103	0.03548	0.04949	0.0422	0.02356	0.03883	0.03641	0.03958	0.03283	0.02642	0.0453	0.6343	0.04131	0.2959	0.02694	0.04926	0.04269	0.09083	0.05642	0.1028	0.06511	0.02724
-Sensory System	-Signal Transduction	0.00112	0.0003891	0.00251	0.0004888	0.002699	0.1594	0.0007001	0.01253	6.937e-05	0.0568	0.0006138	0.03491	0.0397	0.0002105	0.0006835	0.001148	0.0005025	0.0003576	0.001514	0.001386	0.0002214	0.001039	0.002129	0.0002717	0.002065	0.005422	0.003846	0.0006628
-Development	-Signal Transduction	0.01787	0.08023	0.1518	0.01577	0.1513	0.01434	0.02904	0.01153	0.04913	0.05792	0.0107	0.009427	0.01135	0.01473	0.01259	0.01267	0.07955	0.09413	0.004377	0.1254	0.009304	0.008896	0.01095	0.01777	0.006649	0.01275	0.01041	0.02198
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Signal Transduction	0.278	0.2402	0.2856	0.3121	0.2133	0.2806	0.1818	0.1703	0.2324	0.3437	0.3469	0.2748	0.2631	0.2398	0.39	0.4408	0.229	0.3405	0.2666	0.1867	0.2473	0.6819	0.2871	0.1826	0.4459	0.2279	0.4261	0.2704
-Cancers	-Signal Transduction	0.05897	0.04067	0.02636	0.05894	0.04058	0.04827	0.03615	0.0594	0.08205	0.07729	0.02813	0.0615	0.05197	0.05258	0.0474	0.04048	0.06282	0.04354	0.04735	0.01728	0.08188	0.08705	0.06156	0.04764	0.168	0.07044	0.2116	0.1153
-Immune System Diseases	-Signal Transduction	0.004896	0.003158	0.002005	0.002364	0.001323	0.00579	9.251e-05	0.00239	0.01371	0.0008044	0.0003508	0.004016	0.004891	0.003476	0.002962	0.007196	0.004194	0.003325	0.0003509	0.001306	0.002121	0.009301	0.007827	0.0005578	0.005092	0.001472	0.004311	0.001555
-Neurodegenerative Diseases	-Signal Transduction	0.1355	0.1636	0.1794	0.07073	0.1175	0.05215	0.05971	0.05306	0.08223	0.1396	0.06713	0.06553	0.06232	0.1019	0.1885	0.2222	0.1091	0.2261	0.1808	0.1284	0.1048	0.2568	0.08291	0.07699	0.1391	0.08751	0.1305	0.1005
-Cardiovascular Diseases	-Signal Transduction	0.001824	0.004803	0.0005075	0.0008837	0.001666	0.05312	0.01129	0.01779	0.009389	0.07042	0.1064	0.03596	0.05942	0.001638	0.002084	0.0245	0.005708	0.0005511	0.003124	0.0007947	0.003148	0.006163	0.04224	0.001769	0.01235	0.01623	0.005223	0.007819
-Metabolic Diseases	-Signal Transduction	0.002011	0.004887	0.004844	3.413e-05	0.004398	0.001046	2.317e-05	0.0009591	0.0007192	0.003811	0.0007328	0.001386	0.0008328	0.0006192	0.0008413	0.0006358	0.0001821	0.00382	0.0001285	0.002916	0.0007693	0.03943	0.005921	0.0002693	0.0011	0.001105	0.0001205	0.0005396
-Infectious Diseases	-Signal Transduction	0.02496	0.0154	0.01207	0.01841	0.01518	0.089	0.006424	0.0256	0.02929	0.01302	0.02101	0.05936	0.05837	0.02033	0.03968	0.03924	0.02092	0.01975	0.02188	0.01537	0.03866	0.2449	0.06451	0.03174	0.07368	0.0308	0.05156	0.02268
Not Mapped	-Signal Transduction	5.189	5.315	4.316	5.508	4.564	5.011	3.196	4.264	5.178	4.217	3.096	5.696	5.074	5.476	6.412	7.718	5.1	4.597	6.537	3.683	4.279	12	6.167	4.036	6.34	4.743	6.945	4.861
-Not Mapped	-Signal Transduction	5.189	5.315	4.316	5.508	4.564	5.011	3.196	4.264	5.178	4.217	3.096	5.696	5.074	5.476	6.412	7.718	5.1	4.597	6.537	3.683	4.279	12	6.167	4.036	6.34	4.743	6.945	4.861
TOTAL	-Signaling Molecules and Interaction	31.76	265.8	140	258.5	102.8	63.33	693.9	115.3	143.7	222.2	330	47.18	47.39	141.1	196.7	221.5	65.16	171.3	425	101	78.37	158.6	187.5	86.06	90.07	113.1	105.5	125.1
MAPPED	-Signaling Molecules and Interaction	27.66	203.9	117.5	224.8	82.73	51.76	628.5	94.35	117.7	197.8	294.7	38.46	38.76	115.4	165	196.1	52.17	139.9	377.1	81.45	64.02	130.4	153.7	71.07	72.02	92.94	82.51	105
Genetic Information Processing	-Signaling Molecules and Interaction	7.111	41.94	20.12	27.36	15.96	13.69	34.65	25.47	53.19	21.09	22.66	10.42	11.13	20.13	28.54	33.58	10.02	25.89	19.84	15.99	18.12	63.64	48.97	19.72	15.58	30.62	23.37	16.32
-Transcription	-Signaling Molecules and Interaction	0.43	3.357	1.001	0.935	1.271	0.9925	1.305	1.63	6.395	1.4	1.703	0.5777	0.6137	1.298	1.801	1.163	0.6561	2.138	0.6298	1.127	1.675	1.217	2.52	1.85	1.167	3.83	3.121	0.7689
-Translation	-Signaling Molecules and Interaction	1.418	9.066	4.447	8.179	3.689	3.889	10.23	7.699	16.36	5.414	5.331	3.217	3.493	5.265	6.206	11.59	2.151	5.93	7.5	4.146	4.031	32.5	16.94	4.695	4.694	7.292	6.196	4.222
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	4.944	26.67	13.81	16.94	10.01	8.224	20.22	15.18	24.78	12.34	14.51	6.193	6.42	12.66	19.11	19.97	6.389	16.29	10.21	9.963	11.05	28.08	27.36	11.36	8.861	15.5	11.82	10.07
-DNA Maintenance	-Signaling Molecules and Interaction	0.2392	2.44	0.8649	0.8443	0.736	0.5064	2.026	0.7959	4.688	1.35	0.9282	0.3924	0.475	0.8954	1.073	0.7728	0.4663	1.346	1.201	0.6489	0.8394	1.193	1.616	1.328	0.7866	2.844	1.596	0.8501
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.776	12.65	6.216	7.105	5.403	3.301	21.47	5.903	5.984	6.778	12.34	2.524	2.695	5.697	5.934	4.278	3.485	7.771	8.323	6.286	4.342	3.334	6.468	4.573	3.841	5.204	4.273	5.11
-Signal Transduction	-Signaling Molecules and Interaction	0.7762	11.65	5.216	6.105	4.403	2.301	20.47	4.903	4.984	5.778	11.34	1.524	1.695	4.697	4.934	3.278	2.485	6.771	7.323	5.286	3.342	2.334	5.468	3.573	2.841	4.204	3.273	4.11
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	2.7	58.43	27.28	18.73	20.59	9.508	220.7	23.41	15.7	93.07	26.66	5.373	6.396	13.79	17.01	12.11	10.19	40.73	144.1	17.57	10.11	7.844	19.87	11.36	12.18	15.1	12.95	11.71
-Crystallins	-Signaling Molecules and Interaction	0.04053	0.663	0.1835	0.09581	0.0958	0.03973	3.997	0.05065	0.05142	61.95	7.376	0.03697	0.01728	0.06225	0.6772	0.07869	0.1831	0.4616	1.146	0.1015	0.04381	0.08413	0.09826	0.02743	1.042	0.07357	0.1001	0.1787
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0.6768	9.466	4.865	5.864	4.445	1.395	4.939	1.907	2.881	2.983	3.353	1.143	1.282	5.129	6.234	5.135	1.857	6.66	1.771	4.541	2.143	1.626	3.947	2.754	1.62	3.861	2.189	3.625
-Cytoskeleton	-Signaling Molecules and Interaction	0.9683	34.04	18.14	6.101	11.92	4.863	61.85	6.568	8.432	17.35	8.28	2.489	3.326	4.815	6.063	3.796	4.295	26.09	57.01	9.908	3.936	4.82	8.878	4.715	6.666	7.746	5.855	4.412
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.5228	11.94	2.83	2.599	2.818	0.9966	3.017	1.844	1.97	2.429	2.386	0.5507	0.5367	1.385	2.218	1.25	1.081	6.015	0.7754	2.096	1.09	0.7706	1.787	0.9153	1.247	1.753	1.934	1.3
-Cell Communication	-Signaling Molecules and Interaction	0.491	2.328	1.259	4.072	1.304	2.213	146.9	13.04	2.353	8.356	5.27	1.153	1.234	2.394	1.812	1.837	2.773	1.502	83.4	0.9156	2.886	0.5297	5.139	2.947	1.581	1.662	2.868	2.19
Metabolism	-Signaling Molecules and Interaction	11.97	66.68	44.85	147.5	31.11	19.37	217.9	21.94	22.61	50.69	104.8	16.29	14.7	65.86	92.84	134.4	12.77	44.03	91.28	32.42	16.65	33.69	45.96	14.86	21.29	23.07	15.27	43.95
-Membrane Transport	-Signaling Molecules and Interaction	0.002429	0.01447	0.01823	0.0494	0.003485	0.01202	0.02335	0.008199	0.01029	0.03869	0.009207	0.02072	0.0152	0.02067	0.01175	0.07267	0.002058	0.002702	0.02166	0.008313	0.01469	0.001226	0.03191	0.01479	0.006265	0.01802	0.01572	0.01311
-Central Carbon Metabolism	-Signaling Molecules and Interaction	5.411	25.06	19.67	56.03	13.24	7.466	84.97	7.506	9.584	25.29	30.6	5.762	5.581	21.71	32.25	32.02	3.683	18.57	41.32	15.84	6.556	7.384	18.81	6.434	6.392	10.06	5.597	16.09
-Energy Metabolism	-Signaling Molecules and Interaction	0.9432	20.02	7.991	19.34	5.991	2.41	45.63	2.5	1.88	5.582	38.23	1.743	1.524	10.63	19.21	7	0.7629	11.45	5.606	5.041	1.259	4.905	5.811	1.155	4.985	1.962	2.11	2.8
-Biosynthesis	-Signaling Molecules and Interaction	3.94	15.3	11.44	61.16	8.819	5.779	74.46	9.167	7.932	16.1	29.06	6.997	5.939	26.32	31.9	80.07	6.706	9.688	38.81	8.417	6.698	16.04	16.41	5.047	6.668	7.966	5.318	16.89
