Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Endocrine System	-Energy Metabolism	0.7515	0.08601	0.06882	0.3461	0.07281	0.06553	0.1428	0.1498	0.3247	0.642	0.1881	0.2637	0.4795	0.0876	0.08253	0.4269	0.8236	0.1005	0.3574	0.06757	0.6968	0.1166	0.1393	0.2737	0.261	0.7509	1.103	1.789
-Circulatory System	-Energy Metabolism	2.285	0.3947	1.405	0.5219	0.832	1.204	2.595	4.724	6.885	3.093	2.898	0.5769	0.6189	0.4074	0.5302	0.4665	15.33	0.7295	19.17	0.6933	7.686	0.8537	3.192	15.09	2.582	5.765	7.929	5.523
-Digestive System	-Energy Metabolism	0.03501	0.01535	0.01193	0.004571	0.009375	0.01976	0.003087	0.3879	0.06757	0.09476	0.002144	0.2627	0.1953	0.05097	0.02918	0.02697	0.06314	0.008433	0.02555	0.03246	0.06707	1.175	0.03446	0.08761	0.01388	0.04656	0.02121	0.03186
-Excretory System	-Energy Metabolism	0.01968	0.04783	0.01678	0.004721	0.02343	0.02951	0.002316	0.03665	0.02699	0.01797	0.004246	0.03001	0.0253	0.01858	0.009798	0.012	0.07938	0.05106	0.01342	0.01052	0.01531	0.1129	1.011	0.03016	0.007929	0.04987	0.04187	0.01772
-Nervous System	-Energy Metabolism	0.04776	0.1973	0.4164	0.009451	0.1378	0.03706	0.004946	0.06973	0.1323	0.04368	0.00701	0.03411	0.04065	0.01751	0.008471	0.01244	0.1512	0.3782	0.05396	0.3119	0.07196	0.02388	0.0402	0.2922	0.03222	0.2225	0.102	0.04019
-Sensory System	-Energy Metabolism	0.0009357	0.0002291	0.001638	0.0001548	0.002057	0.1527	0.0005696	0.02462	0.0001855	0.08122	0.0001826	0.03067	0.04433	9.312e-05	0.0001764	0.0005399	0.001677	0.0002132	0.001994	0.001461	0.0005911	0.0005038	0.002005	0.000874	0.001179	0.01173	0.006025	0.0009776
-Development	-Energy Metabolism	0.01573	0.04723	0.09907	0.005054	0.1112	0.01487	0.01302	0.02266	0.1409	0.05984	0.003381	0.008647	0.01355	0.006787	0.003266	0.005956	0.2598	0.05607	0.005717	0.1325	0.03084	0.004458	0.01076	0.0947	0.003887	0.03207	0.01931	0.03431
-Environmental Adaptation	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Energy Metabolism	0.3917	0.2088	0.238	0.206	0.2151	0.4042	0.1269	0.529	1.55	0.4676	0.1651	0.4456	0.5615	0.1846	0.1612	0.3495	0.9967	0.2616	0.505	0.2701	1.077	0.6329	0.5389	0.9614	0.4642	0.9813	1.004	0.5427
-Cancers	-Energy Metabolism	0.1451	0.06119	0.08334	0.1526	0.08094	0.09733	0.07785	0.1616	0.2854	0.1484	0.09946	0.1226	0.122	0.09886	0.07172	0.1035	0.2637	0.06919	0.1489	0.06995	0.278	0.1069	0.09393	0.2007	0.1484	0.201	0.381	0.2438
-Immune System Diseases	-Energy Metabolism	0.1588	0.02551	0.03185	0.03183	0.04084	0.1379	0.02496	0.1958	0.7202	0.1143	0.0074	0.2087	0.2486	0.04251	0.04209	0.142	0.294	0.05421	0.0975	0.05118	0.351	0.2706	0.2525	0.3292	0.1963	0.4497	0.2984	0.1166
-Neurodegenerative Diseases	-Energy Metabolism	0.1591	0.1065	0.163	0.06303	0.1166	0.08512	0.06081	0.1447	0.3578	0.1856	0.05754	0.09728	0.1212	0.06994	0.07546	0.155	0.4134	0.1631	0.3121	0.1828	0.3467	0.179	0.1032	0.3079	0.1122	0.2465	0.2508	0.2111
-Cardiovascular Diseases	-Energy Metabolism	0.001525	0.002827	0.0003312	0.0002798	0.001225	0.05087	0.005065	0.03497	0.02511	0.07289	0.03166	0.03159	0.06634	0.0007248	0.0005377	0.01152	0.01905	0.0003286	0.004081	0.0008375	0.008405	0.002987	0.03978	0.005691	0.007051	0.03512	0.008183	0.01153
-Metabolic Diseases	-Energy Metabolism	0.001681	0.002877	0.003162	1.081e-05	0.003232	0.001002	1.039e-05	0.001885	0.001923	0.003945	0.000218	0.001218	0.0009297	0.000274	0.0002171	0.000299	0.0006079	0.002277	0.0001679	0.003073	0.002054	0.01911	0.005576	0.0008664	0.0006284	0.002392	0.0001887	0.0007958
-Infectious Diseases	-Energy Metabolism	0.02679	0.02117	0.01662	0.007442	0.0272	0.09589	0.004501	0.06643	0.1195	0.01988	0.006523	0.05921	0.0793	0.01142	0.01219	0.02258	0.1156	0.02263	0.03206	0.02808	0.118	0.1201	0.06125	0.1411	0.04304	0.08208	0.08914	0.03937
Not Mapped	-Energy Metabolism	4.337	3.129	2.817	1.744	3.355	4.799	1.433	8.382	13.84	4.365	0.9209	5.002	5.665	2.423	1.655	3.63	17.02	2.741	8.54	3.881	11.42	5.816	5.807	12.98	3.62	10.27	10.88	7.169
-Not Mapped	-Energy Metabolism	4.337	3.129	2.817	1.744	3.355	4.799	1.433	8.382	13.84	4.365	0.9209	5.002	5.665	2.423	1.655	3.63	17.02	2.741	8.54	3.881	11.42	5.816	5.807	12.98	3.62	10.27	10.88	7.169
TOTAL	-Biosynthesis	8.005	17.82	12.57	4.243	11.89	10.96	9.624	12.59	18.36	14.43	11.55	6.743	7.979	5.458	6.187	2.812	10.26	17.79	11.16	12.02	12.05	10	11.48	17.51	13.57	14.2	20.78	7.676
MAPPED	-Biosynthesis	6.973	13.67	10.55	3.689	9.563	8.956	8.717	10.3	15.04	12.85	10.31	5.497	6.526	4.462	5.188	2.49	8.218	14.53	9.901	9.689	9.843	8.227	9.415	14.46	10.85	11.67	16.26	6.444
Genetic Information Processing	-Biosynthesis	1.839	2.931	1.87	0.4669	1.917	2.43	0.4928	2.842	6.956	1.382	0.7992	1.568	1.945	0.7909	0.9227	0.4394	1.531	2.908	0.5422	2.009	2.979	4.515	3.093	3.842	2.412	3.998	4.845	1.142
-Transcription	-Biosynthesis	0.1083	0.2259	0.09015	0.01586	0.1502	0.174	0.01871	0.1818	0.8338	0.09216	0.05957	0.08333	0.1057	0.05019	0.05659	0.01517	0.1095	0.2218	0.01696	0.1356	0.2604	0.07678	0.1542	0.3798	0.1751	0.4898	0.6186	0.04824
-Translation	-Biosynthesis	0.3707	0.6179	0.408	0.1354	0.4345	0.6905	0.1425	0.857	2.111	0.3651	0.1883	0.4664	0.598	0.205	0.1982	0.1467	0.3237	0.6143	0.1993	0.5026	0.64	2.058	1.051	0.955	0.7144	1.009	1.25	0.2581
-Folding, Sorting and Degradation	-Biosynthesis	1.293	1.942	1.285	0.2965	1.248	1.467	0.302	1.745	3.382	0.8381	0.5154	0.9312	1.12	0.4996	0.6286	0.2623	1.016	1.886	0.2828	1.288	1.89	2.271	1.752	2.232	1.329	2.079	2.543	0.7898
-DNA Maintenance	-Biosynthesis	0.09273	0.2059	0.08593	0.023	0.1181	0.1298	0.04188	0.1479	0.8498	0.1313	0.04023	0.1052	0.1381	0.04925	0.06088	0.02116	0.1155	0.2117	0.04723	0.1009	0.2541	0.1532	0.2192	0.3748	0.2356	0.5318	0.5613	0.06442
-RNA Family	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Biosynthesis	0.4507	0.84	0.5417	0.1166	0.6132	0.5726	0.2973	0.6452	0.7558	0.4297	0.4321	0.3574	0.4502	0.2173	0.1848	0.05372	0.5297	0.7972	0.2179	0.7401	0.6567	0.209	0.395	0.9101	0.578	0.6586	0.8278	0.3101
-Signal Transduction	-Biosynthesis	0.1986	0.7808	0.4611	0.1003	0.5059	0.3995	0.2838	0.5364	0.6371	0.3745	0.3977	0.2184	0.2859	0.1817	0.1558	0.04156	0.3914	0.7044	0.1923	0.6257	0.5126	0.1482	0.334	0.7309	0.4287	0.5331	0.6449	0.2521
-Signaling Molecules and Interaction	-Biosynthesis	0.252	0.06514	0.08687	0.01618	0.1134	0.1697	0.01331	0.1076	0.1255	0.06059	0.03429	0.1412	0.1667	0.0364	0.02973	0.01239	0.1491	0.1026	0.02569	0.116	0.149	0.06206	0.05964	0.1936	0.1446	0.1227	0.1864	0.05799
Cellular Processes	-Biosynthesis	0.687	3.918	2.454	0.3194	2.379	1.651	3.059	2.564	2.006	6.043	0.9408	0.774	1.082	0.5369	0.5409	0.1608	1.629	4.232	3.786	2.088	1.572	0.5064	1.233	2.33	1.838	1.916	2.586	0.7328
-Crystallins	-Biosynthesis	0.01022	0.04445	0.01648	0.001572	0.01107	0.006875	0.05543	0.00553	0.00657	4.023	0.2581	0.005285	0.002909	0.002408	0.0213	0.0009989	0.02884	0.04794	0.03009	0.01207	0.006736	0.005307	0.006018	0.00558	0.157	0.009235	0.01972	0.01097
-Stress Response	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Biosynthesis	0.1731	0.6347	0.4357	0.09951	0.5101	0.2465	0.06789	0.2112	0.3751	0.1937	0.1183	0.1707	0.2249	0.1993	0.1983	0.07013	0.297	0.6928	0.04613	0.5395	0.3352	0.1047	0.2456	0.5658	0.2479	0.4963	0.4415	0.2267
-Cytoskeleton	-Biosynthesis	0.244	2.283	1.627	0.1034	1.377	0.8416	0.8578	0.7169	1.076	1.127	0.2897	0.3558	0.56	0.1862	0.1906	0.04813	0.6761	2.71	1.497	1.178	0.6045	0.304	0.5434	0.954	1.004	0.9724	1.153	0.2704
-Cell Motility	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Biosynthesis	0.1344	0.8004	0.2551	0.05411	0.3291	0.1766	0.06011	0.204	0.2624	0.1641	0.1234	0.08621	0.0996	0.05933	0.08022	0.01923	0.173	0.6259	0.0291	0.2608	0.1708	0.06267	0.1113	0.1883	0.1914	0.226	0.3903	0.08197
-Cell Communication	-Biosynthesis	0.1238	0.1561	0.1132	0.06685	0.1507	0.3829	2.037	1.424	0.3006	0.5433	0.1847	0.1648	0.2077	0.09275	0.05709	0.02333	0.4433	0.1566	2.189	0.1089	0.4445	0.03341	0.3147	0.6167	0.2382	0.2087	0.5661	0.1346
Metabolism	-Biosynthesis	3.088	4.587	4.011	2.462	3.631	3.414	3.031	2.591	3.142	3.271	3.758	2.375	2.503	2.564	2.966	1.714	2.106	4.748	2.384	3.927	2.756	2.616	2.946	3.159	3.424	3.136	3.349	2.798
-Membrane Transport	-Biosynthesis	0.02896	0.006404	0.03151	0.01179	0.01514	0.01576	0.01637	0.02359	0.1071	0.02219	0.01006	0.01368	0.01481	0.00821	0.008073	0.007745	0.06542	0.01063	0.008934	0.009521	0.2022	0.01072	0.05497	0.05174	0.01624	0.1059	0.2635	0.1963
-Central Carbon Metabolism	-Biosynthesis	1.37	1.673	1.767	0.9218	1.533	1.297	1.184	0.8265	1.236	1.641	1.072	0.8297	0.9486	0.8482	1.022	0.4415	0.5814	1.933	1.084	1.884	1.01	0.4743	1.161	1.306	0.9615	1.265	1.106	0.9915
-Energy Metabolism	-Biosynthesis	0.2416	1.37	0.7194	0.3445	0.7092	0.4252	0.6618	0.28	0.243	0.3701	1.357	0.2556	0.2633	0.4261	0.6131	0.09164	0.1241	1.199	0.1494	0.5997	0.1968	0.3106	0.3634	0.2372	0.7613	0.2496	0.4255	0.1752
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	0.4574	0.5396	0.4925	0.2113	0.3873	0.659	0.1675	0.4617	0.613	0.2368	0.2703	0.2837	0.2857	0.275	0.3166	0.2014	0.3431	0.5897	0.1436	0.4424	0.4063	0.8226	0.3716	0.583	0.6828	0.5221	0.6102	0.5626
Organismal Systems	-Biosynthesis	0.831	1.238	1.522	0.3052	0.9096	0.7352	1.779	1.568	1.98	1.556	4.248	0.3607	0.4519	0.2992	0.4861	0.09723	2.338	1.69	2.912	0.8117	1.814	0.7251	1.64	4.016	2.326	1.906	4.394	1.383
-Immune System	-Biosynthesis	0.08123	0.1914	0.07423	0.02194	0.08662	0.1014	0.03164	0.08991	0.1684	0.09578	0.09664	0.06044	0.08877	0.05697	0.08526	0.0125	0.3284	0.1166	0.02366	0.06287	0.1579	0.02665	0.06298	0.3	0.1478	0.2121	0.5581	0.1047
-Endocrine System	-Biosynthesis	0.1787	0.1141	0.04938	0.1099	0.05042	0.02732	0.09039	0.04089	0.078	0.2327	0.2517	0.06567	0.1229	0.036	0.04986	0.03794	0.09894	0.1194	0.0526	0.04053	0.1345	0.03564	0.04957	0.06428	0.196	0.185	0.4588	0.3074
-Circulatory System	-Biosynthesis	0.5432	0.5235	1.008	0.1657	0.5762	0.5023	1.642	1.29	1.654	1.121	3.877	0.1437	0.1587	0.1674	0.3203	0.04149	1.842	0.8673	2.821	0.4158	1.484	0.261	1.136	3.543	1.939	1.42	3.297	0.9492
-Digestive System	-Biosynthesis	0.008312	0.02042	0.008362	0.001431	0.006419	0.007094	0.001905	0.107	0.01576	0.03381	0.002739	0.06541	0.05033	0.02086	0.0175	0.002483	0.007596	0.009392	0.003716	0.01889	0.01306	0.3587	0.01165	0.01965	0.009263	0.01154	0.008852	0.005357
-Excretory System	-Biosynthesis	0.004679	0.06345	0.01203	0.001486	0.01622	0.01228	0.001466	0.01	0.006484	0.006514	0.00568	0.007473	0.006478	0.007623	0.005919	0.001057	0.009536	0.06071	0.001975	0.006306	0.002911	0.03432	0.3597	0.007038	0.005807	0.01226	0.01733	0.003025
-Nervous System	-Biosynthesis	0.01136	0.2617	0.2988	0.003019	0.0954	0.01554	0.00313	0.01918	0.03179	0.01585	0.009378	0.008498	0.01044	0.007196	0.005118	0.00112	0.01844	0.4496	0.007942	0.187	0.01416	0.0073	0.01455	0.06931	0.02419	0.05611	0.04307	0.007038
-Sensory System	-Biosynthesis	0.0002258	0.0003039	0.001176	4.913e-05	0.001451	0.06371	0.0003605	0.006722	4.456e-05	0.02945	0.0002443	0.007641	0.01137	3.827e-05	0.0001066	4.798e-05	0.0002015	0.0002535	0.0002935	0.0008759	0.0001141	0.000154	0.0007136	0.0002053	0.0008856	0.002891	0.002505	0.000168
-Development	-Biosynthesis	0.003604	0.06283	0.07108	0.001616	0.07702	0.005836	0.008242	0.006251	0.03367	0.02169	0.004289	0.002156	0.003493	0.002703	0.001962	0.000537	0.03168	0.06672	0.0008414	0.07928	0.005765	0.001366	0.003733	0.01927	0.002905	0.007277	0.007829	0.005676
-Environmental Adaptation	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Biosynthesis	0.09454	0.2666	0.1671	0.06447	0.145	0.1658	0.08028	0.1465	0.3563	0.1682	0.2072	0.1114	0.1443	0.0745	0.09518	0.03152	0.1196	0.3064	0.07246	0.162	0.1996	0.1953	0.1848	0.2071	0.3436	0.2377	0.402	0.08594
-Cancers	-Biosynthesis	0.03039	0.07978	0.05407	0.04748	0.0536	0.03117	0.04701	0.04148	0.06725	0.05144	0.124	0.03018	0.03087	0.0381	0.0406	0.008917	0.02978	0.0757	0.02049	0.03962	0.05038	0.03234	0.0316	0.04258	0.09584	0.0452	0.1485	0.034
-Immune System Diseases	-Biosynthesis	0.03364	0.03089	0.02287	0.01034	0.02645	0.05772	0.01586	0.04941	0.1656	0.03887	0.009981	0.05219	0.0639	0.01646	0.02364	0.01271	0.03255	0.05848	0.01408	0.02927	0.0657	0.08353	0.0881	0.07326	0.1462	0.1109	0.1166	0.02009
-Neurodegenerative Diseases	-Biosynthesis	0.03253	0.1397	0.1038	0.02171	0.07553	0.02552	0.03626	0.03652	0.08227	0.06313	0.07009	0.02351	0.03038	0.02707	0.04237	0.01297	0.04737	0.176	0.04273	0.1018	0.06188	0.05341	0.03357	0.06748	0.07003	0.05637	0.09434	0.02857
-Cardiovascular Diseases	-Biosynthesis	0.0003625	0.00375	0.0002377	8.883e-05	0.0008482	0.02122	0.003205	0.009544	0.006031	0.02642	0.04235	0.007871	0.01701	0.0002979	0.0003249	0.001024	0.002289	0.0003906	0.0006007	0.0005022	0.001623	0.0009132	0.01416	0.001337	0.005295	0.008653	0.003403	0.001982
-Metabolic Diseases	-Biosynthesis	0.0003996	0.003816	0.002268	3.43e-06	0.002238	0.0004179	6.578e-06	0.0005145	0.000462	0.00143	0.0002917	0.0003034	0.0002384	0.0001126	0.0001312	2.657e-05	7.304e-05	0.002707	2.471e-05	0.001843	0.0003965	0.005842	0.001984	0.0002035	0.0004718	0.0005894	7.848e-05	0.0001368
-Infectious Diseases	-Biosynthesis	0.005476	0.02848	0.01194	0.00221	0.01918	0.0362	0.002683	0.01676	0.0291	0.006762	0.008514	0.01431	0.01987	0.00442	0.006846	0.00189	0.0128	0.02714	0.004388	0.01672	0.02034	0.03663	0.02198	0.03228	0.03219	0.02049	0.03421	0.005829
Not Mapped	-Biosynthesis	1.031	4.15	2.021	0.5536	2.323	2.002	0.9071	2.288	3.326	1.582	1.232	1.246	1.453	0.9957	0.9996	0.3226	2.045	3.259	1.257	2.327	2.206	1.778	2.067	3.049	2.718	2.529	4.524	1.232
-Not Mapped	-Biosynthesis	1.031	4.15	2.021	0.5536	2.323	2.002	0.9071	2.288	3.326	1.582	1.232	1.246	1.453	0.9957	0.9996	0.3226	2.045	3.259	1.257	2.327	2.206	1.778	2.067	3.049	2.718	2.529	4.524	1.232
TOTAL	-Other Enzymes	29.46	67.06	37.23	29.83	45.32	41.66	81.89	44.22	46.26	84.89	65.51	29.15	33.88	26.48	30.12	22.05	43.99	62.94	169.4	41.19	43.79	31.63	53.59	55.54	33.96	49.35	50.54	35.2
MAPPED	-Other Enzymes	25.67	51.44	31.24	25.94	36.46	34.05	74.17	36.18	37.88	75.58	58.52	23.76	27.71	21.65	25.25	19.52	35.23	51.41	150.3	33.21	35.78	26.01	43.95	45.87	27.15	40.56	39.54	29.55
Genetic Information Processing	-Other Enzymes	7.007	11.41	5.59	3.203	7.384	9.554	4.336	10.62	18.12	8.265	4.476	6.888	8.388	3.914	4.671	3.578	6.667	10.51	8.303	7.024	10.58	14.41	14.97	12.59	6.371	13.88	12.36	5.59
-Transcription	-Other Enzymes	0.4005	0.8564	0.2661	0.1115	0.568	0.653	0.154	0.6253	2.059	0.5479	0.338	0.3583	0.441	0.2436	0.2765	0.1161	0.448	0.7903	0.2503	0.4674	0.9359	0.2411	0.7253	1.194	0.4436	1.704	1.509	0.2162
-Translation	-Other Enzymes	1.364	2.204	1.18	0.94	1.611	2.608	1.217	3.01	5.396	2.106	1.067	2.019	2.551	0.9898	0.9641	1.165	1.426	2.087	3.018	1.703	2.367	6.508	4.918	3.005	1.783	3.332	3.188	1.224
-Folding, Sorting and Degradation	-Other Enzymes	4.928	7.513	3.873	2.021	4.802	5.762	2.603	6.52	8.673	4.992	2.888	4.082	4.806	2.472	3.187	2.133	4.341	6.944	4.269	4.528	6.459	7.249	8.561	7.267	3.613	7.28	6.694	3.879
-DNA Maintenance	-Other Enzymes	0.3315	0.6874	0.2671	0.1467	0.3966	0.5102	0.358	0.4909	1.907	0.643	0.2364	0.4595	0.5898	0.2248	0.2666	0.1588	0.4217	0.6687	0.7657	0.3341	0.752	0.4128	0.7938	1.12	0.5663	1.599	1.111	0.3325
-RNA Family	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Other Enzymes	1.651	3.152	1.601	0.8083	2.334	2.146	2.522	2.264	1.926	2.509	2.454	1.555	1.884	1.04	0.8918	0.4229	2.303	2.793	3.298	2.537	2.385	0.6617	1.82	2.835	1.424	2.241	2.025	1.421
-Signal Transduction	-Other Enzymes	0.7314	2.938	1.363	0.7046	1.926	1.513	2.415	1.881	1.604	2.197	2.257	0.9461	1.216	0.8798	0.7583	0.3277	1.678	2.488	2.913	2.145	1.863	0.4655	1.564	2.306	1.073	1.833	1.582	1.156
-Signaling Molecules and Interaction	-Other Enzymes	0.9199	0.2196	0.2382	0.1038	0.4079	0.6329	0.1072	0.3835	0.3161	0.3278	0.1951	0.616	0.6681	0.1735	0.1353	0.09517	0.626	0.305	0.3842	0.3921	0.5221	0.1962	0.2563	0.5292	0.3676	0.4083	0.4552	0.2656
Cellular Processes	-Other Enzymes	2.514	14.74	7.268	2.205	9.077	6.285	26.04	8.978	5.054	35.57	5.306	3.351	4.62	2.597	2.623	1.208	6.964	15.01	57.43	7.176	5.683	1.554	5.7	7.444	4.606	6.64	6.241	3.314
-Crystallins	-Other Enzymes	0.03761	0.1673	0.0488	0.01106	0.04222	0.02614	0.4717	0.01943	0.01655	23.66	1.464	0.02285	0.01235	0.01168	0.1037	0.007833	0.1236	0.1696	0.4567	0.04138	0.02448	0.01678	0.02809	0.01771	0.393	0.03211	0.04795	0.05028
-Stress Response	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Other Enzymes	0.6345	2.388	1.306	0.6885	1.963	0.9421	0.5802	0.7329	0.9275	1.154	0.6765	0.735	0.9609	0.9745	0.9735	0.5148	1.299	2.482	0.7125	1.863	1.228	0.3191	1.155	1.816	0.6331	1.714	1.085	1.035
-Cytoskeleton	-Other Enzymes	0.8982	8.589	4.824	0.7289	5.255	3.2	7.299	2.519	2.714	6.629	1.644	1.539	2.378	0.9033	0.9278	0.3774	2.898	9.593	22.72	4.039	2.198	0.9612	2.536	3.027	2.513	3.391	2.804	1.24
-Cell Motility	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Other Enzymes	0.4881	3.012	0.754	0.3259	1.243	0.661	0.4846	0.7074	0.6385	0.9288	0.6217	0.3424	0.3861	0.2672	0.3407	0.1251	0.7337	2.211	0.3326	0.8679	0.6168	0.1516	0.5118	0.6034	0.4708	0.7775	0.9305	0.3714
-Cell Communication	-Other Enzymes	0.4556	0.5872	0.3348	0.4701	0.5747	1.456	17.33	5	0.7573	3.196	1.046	0.7124	0.8819	0.45	0.2773	0.1828	1.91	0.554	33.23	0.3733	1.616	0.1056	1.469	1.98	0.5962	0.7254	1.374	0.617
Metabolism	-Other Enzymes	11.19	16.56	11.72	17.12	13.62	12.82	25.68	8.599	7.278	19.13	20.89	10.15	10.51	12.4	14.34	13.4	8.873	16.01	36.14	13.16	9.748	6.61	13.1	9.83	8.284	10.49	7.678	13.35
-Membrane Transport	-Other Enzymes	0.1094	0.02179	0.08766	0.07208	0.05327	0.0609	0.1329	0.0835	0.236	0.1319	0.0554	0.05355	0.05678	0.03428	0.03255	0.056	0.2807	0.03057	0.1377	0.03315	0.6754	0.02808	0.191	0.1596	0.04241	0.3536	0.5596	0.9469
-Central Carbon Metabolism	-Other Enzymes	5.068	6.295	5.235	6.47	5.845	4.923	10.03	2.887	3.085	9.655	6.059	3.616	4.063	4.233	5.153	3.484	2.519	6.838	16.48	6.458	3.69	1.449	5.465	4.17	2.45	4.399	2.703	4.615
-Energy Metabolism	-Other Enzymes	0.9567	5.19	2.15	2.247	2.704	1.668	5.809	0.9588	0.6052	2.214	7.726	1.133	1.14	2.11	3.109	0.7475	0.5488	4.28	2.309	2.079	0.7449	0.9665	1.733	0.7796	1.952	0.8675	1.066	0.8237
-Biosynthesis	-Other Enzymes	4.185	4.048	3.241	7.322	3.988	5.173	8.834	3.683	2.565	6.159	6.233	4.383	4.286	4.998	5.07	8.158	4.686	3.848	16.21	3.607	3.885	3.192	4.885	3.712	2.875	3.852	2.826	5.944
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	3.06	4.652	4.51	2.142	3.467	2.801	15.13	5.508	4.981	9.156	24.1	1.56	1.92	1.45	2.366	0.7595	10.03	5.975	44.21	2.779	6.587	2.292	7.642	12.75	5.822	6.62	10.68	6.341
-Immune System	-Other Enzymes	0.299	0.7169	0.2197	0.1543	0.3299	0.3854	0.2692	0.3151	0.4174	0.5631	0.5483	0.2613	0.377	0.2764	0.4151	0.09827	1.417	0.4094	0.3591	0.2136	0.5791	0.08401	0.2949	0.952	0.3699	0.7329	1.361	0.4821
-Endocrine System	-Other Enzymes	0.6577	0.4293	0.1463	0.7726	0.1923	0.104	0.7691	0.1436	0.1965	1.369	1.428	0.2839	0.522	0.1747	0.2427	0.2977	0.4243	0.4225	0.7984	0.1389	0.4892	0.1127	0.2314	0.2051	0.4906	0.6431	1.116	1.409
-Circulatory System	-Other Enzymes	1.999	1.97	2.985	1.165	2.197	1.91	13.97	4.53	4.167	6.597	22	0.6214	0.6739	0.8123	1.559	0.3252	7.898	3.068	42.83	1.425	5.394	0.8252	5.302	11.24	4.854	4.938	8.017	4.352
-Digestive System	-Other Enzymes	0.03116	0.07631	0.02531	0.009128	0.02365	0.02751	0.01591	0.372	0.02959	0.1949	0.01589	0.2821	0.2128	0.1012	0.08511	0.01728	0.03388	0.03295	0.05586	0.06476	0.04525	1.134	0.04788	0.06485	0.02375	0.03957	0.02062	0.02524
-Excretory System	-Other Enzymes	0.01722	0.2387	0.03565	0.01207	0.06186	0.04678	0.01334	0.03514	0.01765	0.0385	0.03223	0.03869	0.03059	0.03793	0.02932	0.008288	0.04207	0.2147	0.02997	0.0225	0.01112	0.1085	1.679	0.02334	0.01994	0.04263	0.04213	0.01396
-Nervous System	-Other Enzymes	0.0418	0.9848	0.885	0.0211	0.3637	0.05877	0.02663	0.06686	0.08009	0.09314	0.05321	0.03674	0.04426	0.03491	0.02491	0.008661	0.07789	1.591	0.1206	0.641	0.05048	0.02308	0.06678	0.2177	0.06056	0.1906	0.1031	0.03166
-Sensory System	-Other Enzymes	0.0008351	0.001143	0.003482	0.0003455	0.005237	0.2422	0.002918	0.02361	0.0001123	0.1732	0.001386	0.03303	0.04827	0.0001857	0.0005187	0.0003763	0.0008639	0.0008968	0.004455	0.003002	0.0004148	0.000487	0.003331	0.0006513	0.002217	0.01005	0.006092	0.0007703
-Development	-Other Enzymes	0.01307	0.2357	0.2105	0.01115	0.2937	0.02178	0.07013	0.02186	0.07929	0.1276	0.02414	0.008919	0.0138	0.01299	0.009548	0.004151	0.1338	0.2358	0.01277	0.2717	0.0174	0.004168	0.01713	0.04306	0.007221	0.02364	0.01647	0.02553
-Environmental Adaptation	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Other Enzymes	0.3259	0.8774	0.503	0.4608	0.5006	0.5933	0.6784	0.3975	0.7134	0.8668	1.292	0.4031	0.4987	0.3189	0.3961	0.228	0.4794	1.077	1.024	0.5261	0.6372	0.4808	0.6606	0.5721	0.6573	0.6506	0.9524	0.4107
