Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
Cellular Processes	Environmental Information Processing	1.336	3.09	2.875	2.127	2.767	2.118	5.409	2.761	2.092	12.54	1.763	1.42	1.534	1.911	2.554	2.477	1.787	3.383	14.17	2.121	2.18	1.773	2.486	2.204	2.398	2.057	2.774	2.223
-Crystallins	Environmental Information Processing	0.03775	0.07742	0.04482	0.01817	0.03099	0.01998	0.3097	0.01897	0.01391	10.09	0.6753	0.02111	0.009158	0.01786	0.1775	0.02644	0.09229	0.08531	0.1979	0.02592	0.02129	0.03017	0.02478	0.009665	0.3763	0.01772	0.0386	0.05833
-Vesicular Transport	Environmental Information Processing	0.4383	0.6345	0.5887	0.7496	0.5878	0.4289	0.216	0.4017	0.3652	0.3454	0.2277	0.4021	0.4242	0.8958	1.115	1.308	0.4443	0.6593	0.2122	0.5266	0.6495	0.4077	0.6205	0.5651	0.4224	0.5377	0.5621	0.8605
-Cytoskeleton	Environmental Information Processing	0.3929	1.313	1.516	0.5483	1.323	1.086	1.963	1.184	1.173	1.334	0.3147	0.582	0.7062	0.5033	0.6486	0.5795	0.6829	1.708	6.252	1.014	0.9547	0.9095	1.138	1.123	1.137	1.087	1.469	0.7567
-Cell Motility	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.3759	0.9867	0.6542	0.6317	0.7375	0.4028	0.3069	0.5295	0.4077	0.395	0.373	0.2942	0.2693	0.3624	0.5187	0.4417	0.3107	0.8582	0.2006	0.4935	0.3315	0.3648	0.301	0.2354	0.3426	0.315	0.4903	0.4034
-Cell Communication	Environmental Information Processing	0.09077	0.07837	0.07079	0.1795	0.08725	0.1805	2.613	0.6267	0.1323	0.374	0.1725	0.1209	0.1248	0.132	0.09448	0.1213	0.2565	0.07277	7.309	0.06032	0.2227	0.06064	0.4017	0.2706	0.12	0.1001	0.2137	0.1437
Metabolism	Environmental Information Processing	5.986	5.016	6.295	16.4	5.602	6.295	9.238	5.214	3.451	5.526	7.273	5.555	4.511	11.31	13.5	23.39	3.659	5.029	9.41	4.815	4.7	8.087	6.902	3.149	5.24	3.227	3.986	8.023
-Membrane Transport	Environmental Information Processing	0.0005888	0.0006247	0.002211	0.004653	0.0003153	0.002664	0.0008643	0.001722	0.002433	0.002833	0.0003939	0.004023	0.002883	0.002455	0.0009981	0.006935	0.0007901	0.0003131	0.0005895	0.000805	0.001437	0.0007605	0.003743	0.001693	0.0009849	0.0017	0.001412	0.001584
-Central Carbon Metabolism	Environmental Information Processing	2.471	1.521	2.446	5.236	2.093	2.166	2.928	1.521	1.442	2.44	1.626	1.853	1.681	3.484	4.205	6.416	0.8877	1.74	3.858	2.114	1.719	1.506	2.517	1.258	1.226	1.303	1.258	2.571
-Energy Metabolism	Environmental Information Processing	0.815	2.118	1.671	4.525	1.607	1.285	3.227	0.9515	0.5297	1.008	3.728	1.047	0.847	2.971	4.148	2.414	0.3435	1.86	1.06	1.156	0.6566	1.913	1.52	0.3617	1.825	0.5013	0.9877	1.043
-Biosynthesis	Environmental Information Processing	2.29	1.171	1.774	6.009	1.626	2.55	2.881	2.388	1.169	1.881	1.721	2.263	1.705	4.218	4.465	13.41	2.207	1.204	4.339	1.285	2.014	3.514	2.53	1.298	1.791	1.227	1.462	4.157
-Other Enzymes	Environmental Information Processing	0.4099	0.2055	0.4011	0.6209	0.2766	0.2914	0.2013	0.3514	0.3076	0.1941	0.1977	0.3884	0.2748	0.631	0.6828	1.141	0.22	0.2243	0.1536	0.259	0.3087	1.154	0.3311	0.2298	0.3959	0.1937	0.2775	0.2502
Organismal Systems	Environmental Information Processing	2.7	1.542	3.038	3.532	1.785	1.435	5.696	3.982	2.82	3.345	9.498	1.145	1.172	1.541	2.763	2.804	5.53	2.213	11.5	1.148	4.063	3.206	5.199	6.31	4.121	3.078	6.464	6.471
-Immune System	Environmental Information Processing	0.1349	0.1388	0.0914	0.1313	0.1128	0.1327	0.06969	0.1369	0.1304	0.115	0.1248	0.1225	0.1312	0.1654	0.2531	0.1658	0.4216	0.08303	0.04646	0.05091	0.224	0.0792	0.1206	0.2383	0.1372	0.2159	0.5708	0.2619
-Endocrine System	Environmental Information Processing	0.9219	0.2582	0.1782	1.75	0.2156	0.1042	0.6216	0.1823	0.2077	1.016	0.9146	0.397	0.5323	0.2841	0.5173	1.661	0.2534	0.3225	0.4792	0.1338	0.4806	0.3397	0.2752	0.1128	0.6682	0.5058	0.9065	2.444
-Circulatory System	Environmental Information Processing	1.579	0.7205	2.156	1.6	1.158	1.081	4.972	3.353	2.394	2.075	8.419	0.4041	0.3693	0.927	1.867	0.9083	4.757	1.171	10.93	0.601	3.301	1.303	3.562	5.808	3.243	2.217	4.866	3.696
-Digestive System	Environmental Information Processing	0.01737	0.017	0.013	0.005994	0.00864	0.008827	0.00357	0.2237	0.008757	0.01269	0.004541	0.1646	0.08745	0.09221	0.06365	0.0209	0.006069	0.01581	0.01138	0.02504	0.0113	1.286	0.01813	0.01341	0.008806	0.01113	0.0075	0.01082
-Excretory System	Environmental Information Processing	0.009814	0.05061	0.01677	0.01008	0.02159	0.02405	0.003886	0.02297	0.007173	0.01054	0.008125	0.019	0.01292	0.02496	0.02336	0.0196	0.01572	0.05127	0.008026	0.007096	0.00523	0.1543	1.167	0.006719	0.007426	0.01521	0.02083	0.01111
-Nervous System	Environmental Information Processing	0.03239	0.3219	0.512	0.02602	0.1936	0.03269	0.01049	0.04962	0.04765	0.03808	0.02259	0.02701	0.0264	0.03987	0.03259	0.02223	0.04323	0.5294	0.02778	0.267	0.03347	0.03982	0.04785	0.1208	0.05338	0.1061	0.08526	0.0363
-Sensory System	Environmental Information Processing	0.0001831	0.0001061	0.0007142	0.0001403	0.0008278	0.04491	0.0002158	0.005515	2.229e-05	0.05569	0.0001564	0.00732	0.008698	6.651e-05	0.0001793	0.0003012	0.0001356	9.311e-05	0.0004089	0.0004257	8.292e-05	0.0002072	0.0006643	8.289e-05	0.0004541	0.001301	0.001192	0.0002195
-Development	Environmental Information Processing	0.00463	0.03536	0.07042	0.008173	0.07418	0.006338	0.01419	0.007844	0.02517	0.02265	0.00424	0.003315	0.003831	0.007288	0.005775	0.005851	0.03235	0.03996	0.001729	0.06318	0.007054	0.003974	0.007484	0.009981	0.002544	0.005336	0.005312	0.01077
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.1193	0.188	0.1388	0.1271	0.1401	0.1247	0.1029	0.1814	0.1463	0.2094	0.1158	0.1063	0.1006	0.1438	0.2523	0.2418	0.1325	0.2391	0.258	0.1169	0.216	0.3981	0.1986	0.1148	0.2379	0.1201	0.3161	0.2045
-Cancers	Environmental Information Processing	0.02254	0.02246	0.01175	0.04085	0.01977	0.02727	0.02763	0.06514	0.04789	0.04568	0.01478	0.0311	0.02536	0.02537	0.02427	0.02538	0.03925	0.02227	0.03065	0.008246	0.07386	0.04197	0.04208	0.02314	0.09486	0.03434	0.146	0.1008
-Immune System Diseases	Environmental Information Processing	0.001725	0.001889	0.001042	0.001411	0.0007729	0.003544	4.578e-05	0.002242	0.009149	0.0003884	0.0001805	0.001825	0.00234	0.002224	0.001632	0.003992	0.0003988	0.001869	0.000202	0.0008157	0.00164	0.004003	0.00526	0.0003369	0.002449	0.0007592	0.002884	0.001119
-Neurodegenerative Diseases	Environmental Information Processing	0.0806	0.1452	0.109	0.06603	0.1005	0.05116	0.06801	0.07508	0.05316	0.1419	0.06643	0.0393	0.04156	0.09601	0.1954	0.1742	0.07362	0.1966	0.2076	0.0857	0.09207	0.1875	0.07809	0.06151	0.08889	0.06046	0.1171	0.0775
-Cardiovascular Diseases	Environmental Information Processing	0.0001236	0.0009118	5.951e-05	0.0002868	0.0002729	0.006255	0.0008871	0.002718	0.004421	0.01073	0.01802	0.003371	0.0061	0.0003313	0.0002065	0.003733	0.0007382	7.493e-05	0.0003177	0.0001148	0.0004223	0.0004388	0.006373	0.0003309	0.001019	0.001297	0.0005502	0.0008678
-Metabolic Diseases	Environmental Information Processing	0.0006059	0.002405	0.002434	1.868e-05	0.002485	0.0005174	1.37e-05	0.0007974	0.000435	0.001375	0.0002617	0.0005898	0.0003743	0.0003057	0.0003311	0.0002698	7.223e-05	0.001239	5.398e-05	0.00171	0.000314	0.007339	0.001702	8.028e-05	0.0003582	0.0002882	7.009e-05	0.0002199
-Infectious Diseases	Environmental Information Processing	0.01368	0.01517	0.01447	0.0185	0.01634	0.03597	0.006278	0.03538	0.03127	0.009329	0.01608	0.03012	0.02491	0.01952	0.03055	0.03421	0.0184	0.01701	0.01908	0.02033	0.04769	0.1569	0.06504	0.02945	0.0503	0.02295	0.0495	0.02397
Not Mapped	Environmental Information Processing	2.214	3.781	3.203	4.099	3.653	3.682	2.569	4.896	4.34	2.684	1.918	3.115	2.901	4.337	4.276	5.282	3.589	3.123	4.47	2.951	4.18	6.239	5.019	3.212	3.636	2.968	5.596	4.2
-Not Mapped	Environmental Information Processing	2.214	3.781	3.203	4.099	3.653	3.682	2.569	4.896	4.34	2.684	1.918	3.115	2.901	4.337	4.276	5.282	3.589	3.123	4.47	2.951	4.18	6.239	5.019	3.212	3.636	2.968	5.596	4.2
TOTAL	-Signal Transduction	39	19.33	22.5	36.77	21.92	30.66	26.86	37.07	30.07	31.77	24.94	28.48	26.06	30.71	36.09	54.54	30.92	20.91	52.9	16.96	33.51	67.05	35.51	28.26	34.81	22.54	43.28	38.08
MAPPED	-Signal Transduction	34.17	15.3	18.81	31.89	17.49	24.86	24.15	29.73	24.59	28.7	22.86	23.14	21.17	25.18	30.85	47.87	24.98	17.44	47.41	13.6	27.31	57.45	29.55	23.85	28.92	18.78	34.76	32.07
Genetic Information Processing	-Signal Transduction	9.867	3.746	3.441	4.273	3.804	7.583	1.549	10.04	12.56	2.847	1.61	7.322	7.118	4.897	6.245	10.1	4.92	4.226	2.81	3.109	9.287	35.2	10.8	6.311	7.845	6.762	12.64	6.453
-Transcription	-Signal Transduction	0.4982	0.2569	0.1847	0.1272	0.2802	0.5345	0.05763	0.6631	1.273	0.1781	0.1481	0.3262	0.3403	0.2767	0.328	0.2815	0.3193	0.284	0.07809	0.2145	0.7716	0.4902	0.4383	0.5835	0.4762	0.7337	1.323	0.2457
-Translation	-Signal Transduction	2.128	0.9132	0.8255	1.385	0.8443	2.459	0.4512	3.613	4.362	0.7454	0.4276	2.557	2.574	1.402	1.396	3.983	1.076	0.9117	0.9734	0.8308	2.308	20.73	4.275	1.701	2.601	1.848	4.205	1.559
-Folding, Sorting and Degradation	-Signal Transduction	6.478	2.26	2.173	2.426	2.356	3.956	0.8751	5.053	5.15	1.573	0.9226	3.669	3.398	2.778	3.92	5.087	2.955	2.649	1.444	1.832	5.2	12.37	5.016	3.186	3.69	3.151	5.58	4.259
-DNA Maintenance	-Signal Transduction	0.763	0.3157	0.2578	0.3346	0.3228	0.6331	0.1652	0.7145	1.774	0.3508	0.1117	0.7706	0.8063	0.4405	0.6004	0.7488	0.5702	0.3811	0.3142	0.2315	1.007	1.616	1.073	0.841	1.078	1.029	1.534	0.3897
Environmental Information Processing	-Signal Transduction	2.181	1.066	1.152	1.191	1.212	1.574	1.054	1.498	1.265	1.143	1.082	1.715	1.689	1.275	1.226	1.263	1.656	1.113	1.227	1.14	1.483	1.538	1.188	1.373	1.621	1.268	1.521	1.43
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	1.181	0.06605	0.1517	0.1911	0.2121	0.5745	0.05391	0.4984	0.2647	0.1428	0.08155	0.7146	0.6888	0.2751	0.2258	0.2627	0.6565	0.1134	0.2272	0.14	0.4827	0.5381	0.1877	0.3725	0.6215	0.2676	0.5214	0.4297
Cellular Processes	-Signal Transduction	2.914	3.294	3.311	2.534	3.353	3.335	5.7	4.137	2.645	14.33	1.907	2.435	2.59	2.437	3.131	3.127	2.96	3.767	17.39	2.418	3.232	2.727	2.952	3.024	3.889	2.608	4.22	3.178
-Crystallins	-Signal Transduction	0.08235	0.08253	0.05162	0.02164	0.03756	0.03145	0.3263	0.02843	0.01759	11.53	0.7304	0.0362	0.01547	0.02277	0.2176	0.03338	0.1529	0.09499	0.2428	0.02955	0.03157	0.0464	0.02943	0.01326	0.6102	0.02246	0.05873	0.0834
-Vesicular Transport	-Signal Transduction	0.9562	0.6765	0.678	0.8929	0.7125	0.6752	0.2276	0.6019	0.4619	0.3947	0.2462	0.6894	0.7165	1.142	1.367	1.651	0.7359	0.734	0.2604	0.6003	0.963	0.627	0.737	0.7756	0.6849	0.6816	0.8552	1.23
-Cytoskeleton	-Signal Transduction	0.8571	1.4	1.746	0.6531	1.603	1.71	2.069	1.774	1.483	1.524	0.3404	0.9978	1.193	0.6418	0.7951	0.7317	1.131	1.902	7.673	1.156	1.416	1.399	1.351	1.541	1.844	1.378	2.235	1.082
-Cell Motility	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	0.8199	1.052	0.7535	0.7524	0.8939	0.6341	0.3235	0.7935	0.5156	0.4514	0.4034	0.5044	0.4549	0.4621	0.6359	0.5578	0.5146	0.9555	0.2462	0.5626	0.4916	0.5611	0.3576	0.323	0.5555	0.3993	0.7459	0.5768
-Cell Communication	-Signal Transduction	0.198	0.08355	0.08152	0.2138	0.1058	0.2842	2.754	0.9391	0.1674	0.4274	0.1866	0.2073	0.2108	0.1683	0.1158	0.1531	0.4249	0.08102	8.97	0.06877	0.3302	0.09327	0.4771	0.3714	0.1946	0.1268	0.3251	0.2054
Metabolism	-Signal Transduction	13.06	5.347	7.25	19.53	6.79	9.911	9.736	7.813	4.364	6.315	7.866	9.524	7.619	14.42	16.55	29.53	6.061	5.599	11.55	5.489	6.969	12.44	8.198	4.322	8.496	4.09	6.065	11.47
-Membrane Transport	-Signal Transduction	0.001284	0.000666	0.002546	0.005542	0.0003822	0.004194	0.0009109	0.00258	0.003076	0.003237	0.0004261	0.006898	0.004868	0.00313	0.001224	0.008757	0.001309	0.0003486	0.0007235	0.0009177	0.002131	0.00117	0.004446	0.002324	0.001597	0.002154	0.002149	0.002265
-Central Carbon Metabolism	-Signal Transduction	5.39	1.621	2.818	6.236	2.536	3.41	3.086	2.28	1.824	2.788	1.759	3.177	2.839	4.442	5.155	8.102	1.47	1.937	4.735	2.41	2.55	2.316	2.99	1.727	1.989	1.651	1.914	3.676
-Energy Metabolism	-Signal Transduction	1.778	2.258	1.925	5.39	1.948	2.023	3.401	1.426	0.6699	1.152	4.032	1.795	1.43	3.789	5.085	3.049	0.5691	2.071	1.3	1.318	0.9736	2.943	1.805	0.4964	2.96	0.6354	1.503	1.491
-Biosynthesis	-Signal Transduction	4.996	1.249	2.043	7.158	1.97	4.014	3.036	3.578	1.478	2.15	1.861	3.879	2.88	5.379	5.474	16.93	3.656	1.341	5.324	1.465	2.986	5.404	3.005	1.781	2.904	1.556	2.224	5.944
-Other Enzymes	-Signal Transduction	0.8941	0.2191	0.4619	0.7395	0.3352	0.4588	0.2122	0.5266	0.389	0.2218	0.2138	0.6659	0.464	0.8045	0.8369	1.441	0.3644	0.2497	0.1885	0.2952	0.4578	1.775	0.3933	0.3154	0.642	0.2455	0.4221	0.3576
Organismal Systems	-Signal Transduction	5.89	1.644	3.499	4.207	2.163	2.26	6.003	5.967	3.567	3.823	10.27	1.963	1.98	1.965	3.387	3.541	9.16	2.464	14.12	1.309	6.025	4.931	6.176	8.661	6.682	3.901	9.834	9.251
-Immune System	-Signal Transduction	0.2943	0.1479	0.1053	0.1564	0.1367	0.209	0.07345	0.2051	0.1649	0.1315	0.135	0.2101	0.2215	0.2109	0.3102	0.2094	0.6983	0.09244	0.05701	0.05804	0.3322	0.1218	0.1432	0.3271	0.2224	0.2737	0.8684	0.3745
-Endocrine System	-Signal Transduction	2.011	0.2753	0.2052	2.085	0.2614	0.1641	0.6551	0.2732	0.2626	1.161	0.9892	0.6806	0.899	0.3623	0.6341	2.098	0.4197	0.3591	0.588	0.1526	0.7125	0.5225	0.3268	0.1549	1.083	0.6412	1.379	3.494
-Circulatory System	-Signal Transduction	3.444	0.768	2.483	1.906	1.403	1.703	5.24	5.025	3.027	2.371	9.106	0.6929	0.6237	1.182	2.289	1.147	7.881	1.304	13.41	0.6852	4.895	2.004	4.231	7.971	5.258	2.81	7.403	5.284
-Digestive System	-Signal Transduction	0.03789	0.01812	0.01497	0.00714	0.01047	0.0139	0.003763	0.3353	0.01107	0.0145	0.004911	0.2822	0.1477	0.1176	0.07803	0.02639	0.01005	0.01761	0.01396	0.02855	0.01676	1.977	0.02153	0.01841	0.01428	0.0141	0.01141	0.01547
-Excretory System	-Signal Transduction	0.02141	0.05395	0.01932	0.012	0.02617	0.03786	0.004095	0.03442	0.009071	0.01205	0.008787	0.03258	0.02183	0.03183	0.02863	0.02475	0.02605	0.05709	0.009849	0.008089	0.007755	0.2374	1.386	0.009222	0.01204	0.01928	0.03169	0.01589
-Nervous System	-Signal Transduction	0.07066	0.3431	0.5897	0.03099	0.2346	0.05147	0.01106	0.07435	0.06026	0.04352	0.02444	0.04632	0.04459	0.05084	0.03995	0.02807	0.0716	0.5894	0.0341	0.3044	0.04962	0.06125	0.05684	0.1658	0.08655	0.1345	0.1297	0.0519
-Sensory System	-Signal Transduction	0.0003995	0.0001131	0.0008225	0.0001671	0.001003	0.07071	0.0002274	0.008263	2.819e-05	0.06364	0.0001692	0.01255	0.01469	8.481e-05	0.0002197	0.0003803	0.0002246	0.0001037	0.0005018	0.0004853	0.0001229	0.0003187	0.000789	0.0001138	0.0007363	0.001649	0.001814	0.0003139
-Development	-Signal Transduction	0.0101	0.03769	0.0811	0.009735	0.08991	0.00998	0.01495	0.01175	0.03183	0.02588	0.004586	0.005683	0.00647	0.009292	0.007079	0.007388	0.05359	0.04449	0.002121	0.07202	0.01046	0.006112	0.008889	0.0137	0.004125	0.006764	0.008082	0.0154
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Signal Transduction	0.2602	0.2004	0.1598	0.1514	0.1698	0.1964	0.1084	0.2717	0.1851	0.2392	0.1252	0.1823	0.17	0.1833	0.3093	0.3053	0.2194	0.2662	0.3166	0.1333	0.3203	0.6123	0.2358	0.1576	0.3857	0.1522	0.481	0.2924
-Cancers	-Signal Transduction	0.04918	0.02394	0.01354	0.04866	0.02397	0.04293	0.02912	0.09761	0.06057	0.05221	0.01599	0.05333	0.04284	0.03235	0.02975	0.03204	0.06501	0.0248	0.03762	0.0094	0.1095	0.06455	0.04998	0.03175	0.1538	0.04353	0.2222	0.1441
-Immune System Diseases	-Signal Transduction	0.003763	0.002013	0.0012	0.00168	0.0009368	0.00558	4.825e-05	0.00336	0.01157	0.0004439	0.0001952	0.003129	0.003952	0.002836	0.002001	0.00504	0.0006605	0.002081	0.0002479	0.0009299	0.002432	0.006157	0.006248	0.0004624	0.003971	0.0009624	0.004388	0.0016
-Neurodegenerative Diseases	-Signal Transduction	0.1758	0.1548	0.1255	0.07865	0.1218	0.08055	0.07167	0.1125	0.06723	0.1621	0.07185	0.06738	0.0702	0.1224	0.2395	0.22	0.122	0.2189	0.2548	0.0977	0.1365	0.2884	0.09275	0.08442	0.1441	0.07663	0.1782	0.1108
-Cardiovascular Diseases	-Signal Transduction	0.0002696	0.000972	6.853e-05	0.0003416	0.0003307	0.009849	0.0009349	0.004073	0.005591	0.01226	0.01949	0.00578	0.0103	0.0004225	0.0002532	0.004713	0.001223	8.343e-05	0.0003898	0.0001309	0.0006262	0.000675	0.007569	0.0004542	0.001652	0.001644	0.000837	0.001241
-Metabolic Diseases	-Signal Transduction	0.001322	0.002564	0.002804	2.225e-05	0.003012	0.0008146	1.444e-05	0.001195	0.0005501	0.001571	0.0002831	0.001011	0.0006322	0.0003898	0.0004059	0.0003407	0.0001197	0.001379	6.624e-05	0.001949	0.0004656	0.01129	0.002021	0.0001102	0.0005809	0.0003654	0.0001066	0.0003145
-Infectious Diseases	-Signal Transduction	0.02985	0.01617	0.01667	0.02204	0.01981	0.05664	0.006617	0.05301	0.03955	0.01066	0.01739	0.05164	0.04206	0.02489	0.03745	0.0432	0.03048	0.01893	0.02342	0.02318	0.07071	0.2413	0.07726	0.04042	0.08156	0.02909	0.07531	0.03428
Not Mapped	-Signal Transduction	4.83	4.031	3.689	4.883	4.427	5.797	2.708	7.337	5.488	3.068	2.075	5.341	4.9	5.53	5.241	6.67	5.945	3.477	5.485	3.364	6.198	9.597	5.961	4.409	5.896	3.762	8.513	6.005
-Not Mapped	-Signal Transduction	4.83	4.031	3.689	4.883	4.427	5.797	2.708	7.337	5.488	3.068	2.075	5.341	4.9	5.53	5.241	6.67	5.945	3.477	5.485	3.364	6.198	9.597	5.961	4.409	5.896	3.762	8.513	6.005
TOTAL	-Signaling Molecules and Interaction	33.01	292.7	148.4	192.4	103.4	53.37	498.2	74.37	113.6	222.5	305.8	39.86	37.84	111.6	159.8	207.6	47.1	184.4	232.8	121.1	69.42	124.6	189.2	75.86	56.02	84.24	83.01	88.62
MAPPED	-Signaling Molecules and Interaction	28.92	231.6	124	166.8	82.49	43.28	448	59.65	92.9	201	280.4	32.38	30.73	91.52	136.6	182.2	38.05	153.7	208.7	97.12	56.58	106.8	157.4	64.02	46.53	70.18	66.68	74.64
Genetic Information Processing	-Signaling Molecules and Interaction	8.352	56.71	22.69	22.36	17.94	13.2	28.74	20.15	47.46	19.94	19.74	10.25	10.33	17.8	27.65	38.44	7.495	37.26	12.37	22.2	19.24	65.42	57.54	16.94	12.62	25.27	24.25	15.02
-Transcription	-Signaling Molecules and Interaction	0.4217	3.889	1.218	0.6655	1.321	0.9304	1.069	1.33	4.81	1.247	1.817	0.4565	0.4941	1.006	1.453	1.072	0.4864	2.504	0.3437	1.532	1.598	0.9109	2.335	1.566	0.7663	2.742	2.538	0.5718
-Translation	-Signaling Molecules and Interaction	1.801	13.83	5.442	7.248	3.981	4.281	8.37	7.249	16.48	5.221	5.244	3.578	3.736	5.096	6.18	15.16	1.638	8.039	4.284	5.933	4.781	38.52	22.77	4.565	4.184	6.904	8.066	3.627
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	5.483	34.22	14.33	12.69	11.11	6.887	16.23	10.14	19.46	11.01	11.31	5.134	4.932	10.1	17.36	19.36	4.502	23.36	6.357	13.08	10.77	22.99	26.72	8.553	5.937	11.78	10.7	9.912
-DNA Maintenance	-Signaling Molecules and Interaction	0.6459	4.779	1.7	1.751	1.522	1.102	3.063	1.434	6.704	2.457	1.37	1.078	1.17	1.602	2.659	2.85	0.8685	3.36	1.383	1.653	2.086	3.002	5.717	2.258	1.734	3.846	2.943	0.9068
Environmental Information Processing	-Signaling Molecules and Interaction	1.846	16.14	7.593	6.232	5.716	2.741	19.55	3.006	4.779	8.004	13.26	2.399	2.452	4.635	5.428	4.806	2.523	9.818	5.401	8.142	3.071	2.858	6.327	3.685	2.609	4.737	2.918	3.327
-Signal Transduction	-Signaling Molecules and Interaction	0.8464	15.14	6.593	5.232	4.716	1.741	18.55	2.006	3.779	7.004	12.26	1.399	1.452	3.635	4.428	3.806	1.523	8.818	4.401	7.142	2.071	1.858	5.327	2.685	1.609	3.737	1.918	2.327
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	2.466	49.88	21.83	13.26	15.81	5.806	105.7	8.3	9.996	100.4	23.39	3.408	3.76	8.861	13.86	11.9	4.508	33.22	76.55	17.27	6.695	5.067	15.73	8.119	6.258	9.745	8.094	7.395
-Crystallins	-Signaling Molecules and Interaction	0.06971	1.25	0.3403	0.1132	0.1771	0.05475	6.053	0.05704	0.06646	80.79	8.957	0.05065	0.02245	0.08279	0.9634	0.1271	0.2329	0.8376	1.069	0.211	0.06539	0.08624	0.1567	0.03561	0.9818	0.08394	0.1126	0.1941
-Vesicular Transport	-Signaling Molecules and Interaction	0.8094	10.24	4.47	4.672	3.36	1.175	4.222	1.208	1.745	2.764	3.019	0.9648	1.04	4.153	6.052	6.285	1.121	6.472	1.146	4.288	1.995	1.165	3.926	2.082	1.102	2.547	1.64	2.863
-Cytoskeleton	-Signaling Molecules and Interaction	0.7255	21.2	11.51	3.418	7.562	2.977	38.38	3.559	5.603	10.67	4.174	1.396	1.731	2.333	3.521	2.785	1.723	16.77	33.77	8.259	2.932	2.6	7.197	4.137	2.967	5.148	4.286	2.518
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.694	15.93	4.968	3.937	4.216	1.104	6.001	1.592	1.948	3.162	4.947	0.7059	0.6604	1.68	2.816	2.123	0.7839	8.425	1.084	4.018	1.018	1.043	1.905	0.8672	0.8939	1.492	1.431	1.342
-Cell Communication	-Signaling Molecules and Interaction	0.1676	1.265	0.5375	1.118	0.4987	0.4947	51.08	1.884	0.6324	2.994	2.288	0.29	0.3061	0.6118	0.5128	0.5828	0.6473	0.7145	39.48	0.4911	0.684	0.1733	2.541	0.997	0.3131	0.474	0.6235	0.478
Metabolism	-Signaling Molecules and Interaction	11.05	80.96	47.8	102.2	32.02	17.25	180.6	15.68	16.49	44.23	96.46	13.33	11.06	52.41	73.29	112.4	9.233	49.38	50.83	39.2	14.44	23.12	43.67	11.6	13.67	15.28	11.63	26.69
-Membrane Transport	-Signaling Molecules and Interaction	0.001087	0.01008	0.01679	0.029	0.001802	0.007301	0.0169	0.005176	0.01162	0.02267	0.005225	0.009653	0.007067	0.01138	0.005418	0.03333	0.001994	0.003074	0.003184	0.006554	0.004415	0.002174	0.02368	0.00624	0.00257	0.008051	0.004122	0.005271
-Central Carbon Metabolism	-Signaling Molecules and Interaction	4.562	24.55	18.58	32.63	11.96	5.937	57.24	4.574	6.892	19.53	21.57	4.446	4.122	16.15	22.82	30.84	2.24	17.08	20.84	17.21	5.281	4.303	15.93	4.635	3.2	6.17	3.67	8.554
-Energy Metabolism	-Signaling Molecules and Interaction	1.505	34.18	12.69	28.2	9.187	3.522	63.09	2.861	2.531	8.067	49.45	2.512	2.076	13.77	22.52	11.6	0.8669	18.26	5.723	9.41	2.017	5.468	9.616	1.333	4.763	2.374	2.882	3.469
-Biosynthesis	-Signaling Molecules and Interaction	4.228	18.91	13.47	37.45	9.291	6.988	56.32	7.18	5.585	15.06	22.82	5.429	4.181	19.55	24.24	64.45	5.569	11.82	23.43	10.46	6.185	10.04	16.01	4.782	4.673	5.814	4.266	13.83
