Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Cell Growth and Death	-Crystallins	13.62	18	16.72	34.4	30.49	26.47	1.113	37.61	39.15	0.04213	0.5018	16.26	34.36	25.39	3.931	19.03	6.013	13.48	1.014	22.25	25.56	11.81	19.14	34.04	1.324	24.26	19.83	7.989
-Cell Communication	-Crystallins	12.11	3.509	6.861	42.5	13.61	55.69	36.75	257.4	45.75	0.1349	0.7145	31.19	71.4	38.47	2.675	23.34	15.14	3.253	72.77	9.022	65.87	6.295	52.3	107.4	1.517	22.59	28.65	12.26
Metabolism	-Crystallins	294.7	98.82	238	1554	319.1	483	54.21	427.1	425.1	0.7974	14.42	434.6	833.9	1049	137.2	1698	68.86	93.75	78.25	314.5	373.9	376.4	461.6	535.3	20.3	308.4	151	245.1
-Membrane Transport	-Crystallins	0.06863	0.02646	0.1345	0.818	0.05997	0.4957	0.01624	0.5356	1.2	0.0009781	0.002165	0.6912	1.166	0.4402	0.02688	1.216	0.08483	0.02336	0.02132	0.1334	0.2107	0.1906	0.673	0.6105	0.01383	0.2521	0.1078	0.08837
-Central Carbon Metabolism	-Crystallins	137.3	39.39	110.3	610	143	205	21.95	154.9	194.1	0.4159	4.525	162.6	337.1	390.1	52.44	487.5	20.9	41.4	36.26	159.5	155.2	92.74	198.3	241.6	6.508	141	57.63	93.01
-Energy Metabolism	-Crystallins	23.97	31.03	44.03	203.5	64.05	62.19	11.98	50.82	37.08	0.0923	5.26	48.15	90.62	173.2	28.97	92.93	4.503	25.24	4.979	49.9	29.58	58.32	60.6	42.61	4.849	27.04	21.69	16.03
-Biosynthesis	-Crystallins	114.3	24.23	67.73	678	95	191.9	18.95	194.5	155.3	0.2625	4.187	195.2	352.9	430.7	49.43	1044	39.22	22.77	35.69	87.38	164.6	192.4	179.8	212.2	7.546	122	61.26	127.9
-Other Enzymes	-Crystallins	19.11	4.149	15.8	61.71	17	23.43	1.323	26.31	37.43	0.02576	0.4438	27.97	52.18	54.21	6.348	72.23	4.157	4.31	1.31	17.56	24.25	32.8	22.34	38.24	1.382	18.16	10.29	8.086
Organismal Systems	-Crystallins	81.3	27.82	92.4	193.7	82.12	106.8	32.09	283.5	300.9	0.3849	16.46	68.16	155.1	123.9	22.82	96.83	80.99	35.23	96.79	67.16	268.7	136.6	272	717.9	14.81	206.2	222.7	126
-Immune System	-Crystallins	7.917	4.286	4.501	13.96	7.815	14.65	0.5705	16.22	25.22	0.0238	0.3731	11.41	30.39	23.6	4	12.52	11.43	2.414	0.7862	5.163	23.45	5.007	10.46	52.06	0.94	22.83	28.3	9.546
-Endocrine System	-Crystallins	17.49	2.567	2.997	69.87	4.554	3.974	1.631	7.394	11.87	0.05785	0.9751	12.43	42.26	14.95	2.341	37.98	3.43	2.492	1.748	3.356	19.97	6.717	8.238	11.52	1.248	20.03	23.27	28.03
-Circulatory System	-Crystallins	53.16	11.78	61.17	105.3	52.03	73.07	29.63	233.2	251.7	0.2787	15.02	27.2	54.56	69.54	15.04	41.51	63.88	18.09	93.77	34.44	220.3	49.18	188.8	634.9	12.35	153.8	167.2	86.56
-Digestive System	-Crystallins	0.793	0.4563	0.476	0.6191	0.5597	0.9989	0.02509	19.13	1.456	0.008236	0.01025	12.27	17	8.516	0.8161	2.075	0.1974	0.1943	0.1223	1.554	1.735	67.59	1.702	3.458	0.05778	1.228	0.4226	0.478
-Excretory System	-Crystallins	0.4579	1.427	0.7302	0.945	1.465	1.787	0.02644	1.809	0.9869	0.001619	0.02201	1.414	2.227	3.166	0.2779	1.058	0.3306	1.266	0.06563	0.5223	0.4321	6.467	59.77	1.261	0.03699	1.328	0.8786	0.2759
-Nervous System	-Crystallins	1.111	5.888	18.13	1.908	8.615	2.249	0.05647	3.442	4.838	0.003936	0.03633	1.608	3.584	2.989	0.2403	1.106	0.63	9.379	0.264	15.49	2.062	1.376	2.378	12.3	0.1541	5.935	2.151	0.6296
-Sensory System	-Crystallins	0.02177	0.006835	0.07135	0.03125	0.124	9.267	0.003585	1.215	0.006782	0.005298	0.0009466	1.446	3.908	0.0159	0.005003	0.04804	0.006988	0.005288	0.009674	0.07256	0.01694	0.02902	0.1186	0.03679	0.005641	0.313	0.1271	0.01532
-Development	-Crystallins	0.3475	1.409	4.314	1.008	6.955	0.8332	0.1487	1.119	4.79	0.005392	0.01648	0.3904	1.117	1.112	0.09211	0.53	1.082	1.391	0.02797	6.566	0.7109	0.2484	0.6099	2.327	0.01816	0.7362	0.3435	0.5078
-Environmental Adaptation	-Crystallins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Crystallins	4.436	4.084	6.399	9.667	8.295	14.49	0.5819	15.44	21.18	0.02839	0.3449	9.417	23.38	13.62	2.058	13.95	2.752	4.39	1.62	8.689	17.64	17.97	14.74	21.22	1.091	11.96	13.3	5.735
-Cancers	-Crystallins	1.147	0.7143	0.749	3.767	1.865	2.805	0.1851	5.763	7.999	0.007196	0.04334	2.547	5.115	3.968	0.3467	1.693	0.8546	0.6432	0.3025	0.9047	6.256	2.431	3.428	6.24	0.4588	4.066	6.98	2.662
-Immune System Diseases	-Crystallins	0.09374	0.05547	0.05596	0.1468	0.05982	0.3351	0.0003911	0.2302	1.329	7.089e-05	0.0005325	0.1647	0.4785	0.2618	0.02157	0.2895	0.01009	0.04878	0.002239	0.06767	0.1524	0.2581	0.4344	0.06871	0.01383	0.08406	0.141	0.03575
-Neurodegenerative Diseases	-Crystallins	2.636	2.873	5.099	4.517	5.4	3.031	0.3056	5.147	8.026	0.01299	0.1034	2.713	6.133	7.688	1.379	9.288	1.516	3.344	1.155	6.722	7.984	7.17	4.617	10.4	0.3799	5.052	4.309	2.322
-Cardiovascular Diseases	-Crystallins	0.03548	0.08436	0.01443	0.05649	0.07659	3.087	0.05783	1.726	0.9179	0.006568	0.1641	1.489	5.849	0.1237	0.01525	1.025	0.07938	0.008149	0.01996	0.0416	0.2409	0.1721	2.353	0.2395	0.03372	0.9369	0.1725	0.1807
-Metabolic Diseases	-Crystallins	0.03911	0.08585	0.1377	0.002182	0.2021	0.06079	0.0001187	0.09305	0.07031	0.0003555	0.00113	0.05742	0.08197	0.04676	0.006158	0.0266	0.002533	0.05648	0.0008213	0.1526	0.05887	1.101	0.3298	0.03646	0.003005	0.06382	0.00398	0.01247
-Infectious Diseases	-Crystallins	0.4851	0.2706	0.3431	1.177	0.6918	5.168	0.03289	2.478	2.84	0.001205	0.03236	2.445	5.725	1.532	0.2895	1.628	0.2892	0.2898	0.1398	0.8002	2.953	6.837	3.58	4.235	0.2012	1.759	1.696	0.5215
Not Mapped	-Crystallins	100.9	93.36	122.7	352.1	209.8	291.2	16.36	413.7	506.2	0.3934	4.774	235.9	499.4	413.5	46.94	323	70.92	67.98	41.77	192.8	327.5	335.1	343.5	546.4	17.31	273.8	229.4	112.3
-Not Mapped	-Crystallins	100.9	93.36	122.7	352.1	209.8	291.2	16.36	413.7	506.2	0.3934	4.774	235.9	499.4	413.5	46.94	323	70.92	67.98	41.77	192.8	327.5	335.1	343.5	546.4	17.31	273.8	229.4	112.3
TOTAL	-Vesicular Transport	46.04	27.92	28.74	42.58	23.11	43.69	139.6	59.42	49.32	74.23	95.1	39.59	35.96	26.56	30.22	39.62	34.91	25.65	239.1	22.11	36.24	96.78	46.71	30.87	55.01	29.04	47.59	34.15
MAPPED	-Vesicular Transport	40.11	21.42	24.12	37.03	18.59	35.7	126.4	48.63	40.38	66.09	84.95	32.27	29.41	21.72	25.33	35.07	27.95	20.95	212.2	17.83	29.61	79.58	38.3	25.49	43.99	23.87	37.23	28.67
Genetic Information Processing	-Vesicular Transport	11.2	4.843	4.527	4.849	3.921	10.23	7.584	14.52	19.73	7.622	6.919	9.669	9.168	4.079	4.842	6.562	5.639	4.437	12.3	3.903	9.527	45.37	13.39	7.218	11.08	8.684	11.95	5.644
-Transcription	-Vesicular Transport	0.633	0.3576	0.2088	0.1597	0.2941	0.7051	0.2775	0.8665	2.279	0.4802	0.4947	0.4981	0.4857	0.2504	0.2834	0.2147	0.3736	0.3243	0.3659	0.2517	0.7879	0.7521	0.6325	0.6792	0.7227	1.004	1.43	0.2154
-Translation	-Vesicular Transport	2.123	0.9652	0.9306	1.357	0.8436	2.733	2.059	4.021	5.67	1.867	1.548	2.73	2.691	0.9924	0.9615	2.088	1.131	0.8842	4.259	0.9247	1.955	19.9	4.285	1.67	2.886	2.045	2.993	1.186
-Folding, Sorting and Degradation	-Vesicular Transport	7.878	3.213	3.152	3.082	2.552	6.201	4.596	8.948	9.554	4.621	4.509	5.765	5.303	2.584	3.269	3.929	3.743	2.913	6.51	2.526	6.079	23.13	7.565	4.225	6.343	4.636	6.39	3.913
-DNA Maintenance	-Vesicular Transport	0.5688	0.3075	0.2354	0.2504	0.2311	0.5901	0.6506	0.6812	2.227	0.654	0.368	0.6759	0.6884	0.2521	0.3284	0.33	0.3917	0.3151	1.168	0.2003	0.7052	1.593	0.9038	0.6447	1.133	0.9986	1.137	0.3289
Environmental Information Processing	-Vesicular Transport	2.575	1.329	1.255	1.171	1.206	2.277	4.316	3.043	2.06	2.26	3.559	2.119	2.047	1.072	0.9121	0.7648	1.868	1.164	4.677	1.37	2.011	2.026	1.608	1.642	2.34	1.336	1.929	1.395
-Signal Transduction	-Vesicular Transport	1.125	1.223	1.052	1.006	0.982	1.587	4.114	2.528	1.716	1.925	3.271	1.279	1.286	0.8832	0.7581	0.5857	1.361	1.015	4.113	1.151	1.544	1.424	1.359	1.325	1.729	1.079	1.479	1.122
-Signaling Molecules and Interaction	-Vesicular Transport	1.45	0.1059	0.2025	0.1648	0.2239	0.6898	0.2023	0.515	0.344	0.3351	0.2877	0.8401	0.7602	0.1886	0.1539	0.1791	0.5062	0.1491	0.5634	0.2183	0.4663	0.6013	0.2496	0.3163	0.6108	0.2568	0.4502	0.2732
Cellular Processes	-Vesicular Transport	3.975	6.144	5.648	3.27	4.648	6.635	44.69	12.11	5.409	31.15	8.098	4.593	4.925	2.666	2.722	2.289	5.475	6.132	81.29	3.884	4.693	4.922	4.985	4.094	7.517	3.899	5.876	3.241
-Crystallins	-Vesicular Transport	0.05876	0.06964	0.03768	0.01578	0.02153	0.02741	0.8041	0.0261	0.01765	20.69	2.126	0.03102	0.01311	0.01172	0.104	0.01407	0.09811	0.06911	0.6448	0.02221	0.02026	0.05133	0.02448	0.009841	0.6367	0.01889	0.04515	0.04878
-Vesicular Transport	-Vesicular Transport	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	1.404	3.576	3.721	1.04	2.677	3.356	12.44	3.385	2.894	5.797	2.386	2.09	2.525	0.9063	0.9311	0.6788	2.301	3.907	32.07	2.167	1.82	2.941	2.211	1.692	4.071	1.995	2.642	1.204
-Cell Motility	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.8005	1.254	0.6299	0.5429	0.6565	0.7256	0.8952	0.9818	0.6909	0.8719	1.067	0.5044	0.4506	0.2975	0.4088	0.2678	0.5899	0.9315	0.6539	0.4942	0.5179	0.6064	0.4685	0.335	0.8428	0.4582	0.8953	0.3897
-Cell Communication	-Vesicular Transport	0.7118	0.2444	0.2586	0.6708	0.293	1.526	29.55	6.719	0.8073	2.791	1.519	0.9675	0.9361	0.4508	0.2783	0.3284	1.486	0.2248	46.92	0.2004	1.335	0.3232	1.28	1.057	0.9659	0.4267	1.294	0.5979
Metabolism	-Vesicular Transport	17.32	6.882	8.969	24.53	6.869	13.24	43.59	11.15	7.501	16.5	30.65	13.48	10.93	12.29	14.27	23.9	6.756	6.478	50.46	6.986	7.575	19.32	11.3	5.268	12.92	5.826	6.817	11.96
-Membrane Transport	-Vesicular Transport	0.004033	0.001843	0.005067	0.01291	0.001291	0.01359	0.01306	0.01398	0.02118	0.02024	0.004602	0.02144	0.01528	0.005159	0.002796	0.01711	0.008322	0.001614	0.01375	0.002962	0.00427	0.009783	0.01647	0.006008	0.008807	0.004762	0.004869	0.004311
-Central Carbon Metabolism	-Vesicular Transport	8.065	2.743	4.157	9.628	3.078	5.619	17.65	4.043	3.425	8.606	9.621	5.046	4.419	4.572	5.454	6.861	2.051	2.861	23.38	3.543	3.144	4.761	4.853	2.378	4.143	2.663	2.602	4.537
-Energy Metabolism	-Vesicular Transport	1.409	2.161	1.659	3.212	1.379	1.704	9.631	1.327	0.6543	1.91	11.18	1.494	1.188	2.03	3.013	1.308	0.4417	1.744	3.21	1.108	0.5993	2.994	1.483	0.4193	3.087	0.5107	0.9793	0.782
-Biosynthesis	-Vesicular Transport	6.716	1.687	2.552	10.7	2.045	5.259	15.24	5.079	2.74	5.432	8.901	6.055	4.627	5.047	5.141	14.7	3.847	1.574	23.01	1.941	3.336	9.876	4.4	2.088	4.804	2.305	2.766	6.239
-Other Enzymes	-Vesicular Transport	1.123	0.289	0.5955	0.9739	0.3659	0.6422	1.064	0.6867	0.6606	0.533	0.9435	0.8678	0.6842	0.6353	0.6602	1.016	0.4078	0.2979	0.8446	0.39	0.4914	1.684	0.5468	0.3763	0.8801	0.343	0.4647	0.3945
Organismal Systems	-Vesicular Transport	4.777	1.937	3.482	3.057	1.768	2.928	25.8	7.401	5.309	7.964	34.99	2.115	2.033	1.452	2.373	1.363	7.946	2.435	62.41	1.492	5.444	7.013	6.659	7.065	9.43	3.895	10.06	6.148
-Immune System	-Vesicular Transport	0.4652	0.2985	0.1696	0.2203	0.1682	0.4016	0.4588	0.4235	0.445	0.4924	0.7932	0.354	0.3984	0.2765	0.4161	0.1762	1.122	0.1668	0.507	0.1147	0.4751	0.257	0.256	0.5123	0.5984	0.4312	1.278	0.4657
-Endocrine System	-Vesicular Transport	1.028	0.1787	0.1129	1.103	0.09803	0.1089	1.311	0.193	0.2095	1.197	2.073	0.3855	0.5541	0.1752	0.2435	0.5345	0.3365	0.1722	1.127	0.07455	0.4046	0.3448	0.2016	0.1134	0.7948	0.3784	1.051	1.367
-Circulatory System	-Vesicular Transport	3.124	0.8202	2.305	1.663	1.12	2.003	23.82	6.087	4.442	5.768	31.94	0.8439	0.7154	0.8148	1.564	0.5842	6.267	1.25	60.46	0.765	4.464	2.525	4.621	6.248	7.863	2.905	7.55	4.222
-Digestive System	-Vesicular Transport	0.0466	0.03178	0.01794	0.009771	0.01205	0.02738	0.02018	0.4995	0.02568	0.1704	0.02179	0.3806	0.2229	0.09979	0.08488	0.0292	0.01937	0.01343	0.07886	0.03452	0.03515	3.47	0.04167	0.03403	0.03679	0.0232	0.01908	0.02332
-Excretory System	-Vesicular Transport	0.02691	0.0994	0.02752	0.01492	0.03154	0.04897	0.02126	0.04722	0.01741	0.03351	0.04678	0.04387	0.0292	0.0371	0.02891	0.01489	0.03244	0.08751	0.04232	0.0116	0.008755	0.332	1.463	0.01241	0.02355	0.02508	0.03967	0.01346
-Nervous System	-Vesicular Transport	0.06531	0.4101	0.6834	0.03011	0.1855	0.06163	0.04541	0.08985	0.08538	0.08145	0.07724	0.04989	0.04699	0.03502	0.02499	0.01556	0.06181	0.6481	0.1702	0.3441	0.04178	0.07061	0.0582	0.121	0.0981	0.1121	0.09713	0.03072
-Sensory System	-Vesicular Transport	0.00128	0.000476	0.002689	0.0004932	0.00267	0.254	0.002883	0.03173	0.0001197	0.1096	0.002012	0.04486	0.05124	0.0001863	0.0005204	0.000676	0.0006855	0.0003654	0.006238	0.001612	0.0003433	0.00149	0.002903	0.000362	0.003591	0.005913	0.005737	0.0007473
-Development	-Vesicular Transport	0.02042	0.09815	0.1626	0.01591	0.1497	0.02284	0.1196	0.0292	0.08452	0.1116	0.03504	0.01211	0.01465	0.01303	0.00958	0.007458	0.1062	0.0961	0.01803	0.1458	0.0144	0.01275	0.01493	0.0229	0.01156	0.01391	0.01551	0.02477
-Environmental Adaptation	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Vesicular Transport	0.2607	0.2844	0.2411	0.1526	0.1786	0.3971	0.4679	0.403	0.3738	0.5875	0.7332	0.2921	0.3066	0.1596	0.2141	0.1963	0.27	0.3034	1.045	0.193	0.3575	0.9225	0.3609	0.2088	0.6943	0.2259	0.6006	0.2798
-Cancers	-Vesicular Transport	0.06739	0.04975	0.02822	0.05946	0.04015	0.07689	0.1488	0.1504	0.1412	0.1489	0.09214	0.07901	0.06707	0.0465	0.03606	0.02383	0.08384	0.04445	0.1951	0.0201	0.1267	0.1248	0.08391	0.06141	0.2921	0.07681	0.3152	0.1299
-Immune System Diseases	-Vesicular Transport	0.005508	0.003863	0.002109	0.002316	0.001288	0.009184	0.0003145	0.006009	0.02346	0.001467	0.001132	0.005109	0.006274	0.003068	0.002244	0.004075	0.0009895	0.003371	0.001443	0.001503	0.003087	0.01325	0.01063	0.0006762	0.008803	0.001588	0.006365	0.001744
-Neurodegenerative Diseases	-Vesicular Transport	0.1549	0.2001	0.1921	0.07129	0.1162	0.08307	0.2458	0.1344	0.1416	0.2689	0.2199	0.08417	0.08041	0.09009	0.1434	0.1307	0.1487	0.2311	0.7448	0.1493	0.1618	0.3681	0.113	0.1023	0.2419	0.09543	0.1946	0.1133
-Cardiovascular Diseases	-Vesicular Transport	0.002085	0.005875	0.0005436	0.0008916	0.001649	0.08461	0.0465	0.04505	0.0162	0.1359	0.3489	0.04621	0.07668	0.00145	0.001587	0.01443	0.007788	0.0005631	0.01287	0.000924	0.004881	0.008834	0.05759	0.002357	0.02147	0.0177	0.007791	0.008816
-Metabolic Diseases	-Vesicular Transport	0.002298	0.005979	0.005188	3.443e-05	0.004352	0.001666	9.542e-05	0.002429	0.001241	0.007357	0.002402	0.001781	0.001075	0.000548	0.0006405	0.0003744	0.0002485	0.003903	0.0005296	0.00339	0.001193	0.05652	0.008072	0.0003588	0.001913	0.001206	0.0001797	0.0006084
-Infectious Diseases	-Vesicular Transport	0.02851	0.01884	0.01293	0.01857	0.01489	0.1416	0.02645	0.06469	0.05012	0.02493	0.0688	0.07587	0.07506	0.01795	0.03011	0.02291	0.02837	0.02002	0.09016	0.01777	0.05983	0.351	0.08764	0.04167	0.1281	0.03322	0.07656	0.02544
Not Mapped	-Vesicular Transport	5.93	6.502	4.623	5.557	4.516	7.981	13.16	10.8	8.932	8.14	10.15	7.318	6.548	4.846	4.882	4.545	6.958	4.698	26.93	4.282	6.634	17.2	8.407	5.378	11.02	5.173	10.36	5.481
-Not Mapped	-Vesicular Transport	5.93	6.502	4.623	5.557	4.516	7.981	13.16	10.8	8.932	8.14	10.15	7.318	6.548	4.846	4.882	4.545	6.958	4.698	26.93	4.282	6.634	17.2	8.407	5.378	11.02	5.173	10.36	5.481
TOTAL	-Cytoskeleton	32.79	7.808	7.724	40.93	8.632	13.02	11.22	17.55	17.04	12.81	39.85	18.95	14.24	29.31	32.45	58.37	15.17	6.565	7.456	10.2	19.91	32.91	21.12	18.25	13.51	14.56	18.02	28.36
MAPPED	-Cytoskeleton	28.56	5.99	6.482	35.59	6.945	10.64	10.16	14.36	13.96	11.4	35.6	15.44	11.65	23.96	27.21	51.67	12.15	5.362	6.616	8.226	16.27	27.06	17.32	15.07	10.8	11.96	14.09	23.8
Genetic Information Processing	-Cytoskeleton	7.978	1.354	1.216	4.661	1.465	3.048	0.6095	4.288	6.819	1.315	2.9	4.627	3.631	4.5	5.2	9.667	2.451	1.136	0.3836	1.801	5.235	15.43	6.053	4.267	2.722	4.353	4.524	4.687
-Transcription	-Cytoskeleton	0.4508	0.09999	0.0561	0.1535	0.1099	0.2101	0.0223	0.256	0.7877	0.08284	0.2073	0.2384	0.1923	0.2763	0.3044	0.3162	0.1624	0.083	0.01141	0.1162	0.4329	0.2557	0.286	0.4015	0.1775	0.5034	0.5415	0.1789
-Translation	-Cytoskeleton	1.512	0.2699	0.2501	1.305	0.3151	0.8143	0.1655	1.188	1.96	0.3222	0.6485	1.307	1.066	1.095	1.033	3.076	0.4914	0.2263	0.1328	0.4267	1.074	6.766	1.938	0.987	0.7087	1.025	1.133	0.9851
-Folding, Sorting and Degradation	-Cytoskeleton	5.61	0.8983	0.8471	2.962	0.9535	1.848	0.3694	2.643	3.302	0.7971	1.889	2.759	2.1	2.851	3.51	5.789	1.627	0.7457	0.203	1.166	3.34	7.865	3.421	2.498	1.558	2.324	2.419	3.25
-DNA Maintenance	-Cytoskeleton	0.4051	0.086	0.06324	0.2407	0.08635	0.1758	0.05228	0.2012	0.7697	0.1128	0.1542	0.3234	0.2726	0.2781	0.3526	0.4862	0.1702	0.08066	0.03643	0.09244	0.3875	0.5416	0.4087	0.3811	0.2782	0.5006	0.4305	0.2731
Environmental Information Processing	-Cytoskeleton	1.834	0.3717	0.3372	1.125	0.4505	0.6785	0.3468	0.8989	0.7119	0.3899	1.491	1.014	0.8105	1.182	0.9796	1.127	0.8116	0.2979	0.1458	0.632	1.105	0.6888	0.7272	0.9705	0.5747	0.6695	0.7303	1.159
-Signal Transduction	-Cytoskeleton	0.8013	0.3421	0.2827	0.967	0.3669	0.473	0.3306	0.7468	0.593	0.3321	1.371	0.6118	0.5095	0.9745	0.8142	0.8629	0.5916	0.2597	0.1283	0.5313	0.8485	0.4843	0.6143	0.7835	0.4247	0.5407	0.5598	0.9318
-Signaling Molecules and Interaction	-Cytoskeleton	1.033	0.02961	0.05443	0.1584	0.08364	0.2055	0.01626	0.1521	0.1189	0.05781	0.1206	0.402	0.3011	0.208	0.1653	0.2638	0.22	0.03817	0.01757	0.1008	0.2562	0.2045	0.1129	0.187	0.15	0.1287	0.1704	0.2268
Cellular Processes	-Cytoskeleton	2.831	1.718	1.518	3.143	1.736	1.977	3.592	3.578	1.869	5.374	3.393	2.198	1.95	2.942	2.924	3.372	2.379	1.57	2.535	1.792	2.578	1.674	2.254	2.42	1.846	1.954	2.224	2.691
-Crystallins	-Cytoskeleton	0.04185	0.01947	0.01013	0.01517	0.008042	0.008166	0.06462	0.007711	0.006098	3.57	0.8909	0.01485	0.005192	0.01293	0.1117	0.02073	0.04263	0.01769	0.0201	0.01025	0.01113	0.01746	0.01107	0.005818	0.1564	0.00947	0.01709	0.04051
-Vesicular Transport	-Cytoskeleton	0.7122	0.2796	0.2687	0.9613	0.3736	0.298	0.08036	0.2954	0.3456	0.1725	0.4191	0.4786	0.396	1.103	1.074	1.473	0.4346	0.256	0.03118	0.4614	0.5495	0.34	0.4522	0.5912	0.2456	0.5013	0.3786	0.8304
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.5701	0.3506	0.1693	0.5219	0.2452	0.2162	0.07194	0.29	0.2388	0.1504	0.447	0.2414	0.1784	0.3283	0.439	0.3945	0.2564	0.2384	0.02039	0.2281	0.2846	0.2062	0.2119	0.198	0.207	0.2297	0.3389	0.3236
-Cell Communication	-Cytoskeleton	0.507	0.06835	0.06947	0.6448	0.1094	0.4548	2.375	1.985	0.279	0.4815	0.6365	0.463	0.3707	0.4974	0.2988	0.4839	0.6456	0.05755	1.463	0.09247	0.7333	0.1099	0.5789	0.6249	0.2372	0.2139	0.4898	0.4965
Metabolism	-Cytoskeleton	12.33	1.925	2.41	23.58	2.566	3.944	3.503	3.294	2.592	2.847	12.84	6.453	4.33	13.56	15.33	35.21	2.936	1.658	1.573	3.223	4.162	6.571	5.11	3.114	3.174	2.921	2.581	9.929
-Membrane Transport	-Cytoskeleton	0.002872	0.0005152	0.001361	0.01241	0.0004823	0.004048	0.00105	0.00413	0.007319	0.003492	0.001929	0.01026	0.006053	0.005692	0.003002	0.02521	0.003617	0.0004132	0.0004287	0.001367	0.002346	0.003326	0.00745	0.003552	0.002163	0.002387	0.001843	0.00358
-Central Carbon Metabolism	-Cytoskeleton	5.744	0.7671	1.117	9.255	1.15	1.674	1.418	1.194	1.184	1.485	4.032	2.415	1.75	5.044	5.858	10.11	0.8912	0.7322	0.7289	1.635	1.728	1.619	2.195	1.406	1.018	1.335	0.9851	3.768
-Energy Metabolism	-Cytoskeleton	1.003	0.6043	0.4458	3.087	0.5151	0.5079	0.774	0.3919	0.2261	0.3295	4.686	0.7148	0.4705	2.239	3.236	1.927	0.192	0.4465	0.1001	0.5115	0.3293	1.018	0.6707	0.2479	0.7583	0.256	0.3707	0.6494
-Biosynthesis	-Cytoskeleton	4.783	0.4718	0.6858	10.29	0.764	1.567	1.224	1.5	0.947	0.9371	3.73	2.898	1.832	5.568	5.521	21.65	1.672	0.4029	0.7175	0.8956	1.833	3.358	1.99	1.234	1.18	1.155	1.047	5.181
-Other Enzymes	-Cytoskeleton	0.7996	0.0808	0.16	0.9362	0.1367	0.1914	0.08547	0.2028	0.2283	0.09195	0.3954	0.4153	0.2709	0.7009	0.709	1.497	0.1772	0.07624	0.02634	0.18	0.27	0.5725	0.2473	0.2225	0.2162	0.172	0.1759	0.3276
Organismal Systems	-Cytoskeleton	3.402	0.5417	0.9356	2.938	0.6604	0.8724	2.073	2.186	1.835	1.374	14.66	1.012	0.8051	1.602	2.548	2.007	3.453	0.6232	1.946	0.6884	2.991	2.385	3.011	4.176	2.316	1.953	3.807	5.106
-Immune System	-Cytoskeleton	0.3313	0.08347	0.04557	0.2117	0.06285	0.1197	0.03687	0.1251	0.1538	0.08496	0.3324	0.1694	0.1578	0.3051	0.4468	0.2596	0.4875	0.04271	0.01581	0.05292	0.2611	0.0874	0.1157	0.3029	0.147	0.2162	0.4838	0.3867
-Endocrine System	-Cytoskeleton	0.7319	0.04998	0.03035	1.06	0.03662	0.03245	0.1054	0.05702	0.0724	0.2065	0.8687	0.1845	0.2194	0.1933	0.2615	0.7874	0.1462	0.04407	0.03515	0.0344	0.2223	0.1172	0.09118	0.06702	0.1952	0.1897	0.3977	1.135
-Circulatory System	-Cytoskeleton	2.225	0.2293	0.6194	1.598	0.4185	0.5967	1.914	1.798	1.535	0.9951	13.38	0.4039	0.2833	0.8991	1.68	0.8606	2.723	0.32	1.885	0.353	2.453	0.8585	2.089	3.694	1.931	1.456	2.858	3.506
-Digestive System	-Cytoskeleton	0.03319	0.008885	0.00482	0.009392	0.004501	0.008157	0.001622	0.1476	0.008877	0.0294	0.009132	0.1821	0.08829	0.1101	0.09116	0.04301	0.008415	0.003437	0.002459	0.01593	0.01931	1.18	0.01884	0.02012	0.009036	0.01163	0.007224	0.01936
-Excretory System	-Cytoskeleton	0.01916	0.0278	0.007394	0.01434	0.01178	0.01459	0.001709	0.01395	0.006018	0.005781	0.01961	0.021	0.01156	0.04094	0.03104	0.02194	0.0141	0.0224	0.001319	0.005353	0.004811	0.1129	0.6616	0.007337	0.005784	0.01257	0.01502	0.01118
