Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Stress Response	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Endocrine System	0.9546	0.9557	0.9603	5.563	5.565	5.569	8.8	8.802	8.812	0.876	0.8772	0.8901	10.1	10.1	10.11	8.828	8.847	8.875	0.7429	0.7433	0.7481	5.093	5.101	5.119	4.702	4.725	4.744	0.8271	0.8303	0.8319	0.4662	0.4673	0.4736	2.484	2.497	2.537	1.754	1.76	1.78	5.439	5.462	5.507	3.93	3.934	3.963	1.715	1.726	1.75	2.955	2.96	3.045	5.79	5.795	5.799	0.8746	0.8747	0.8781	13.29	13.31	13.33	2.444	2.451	2.458	2.832	2.832	2.838	4.862	4.868	4.878	8.677	8.721	9.055	1.241	1.242	1.244	2.618	2.621	2.627	0.9402	0.942	0.9439	0.7233	0.7238	0.7267
-Cytoskeleton	-Endocrine System	1.366	1.366	1.366	20	20.01	20.01	32.95	32.95	32.98	0.9111	0.9432	0.9433	27.3	27.31	27.33	30.77	30.8	30.81	9.49	9.49	9.49	17.53	17.53	17.54	13.74	13.79	13.81	4.84	4.841	4.842	1.151	1.151	1.151	5.407	5.418	5.42	4.549	4.555	4.556	5.17	5.171	5.171	3.821	3.823	3.823	1.267	1.269	1.269	6.83	6.833	6.834	22.68	22.69	22.7	28.45	28.45	28.45	29.01	29.06	29.08	4.493	4.494	4.495	8.525	8.528	8.53	10.94	10.96	10.96	14.76	14.84	14.84	5.122	5.122	5.122	5.252	5.257	5.258	2.512	2.513	2.513	0.8796	0.8797	0.8798
-Cell Motility	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Endocrine System	0.7375	0.7422	0.7789	7.015	7.018	7.032	5.146	5.159	5.578	0.388	0.3962	0.4923	6.46	6.466	6.697	6.319	6.338	6.67	0.4629	0.4656	0.6828	4.925	4.946	5.089	3.193	3.306	3.447	0.6779	0.679	0.7284	0.3318	0.3364	0.5151	1.201	1.211	1.314	0.7353	0.7412	0.8179	1.464	1.49	1.698	1.398	1.405	1.679	0.4179	0.4292	0.501	1.72	1.722	1.753	5.23	5.236	5.41	0.3823	0.3884	0.5849	6.145	6.179	6.654	1.243	1.251	1.284	1.346	1.377	1.766	2.204	2.219	2.337	2.892	2.904	2.965	0.955	0.9639	1.069	1.191	1.205	1.229	0.8306	0.8348	0.8535	0.2594	0.2616	0.2852
-Cell Communication	-Endocrine System	0.6927	0.6927	0.6927	1.367	1.367	1.368	2.289	2.289	2.289	0.6083	0.6083	0.6083	2.988	2.989	2.989	14	14.01	14.01	22.54	22.54	22.54	34.81	34.81	34.81	3.838	3.853	3.853	2.331	2.332	2.332	0.7327	0.7327	0.7328	2.504	2.509	2.509	1.687	1.689	1.689	2.572	2.573	2.573	1.142	1.143	1.143	0.6139	0.6145	0.6145	4.412	4.414	4.414	1.305	1.306	1.311	41.63	41.63	41.63	2.684	2.688	2.688	3.298	3.299	3.299	0.9369	0.9373	0.9373	6.339	6.348	6.348	9.275	9.325	9.325	1.215	1.215	1.215	1.127	1.128	1.128	1.231	1.232	1.232	0.4373	0.4373	0.4373
Metabolism	-Endocrine System	16.93	17.24	17.4	38.56	39.25	40.79	80.03	81.11	81.63	22.05	22.17	22.44	70.54	71.65	72.51	123.8	124.7	125.7	33.13	33.34	33.58	59.7	62.42	63.93	37.72	39.66	39.94	13.84	14.05	14.12	14.55	14.63	14.94	35.5	35.93	36.31	20.19	20.33	20.4	70.4	70.84	71.44	58.84	59.25	59.95	44.96	45.22	45.32	20.47	20.95	21.22	37.88	38.58	40.17	44.98	45.32	45.46	94.7	95.58	97.33	19.26	19.77	20.92	58.55	68.72	74.6	57.96	58.67	60.11	47.54	48.7	49.52	16.48	17.07	17.52	15.76	16.5	16.59	6.817	6.962	7.46	8.809	8.922	9.503
-Membrane Transport	-Endocrine System	0.003518	0.006655	0.1664	0.01017	0.01306	0.05845	0.03266	0.04667	0.6558	0.007523	0.01305	0.109	0.00931	0.01777	0.3086	0.0739	0.1492	0.6408	0.004429	0.0107	0.1867	0.02217	0.09526	0.6083	0.02027	0.1172	1.384	0.008565	0.0176	0.09845	0.001293	0.002286	0.04178	0.04508	0.1094	0.2093	0.0238	0.05505	0.118	0.04195	0.06956	0.2245	0.007275	0.01696	0.1641	0.01755	0.03523	0.2123	0.00339	0.02731	0.6919	0.002572	0.009613	0.09543	0.01063	0.01288	0.1725	0.03281	0.03599	0.2478	0.01897	0.03128	1.543	0.01446	0.01716	0.3044	0.04264	0.0839	1.155	0.04543	0.064	0.8417	0.008116	0.009994	0.09286	0.01259	0.01292	0.5742	0.006748	0.007242	0.6037	0.002998	0.003701	0.688
-Central Carbon Metabolism	-Endocrine System	7.539	7.686	7.721	14.2	14.75	15.06	33.99	35.84	36.12	8.139	8.392	8.644	29.1	30.53	30.62	45.78	47.43	50.03	12.83	13.12	13.24	19.41	20.27	20.37	15.18	15.81	15.97	6.871	7.073	7.097	4.222	4.263	4.54	12.07	12.63	12.7	7.353	7.683	7.756	22.38	23.63	24.33	20.02	20.68	21.31	10.49	11.23	11.79	5.698	5.923	5.951	15.64	16.22	16.37	20.23	20.64	20.66	43.94	46.51	46.78	7.325	7.533	7.588	12.61	13.25	13.4	22.84	23.47	23.65	19.73	20.38	20.47	4.841	4.982	5.005	6.681	6.871	6.892	2.34	2.417	2.425	3.157	3.257	3.277
-Energy Metabolism	-Endocrine System	1.331	1.369	1.455	11.63	12.09	12.52	14.53	14.69	15.22	2.889	2.908	3.193	13.73	14.06	14.53	15.25	15.63	16.06	7.001	7.341	7.555	6.676	6.864	6.999	3.067	3.11	3.193	1.557	1.594	1.651	5.316	5.393	5.694	3.786	3.843	3.997	2.084	2.129	2.186	11.41	11.56	12.19	12.11	12.37	12.81	2.34	2.398	2.515	1.214	1.255	1.312	9.951	10.13	10.38	2.798	2.847	2.892	14.78	14.85	15.14	1.435	1.476	1.525	8.573	8.678	8.821	7.169	7.342	7.49	3.634	3.676	3.825	3.831	3.884	3.979	1.331	1.348	1.391	0.906	0.9316	0.9554	0.559	0.5688	0.5847
-Biosynthesis	-Endocrine System	5.565	5.663	6.456	8.777	8.903	9.593	20.31	20.69	22.83	8.953	9.129	9.478	19.9	20.18	21.23	37.06	40.09	51.18	11.14	11.31	11.75	24.44	24.7	26.4	12.91	13.17	13.33	4.336	4.375	4.58	4.026	4.071	4.357	15.42	15.58	15.82	8.22	8.285	8.457	28.15	29.11	30.19	20.4	21.13	22.17	26.47	27.52	27.85	10.02	10.14	10.91	8.408	8.521	9.229	19.01	19.07	20.42	24.81	25.11	26.57	7.363	7.512	8.105	28.06	28.29	28.65	20.13	20.42	21.75	15.52	15.9	18.5	5.117	5.242	6.141	5.353	5.433	6.032	2.16	2.191	2.344	3.232	3.269	4.286
-Other Enzymes	-Endocrine System	1.512	1.975	2.61	2.402	3.537	4.795	6.995	8.993	9.916	1.316	1.563	1.731	5.472	6.538	7.646	9.107	12.78	21.85	1.12	1.367	1.885	5.472	8.733	11.4	5.364	6.237	7.614	0.6952	0.8919	1.046	0.6364	0.8631	0.9526	3.169	3.763	4.114	1.893	2.105	2.236	5.468	6.18	7.417	3.895	4.969	6.018	2.917	3.909	4.676	2.335	2.918	3.512	2.49	3.618	4.848	1.207	1.809	2.644	7.084	8.354	10.73	2.018	2.656	3.001	7.944	18.28	24.91	4.167	6.757	7.882	5.178	7.765	9.153	1.455	2.514	3.505	1.662	2.234	2.801	0.9347	1.219	1.362	0.606	0.8237	1.783
Organismal Systems	-Endocrine System	4.65	4.661	4.668	10.84	10.84	10.85	30.83	30.96	31.01	2.772	2.787	2.788	18.03	18.15	18.15	26.89	27.11	27.16	19.68	19.69	19.69	38.35	38.5	38.51	25.35	25.41	25.52	6.653	6.67	6.705	16.88	16.89	16.89	5.489	5.58	5.599	3.671	3.753	3.764	8.287	8.427	8.446	9.747	9.821	9.829	2.549	2.563	2.575	23.6	23.7	23.72	14.14	14.23	14.23	55.37	55.39	55.39	20.02	20.1	20.17	13.46	13.53	13.54	20.34	20.4	20.43	33.03	33.1	33.16	62.32	62.4	62.74	11.87	11.92	11.92	10.3	10.34	10.36	9.572	9.602	9.607	4.497	4.508	4.511
-Immune System	-Endocrine System	0.4527	0.4529	0.4544	1.67	1.67	1.678	1.502	1.502	1.503	0.1997	0.1998	0.2	1.716	1.716	1.718	3.683	3.69	3.71	0.3498	0.3498	0.35	2.194	2.196	2.197	2.116	2.13	2.159	0.4112	0.4114	0.4115	0.3826	0.3827	0.384	0.9161	0.9182	0.9207	0.7181	0.7195	0.7216	1.577	1.578	1.582	1.708	1.709	1.71	0.3291	0.3295	0.3298	3.318	3.32	3.327	0.9687	0.9704	0.9746	0.4498	0.4498	0.4498	1.536	1.54	1.552	1.174	1.175	1.184	0.7451	0.7459	0.7472	1.267	1.269	1.274	4.495	4.52	4.667	0.753	0.7535	0.7535	1.139	1.14	1.146	1.216	1.216	1.22	0.3406	0.3406	0.3421
-Endocrine System	-Endocrine System	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Circulatory System	-Endocrine System	3.04	3.04	3.04	4.589	4.589	4.589	20.41	20.41	20.41	1.508	1.508	1.508	11.43	11.43	11.43	18.37	18.39	18.39	18.17	18.17	18.17	31.54	31.54	31.54	21.12	21.2	21.2	4.818	4.819	4.819	15.41	15.41	15.41	2.184	2.189	2.189	1.29	1.291	1.291	4.65	4.651	4.651	6.423	6.425	6.425	1.092	1.093	1.093	18.61	18.62	18.62	7.26	7.261	7.261	53.64	53.64	53.64	10.25	10.26	10.26	11.03	11.03	11.03	7.319	7.322	7.322	22.88	22.92	22.92	54.82	55.12	55.12	9.894	9.894	9.894	7.671	7.679	7.679	7.184	7.186	7.186	3.088	3.088	3.088
-Digestive System	-Endocrine System	0.04535	0.04588	0.04699	0.1778	0.1783	0.1792	0.1588	0.159	0.1733	0.00886	0.00886	0.009725	0.1229	0.1247	0.1257	0.2511	0.2531	0.2618	0.01539	0.01548	0.01631	2.588	2.59	2.592	0.1221	0.1241	0.127	0.1424	0.1424	0.1448	0.01051	0.01052	0.01061	0.9852	0.9892	0.9958	0.4019	0.4032	0.4101	0.5694	0.5708	0.5896	0.3485	0.351	0.3553	0.05457	0.05708	0.0648	0.05752	0.05823	0.05926	0.07796	0.07815	0.07837	0.06996	0.06996	0.07153	0.4624	0.4662	0.4736	0.08686	0.08914	0.1017	10.06	10.06	10.08	0.2063	0.2094	0.214	0.2986	0.303	0.3083	0.04629	0.04633	0.0497	0.06127	0.0618	0.06231	0.01816	0.01868	0.01929	0.01705	0.01729	0.01749
-Excretory System	-Endocrine System	0.02618	0.0362	0.0362	0.5561	0.5561	0.5561	0.2437	0.3735	0.3737	0.01353	0.02869	0.0288	0.3218	0.4323	0.4323	0.4496	0.6834	0.6849	0.01622	0.02726	0.02726	0.2447	0.392	0.392	0.08312	0.2069	0.2077	0.02799	0.04397	0.04398	0.02257	0.03112	0.03112	0.1138	0.2152	0.2156	0.0527	0.1369	0.1371	0.2118	0.3505	0.3508	0.1187	0.1966	0.1967	0.02784	0.04169	0.04195	0.09639	0.2026	0.2026	0.5082	0.5913	0.5914	0.03754	0.05536	0.05536	0.1556	0.2603	0.2606	0.02164	0.08913	0.08949	0.9628	1.031	1.037	7.256	7.368	7.381	0.1095	0.2956	0.2979	0.02963	0.07922	0.07997	0.0663	0.1102	0.1105	0.03776	0.06784	0.06806	0.009842	0.02093	0.021
-Nervous System	-Endocrine System	0.06355	0.06355	0.06431	2.294	2.294	2.295	6.051	6.051	6.059	0.0273	0.0273	0.02748	1.892	1.892	1.894	0.5653	0.5658	0.5759	0.03463	0.03463	0.03463	0.4655	0.4655	0.4707	0.4059	0.4075	0.425	0.06803	0.06804	0.06883	0.03726	0.03726	0.03729	0.1291	0.1294	0.1316	0.0847	0.0848	0.08706	0.1999	0.1999	0.2018	0.1026	0.1027	0.1038	0.02908	0.02911	0.0305	0.1836	0.1837	0.1881	3.763	3.764	3.765	0.151	0.151	0.1511	4.609	4.615	4.625	0.1032	0.1033	0.1074	0.2047	0.2048	0.2056	0.2882	0.2886	0.2945	1.062	1.068	1.149	0.1234	0.1234	0.1244	0.296	0.2963	0.3117	0.09242	0.09245	0.09386	0.02246	0.02246	0.02349
-Sensory System	-Endocrine System	0.001245	0.001245	0.00127	0.002663	0.002663	0.002663	0.02381	0.02381	0.02381	0.0004472	0.0004472	0.0004472	0.02724	0.02724	0.02893	2.329	2.332	2.332	0.002199	0.002199	0.003988	0.1644	0.1644	0.1644	0.000569	0.0005712	0.0005712	0.09157	0.09158	0.1265	0.0009708	0.0009708	0.0009708	0.1161	0.1163	0.1163	0.09236	0.09247	0.09247	0.001063	0.001063	0.001063	0.002136	0.002137	0.002137	0.001263	0.001265	0.001265	0.002036	0.002037	0.002037	0.002122	0.002122	0.002122	0.005534	0.005534	0.00558	0.02159	0.02162	0.02162	0.0008483	0.0008486	0.0008486	0.004319	0.004321	0.004321	0.01437	0.0144	0.0144	0.003176	0.003193	0.003193	0.004519	0.004519	0.004519	0.01561	0.01563	0.01563	0.005459	0.005461	0.005461	0.0005465	0.0005466	0.0005466
-Development	-Endocrine System	0.01987	0.01987	0.01987	0.5491	0.5491	0.5491	1.44	1.44	1.44	0.01443	0.01443	0.01443	1.527	1.527	1.527	0.2094	0.2097	0.2097	0.09118	0.09118	0.09118	0.1513	0.1513	0.1513	0.4019	0.4035	0.4053	0.09319	0.09321	0.09321	0.0169	0.0169	0.0169	0.03135	0.03142	0.03142	0.02641	0.02644	0.02644	0.07433	0.07435	0.07435	0.03933	0.03935	0.03935	0.01394	0.01395	0.01395	0.3153	0.3155	0.3155	0.558	0.5581	0.5581	0.016	0.016	0.016	1.954	1.956	1.956	0.03559	0.0356	0.0356	0.03697	0.03698	0.03698	0.07392	0.07403	0.07403	0.2009	0.202	0.202	0.01454	0.01454	0.01454	0.03672	0.03676	0.03676	0.01476	0.01476	0.01476	0.01812	0.01812	0.01812
-Environmental Adaptation	-Endocrine System	0	0	0.0173	0	0	0	0	0	0.1678	0	0	0.002737	0	0	0.07658	0	0	0.0509	0	0	0.00315	0	0	0.02519	0	0	0.04558	0	0	0.004551	0	0	0.00321	0	0	0.01626	0	0	0.007667	0	0	0.01026	0	0	0.01313	0	0	0.00603	0	0	0.009201	0	0	0.04157	0	0	0.006069	0	0	0.1539	0	0	0.01545	0	0	0.0264	0	0	0.02308	0	0	0.06304	0	0	0.01223	0	0	0.03126	0	0	0.01222	0	0	0.003973
Human Diseases	-Endocrine System	0.3233	0.4943	0.5962	1.645	2.075	2.464	2.48	3.234	3.682	0.1843	0.3693	0.6251	2.316	3.083	3.311	4.393	6.214	6.633	0.4013	0.7409	0.9753	2.514	3.58	3.876	2.476	4.244	5.126	0.589	0.7372	0.7764	0.3752	0.5832	0.8873	1.023	1.485	1.827	0.7387	1.067	1.228	1.261	1.678	2.247	1.259	1.875	2.104	0.4814	0.7612	0.9038	1.04	1.26	1.344	2.163	2.726	2.9	1.064	1.263	1.454	3.037	3.737	4.31	1.015	1.473	1.766	3.396	5.059	5.525	2.039	3.753	4.459	2.531	3.346	4.305	1.02	1.627	1.818	0.6882	1.307	1.634	0.6388	0.8834	1.049	0.2426	0.2971	0.3135
-Cancers	-Endocrine System	0.06557	0.06559	0.1517	0.2783	0.2783	0.7114	0.2499	0.2499	0.779	0.05392	0.05392	0.3366	0.4096	0.4097	0.8743	0.7052	0.707	1.136	0.1135	0.1135	0.3252	0.7794	0.7794	0.9137	0.6711	0.6777	0.7489	0.1244	0.1246	0.1809	0.04445	0.04445	0.3458	0.2045	0.207	0.3558	0.1209	0.1222	0.1766	0.2653	0.2656	0.8949	0.1481	0.1485	0.5883	0.04456	0.04496	0.1595	0.249	0.2496	0.2881	0.2581	0.2584	0.5099	0.1731	0.1731	0.2187	0.2692	0.2709	0.5516	0.3132	0.3136	0.3611	0.3618	0.3623	0.5031	0.4155	0.4176	0.5555	0.5387	0.5471	0.6758	0.3675	0.3675	0.4626	0.2028	0.204	0.2456	0.2999	0.3003	0.3239	0.09498	0.09508	0.1107
-Immune System Diseases	-Endocrine System	0.01342	0.122	0.2113	0.02161	0.2141	0.2966	0.1022	0.4175	0.522	0.0117	0.07267	0.0977	0.08466	0.4894	0.7084	0.2887	1.743	2.278	0.01308	0.1419	0.1748	0.1853	1.045	1.414	0.3542	1.872	3.038	0.03037	0.1476	0.1826	0.009802	0.02855	0.03943	0.1224	0.5805	0.7909	0.08434	0.3918	0.5182	0.07598	0.37	0.5002	0.05992	0.4003	0.6801	0.03726	0.2443	0.3326	0.08234	0.2801	0.4755	0.07822	0.4142	0.6827	0.01638	0.1395	0.2728	0.08019	0.4505	0.7777	0.0343	0.4318	0.7928	0.2896	1.594	2.542	0.1187	1.464	2.536	0.08205	1.122	1.955	0.03153	0.5165	0.8349	0.0177	0.4105	0.7075	0.02834	0.2207	0.4039	0.002641	0.05194	0.07224
-Neurodegenerative Diseases	-Endocrine System	0.1507	0.1705	0.2119	1.12	1.124	1.233	1.701	1.935	2.367	0.06472	0.07521	0.2011	1.186	1.364	1.601	0.7647	0.9487	1.296	0.1874	0.206	0.4259	0.6963	0.8006	0.965	0.6762	0.808	1.093	0.2247	0.2387	0.2891	0.1061	0.1231	0.3059	0.2181	0.2601	0.3703	0.1455	0.1754	0.2536	0.5152	0.5655	0.798	0.5894	0.6333	0.9135	0.2447	0.2863	0.3688	0.4424	0.4748	0.5108	1.342	1.443	1.622	0.6607	0.676	0.8739	2.001	2.22	2.706	0.4008	0.44	0.4974	1.068	1.122	1.535	0.5597	0.6207	0.7399	0.8983	0.9626	1.119	0.3043	0.3238	0.4296	0.2523	0.2752	0.3277	0.1851	0.2056	0.2274	0.08284	0.09296	0.1186
-Cardiovascular Diseases	-Endocrine System	0.002029	0.002029	0.002029	0.03287	0.03287	0.03287	0.004813	0.004813	0.004813	0.0008085	0.0008085	0.0008085	0.01682	0.01682	0.01682	0.776	0.7768	0.7768	0.03546	0.03546	0.03546	0.2334	0.2334	0.2334	0.07701	0.07731	0.07731	0.1135	0.1135	0.1135	0.1683	0.1683	0.1683	0.1196	0.1198	0.1198	0.1382	0.1384	0.1384	0.008273	0.008274	0.008274	0.006513	0.006516	0.006516	0.02697	0.027	0.027	0.02313	0.02314	0.02314	0.00327	0.003271	0.003271	0.01142	0.01142	0.01142	0.01238	0.01239	0.01239	0.01206	0.01207	0.01207	0.02561	0.02562	0.02562	0.2852	0.2856	0.2856	0.02068	0.02079	0.02079	0.02702	0.02702	0.02702	0.04673	0.04678	0.04678	0.007413	0.007416	0.007416	0.006447	0.006447	0.006447
-Metabolic Diseases	-Endocrine System	0.002236	0.002236	0.002236	0.03345	0.03345	0.03345	0.04594	0.04594	0.04594	3.122e-05	3.122e-05	3.122e-05	0.04439	0.04439	0.04439	0.01528	0.0153	0.0153	7.277e-05	7.277e-05	7.277e-05	0.01258	0.01258	0.01258	0.005899	0.005922	0.005922	0.006145	0.006146	0.006146	0.001159	0.001159	0.001159	0.004611	0.00462	0.00462	0.001937	0.001939	0.001939	0.003127	0.003128	0.003128	0.00263	0.002631	0.002631	0.0006998	0.0007004	0.0007004	0.0007379	0.0007383	0.0007383	0.02266	0.02267	0.02267	0.0004698	0.0004698	0.0004698	0.04542	0.04548	0.04548	0.002947	0.002948	0.002948	0.1638	0.1639	0.1639	0.03997	0.04003	0.04003	0.003148	0.003165	0.003165	0.002408	0.002408	0.002408	0.003183	0.003186	0.003186	0.000171	0.000171	0.000171	0.0004449	0.0004449	0.0004449
-Infectious Diseases	-Endocrine System	0.02777	0.03649	0.1022	0.1066	0.1928	0.3969	0.1173	0.2797	0.5467	0.01687	0.02177	0.1213	0.1543	0.3819	0.4639	1.299	1.473	1.951	0.02017	0.03157	0.24	0.3375	0.4518	0.7403	0.2411	0.4078	1.22	0.02147	0.03248	0.08118	0.03324	0.03477	0.2162	0.1964	0.2278	0.3132	0.1353	0.1686	0.2438	0.1035	0.1325	0.3389	0.124	0.149	0.4061	0.0429	0.05553	0.1262	0.08498	0.1657	0.2023	0.1228	0.1862	0.3525	0.08009	0.09027	0.2778	0.2384	0.4854	0.7334	0.1478	0.1744	0.4211	1.018	1.031	1.432	0.435	0.4504	0.7628	0.3656	0.5786	1.615	0.1612	0.1658	0.2675	0.08772	0.1261	0.5994	0.07285	0.0822	0.2788	0.01861	0.02315	0.04841
Not Mapped	-Endocrine System	5.771	5.771	5.771	36.38	36.38	36.38	40.93	40.93	40.93	5.039	5.039	5.039	46.07	46.07	46.07	73.2	73.28	73.28	10.04	10.04	10.04	55.95	55.95	55.95	42.47	42.64	42.64	6.798	6.8	6.8	4.896	4.896	4.896	18.94	18.98	18.98	11.8	11.82	11.82	27.65	27.66	27.66	20.04	20.05	20.05	8.495	8.503	8.503	20.67	20.67	20.67	27.28	27.28	27.28	23.9	23.9	23.9	57.36	57.44	57.44	16.39	16.4	16.4	49.86	49.88	49.88	41.63	41.69	41.69	47.18	47.44	47.44	13.87	13.87	13.87	13.66	13.67	13.67	9.857	9.86	9.86	4.008	4.008	4.008
-Not Mapped	-Endocrine System	5.771	5.771	5.771	36.38	36.38	36.38	40.93	40.93	40.93	5.039	5.039	5.039	46.07	46.07	46.07	73.2	73.28	73.28	10.04	10.04	10.04	55.95	55.95	55.95	42.47	42.64	42.64	6.798	6.8	6.8	4.896	4.896	4.896	18.94	18.98	18.98	11.8	11.82	11.82	27.65	27.66	27.66	20.04	20.05	20.05	8.495	8.503	8.503	20.67	20.67	20.67	27.28	27.28	27.28	23.9	23.9	23.9	57.36	57.44	57.44	16.39	16.4	16.4	49.86	49.88	49.88	41.63	41.69	41.69	47.18	47.44	47.44	13.87	13.87	13.87	13.66	13.67	13.67	9.857	9.86	9.86	4.008	4.008	4.008
TOTAL	-Circulatory System	14.74	14.74	14.74	34.04	34.04	34.04	12.47	12.47	12.47	25.61	25.61	25.61	20.63	20.63	20.63	21.82	21.82	21.82	5.86	5.86	5.86	9.762	9.762	9.762	11.1	11.1	11.1	12.87	12.87	12.87	2.978	2.978	2.978	46.91	46.91	46.91	50.27	50.27	50.27	32.6	32.6	32.6	19.31	19.31	19.31	67.78	67.82	67.82	5.571	5.571	5.571	20.51	20.51	20.51	3.955	3.955	3.955	28.9	28.9	28.9	8.119	8.119	8.119	38.33	38.33	38.33	10.11	10.11	10.11	4.941	4.941	4.941	6.996	6.996	6.996	9.995	9.995	9.995	6.303	6.303	6.303	8.087	8.087	8.087
MAPPED	-Circulatory System	12.84	12.84	12.84	26.12	26.12	26.12	10.46	10.46	10.46	22.27	22.27	22.27	16.6	16.6	16.6	17.83	17.83	17.83	5.308	5.308	5.308	7.988	7.988	7.988	9.092	9.092	9.092	11.46	11.46	11.46	2.66	2.66	2.66	38.24	38.24	38.24	41.12	41.12	41.12	26.65	26.65	26.65	16.19	16.19	16.19	60.01	60.04	60.04	4.46	4.46	4.46	16.76	16.76	16.76	3.509	3.509	3.509	23.3	23.3	23.3	6.633	6.633	6.633	31.52	31.52	31.52	8.288	8.288	8.288	4.08	4.08	4.08	5.594	5.594	5.594	8.215	8.215	8.215	4.931	4.931	4.931	6.789	6.789	6.789
Genetic Information Processing	-Circulatory System	3.321	3.387	3.459	5.313	5.578	5.719	1.806	1.84	1.867	2.723	2.749	2.797	3.185	3.307	3.35	4.741	4.792	4.911	0.2909	0.2968	0.3036	2.133	2.185	2.26	4.082	4.147	4.215	1.203	1.234	1.249	0.2035	0.2056	0.2071	10.48	10.63	10.88	11.84	12.03	12.22	4.642	4.708	4.762	2.791	2.888	2.945	10.42	10.51	10.78	0.8111	0.8296	0.8424	3.078	3.313	3.396	0.1868	0.1893	0.1917	4.617	4.835	4.879	1.88	1.966	2.007	15.01	15.8	17.31	2.625	2.663	2.734	1.057	1.078	1.092	1.196	1.244	1.291	2.709	2.746	2.815	1.407	1.464	1.489	1.062	1.245	1.283
-Transcription	-Circulatory System	0.1995	0.1995	0.2021	0.4299	0.4303	0.4344	0.0889	0.0889	0.09027	0.09262	0.09263	0.09573	0.2546	0.255	0.2621	0.3419	0.342	0.3508	0.01101	0.01101	0.01164	0.138	0.138	0.1415	0.4925	0.4941	0.5111	0.08095	0.08096	0.08306	0.01536	0.01536	0.01546	0.5744	0.5746	0.588	0.6511	0.6513	0.6754	0.2998	0.2999	0.3059	0.1767	0.1767	0.1805	0.3556	0.3558	0.3659	0.05605	0.05609	0.05945	0.2557	0.256	0.2576	0.005834	0.005844	0.006026	0.3221	0.3223	0.3282	0.1733	0.1735	0.1755	0.2921	0.2924	0.2961	0.1356	0.1357	0.1367	0.1062	0.1062	0.1085	0.09029	0.09039	0.09149	0.3385	0.3388	0.3452	0.1865	0.1866	0.1883	0.04965	0.04968	0.05082
