Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Infectious Diseases	Environmental Information Processing	0.01143	0.0152	0.01112	0.01625	0.01303	0.06331	0.006168	0.0217	0.02674	0.01189	0.01951	0.03687	0.03817	0.01752	0.03378	0.03049	0.01712	0.01886	0.01938	0.01371	0.03116	0.1747	0.05593	0.03213	0.05584	0.02706	0.04118	0.01947
Not Mapped	Environmental Information Processing	2.304	4.907	3.688	4.804	3.763	3.537	3.06	3.579	4.395	3.683	2.863	3.515	3.275	4.56	5.39	5.982	3.8	4.091	5.783	3.128	3.348	8.495	5.299	3.351	4.778	3.889	5.433	3.961
-Not Mapped	Environmental Information Processing	2.304	4.907	3.688	4.804	3.763	3.537	3.06	3.579	4.395	3.683	2.863	3.515	3.275	4.56	5.39	5.982	3.8	4.091	5.783	3.128	3.348	8.495	5.299	3.351	4.778	3.889	5.433	3.961
TOTAL	-Signal Transduction	40.92	22.83	27.33	42.34	23.53	27.52	33.94	23.51	28.83	38.64	29.09	30.96	27.96	30.1	39.89	67.66	26.22	25.3	58.13	19.2	23.51	67.95	34.38	24.08	31.82	26.92	32.23	30.45
MAPPED	-Signal Transduction	35.65	17.51	22.93	36.82	18.93	22.49	30.74	19.24	23.61	34.4	25.98	25.24	22.87	24.61	33.44	59.9	20.99	20.67	51.59	15.48	19.2	55.87	28.19	19.89	25.45	22.13	25.21	25.56
Genetic Information Processing	-Signal Transduction	9.255	3.61	3.98	4.523	3.696	6.118	1.708	5.275	10.84	3.683	2.009	7.053	6.71	4.356	5.923	10.51	3.839	3.922	2.797	3.103	5.537	27.78	9.201	5.263	5.746	7.407	7.363	4.042
-Transcription	-Signal Transduction	0.5541	0.2885	0.1948	0.1531	0.2909	0.4314	0.06378	0.3326	1.283	0.2431	0.1501	0.3795	0.3625	0.2771	0.3649	0.355	0.264	0.3157	0.0859	0.2141	0.5024	0.5185	0.4615	0.5178	0.4114	0.9126	0.9536	0.1871
-Translation	-Signal Transduction	1.859	0.789	0.8696	1.345	0.8527	1.717	0.5004	1.59	3.297	0.9697	0.4726	2.127	2.087	1.123	1.265	3.545	0.8477	0.8676	1.034	0.7956	1.265	13.92	3.144	1.296	1.664	1.876	2.015	1.053
-Folding, Sorting and Degradation	-Signal Transduction	6.455	2.311	2.745	2.855	2.345	3.641	1.028	3.114	5.044	2.191	1.293	4.149	3.847	2.695	3.878	6.221	2.529	2.494	1.457	1.934	3.396	12.41	5.048	2.996	3.122	3.835	3.661	2.561
-DNA Maintenance	-Signal Transduction	0.4317	0.2233	0.1786	0.2126	0.2059	0.3264	0.1413	0.2268	1.168	0.2979	0.0992	0.4259	0.4476	0.2453	0.3265	0.4555	0.2494	0.2751	0.2168	0.154	0.4125	0.862	0.4996	0.4723	0.4947	0.867	0.7348	0.2651
-RNA Family	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	2.278	1.074	1.179	1.147	1.216	1.418	1.045	1.192	1.186	1.147	1.082	1.626	1.554	1.187	1.179	1.293	1.353	1.132	1.132	1.183	1.284	1.406	1.165	1.23	1.331	1.223	1.284	1.23
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	1.278	0.07378	0.1785	0.1473	0.216	0.4185	0.04524	0.1925	0.1857	0.1473	0.08243	0.6259	0.554	0.1867	0.1789	0.2933	0.3533	0.1316	0.1321	0.1827	0.2842	0.4058	0.1654	0.2302	0.3307	0.2227	0.2838	0.2302
Cellular Processes	-Signal Transduction	3.479	5.02	5.317	3.094	4.7	4.136	10.79	4.776	3.15	16.18	2.351	3.542	3.785	2.947	3.459	3.713	4.115	6.015	19.71	3.335	3.028	3.34	3.64	3.197	4.292	3.6	3.956	2.85
-Crystallins	-Signal Transduction	0.05223	0.05693	0.03582	0.01569	0.02192	0.01727	0.1955	0.01033	0.01031	10.77	0.6503	0.02427	0.01019	0.01328	0.1373	0.02403	0.07368	0.06817	0.1568	0.01929	0.01314	0.03604	0.01802	0.007677	0.3683	0.01751	0.03058	0.0435
-Stress Response	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0.872	0.8129	0.9448	0.9744	1.01	0.6202	0.2402	0.3943	0.5799	0.5182	0.301	0.7747	0.7732	1.106	1.284	1.579	0.7691	0.9837	0.2418	0.862	0.6426	0.6963	0.7321	0.7873	0.5735	0.9193	0.669	0.8828
-Cytoskeleton	-Signal Transduction	1.248	2.923	3.538	0.9993	2.726	2.114	3.025	1.339	1.691	3.017	0.7299	1.634	1.963	1.027	1.229	1.158	1.727	3.853	7.797	1.882	1.179	2.065	1.627	1.313	2.355	1.844	1.788	1.073
-Cell Motility	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	0.6737	1.025	0.5525	0.4319	0.645	0.4337	0.1483	0.377	0.3963	0.4224	0.2107	0.3632	0.3178	0.2939	0.4496	0.3887	0.435	0.8884	0.1063	0.3979	0.3263	0.3285	0.3277	0.2564	0.4402	0.4187	0.591	0.3175
-Cell Communication	-Signal Transduction	0.6328	0.1998	0.2458	0.667	0.2983	0.9616	7.184	2.659	0.4719	1.453	0.4646	0.7567	0.7278	0.5108	0.3673	0.5609	1.116	0.2218	11.41	0.1741	0.8657	0.2269	0.9423	0.8247	0.5587	0.3956	0.8763	0.5332
Metabolism	-Signal Transduction	15.66	5.745	8.634	24.35	7.139	8.545	10.64	4.822	4.856	8.734	9.278	10.85	8.75	14.04	19.04	41.15	5.313	6.562	12.38	6.155	5.408	17.22	8.798	4.283	7.925	5.762	5.132	11.55
-Membrane Transport	-Signal Transduction	0.1486	0.008257	0.06741	0.1147	0.03005	0.04008	0.0572	0.04227	0.1589	0.05597	0.02588	0.05026	0.04382	0.04306	0.0506	0.1837	0.1691	0.01498	0.04665	0.01474	0.4011	0.06721	0.1646	0.07174	0.03869	0.1991	0.4247	0.8338
-Central Carbon Metabolism	-Signal Transduction	6.972	2.152	3.828	9.177	3.027	3.246	4.172	1.548	1.927	4.389	2.694	3.807	3.322	4.649	6.585	10.31	1.487	2.743	5.648	3.001	1.971	3.21	3.483	1.801	2.28	2.391	1.709	3.96
-Energy Metabolism	-Signal Transduction	1.232	1.767	1.56	3.183	1.393	1.069	2.339	0.5239	0.3802	0.9913	3.413	1.16	0.9178	2.294	3.96	2.189	0.3174	1.709	0.7788	0.9584	0.3867	2.088	1.088	0.3251	1.776	0.4682	0.6574	0.6935
-Biosynthesis	-Signal Transduction	5.696	1.355	2.337	10.12	2.029	3.192	3.633	1.97	1.595	2.768	2.649	4.625	3.527	5.681	6.733	24.48	2.699	1.52	5.559	1.648	2.06	6.824	3.123	1.546	2.679	2.048	1.622	5.098
-Other Enzymes	-Signal Transduction	1.716	0.5158	0.9103	1.682	0.6749	0.8785	0.4527	0.7145	0.8275	0.5726	0.4807	1.191	0.9277	1.271	1.618	3.598	0.6428	0.6273	0.4067	0.5704	0.6358	5.006	0.8936	0.6133	1.081	0.81	0.7609	1.021
Organismal Systems	-Signal Transduction	4.247	1.585	3.31	3.04	1.801	1.845	6.274	2.929	3.104	4.156	10.7	1.655	1.582	1.646	3.132	2.328	5.965	2.402	15.17	1.296	3.531	4.924	4.902	5.511	5.455	3.611	6.81	5.483
-Immune System	-Signal Transduction	0.4135	0.2451	0.1612	0.219	0.1713	0.2537	0.1115	0.1676	0.263	0.2563	0.243	0.277	0.31	0.3135	0.5492	0.3007	0.8391	0.1646	0.1233	0.09961	0.3094	0.1805	0.1885	0.4105	0.3462	0.3998	0.8655	0.4153
-Endocrine System	-Signal Transduction	0.9135	0.1461	0.1074	1.096	0.09983	0.06862	0.3188	0.07637	0.1225	0.6232	0.6341	0.3016	0.4308	0.1985	0.3214	0.9129	0.2528	0.1698	0.274	0.06476	0.2624	0.2421	0.1484	0.08844	0.4597	0.3508	0.7115	1.219
-Circulatory System	-Signal Transduction	2.777	0.6705	2.191	1.653	1.141	1.262	5.792	2.409	2.596	3.003	9.769	0.6601	0.5562	0.9233	2.065	0.9977	4.707	1.233	14.7	0.6644	2.895	1.772	3.401	4.874	4.549	2.694	5.113	3.765
-Digestive System	-Signal Transduction	0.04186	0.02607	0.01798	0.0105	0.01237	0.01751	0.004928	0.1977	0.01517	0.08962	0.00671	0.2983	0.174	0.1139	0.1129	0.05473	0.01472	0.01327	0.01917	0.03003	0.02339	2.436	0.03105	0.02676	0.02132	0.02158	0.01339	0.02089
-Excretory System	-Signal Transduction	0.02392	0.08126	0.02616	0.01483	0.03212	0.03085	0.00517	0.01868	0.01018	0.01744	0.01431	0.03432	0.0227	0.04204	0.03815	0.02543	0.02436	0.08632	0.01029	0.01008	0.005679	0.2331	1.077	0.009683	0.01362	0.02326	0.02687	0.012
-Nervous System	-Signal Transduction	0.05806	0.3352	0.6496	0.02994	0.1889	0.03883	0.01104	0.03555	0.0499	0.0424	0.02363	0.03902	0.03653	0.03968	0.03299	0.02657	0.04642	0.6393	0.04138	0.2989	0.0271	0.04958	0.04284	0.09441	0.05675	0.1039	0.06578	0.02739
-Sensory System	-Signal Transduction	0.001142	0.0003892	0.002556	0.0004903	0.002866	0.16	0.00127	0.01255	6.995e-05	0.07864	0.0006155	0.03509	0.03983	0.0002111	0.0006869	0.001154	0.0005149	0.0003605	0.001527	0.0014	0.0002227	0.001046	0.002137	0.0002824	0.002077	0.005482	0.003885	0.0006664
-Development	-Signal Transduction	0.01815	0.08023	0.1545	0.01582	0.1525	0.01439	0.02907	0.01155	0.04942	0.05809	0.01072	0.009473	0.01139	0.01476	0.01265	0.01274	0.07974	0.0948	0.004384	0.1267	0.009342	0.008953	0.01099	0.01787	0.006687	0.01289	0.0105	0.02209
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Signal Transduction	0.4267	0.2966	0.3363	0.4996	0.2711	0.3537	0.2309	0.2122	0.3263	0.4005	0.4162	0.4183	0.3973	0.3226	0.5321	0.6484	0.2591	0.4099	0.359	0.2402	0.2926	1.033	0.3657	0.2399	0.6084	0.3197	0.4981	0.3168
-Cancers	-Signal Transduction	0.1364	0.1039	0.08216	0.368	0.08662	0.07759	0.1037	0.06978	0.09123	0.1123	0.2188	0.1062	0.07557	0.1773	0.1881	0.1445	0.07254	0.08595	0.05993	0.03563	0.09429	0.1217	0.08195	0.05896	0.2127	0.08489	0.2282	0.1349
-Immune System Diseases	-Signal Transduction	0.0938	0.03128	0.0161	0.03406	0.01411	0.04799	0.01467	0.03425	0.08522	0.03768	0.01306	0.1016	0.09109	0.03796	0.0543	0.1146	0.04002	0.03431	0.04102	0.02503	0.02802	0.2462	0.06924	0.03782	0.1222	0.07163	0.06142	0.01964
-Neurodegenerative Diseases	-Signal Transduction	0.1557	0.1643	0.2078	0.1084	0.136	0.06491	0.06568	0.06112	0.1	0.1487	0.07801	0.07839	0.07538	0.1121	0.2034	0.261	0.1202	0.2451	0.1853	0.1438	0.1156	0.2715	0.09214	0.08564	0.1489	0.0968	0.1463	0.1133
-Cardiovascular Diseases	-Signal Transduction	0.001853	0.004803	0.0005168	0.0008864	0.001679	0.0533	0.01131	0.01783	0.009468	0.07075	0.1067	0.03614	0.05962	0.001643	0.002094	0.02464	0.005849	0.0005555	0.00313	0.0008026	0.003166	0.006202	0.04239	0.001839	0.01242	0.01641	0.005276	0.007861
-Metabolic Diseases	-Signal Transduction	0.002043	0.004887	0.004932	3.423e-05	0.004431	0.00105	2.32e-05	0.000961	0.0007252	0.00383	0.0007348	0.001393	0.0008355	0.0006209	0.0008455	0.0006394	0.0001866	0.00385	0.0001288	0.002945	0.0007736	0.03968	0.005942	0.0002799	0.001107	0.001118	0.0001217	0.0005425
-Infectious Diseases	-Signal Transduction	0.02603	0.01649	0.01311	0.01866	0.01598	0.08993	0.006447	0.02589	0.03159	0.01358	0.0211	0.05999	0.05937	0.02071	0.04009	0.03942	0.02317	0.0216	0.02194	0.01631	0.03989	0.2466	0.06527	0.03945	0.07436	0.03309	0.05285	0.02394
Not Mapped	-Signal Transduction	5.272	5.315	4.394	5.525	4.599	5.028	3.199	4.273	5.221	4.237	3.104	5.723	5.091	5.491	6.444	7.762	5.226	4.634	6.549	3.72	4.303	12.08	6.189	4.195	6.377	4.796	7.016	4.887
-Not Mapped	-Signal Transduction	5.272	5.315	4.394	5.525	4.599	5.028	3.199	4.273	5.221	4.237	3.104	5.723	5.091	5.491	6.444	7.762	5.226	4.634	6.549	3.72	4.303	12.08	6.189	4.195	6.377	4.796	7.016	4.887
TOTAL	-Signaling Molecules and Interaction	31.98	274.7	153.1	287.2	108.7	65.76	747.7	121.9	154.7	258.1	352.6	49.4	50.47	147.5	203.9	230.6	69.86	190.5	439	105	82.42	161.2	205.9	97.84	96.21	120.8	113.1	132.1
MAPPED	-Signaling Molecules and Interaction	27.86	210.8	128.4	249.7	87.44	53.74	677.3	99.73	126.7	229.8	315	40.27	41.28	120.6	171	204.1	55.94	155.6	389.5	84.69	67.34	132.6	168.8	80.8	76.93	99.25	88.48	110.9
Genetic Information Processing	-Signaling Molecules and Interaction	7.259	45.99	22.09	30.56	17.09	14.51	37.78	27.22	57.72	25	24.27	11.14	11.94	21.44	30.97	35.76	10.45	29.55	21.18	17.03	19.67	68.47	54.39	21.27	17.06	33.11	25.82	17.56
-Transcription	-Signaling Molecules and Interaction	0.4334	3.473	1.091	1.041	1.343	1.032	1.43	1.728	6.954	1.624	1.82	0.608	0.6563	1.384	1.905	1.214	0.7468	2.377	0.6513	1.173	1.786	1.242	2.763	2.106	1.243	4.1	3.365	0.8142
-Translation	-Signaling Molecules and Interaction	1.467	9.474	4.848	9.059	3.873	4.014	10.94	8.096	17.23	6.539	5.714	3.353	3.696	5.395	6.389	12.03	2.277	6.389	7.735	4.292	4.272	33.17	18.63	5.233	5.025	7.974	6.696	4.449
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	5.05	30.4	15.14	18.86	11.01	8.596	22.5	16.08	26.95	15.19	15.31	6.552	6.87	13.5	20.9	20.94	6.83	18.99	10.97	10.59	11.95	30.57	29.99	12.46	9.478	16.59	12.9	11.13
-DNA Maintenance	-Signaling Molecules and Interaction	0.3432	2.995	0.94	1.303	0.9633	0.7748	2.892	1.183	6.189	1.937	1.149	0.6523	0.7585	1.249	1.823	1.501	0.6735	2.042	1.678	0.8139	1.452	2.055	2.992	1.716	1.512	3.644	2.405	1.152
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.782	13.04	6.601	7.783	5.618	3.389	23.03	6.183	6.367	7.68	13.12	2.595	2.804	5.899	6.113	4.408	3.697	8.53	8.551	6.469	4.506	3.388	6.989	5.219	4.024	5.486	4.509	5.339
-Signal Transduction	-Signaling Molecules and Interaction	0.7823	12.04	5.601	6.783	4.618	2.389	22.03	5.183	5.367	6.68	12.12	1.595	1.804	4.899	5.113	3.408	2.697	7.53	7.551	5.469	3.506	2.388	5.989	4.219	3.024	4.486	3.509	4.339
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	2.725	60.45	29.98	20.88	21.8	9.891	238.5	24.81	16.9	108.1	28.52	5.671	6.845	14.48	17.77	12.65	10.93	45.48	148.9	18.26	10.62	7.949	21.91	13.06	12.99	16.17	13.88	12.37
-Crystallins	-Signaling Molecules and Interaction	0.04082	0.6852	0.2007	0.1064	0.1012	0.04125	4.307	0.05354	0.05536	71.96	7.883	0.03872	0.0184	0.06505	0.702	0.0819	0.1963	0.5133	1.184	0.1055	0.04608	0.08553	0.1079	0.03119	1.114	0.07856	0.1073	0.1888
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0.6865	9.836	5.37	6.524	4.706	1.453	5.235	2.03	3.11	3.444	3.586	1.221	1.383	5.427	6.589	5.385	2.03	7.513	1.814	4.717	2.249	1.66	4.371	3.274	1.726	4.128	2.348	3.828
-Cytoskeleton	-Signaling Molecules and Interaction	0.975	35.18	19.83	6.778	12.6	5.051	66.65	6.944	9.089	20.16	8.849	2.609	3.544	5.032	6.285	3.95	4.606	29.03	58.88	10.3	4.14	4.9	9.75	5.362	7.121	8.273	6.278	4.66
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.5295	12.34	3.122	2.914	3.009	1.041	3.278	1.955	2.112	2.822	2.556	0.5833	0.5764	1.451	2.309	1.315	1.16	6.742	0.8057	2.183	1.146	0.7795	1.974	1.042	1.333	1.88	2.076	1.384
-Cell Communication	-Signaling Molecules and Interaction	0.4946	2.405	1.378	4.524	1.378	2.298	158.3	13.78	2.533	9.707	5.637	1.207	1.314	2.506	1.882	1.911	2.995	1.677	86.13	0.952	3.035	0.5384	5.644	3.483	1.69	1.775	3.075	2.314
Metabolism	-Signaling Molecules and Interaction	12.26	71.55	48.5	165	32.86	20.19	234.3	23.82	25.35	57.61	113.3	17.16	15.7	68.68	96.97	140.7	14.34	49.43	93.49	33.52	18.46	41.13	51.13	17.99	22.92	25.16	17.48	47.84
-Membrane Transport	-Signaling Molecules and Interaction	0.1172	0.09923	0.3516	0.7224	0.1332	0.09575	1.216	0.2196	0.8488	0.3413	0.3011	0.07698	0.07454	0.209	0.2547	0.6056	0.4598	0.1102	0.3424	0.08066	1.354	0.1656	0.9311	0.302	0.1154	0.8455	1.407	3.444
-Central Carbon Metabolism	-Signaling Molecules and Interaction	5.468	26	21.47	62.35	14.03	7.7	92.16	7.947	10.39	29.32	32.61	6.005	5.903	22.75	33.67	35.13	4.031	20.74	42.66	16.47	6.907	7.687	20.89	7.376	6.82	10.72	6.018	17.1
-Energy Metabolism	-Signaling Molecules and Interaction	0.9718	21.31	8.835	21.5	6.475	2.507	49.43	2.651	2.024	6.485	40.89	1.832	1.626	11.25	20.33	7.308	0.8726	13.07	5.811	5.244	1.321	4.986	6.443	1.326	5.327	2.098	2.263	2.958
-Biosynthesis	-Signaling Molecules and Interaction	4.504	16.6	12.41	66.2	9.334	7.524	78.08	9.748	8.424	18.13	31.47	7.327	6.326	27.97	34.43	82.18	7.232	11.5	40.74	8.901	6.951	16.52	17.89	6.521	7.717	8.763	5.747	21.18
-Other Enzymes	-Signaling Molecules and Interaction	1.349	6.163	4.748	10.83	3.029	2.099	9.973	3.703	4.205	3.388	5.766	1.824	1.585	6.407	8.272	11.86	1.768	4.248	3.144	3.035	2.128	11.96	5.194	2.505	3.089	3.44	2.523	4.218
Organismal Systems	-Signaling Molecules and Interaction	3.322	19.08	18.55	20.64	8.32	4.409	138.2	15.18	16.72	27.85	129.8	2.639	2.853	8.061	16.02	7.938	15.97	18.1	114.6	7.087	12.43	11.7	29.36	22.45	16.49	16.22	23.98	23.82
-Immune System	-Signaling Molecules and Interaction	0.3232	2.95	0.9031	1.487	0.7913	0.6045	2.457	0.8684	1.401	1.712	2.952	0.4417	0.5591	1.535	2.808	1.025	2.24	1.246	0.9307	0.5448	1.084	0.4294	1.128	1.677	1.047	1.793	3.045	1.804
-Endocrine System	-Signaling Molecules and Interaction	0.7139	1.759	0.6013	7.437	0.4611	0.1639	7.023	0.3959	0.6596	4.163	7.687	0.4811	0.7776	0.9727	1.643	3.112	0.6738	1.279	2.069	0.3542	0.9203	0.5745	0.8889	0.3593	1.39	1.573	2.498	5.291
-Circulatory System	-Signaling Molecules and Interaction	2.17	8.07	12.27	11.21	5.268	3.014	127.6	12.49	13.93	20.06	118.4	1.053	1.004	4.524	10.56	3.4	12.54	9.287	111	3.634	10.15	4.206	20.37	19.8	13.75	12.08	17.94	16.34
-Digestive System	-Signaling Molecules and Interaction	0.03273	0.3138	0.09707	0.07123	0.05799	0.04141	0.1092	1.025	0.08139	0.6011	0.08147	0.475	0.3129	0.5591	0.5733	0.1794	0.04119	0.1009	0.1451	0.1643	0.08191	5.796	0.1868	0.1152	0.06462	0.09691	0.04553	0.09046
-Excretory System	-Signaling Molecules and Interaction	0.01869	0.9781	0.1465	0.1007	0.1483	0.07371	0.1139	0.09685	0.05483	0.1165	0.1735	0.05475	0.04098	0.206	0.1951	0.0867	0.06897	0.65	0.07768	0.05511	0.01998	0.5553	6.45	0.04207	0.04119	0.1043	0.09466	0.05214
-Nervous System	-Signaling Molecules and Interaction	0.04539	4.035	3.639	0.2031	0.8723	0.09279	0.2432	0.1843	0.2678	0.2832	0.2864	0.06226	0.06594	0.1944	0.1687	0.09055	0.1237	4.814	0.3124	1.635	0.09502	0.1176	0.2565	0.3836	0.1716	0.4667	0.2308	0.1188
-Sensory System	-Signaling Molecules and Interaction	0.0009001	0.004684	0.01432	0.003326	0.01284	0.3823	0.02676	0.06508	0.0003754	0.5268	0.007462	0.05598	0.0719	0.001034	0.003512	0.003934	0.001372	0.002714	0.0115	0.007657	0.0007807	0.002482	0.0128	0.001147	0.006281	0.02459	0.01363	0.002892
-Development	-Signaling Molecules and Interaction	0.0142	0.9657	0.8658	0.1073	0.7042	0.03439	0.6417	0.05988	0.2663	0.388	0.13	0.01515	0.02059	0.0744	0.06466	0.0434	0.2147	0.7138	0.0331	0.6928	0.03287	0.02207	0.06581	0.07768	0.02022	0.0579	0.03701	0.09597
-Environmental Adaptation	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Signaling Molecules and Interaction	0.3364	3.948	1.806	3.401	1.215	0.8164	4.879	1.052	1.664	2.499	5.071	0.6377	0.6734	1.709	2.784	2.137	0.7052	3.013	2.675	1.292	0.994	2.451	2.107	0.9581	1.738	1.385	1.692	1.348
-Cancers	-Signaling Molecules and Interaction	0.1077	1.225	0.437	2.254	0.3854	0.1793	2.284	0.3617	0.494	0.6855	2.507	0.1627	0.1365	0.8327	0.932	0.4755	0.2014	0.603	0.4525	0.195	0.3305	0.2888	0.4843	0.2335	0.643	0.3609	0.8048	0.5864
-Immune System Diseases	-Signaling Molecules and Interaction	0.0733	0.4287	0.09241	0.2312	0.06211	0.1152	0.3227	0.1685	0.4332	0.2177	0.1597	0.1624	0.1644	0.1815	0.2696	0.3906	0.1079	0.2498	0.3054	0.1386	0.09429	0.6067	0.3789	0.1596	0.3479	0.3042	0.2035	0.08113
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	0.121	2.133	1.084	0.7219	0.6007	0.1499	1.389	0.2997	0.5385	0.9945	0.8931	0.1204	0.1289	0.5643	1.072	0.8598	0.3169	1.855	1.402	0.7626	0.4046	0.6452	0.5064	0.3492	0.4256	0.4346	0.4792	0.467
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.001448	0.05781	0.002895	0.006013	0.007755	0.1274	0.249	0.0924	0.05081	0.4727	1.294	0.05766	0.1076	0.008048	0.01071	0.08397	0.01558	0.004183	0.02363	0.00439	0.0111	0.01472	0.2539	0.00747	0.03755	0.07361	0.01852	0.03411
-Metabolic Diseases	-Signaling Molecules and Interaction	0.001597	0.05883	0.02763	0.0002322	0.02047	0.002508	0.0005111	0.004982	0.003892	0.02558	0.008909	0.002223	0.001508	0.003042	0.004323	0.002179	0.0004972	0.02899	0.0009722	0.01611	0.002713	0.09416	0.03558	0.001137	0.003347	0.005014	0.0004271	0.002354
-Infectious Diseases	-Signaling Molecules and Interaction	0.02039	0.2117	0.07341	0.1269	0.07284	0.215	0.1442	0.1343	0.1714	0.09043	0.2554	0.09572	0.1073	0.1118	0.2242	0.1346	0.0656	0.16	0.1663	0.08829	0.1423	0.6073	0.3909	0.1629	0.2242	0.1486	0.1865	0.1042
Not Mapped	-Signaling Molecules and Interaction	4.12	63.97	24.62	37.47	21.24	12.01	70.48	22.15	28.02	28.31	37.63	9.132	9.19	26.9	32.95	26.45	13.92	34.89	49.45	20.34	15.09	28.66	37.06	17.04	19.28	21.51	24.62	21.21
-Not Mapped	-Signaling Molecules and Interaction	4.12	63.97	24.62	37.47	21.24	12.01	70.48	22.15	28.02	28.31	37.63	9.132	9.19	26.9	32.95	26.45	13.92	34.89	49.45	20.34	15.09	28.66	37.06	17.04	19.28	21.51	24.62	21.21
TOTAL	Cellular Processes	11.72	4.547	5.122	13.56	4.993	6.629	3.145	4.913	9.105	2.386	12.34	8.698	7.334	10.19	11.48	18.2	6.336	4.193	2.949	5.743	7.715	20.22	9.402	7.492	7.372	7.445	8.097	10.63
MAPPED	Cellular Processes	10.21	3.488	4.298	11.79	4.017	5.418	2.848	4.02	7.456	2.125	11.02	7.09	5.998	8.332	9.625	16.11	5.073	3.425	2.617	4.631	6.303	16.63	7.71	6.187	5.895	6.119	6.335	8.926
Genetic Information Processing	Cellular Processes	2.652	0.7176	0.7621	1.453	0.7859	1.47	0.1581	1.098	3.415	0.2271	0.8541	1.974	1.756	1.468	1.685	2.806	0.9329	0.6506	0.1419	0.9267	1.817	8.124	2.516	1.644	1.312	2.053	1.844	1.41
-Transcription	Cellular Processes	0.159	0.05745	0.03661	0.04934	0.06181	0.1043	0.005911	0.06965	0.4068	0.01503	0.06371	0.1071	0.0958	0.09406	0.1054	0.09565	0.06404	0.05245	0.004359	0.06417	0.1657	0.1551	0.1268	0.1618	0.09563	0.2534	0.241	0.06564
-Translation	Cellular Processes	0.5389	0.1568	0.1654	0.4314	0.182	0.415	0.04639	0.3328	1.047	0.06004	0.2007	0.5997	0.5489	0.3811	0.3654	0.9541	0.2047	0.1447	0.05254	0.2396	0.4165	4.156	0.8627	0.4036	0.3871	0.5238	0.5106	0.3692
-Folding, Sorting and Degradation	Cellular Processes	1.853	0.4594	0.5226	0.9165	0.4987	0.8723	0.09524	0.6534	1.602	0.1354	0.5495	1.167	1.009	0.9185	1.122	1.675	0.6141	0.4138	0.07393	0.5796	1.114	3.61	1.38	0.9423	0.7264	1.07	0.9197	0.8937
-DNA Maintenance	Cellular Processes	0.1256	0.04451	0.03305	0.0683	0.04369	0.07892	0.01311	0.04747	0.3665	0.01845	0.04163	0.1203	0.1185	0.08322	0.09397	0.1202	0.06008	0.04559	0.01102	0.04616	0.1353	0.2585	0.1365	0.1486	0.1153	0.2408	0.1857	0.09284
-RNA Family	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
