Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Development	Metabolism	0.001158	0.01375	0.01773	0.0006493	0.0211	0.001684	0.002731	0.002396	0.01034	0.006616	0.001152	0.0008706	0.001304	0.00105	0.0006644	0.0003086	0.01498	0.01405	0.0003534	0.0202	0.001793	0.0005173	0.00126	0.004172	0.000839	0.002244	0.00207	0.002029
-Environmental Adaptation	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Metabolism	0.02746	0.05021	0.03841	0.02051	0.03745	0.04132	0.02161	0.04623	0.07193	0.04644	0.04471	0.03914	0.04581	0.02286	0.02754	0.01577	0.05044	0.06303	0.029	0.03855	0.05872	0.06537	0.04352	0.05768	0.07897	0.05825	0.1067	0.0288
-Cancers	Metabolism	0.008667	0.01749	0.009497	0.01515	0.01201	0.009005	0.009747	0.0144	0.01823	0.01272	0.02356	0.00974	0.008615	0.01263	0.009863	0.003509	0.01342	0.01267	0.004811	0.005628	0.0172	0.007017	0.009337	0.01333	0.02668	0.01441	0.04342	0.01156
-Immune System Diseases	Metabolism	0.006084	0.005518	0.001905	0.00141	0.001957	0.005707	0.001388	0.007402	0.01709	0.004295	0.001414	0.009441	0.0105	0.002703	0.002849	0.002795	0.007528	0.005054	0.003288	0.004136	0.005083	0.01734	0.007851	0.008871	0.01586	0.01234	0.01166	0.001691
-Neurodegenerative Diseases	Metabolism	0.009772	0.02898	0.02373	0.004448	0.01882	0.007586	0.006176	0.01264	0.02094	0.0169	0.008413	0.007198	0.008613	0.00799	0.01064	0.006328	0.02234	0.03597	0.01485	0.02277	0.02119	0.01753	0.01045	0.02	0.01868	0.01685	0.02794	0.009716
-Cardiovascular Diseases	Metabolism	0.0001166	0.0008121	5.928e-05	3.635e-05	0.0002323	0.006216	0.001061	0.003686	0.001935	0.008043	0.01146	0.003321	0.006796	0.0001168	0.0001095	0.0005959	0.001095	8.23e-05	0.0002523	0.0001272	0.0005806	0.0003578	0.004808	0.000419	0.001558	0.002817	0.001	0.000679
-Metabolic Diseases	Metabolism	0.0001286	0.0008264	0.0005658	1.404e-06	0.0006131	0.0001224	2.178e-06	0.0001987	0.0001482	0.0004354	7.894e-05	0.000128	9.524e-05	4.413e-05	4.422e-05	1.546e-05	3.494e-05	0.0005704	1.038e-05	0.0004668	0.0001419	0.002289	0.000674	6.378e-05	0.0001389	0.0001918	2.307e-05	4.686e-05
-Infectious Diseases	Metabolism	0.001662	0.002914	0.001503	0.0007637	0.002217	0.01061	0.0006062	0.005534	0.006807	0.001559	0.002276	0.005531	0.006779	0.001475	0.002114	0.0009601	0.004506	0.003196	0.00177	0.002657	0.007492	0.01439	0.007438	0.009307	0.009512	0.006029	0.01027	0.002097
Not Mapped	Metabolism	0.3317	0.8987	0.5041	0.2266	0.6364	0.5864	0.3003	0.8835	1.067	0.4817	0.3335	0.5259	0.5803	0.3903	0.3371	0.1877	0.9785	0.6866	0.5279	0.5896	0.7891	0.6967	0.7019	0.9558	0.8001	0.8232	1.33	0.4221
-Not Mapped	Metabolism	0.3317	0.8987	0.5041	0.2266	0.6364	0.5864	0.3003	0.8835	1.067	0.4817	0.3335	0.5259	0.5803	0.3903	0.3371	0.1877	0.9785	0.6866	0.5279	0.5896	0.7891	0.6967	0.7019	0.9558	0.8001	0.8232	1.33	0.4221
TOTAL	-Membrane Transport	272.6	2737	398.1	368.7	779.7	684	590.5	556.3	180.8	673.8	1123	564.1	612.6	686.7	773.6	363.1	155	1685	1241	1241	58.31	967.1	207.5	329.5	782.9	133.8	75.43	36.33
MAPPED	-Membrane Transport	237.5	2099	334.1	320.6	627.3	559.1	534.8	455.2	148.1	599.9	1004	459.8	501.1	561.4	648.6	321.5	124.1	1376	1101	1001	47.63	795.2	170.2	272.1	626	109.9	59.01	30.5
Genetic Information Processing	-Membrane Transport	61.99	450.6	59.52	39.19	123.6	153.2	29.97	124.8	68.39	65.87	77.36	128.7	148	98.44	116.9	56.51	22.7	261.1	60.02	207.8	13.79	429.7	56.27	73.06	148.5	37.6	17.23	4.817
-Transcription	-Membrane Transport	3.691	34.66	2.871	1.334	9.637	10.72	1.137	7.867	8.047	4.239	5.797	7.07	8.231	6.378	7.1	1.928	1.596	21.02	1.878	13.85	1.256	7.432	2.786	7.083	10.2	4.615	2.243	0.228
-Translation	-Membrane Transport	12.47	92.7	12.65	11.63	28.16	41.92	8.686	36.96	20.15	16.71	18.08	38.29	44.87	25.45	24.36	19.08	4.948	56.01	21.94	51.39	3.131	198.9	18.9	17.65	41.06	9.422	4.743	1.263
-Folding, Sorting and Degradation	-Membrane Transport	43.51	297.9	41.24	24.22	80.37	90.85	17.56	73.49	31.34	38.35	49.45	75.95	84.73	62.27	77.58	32.97	14.48	172.6	31	131.9	8.405	212.7	30.58	41.64	82.13	19.72	8.523	3.053
-DNA Maintenance	-Membrane Transport	3.273	32.34	2.689	2.035	7.827	9.391	2.651	6.4	8.262	6.099	4.041	8.474	10.71	6.366	8.18	2.836	1.746	20.08	5.56	11.01	1.259	14.99	3.987	7.901	15.65	5.145	2.041	0.3704
-RNA Family	-Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Membrane Transport	15.19	128.7	17.42	9.989	40.46	35.24	18.17	28.21	7.422	19.92	41.8	29.6	34.03	27.46	23.27	6.937	8.002	75.01	24.26	76.88	3.211	20.25	7.031	17.08	33.34	6.201	3.057	1.487
-Signal Transduction	-Membrane Transport	6.685	119.9	14.78	8.708	33.13	24.85	17.39	23.66	6.272	17.44	38.62	18.21	21.9	22.88	19.49	5.366	5.911	66.59	21.39	64.7	2.491	14.26	6.035	13.88	24.67	5.019	2.348	1.198
-Signaling Molecules and Interaction	-Membrane Transport	8.526	9.798	2.699	1.369	7.287	10.39	0.7994	4.547	1.168	2.906	3.273	11.4	12.13	4.718	3.831	1.588	2.173	8.844	2.852	12.18	0.7357	5.984	1.068	3.304	8.543	1.182	0.7083	0.2895
Cellular Processes	-Membrane Transport	23.34	602.1	78.16	27.08	156.4	103.2	187.8	113.3	19.86	282.4	93.69	65.91	84.64	67.66	67.76	20.87	24.54	402.2	422.1	218.7	7.564	49.19	22.09	44.15	107.6	18.02	9.365	3.465
-Crystallins	-Membrane Transport	0.348	6.826	0.5219	0.1367	0.7264	0.4292	3.401	0.2444	0.06471	187.9	25.11	0.4421	0.2234	0.3029	2.663	0.129	0.4355	4.539	3.347	1.247	0.0326	0.513	0.1088	0.105	9.061	0.08703	0.07157	0.05191
-Stress Response	-Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Membrane Transport	5.9	97.93	13.95	8.509	33.77	15.47	4.181	9.47	3.721	9.163	11.74	14.56	17.64	25.64	25.42	9.123	4.576	66.45	5.295	56.59	1.646	10.17	4.471	10.77	14.78	4.683	1.635	1.08
-Cytoskeleton	-Membrane Transport	8.311	350.5	51.6	8.747	90.39	52.54	52.63	31.69	10.61	52.61	28.19	29.77	43.01	23.43	23.84	6.215	10.21	256.8	166.5	121.7	2.925	29.39	9.821	17.96	57.94	9.186	4.185	1.281
-Cell Motility	-Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Membrane Transport	4.701	122.9	8.526	4.589	21.73	10.85	3.671	8.943	2.486	7.416	12.34	7.169	7.221	7.066	10.12	2.497	2.585	59.63	3.458	27.92	0.8341	6.087	2.035	3.579	12.11	2.126	1.422	0.4181
-Cell Communication	-Membrane Transport	4.216	23.95	3.581	5.81	9.887	23.9	125	62.91	2.979	25.37	17.97	13.79	15.95	11.65	7.124	3.012	6.728	14.83	243.5	11.25	2.151	3.23	5.688	11.75	13.75	1.966	2.051	0.6369
Metabolism	-Membrane Transport	105.6	710.8	128.2	212.3	238.2	210.6	186	106.6	29.97	151.9	358.3	198.3	191.6	321.3	371.5	221.3	31.4	437	266.5	409.3	13.69	244.9	51.83	59.98	196.3	29.75	12.43	13.93
-Membrane Transport	-Membrane Transport	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	46.51	256.8	55.95	80.19	100.7	80.42	72.29	36.19	12.1	76.74	103.9	68.43	71.62	106.4	130	57.32	8.783	183.4	120.8	196.3	4.915	46.19	20.98	24.73	56.41	11.97	4.019	4.764
-Energy Metabolism	-Membrane Transport	8.343	214	22.89	27.82	46.72	26.78	40.93	12.42	2.407	17.76	132.1	21.26	20.22	51.9	78.59	11.98	1.933	114.9	16.72	62.71	0.9685	30.39	6.633	4.538	44.87	2.354	1.554	0.8325
-Biosynthesis	-Membrane Transport	38.44	161.3	35.04	87.01	67.91	78.21	62.97	44.35	10.04	48.36	102.4	85.26	78.46	131.6	132	133.2	15.62	95.83	118.8	108.4	5.138	97.84	18.55	21.66	66.45	10.36	3.823	6.151
-Other Enzymes	-Membrane Transport	14.9	84.21	15.03	16.23	24.96	38.7	8.685	18.43	5.585	10.27	20.43	22.34	20.33	30.65	35.46	21.9	4.371	52.19	14.76	42.67	1.852	75.81	6.389	10.23	37.52	4.271	2.099	2.188
Organismal Systems	-Membrane Transport	28.32	190	48.25	26.51	59.69	45.99	109.2	69.41	19.56	72.76	413.4	30.32	34.83	37.57	60.79	12.55	35.32	160.1	324	83.87	8.774	70.16	29.63	75.6	134.2	17.96	15.95	6.546
-Immune System	-Membrane Transport	2.756	29.26	2.349	1.909	5.678	6.313	1.941	3.964	1.638	4.473	9.374	5.043	6.787	7.148	10.65	1.614	4.962	10.99	2.631	6.496	0.7681	2.574	1.142	5.567	8.523	1.998	2.029	0.4976
-Endocrine System	-Membrane Transport	6.086	17.52	1.564	9.548	3.308	1.707	5.546	1.807	0.771	10.87	24.49	5.494	9.44	4.529	6.234	4.899	1.495	11.31	5.851	4.186	0.6509	3.447	0.8972	1.216	11.31	1.745	1.665	1.455
-Circulatory System	-Membrane Transport	18.5	80.39	31.93	14.4	37.8	31.36	100.8	56.99	16.29	52.36	377.3	12.02	12.19	21.06	40.05	5.357	27.82	82.13	313.8	42.96	7.182	25.23	20.53	66.68	111.9	13.38	11.97	4.493
-Digestive System	-Membrane Transport	0.2921	3.126	0.2711	0.1266	0.4367	0.5292	0.1206	4.778	0.1597	1.62	0.2812	5.584	3.948	2.638	2.204	0.3115	0.1217	0.9617	0.4185	1.979	0.0646	34.72	0.2223	0.3893	0.5695	0.1082	0.03191	0.02606
-Excretory System	-Membrane Transport	0.1593	9.743	0.3814	0.1293	1.064	0.7681	0.08993	0.4421	0.06386	0.3042	0.5527	0.6251	0.4974	0.9603	0.74	0.1371	0.144	5.748	0.2196	0.6515	0.01419	3.337	6.502	0.1333	0.3426	0.1158	0.06294	0.01441
-Nervous System	-Membrane Transport	0.3867	40.19	9.465	0.2607	6.258	0.965	0.192	0.8412	0.3131	0.7394	0.9125	0.7229	0.8219	0.9054	0.6399	0.1438	0.2744	42.58	0.8834	19.32	0.06722	0.7056	0.2586	1.291	1.396	0.5165	0.154	0.03268
-Sensory System	-Membrane Transport	0.007727	0.04666	0.03724	0.00427	0.0957	3.977	0.02146	0.297	0.0004388	1.285	0.02377	0.6392	0.8729	0.004815	0.01332	0.006195	0.003043	0.02401	0.03251	0.0905	0.0005523	0.01489	0.0129	0.003863	0.05111	0.02724	0.009093	0.0007952
-Development	-Membrane Transport	0.1305	9.75	2.252	0.1378	5.053	0.3747	0.5057	0.2734	0.32	1.013	0.4367	0.1838	0.2741	0.3559	0.2519	0.06962	0.4713	6.313	0.09359	8.189	0.02948	0.1328	0.06882	0.4151	0.1703	0.07541	0.02985	0.02853
-Environmental Adaptation	-Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Membrane Transport	2.946	41.81	5.138	5.247	9.139	9.479	4.55	5.567	2.742	7.34	20.79	7.528	8.841	8.845	11.16	3.529	1.692	27.35	7.743	15.54	0.9135	15.73	3	3.583	17.03	1.875	1.369	0.4337
-Cancers	-Membrane Transport	0.9231	12.46	1.214	3.218	2.904	1.943	1.813	1.651	0.5744	2.012	8.473	1.943	1.656	4.126	3.734	0.7794	0.43	5.78	1.284	2.417	0.236	1.811	0.4996	0.823	5.497	0.4279	0.5396	0.1611
-Immune System Diseases	-Membrane Transport	0.727	4.407	0.6505	0.6676	1.619	2.702	0.7637	1.707	1.353	1.498	0.7146	2.649	2.786	1.658	2.443	1.155	0.4238	4.35	0.964	1.822	0.2807	5.235	1.267	0.9969	5.562	0.7152	0.3506	0.07549
-Neurodegenerative Diseases	-Membrane Transport	1.147	19.62	3.327	1.553	4.585	1.736	2.196	1.446	0.6275	2.793	6.945	1.569	1.851	3.196	5.318	1.555	0.7103	16.37	4.986	10.08	0.286	4.872	0.5894	1.172	4.425	0.481	0.343	0.158
-Cardiovascular Diseases	-Membrane Transport	0.01235	0.5758	0.007529	0.00772	0.05564	1.325	0.1967	0.4218	0.05939	1.234	4.121	0.6584	1.306	0.03748	0.04062	0.1322	0.03457	0.03699	0.06681	0.05189	0.007853	0.08827	0.2559	0.02515	0.3056	0.08154	0.01235	0.00938
-Metabolic Diseases	-Membrane Transport	0.01361	0.586	0.07186	0.0002981	0.1468	0.02609	0.0004036	0.02274	0.00455	0.06678	0.02838	0.02538	0.01831	0.01417	0.0164	0.003431	0.001103	0.2564	0.002749	0.1904	0.001919	0.5647	0.03586	0.003829	0.02723	0.005554	0.0002848	0.0006473
-Infectious Diseases	-Membrane Transport	0.1753	3.416	0.379	0.1625	1.262	2.235	0.1127	0.615	0.2027	0.2512	0.8272	1.188	1.339	0.4784	0.7861	0.2166	0.1688	2.6	0.4726	1.824	0.1026	3.667	0.3999	0.6107	1.915	0.1804	0.1273	0.02924
Not Mapped	-Membrane Transport	35.12	637.2	64.03	48.11	152.4	125	55.65	101.1	32.75	73.89	119.9	104.3	111.6	125.3	125	41.65	30.89	308.6	139.8	240.5	10.67	171.9	37.35	57.39	156.9	23.83	16.42	5.832
-Not Mapped	-Membrane Transport	35.12	637.2	64.03	48.11	152.4	125	55.65	101.1	32.75	73.89	119.9	104.3	111.6	125.3	125	41.65	30.89	308.6	139.8	240.5	10.67	171.9	37.35	57.39	156.9	23.83	16.42	5.832
TOTAL	-Central Carbon Metabolism	5.819	10.61	7.096	4.602	7.746	8.45	8.127	15.16	14.88	8.78	10.77	8.126	8.394	6.405	6.004	6.522	17.46	9.185	10.28	6.367	11.87	21.09	9.839	13.32	13.88	11.17	18.75	7.655
MAPPED	-Central Carbon Metabolism	5.07	8.136	5.955	4.002	6.232	6.906	7.361	12.4	12.18	7.817	9.625	6.624	6.865	5.236	5.034	5.774	13.98	7.502	9.12	5.134	9.697	17.34	8.068	11	11.1	9.182	14.67	6.427
Genetic Information Processing	-Central Carbon Metabolism	1.32	1.659	1.038	0.4902	1.207	1.878	0.4089	3.403	5.556	0.8375	0.7405	1.859	2.025	0.9325	0.8991	1.022	2.585	1.41	0.4932	1.022	2.811	8.714	2.642	2.913	2.521	3.08	4.272	1.018
-Transcription	-Central Carbon Metabolism	0.07907	0.1343	0.05072	0.01667	0.09577	0.1326	0.01535	0.2153	0.6628	0.05535	0.0556	0.09972	0.1091	0.059	0.05499	0.03429	0.1766	0.1148	0.01521	0.07116	0.2546	0.1614	0.1323	0.2866	0.1809	0.379	0.5576	0.04706
-Translation	-Central Carbon Metabolism	0.2658	0.3554	0.2264	0.1455	0.2786	0.5213	0.1204	1.021	1.681	0.2188	0.1742	0.5561	0.6243	0.2352	0.1892	0.3425	0.5614	0.3114	0.1825	0.2649	0.6299	4.323	0.9007	0.7095	0.7292	0.7787	1.16	0.2651
-Folding, Sorting and Degradation	-Central Carbon Metabolism	0.9098	1.06	0.7115	0.3107	0.7585	1.13	0.2461	2.023	2.591	0.4934	0.4767	1.094	1.158	0.5829	0.5896	0.6091	1.702	0.8907	0.2579	0.6379	1.73	3.868	1.447	1.65	1.382	1.582	2.143	0.6449
-DNA Maintenance	-Central Carbon Metabolism	0.06229	0.1042	0.04659	0.02318	0.06785	0.1006	0.03404	0.1465	0.6052	0.06787	0.03674	0.1123	0.1359	0.05172	0.04958	0.04243	0.1677	0.1001	0.03839	0.05131	0.2102	0.2673	0.1432	0.2623	0.2167	0.3624	0.4296	0.06676
-RNA Family	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	0.3258	0.5013	0.3074	0.1249	0.401	0.4368	0.2507	0.7728	0.6144	0.2618	0.4024	0.4269	0.4685	0.2528	0.1771	0.1246	0.91	0.4103	0.2003	0.3928	0.65	0.4402	0.3346	0.6852	0.5836	0.5108	0.7489	0.3108
-Signal Transduction	-Central Carbon Metabolism	0.1433	0.4646	0.2608	0.1089	0.3298	0.3074	0.2394	0.646	0.5188	0.2275	0.3704	0.2623	0.3006	0.2128	0.1505	0.09638	0.6682	0.3638	0.177	0.3321	0.5068	0.3104	0.2867	0.554	0.438	0.418	0.5847	0.2518
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.1825	0.03445	0.04636	0.01599	0.07123	0.1286	0.01076	0.125	0.09549	0.03361	0.03048	0.1645	0.1669	0.03951	0.02698	0.02826	0.2378	0.04772	0.02334	0.06056	0.1427	0.1295	0.04785	0.1282	0.145	0.09282	0.1654	0.0582
Cellular Processes	-Central Carbon Metabolism	0.4972	2.332	1.387	0.3376	1.553	1.271	2.596	3.088	1.629	3.68	0.8757	0.9278	1.138	0.629	0.5233	0.3581	2.764	2.193	3.487	1.111	1.537	1.04	1.045	1.772	1.902	1.498	2.314	0.718
-Crystallins	-Central Carbon Metabolism	0.007428	0.02645	0.009303	0.001706	0.007216	0.005302	0.04681	0.006659	0.005323	2.448	0.2409	0.006368	0.00306	0.002826	0.02066	0.002317	0.04907	0.02475	0.02771	0.006397	0.006636	0.01119	0.005157	0.004245	0.1606	0.007268	0.01779	0.01094
-Stress Response	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Central Carbon Metabolism	0.1252	0.3782	0.2473	0.1061	0.3352	0.1879	0.05755	0.2541	0.3008	0.1181	0.1117	0.2033	0.2328	0.2325	0.1918	0.1533	0.5133	0.3591	0.04286	0.288	0.3269	0.216	0.2103	0.4355	0.2554	0.3842	0.3935	0.2243
-Cytoskeleton	-Central Carbon Metabolism	0.1774	1.358	0.9195	0.1089	0.8979	0.6493	0.7244	0.8637	0.8739	0.6856	0.2704	0.4288	0.5895	0.2185	0.185	0.1116	1.151	1.4	1.379	0.6244	0.596	0.6409	0.4659	0.727	1.027	0.766	1.04	0.27
-Cell Motility	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Central Carbon Metabolism	0.09631	0.4765	0.1439	0.04654	0.2126	0.1337	0.03551	0.2436	0.2047	0.09614	0.0783	0.09498	0.09527	0.06236	0.06822	0.03746	0.2912	0.3233	0.01877	0.1326	0.1662	0.1028	0.09425	0.1423	0.1949	0.1747	0.3456	0.08039
-Cell Communication	-Central Carbon Metabolism	0.08998	0.09288	0.06391	0.07251	0.09821	0.2953	1.72	1.714	0.2435	0.3304	0.1723	0.1986	0.2185	0.1087	0.05529	0.0541	0.7455	0.08084	2.017	0.05771	0.4379	0.07042	0.2697	0.456	0.2437	0.1642	0.5097	0.1341
Metabolism	-Central Carbon Metabolism	2.242	2.669	2.256	2.646	2.349	2.605	2.548	3.123	2.482	1.982	3.437	2.846	2.628	2.992	2.878	3.976	3.546	2.382	2.192	2.047	2.731	5.324	2.504	2.391	3.471	2.393	2.979	2.893
-Membrane Transport	-Central Carbon Metabolism	0.02134	0.003832	0.01757	0.01247	0.009912	0.01237	0.01367	0.02727	0.08236	0.01272	0.009493	0.01325	0.01319	0.009337	0.007641	0.01711	0.1127	0.005449	0.008255	0.004884	0.203	0.02165	0.04727	0.04013	0.01697	0.08335	0.2485	0.2096
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.1778	0.8177	0.4091	0.3456	0.4597	0.3227	0.5589	0.3378	0.1962	0.2251	1.253	0.3042	0.2759	0.4943	0.5986	0.2124	0.2134	0.6238	0.138	0.3189	0.1945	0.6546	0.3106	0.1807	0.7819	0.1964	0.3857	0.1741
-Biosynthesis	-Central Carbon Metabolism	0.8219	0.6274	0.6159	1.101	0.6656	0.9305	0.8676	1.27	0.8303	0.627	0.9697	1.219	1.062	1.192	0.9981	2.368	1.807	0.5531	0.9835	0.5453	1.038	2.118	0.8915	0.8819	1.171	0.8576	0.9473	1.282
-Other Enzymes	-Central Carbon Metabolism	0.2453	0.2407	0.2408	0.1826	0.2241	0.2561	0.1082	0.4628	0.4313	0.1305	0.176	0.3125	0.2789	0.2757	0.2457	0.3352	0.4337	0.2287	0.07189	0.1913	0.3222	1.548	0.2543	0.3417	0.4734	0.3391	0.4493	0.2582
Organismal Systems	-Central Carbon Metabolism	0.6043	0.7365	0.8603	0.3306	0.593	0.567	1.502	1.891	1.609	0.9432	3.964	0.4346	0.4755	0.3504	0.4716	0.2252	3.98	0.8728	2.683	0.4303	1.785	1.529	1.403	3.055	2.38	1.5	3.963	1.379
-Immune System	-Central Carbon Metabolism	0.059	0.1139	0.0419	0.02382	0.05641	0.07798	0.0267	0.1083	0.1353	0.05828	0.08987	0.07266	0.09299	0.06681	0.0827	0.02903	0.5619	0.06	0.02179	0.03313	0.1568	0.05614	0.05397	0.2248	0.1511	0.1666	0.5048	0.1045
-Endocrine System	-Central Carbon Metabolism	0.1299	0.06789	0.02788	0.1192	0.03286	0.02107	0.07633	0.04924	0.0632	0.1416	0.2349	0.07914	0.1293	0.04225	0.04838	0.08809	0.1684	0.06168	0.04845	0.02147	0.1326	0.07514	0.04248	0.0489	0.2005	0.1456	0.4139	0.3065
-Circulatory System	-Central Carbon Metabolism	0.3949	0.3115	0.5691	0.1797	0.3755	0.3874	1.387	1.553	1.34	0.6823	3.619	0.1732	0.167	0.1965	0.3108	0.09617	3.135	0.4478	2.599	0.2203	1.462	0.5502	0.9734	2.695	1.984	1.118	2.974	0.9466
-Digestive System	-Central Carbon Metabolism	0.005968	0.01213	0.004751	0.001142	0.004086	0.005396	0.00118	0.128	0.007827	0.02027	0.002483	0.07836	0.05239	0.02424	0.01697	0.005434	0.009835	0.004833	0.003394	0.01002	0.01188	0.7571	0.008925	0.01485	0.009467	0.009007	0.007692	0.005295
-Excretory System	-Central Carbon Metabolism	0.003406	0.03776	0.006811	0.001613	0.01058	0.009479	0.001238	0.01206	0.005259	0.003964	0.005301	0.009007	0.006829	0.009029	0.005793	0.002466	0.01628	0.03141	0.00182	0.003343	0.002893	0.07235	0.3083	0.005385	0.006039	0.009668	0.01567	0.003022
-Nervous System	-Central Carbon Metabolism	0.008255	0.1558	0.1687	0.003255	0.06217	0.01192	0.002643	0.02292	0.02576	0.009635	0.008752	0.01024	0.01097	0.008445	0.004966	0.002562	0.03092	0.2321	0.007315	0.09914	0.01368	0.01539	0.01226	0.0522	0.02475	0.04314	0.03826	0.006886
-Sensory System	-Central Carbon Metabolism	0.0001648	0.0001808	0.0006638	5.33e-05	0.0009457	0.04913	0.0002991	0.008095	3.61e-05	0.01775	0.000228	0.009208	0.01196	4.491e-05	0.0001034	0.0001113	0.0003429	0.0001309	0.0002696	0.0004641	0.0001124	0.0003247	0.0006115	0.0001561	0.000906	0.002275	0.00226	0.0001675
-Development	-Central Carbon Metabolism	0.002581	0.03728	0.04013	0.00172	0.05019	0.004417	0.00696	0.007454	0.02553	0.0132	0.00397	0.002486	0.003427	0.003141	0.001903	0.001228	0.05328	0.03442	0.000775	0.04202	0.004717	0.002789	0.00315	0.009882	0.002916	0.005351	0.00611	0.005561
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Central Carbon Metabolism	0.06188	0.1373	0.08771	0.05415	0.08774	0.1087	0.05534	0.1376	0.1697	0.09126	0.1523	0.1107	0.1207	0.06958	0.07576	0.06039	0.1748	0.1503	0.06355	0.0806	0.1492	0.3319	0.1063	0.1332	0.271	0.1336	0.2913	0.08008
-Cancers	-Central Carbon Metabolism	0.01969	0.04811	0.02169	0.04	0.02858	0.02269	0.02478	0.04499	0.04707	0.02551	0.08027	0.02777	0.0228	0.03695	0.0277	0.01348	0.04842	0.03138	0.01059	0.01181	0.04747	0.03777	0.0234	0.03266	0.09275	0.03556	0.1336	0.03379
-Immune System Diseases	-Central Carbon Metabolism	0.01345	0.0146	0.004256	0.003712	0.00469	0.0148	0.00351	0.02205	0.04425	0.00861	0.00483	0.02704	0.02785	0.008166	0.008305	0.01173	0.02727	0.0126	0.007257	0.008382	0.01427	0.07929	0.01989	0.02173	0.05443	0.02999	0.03624	0.004965
-Neurodegenerative Diseases	-Central Carbon Metabolism	0.02231	0.07636	0.05419	0.01175	0.04486	0.01995	0.0157	0.03992	0.05168	0.03378	0.02862	0.02086	0.02305	0.0243	0.03092	0.02631	0.08003	0.08918	0.03278	0.04764	0.0584	0.08738	0.02668	0.04737	0.06529	0.04017	0.08532	0.02882
-Cardiovascular Diseases	-Central Carbon Metabolism	0.0002636	0.002232	0.0001342	9.636e-05	0.0005527	0.01637	0.002707	0.01149	0.004886	0.01608	0.03953	0.009485	0.0179	0.0003496	0.0003152	0.002375	0.003895	0.0002017	0.0005533	0.0002661	0.001599	0.001925	0.01213	0.001017	0.005417	0.00681	0.003069	0.001976
-Metabolic Diseases	-Central Carbon Metabolism	0.0002905	0.002271	0.001281	3.721e-06	0.001459	0.0003223	5.555e-06	0.0006196	0.0003743	0.0008702	0.0002722	0.0003656	0.0002508	0.0001321	0.0001273	6.163e-05	0.0001243	0.001398	2.276e-05	0.0009763	0.0003906	0.01232	0.001701	0.0001548	0.0004827	0.0004638	7.079e-05	0.0001364
-Infectious Diseases	-Central Carbon Metabolism	0.003701	0.007697	0.003403	0.002032	0.00531	0.02765	0.001547	0.01686	0.0164	0.00309	0.00785	0.01575	0.01786	0.004419	0.006069	0.00382	0.01562	0.007898	0.003881	0.005415	0.02014	0.07664	0.01865	0.02185	0.03256	0.01383	0.03068	0.005997
Not Mapped	-Central Carbon Metabolism	0.7496	2.47	1.141	0.6005	1.514	1.544	0.766	2.755	2.695	0.9629	1.15	1.502	1.528	1.168	0.97	0.7482	3.48	1.682	1.158	1.233	2.173	3.748	1.771	2.32	2.781	1.99	4.081	1.229
