KO number	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
K03787	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03784	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06928	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00860	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00207	41800000	203700	2567700	48400000	13900000	37900000	1077400.1	11400000	173570	1231500	854140	9.28e+08	7.48e+08	74900000	5419300.1	9.81e+08	2813100	606770	3997300	2371200	7412900	1032300	19800000	NaN	231720	503950	1333500	6061100
K00757	9360700.1	980930.01	847639.99	1224400	4461699.9	12700000	1309500	47100001	NaN	14900000	524659.99	3.9699999e+08	1.19e+09	44200001	12100000	5918999.9	23600000	635620	NaN	1826800	2889600	NaN	1678000	12100000	2620000	2405500	469709.99	2786500
K01489	431100	NaN	821290	NaN	NaN	3434300	NaN	284760.01	NaN	8720200	1139100	1.35e+08	1.01e+08	3.67e+08	67500000	16400000	NaN	1871400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01464	8662799.8	595189.98	288260	NaN	10100000	NaN	750130.01	68870.003	NaN	NaN	NaN	NaN	45000000	64300000	7949700	3.14e+09	1237300	NaN	NaN	NaN	183390	195470	NaN	NaN	NaN	59648	141610	1036400
K01937	66200001	5550590	68900001	20601200	1.761e+08	54800000	853800.02	52687500	1.617e+08	28325800	11860020	3.266e+08	2.27e+08	64300000	12648900	42374800	60626900	4167939.9	603800.02	1.368e+08	38314600	11049400	13221100	1.561e+08	1235900	68880100	8802219.9	12647800
K00254	9738300	15200000	18300000	86700000	31600000	24200000	1813500	1236800	711430	2985500	23400000	10200000	30800000	79400001	6598700.1	5840900.2	3661600	2612000	2225100	66400002	929380.02	2946000	NaN	77200001	1989400	2303800	2147300	1813000
K11540	4257300	133880	18200000	16800000	1.28e+08	57200000	1891500	69700000	1.77e+08	10400000	277830	89000000	71800000	21100000	789820.01	30100000	28500000	393760.01	1465800	2.33e+08	8238600.1	9908900	11500000	3.32e+08	248510	52799999	4474800.2	13900000
K13421	1.24e+08	6999500	39800000	34800000	2.09e+08	1.01e+08	3125300	61600001	1.83e+08	13700000	4934099.9	1.67e+08	1.99e+08	1.11e+08	31200000	3.28e+08	33000000	7035900.1	4487400	1.48e+08	65200002	51000002	20300000	4.37e+08	16600000	1.37e+08	64499998	43800000
K00876	32400000	2534520	15752800	39600000	1.018e+08	31400000	3039100	6057100	11880600	9633299.9	204620	44800000	63100000	28211100	13271000	28614300	25368100	4078889.9	NaN	41579600	6212300.1	341169.99	2337670	73199999	1268480	6905630	7591499.9	5225900
K00857	NaN	NaN	NaN	NaN	NaN	1774600	NaN	2153700	2329600	NaN	NaN	3583600.1	8282700.1	NaN	NaN	NaN	4413000	NaN	NaN	NaN	NaN	NaN	NaN	3890900.1	NaN	425400.01	NaN	NaN
K01431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42499999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00943	34500000	44600000	47400001	35400000	3.28e+08	44000000	7155300	24900000	42000001	9617900	2445799.9	66500001	97299999	96700001	46999999	41000001	4586800	7988299.9	NaN	44899999	18100000	6342600.1	2316599.9	52500000	9641899.9	43400000	2226600	4453899.9
K00944	6.6399999e+08	4.3699999e+08	4.5600001e+08	1.91e+09	1.05e+09	7.1200001e+08	1.84e+08	5.8299999e+08	93200001	1.32e+08	4.26e+08	1.49e+09	1.08e+09	2.7e+09	9.8499999e+08	2.26e+09	5.8299999e+08	1.23e+08	12900000	9.2500001e+08	1.61e+08	2.6600001e+08	1.73e+08	4.61e+08	2.5200001e+08	85300001	1.06e+08	2.6600001e+08
K01520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50100001	NaN	NaN	NaN	NaN	3604400.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.45e+08	NaN	NaN
K13809	1.12e+08	7275099.8	33900000	61499999	2.12e+08	16200000	7496100.2	17000000	2517500	11900000	9136000.1	63600000	95300002	99200001	31100000	38900000	97100000	2160400	NaN	83199998	2027300	1790600	1484900	3.87e+08	531399.99	10900000	448100.02	20600000
K00384	1.0514357e+09	32900000	2.46e+08	1.497e+09	8.6839482e+08	3.677689e+08	1.5e+08	2.451194e+08	60135900	96139988	86500002	1.9833694e+09	1.392e+09	7.302843e+08	1.50738e+08	1.2153483e+09	2.46e+08	19775700	12396500	3.934047e+08	27498530	30026050	21351700	5.314979e+08	10774300	65291300	17191810	74355601
K13800	4.83e+08	7.38e+08	5.24e+08	7.3900001e+08	3.19e+09	2.79e+09	1.32e+08	1.48e+09	2.84e+08	1.24e+08	1.84e+08	1.95e+09	3.06e+09	1.39e+09	5.0299999e+08	1.12e+09	5.3999999e+08	1.42e+08	80100000	1.69e+09	52000000	3.94e+08	5.81e+08	2.16e+09	1.84e+08	2.2700001e+08	1.06e+08	2.1899999e+08
K00761	16600000	12000000	14500000	3813300.1	1.11e+08	35100001	371380	1581400	1385500	2675700	NaN	61400001	24700000	25000000	11000000	10600000	10000000	543530.01	NaN	6762500	47800000	200820	NaN	63899999	NaN	1121500	NaN	21100000
K01955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01956	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09903	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01240	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00502	NaN	NaN	19400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	271520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00503	99299999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00500	1.05e+08	3747200	1935100	13300000	46300002	7209500	8751800.1	95400002	668130.02	4954100	10500000	1.01e+08	1.33e+08	2.49e+09	6.0099999e+08	5.2899999e+09	8976000.2	2480300	1411700	81000001	384600	56399999	630510	569030.02	745829.98	431800	535390.01	1220100
K00501	4.78e+08	7211000.2	2222400	1149900	NaN	NaN	NaN	NaN	5578499.9	NaN	218850	2128300	NaN	NaN	NaN	NaN	NaN	1227500	NaN	NaN	1300100	4424500	NaN	NaN	NaN	1771600	NaN	NaN
K00506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05606	53400000	56600000	70099999	6.7899999e+08	6.7899999e+08	1.42e+08	2.05e+08	49699999	9395300	23600000	2.67e+08	1.69e+08	1e+08	6.4799999e+08	2.84e+08	2.44e+08	62500001	16200000	32200001	53100001	3026799.9	93500000	93699999	62800000	11300000	12100000	3868000	34000001
K05607	2.89e+08	3.4100001e+08	6.36e+08	8.1799999e+08	2.57e+09	52000001	93100001	1.57e+08	15000000	77400001	3.3999998e+08	2.32e+08	1.34e+08	9.9900001e+08	3.7599999e+08	4.1299999e+08	71199999	1.26e+08	47800000	1.12e+09	20700000	64200000	93300001	64000001	83800000	16700000	6412300.1	73800001
K05604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4964899.9	1267200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01745	8730099.7	336410	6590899.8	1531000	9846499.7	2656200	11000000	1624800	NaN	656240	NaN	NaN	2979700	16200000	174750	3.09e+09	1605500	5922000	406650	NaN	NaN	NaN	NaN	NaN	NaN	1165000	4285200	2086900
K01580	NaN	18231500	5.59e+08	518260	1.541e+09	NaN	NaN	NaN	NaN	8111300	107470	NaN	2414200	1049200	141390	8467799.8	111660	50300000	6014099.9	1.031e+09	NaN	NaN	9402000.2	936950.02	NaN	NaN	84341.999	270290
K08964	63599999	17200000	36200000	2.11e+08	2.9600001e+08	34199999	42199999	58500000	88800000	42199999	44300001	80300000	29400000	1.45e+08	39400001	1.18e+08	70500000	7966999.9	10400000	67400000	43800000	34599999	25299999	3.26e+08	8091000	47400000	19300000	42100001
K08967	39099999	16900000	2291099.9	8137500	32900000	18200000	1578900	9888899.9	19999999	17700000	8870200	32500001	18300001	28100000	7625700	1.81e+08	14700000	1255000	1500900	7864999.9	12800000	19899999	15900000	54200001	10800000	14500000	12400000	7648400.1
K08963	14400000	3064500	8561500	11800000	30100000	33300000	7364300.2	8809300.1	15900000	NaN	2340200	60299998	47200000	19700000	6443800.1	94500000	11100000	1226500	7029900.2	18900000	11200000	11400000	NaN	1.89e+08	1623100	20000000	4336700.2	18900000
K00772	3.02e+08	24500000	1.95e+08	1.22e+08	3.9799999e+08	70500001	19700000	1.74e+08	2.24e+08	83100001	52700000	3.22e+08	2.12e+08	3.92e+08	84000001	2.31e+08	1.19e+08	6425100.1	23500000	1.11e+08	51200001	54300000	14300000	7.78e+08	27300000	1.07e+08	60399999	58800000
K11431	13900000	89200001	42899998	23000000	2.83e+08	21900000	5102900.1	17300000	17500000	1751100	1551100	5843800.1	9504200.2	4988899.9	1345800	NaN	17300000	8003300	NaN	1.71e+08	8097000.1	NaN	1570700	70200000	2087000	28100000	1411900	2476800
K01915	9.21e+08	4.0699999e+08	2.84e+09	3.87e+09	8.29e+09	77800001	50200000	1.11e+08	23800000	1.19e+09	45499998	33500000	42899998	1.64e+09	1.87e+08	4.5499998e+09	39300000	3.08e+08	38500001	1.01e+10	1.15e+08	14700000	1.26e+08	1.32e+08	1.88e+08	2.27e+08	15200000	1.25e+09
K01827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9025900.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05605	7.4199999e+08	1.03e+08	1.54e+08	4.4900001e+09	7.8899998e+08	2.07e+08	4.96e+08	3.31e+08	1.14e+08	90700002	6.5999999e+08	8.0300001e+08	3.33e+08	1.18e+09	5.1899998e+08	1.63e+09	2.39e+08	48600001	54799999	9.1700001e+08	71700001	1.67e+08	2.35e+08	5.4599999e+08	1.34e+08	89499999	33600000	3.08e+08
K13645	7400399.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9558500.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	600110	NaN	NaN	NaN	NaN	NaN	NaN	349910
K13646	2568400	NaN	480910	8368099.7	5077800	687640	1672600	3465000	18000000	NaN	594700	2667300	2152700	8744700.3	1363000	2358300	11000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11421	788170	NaN	3142000	NaN	NaN	2058400.1	NaN	NaN	22000000	NaN	6396400	11900000	3.61e+08	1160300	NaN	1588900	1361000	NaN	855650	91300000	32000000	4428300	2411900	3.48e+08	1444000	89400000	20699999	14700000
K11420	523500	NaN	NaN	768829.99	95800000	1060000	NaN	NaN	33902300	NaN	NaN	NaN	NaN	902050	NaN	NaN	NaN	706440	NaN	NaN	NaN	NaN	NaN	52399999	NaN	2756000	476900	1576400.1
K11424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6465000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00797	1.3e+08	40200000	1.37e+08	83499998	4.51e+08	1.19e+08	8653900	2.89e+08	3.29e+08	24300000	11000000	2.66e+08	2.33e+08	72200002	14500000	1.86e+08	67999998	11900000	3565200	3.07e+08	61399999	2.7e+08	1.3e+08	5.1799998e+08	22600000	68299999	23600000	67800001
K01011	1.7922e+09	1.138e+08	2.911e+08	5.1530001e+08	1.644e+09	1.197e+09	94800001	6.629e+08	33214100	90600001	26004300	82099998	2.23e+08	9.0900001e+08	2.937e+08	5.6419999e+09	4.595e+08	40100000	15489400	1.014e+09	2.136374e+08	1.19974e+08	96700001	2.294e+08	83277299	1.029e+08	42232599	74951299
K00831	72800001	1.83e+08	6.4399998e+08	23500000	2.12e+09	51200001	8944400	2.75e+08	3.9700001e+08	1.63e+08	6044099.9	1.16e+08	70600000	80300001	22100000	39700001	27500000	95900000	22500000	1.14e+09	24900000	6.8299998e+08	70300000	1.68e+08	16000000	1.71e+08	19100000	1.98e+08
K14455	1.12e+09	9.4399998e+08	6.1500002e+09	7.9700001e+08	1.97e+10	9.4700001e+08	5.27e+09	1.42e+09	1.34e+09	1.9e+09	2.03e+09	4.4999999e+09	2.46e+09	5.32e+09	1.77e+09	1.02e+10	9.2600001e+08	4.6400001e+08	2.19e+08	1.84e+10	4.3999999e+08	4.8500001e+08	5.3099999e+08	1.87e+09	2.43e+08	3.98e+08	1.41e+08	2.67e+08
K14454	9.18e+08	1.9e+09	5.47e+09	3.42e+08	1.46e+10	4.93e+08	4.4800002e+09	3.94e+08	2.2e+08	1.17e+09	1.71e+09	2.63e+09	1.62e+09	1.5e+09	3.72e+08	4.6300001e+09	2.66e+08	8.12e+08	96099999	8.14e+09	1.47e+08	98600000	1.66e+08	1.09e+09	1.02e+08	1.62e+08	34700000	42700000
K00611	1.13e+08	30300000	2.91e+08	10100000	2.28e+08	3.27e+08	12500000	60499998	14000000	26000000	15800000	4.1399999e+09	4.5200001e+09	65100002	5345300.2	1.13e+10	52999999	6509500	13200000	70499999	2763400	29700000	2373500	3.17e+08	2805700	88600001	9177200.1	25800000
K11188	2.01e+09	1.29e+09	1.61e+09	1.2e+09	8.9100001e+09	3.72e+09	4.76e+08	1.3e+09	5.4800001e+08	9.67e+08	5.26e+08	2.8900001e+09	2.6e+09	1.88e+09	5.7099999e+08	6.8200001e+09	6.0400001e+09	3.5e+08	1.8e+08	2.45e+09	3.02e+08	3.91e+08	3.8800001e+08	2.4199999e+09	1.48e+08	4.12e+08	2.2899999e+08	7.41e+08
K11182	52400000	22500000	14400000	16700000	76899997	48400000	223930	1455800	2170400	361600	2125700	2.05e+08	8.3700001e+08	344370	NaN	NaN	350510	166250	NaN	7207100	335080	641670	NaN	14100000	29613	53060	2674900	NaN
K01800	4.8100001e+08	72600000	1.74e+08	1.56e+09	5.06e+08	1.16e+08	92800000	1.09e+08	20000000	1.27e+08	58300001	2.6200001e+08	2.3099999e+08	2.14e+09	6.24e+08	4.8e+09	1.63e+08	19800000	27099999	3.5000001e+08	59899999	1.16e+08	49399999	1.34e+08	46600000	95800000	39000001	1.12e+09
K00827	4583600	795610.01	660999.99	1158300	3263300	354740	NaN	NaN	NaN	427490	1152300	94500002	232550	5.92e+08	1.04e+08	1.47e+09	1379800	1213000	8849399.8	1524800	119670	156030	1246100	NaN	222660	332590	1036000	849550.01
K00826	5.3823109e+08	24800000	1.007e+08	1.37e+09	3.3e+08	2.66e+08	3.14e+08	4.7175155e+08	1.189e+08	78900000	1.38e+08	5.1100002e+08	1.85e+08	1.2021055e+09	3.143404e+08	15200000	1.15e+08	18359300	26748684	4.43e+08	1.579e+08	5.9215332e+08	3.31e+08	1.09e+09	1.0402544e+08	1.066022e+08	96299999	4.8094321e+08
K00820	55500000	16400000	50700000	99999998	1.46e+08	2.93e+09	18300000	2.22e+09	1.25e+08	58800000	20000000	2.93e+09	4.21e+09	86900001	15700000	1.02e+08	80000001	4229100	2.89e+08	2.94e+08	30500000	94300002	1.24e+09	2.51e+08	13700000	46800000	9331900.2	27700000
K01480	4945099.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.29e+08	5151299.9	NaN	NaN	3.49e+08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01468	1384200	380980	760890.02	279110	3494900	209080	1311600	797619.99	NaN	352660	292050	358540	9720799.9	7488199.9	3290800	2.14e+09	1728200	262340	NaN	1616100	179430	719980	NaN	18700000	NaN	NaN	NaN	2407900
K00058	1.19e+08	92999999	7.4900001e+08	67099999	2.13e+09	1.81e+08	16400000	8.4599999e+08	7.45e+08	3.5e+08	13900000	8.3199999e+08	2.69e+08	1.09e+08	25900000	43200000	40200000	58400000	11100000	2.11e+09	74799999	1.18e+09	2.88e+08	8.9399999e+08	22800000	5.4999998e+08	28600000	8.47e+08
K00789	2.836e+08	98900002	1.927e+08	1.452e+08	1.144e+09	4.806e+08	1.222134e+08	3.375e+08	3.078e+08	73500001	29004900	4.706e+08	6.34e+08	4.97e+08	1.783e+08	5.6150002e+09	1.631e+08	30860000	12182300	7.03e+08	1.17e+08	1.601e+08	74600000	8.1e+08	24639800	1.285e+08	46689800	1.08e+08
K01251	3.67e+09	6.098e+08	2.96e+09	1.3953e+09	9.9870001e+09	3.5815311e+09	3.687821e+08	2.9011356e+09	1.1827e+09	5.5750001e+08	1.854094e+08	8.6943999e+09	6.853e+09	4.761e+09	1.562e+09	2.92792e+10	1.0579e+09	2.404e+08	2.10035e+08	6.514e+09	5.174e+08	2.3639e+09	2.718631e+08	4.8769998e+09	96067798	5.9129999e+08	3.37086e+08	6.2e+08
K00253	2.67e+09	1.26e+08	4.6299999e+08	3.9e+09	2.14e+09	5.5500002e+08	8.9899999e+08	5.8999999e+08	1.23e+08	3.22e+08	1.55e+09	6.03e+08	5.5e+08	4.6499999e+09	1.29e+09	4.25e+09	3.71e+08	34600000	95199999	1.05e+09	1.48e+08	4.2800002e+08	1.93e+08	1.08e+09	1.45e+08	2.08e+08	79199999	8.5399998e+08
K00814	52100000	3692260	18465100	69860198	1.118e+08	57491300	29600000	21609600	8193300	5685520.1	5179900	4.935436e+08	5.5461693e+08	52046200	10787200	1.092e+09	1980200	1690270	456310	3370300	5699080	4581720	2146700	NaN	9669200.2	7203900.1	2327250	62900000
K00816	1.172e+08	8853700.1	85800001	6.2239999e+08	1.605e+08	68100000	1.046e+08	93200001	17757100	18535500	52300000	1.917e+08	1.535e+08	1.1403e+09	5.24e+08	2.564e+09	47020500	3319600	12022400	1.984e+08	26431100	1.387e+08	48200000	1.507e+08	27900000	43000000	14932900	91000000
K00819	3.42e+08	99999999	2.92e+08	1.89e+08	6.7799998e+08	7.3200001e+08	89000002	1.71e+08	82100002	1.67e+08	1.95e+08	5.1499999e+09	8.2800001e+09	1.68e+09	4.35e+08	3.36e+09	3.52e+08	25300000	47700002	5.4700001e+08	94600000	25100000	78400000	2.51e+08	26800000	46200000	51000000	65499998
K14677	27900000	98699998	72000001	25000000	1.91e+08	92000002	20400000	58700000	27900000	67099998	33700000	8.0700001e+08	8.7999998e+08	1.15e+09	5e+08	4.44e+08	20800000	12600000	8765500.2	4.7299999e+08	31700000	30300000	70900000	50799998	18500000	8512000	23700000	16200000
K01476	2.389448e+08	24357800	46900000	19698300	1.969e+08	1.107e+08	33470500	1.991e+08	40459000	26767100	52100000	5.5004999e+09	3.4355e+09	2.314776e+08	1.406366e+08	1.3304965e+10	73200001	20150600	16241000	1.632411e+08	45012300	34731000	3.3741891e+08	19714800	22688900	21290200	1.251542e+08	24308100
K03781	1.99e+09	89799999	4.06e+08	1.83e+09	1.08e+09	5.8499999e+08	1.86e+08	2.3e+08	3.63e+08	3.31e+08	2.91e+08	5.07e+09	4.48e+09	8.5400002e+09	2.76e+09	2.44e+10	1.5e+09	46400000	3.23e+08	9.1599999e+08	2.96e+08	87000001	6.3100002e+08	4.09e+09	1.09e+08	3.94e+08	1.47e+08	2.52e+09
K12235	2097500	1.95e+08	9834000.2	265310	1.88e+08	634030.01	NaN	NaN	NaN	878290.01	1176600	NaN	NaN	25400000	15300000	1.35e+08	1436500	19700000	254410	1.08e+09	NaN	NaN	NaN	1108200	NaN	2284300	NaN	529309.99
K11142	3.8e+08	1.58e+08	6.15e+08	9.3499999e+08	2.21e+09	6.0799999e+08	1.81e+08	5.7999999e+08	3.11e+08	1.9e+08	1.39e+08	3.71e+09	8.9599999e+09	2.16e+09	1.01e+09	6.5000001e+09	1.66e+08	31200000	21100000	9.5699998e+08	1.2e+08	2.02e+08	1.88e+08	1.61e+09	29900000	1.65e+08	76700000	1.75e+08
K00020	5.1899999e+08	1.67e+08	5.8400001e+08	3.01e+09	1.51e+09	1.93e+08	1.37e+08	2.73e+08	16600000	1.2e+08	4.2799999e+08	7.76e+08	2.44e+08	2.93e+09	5.36e+08	1.58e+09	1.44e+08	20500000	57200000	6.74e+08	67900001	1.45e+08	67800000	3.07e+08	2.21e+08	1.67e+08	74600001	3.4800001e+08
K00802	2704700	8270500.2	87899998	2295300	3.11e+08	6573399.9	5786600.2	7000300.1	40899999	13400000	6799800.2	7020199.9	13100000	16400000	4067900	NaN	10300000	NaN	6087500.1	63700002	2623100	248580	2669600	1.02e+08	740049.99	12700000	966469.99	NaN
K00825	20900000	3947000	5401600	26100000	51900001	4058300	8230400	10900000	1222000	14700000	11400000	8667900.1	9610000.1	5.1200001e+09	2.87e+09	9.06e+08	2989800	2463100	21000000	25800000	2232200	14300000	10700000	10600000	483449.99	10300000	12500000	18700000
