Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Sensory System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Development	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	45.74	55.25	55.37	18.33	18.37	18.38	28.62	36.06	36.08	48.22	87.57	88.49	24.09	26.8	26.8	47.6	56.45	56.59	82.48	213	213.6	46.25	51.3	51.37	56.5	64.64	65.38	69.66	84.56	84.59	61.35	171.6	172	55.18	70.83	71.13	56.29	75.14	75.33	65.42	99.24	100.2	56.02	92.07	92.3	95.21	157.6	159.9	59.39	63.91	63.95	21.63	23.78	23.78	211.6	551.5	557.8	29.12	36.14	36.25	66.41	75.24	75.54	116.9	224.7	226.6	97.29	117.6	118.3	84.08	92.8	93.06	61.32	85.25	85.81	53.88	59.26	59.56	56.28	63.21	63.34	64.38	84.48	84.86
MAPPED	-Cell Growth and Death	40.08	48.4	48.51	14.51	14.54	14.54	23.93	30.15	30.16	41.82	75.94	76.74	19.22	21.38	21.39	38.6	45.77	45.89	74.16	191.6	192.1	37.09	41.15	41.2	46.19	52.84	53.45	62.93	76.39	76.42	56.25	157.3	157.6	44.83	57.55	57.79	45.71	61.01	61.17	53.64	81.36	82.12	47.88	78.7	78.9	83.57	138.3	140.3	47.97	51.62	51.65	18.03	19.82	19.83	189.7	494.3	499.9	23.34	28.97	29.06	54.13	61.33	61.57	100.2	192.5	194.2	80.96	97.86	98.4	70.96	78.32	78.54	50.93	70.81	71.28	44.88	49.37	49.62	45.21	50.78	50.88	54.23	71.16	71.48
Genetic Information Processing	-Cell Growth and Death	10.1	12.34	13.48	2.918	3.064	3.463	3.75	4.863	5.244	4.961	9.235	9.794	3.524	4.063	4.455	10.73	12.68	13.55	4.194	11.18	11.76	11.23	12.52	13.47	21.29	24.47	25.59	5.452	6.679	7.219	3.635	10.31	10.54	12.72	16.29	17.31	14.06	18.51	19.58	9.474	14.34	15.24	8.573	14.02	15.27	15.72	26.24	28.49	7.926	8.85	9.656	3.48	4.087	4.618	9.759	26.36	27.63	4.364	5.605	6.38	15.53	18.23	19.7	55.47	105.7	113.3	26.68	32.12	34.12	16.66	18.44	19.73	12.08	16.44	18.3	13.91	15.6	16.97	14.43	16.57	17.54	7.739	10.88	13.94
-Transcription	-Cell Growth and Death	0.5824	0.6958	0.7034	0.2415	0.2416	0.2434	0.2341	0.2918	0.2949	0.1625	0.2926	0.3014	0.3057	0.3339	0.3418	0.8214	0.9622	0.9799	0.17	0.4365	0.4564	0.8143	0.8962	0.9112	2.359	2.661	2.704	0.3853	0.463	0.4728	0.3639	1.015	1.017	0.6286	0.794	0.8063	0.7191	0.9468	0.9727	0.5823	0.8743	0.8893	0.5051	0.8213	0.8332	0.4855	0.7988	0.8089	0.5901	0.6277	0.6577	0.2916	0.3192	0.3213	0.3056	0.7948	0.8028	0.3671	0.4506	0.4551	1.518	1.711	1.721	0.8418	1.618	1.642	1.187	1.442	1.455	1.733	1.886	1.912	0.8267	1.151	1.165	1.751	1.905	1.926	1.701	1.906	1.925	0.4135	0.534	0.5426
-Translation	-Cell Growth and Death	2.462	2.986	3.03	0.8547	0.8679	0.8707	1.04	1.314	1.328	1.808	3.29	3.343	0.9163	1.027	1.04	3.783	4.515	4.562	1.381	3.579	3.609	4.481	4.988	5.029	8.085	9.382	9.54	1.606	1.963	1.996	1.048	2.93	2.953	4.924	6.357	6.403	5.515	7.404	7.472	2.961	4.517	4.59	2.155	3.561	3.586	6.928	11.51	11.69	2.039	2.223	2.256	0.9311	1.025	1.04	3.875	10.11	10.29	1.413	1.758	1.783	4.485	5.094	5.227	36.13	69.42	70.08	11.66	14.08	14.25	4.908	5.458	5.634	4.581	6.357	6.429	4.252	4.729	4.911	5.375	6.037	6.183	2.601	3.435	3.485
-Folding, Sorting and Degradation	-Cell Growth and Death	6.375	7.922	8.942	1.583	1.714	2.093	2.218	2.998	3.264	2.64	5.147	5.604	1.965	2.344	2.756	5.275	6.245	7.088	2.185	6.139	6.648	5.122	6.02	6.699	7.593	9.078	10.71	2.733	3.513	3.991	1.977	5.751	5.976	6.095	7.928	8.744	6.492	8.678	9.352	5.092	7.819	8.682	5.085	8.429	9.806	7.396	12.61	14.47	4.287	5.129	5.862	1.906	2.379	2.928	4.671	12.85	14.08	2.27	2.993	3.736	7.578	9.441	11.39	16.5	30.78	39.46	11.19	14.13	16.37	7.62	8.642	10.15	5.22	7.599	8.59	5.604	6.674	8.032	5.415	6.552	7.925	4.12	6.165	9.282
-DNA Maintenance	-Cell Growth and Death	0.6342	0.8059	0.9741	0.2264	0.2431	0.3019	0.2575	0.3063	0.3662	0.3464	0.5004	0.64	0.2547	0.3375	0.3579	0.6934	0.9123	1.033	0.4115	0.9202	1.179	0.5681	0.8102	0.9182	2.316	3.221	3.596	0.5867	0.7242	0.8435	0.2229	0.5776	0.6647	0.8477	1.363	1.695	1.152	1.629	1.991	0.8353	1.05	1.252	0.6927	1.041	1.361	0.8947	1.349	1.78	0.6434	0.9671	1.062	0.2527	0.3516	0.3935	0.8813	2.251	2.962	0.3149	0.3779	0.4456	1.013	1.948	2.136	2.005	2.996	4.236	1.423	2.644	3.167	1.515	2.397	2.66	1.164	1.663	2.088	1.804	2.303	2.575	1.26	1.936	2.109	0.503	0.6607	0.7875
-RNA Family	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	2.543	3.071	3.141	1.002	1.005	1.013	1.44	1.813	1.898	1.531	2.78	2.88	1.312	1.458	1.5	2.398	2.845	2.922	3.221	8.317	8.39	1.83	2.031	2.086	2.324	2.683	2.773	2.468	2.968	3.051	2.646	7.398	7.47	3.231	4.148	4.303	3.524	4.705	4.896	2.617	3.977	4.166	1.851	3.054	3.153	2.173	3.598	3.73	3.073	3.319	3.425	1.127	1.239	1.279	4.882	12.77	12.94	1.94	2.412	2.475	2.85	3.245	3.362	2.646	5.106	5.214	3.176	3.858	3.975	3.969	4.414	4.528	2.796	3.905	4.015	2.983	3.293	3.398	1.924	2.164	2.257	2.372	3.114	3.214
-Signal Transduction	-Cell Growth and Death	1.173	1.416	1.464	0.9485	0.9505	0.9507	1.272	1.602	1.655	1.311	2.381	2.42	1.099	1.222	1.242	1.553	1.842	1.862	3.071	7.931	7.967	1.247	1.384	1.396	1.876	2.164	2.199	2.192	2.661	2.673	2.46	6.878	6.909	1.936	2.487	2.52	2.158	2.883	2.908	2.13	3.231	3.275	1.552	2.551	2.576	1.745	2.889	2.96	1.906	2.051	2.064	1.034	1.137	1.15	4	10.46	10.55	1.717	2.135	2.176	1.98	2.25	2.278	1.744	3.351	3.403	2.739	3.327	3.351	2.944	3.255	3.301	1.761	2.46	2.487	2.39	2.638	2.691	1.3	1.462	1.495	1.69	2.219	2.256
-Signaling Molecules and Interaction	-Cell Growth and Death	1.37	1.654	1.677	0.05373	0.05409	0.06253	0.1689	0.2109	0.243	0.2196	0.399	0.4599	0.2133	0.2354	0.259	0.8458	1.003	1.06	0.1493	0.3858	0.4261	0.583	0.6467	0.6907	0.4475	0.511	0.5735	0.254	0.3074	0.3783	0.1858	0.5198	0.5613	1.295	1.662	1.783	1.365	1.822	1.989	0.4866	0.7456	0.8907	0.2993	0.4931	0.5767	0.4279	0.7088	0.7695	1.167	1.255	1.358	0.09266	0.1018	0.1289	0.8823	2.308	2.391	0.2234	0.277	0.2989	0.8701	0.9915	1.083	0.9019	1.74	1.818	0.4365	0.5303	0.6243	1.025	1.131	1.227	1.035	1.442	1.531	0.5935	0.6525	0.707	0.624	0.701	0.763	0.6814	0.8945	0.9573
Cellular Processes	-Cell Growth and Death	3.47	3.948	3.963	3.123	3.129	3.132	4.278	5.092	5.114	3.308	5.079	5.23	3.723	3.994	4.013	5.239	5.928	5.977	17.53	43.6	43.72	5.208	5.616	5.636	5.049	5.599	5.62	31.46	37.94	37.96	4.714	11.31	11.34	4.816	5.761	5.849	5.723	7.124	7.256	5.298	7.268	7.356	4.923	7.26	7.328	5.508	8.12	8.176	5.803	6.055	6.162	3.926	4.195	4.211	69.61	179.7	181.8	4.201	4.949	4.956	6.511	7.154	7.206	4.814	8.243	8.283	8.184	9.59	9.634	9.136	9.863	9.934	6.93	9.183	9.21	6.317	6.811	6.83	5.571	6.07	6.102	5.441	6.758	6.785
-Crystallins	-Cell Growth and Death	0.09658	0.1167	0.1169	0.07828	0.07845	0.07846	0.06565	0.08271	0.08276	0.02838	0.05154	0.05208	0.04128	0.04592	0.04593	0.04884	0.05791	0.05806	1.002	2.588	2.595	0.03547	0.03935	0.0394	0.03304	0.0378	0.03824	25.29	30.7	30.71	1.797	5.025	5.036	0.07012	0.09001	0.0904	0.0334	0.04458	0.0447	0.04852	0.0736	0.07428	0.3377	0.5551	0.5565	0.05827	0.09644	0.09784	0.2936	0.316	0.3162	0.09823	0.108	0.108	0.9714	2.531	2.56	0.05073	0.06296	0.06315	0.06255	0.07087	0.07115	0.08094	0.1555	0.1568	0.08061	0.09744	0.09798	0.03947	0.04356	0.04369	1.075	1.494	1.504	0.05368	0.05905	0.05935	0.07638	0.08578	0.08595	0.141	0.185	0.1859
-Stress Response	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	1.137	1.336	1.352	0.6383	0.6397	0.6429	0.8862	1.079	1.106	1.201	2.079	2.113	0.8018	0.8584	0.8784	1.093	1.194	1.244	0.7136	1.766	1.799	0.788	0.8198	0.8575	0.9145	0.9903	1.025	0.8907	1.041	1.071	0.6201	1.65	1.678	1.411	1.67	1.766	1.659	2.029	2.174	2.524	3.551	3.663	2.171	3.373	3.449	2.906	4.466	4.503	1.507	1.52	1.613	0.7768	0.8322	0.8509	1.068	2.7	2.73	1.048	1.27	1.285	1.99	2.15	2.229	1.13	2.067	2.107	2.096	2.41	2.488	2.391	2.521	2.609	1.266	1.67	1.738	1.675	1.784	1.826	1.166	1.239	1.293	2.125	2.715	2.755
-Cytoskeleton	-Cell Growth and Death	1.005	1.214	1.217	1.327	1.33	1.331	2.222	2.799	2.801	0.7872	1.419	1.572	1.763	1.96	1.961	2.655	3.149	3.157	6.354	16.41	16.46	2.213	2.455	2.458	2.785	3.186	3.22	3.342	4.057	4.058	0.8374	2.342	2.347	1.933	2.482	2.492	2.575	3.439	3.447	1.367	2.074	2.093	1.234	2.029	2.034	1.276	2.114	2.145	2.171	2.337	2.339	1.967	2.162	2.163	30.69	79.99	80.91	1.985	2.463	2.47	2.803	3.179	3.188	2.44	4.689	4.728	3.7	4.475	4.498	4.568	5.058	5.072	3.247	4.515	4.545	3.285	3.622	3.639	2.905	3.264	3.269	1.827	2.4	2.411
-Cell Motility	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Communication	-Cell Growth and Death	0.2323	0.2805	0.2811	0.07925	0.07943	0.07945	0.1038	0.1306	0.1308	0.2804	0.5091	0.5145	0.1162	0.1293	0.1293	0.4413	0.5233	0.5246	8.457	21.84	21.9	1.172	1.3	1.302	0.3162	0.3597	0.3639	0.9382	1.138	1.139	0.4595	1.285	1.287	0.4015	0.5155	0.5176	0.4554	0.6078	0.6093	0.359	0.5439	0.5492	0.18	0.2955	0.2962	0.2675	0.4424	0.4491	0.8251	0.8786	0.8939	0.084	0.09212	0.09237	35.88	93.52	94.59	0.118	0.1465	0.147	0.6557	0.7425	0.7443	0.1627	0.3126	0.3152	1.307	1.58	1.589	1.137	1.222	1.255	0.3428	0.4764	0.4796	0.3032	0.3335	0.3351	0.4235	0.4751	0.4757	0.3477	0.456	0.4578
Metabolism	-Cell Growth and Death	16.42	18.61	19.7	5.099	5.258	5.621	9.691	11.78	12.09	25.89	46.76	47.55	8.01	8.403	8.91	16.19	18.47	19.3	30.22	77.42	78.17	10.89	11.23	12.04	9.652	10.23	11.62	14.5	16.95	17.54	19.38	53.98	54.64	19.38	24.14	24.94	17.23	22.43	23.09	31.33	47.05	47.87	26.54	42.4	43.81	52.86	86.7	88.06	12.63	13.16	13.57	6.39	6.616	7.222	47.27	122.2	123.1	10.22	11.83	12.72	15.77	17.16	18.02	26.71	46.1	53.09	24.93	27.58	30.26	14.26	14.9	15.99	16.16	21.31	22.53	10.88	11.61	12.46	8.908	9.943	10.51	22.4	26.5	28.9
-Membrane Transport	-Cell Growth and Death	0.001951	0.2078	0.2518	0.0005969	0.007007	0.007113	0.002181	0.09391	0.1166	0.01167	0.166	0.3049	0.0003961	0.04066	0.04538	0.006731	0.08597	0.1034	0.005075	0.1916	0.4983	0.002244	0.1135	0.1276	0.003129	0.4035	0.4667	0.007452	0.1102	0.1356	0.002509	0.05453	0.153	0.01735	0.09912	0.1308	0.0136	0.1005	0.1366	0.009425	0.1071	0.1647	0.002649	0.0809	0.1337	0.02086	0.3244	0.5385	0.0008041	0.4796	0.5184	0.0002385	0.01494	0.01658	0.006705	0.1933	0.5045	0.001656	0.02811	0.03538	0.00741	1.486	1.692	0.0007755	0.1206	0.235	0.01184	0.5543	0.6732	0.007728	0.2876	0.3204	0.003062	0.0797	0.1126	0.005713	0.4853	0.5365	0.004684	0.8735	0.9835	0.005083	2.259	2.977
-Central Carbon Metabolism	-Cell Growth and Death	6.183	7.482	7.516	1.487	1.493	1.496	3.493	4.405	4.422	7.887	14.29	14.46	2.71	3.015	3.022	4.882	5.838	5.901	9.263	23.8	24.03	2.748	3.062	3.082	3.31	3.814	3.859	6.025	7.306	7.317	4.074	11.28	11.38	5.899	7.642	7.727	5.879	7.925	8.03	8.457	12.93	13.46	7.308	12.04	12.56	12.56	20.66	21.89	2.743	2.951	2.991	1.961	2.156	2.162	18.86	49.13	49.69	4.074	5.036	5.063	4.907	5.558	5.615	3.849	7.495	7.644	8.004	9.698	9.806	5.003	5.531	5.595	3.345	4.607	4.732	3.834	4.243	4.27	2.426	2.719	2.749	6.078	7.998	8.059
-Energy Metabolism	-Cell Growth and Death	2.084	2.299	2.523	1.905	2.146	2.173	2.448	2.972	3.086	7.067	12.74	13.14	2.141	2.191	2.382	3.139	3.468	3.731	10.44	23.44	27.04	1.779	1.806	1.976	1.257	1.393	1.452	2.524	2.848	3.076	9.914	26.67	27.79	3.471	4.282	4.476	3.082	3.856	4.126	8.067	11.86	12.44	7.892	12.16	13	5.312	8.189	8.914	1.033	1.084	1.17	2.142	2.229	2.355	5.194	13.02	13.69	2.26	2.771	2.813	1.925	2.015	2.189	5.13	9.573	9.856	4.945	5.601	6.012	1.474	1.57	1.632	5.212	7.008	7.296	1.518	1.616	1.678	1.953	2.039	2.198	2.517	3.15	3.318
-Biosynthesis	-Cell Growth and Death	4.784	5.943	6.992	1.091	1.169	1.186	2.275	2.868	3.252	8.599	15.73	16.73	2.044	2.271	2.405	4.441	6.118	7.626	8.969	22.83	24.07	4.107	4.578	4.928	2.768	3.137	3.199	4.476	5.419	5.683	4.267	11.8	12.79	7.405	9.413	9.48	6.14	8.112	8.215	11.33	17.22	17.75	8.398	13.67	14.01	27.92	47.95	49.56	6.285	6.955	7.329	1.267	1.391	1.519	19.66	51.77	55.75	2.36	2.96	3.113	5.268	6.148	6.585	9.278	17.65	18	7.538	9.271	9.782	4.343	5.412	5.833	4.29	6.036	7.012	3.189	3.782	4.065	2.472	2.954	3.029	6.171	9.63	12.55
-Other Enzymes	-Cell Growth and Death	1.526	2.795	3.165	0.262	0.7085	1.005	0.914	1.381	1.542	1.875	2.878	4.305	0.5342	0.9799	1.293	1.248	2.232	3.987	1.275	2.847	7.11	0.967	1.853	2.175	1.197	1.691	3.003	0.878	1.276	1.698	0.9418	2.312	4.113	2.076	2.699	3.423	1.81	2.297	3.104	3.018	4.388	5.505	2.762	3.618	5.538	5.93	7.453	10.28	1.194	1.804	2.383	0.3473	0.8868	1.298	1.854	3.733	8.481	0.7872	1.162	1.777	1.476	2.485	2.981	6.397	11.13	17.52	1.798	3.265	4.57	1.338	2.792	3.487	1.98	3.233	4.43	0.9453	1.783	2.58	1.007	1.639	2.172	1.779	2.139	6.023
