Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Development	-Translation	0.004744	0.04124	0.09819	0.007027	0.1065	0.004055	0.03313	0.003249	0.007294	0.03471	0.01072	0.002222	0.002513	0.006625	0.005068	0.001855	0.04979	0.04873	0.002178	0.08664	0.004523	0.0002949	0.002079	0.008053	0.001585	0.00366	0.001919	0.009876
-Environmental Adaptation	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Translation	0.255	0.3037	0.4246	0.4425	0.3659	0.1769	0.7832	0.1349	0.09501	0.526	0.944	0.1962	0.1922	0.3347	0.5223	0.1994	0.3462	0.4765	0.5356	0.3564	0.2087	0.0669	0.1052	0.171	0.3182	0.1776	0.1778	0.3238
-Cancers	-Translation	0.04701	0.06231	0.05665	0.172	0.06521	0.02711	0.1519	0.03046	0.0154	0.09473	0.2443	0.03227	0.02278	0.08549	0.07829	0.02366	0.06752	0.05204	0.0462	0.02513	0.0537	0.004019	0.01494	0.02412	0.06982	0.02873	0.05707	0.1039
-Immune System Diseases	-Translation	0.09998	0.06694	0.042	0.0535	0.0364	0.0572	0.0707	0.03689	0.04014	0.08594	0.04889	0.08566	0.08404	0.06049	0.07489	0.0608	0.102	0.06634	0.0831	0.06107	0.04063	0.02369	0.03449	0.0529	0.1007	0.07567	0.0434	0.0368
-Neurodegenerative Diseases	-Translation	0.09022	0.1724	0.1757	0.09944	0.1624	0.03868	0.17	0.03456	0.02336	0.2249	0.1846	0.03086	0.03206	0.09491	0.1792	0.06317	0.1211	0.2535	0.2663	0.1334	0.0691	0.0144	0.02358	0.05817	0.05842	0.04887	0.04628	0.08111
-Cardiovascular Diseases	-Translation	0.0001267	0.001063	8.297e-05	0.0002466	0.0003916	0.004002	0.002068	0.001126	0.001281	0.01644	0.04555	0.00226	0.004001	0.0003012	0.0001813	0.001183	0.001136	9.139e-05	0.0004003	0.0001575	0.0002708	3.256e-05	0.001771	0.000267	0.0006346	0.0008895	0.0001988	0.0007956
-Metabolic Diseases	-Translation	0.0006209	0.002805	0.003394	1.606e-05	0.003567	0.000331	3.194e-05	0.0003303	0.0001261	0.002106	0.0006617	0.0003955	0.0002455	0.0002779	0.0002906	8.554e-05	0.0001112	0.001511	6.802e-05	0.002345	0.0002014	0.0005446	0.0004728	6.477e-05	0.0002232	0.0001977	2.532e-05	0.0002016
-Infectious Diseases	-Translation	0.01425	0.01816	0.02082	0.016	0.02461	0.02326	0.01467	0.01485	0.009464	0.01507	0.04092	0.02038	0.01656	0.01796	0.02697	0.01093	0.02923	0.02208	0.02414	0.02863	0.03126	0.01165	0.01821	0.0272	0.0314	0.01691	0.01822	0.02272
Not Mapped	-Translation	2.269	4.41	4.466	3.524	5.242	2.355	5.99	2.028	1.258	4.114	4.85	2.089	1.903	3.943	3.752	1.675	5.524	3.808	5.633	4.047	2.68	0.463	1.394	2.592	2.266	2.036	2.022	3.85
-Not Mapped	-Translation	2.269	4.41	4.466	3.524	5.242	2.355	5.99	2.028	1.258	4.114	4.85	2.089	1.903	3.943	3.752	1.675	5.524	3.808	5.633	4.047	2.68	0.463	1.394	2.592	2.266	2.036	2.022	3.85
TOTAL	-Folding, Sorting and Degradation	6.401	9.246	11.35	16.55	10.09	8.333	34.3	8.528	6.475	21.8	29.22	8.463	8.263	11.86	9.734	11.64	12.02	8.87	40.56	10	7.732	6.948	8.206	9.633	11.16	8.036	9.501	13.38
MAPPED	-Folding, Sorting and Degradation	5.608	7.318	9.492	14.36	8.055	6.757	30.85	6.84	5.293	19.69	26.78	6.876	6.71	9.725	8.321	10.21	9.705	7.396	36.35	8.018	6.302	5.953	6.828	8.13	9.266	6.695	7.632	11.27
Genetic Information Processing	-Folding, Sorting and Degradation	1.543	1.7	1.61	1.794	1.656	1.944	1.794	2.11	2.53	1.851	1.779	2.026	2.114	1.787	1.602	2.034	1.728	1.655	2.004	1.739	1.871	3.312	2.284	2.033	2.229	2.255	2.472	1.735
-Transcription	-Folding, Sorting and Degradation	0.08104	0.1215	0.09182	0.05684	0.1258	0.1444	0.07111	0.15	0.2696	0.1215	0.173	0.09649	0.1072	0.1063	0.08808	0.05974	0.1233	0.1191	0.05987	0.1244	0.1752	0.04986	0.1001	0.1964	0.15	0.2572	0.2903	0.08442
-Translation	-Folding, Sorting and Degradation	0.3503	0.4378	0.4167	0.6254	0.389	0.6718	0.577	0.8286	0.9482	0.5141	0.5009	0.7612	0.8123	0.5407	0.3781	0.8504	0.4239	0.3879	0.7463	0.4919	0.5335	2.146	0.9889	0.5832	0.8357	0.6628	0.9213	0.548
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.09418	0.1408	0.1063	0.1129	0.1392	0.1382	0.1607	0.1287	0.3427	0.2015	0.1065	0.1643	0.1847	0.1431	0.1349	0.1153	0.1793	0.1467	0.1811	0.1204	0.1872	0.1017	0.1934	0.2642	0.2318	0.3179	0.2782	0.08375
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.3631	0.5098	0.5937	0.5388	0.5539	0.4303	1.341	0.3463	0.2746	0.7754	1.26	0.5119	0.5326	0.4908	0.3325	0.2712	0.6429	0.4722	0.9366	0.6721	0.3324	0.1572	0.2753	0.4686	0.523	0.4585	0.3248	0.4929
-Signal Transduction	-Folding, Sorting and Degradation	0.1692	0.4783	0.5179	0.4528	0.4604	0.2742	1.277	0.2317	0.2178	0.6887	1.171	0.2998	0.3168	0.3862	0.2717	0.2153	0.3878	0.4241	0.7667	0.5897	0.2306	0.1036	0.2327	0.3416	0.324	0.3631	0.2194	0.3513
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.1939	0.03144	0.0735	0.08112	0.09683	0.1562	0.06364	0.1133	0.05679	0.08668	0.09286	0.2118	0.211	0.09557	0.05869	0.05595	0.2478	0.04403	0.1731	0.08248	0.105	0.05356	0.03813	0.127	0.1955	0.09545	0.107	0.1416
Cellular Processes	-Folding, Sorting and Degradation	0.4566	1.574	1.629	0.979	1.52	0.8806	7.028	0.9358	0.5565	9.79	1.924	0.6999	0.7998	0.8792	0.7747	0.5997	1.155	1.576	13.22	1.376	0.745	0.2577	0.6721	1.024	1.2	0.9188	0.9107	1.081
-Crystallins	-Folding, Sorting and Degradation	0.01352	0.03948	0.02604	0.009743	0.0173	0.008549	0.4168	0.006541	0.003787	7.914	0.8557	0.01075	0.004903	0.008797	0.05868	0.007123	0.05941	0.04029	0.1862	0.01742	0.007283	0.004808	0.006799	0.004522	0.1955	0.008008	0.01289	0.02931
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.1557	0.3219	0.349	0.3985	0.3312	0.1836	0.2885	0.1384	0.1022	0.2763	0.2858	0.2114	0.2344	0.4378	0.3646	0.3299	0.299	0.3174	0.2008	0.3541	0.2286	0.06461	0.1707	0.2679	0.2203	0.2432	0.1867	0.4376
-Cytoskeleton	-Folding, Sorting and Degradation	0.1406	0.6692	0.8815	0.2933	0.7386	0.4647	2.643	0.408	0.3189	1.046	0.3988	0.2966	0.3782	0.2479	0.2144	0.1561	0.4392	0.8063	5.883	0.6816	0.3263	0.145	0.3121	0.5234	0.5907	0.4899	0.4906	0.3797
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.1187	0.5031	0.331	0.1886	0.3839	0.1473	0.161	0.166	0.0997	0.2607	0.1701	0.1197	0.1102	0.1195	0.1057	0.07386	0.1879	0.3776	0.07356	0.2866	0.1055	0.03126	0.06976	0.1055	0.1303	0.1389	0.1501	0.1616
-Cell Communication	-Folding, Sorting and Degradation	0.03251	0.03997	0.04117	0.09627	0.0487	0.07725	3.517	0.2161	0.03623	0.2935	0.2186	0.06158	0.06686	0.0651	0.03129	0.03269	0.1681	0.03443	6.878	0.04055	0.07634	0.009664	0.1102	0.1302	0.06235	0.04523	0.07136	0.07225
Metabolism	-Folding, Sorting and Degradation	2.204	2.645	3.76	8.896	3.219	2.775	12.51	1.959	1.048	4.415	9.291	2.921	2.492	5.628	4.533	6.403	2.503	2.498	8.958	3.299	1.81	1.569	2.055	1.559	2.903	1.578	1.549	4.528
-Membrane Transport	-Folding, Sorting and Degradation	0.0286	0.003375	0.03571	0.05649	0.01648	0.01447	0.07967	0.01864	0.0451	0.03466	0.02578	0.01467	0.01447	0.01939	0.01385	0.0387	0.09565	0.005662	0.03625	0.00947	0.1738	0.005723	0.04272	0.03239	0.01291	0.07107	0.1415	0.4695
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.8658	0.7528	1.392	2.702	1.138	0.8636	3.855	0.5091	0.3799	1.886	1.925	0.9129	0.8726	1.572	1.297	1.526	0.5544	0.806	3.627	1.395	0.5753	0.2323	0.6769	0.5724	0.6035	0.5724	0.4146	1.276
-Energy Metabolism	-Folding, Sorting and Degradation	0.2916	1.096	0.9877	2.451	0.9112	0.5494	4.153	0.3148	0.1441	0.8018	4.697	0.5319	0.4454	1.462	1.371	0.6441	0.2162	0.8873	0.9878	0.7785	0.2268	0.2992	0.4147	0.1689	0.9424	0.2264	0.3187	0.5279
-Biosynthesis	-Folding, Sorting and Degradation	0.7663	0.5916	0.9965	3.036	0.8949	1.056	3.841	0.8018	0.3189	1.461	2.132	1.131	0.8997	2.075	1.469	3.582	1.35	0.5636	4.045	0.8526	0.6712	0.5545	0.673	0.5699	0.8219	0.5327	0.456	1.498
-Other Enzymes	-Folding, Sorting and Degradation	0.3495	0.3563	0.4709	0.6723	0.3664	0.3592	0.6102	0.3117	0.1675	0.3433	0.5369	0.3557	0.2637	0.587	0.4906	0.6674	0.3341	0.3308	0.3968	0.3206	0.2716	0.4701	0.2668	0.2962	0.456	0.2405	0.2517	0.5055
Organismal Systems	-Folding, Sorting and Degradation	0.9669	0.7867	1.766	1.894	0.9963	0.6146	7.667	1.373	0.7687	2.634	12.04	0.5832	0.6276	0.7591	0.9138	0.7557	3.56	1.045	10.83	0.772	1.391	0.511	1.427	2.955	2.141	1.391	2.168	3.251
-Immune System	-Folding, Sorting and Degradation	0.04846	0.07098	0.05311	0.07056	0.06297	0.05713	0.0938	0.04723	0.03619	0.09025	0.1585	0.06248	0.07023	0.08149	0.08374	0.04471	0.2716	0.03935	0.04371	0.03428	0.07712	0.01264	0.03319	0.1141	0.07137	0.09798	0.191	0.132
-Endocrine System	-Folding, Sorting and Degradation	0.3301	0.1317	0.1035	0.9385	0.1204	0.04461	0.8367	0.06286	0.05655	0.7965	1.159	0.2022	0.285	0.14	0.171	0.4477	0.1631	0.1523	0.4509	0.08996	0.1644	0.05414	0.07552	0.0528	0.3472	0.2286	0.3028	1.228
-Circulatory System	-Folding, Sorting and Degradation	0.5653	0.3674	1.253	0.8582	0.6461	0.4628	6.693	1.156	0.6517	1.627	10.67	0.2059	0.1977	0.4566	0.6174	0.2447	3.062	0.5529	10.28	0.404	1.129	0.2076	0.9777	2.718	1.685	1.002	1.625	1.857
-Digestive System	-Folding, Sorting and Degradation	0.006226	0.008678	0.008015	0.003498	0.004901	0.003844	0.004935	0.07714	0.002669	0.01028	0.005777	0.084	0.04682	0.04601	0.02114	0.005808	0.004105	0.007522	0.0107	0.01684	0.003979	0.205	0.005019	0.00634	0.004578	0.005034	0.002543	0.00552
-Excretory System	-Folding, Sorting and Degradation	0.003514	0.02581	0.009755	0.005412	0.01205	0.01029	0.005284	0.007919	0.001953	0.008267	0.01031	0.00968	0.006919	0.01229	0.007722	0.005281	0.01012	0.02422	0.007831	0.00477	0.001844	0.0246	0.3203	0.003144	0.003858	0.006872	0.007065	0.005695
-Nervous System	-Folding, Sorting and Degradation	0.0116	0.1641	0.2975	0.01395	0.108	0.01399	0.01412	0.0171	0.01297	0.02986	0.02863	0.01376	0.01414	0.01964	0.01078	0.005989	0.02782	0.25	0.02614	0.1795	0.01145	0.006347	0.01313	0.05651	0.02773	0.04794	0.02848	0.01824
-Sensory System	-Folding, Sorting and Degradation	6.671e-05	5.412e-05	0.000415	7.523e-05	0.0004872	0.01922	0.0008498	0.001901	6.068e-06	0.05299	0.0001982	0.003729	0.004657	3.276e-05	5.927e-05	8.115e-05	8.726e-05	4.397e-05	0.0003929	0.0002862	2.836e-05	3.302e-05	0.0001823	3.878e-05	0.0002359	0.0005877	0.0003982	0.0001103
-Development	-Folding, Sorting and Degradation	0.001658	0.01803	0.04092	0.004383	0.0414	0.002712	0.0191	0.002704	0.006852	0.01776	0.005372	0.001689	0.002051	0.003589	0.001909	0.001577	0.02083	0.01887	0.001627	0.04247	0.002413	0.0006334	0.002054	0.00467	0.001322	0.002411	0.001774	0.005412
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.09847	0.1406	0.1764	0.2767	0.1478	0.1139	0.4519	0.1118	0.1028	0.2593	0.4691	0.1494	0.1556	0.1854	0.2029	0.1688	0.1424	0.1815	0.3868	0.1689	0.1243	0.1275	0.1103	0.1042	0.2516	0.1312	0.1699	0.1507
-Cancers	-Folding, Sorting and Degradation	0.01779	0.02592	0.0258	0.1121	0.03021	0.01953	0.08857	0.0265	0.01624	0.05478	0.1264	0.02614	0.0194	0.04934	0.03302	0.02186	0.02992	0.02512	0.03649	0.01526	0.02901	0.008758	0.01497	0.01529	0.06048	0.0207	0.05173	0.05751
-Immune System Diseases	-Folding, Sorting and Degradation	0.03361	0.02784	0.01665	0.03665	0.01708	0.0364	0.04388	0.03056	0.04345	0.05087	0.02429	0.0652	0.06714	0.03247	0.03195	0.04913	0.04197	0.02384	0.06073	0.03438	0.0242	0.04721	0.03614	0.03407	0.0884	0.05742	0.04301	0.0221
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.03254	0.0802	0.07199	0.061	0.06814	0.0249	0.1031	0.02727	0.02081	0.1315	0.09353	0.02323	0.02633	0.05285	0.07368	0.05376	0.05498	0.1175	0.2201	0.07464	0.03649	0.03153	0.02287	0.0335	0.04797	0.03291	0.04296	0.04611
-Cardiovascular Diseases	-Folding, Sorting and Degradation	4.426e-05	0.0004649	3.458e-05	0.0001538	0.0001523	0.002677	0.001194	0.0009372	0.001204	0.00841	0.02283	0.001717	0.003266	0.0001632	6.829e-05	0.001006	0.0004751	3.539e-05	0.0002989	7.719e-05	0.0001445	6.994e-05	0.001749	0.0001548	0.0005292	0.000586	0.0001838	0.000436
-Metabolic Diseases	-Folding, Sorting and Degradation	0.0002169	0.001226	0.001415	1.002e-05	0.001387	0.0002214	1.844e-05	0.0002749	0.0001184	0.001078	0.0003316	0.0003005	0.0002004	0.0001506	0.0001095	7.27e-05	4.649e-05	0.0005849	5.079e-05	0.001149	0.0001074	0.00117	0.000467	3.756e-05	0.0001861	0.0001303	2.341e-05	0.0001105
-Infectious Diseases	-Folding, Sorting and Degradation	0.005337	0.00974	0.009556	0.0102	0.01101	0.01668	0.008539	0.01224	0.00944	0.008082	0.02066	0.01637	0.014	0.01029	0.01142	0.009905	0.01261	0.01031	0.01863	0.01739	0.01725	0.02501	0.01824	0.01579	0.02628	0.0115	0.01686	0.01247
Not Mapped	-Folding, Sorting and Degradation	0.7928	1.928	1.861	2.198	2.039	1.576	3.458	1.688	1.182	2.105	2.431	1.587	1.553	2.136	1.414	1.423	2.31	1.475	4.206	1.984	1.43	0.9944	1.377	1.503	1.889	1.341	1.869	2.11
-Not Mapped	-Folding, Sorting and Degradation	0.7928	1.928	1.861	2.198	2.039	1.576	3.458	1.688	1.182	2.105	2.431	1.587	1.553	2.136	1.414	1.423	2.31	1.475	4.206	1.984	1.43	0.9944	1.377	1.503	1.889	1.341	1.869	2.11
TOTAL	-DNA Maintenance	66.88	75.35	103	139.2	75.53	59.56	200.4	60.93	18.14	106.1	269.9	51.46	42.57	82.72	71.63	104.3	64.78	62.77	226.6	92.47	35.43	58.75	37.34	35.63	42.21	23.62	30.37	109.2
MAPPED	-DNA Maintenance	58.6	59.64	86.08	120.7	60.27	48.3	180.2	48.87	14.83	95.82	247.5	41.81	34.57	67.82	61.22	91.57	52.32	52.34	203.1	74.13	28.87	50.34	31.07	30.07	35.07	19.68	24.4	91.96
Genetic Information Processing	-DNA Maintenance	15.15	12.51	14.9	15.46	11.77	13.85	10.7	15.55	7.368	8.607	16.31	11.89	10.63	12.36	11.46	17.23	9.298	11.46	11.07	14.31	9.175	29.82	11.12	7.417	8.694	6.482	8.007	14.72
-Transcription	-DNA Maintenance	0.8423	0.9912	0.8421	0.4791	0.943	1.017	0.4294	1.071	0.7428	0.5819	1.595	0.5744	0.5482	0.7367	0.6405	0.5257	0.651	0.8467	0.3248	1.166	0.8028	0.4211	0.4602	0.7231	0.5691	0.7606	0.9141	0.6888
-Translation	-DNA Maintenance	3.604	3.57	3.742	5.23	2.894	4.751	3.378	5.915	2.651	2.457	4.636	4.605	4.17	3.744	2.763	7.591	2.224	2.703	4.18	4.486	2.451	18.17	4.5	2.091	3.154	1.876	2.917	4.483
-Folding, Sorting and Degradation	-DNA Maintenance	9.58	6.999	9.319	8.571	7.025	7.223	5.657	7.427	2.851	4.707	9.063	5.722	4.974	6.974	7.224	8.341	5.407	6.731	5.363	7.851	4.752	9.769	4.876	3.661	3.867	2.917	3.213	8.371
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	3.722	4.123	5.25	4.479	4.224	3.032	7.839	2.474	0.7697	3.829	11.71	3.022	2.665	3.345	2.447	2.381	3.351	3.278	5.269	6.161	1.564	1.348	1.256	1.746	1.951	1.348	1.067	4.098
-Signal Transduction	-DNA Maintenance	1.717	3.898	4.652	3.787	3.5	1.959	7.461	1.655	0.6107	3.354	10.82	1.811	1.632	2.693	1.999	1.912	2.079	3.001	4.297	5.452	1.056	0.8762	1.058	1.277	1.213	1.067	0.7054	2.866
-Signaling Molecules and Interaction	-DNA Maintenance	2.005	0.2238	0.6557	0.6449	0.6819	1.081	0.3948	0.7978	0.159	0.4066	0.8334	1.211	1.033	0.6833	0.424	0.4689	1.314	0.2918	0.9714	0.7182	0.4991	0.467	0.1971	0.4694	0.7478	0.2804	0.3613	1.215
Cellular Processes	-DNA Maintenance	4.772	12.83	14.71	8.452	11.31	6.298	42.59	6.68	1.567	47.59	17.77	4.166	4.124	6.159	5.86	5.369	6.245	11.17	73.86	12.97	3.355	2.236	3.095	3.812	4.662	2.744	2.911	9.002
-Crystallins	-DNA Maintenance	0.1412	0.3217	0.2362	0.08191	0.1294	0.06111	2.435	0.04673	0.01061	38.51	7.906	0.0654	0.02526	0.06135	0.4318	0.06385	0.3202	0.2851	1.04	0.1611	0.03337	0.04066	0.03094	0.01672	0.7399	0.02354	0.04121	0.2391
-Stress Response	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	1.613	2.623	3.165	3.415	2.464	1.309	1.734	0.9878	0.2839	1.314	2.591	1.21	1.192	3.053	2.699	2.943	1.572	2.248	1.103	3.327	1.022	0.5636	0.7928	0.9977	0.8521	0.7276	0.6025	3.516
-Cytoskeleton	-DNA Maintenance	1.47	5.457	7.997	2.472	5.529	3.323	15.44	2.916	0.8952	5.089	3.684	1.802	1.947	1.729	1.578	1.398	2.37	5.711	32.88	6.304	1.496	1.226	1.421	1.943	2.236	1.444	1.568	3.102
-Cell Motility	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	1.208	4.101	3.193	1.711	2.897	1.066	1.023	1.232	0.2976	1.326	1.598	0.7232	0.579	0.9318	0.8856	0.7027	1.014	2.718	0.4144	2.623	0.5033	0.2886	0.3402	0.3971	0.5179	0.4149	0.4832	1.416
-Cell Communication	-DNA Maintenance	0.3396	0.3258	0.3734	0.8094	0.3644	0.5521	20.55	1.544	0.101	1.427	2.02	0.3744	0.3444	0.454	0.2299	0.2931	0.9061	0.2438	38.43	0.3749	0.349	0.08172	0.5016	0.4743	0.236	0.1329	0.2281	0.5889
Metabolism	-DNA Maintenance	22.48	21.09	33.76	74.72	24.9	19.99	73.43	13.98	3.158	22.12	84.73	17.7	12.99	39.22	33.99	57.2	13.47	18.72	49.95	32.45	8.671	12.59	9.604	6.089	11.13	5.04	5.048	37.52
-Membrane Transport	-DNA Maintenance	0.2242	0.02321	0.3267	0.3768	0.116	0.08547	0.3795	0.1249	0.1187	0.1407	0.1979	0.06746	0.05819	0.1167	0.08716	0.2443	0.4299	0.03829	0.1531	0.07148	0.7149	0.04262	0.1862	0.1091	0.04218	0.1853	0.4153	3.269
-Central Carbon Metabolism	-DNA Maintenance	9.038	6.105	12.58	22.77	8.469	6.118	22.51	3.641	1.066	9.154	17.86	5.517	4.446	10.72	9.286	13.57	2.988	5.692	20.19	12.94	2.61	1.941	3.078	2.123	2.303	1.686	1.309	10.27
-Energy Metabolism	-DNA Maintenance	2.853	8.17	8.822	20.74	6.379	3.692	23.49	2.196	0.3965	3.646	42.58	3.141	2.244	9.851	9.552	5.381	1.106	6.092	5.433	7.177	1.006	2.558	1.87	0.615	3.55	0.6591	1.024	4.165
-Biosynthesis	-DNA Maintenance	7.178	4.493	9.036	25.53	6.659	6.859	21.79	5.827	0.8923	7.097	18.6	6.731	4.681	14.47	10.87	30.6	7.245	3.943	21.13	7.494	3.012	4.666	3.094	2.142	3.358	1.578	1.447	14.6
-Other Enzymes	-DNA Maintenance	3.65	2.622	4.19	5.955	2.927	2.697	3.299	2.074	0.7302	1.616	4.819	1.96	1.386	3.614	3.171	6.346	1.746	2.296	2.422	3.397	1.165	3.364	1.111	1.015	1.657	0.8408	0.8558	3.57
Organismal Systems	-DNA Maintenance	10.1	6.412	16.02	15.93	7.455	4.393	44.79	9.809	2.153	12.76	111.2	3.548	3.238	5.294	6.724	6.78	19.19	7.396	60.49	7.144	6.369	4.32	6.493	10.93	8.104	4.089	6.901	26.52
-Immune System	-DNA Maintenance	0.5047	0.5785	0.4816	0.5921	0.4712	0.406	0.548	0.3371	0.09944	0.439	1.461	0.3803	0.3618	0.5683	0.6157	0.4005	1.461	0.2775	0.2443	0.3164	0.3511	0.1067	0.1506	0.4124	0.2697	0.2868	0.6094	1.074
-Endocrine System	-DNA Maintenance	3.449	1.073	0.939	7.891	0.9006	0.3188	4.888	0.4491	0.1584	3.876	10.71	1.23	1.468	0.976	1.258	4.012	0.8792	1.078	2.52	0.8317	0.7532	0.4578	0.3436	0.1953	1.314	0.6719	0.9679	10.02
-Circulatory System	-DNA Maintenance	5.906	2.994	11.36	7.216	4.835	3.308	39.1	8.259	1.826	7.916	98.56	1.252	1.019	3.184	4.543	2.194	16.51	3.913	57.47	3.735	5.175	1.756	4.449	10.05	6.376	2.945	5.195	15.15
-Digestive System	-DNA Maintenance	0.06552	0.07073	0.07432	0.02879	0.03647	0.02721	0.03003	0.5514	0.007497	0.04932	0.0534	0.5112	0.244	0.3177	0.1561	0.05499	0.02179	0.05285	0.06017	0.1573	0.01894	1.733	0.02356	0.02361	0.01808	0.01491	0.008142	0.04455
-Excretory System	-DNA Maintenance	0.03671	0.2103	0.09539	0.04544	0.09019	0.07371	0.03056	0.05657	0.005472	0.04023	0.09511	0.05886	0.03565	0.08575	0.05682	0.04734	0.05456	0.1714	0.0422	0.0441	0.008211	0.208	1.458	0.01172	0.0146	0.02024	0.02224	0.04554
-Nervous System	-DNA Maintenance	0.1212	1.338	2.698	0.1178	0.8084	0.1	0.08249	0.1222	0.03635	0.1453	0.2645	0.08368	0.07401	0.137	0.07929	0.05405	0.15	1.769	0.1461	1.662	0.05246	0.05367	0.05976	0.2131	0.1053	0.143	0.09103	0.1488
-Sensory System	-DNA Maintenance	0.0006851	0.000441	0.003763	0.0006325	0.003625	0.1374	0.004294	0.01358	1.7e-05	0.2478	0.001831	0.02268	0.02399	0.0002285	0.0004361	0.0007274	0.0004704	0.0003112	0.002196	0.002646	0.00013	0.0002792	0.0008296	0.0001434	0.0008929	0.001727	0.001273	0.0008998
-Development	-DNA Maintenance	0.01732	0.1471	0.3711	0.03743	0.3098	0.02007	0.1118	0.01968	0.02017	0.0866	0.04964	0.01027	0.01083	0.02503	0.01436	0.01423	0.1123	0.1335	0.00909	0.395	0.01279	0.005476	0.009771	0.01974	0.005161	0.008056	0.006379	0.04658
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-DNA Maintenance	0.919	1.084	1.541	2.918	1.059	0.8593	2.854	0.7979	0.2488	1.324	4.454	0.876	0.7738	1.336	1.463	1.408	0.77	1.294	2.081	1.554	0.5055	1.22	0.4702	0.3576	0.9991	0.3389	0.508	1.452
-Cancers	-DNA Maintenance	0.1439	0.1769	0.2125	0.9001	0.1794	0.1211	0.5115	0.1885	0.04264	0.2369	1.101	0.1405	0.09266	0.3041	0.205	0.1678	0.1524	0.138	0.1878	0.09845	0.1378	0.07252	0.07175	0.04987	0.2467	0.05412	0.1753	0.523
-Immune System Diseases	-DNA Maintenance	0.3659	0.239	0.1566	0.2793	0.1053	0.2846	0.2372	0.2182	0.1051	0.2112	0.2307	0.3968	0.3549	0.2265	0.2069	0.4639	0.2269	0.1843	0.3474	0.274	0.09566	0.4298	0.1541	0.1141	0.3177	0.1476	0.124	0.1605
-Neurodegenerative Diseases	-DNA Maintenance	0.3302	0.6082	0.6775	0.5121	0.4952	0.1798	0.5834	0.2157	0.06193	0.5967	0.8784	0.1463	0.1347	0.3724	0.6716	0.4884	0.2954	0.8328	1.172	0.5983	0.1919	0.2816	0.142	0.1297	0.2136	0.09775	0.1631	0.3767
-Cardiovascular Diseases	-DNA Maintenance	0.0004624	0.003789	0.0003136	0.001293	0.00114	0.01913	0.006976	0.006696	0.003373	0.04092	0.2109	0.01044	0.01682	0.001138	0.0005025	0.009016	0.002561	0.0002504	0.00167	0.0007137	0.0006619	0.0005914	0.007959	0.0005727	0.002003	0.001722	0.0005874	0.003557
