Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Crystallins	Environmental Information Processing	0.03722	0.07743	0.04356	0.01808	0.0306	0.01987	0.3092	0.01889	0.01378	10.06	0.6735	0.02099	0.009123	0.0178	0.1765	0.02623	0.09199	0.08447	0.1974	0.02548	0.02113	0.02996	0.02463	0.009578	0.3737	0.01746	0.03804	0.05782
-Stress Response	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.4252	0.6313	0.5685	0.7217	0.5723	0.4086	0.2105	0.3926	0.3571	0.3428	0.2208	0.3857	0.4126	0.8525	1.07	1.201	0.4417	0.6508	0.2093	0.5124	0.6393	0.3958	0.6056	0.5569	0.4151	0.5251	0.5483	0.845
-Cytoskeleton	Environmental Information Processing	0.3872	1.313	1.475	0.5003	1.307	1.08	1.96	1.178	1.161	1.329	0.3139	0.5785	0.7031	0.5018	0.6448	0.5743	0.6807	1.691	6.238	0.9969	0.9478	0.903	1.13	1.113	1.129	1.068	1.447	0.7493
-Cell Motility	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.3184	0.9868	0.5263	0.3471	0.6663	0.3422	0.1191	0.4793	0.3606	0.3275	0.1338	0.2321	0.204	0.2399	0.3171	0.2677	0.2909	0.782	0.07712	0.4036	0.2973	0.191	0.2513	0.2194	0.2485	0.2942	0.4427	0.3111
-Cell Communication	Environmental Information Processing	0.0895	0.0784	0.0688	0.1786	0.08615	0.1795	2.609	0.6239	0.1312	0.3727	0.1721	0.1202	0.1244	0.1316	0.09394	0.1203	0.2557	0.07205	7.292	0.05931	0.221	0.06021	0.3993	0.2682	0.1192	0.09863	0.2105	0.1424
Metabolism	Environmental Information Processing	5.991	5.079	6.257	16.31	5.631	6.358	9.244	5.306	3.586	5.614	7.238	5.641	4.6	11.37	13.53	23.53	3.721	5.037	9.48	4.799	4.784	8.329	6.975	3.202	5.281	3.268	4.066	8.067
-Membrane Transport	Environmental Information Processing	0.0006225	0.0005893	0.001181	0.004094	0.000264	0.002308	0.0006062	0.001077	0.001129	0.002443	0.0003358	0.004046	0.002783	0.00228	0.0008587	0.005799	0.0002352	0.0001865	0.0005213	0.0006691	0.002203	0.0001488	0.002979	0.001709	0.0007625	0.001683	0.002075	0.001588
-Central Carbon Metabolism	Environmental Information Processing	2.384	1.47	2.315	5.015	2.002	1.989	2.841	1.47	1.384	2.391	1.511	1.776	1.619	3.099	3.795	5.584	0.8612	1.686	3.831	2.038	1.653	1.44	2.451	1.216	1.152	1.248	1.205	2.5
-Energy Metabolism	Environmental Information Processing	0.7319	1.881	1.564	4.424	1.46	1.187	2.793	0.8658	0.5038	0.9324	3.568	0.9948	0.7873	2.845	3.858	2.194	0.3006	1.743	1.011	1.12	0.5988	1.835	1.409	0.3442	1.745	0.4755	0.9025	0.9803
-Biosynthesis	Environmental Information Processing	1.801	1.079	1.491	5.391	1.502	1.765	2.695	2.167	1.129	1.779	1.554	2.161	1.64	4.02	4.161	12.56	2.006	1.078	3.981	1.176	1.791	3.406	2.289	1.041	1.456	1.018	1.25	2.524
-Other Enzymes	Environmental Information Processing	0.5177	0.2614	0.4905	0.8808	0.3616	0.4371	0.2645	0.4803	0.4458	0.2912	0.2696	0.5108	0.3916	0.9138	0.9458	1.841	0.3599	0.2777	0.2323	0.3214	0.4544	1.299	0.4795	0.3032	0.5232	0.2841	0.461	0.5737
Organismal Systems	Environmental Information Processing	2.663	1.543	2.954	3.516	1.762	1.428	5.686	3.964	2.797	3.333	9.473	1.139	1.169	1.537	2.748	2.783	5.512	2.191	11.48	1.13	4.035	3.183	5.17	6.259	4.093	3.034	6.37	6.415
-Immune System	Environmental Information Processing	0.133	0.1388	0.08883	0.1307	0.1114	0.132	0.06958	0.1363	0.1292	0.1146	0.1245	0.1221	0.1307	0.1651	0.2516	0.1646	0.4202	0.08256	0.04635	0.05005	0.2226	0.07864	0.1199	0.2362	0.1362	0.2128	0.5624	0.2596
-Endocrine System	Environmental Information Processing	0.909	0.2582	0.1732	1.742	0.2129	0.1037	0.6206	0.1815	0.2058	1.012	0.9122	0.3948	0.5303	0.2832	0.5143	1.648	0.2525	0.3193	0.478	0.1316	0.477	0.3373	0.2736	0.1118	0.6636	0.4985	0.8933	2.422
-Circulatory System	Environmental Information Processing	1.557	0.7206	2.095	1.593	1.143	1.076	4.964	3.338	2.372	2.067	8.397	0.4019	0.3679	0.924	1.857	0.9012	4.742	1.159	10.9	0.5909	3.277	1.294	3.542	5.756	3.221	2.185	4.795	3.663
-Digestive System	Environmental Information Processing	0.01715	0.01701	0.01265	0.00603	0.008559	0.008835	0.00357	0.2227	0.00877	0.0128	0.004535	0.164	0.0873	0.0921	0.06342	0.02129	0.006104	0.01567	0.01138	0.0247	0.01133	1.277	0.01814	0.01339	0.008754	0.01098	0.007419	0.0108
-Excretory System	Environmental Information Processing	0.009676	0.05062	0.01632	0.01003	0.02132	0.02392	0.003879	0.02286	0.007109	0.01051	0.008103	0.0189	0.01287	0.02488	0.02322	0.01945	0.01567	0.05077	0.008007	0.006976	0.005192	0.1532	1.16	0.006709	0.007376	0.01499	0.02053	0.01102
-Nervous System	Environmental Information Processing	0.03194	0.3219	0.4977	0.02589	0.1911	0.03251	0.01047	0.04939	0.04722	0.03795	0.02253	0.02686	0.0263	0.03975	0.0324	0.02205	0.04308	0.5241	0.02772	0.2625	0.03322	0.03954	0.04757	0.1197	0.05301	0.1045	0.08401	0.03598
-Sensory System	Environmental Information Processing	0.0001806	0.0001061	0.0006942	0.0001396	0.0008175	0.04466	0.0002154	0.005489	2.209e-05	0.05549	0.000156	0.007279	0.008665	6.63e-05	0.0001782	0.0002988	0.0001351	9.219e-05	0.0004079	0.0004186	8.23e-05	0.0002057	0.0006604	8.215e-05	0.000451	0.001282	0.001175	0.0002176
-Development	Environmental Information Processing	0.004565	0.03536	0.06845	0.008135	0.07325	0.006304	0.01417	0.007807	0.02495	0.02258	0.00423	0.003296	0.003817	0.007264	0.005741	0.005805	0.03236	0.03956	0.001725	0.06211	0.007002	0.003946	0.00744	0.009966	0.002527	0.005259	0.005236	0.01068
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.1432	0.201	0.171	0.3423	0.1687	0.1428	0.1413	0.1939	0.1569	0.2312	0.1986	0.1272	0.1143	0.2208	0.3264	0.2962	0.1479	0.2639	0.2654	0.1288	0.2328	0.4161	0.2158	0.1368	0.2608	0.131	0.3358	0.221
-Cancers	Environmental Information Processing	0.02223	0.02246	0.01144	0.04066	0.01954	0.02712	0.02761	0.06484	0.04749	0.04619	0.01475	0.03093	0.02527	0.02533	0.02414	0.02518	0.03929	0.02205	0.03059	0.008107	0.07341	0.04167	0.04184	0.0231	0.09423	0.03384	0.1439	0.09994
-Immune System Diseases	Environmental Information Processing	0.001736	0.00189	0.001061	0.001449	0.0007871	0.003613	4.873e-05	0.002293	0.009349	0.0004039	0.0001821	0.001878	0.002424	0.002309	0.001678	0.004083	0.0009242	0.001899	0.0002032	0.000823	0.001716	0.004059	0.00539	0.0003517	0.002502	0.0007711	0.002967	0.001141
-Neurodegenerative Diseases	Environmental Information Processing	0.07947	0.1453	0.106	0.06573	0.09927	0.05088	0.06794	0.07473	0.05271	0.1418	0.06628	0.03908	0.04141	0.09585	0.1943	0.1729	0.07352	0.1947	0.2072	0.08426	0.09166	0.1862	0.07764	0.06142	0.0883	0.05958	0.1154	0.07683
-Cardiovascular Diseases	Environmental Information Processing	0.0001219	0.0009119	5.784e-05	0.0002854	0.0002694	0.006221	0.0008856	0.002706	0.004382	0.01069	0.01797	0.003352	0.006077	0.0003303	0.0002054	0.003704	0.0007357	7.419e-05	0.0003169	0.0001129	0.0004192	0.0004357	0.006336	0.000328	0.001012	0.001278	0.0005421	0.0008602
-Metabolic Diseases	Environmental Information Processing	0.0005974	0.002406	0.002366	1.859e-05	0.002454	0.0005145	1.368e-05	0.0007937	0.0004311	0.00137	0.000261	0.0005865	0.0003729	0.0003047	0.0003292	0.0002677	7.199e-05	0.001226	5.385e-05	0.001681	0.0003117	0.007288	0.001692	7.956e-05	0.0003558	0.0002841	6.906e-05	0.000218
-Infectious Diseases	Environmental Information Processing	0.01349	0.01518	0.01407	0.01841	0.01636	0.03582	0.006268	0.03529	0.03129	0.009512	0.01605	0.03024	0.02504	0.01951	0.03044	0.03412	0.01841	0.01737	0.01904	0.02004	0.04743	0.1558	0.0648	0.02946	0.04995	0.02278	0.04892	0.02384
Not Mapped	Environmental Information Processing	2.183	3.782	3.113	4.08	3.607	3.661	2.565	4.874	4.301	2.675	1.913	3.098	2.89	4.323	4.251	5.241	3.577	3.092	4.459	2.901	4.149	6.195	4.989	3.183	3.611	2.925	5.514	4.163
-Not Mapped	Environmental Information Processing	2.183	3.782	3.113	4.08	3.607	3.661	2.565	4.874	4.301	2.675	1.913	3.098	2.89	4.323	4.251	5.241	3.577	3.092	4.459	2.901	4.149	6.195	4.989	3.183	3.611	2.925	5.514	4.163
TOTAL	-Signal Transduction	37.83	19.33	21.8	36.56	21.58	30.39	26.81	36.81	29.7	31.63	24.87	28.2	25.89	30.57	35.83	54	30.75	20.68	52.74	16.64	33.1	66.32	35.26	27.9	34.43	22.13	42.32	37.6
MAPPED	-Signal Transduction	33.14	15.3	18.22	31.71	17.22	24.65	24.11	29.52	24.28	28.57	22.8	22.92	21.02	25.07	30.62	47.39	24.84	17.24	47.27	13.34	26.98	56.83	29.34	23.55	28.6	18.44	33.99	31.67
Genetic Information Processing	-Signal Transduction	8.342	3.069	2.84	3.731	3.125	6.676	1.34	8.817	11	2.418	1.454	6.287	6.273	4.37	5.391	8.781	4.047	3.289	2.413	2.475	7.61	30.8	9.401	5.507	6.483	5.704	10.6	4.52
-Transcription	-Signal Transduction	0.4763	0.254	0.1763	0.1222	0.2689	0.517	0.05494	0.6422	1.215	0.1732	0.147	0.3148	0.3254	0.2693	0.3191	0.2702	0.3027	0.2776	0.07558	0.2069	0.7505	0.4754	0.4301	0.5664	0.4629	0.7084	1.274	0.2372
-Translation	-Signal Transduction	2.039	0.8991	0.7936	1.374	0.8268	2.424	0.4497	3.574	4.289	0.7326	0.425	2.523	2.546	1.387	1.382	3.934	1.07	0.8898	0.9673	0.8095	2.237	20.48	4.222	1.638	2.567	1.757	4.033	1.522
-Folding, Sorting and Degradation	-Signal Transduction	5.274	1.665	1.689	1.993	1.761	3.337	0.7075	4.028	3.963	1.235	0.7981	3.101	2.949	2.351	3.24	4.163	2.21	1.818	1.155	1.299	3.757	8.695	4.009	2.519	2.783	2.3	4.069	2.411
-DNA Maintenance	-Signal Transduction	0.4342	0.2382	0.1795	0.1805	0.2051	0.3732	0.0895	0.4071	1.053	0.2195	0.07137	0.3376	0.397	0.2754	0.2689	0.3066	0.3117	0.2198	0.1841	0.1463	0.4441	0.7525	0.4243	0.4591	0.4667	0.6703	0.8425	0.2229
-RNA Family	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	2.132	1.057	1.129	1.166	1.191	1.54	1.048	1.464	1.235	1.115	1.075	1.661	1.627	1.227	1.191	1.242	1.608	1.089	1.22	1.128	1.433	1.511	1.158	1.343	1.581	1.244	1.469	1.398
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	1.132	0.0566	0.1285	0.1665	0.1908	0.5399	0.04834	0.4639	0.235	0.1148	0.07543	0.6611	0.6272	0.2273	0.1913	0.2424	0.6084	0.0886	0.2195	0.1275	0.4333	0.5113	0.1579	0.3435	0.5809	0.2436	0.469	0.3977
Cellular Processes	-Signal Transduction	2.698	3.29	3.076	2.111	3.216	3.186	5.487	4.025	2.553	14.19	1.637	2.284	2.447	2.219	2.818	2.759	2.911	3.648	17.19	2.272	3.137	2.421	2.861	2.966	3.69	2.531	4.058	2.999
-Crystallins	-Signal Transduction	0.07987	0.08253	0.05	0.02152	0.03698	0.03118	0.3258	0.02823	0.01737	11.48	0.7283	0.03584	0.01536	0.02267	0.216	0.03305	0.152	0.09392	0.2421	0.02899	0.03117	0.0459	0.02922	0.0131	0.6034	0.02205	0.05743	0.08235
-Stress Response	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0.9124	0.6729	0.6517	0.8588	0.6911	0.6414	0.2217	0.5869	0.4502	0.3895	0.2387	0.6586	0.6948	1.084	1.31	1.513	0.7309	0.7238	0.2566	0.5829	0.9425	0.6065	0.7184	0.764	0.6701	0.6631	0.828	1.203
-Cytoskeleton	-Signal Transduction	0.8308	1.399	1.691	0.5924	1.578	1.695	2.065	1.761	1.464	1.517	0.3394	0.9876	1.184	0.6388	0.7892	0.7236	1.125	1.88	7.65	1.134	1.398	1.384	1.341	1.522	1.823	1.349	2.185	1.067
-Cell Motility	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	0.6831	1.052	0.6041	0.4131	0.8052	0.537	0.1255	0.7165	0.4546	0.3739	0.1446	0.3964	0.3435	0.3051	0.3881	0.3372	0.4808	0.8695	0.09455	0.4591	0.4385	0.2927	0.2981	0.3001	0.4011	0.3716	0.6685	0.4431
-Cell Communication	-Signal Transduction	0.192	0.08355	0.07897	0.2126	0.1041	0.2818	2.749	0.9325	0.1653	0.4255	0.1861	0.2052	0.2094	0.1676	0.115	0.1516	0.4225	0.08011	8.944	0.06746	0.3261	0.09226	0.4737	0.3668	0.1924	0.1245	0.3179	0.2028
Metabolism	-Signal Transduction	12.78	5.375	7.067	19.43	6.718	9.916	9.735	7.951	4.439	6.342	7.829	9.579	7.677	14.47	16.54	29.46	6.122	5.563	11.58	5.411	6.959	12.64	8.217	4.364	8.562	4.064	5.989	11.38
-Membrane Transport	-Signal Transduction	0.001336	0.000628	0.00136	0.004872	0.000319	0.003623	0.0006387	0.00161	0.001423	0.002789	0.0003631	0.006908	0.004687	0.002904	0.001039	0.007222	0.0003899	0.0002074	0.0006391	0.000761	0.003253	0.0002279	0.003534	0.002344	0.001231	0.002125	0.003133	0.002261
-Central Carbon Metabolism	-Signal Transduction	5.116	1.564	2.657	5.968	2.42	3.122	2.993	2.197	1.744	2.729	1.634	3.032	2.724	3.941	4.645	7.049	1.426	1.871	4.699	2.318	2.437	2.207	2.908	1.663	1.861	1.576	1.819	3.56
-Energy Metabolism	-Signal Transduction	1.571	2.004	1.796	5.265	1.764	1.863	2.943	1.294	0.635	1.065	3.858	1.698	1.326	3.62	4.721	2.764	0.4968	1.938	1.24	1.274	0.8827	2.812	1.671	0.4707	2.817	0.6005	1.363	1.396
-Biosynthesis	-Signal Transduction	3.864	1.148	1.709	6.326	1.814	2.761	2.836	3.239	1.423	2.003	1.677	3.689	2.761	5.098	5.089	15.64	3.249	1.198	4.882	1.338	2.599	5.219	2.698	1.428	2.35	1.285	1.851	3.542
-Other Enzymes	-Signal Transduction	1.122	0.2762	0.5536	1.028	0.4306	0.6731	0.2773	0.7048	0.5506	0.329	0.29	0.852	0.639	1.122	1.127	2.288	0.5788	0.3023	0.2833	0.3624	0.6513	1.97	0.5558	0.4073	0.8307	0.3532	0.6772	0.8019
Organismal Systems	-Signal Transduction	5.714	1.644	3.389	4.184	2.13	2.242	5.992	5.926	3.526	3.806	10.24	1.945	1.968	1.957	3.363	3.507	9.11	2.436	14.08	1.285	5.953	4.878	6.133	8.56	6.609	3.831	9.618	9.136
-Immune System	-Signal Transduction	0.2854	0.1479	0.102	0.1556	0.1346	0.2072	0.07331	0.2037	0.1628	0.1309	0.1346	0.2084	0.2201	0.21	0.308	0.2073	0.6944	0.0914	0.05684	0.05693	0.3281	0.1205	0.1422	0.323	0.22	0.2687	0.8491	0.3698
-Endocrine System	-Signal Transduction	1.95	0.2753	0.1988	2.073	0.2573	0.1627	0.6539	0.2713	0.2594	1.156	0.9863	0.674	0.893	0.3607	0.6295	2.077	0.4174	0.355	0.5863	0.1497	0.7037	0.5168	0.3245	0.1529	1.072	0.6295	1.349	3.45
-Circulatory System	-Signal Transduction	3.341	0.768	2.405	1.895	1.381	1.688	5.231	4.99	2.99	2.36	9.079	0.6862	0.6195	1.177	2.272	1.136	7.836	1.289	13.37	0.6722	4.834	1.982	4.201	7.872	5.2	2.759	7.239	5.217
-Digestive System	-Signal Transduction	0.03679	0.01812	0.01451	0.007175	0.01034	0.01387	0.003756	0.333	0.01105	0.01446	0.004903	0.28	0.147	0.1173	0.07764	0.02682	0.01012	0.01742	0.01392	0.02803	0.01672	1.956	0.02139	0.01832	0.01413	0.01386	0.0112	0.01537
-Excretory System	-Signal Transduction	0.02076	0.05395	0.01871	0.01194	0.02577	0.03754	0.004088	0.03418	0.00896	0.012	0.008762	0.03226	0.02168	0.0317	0.02842	0.0245	0.0259	0.05645	0.00982	0.007935	0.007664	0.2348	1.377	0.009182	0.01191	0.01893	0.03101	0.01569
-Nervous System	-Signal Transduction	0.06853	0.3431	0.5712	0.03081	0.2309	0.05103	0.01104	0.07383	0.05952	0.04333	0.02436	0.04587	0.04429	0.05062	0.03966	0.02779	0.0712	0.5828	0.034	0.2986	0.04901	0.06059	0.05644	0.1637	0.0856	0.132	0.1268	0.05124
-Sensory System	-Signal Transduction	0.0003875	0.0001131	0.0007967	0.0001661	0.0009879	0.07011	0.000227	0.008206	2.784e-05	0.06336	0.0001687	0.01243	0.01459	8.444e-05	0.0002181	0.0003765	0.0002233	0.0001025	0.0005003	0.0004761	0.0001214	0.0003152	0.0007835	0.0001123	0.0007282	0.001619	0.001774	0.0003099
-Development	-Signal Transduction	0.009796	0.03769	0.07856	0.009681	0.08851	0.009894	0.01493	0.01167	0.03146	0.02578	0.004573	0.005628	0.006426	0.009253	0.007028	0.007315	0.0537	0.044	0.002115	0.07065	0.01034	0.006046	0.008826	0.01367	0.00408	0.006642	0.007907	0.01521
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Signal Transduction	0.3105	0.2142	0.1934	0.3996	0.2013	0.2206	0.1481	0.2846	0.1944	0.2578	0.2136	0.2122	0.1865	0.2713	0.3893	0.3688	0.2384	0.2893	0.3238	0.1456	0.3351	0.6311	0.2502	0.1844	0.414	0.1635	0.4969	0.3101
-Cancers	-Signal Transduction	0.0477	0.02394	0.01311	0.04838	0.0236	0.04256	0.02907	0.09693	0.05987	0.052	0.01594	0.05281	0.04255	0.03222	0.02954	0.03172	0.06514	0.02452	0.0375	0.009221	0.1082	0.06385	0.04963	0.03169	0.1521	0.04274	0.2174	0.1423
-Immune System Diseases	-Signal Transduction	0.003763	0.002013	0.001201	0.001691	0.0009391	0.005581	5.108e-05	0.003364	0.01158	0.0004502	0.0001959	0.003133	0.003955	0.002837	0.002001	0.005083	0.00149	0.002081	0.0002479	0.0009299	0.002469	0.006157	0.006248	0.0004741	0.003971	0.0009624	0.00439	0.001601
-Neurodegenerative Diseases	-Signal Transduction	0.1705	0.1548	0.1216	0.07822	0.1199	0.07986	0.07155	0.1117	0.06645	0.1615	0.07165	0.06672	0.06973	0.1219	0.2378	0.2178	0.1215	0.2165	0.2541	0.09585	0.1351	0.2853	0.0921	0.08426	0.1425	0.07525	0.1743	0.1094
-Cardiovascular Diseases	-Signal Transduction	0.0002615	0.000972	6.638e-05	0.0003397	0.0003256	0.009764	0.0009332	0.004045	0.005523	0.0122	0.01943	0.005724	0.01023	0.0004206	0.0002513	0.004666	0.001216	8.249e-05	0.0003887	0.0001284	0.0006184	0.0006677	0.007516	0.0004485	0.001633	0.001614	0.0008185	0.001225
-Metabolic Diseases	-Signal Transduction	0.001282	0.002564	0.002716	2.212e-05	0.002965	0.0008076	1.441e-05	0.001187	0.0005433	0.001564	0.0002822	0.001001	0.0006279	0.0003881	0.0004029	0.0003373	0.000119	0.001363	6.605e-05	0.001912	0.0004598	0.01117	0.002007	0.0001088	0.0005745	0.0003587	0.0001043	0.0003105
-Infectious Diseases	-Signal Transduction	0.02896	0.01617	0.01614	0.02191	0.01981	0.05622	0.006605	0.05275	0.03944	0.01067	0.01736	0.05162	0.04207	0.02482	0.03725	0.04299	0.03042	0.01894	0.02335	0.0228	0.06991	0.2387	0.07687	0.04029	0.08066	0.02876	0.07385	0.03395
Not Mapped	-Signal Transduction	4.685	4.031	3.573	4.855	4.359	5.747	2.703	7.286	5.421	3.054	2.069	5.289	4.867	5.506	5.203	6.603	5.912	3.438	5.469	3.3	6.121	9.493	5.919	4.353	5.831	3.694	8.325	5.929
-Not Mapped	-Signal Transduction	4.685	4.031	3.573	4.855	4.359	5.747	2.703	7.286	5.421	3.054	2.069	5.289	4.867	5.506	5.203	6.603	5.912	3.438	5.469	3.3	6.121	9.493	5.919	4.353	5.831	3.694	8.325	5.929
TOTAL	-Signaling Molecules and Interaction	33.01	293.3	147.5	192.4	103.5	53.36	499.3	74.36	113.7	223	305.6	39.87	37.86	111.7	159.9	207.7	46.57	184.2	232.9	121	69.54	124.6	189.3	73.81	56.02	84.2	82.95	88.63
MAPPED	-Signaling Molecules and Interaction	28.92	232.1	123.3	166.9	82.57	43.27	449	59.64	92.98	201.5	280.1	32.39	30.74	91.55	136.6	182.3	37.62	153.5	208.8	97.01	56.68	106.8	157.5	62.29	46.53	70.14	66.63	74.65
Genetic Information Processing	-Signaling Molecules and Interaction	7.281	46.74	19.22	19.64	14.99	11.72	24.96	17.82	42.17	17.08	17.89	8.886	9.17	15.96	24.05	33.77	6.201	29.34	10.66	18.03	16.05	57.95	50.46	14.94	10.71	21.71	20.79	10.66
-Transcription	-Signaling Molecules and Interaction	0.4158	3.854	1.198	0.6429	1.29	0.9078	1.025	1.297	4.651	1.224	1.806	0.445	0.4759	0.9837	1.424	1.04	0.4571	2.472	0.3343	1.505	1.576	0.8933	2.309	1.496	0.7534	2.695	2.497	0.5592
-Translation	-Signaling Molecules and Interaction	1.78	13.79	5.372	7.234	3.964	4.257	8.401	7.222	16.47	5.167	5.229	3.568	3.724	5.1	6.175	15.14	1.639	8.054	4.272	5.887	4.72	38.48	22.67	4.454	4.178	6.689	7.911	3.589
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	4.603	25.36	11.43	10.49	8.445	5.874	13.2	8.314	15.22	8.729	9.865	4.382	4.313	8.652	14.47	16.03	3.386	16.34	5.099	9.446	7.927	16.82	21.64	6.853	4.736	8.756	7.982	5.683
-DNA Maintenance	-Signaling Molecules and Interaction	0.3791	3.623	1.215	0.9497	0.9874	0.6554	1.669	0.8225	4.038	1.652	0.8783	0.4772	0.5804	1.013	1.201	1.179	0.4739	1.96	0.8141	1.064	0.9365	1.414	2.278	1.235	0.7597	2.55	1.652	0.5254
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.846	16.17	7.597	6.233	5.721	2.741	19.62	3.006	4.777	8.052	13.25	2.4	2.452	4.652	5.432	4.81	2.494	9.805	5.41	8.149	3.08	2.859	6.334	3.584	2.61	4.737	2.916	3.327
-Signal Transduction	-Signaling Molecules and Interaction	0.8464	15.17	6.597	5.233	4.721	1.741	18.62	2.006	3.777	7.052	12.25	1.4	1.452	3.652	4.432	3.81	1.494	8.805	4.41	7.149	2.08	1.859	5.334	2.584	1.61	3.737	1.916	2.327
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	2.355	49.92	20.86	11.04	15.42	5.594	102.3	8.133	9.776	100.1	20.12	3.228	3.579	8.152	12.58	10.62	4.404	32.48	75.91	16.53	6.596	4.549	15.36	7.823	6.007	9.626	7.951	7.07
-Crystallins	-Signaling Molecules and Interaction	0.06971	1.252	0.3384	0.1132	0.1773	0.05475	6.067	0.05704	0.06652	80.99	8.95	0.05067	0.02247	0.08281	0.9637	0.1271	0.2302	0.8365	1.069	0.2108	0.0655	0.08624	0.1568	0.03465	0.9818	0.0839	0.1126	0.1941
-Stress Response	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signaling Molecules and Interaction	0.7963	10.21	4.439	4.52	3.314	1.126	4.156	1.186	1.723	2.763	2.932	0.931	1.016	3.986	5.847	5.821	1.102	6.445	1.135	4.239	1.985	1.14	3.856	1.999	1.091	2.522	1.622	2.836
-Cytoskeleton	-Signaling Molecules and Interaction	0.7251	21.23	11.46	3.118	7.568	2.976	38.47	3.558	5.608	10.7	4.171	1.396	1.731	2.334	3.522	2.784	1.704	16.74	33.78	8.247	2.938	2.6	7.199	4.025	2.967	5.133	4.283	2.516
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.5962	15.96	4.089	2.174	3.861	0.9429	2.338	1.448	1.743	2.637	1.777	0.5603	0.5023	1.122	1.733	1.298	0.7282	7.744	0.4183	3.339	0.9217	0.5499	1.6	0.7931	0.6529	1.413	1.31	1.044
-Cell Communication	-Signaling Molecules and Interaction	0.1676	1.268	0.5345	1.119	0.4992	0.4947	51.2	1.884	0.6329	3.001	2.287	0.2901	0.3063	0.612	0.513	0.583	0.6399	0.7135	39.49	0.4906	0.6852	0.1733	2.543	0.9701	0.3131	0.4738	0.6231	0.4781
Metabolism	-Signaling Molecules and Interaction	11.09	82.71	48.48	101.7	32.67	17.42	182.3	15.95	17.13	46.37	95.91	13.54	11.28	52.97	73.49	113.2	9.282	49.96	51.42	39.74	14.73	24.37	44.18	11.48	13.78	15.57	11.86	26.84
-Membrane Transport	-Signaling Molecules and Interaction	0.001166	0.00955	0.008973	0.02564	0.00153	0.006362	0.01191	0.003254	0.005456	0.0197	0.004469	0.009763	0.006852	0.0106	0.004689	0.02944	0.0005928	0.00185	0.002826	0.005542	0.006829	0.0004283	0.01897	0.006308	0.002004	0.008089	0.006144	0.005331
-Central Carbon Metabolism	-Signaling Molecules and Interaction	4.461	23.84	17.99	31.42	11.6	5.482	55.75	4.433	6.675	19.25	20.1	4.287	3.986	14.5	20.75	26.86	2.148	16.69	20.75	16.86	5.138	4.117	15.57	4.404	3.028	5.997	3.567	8.337
