Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Cardiovascular Diseases	-Translation	0.0001285	0.001081	8.38e-05	0.0002477	0.0003967	0.004042	0.002079	0.001134	0.001299	0.01673	0.04575	0.002274	0.004034	0.0003039	0.0001823	0.001188	0.001152	9.266e-05	0.0004024	0.0001591	0.0002767	3.259e-05	0.001778	0.0002754	0.0006351	0.0009239	0.0002025	0.0008064
-Metabolic Diseases	-Translation	0.0006298	0.002852	0.003428	1.613e-05	0.003613	0.0003343	3.211e-05	0.0003327	0.0001278	0.002144	0.0006646	0.0003979	0.0002476	0.0002804	0.0002923	8.585e-05	0.0001127	0.001532	6.838e-05	0.002369	0.0002057	0.000545	0.0004748	6.68e-05	0.0002234	0.0002053	2.58e-05	0.0002044
-Infectious Diseases	-Translation	0.01658	0.03643	0.0349	0.01858	0.05027	0.02731	0.02021	0.01788	0.01836	0.01932	0.04187	0.02283	0.02042	0.02102	0.03049	0.01262	0.04201	0.03659	0.02592	0.04077	0.03352	0.01173	0.01852	0.03432	0.03178	0.02179	0.01918	0.02474
Not Mapped	-Translation	2.301	4.483	4.51	3.541	5.31	2.379	6.022	2.043	1.275	4.188	4.871	2.101	1.919	3.978	3.774	1.681	5.6	3.861	5.662	4.088	2.739	0.4633	1.4	2.673	2.267	2.114	2.06	3.903
-Not Mapped	-Translation	2.301	4.483	4.51	3.541	5.31	2.379	6.022	2.043	1.275	4.188	4.871	2.101	1.919	3.978	3.774	1.681	5.6	3.861	5.662	4.088	2.739	0.4633	1.4	2.673	2.267	2.114	2.06	3.903
TOTAL	-Folding, Sorting and Degradation	7.172	11.59	12.9	18.26	12.25	9.087	37.84	9.029	7.496	25.55	31.01	9.078	8.739	12.87	11.02	12.97	13.85	11.35	45.65	12.81	8.763	7.379	8.752	11.05	11.75	9.614	10.39	15.6
MAPPED	-Folding, Sorting and Degradation	6.284	9.176	10.79	15.84	9.777	7.369	34.02	7.242	6.128	23.08	28.43	7.375	7.096	10.56	9.417	11.38	11.19	9.46	40.91	10.27	7.142	6.323	7.283	9.326	9.758	8.01	8.35	13.14
Genetic Information Processing	-Folding, Sorting and Degradation	1.585	1.849	1.687	1.879	1.79	2.035	1.891	2.193	2.803	1.991	1.817	2.086	2.166	1.862	1.686	2.126	1.849	1.826	2.09	1.923	2.049	3.472	2.385	2.186	2.329	2.482	2.664	1.878
-Transcription	-Folding, Sorting and Degradation	0.09061	0.1527	0.1047	0.06161	0.153	0.1566	0.0778	0.1604	0.3085	0.141	0.1836	0.1032	0.1125	0.1151	0.09968	0.06522	0.137	0.153	0.06582	0.1597	0.2004	0.05315	0.1079	0.2248	0.1584	0.3083	0.3142	0.09881
-Translation	-Folding, Sorting and Degradation	0.3861	0.5403	0.469	0.685	0.4678	0.7295	0.6368	0.8749	1.082	0.5919	0.53	0.8122	0.8597	0.5847	0.4255	0.9449	0.482	0.4894	0.8376	0.6232	0.5925	2.28	1.048	0.6499	0.8777	0.762	0.9911	0.6313
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.1202	0.155	0.1257	0.1383	0.1708	0.1612	0.2008	0.1582	0.4243	0.2621	0.118	0.1983	0.2255	0.164	0.1625	0.1474	0.2305	0.1845	0.2385	0.1387	0.257	0.1391	0.2363	0.3145	0.2965	0.4109	0.3576	0.1467
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.3989	0.6389	0.6574	0.5799	0.6799	0.468	1.482	0.3633	0.3102	0.9054	1.348	0.5427	0.563	0.5294	0.3732	0.2967	0.7167	0.6072	1.053	0.8748	0.3761	0.1701	0.2892	0.5251	0.5466	0.5324	0.3553	0.5757
-Signal Transduction	-Folding, Sorting and Degradation	0.1854	0.5998	0.5733	0.4967	0.5626	0.299	1.411	0.2435	0.2504	0.8079	1.247	0.3187	0.3353	0.4192	0.3052	0.2384	0.4446	0.546	0.8629	0.7692	0.2613	0.111	0.2482	0.3869	0.3386	0.4265	0.2401	0.4103
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.2149	0.03917	0.08413	0.09013	0.1173	0.1698	0.06941	0.116	0.06403	0.1116	0.09884	0.2248	0.2287	0.1138	0.06833	0.06104	0.2721	0.05812	0.19	0.1056	0.115	0.05907	0.04418	0.1423	0.208	0.1077	0.1172	0.1654
Cellular Processes	-Folding, Sorting and Degradation	0.5369	1.975	1.864	1.236	1.859	0.9931	7.878	1.01	0.6649	11.49	2.356	0.7894	0.8815	1.041	0.9638	0.7447	1.347	2.026	14.89	1.787	0.8544	0.285	0.719	1.192	1.328	1.117	1.019	1.309
-Crystallins	-Folding, Sorting and Degradation	0.01514	0.0495	0.02959	0.01075	0.021	0.009323	0.4597	0.006926	0.004384	9.277	0.9083	0.01154	0.005185	0.009549	0.06642	0.007938	0.0685	0.05154	0.2095	0.02232	0.008254	0.005107	0.007252	0.005187	0.2059	0.00958	0.01411	0.03416
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.1777	0.4056	0.3899	0.4522	0.4022	0.2073	0.3208	0.1531	0.1204	0.3253	0.3099	0.2316	0.2556	0.4956	0.4261	0.3929	0.3514	0.4021	0.2276	0.4527	0.2621	0.06981	0.1818	0.3138	0.2425	0.2983	0.2145	0.5132
-Cytoskeleton	-Folding, Sorting and Degradation	0.1576	0.8397	1.002	0.3244	0.8969	0.507	2.915	0.432	0.37	1.226	0.4233	0.318	0.3997	0.269	0.2427	0.174	0.5065	1.032	6.621	0.8737	0.3698	0.154	0.333	0.6004	0.6221	0.5862	0.5365	0.4431
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.1507	0.631	0.4219	0.3737	0.493	0.1879	0.4495	0.1925	0.1308	0.3652	0.4999	0.1615	0.1531	0.195	0.194	0.1343	0.2306	0.5116	0.2131	0.4153	0.1288	0.0584	0.08541	0.1266	0.1861	0.1703	0.1787	0.2364
-Cell Communication	-Folding, Sorting and Degradation	0.03641	0.05019	0.04674	0.1062	0.05911	0.08424	3.88	0.2288	0.04172	0.3438	0.2321	0.06605	0.07069	0.07057	0.03541	0.03641	0.1912	0.04406	7.741	0.05194	0.08652	0.01027	0.1176	0.1456	0.06566	0.05411	0.07812	0.08414
Metabolism	-Folding, Sorting and Degradation	2.576	3.542	4.369	9.806	4.076	3.104	13.89	2.126	1.369	5.329	9.817	3.197	2.69	6.175	5.248	7.22	3.034	3.453	10.21	4.502	2.173	1.729	2.252	1.931	3.096	2.078	1.784	5.432
-Membrane Transport	-Folding, Sorting and Degradation	0.03255	0.00444	0.04164	0.06289	0.02067	0.01633	0.08843	0.02216	0.05384	0.04071	0.02763	0.01626	0.01547	0.02116	0.01596	0.04386	0.1123	0.007836	0.04176	0.01238	0.1963	0.007699	0.04955	0.03799	0.01516	0.0866	0.1613	0.5473
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.9705	0.944	1.573	2.987	1.374	0.9767	4.225	0.5377	0.4407	2.205	2.042	0.992	0.9246	1.724	1.49	1.764	0.642	1.029	4.069	1.79	0.65	0.2461	0.7217	0.6599	0.6442	0.6853	0.4471	1.478
-Energy Metabolism	-Folding, Sorting and Degradation	0.3259	1.354	1.077	2.66	1.074	0.5951	4.693	0.3453	0.1656	0.9219	4.956	0.5694	0.4747	1.584	1.549	0.7182	0.25	1.109	1.107	0.9805	0.2539	0.3236	0.4288	0.1934	0.9985	0.2704	0.3593	0.6076
-Biosynthesis	-Folding, Sorting and Degradation	0.8958	0.7441	1.143	3.387	1.09	1.177	4.2	0.8537	0.3677	1.708	2.282	1.215	0.9535	2.294	1.678	3.96	1.573	0.724	4.575	1.103	0.7517	0.591	0.7142	0.6865	0.9402	0.644	0.4837	2.276
-Other Enzymes	-Folding, Sorting and Degradation	0.4965	0.6341	0.5819	0.8215	0.57	0.6895	1.178	0.4187	0.3452	0.5129	0.6874	0.4359	0.3593	0.7124	0.6635	0.912	0.5397	0.628	0.629	0.6299	0.3759	0.5691	0.3477	0.4576	0.6193	0.4516	0.3574	0.9783
Organismal Systems	-Folding, Sorting and Degradation	1.083	0.9865	2.007	2.091	1.209	0.6703	8.456	1.454	0.8897	3.075	12.77	0.6275	0.6673	0.831	1.038	0.8426	4.105	1.337	12.18	0.9893	1.577	0.5426	1.522	3.39	2.255	1.666	2.363	3.79
-Immune System	-Folding, Sorting and Degradation	0.05412	0.08899	0.06035	0.0777	0.07643	0.06224	0.1035	0.04996	0.04109	0.1057	0.1678	0.06706	0.07447	0.08859	0.0947	0.0498	0.3129	0.05016	0.0492	0.0439	0.08724	0.01341	0.0353	0.1282	0.07505	0.1168	0.2086	0.1534
-Endocrine System	-Folding, Sorting and Degradation	0.3698	0.1651	0.1177	1.035	0.1461	0.04865	0.9229	0.06656	0.06547	0.9337	1.23	0.2169	0.3014	0.1519	0.1936	0.4989	0.188	0.1948	0.5074	0.1152	0.1863	0.0575	0.08054	0.06056	0.3656	0.2734	0.3313	1.431
-Circulatory System	-Folding, Sorting and Degradation	0.6334	0.4607	1.423	0.9468	0.7842	0.5047	7.382	1.224	0.7545	1.907	11.32	0.2208	0.2091	0.4956	0.6987	0.2728	3.531	0.7073	11.57	0.5175	1.28	0.2205	1.043	3.117	1.774	1.198	1.778	2.164
-Digestive System	-Folding, Sorting and Degradation	0.007026	0.01089	0.008693	0.003821	0.005901	0.004315	0.005326	0.08198	0.003103	0.01188	0.006148	0.09037	0.0497	0.05018	0.0241	0.006838	0.004584	0.009582	0.01212	0.02169	0.004613	0.2176	0.005396	0.007271	0.005032	0.006061	0.002823	0.006402
-Excretory System	-Folding, Sorting and Degradation	0.003939	0.03236	0.01109	0.006054	0.01464	0.01122	0.005788	0.008384	0.002273	0.009762	0.01101	0.01041	0.007366	0.0135	0.008772	0.005933	0.01172	0.03104	0.008504	0.006118	0.002077	0.02612	0.3417	0.003644	0.004063	0.008244	0.007662	0.006554
-Nervous System	-Folding, Sorting and Degradation	0.01299	0.2058	0.3381	0.01546	0.1311	0.01533	0.01557	0.01824	0.0151	0.03507	0.03038	0.0148	0.01502	0.0214	0.01224	0.006691	0.03222	0.3199	0.02942	0.2299	0.01304	0.006741	0.01408	0.06497	0.02931	0.05739	0.03117	0.02126
-Sensory System	-Folding, Sorting and Degradation	7.474e-05	6.786e-05	0.0004716	8.3e-05	0.0005913	0.02096	0.0009166	0.002013	7.026e-06	0.06017	0.0002104	0.004	0.004925	3.556e-05	6.708e-05	9.044e-05	0.0001006	5.625e-05	0.0004332	0.0003665	3.215e-05	3.507e-05	0.0001944	4.449e-05	0.0002485	0.0007031	0.0004357	0.0001286
-Development	-Folding, Sorting and Degradation	0.002002	0.02286	0.0465	0.004911	0.05026	0.003235	0.02111	0.002917	0.008511	0.02086	0.006025	0.001891	0.002351	0.004085	0.002208	0.001771	0.02453	0.02436	0.001831	0.05473	0.003287	0.0006727	0.002277	0.008339	0.001436	0.00331	0.002314	0.006819
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.124	0.1948	0.2085	0.3855	0.1718	0.1582	0.5456	0.1489	0.1658	0.3188	0.6295	0.2098	0.212	0.2161	0.2383	0.2198	0.1894	0.2332	0.4878	0.2229	0.152	0.1854	0.1552	0.158	0.3623	0.1834	0.1925	0.2022
-Cancers	-Folding, Sorting and Degradation	0.03379	0.03423	0.08673	0.244	0.05981	0.04139	0.3186	0.03712	0.02523	0.09722	0.4179	0.0534	0.05191	0.1025	0.09212	0.06308	0.03666	0.05217	0.1498	0.06809	0.03365	0.03032	0.02463	0.01943	0.09251	0.02391	0.05673	0.06929
-Immune System Diseases	-Folding, Sorting and Degradation	0.05441	0.04765	0.03169	0.06151	0.0392	0.06967	0.08313	0.05925	0.1036	0.08982	0.03994	0.1156	0.115	0.05944	0.06286	0.09283	0.07279	0.05535	0.08907	0.0513	0.07981	0.08528	0.09298	0.09927	0.1682	0.1008	0.0943	0.03479
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.05513	0.09997	0.1473	0.2111	0.1118	0.05544	0.3493	0.04773	0.03844	0.1852	0.3978	0.05841	0.06357	0.1191	0.1499	0.1085	0.06586	0.1472	0.3244	0.1469	0.04591	0.06112	0.03726	0.04509	0.1011	0.04429	0.05381	0.08457
-Cardiovascular Diseases	-Folding, Sorting and Degradation	4.959e-05	0.000583	3.929e-05	0.0001697	0.0001849	0.002919	0.001317	0.0009923	0.001394	0.009858	0.02423	0.001842	0.003454	0.0001771	7.729e-05	0.001121	0.0005478	4.527e-05	0.0003364	9.887e-05	0.0001637	7.428e-05	0.001865	0.0001776	0.0005573	0.0007011	0.000201	0.0005082
-Metabolic Diseases	-Folding, Sorting and Degradation	0.0002431	0.001538	0.001608	1.105e-05	0.001684	0.0002415	2.034e-05	0.0002911	0.0001371	0.001263	0.000352	0.0003223	0.0002119	0.0001634	0.0001239	8.102e-05	5.361e-05	0.0007482	5.716e-05	0.001472	0.0001218	0.001242	0.000498	4.309e-05	0.000196	0.0001558	2.561e-05	0.0001288
-Infectious Diseases	-Folding, Sorting and Degradation	0.006348	0.01514	0.01625	0.01214	0.02344	0.01993	0.01178	0.01562	0.01945	0.01132	0.02198	0.01865	0.01747	0.0122	0.01289	0.01168	0.01862	0.01788	0.02054	0.02536	0.01896	0.02775	0.01927	0.02043	0.0293	0.0162	0.01837	0.01457
Not Mapped	-Folding, Sorting and Degradation	0.8883	2.418	2.115	2.425	2.475	1.718	3.815	1.787	1.368	2.467	2.58	1.702	1.643	2.319	1.6	1.586	2.664	1.886	4.733	2.541	1.621	1.056	1.469	1.724	1.989	1.605	2.045	2.459
-Not Mapped	-Folding, Sorting and Degradation	0.8883	2.418	2.115	2.425	2.475	1.718	3.815	1.787	1.368	2.467	2.58	1.702	1.643	2.319	1.6	1.586	2.664	1.886	4.733	2.541	1.621	1.056	1.469	1.724	1.989	1.605	2.045	2.459
TOTAL	-DNA Maintenance	79.26	79.45	120.6	179.9	88.84	80.32	269.7	78.78	23.94	135.3	310.5	68.36	55.39	102.6	100.8	153.4	83.23	79.31	264	109.2	55.97	78.19	57.52	53.37	58.6	28.96	42.48	146.4
MAPPED	-DNA Maintenance	69.44	62.88	100.8	156	70.89	65.13	242.5	63.19	19.57	122.3	284.7	55.54	44.98	84.15	86.19	134.6	67.23	66.12	236.7	87.57	45.62	67	47.86	45.04	48.67	24.13	34.12	123.3
Genetic Information Processing	-DNA Maintenance	18.19	14.25	16.05	18.97	14.86	17.89	14.15	18.87	9.479	10.34	18.16	15.49	13.56	14.67	16.58	25.27	12.57	15.42	12.76	17.61	14.69	36.36	16.64	11.21	11.2	8.19	11.83	21.23
-Transcription	-DNA Maintenance	1.012	1.044	0.9751	0.6215	1.109	1.366	0.5787	1.374	0.9806	0.741	1.838	0.7814	0.7219	0.9042	0.9015	0.7902	0.8191	1.071	0.3898	1.359	1.276	0.5605	0.7096	1.084	0.7878	0.9272	1.293	0.9241
-Translation	-DNA Maintenance	4.324	3.764	4.421	6.777	3.447	6.476	4.531	7.688	3.504	3.177	5.308	6.136	5.469	4.688	3.914	11.2	2.935	3.462	4.859	5.353	3.866	24.18	6.924	3.229	4.388	2.374	4.133	5.996
-Folding, Sorting and Degradation	-DNA Maintenance	12.01	8.598	9.863	10.68	9.307	8.962	8.04	9.053	3.994	5.578	10.18	7.573	6.369	8.09	10.76	12.28	7.815	9.884	6.51	10.47	8.553	10.62	8.01	5.902	5.166	3.917	5.166	14.06
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	4.405	4.381	6.343	5.756	4.902	4.148	10.53	3.199	0.9946	4.883	13.5	4.004	3.469	4.276	3.352	3.502	4.321	4.174	6.093	7.466	2.422	1.806	1.889	2.542	2.747	1.652	1.474	5.544
-Signal Transduction	-DNA Maintenance	2.033	4.11	5.531	4.893	4.117	2.643	10.04	2.14	0.8054	4.277	12.49	2.4	2.125	3.356	2.814	2.812	2.686	3.835	4.991	6.564	1.69	1.179	1.631	1.892	1.702	1.308	1.003	3.893
-Signaling Molecules and Interaction	-DNA Maintenance	2.373	0.2703	0.8117	0.9187	0.8428	1.505	0.4889	1.059	0.1893	0.5735	1.015	1.604	1.344	0.9192	0.5535	0.6899	1.668	0.4056	1.101	0.9013	0.7323	0.6274	0.2576	0.6499	1.046	0.3437	0.4706	1.651
Cellular Processes	-DNA Maintenance	5.659	13.52	17.03	10.43	13.31	8.421	55.21	8.623	2.081	60.73	21.15	5.557	5.249	7.493	8.027	7.864	8.021	14.06	86.05	14.93	5.374	2.854	4.713	5.721	6.285	3.318	4.116	11.7
-Crystallins	-DNA Maintenance	0.1674	0.3392	0.2766	0.1059	0.1522	0.08241	3.277	0.06042	0.014	49.14	9.095	0.08687	0.03287	0.07612	0.6079	0.09387	0.4115	0.3602	1.212	0.1903	0.05272	0.05411	0.04766	0.02505	1.027	0.02885	0.05765	0.3206
-Stress Response	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	1.913	2.766	3.61	4.229	2.914	1.695	2.23	1.261	0.3838	1.674	3.036	1.612	1.496	3.675	3.777	4.309	2.122	2.841	1.285	3.832	1.662	0.715	1.218	1.519	1.142	0.881	0.8722	4.703
-Cytoskeleton	-DNA Maintenance	1.742	5.751	9.365	3.141	6.501	4.479	20.78	3.771	1.18	6.493	4.239	2.396	2.535	2.145	2.221	2.058	3.043	7.212	38.3	7.45	2.362	1.631	2.188	2.9	3.104	1.77	2.193	4.16
-Cell Motility	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	1.464	4.323	3.365	2.314	3.318	1.419	1.958	1.535	0.3704	1.6	3.594	0.9651	0.7562	1.108	1.21	1.096	1.302	3.339	0.7848	3.137	0.7459	0.3906	0.4878	0.5759	0.6884	0.4866	0.6745	1.732
-Cell Communication	-DNA Maintenance	0.4024	0.3507	0.4368	1.046	0.4286	0.7446	27.66	1.996	0.1332	1.821	2.324	0.4975	0.4481	0.5625	0.3236	0.4306	1.144	0.3073	44.77	0.4428	0.5515	0.1088	0.7727	0.7014	0.3275	0.1629	0.3191	0.7898
Metabolism	-DNA Maintenance	28.27	24.1	40.41	96.92	29.01	26.75	98.51	18.49	3.786	28.07	98.3	24.07	17.02	49.2	46.54	85.27	16.69	22.73	58.32	37.34	11.76	18.32	13.4	8.258	15.41	6.063	6.009	45.89
-Membrane Transport	-DNA Maintenance	0.3117	0.02897	0.3789	0.5217	0.1346	0.1102	0.5087	0.1572	0.1373	0.1799	0.2449	0.09459	0.08008	0.1354	0.1069	0.3766	0.5359	0.04511	0.2193	0.09358	0.8489	0.06751	0.229	0.1228	0.05679	0.2128	0.475	4.011
-Central Carbon Metabolism	-DNA Maintenance	10.9	6.444	14.79	30.42	10.02	8.324	30.8	4.732	1.412	11.71	20.79	7.581	5.991	13.92	13.76	21.28	3.893	7.211	23.61	15.27	4.169	2.608	4.774	3.211	3.238	2.078	1.845	13.96
-Energy Metabolism	-DNA Maintenance	3.503	8.8	9.932	25.92	8.019	4.995	29.61	2.771	0.5378	4.558	48.18	4.117	2.836	12.17	14.42	7.857	1.523	7.938	6.206	8.367	1.641	3.43	2.945	0.9508	4.795	0.8151	1.488	5.453
-Biosynthesis	-DNA Maintenance	8.582	5.063	10.89	31.03	7.941	8.254	28.48	7.643	1.178	9.129	22.89	8.921	5.897	18.36	15.18	43.97	9.471	5.022	24.57	9.142	4.84	6.152	4.739	3.111	4.939	1.923	1.993	18.66
-Other Enzymes	-DNA Maintenance	4.634	4.438	5.191	8.603	3.749	5.659	8.732	3.739	0.943	2.571	6.668	3.438	2.289	5.304	5.145	8.627	2.764	3.675	3.818	4.748	2.103	6.226	2.459	1.78	3.57	1.174	1.3	11.97
Organismal Systems	-DNA Maintenance	12	6.758	18.75	20.7	8.769	5.924	60.33	12.68	2.842	16.29	127.9	4.826	4.329	6.57	9.465	10.01	24.66	9.346	70.5	8.435	10.07	5.75	10	16.37	11.25	5.013	9.654	35.57
-Immune System	-DNA Maintenance	0.5997	0.6081	0.564	0.7661	0.5548	0.5507	0.7379	0.4364	0.1338	0.5603	1.681	0.5058	0.4721	0.7067	0.8676	0.5891	1.883	0.3528	0.2846	0.3765	0.5591	0.1424	0.2326	0.6323	0.3746	0.3529	0.8539	1.445
-Endocrine System	-DNA Maintenance	4.087	1.131	1.1	10.2	1.059	0.43	6.579	0.5807	0.2091	4.945	12.32	1.635	1.911	1.211	1.772	5.899	1.13	1.362	2.935	0.9825	1.19	0.6093	0.5293	0.2925	1.824	0.8236	1.354	13.43
-Circulatory System	-DNA Maintenance	7	3.157	13.3	9.326	5.686	4.461	52.62	10.68	2.41	10.1	113.4	1.663	1.326	3.951	6.395	3.225	21.21	4.944	66.95	4.412	8.176	2.337	6.853	15.05	8.85	3.61	7.267	20.31
-Digestive System	-DNA Maintenance	0.07755	0.0745	0.08165	0.03722	0.04291	0.03665	0.03779	0.7149	0.009054	0.06372	0.06144	0.6789	0.3144	0.3938	0.219	0.08205	0.02814	0.06683	0.06969	0.1851	0.02948	2.306	0.03489	0.03506	0.02504	0.01816	0.01137	0.06048
-Excretory System	-DNA Maintenance	0.04782	0.2218	0.1043	0.06615	0.1256	0.1006	0.04567	0.08397	0.008516	0.05468	0.1228	0.09559	0.05463	0.1151	0.1057	0.07992	0.08373	0.2414	0.05334	0.05424	0.01726	0.2904	2.245	0.02005	0.02551	0.02824	0.0368	0.07038
-Nervous System	-DNA Maintenance	0.1436	1.41	3.16	0.1516	0.9508	0.1349	0.111	0.158	0.04797	0.1854	0.3043	0.1112	0.09476	0.1699	0.1116	0.07892	0.1927	2.235	0.1702	1.96	0.08288	0.07143	0.09205	0.3131	0.1457	0.1727	0.1273	0.1995
-Sensory System	-DNA Maintenance	0.0008119	0.000465	0.004407	0.0008175	0.004288	0.1853	0.006139	0.01756	2.244e-05	0.2986	0.002107	0.03012	0.03122	0.0002835	0.0006139	0.001069	0.0006044	0.0003932	0.002558	0.003125	0.0002053	0.0003716	0.001278	0.0002149	0.001239	0.002118	0.001781	0.001207
-Development	-DNA Maintenance	0.02053	0.1555	0.4346	0.04763	0.3644	0.02615	0.1502	0.02498	0.02534	0.1103	0.06101	0.01364	0.01375	0.03106	0.01978	0.02078	0.1443	0.1687	0.01059	0.4638	0.01747	0.007128	0.0144	0.02693	0.006943	0.00869	0.007933	0.05922
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-DNA Maintenance	1.409	1.306	1.962	3.351	1.469	1.414	3.803	1.324	0.5997	1.952	6.304	1.589	1.35	1.818	2.223	2.698	1.211	1.793	2.94	2.078	1.3	1.908	1.213	0.9326	1.778	0.5857	1.04	2.247
-Cancers	-DNA Maintenance	0.3679	0.2346	0.7717	2.162	0.4202	0.299	1.982	0.2988	0.07507	0.4702	3.924	0.3425	0.2811	0.7165	0.7026	0.5998	0.222	0.3801	0.8575	0.6121	0.2437	0.3054	0.1273	0.07835	0.4133	0.07969	0.258	0.8273
-Immune System Diseases	-DNA Maintenance	0.6184	0.3242	0.3234	0.6503	0.303	0.6716	0.6684	0.5216	0.4137	0.4949	0.3999	0.8751	0.7328	0.4801	0.6766	1.14	0.5345	0.4472	0.5799	0.4907	0.6826	0.8915	0.7448	0.5859	0.8207	0.3219	0.5096	0.5021
-Neurodegenerative Diseases	-DNA Maintenance	0.6266	0.6895	1.272	2.334	0.7594	0.4518	2.766	0.3818	0.1096	0.9192	4.05	0.4458	0.4137	0.892	1.121	1.332	0.3948	1.004	2.053	1.154	0.2695	0.635	0.2139	0.1757	0.4853	0.1393	0.2069	0.9254
-Cardiovascular Diseases	-DNA Maintenance	0.000548	0.003995	0.0003672	0.001671	0.00134	0.0258	0.009389	0.008657	0.004451	0.05222	0.2427	0.01387	0.02189	0.001412	0.0007073	0.01325	0.003291	0.0003164	0.001946	0.000843	0.001046	0.0007871	0.01226	0.0008578	0.00278	0.002112	0.0008216	0.00477
-Metabolic Diseases	-DNA Maintenance	0.002686	0.01054	0.01502	0.0001089	0.01221	0.002134	0.000145	0.00254	0.0004379	0.006692	0.003525	0.002427	0.001343	0.001303	0.001134	0.0009581	0.0003221	0.00523	0.0003307	0.01255	0.0007777	0.01316	0.003273	0.0002081	0.0009777	0.0004693	0.0001047	0.001209
-Infectious Diseases	-DNA Maintenance	0.07884	0.1289	0.14	0.1418	0.1704	0.1786	0.1017	0.1375	0.05674	0.06139	0.2503	0.1713	0.1316	0.09852	0.1054	0.1623	0.1149	0.1254	0.1367	0.1999	0.1201	0.3198	0.1282	0.0874	0.1394	0.05172	0.07485	0.1483
Not Mapped	-DNA Maintenance	9.816	16.57	19.77	23.89	17.94	15.19	27.19	15.59	4.369	13.07	25.84	12.82	10.41	18.48	14.64	18.76	16	13.18	27.38	21.66	10.35	11.19	9.654	8.326	9.923	4.833	8.357	23.09
-Not Mapped	-DNA Maintenance	9.816	16.57	19.77	23.89	17.94	15.19	27.19	15.59	4.369	13.07	25.84	12.82	10.41	18.48	14.64	18.76	16	13.18	27.38	21.66	10.35	11.19	9.654	8.326	9.923	4.833	8.357	23.09
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
