338337	4025199.9
23996	62900000
19711	50800001
23999	12300000
286940	78800001
23997	59900000
69957	3606500
11544	3628100.1
11545	5431900
67809	5122499.9
223978	3679600
223691	1.36e+08
72281	6629300
26371	2060000
26370	445339.99
209737	265080
77040	4075200.1
109054	1503200
26572	10300000
13805	121460
110959	856410.01
19155	23500000
330177	1581400
19156	45900000
110954	1.21e+08
68099	1.65e+08
16678	75600001
74838	35300000
19378	1909800
107869	1.32e+08
114301	17000000
12709	17500000
22003	5.0879999e+08
22004	1.119e+08
27370	3.99e+08
269774	8052900
27374	6996399.7
104444	1.36e+08
27376	2682200
27377	390950
192176	60299999
216344	1353500
192174	36600000
77766	819910
103140	42799998
192170	55200000
329910	1663000
69556	4859800
13733	4051300
70478	802799.98
64704	2712000
64705	195470
140546	13000000
22668	36700000
52009	67299998
57294	1.29e+08
57296	9725200.1
69955	1314300
52398	91500000
276846	1020800
71702	6670500
15525	64500000
74129	1032200
69080	38400000
69082	37300000
69083	1.75e+08
12017	3261500
71701	8343699.7
215615	16800000
26395	23800000
26394	765800
11768	22600000
26396	7244700.2
235559	441150
104069	11900000
69772	6625800.1
227231	1.96e+08
26398	5582199.9
11764	70100000
11639	378380
101943	6100700
67247	27800000
20740	3.61e+08
17035	79300000
20742	64700001
100206	8477800
270110	10300000
78757	94750
75617	1.16e+09
64050	856200.01
105732	3.8200001e+08
75612	2254200
235567	159890
14380	1592500
21925	8979100
21924	24700000
21923	728440.01
21922	2204500
69178	65600000
72459	3360700
56078	1118900
213827	5.2200001e+08
53607	6815599.9
53605	44600002
53356	1.29e+08
70248	4578300
53602	9752200.2
109731	16700000
11949	8.71e+08
11946	1.53e+09
11947	2.73e+09
18451	1049300
96979	4814900
11907	523979.99
20714	1.29e+08
26922	1.02e+08
170930	1.01e+08
18854	6358300
12237	7568400
22262	14100000
20091	3.4699999e+09
12238	2700000
18761	329380
66302	42600002
231821	10700000
11905	60699998
14629	5721400
54473	1359300
20416	615529.98
20411	4171599.9
20226	2.19e+08
15926	1.27e+08
72169	215420
67039	1156200
106628	910829.99
67035	16800000
246221	2974000
58184	999430.01
76626	95200000
71881	26600000
13052	461939.98
54391	28100000
54392	11900000
15360	31200000
18706	3580600
12651	844830.01
18708	994320.02
71755	3267300
68917	36100001
14710	334420
14711	2.44e+08
14245	2808800
17973	6651300.2
217864	1284200
14719	4.8500001e+08
217869	1.87e+08
12945	39900001
68263	2.01e+08
20259	905050
68598	44900001
18035	417220
83768	17600000
20257	11200000
20254	3156800
68592	583689.99
18637	1.31e+08
14390	983970
14391	3264300
29818	337860
67103	31500000
29816	6679500.1
68607	3321300
68606	812699.98
237459	3625700
29812	2810700
29810	11900000
12491	9614699.9
15446	182120
14473	15600000
15444	13100000
67366	12600000
12499	292350
18082	9449000.1
19271	1252400
18148	4.6999999e+08
67694	14900000
18141	32000000
360013	9584400.1
170736	468549.99
76983	1.01e+08
114863	21500000
50709	12200000
50706	3062900
59035	1105900
268451	13300000
72124	8737999.9
66615	1828300
66616	11400000
76884	1296700
66164	2513200
66165	3828199.9
77579	14100000
665155	2.43e+08
77573	2346700
76889	863999.98
11306	315070
12833	4440800
