23996	66000000
19718	161100
23999	49900000
286940	4.7e+08
23997	1.21e+08
13733	5603400
69957	12900000
11544	20700000
11545	1385300
26370	850710
209737	7437200
214895	3422300
26572	62900000
110959	5276500
19155	2.08e+08
73086	1106200
19156	1.58e+08
100163	389620
19376	3594700
16678	2.04e+08
74838	18900000
19378	19100000
107869	6989000
12709	2.83e+08
22003	1.5641693e+09
22004	7.23e+08
74012	7819100
68097	1.03e+08
27374	14900000
27376	81600000
27377	1021500
192176	1.97e+09
77766	1504800
230935	2051500
329910	2021200
64704	2569800
64705	1036400
69550	1587300
22668	44500000
74351	6209800
57294	33500000
16498	2295900
57296	16900000
71147	3423800
69955	10700000
276846	3168500
71702	2307300
17380	151250
94332	472980
224938	135350
74129	1218400
69080	450350
69083	1.18e+08
12017	13400000
71701	39300000
12010	1.2e+08
26395	52500000
26394	14400000
26397	169430
26396	11000000
69772	2068400
227231	1.61e+08
11761	8022200
17254	34500000
26398	6235200
11764	65100000
11765	35300000
101943	35400000
20740	2.31e+09
20741	8159300
100206	8819800
78757	9320800
64050	160610
75612	17800000
235567	5508400
19338	840190
21925	11300000
21924	16900000
21923	8451500
20528	5126600
53607	3680400
53605	68300000
53356	29200000
11949	6.51e+08
11946	1.06e+09
11947	1.66e+09
18451	7783700
96979	17900000
16922	2471700
170930	71700000
18854	12100000
12237	23300000
22262	4166200
14629	12900000
234515	159590
20411	1.38e+08
67397	1.52e+08
67039	3922800
106628	5596300
67035	33100000
246221	8251300
58184	1377500
78287	926090
13052	990910
54391	14800000
54392	2759800
67398	9673600
18703	368060
18706	13500000
331401	527440
18704	8272200
18708	8786000
71755	2.28e+08
14710	664570
14711	6800800
14712	551620
14688	3.45e+08
14718	42700000
14719	2.67e+08
217869	50300000
12945	1849000
18747	1.58e+08
20259	13500000
68598	20000000
18746	1.55e+09
18637	41400000
14390	2277700
14391	920920
29818	6600500
67103	80200000
268482	2953400
68606	8097100
237459	1405900
18639	11000000
29810	42000000
12491	6.71e+08
15446	1104800
15445	2607000
98366	1875400
67367	367930
12499	14200000
19271	3373500
18141	3170500
360013	7047800
170736	2559200
58523	4144800
59038	229430
50709	9562200
66181	1700000
59035	7571200
268451	12700000
72124	8688800
66615	978760
76884	12500000
77579	55000000
12876	595710
12833	80500000
665113	1687300
12874	1849400
15288	32100000
12834	1e+08
66988	1.75e+08
12873	2827000
67963	80400000
77371	4998600
66286	746820
72960	6017700
380928	4362100
73068	1908300
234779	8962400
208943	2293500
103711	8113700
13008	335090
13106	99400000
228061	2937100
53973	2975600
14723	1784100
238505	19500000
52815	15700000
230709	9216800
26363	1072200
26364	1474800
22670	627230
77116	471886
109264	988050
56403	89200000
103573	54400000
11370	4.68e+08
19386	23100000
19387	19300000
22273	77700000
22271	2786500
22276	2254300
625249	3.02e+08
22275	4264100
19143	3869900
19141	5765000
70356	4.05e+08
16664	9129500
94232	9022300
22019	48100000
12716	39100000
12715	1.59e+08
14862	3.87e+08
22017	27866000
73078	48400000
56248	2.66e+08
14860	83500000
23874	1.08e+08
27384	44600000
192166	26400000
19704	33200000
230163	1.37e+08
19303	6852100
93687	2671700
329908	7133100
100710	7493900
19708	1782600
99982	193460
56040	2.04e+08
56044	4263800
209200	64600000
14431	2977300
71514	66000000
11757	2.33e+08
11754	6.36e+08
105014	2217300
74134	1987500
11758	7.41e+08
26384	41200000
20479	25000000
16396	3689600
328417	9458800
69983	4481300
16398	149740
100705	79900000
230899	390040
104015	1782900
20887	96600000
104721	1.32e+08
75669	6369800
14163	17500000
215113	323630
215114	20900000
97112	621220
21848	327670
17533	64900000
102436	6785800
17888	1.65e+08
16801	7385900
64933	443660
235606	49300000
67895	4.49e+08
