A0AV56	NotMapped		38350586
Q9H173	K14001		4228406.3
Q99798	K01681		51720059
O95816	K09556		53088935
P21980	K05625		8967950.3
P16949	K04381		3.6224174e+08
Q9P2E9	K14000		4.8158801e+08
A2A3N8	NotMapped		25853321
P62753	K02991		3.778922e+08
P45880	K05862		3.6921366e+08
O75955	K07192		3080104.3
O15212	K04798		39040072
P04439	K06751		12123824
A2BFH1	K12738		5.9029312e+09
Q04917	K06630		2.0375368e+08
A2T926	NotMapped		17836771
O95865	K01482		54339265
A5PL29	NotMapped		37657469
P30044	K11187		1.697432e+08
Q9GZQ8	K10435		40082946
A6NCP5	NotMapped		2645667.5
Q9UKK9	K13987		39071774
A6NDF3	NotMapped		30086975
P08865	K02998		1.4641338e+09
P61326	K12877		17490134
O95861	K01082		11330826
A6NFL3	NotMapped		43968666
Q9NYB9	K05751		10899475
A6NFQ9	NotMapped		8044672.9
A6NG10	NotMapped		7412048.9
Q13162	K03386		1.8643678e+08
Q13813	K06114		5.0082992e+08
A6NGP5	NotMapped		51484820
P22090	K02987		1.6356966e+08
P30046	K10028		1.151443e+08
Q9H7Z7	K05309		7371382.4
O95825	K00540		7896736.7
P17516	K00037		9414724.7
A6NIR2	K02892		13722530
P32119	K03386		3.5614397e+08
Q92890	K14016		17442671
A6NJA2	K11843		77726473
A6NJG9	K06696		1.5093695e+08
O14602	K03236		51372923
A6NKH4	NotMapped		1.4688934e+08
P07437	K07375		1.638097e+09
A6NL28	NotMapped		9.9060232e+08
P68032	K12314		6.8107423e+09
P21810	K08118		3305489.4
P51571	K04571		45609215
A6NLN1	K13218		3.6979064e+08
A6NM69	K08764		2.4859618e+08
A6NMQ3	NotMapped		13699278
P11908	K00948		6743328
Q92783	K04705		27807781
A6NMY6	NotMapped		6.3105375e+09
A6NN80	NotMapped		3.4439966e+08
A6NNR3	K06269		60409796
Q08257	K00344		48463700
P68104	K03231		6.7598378e+09
A6PWM2	NotMapped		9073284.2
A7MAP0	NotMapped		1.2164861e+08
P35241	K05762		1.7739267e+08
P28482	K04371		16269119
A8K0Z3	NotMapped		5156060.6
O00506	K08839		7807947.3
P11142	K03283		6.8666851e+09
A8K854	K07375		3.8125111e+08
A8K8G0	NotMapped		1.8411174e+08
A8KAH5	NotMapped		16371462
A8MQB8	NotMapped		45055986
A8MQC5	K11251		2.6034669e+09
P14209	K06520		93583264
Q00059	K11830		9359756.1
P62942	K09568		2.3711714e+08
P16152	K00079		3.0411493e+08
P55854	K12160		42417469
P18124	K02937		6.2203812e+08
P18859	K02131		96831305
A8MUM1	NotMapped		4022131.3
P62750	K02893		4.8935078e+08
Q9Y6K9	K07210		7862510.3
O00764	K00868		9244420.9
A8MV58	NotMapped		5.8770447e+08
A8MVD5	NotMapped		73089585
P49589	K01883		18758000
P09972	K01623		4.0222625e+08
P07195	K00016		6.5199676e+08
P62308	K11099		94086333
P41227	K00670		32136561
A8MWR6	NotMapped		6014669.2
Q9H0B6	K10407		10846992
P49593	K01090		13154967
P09211	K00799		1.4312484e+09
O15460	K00472		1.2792559e+08
Q99733	K11282		2.9199964e+08
A8MXJ6	NotMapped		7650342.8
P46781	K02997		3.4352716e+08
P55735	K14004		12270942
A8MXP8	NotMapped		1.2411486e+08
P43243	K13213		2.389199e+08
A8MXR0	NotMapped		14038820
Q92934	K02158		5948585.7
P52565	K12462		9.1426825e+08
A8MY36	K04648		88191090
A8MY67	K03456		2.4220657e+08
B7Z4Q3	K13212		7462047.4
A9UJP8	NotMapped		4824472.9
Q8IYB3	K13171		1259299.5
Q99536	K00540		57353306
