!!SBtab TableType='Proteomaps' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance
P60709	387118048.494315
P68363	225406243.238494
P62805	834937746.075239
P00352	8177171.93880709
P05783	29283318.8809268
Q71DI3	378577888.434726
P0C0S8	322984804.326865
P07355-2;P07355;P07355-1;B4DNH8;B3KRQ1	39083194.4746458
P68104	371149555.033485
P62807	525217131.402818
P14618	70105514.8407117
P04406	250230808.351133
P07737	267729324.098279
P23528	152203321.906203
P62979	392710413.837824
P06733	254659259.476647
Q06830	217202295.07159
P15121	1453466.10497066
P62937	395362117.26989
P08670	74246266.487339
P68371	191306155.788828
P08238	430289645.01773
P52895	2040283.1368676
P04083;B5BU38;Q05BR2;Q5TZZ9;B4DL19	61179231.7722663
P00338	132841925.660918
O43707	41695717.1908072
O60218	132650.291711255
P06703;B2R577	1509276.14240847
P09382	45669686.7280572
P42330	5250527.71889178
P07195	147117484.983612
P11142	203404354.0228
P60866	197878057.439959
Q53HE2	149468454.118877
P62826	167880255.63658
P63104	142099451.941365
P11413	17866918.3185082
P62263	145963863.549622
P29401	50504665.6550559
P05387	186543975.220008
B4DNM7;Q3B792	10553854.1121955
P06748	147584804.496392
P09211	141606347.421175
P22626	165067243.590339
P10599	83693301.1651649
P04792	88550487.7896917
P16403	230755762.426901
P63241	173697383.206364
P62888	138906052.051781
P09429	117183794.735423
P26447	209736.438538836
P04075	176154573.240036
Q07020	117191861.137078
P62857	119934058.630001
P25398	170749327.406951
P62750	142229021.07509
P62280	134760699.392623
P22392	86300651.0072711
P61604	136025667.09209
P21333	22167777.1093667
P14174	41377094.2681935
P05386	73703440.2273646
Q0P5T0	59906182.0367144
P62829	73004768.5937917
P60903;Q6FGE5	240490.657357278
P62241	138694039.925499
P42766	57768313.451614
P62701	93090164.930114
P61247	119782554.385544
P09651	142280879.23771
P12236	35022715.3870201
P62424	79123608.0868534
P62851	107251409.310994
P09936	135293.618814646
P23284	57044066.6262193
P37802	39606907.9155387
Q6LES2;P09525;B4DDF9;B4DDZ4;B4DE02;B4E1S2;Q59FK3;Q6MZI0;Q6P452	664524.301234305
P62910	48434869.5301616
P08708	79354525.8570779
P62269	69596884.3852926
P39023	95893066.6205534
P10809	96041437.6628044
P00558	86697144.6764745
P23396	141816261.055209
P35268	121966663.246496
P46781	93533653.5886759
P06576	99331040.3160077
P08865	108900239.251794
P60842	111654433.298238
P46776	53736721.9527398
P61978	96746820.604013
P21796	49943971.3864412
P36578	75752645.4833263
P63173	80362940.4923527
P40926	128009374.279346
P61254	58612608.21436
P13639	119582123.277177
P61956	92651102.2225894
P62906	80109621.5912974
P08195	9535518.46418133
Q9Y3U8	92744778.5299419
Q9BUQ0	48288121.4826224
P62158	74212679.7226301
P30050	119454377.339174
P07910	70581235.7007564
P18124	104660733.426997
Q02878	109212744.117766
P52209	31725398.9837842
P07951	9602393.64068886
P84098	72059310.0494819
P63244	82679690.7949256
O60701	2328737.27987221
P50914	66406303.1584607
P60981	10847497.8301873
P84090;B2R5H2	60300928.1230349
P62249	94392887.7583985
O75531;B2R4V4	33345275.5583808
P62899	96926859.3750869
P31943	102016535.098934
P61313	85658578.5874476
P62917	71598131.0478683
P31949;B2R5H0	18408878.6289129
P62258	88311138.7538448
P10620	20702654.3866115
P62913	49439281.2574852
P32969	74452148.1522193
P39019	42752986.0520419
P50238	447857.524381627
P07900	80687012.2682452
P23526	88209184.9223177
Q6PUV4;B4DEW3	139710.181881414
P05388	59721987.88862
P18669	76885661.2136878
P14866	73225114.9480511
P08107	72986897.186366
P61353	129121486.606315
Q16778	89405509.3572647
P02545	22341305.4370519
P62081	118904163.225038
P15880	85166236.5135407
P06744	32813061.0229286
P46777	96018456.2129326
Q5TEC6	54897027.4678885
P26038	53753255.2686608
P18621	65928949.0426473
Q14847-1;Q14847;A8K1D2;Q14847-2;C9JVR8;C9J9W2;B4DGQ0	10930293.1999222
P60660	19620075.3152989
P49207	68587832.8484297
P47914	49136651.0573728
Q6PKA6	90917.3567564313
P62277	78734124.7424565
P07437	71927604.4453816
P26641	63623553.6302831
P40429	57114622.6477629
P45880	60543905.7235968
P62266	46210769.3298605
P12004	30232599.4774342
P46779	32938994.6016714
P62753	75269626.6951479
Q02543	43664530.7402878
Q8IUE6	17379064.2122232
P38646	58905646.6273691
P11021	74181001.115749
P14625	51350112.5625721
P62244	89081131.1130928
P17844	62231065.9962511
Q15365	39619107.9878481
Q13151	22049333.7727372
P26373	64182827.3079288
P84077	63137507.680777
P04080;Q76LA1	43508314.8459096
P30041	164649841.884804
B4DP11;Q15185;B3KUY2;B4DP21;B4DHP2;B4DDC6	60739752.9099818
Q9UQ80;A8K6Y1;Q6PIN5	87451682.4132656
Q14103	63046043.6117832
P27348	26173365.9365531
Q92686	0
P46782	141161100.187216
P06753	40318905.3037757
P30086;B4DRT4	88342713.3647463
B2ZZ83	6543983.25146637
P56537	65162113.8653083
P39687;Q08AJ6;Q3KPI8;Q6PKH8	48116981.0875455
Q00839	66402782.9275462
P27824	33659453.6254752
P21980	3165410.7435044
Q9UBI6	175575.430447651
P83731	38554166.2527194
P55072	49375445.1314073
Q71UM5	81376823.7002691
P07237	33485125.3078254
Q00325-2;Q00325;B2RE88;Q53HC3;Q8NCF7;Q00325-1	28708749.9436977
P37837	52832214.0439701
P61513	44825255.9691426
Q15233	41887553.7908397
P21291	605342.577470758
P19338	79096328.9411881
P00403	26197464.5820919
P20962;A2VCM6;O15256	6469280.61727405
B3KQ79	16522104.7478526
P67809	54220109.3988162
P62861	25293583.5463321
P46778	54719303.064575
P35579	11420266.6144276
Q99623;Q9BXV3;B4DP75;B4DW05	22995758.320887
P35232;A8K401;Q53FV0;Q6FHP5;Q6PUJ7;C9JW96;C9JZ20;A8MUL1	34688610.5508639
Q9NZ01	10366910.3680697
O75347;Q6FGD7	84114791.503277
P30048	31856027.9709097
P49773	51219514.7728793
P25705	59872435.5459434
P63220	44213603.851157
P53396	15117553.6549216
P62273	26761955.9402438
P24534	65776954.014733
P07108	38358362.7887318
P62847	71525800.7078653
P31946	58665549.3444701
P27635	42596241.2741794
P13073	38878594.658589
Q00610	35820397.936904
P49411	71317340.9298564
Q96AG4;B2RE83	28018948.5670367
Q99497	78788958.0926157
P80723-1;P80723;P80723-2	254309.581490526
O14950	13476289.5484309
B4DLV7;Q5SX90;P50395;Q6IAT1;B3KVE3;Q5SX88;Q8TB95	59726747.2505775
P62316	87128492.2126683
Q16629	29368294.1503597
P55209	25721674.8459642
P23246	40675882.6079019
P27695	23844913.4568345
Q01469	17020934.8470975
P08758;B4DNG6;Q6FHB3;A8MTE3	12037449.5196719
P00441	68587131.2817283
O14737;B4DE64	34621711.8874197
P18077	51691187.3879099
P78371	67297534.0126073
P30101	36741894.9536182
P15311	10073497.7077332
P28066	83765735.3245051
P31948	42597363.4966791
Q01105	70551888.2625532
P30043	100768600.932499
P12956	34958606.8884131
P41567	58943426.384352
O00483	23828886.4918692
P38117-1;P38117;A8K766;P38117-2	31161174.4315303
P27797	40209413.7832555
Q8WVI0	10147699.1566013
Q04837	49414312.1520476
Q01813	7125400.91052885
B2R7D7;Q4JM47;Q53G64;O95994;Q4JM46;B5MC07;C9J3E2	685339.229033308
Q16881	5328762.81074253
P16615	15257509.2238674
P51991	66064667.4171462
P50990	81925660.0080392
P49368	76081836.4396301
Q13185	74289554.0474205
Q9H0U4	49271161.5881509
Q9HB71	89252625.8631242
P83881	31324562.761659
Q13162	39217106.355534
P61088	53428538.6559921
P84103	14426001.692773
P40227	72965949.4063935
P48643	71409557.9152863
Q15149	1815384.60613152
O15347	4492483.23830228
P49755;B2R605;B4DZH3;Q53GF9;B4DL12	13517204.9656077
Q1HE25	6374333.59544884
P62136	50823566.8037206
P10606	19866377.3097433
O00299	71683510.4123419
Q14019	8009156.05956343
P50991	54114138.3157749
Q0VDC6	11053489.787948
P30044	21429237.7432558
P62318	30784850.4650993
P17987	87970953.987545
P46783	33259287.1527089
Q96IH1;Q16658;B3KTA3;B3KTM9	67464615.666583
Q59HD4	25679554.5640986
Q96IX5	33652990.9890017
Q07955	52059723.5595132
O96008	38859762.7781119
P62308	37303229.6288958
Q12906	35852353.0405766
P31947	9384239.31855277
P35637	35360465.0425554
P20700	32913234.636873
P52272	33323793.4077046
Q15084	32863448.9532874
P78417	35302331.4550968
P68032	42870316.8668012
Q8NC51	48783686.2380816
Q99714	22383508.796772
Q02790	26575820.0555341
Q99729	27833622.2779212
O75947	40318794.3365854
O00148	44703636.5190125
P02795;Q8TE66	0
Q12905	26980431.8509964
P38159	25097763.1787984
P62873	14915813.2204698
P29692	20635078.943446
O75367	15170885.8148776
P60953	20428063.519397
P62306	27797142.6375384
P11940	32740932.9809017
P63000	22738340.9550199
P07099	3226276.02237825
P61981	17998777.1916847
P09669	23951027.9227763
A8MXP9	24357829.6308433
O43169;Q5HYD9	8155090.49384898
P60468	21308323.2600138
P12268	40937671.5889825
P52597	40107257.2090021
P26368	18389149.3194988
Q15907	11632207.3221386
P61026	12215866.6657965
P17096	26147588.5039823
P41091	39032203.9365459
P07305	642817.874262923
P49458	46275593.6802346
Q9Y277	17091454.7569564
O14818	56659532.5855022
P53999;B7Z1Z0;Q59G24;Q6IBA2	49724763.6719021
P20340	17925119.2944189
Q00688	18869670.9273868
P04843	18347385.4392285
P99999	57444815.264562
O00571	24764006.8894269
Q14974	32075971.406499
P61970	30463762.2153039
Q15369	36077150.9958695
P40925	36792366.3207817
P20674	16463385.9336488
P48047	23832743.1380232
Q15691	29244202.6689642
P30049	20994878.2615734
P13667	24469302.4022559
P68036	174124742.919303
P49327	38105779.9864401
P51149	25534727.6076132
B4E3C3	36380291.5433449
Q9Y6A9	40560710.7582179
O75390	26041051.1504238
P62841	23563678.1676153
P56385	22461915.5618024
Q03135	918249.796291949
P05556	4017229.42713805
P04632	4646577.38863637
P61457	5244034.01994269
P13797;A8K579;B4DPW9;B7Z6M1;Q53GY0;Q96HI1	177692.793326688
O00141	399871.064939273
O75874	4900936.89516918
P50454	23291542.1860724
P05141	32194872.8973355
P22087;B4DLD4;Q96BS4	19356770.1448174
P07339	9315314.63464587
Q5HYL3	212875.024642529
Q13283;B7Z8K4;Q32P45;Q53HH4;Q5HYE9;Q5U0Q1;Q6FI03;Q6ZP53	22835547.448504
Q15181	70808249.1677666
P30046	13052836.9810353
Q9Y266;A8MU04;Q9H2R7	50337393.3985773
P62304	1879657.61100472
Q13404	28219121.1139308
O00264;Q6IB11;B7Z1L3	14632663.5530732
Q16555	1074317.55981063
Q99832	56310868.7662654
P13804;Q53XN3;B4DT43	29298308.9455696
Q9UBE0	15189568.6992706
Q96PK6	19096318.6450113
Q68CQ5	54152913.1807544
P63279	14939048.5110648
Q9Y265	27239505.6946188
P20290-2;P20290	14299275.2239006
P61224	41535069.8954303
P00505	17945243.2627486
Q9P035;B4DRF4	19345247.2478951
Q08211	36261485.8842296
Q9H9B4	17475021.769321
Q01650;Q2MCL6;Q8IV97;Q96QB2	857150.22847421
O75083-1;O75083;A8MVA9;Q53GN4;Q53H17;Q59ER5;B3KXN4;O75083-3;B4DY05	12897884.4116749
P16402	2628129.83505251
P67936	2726092.8187714
P30153	20704024.9330419
Q9GZT3	30899075.9140975
P51858;B2RDE8;Q5SZ07;A8K8G0;B3KU21;B7Z958;Q5SZ08;B7Z525	29584544.3719635
Q16719	243565.504941296
P34932	40449560.9247749
P15559	1028254.9627621
P62314	68202964.3144119
P61019	11523284.5099074
O00151	28905912.2422404
Q9Y230	25751005.7658184
P14314	28221674.5328679
Q15165	129196.549379777
P08134	16408809.0427739
Q01518-1;Q01518;B2RDY9;B4DI38;B4DNW7;B4DNY3	18195645.6994005
P47756	29110146.0139366
P11586	17631687.8597048
P00390	19770487.4468291
P22695	15663412.5151017
P62854	31477611.9536597
O95864	450718.397623555
P60900	44688681.7678524
Q01130	31073131.0823642
P10412	12263941.4878237
P98179	5591799.29365219
Q13011	5018177.69291559
P22314	12670684.8170891
P52907	33874036.1343124
Q15125	13915002.0113185
P14678	22812027.6007548
Q9HDC9-1;Q9HDC9;A2A2F9;Q9HDC9-2	4707346.56960164
Q16576	30834315.6841697
P30040	52481762.0961592
P16070	37031.8531232664
P13489;Q59GB3;Q8IZK8;Q96FD7;Q9BQ80	13035049.3071984
P00491	17001036.4351509
P26583	76855904.2962698
O00764	7278567.73031253
Q9H3N1;B7Z7R5;B4DZX7	11060061.5397918
P06454-1;P06454;Q86YS2;Q8TBK9;P06454-2;Q15200;Q15204;Q53S24;Q7KZ52;B8ZZQ6;Q15202;C9J0D0;B8ZZW7;B8ZZA1;Q5VYG3;B8ZZI3;Q15203	6300004.31906319
Q14697	18321325.0484741
Q99584	2593231.75338415
P04844	25118751.7035815
Q15293;B7Z1M1;Q5J7V8	2062764.13405082
O43390	42407421.8418332
P05198	24256031.8844788
P24539	17982804.3322176
P52565	39947671.4685279
P61923;Q53FU3;B4DDX8	30827791.4198365
Q99426;Q6FGY5;A8MVD5	4331847.77694381
Q9BRA2	24343801.5095098
P42704;B4DSR0	15285910.4907298
P61077	12161898.3951869
O15144	6400501.73301767
O00244;Q6IBA3	40744800.354502
P08621	19391599.7080891
P40261	682980.851211623
Q15758	25792482.161814
Q9Y617	10935866.5874129
Q00765;B2R6C4;B7Z510;B7Z681;B7Z6B3;B7Z2A3	6313339.68715796
O14602	14950505.5380402
Q6PJ70	0
P36542	20936354.1369054
P30084	19764255.2258761
Q13885	31111681.7647496
P31689	18018109.6608049
P09496	23503294.254846
P13987	35727789.8251668
P18206	14134674.7988035
Q13247	15783582.5791538
Q9P0L0	36111586.8624621
P25789	45087039.4109391
P51148	22048600.1668989
B7WPD3	25357093.985268
P14550	10085309.0432286
P52815;B4DLN1;Q96Q74	13188144.0847951
Q07021;A8K651	53910992.040654
Q13765;B2R4P8;B4DDI8	18127296.0748974
P24666	20402831.1009864
P45973	25584477.241882
Q15629	868952.847912644
P46940	5631429.27708168
P31939	20236546.5920812
O75915;B2R6V5;B3KQB4;B4DZZ0	5979096.24932015
O43684	25921475.2475657
Q96FJ2	10858268.6028459
P34897	21544624.9807231
P00492	9814743.81764653
Q6NZI2-1;Q6NZI2;B3KRY5;B4DNU9;Q6NZI2-3;B4DPZ5;Q6NZI2-2	3133480.18225829
Q9Y5L4	21388883.1618386
Q7KZF4;B2R5U1;B3KU67;Q59FF0	20592337.4933452
Q53H82;A8K2D6	1871372.26693416
Q96FQ6	4277.496638025
P0C0S5	44305034.3809748
Q01082	3558246.87875687
P61803	16582949.1412895
P26639	26001578.6762921
P31930	19771635.0458562
P11216	1352962.74855199
P37108	36190703.350556
P61081	12990980.5383391
P08574	17539270.4160137
P51571	37894251.0291891
B4DPJ2;P50995;B4DVE7;B7Z6L0;Q59EP1;Q5T0G8;Q6ICS0	11343428.5751158
Q06323	7300969.54792099
Q9Y3F4	28835851.7874029
Q08257	11021580.3299404
P16152	4843371.80211674
Q9NR30-1;Q9NR30;Q3SWU7;Q8NI92;Q9NR30-2	50812408.9060176
Q9UMS4	31466664.260654
P12429;A6NLK4	271167.614551527
Q9UK76-1;Q9UK76;B2R6K3;Q9UK76-2;B8ZZT7	15723244.3407513
O76021;A0PJ87;B4DJ58;Q32Q62;A0PJ61	17506661.7452644
O95831	13536442.1904316
P61158;B4DT29;B4DTI0;B4DXW1;Q53QM2;Q59FV6	15977555.9024452
Q9UKR5;Q6FII3;Q86TW5	2782731.96549182
P55884	26133085.3850021
