!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance
P60709	1033509176.50506
P68363	578016835.133642
P62805	2314569126.38474
P00352	2094102.73333365
P05783	3614961.17372947
Q71DI3	878945128.970203
P0C0S8	1018139448.82874
P07355-2;P07355;P07355-1;B4DNH8;B3KRQ1	20615770.9708968
P68104	358513047.101763
P62807	1185483857.28449
P14618	252095955.349666
P04406	630916134.3079
P07737	693707175.950776
P23528	265671040.617926
P62979	343743186.912847
P06733	342806829.149438
Q06830	293896622.945172
P15121	46319060.0393272
P62937	555756545.910735
P08670	61935370.9286033
P68371	475536869.776283
P08238	400982634.097638
P52895	814836.898365381
P04083;B5BU38;Q05BR2;Q5TZZ9;B4DL19	54567989.3049968
P00338	190968220.369538
O43707	40498024.3425747
O60218	1065235.97459721
P06703;B2R577	5581800.25944317
P09382	2353610.52348371
P42330	1900670.19372922
P07195	223929286.947562
P11142	230659313.401225
P60866	153539185.920941
Q53HE2	138720576.192418
P62826	219952836.154684
P63104	191354021.199722
P11413	24409026.6983399
P62263	119351735.108198
P29401	115203703.297028
P05387	270143096.878374
B4DNM7;Q3B792	2285087.63856382
P06748	161692296.357174
P09211	253831279.56238
P22626	260977397.484043
P10599	94128904.7159756
P04792	2849367.72330781
P16403	351949782.401902
P63241	179194870.855983
P62888	110864517.007415
P09429	336229971.015514
P26447	533006.608220679
P04075	214229395.634439
Q07020	108699756.150592
P62857	110452189.423989
P25398	165907383.844731
P62750	114951813.808109
P62280	130146629.935894
P22392	82650702.264695
P61604	161614532.608811
P21333	29780011.020691
P14174	215200112.394443
P05386	107095150.82796
Q0P5T0	239015603.626264
P62829	78681476.8739144
P60903;Q6FGE5	4732499.79638435
P62241	166890922.414316
P42766	106037904.130857
P62701	90370725.0738173
P61247	104975422.48708
P09651	233172489.117015
P12236	59627319.3206069
P62424	97784808.7938272
P62851	95475719.6968978
P09936	428370.931354537
P23284	29948962.370558
P37802	45142965.5749862
Q6LES2;P09525;B4DDF9;B4DDZ4;B4DE02;B4E1S2;Q59FK3;Q6MZI0;Q6P452	4801259.00042315
P62910	75187662.1055338
P08708	66832926.1928231
P62269	83713975.9389745
P39023	85765670.4086715
P10809	213649362.61727
P00558	245738782.55017
P23396	121401509.52306
P35268	69013300.8701994
P46781	107730884.074542
P06576	153302079.558375
P08865	101227621.583518
P60842	86985630.5154888
P46776	78470150.0263726
P61978	129029688.808927
P21796	101906852.832661
P36578	85926770.285112
P63173	98056656.7438351
P40926	125344148.573502
P61254	51267077.8472988
P13639	111651478.87273
P61956	96664445.9102343
P62906	74562530.7597949
P08195	28735365.6768403
Q9Y3U8	99918099.0689365
Q9BUQ0	70874728.7582298
P62158	157305062.376458
P30050	86017831.6135731
P07910	112838232.436091
P18124	104376895.970298
Q02878	76849556.5448795
P52209	48099676.7295001
P07951	48225775.4828643
P84098	71480991.1249999
P63244	97121488.5588187
O60701	3374964.867771
P50914	71804967.169271
P60981	22999269.544427
P84090;B2R5H2	96981018.9813746
P62249	84272370.1436043
O75531;B2R4V4	67848699.3594298
P62899	85769248.7645093
P31943	150366939.495791
P61313	66791253.0841104
P62917	81146851.4711675
P31949;B2R5H0	3015714.01834755
P62258	173653034.506802
P10620	1213665.60993736
P62913	61705074.7548144
P32969	79586633.6723882
P39019	60914198.0126128
P50238	8001659.19988329
P07900	125741982.266339
P23526	77461827.5596726
Q6PUV4;B4DEW3	141213.430227915
P05388	72201015.3184401
P18669	197756176.688398
P14866	114844606.66308
P08107	21801096.8122228
P61353	119557001.067422
Q16778	179648978.037837
P02545	3700374.51143602
P62081	86218264.847782
P15880	88695285.6113242
P06744	45185340.0078365
P46777	71508470.1481668
Q5TEC6	102508026.958912
P26038	141730085.807773
P18621	56265659.0119055
Q14847-1;Q14847;A8K1D2;Q14847-2;C9JVR8;C9J9W2;B4DGQ0	12617818.8043183
P60660	86367098.4829328
P49207	59579639.0908016
P47914	65751207.2648075
Q6PKA6	777630.234456838
P62277	56278615.8913012
P07437	197286216.980419
P26641	57303661.0265919
P40429	59478074.194901
P45880	87088537.2474977
P62266	46398682.4349893
P12004	93817260.0314775
P46779	41349644.1368747
P62753	64903018.788382
Q02543	53720003.4313778
Q8IUE6	52349078.8352971
P38646	58438549.6518633
P11021	72611931.4921808
P14625	53926636.4892559
P62244	97145921.0926747
P17844	65689835.0681712
Q15365	79874937.950576
Q13151	61751699.8812733
P26373	78334827.5716092
P84077	114628905.793892
P04080;Q76LA1	61344787.4927212
P30041	66592077.7089319
B4DP11;Q15185;B3KUY2;B4DP21;B4DHP2;B4DDC6	89993806.1011969
Q9UQ80;A8K6Y1;Q6PIN5	76862278.5181893
Q14103	130436342.05403
P27348	74092512.65632
Q92686	0
P46782	111301357.196101
P06753	65926276.2338684
P30086;B4DRT4	93572700.2270641
B2ZZ83	15200776.9074384
