!!SBtab TableType='Proteomaps' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance
P60709	2329267740.76795
P68363	1251956204.68125
P62805	2821599629.24978
P00352	4702589.36801125
P05783	28661000.4522519
Q71DI3	906749534.91552
P0C0S8	1316633691.74239
P07355-2;P07355;P07355-1;B4DNH8;B3KRQ1	1224789206.79953
P68104	1251265183.32672
P62807	1067625647.82942
P14618	936088729.583421
P04406	1136571611.15155
P07737	753579417.633013
P23528	729011751.765356
P62979	621836148.486799
P06733	854032300.180142
Q06830	772326387.37735
P15121	215653386.280624
P62937	878358942.547567
P08670	1365854883.71979
P68371	1240340129.72454
P08238	562104343.076945
P52895	15422073.536862
P04083;B5BU38;Q05BR2;Q5TZZ9;B4DL19	493024341.36556
P00338	747623632.165898
O43707	413709570.226193
O60218	8749275.48892397
P06703;B2R577	599552907.945345
P09382	912072825.623708
P42330	22542687.5526908
P07195	341826594.855269
P11142	510186111.474985
P60866	308819836.04181
Q53HE2	627047419.525732
P62826	437473249.60768
P63104	649799310.511679
P11413	212766735.892706
P62263	235923506.140451
P29401	425120170.524793
P05387	519397467.053662
B4DNM7;Q3B792	144130830.738843
P06748	403246391.292812
P09211	347537583.079333
P22626	386077248.381477
P10599	482173108.937522
P04792	773367820.887211
P16403	444564485.785024
P63241	297022565.944388
P62888	336856505.979584
P09429	439233346.774278
P26447	2674598.57690701
P04075	455195770.558149
Q07020	278610689.884916
P62857	280470692.858941
P25398	369180121.623736
P62750	329149935.286684
P62280	251923613.226161
P22392	272859984.438745
P61604	286986252.845617
P21333	565793787.105979
P14174	185156708.110727
P05386	346559941.93299
Q0P5T0	155096959.073622
P62829	214569556.059087
P60903;Q6FGE5	625608729.266113
P62241	350512938.856621
P42766	241190195.204018
P62701	284009454.477793
P61247	258415962.343529
P09651	284353698.482596
P12236	376233274.692835
P62424	287676929.20624
P62851	318876889.83994
P09936	245140153.033723
P23284	325916004.801631
P37802	464545925.28993
Q6LES2;P09525;B4DDF9;B4DDZ4;B4DE02;B4E1S2;Q59FK3;Q6MZI0;Q6P452	88060611.9900058
P62910	209692816.377312
P08708	253711396.700941
P62269	240530294.846219
P39023	225710041.324236
P10809	222396540.033805
P00558	625760683.712377
P23396	228563320.774069
P35268	180526551.354346
P46781	284953359.343763
P06576	319910411.901593
P08865	246936314.313198
P60842	288623334.295318
P46776	247711973.033069
P61978	249246776.150076
P21796	316546491.152247
P36578	239326767.783036
P63173	335640579.373872
P40926	336419347.986011
P61254	137707146.390716
P13639	254119725.277032
P61956	145300197.413463
P62906	209363181.12997
P08195	76977683.2125883
Q9Y3U8	200956958.918687
Q9BUQ0	136270086.857991
P62158	339880401.316174
P30050	181460395.416063
P07910	163878699.505747
P18124	186806823.077079
Q02878	235457121.614126
P52209	99131605.0073351
P07951	201623216.616568
P84098	198096255.826607
P63244	239742818.457159
O60701	27382998.0569896
P50914	147262214.60664
P60981	494870082.739958
P84090;B2R5H2	165060830.711218
P62249	198586198.367405
O75531;B2R4V4	208165535.404218
P62899	157777682.574642
P31943	191343559.028176
P61313	238988418.336516
P62917	183120120.755053
P31949;B2R5H0	295973071.942819
P62258	241993477.824145
P10620	177786096.457411
P62913	168861813.48741
P32969	267390213.098086
P39019	179256105.175167
P50238	1370789.75817211
P07900	181606600.783303
P23526	168449820.19009
