!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance
P60709	1763106781.91573
P68363	1086389063.84209
P62805	3204128598.28491
P00352	2934069.53271726
P05783	37796059.6701832
Q71DI3	1258961395.28088
P0C0S8	900601922.300225
P07355-2;P07355;P07355-1;B4DNH8;B3KRQ1	117008057.110178
P68104	1308513780.95313
P62807	1727390130.81053
P14618	723697179.268003
P04406	1054392505.14839
P07737	844266637.191729
P23528	692377474.319808
P62979	1271031727.33314
P06733	827974706.175893
Q06830	1260690735.82507
P15121	133604475.229037
P62937	1060531173.31002
P08670	526648649.159418
P68371	969132027.480299
P08238	882211382.28521
P52895	597164.074807293
P04083;B5BU38;Q05BR2;Q5TZZ9;B4DL19	37775928.6816507
P00338	482959605.444724
O43707	153468636.395506
O60218	6791630.90069688
P06703;B2R577	9160725.91153453
P09382	23703334.688812
P42330	3530747.55863385
P07195	753250032.953243
P11142	622514461.214603
P60866	740493050.356351
Q53HE2	731861079.208306
P62826	729099837.487517
P63104	528055034.626624
P11413	32341310.4095344
P62263	619505011.888931
P29401	225763155.757904
P05387	1111657536.90022
B4DNM7;Q3B792	4177030.34246783
P06748	610130985.150094
P09211	322022942.866962
P22626	756987619.871454
P10599	527874611.239616
P04792	20826337.2299612
P16403	685961386.652855
P63241	761287207.575058
P62888	712086407.890985
P09429	634298145.485102
P26447	3275421.60901571
P04075	696545791.905279
Q07020	455849266.327262
P62857	599233224.155492
P25398	740129182.359365
P62750	661759176.436744
P62280	479644300.876474
P22392	508783132.345525
P61604	430042536.197347
P21333	102804268.654062
P14174	425393042.705631
P05386	228733856.118587
Q0P5T0	27202312.5297116
P62829	380256998.845386
P60903;Q6FGE5	66136478.48749
P62241	774326760.552424
P42766	362996759.977472
P62701	472789224.229259
P61247	472570092.055842
P09651	502962719.505859
P12236	184983232.139881
P62424	407743797.932655
P62851	351266144.454971
P09936	273943450.876811
P23284	259233306.103446
P37802	277112931.587815
Q6LES2;P09525;B4DDF9;B4DDZ4;B4DE02;B4E1S2;Q59FK3;Q6MZI0;Q6P452	16831189.8624568
P62910	291940776.08152
P08708	309370569.584542
P62269	287259614.541103
P39023	437336657.928377
P10809	543435898.981914
P00558	412513198.536389
