17196	mmu_17196		442857.14
69187	NotMapped		35714.286
12954	K09541		3.2755102e+08
11354	NotMapped		8594
14077	K08752		8421052.6
12961	mmu_12961		1.6857143e+08
12889	NotMapped		32571.429
12955	K09542		3.1257143e+08
380684	K04574		19174.312
226180	K07608		90476.19
18039	K04572		613259.67
17189	mmu_17189		30000000
12960	NotMapped		9371428.6
110187	NotMapped		30857.143
20617	K04528		778571.43
18823	NotMapped		37142.857
12962	mmu_12962		32571429
19194	NotMapped		10679.143
G3UXD0	NotMapped		23216
12373	NotMapped		1237142.9
21956	K12045		3355481.7
70350	NotMapped		1517142.9
22349	K05761		137847.64
218038	K12562		262390.67
21954	K12044		2933649.3
66473	K01310		79467.681
19752	K01168		83221.477
11723	NotMapped		408571.43
21924	K05865		3378882
68416	NotMapped		5044.8571
16204	K08755		687500
19660	NotMapped		194571.43
22003	K10373		1556338
22072	K01312		106910.57
282619	NotMapped		10587.143
12716	K00933		1255980.9
19293	mmu_19293		1862857.1
17906	K10351		22168675
12409	K00081		175409.84
227120	NotMapped		1131428.6
56727	K00469		45263.158
109901	K01326		36281.579
12613	K12298		37228.715
12307	NotMapped		273142.86
12308	NotMapped		548571.43
12970	mmu_12970		27542857
22227	K08769		19407.492
59006	NotMapped		308571.43
109697	K08779		36754.177
55948	K06644		1165322.6
215384	NotMapped		37428.571
13706	K01346		12381.55
26950	NotMapped		79428.571
16618	K01325		7021.8391
18378	NotMapped		11393.143
12797	NotMapped		180857.14
12957	mmu_12957		42285714
22287	NotMapped		28531.714
16612	K01325		138314.18
14120	K03841		71681.416
17897	K12749		22254902
22074	NotMapped		42571.429
29818	K09546		115976.33
107753	K10090		147692.31
140781	K17751		127648.58
22004	K10374		7781690.1
12652	mmu_12652		28857.143
69117	NotMapped		722857.14
21345	NotMapped		905714.29
76703	K01291		63428.571
18040	K04573		340801.89
17888	K17751		4979360.2
14580	K05640		848837.21
233335	K10376		48366.432
18946	K14074		25581.395
20259	K05768		75244.755
17901	K05738		14308511
23795	NotMapped		65142.857
56370	NotMapped		217142.86
11847	K01476		20811.017
17287	K01395		9148.4605
69191	K09581		1094876.7
66284	NotMapped		7050.5714
17907	K12758		12544379
106393	NotMapped		3028571.4
18645	K05759		465000
53318	NotMapped		26786.286
22003	K10373		25422535
11770	K08753		2234848.5
69060	K14073		32473.118
59290	NotMapped		405.17143
68738	K01895		43695.015
20215	NotMapped		17457143
20618	NotMapped		66857.143
17896	K12750		808290.16
99709	NotMapped		63.885714
21953	K12043		6648351.6
11636	K00939		6340206.2
17075	K06737		10310.794
16855	K10091		59202.454
67041	K01027		882692.31
67931	NotMapped		21850
66283	NotMapped		42000
20199	NotMapped		11384.857
12346	K01672		219923.37
12180	K11426		117959.18
76722	K00933		1372315
103968	K08768		12917.602
12865	K02270		3275000
380683	NotMapped		9683.4286
12709	K00933		7165354.3
12036	K00826		165139.95
18951	K04557		130352.3
16765	K04381		132885.91
67868	K01345		9375.8364
19701	K01380		7312.1891
11475	K12313		15013263
59011	NotMapped		565714.29
19285	NotMapped		554285.71
11754	K00276		1793.8562
236539	K00058		656660.41
17756	K10430		71663.02
11472	K05699		1208053.7
20200	NotMapped		1322857.1
22004	K10374		401408.45
12722	K05027		14348.302
17762	K04380		57162.347
13807	K01689		1488479.3
18600	K01481		24517.088
77337	NotMapped		10676.571
17882	K10352		4142857.1
22223	K05611		9596412.6
54200	K01015		2839.8225
67373	NotMapped		34285.714
75600	NotMapped		8325.1429
17957	NotMapped		448571.43
24131	NotMapped		1251428.6
67399	NotMapped		1002.4857
17156	K01230		40561.622
14264	K08121		744680.85
12389	K06278		379775.28
17868	K12568		850393.7
69824	NotMapped		8354.5714
13346	K07610		1264392.3
12958	mmu_12958		16514286
81600	K01183		9073.9958
18479	K04409		4678.8991
19695	NotMapped		674.57143
223809	NotMapped		211142.86
17880	K10352		420385.4
259300	K12469		75874.77
11459	K10354		9814323.6
20964	NotMapped		130857.14
16832	K00016		3862275.4
14778	K00432		421238.94
53322	NotMapped		118571.43
21925	K12042		1362500
104069	NotMapped		782857.14
12715	K00933		10813648
69983	K01203		103319.5
233799	K01896		21043.478
14598	K00681		8350.7042
329251	K12329		19057.377
13142	K00273		11523.768
12353	K01672		28080.442
12925	NotMapped		274285.71
20203	NotMapped		751428.57
216188	K00289		11375.948
74551	K01596		21406.25
20404	K11247		326704.55
66824	K12799		82901.554
15277	K00844		98800.436
13823	K06107		147470.4
13070	K00498		2670.7224
27357	K00750		44144.144
27053	K01953		17475.758
20910	NotMapped		2180000
14725	K06233		6673.8197
12557	K06811		7306.0459
67092	K00613		38770.686
67182	NotMapped		1194.9429
56012	K01834		4031620.6
13628	K03231		723542.12
13808	K01689		7235023
14199	NotMapped		540000
13007	K09377		917098.45
16763	NotMapped		4977.1429
109042	NotMapped		23629.429
218138	K01711		65591.398
19132	K07607		43578.947
19058	K06268		84117.647
224796	K05025		199203.19
56421	K00850		214285.71
68794	K04437		54292.003
17922	K10359		186.7487
107993	K10379		11490385
16777	K05636		29955.207
21916	K10370		295264.62
50876	K10370		102564.1
216350	NotMapped		4777.4286
109272	NotMapped		1034285.7
18295	K08126		664429.53
21648	K10420		43428.571
665270	NotMapped		229.81429
18073	K06826		49397.59
15507	K04455		15071770
66695	K08120		310991.96
12512	K06497		53361.345
72088	NotMapped		1781.3143
12323	K04515		18341.513
67399	NotMapped		51142.857
12372	NotMapped		1408571.4
18746	K00873		10696798
20198	NotMapped		1600000
104183	NotMapped		52000
27273	K00898		22508.01
64661	NotMapped		5076.2857
69787	NotMapped		2946.8571
330440	NotMapped		4024.8571
12971	NotMapped		211142.86
17929	NotMapped		2457142.9
14660	K01425		229970.33
12799	K01121		80952.381
433470	NotMapped		4616.2857
17035	NotMapped		22752.571
16664	K07604		311983.47
226519	K05635		86496.577
16854	K06831		500000
19283	K08114		23420
75572	K01512		837735.85
20195	NotMapped		365714.29
16775	K06241		10572.687
226041	NotMapped		90571.429
67326	NotMapped		31428.571
18489	NotMapped		1197.7429
118449	NotMapped		43714.286
12349	K01672		5346153.8
76293	NotMapped		178571.43
17885	K10352		115126.48
17879	K10352		7929969.1
67971	NotMapped		582857.14
270097	NotMapped		98285.714
11674	K01623		9725274.7
66734	K10435		193388.43
107272	K00831		440540.54
13602	NotMapped		11718
17022	K08122		3431952.7
14457	NotMapped		2370.2571
171580	NotMapped		268.29143
11450	K07296		213360.32
11811	K01500		50000
107029	K00027		77112.135
26558	NotMapped		3516.5714
22240	NotMapped		868571.43
232714	K12047		8394
232400	NotMapped		18347.143
17930	NotMapped		1594285.7
18483	NotMapped		88000
13179	K04660		2322404.4
23969	NotMapped		320000
11983	NotMapped		285428.57
17118	K12561		1653721.7
69051	K00286		33437.5
14467	NotMapped		1480000
56185	K11517		46742.21
16852	K06830		1785185.2
72948	NotMapped		297142.86
11676	K01623		2380165.3
21985	NotMapped		244000
12933	NotMapped		1348571.4
20965	NotMapped		59714.286
16890	K07188		2165.3491
20194	NotMapped		991428.57
21753	NotMapped		32285.714
229731	NotMapped		24573.429
17988	NotMapped		1028571.4
73723	NotMapped		283714.29
13405	K10366		5655.2474
12721	K13882		194143.17
13184	NotMapped		2405.7714
216739	K01897		93830.703
14583	K00820		84361.549
13010	K13899		125714.29
16985	NotMapped		2937.7143
11997	K00011		541139.24
15275	K00844		165297.74
22352	K07606		14592275
107684	NotMapped		2744.7429
18611	NotMapped		757142.86
19652	K13186		10917.647
71960	K10352		83000
381204	K01301		821.89262
16952	NotMapped		4257142.9
11820	K04520		25714.286
12306	NotMapped		2885714.3
14381	K00036		252427.18
18074	K06826		54811.119
66395	NotMapped		7857142.9
12362	K01370		12375.622
56356	NotMapped		23395.143
17105	K13915		28664.189
74340	K01251		43066.884
11808	NotMapped		711428.57
109857	K00084		37184.116
13821	K06107		21274.175
17760	K10432		68211.921
56078	K01672		7158.6751
109934	NotMapped		16236
12406	K09501		796163.07
83397	NotMapped		161428.57
67103	K13948		1060790.3
216810	NotMapped		33142.857
217124	NotMapped		75142.857
12934	K07528		1765734.3
67865	NotMapped		12775.143
20324	NotMapped		502857.14
29877	NotMapped		311428.57
380698	NotMapped		245428.57
11766	NotMapped		1711.8286
26556	NotMapped		20630
16776	K06240		3066.1646
12332	K10368		463068.18
269713	K10422		12225.406
24014	K01165		32653.061
192176	K04437		148092.18
65969	NotMapped		20949.143
21346	NotMapped		402857.14
109264	K00029		24834.437
66355	K00364		33913.043
208943	K10357		195.07429
20963	K05855		4244.1971
76281	NotMapped		55714.286
12313	K02183		1006711.4
23917	K00088		215953.31
18476	K16795		121982.76
66222	K13963		361477.57
20708	K13963		71428.571
16779	K06243		26347.971
102502	NotMapped		126285.71
14590	K01307		16921.767
58194	K12470		3340.1975
66098	NotMapped		21127.143
66144	K02151		133613.45
16019	NotMapped		13081.143
76932	NotMapped		9225.1429
67443	K10435		80000
30948	NotMapped		385714.29
12696	K13195		256395.35
22138	K12567		43733.848
67834	K00030		1538251.4
11717	K01490		6498.0418
19038	K09563		15790.094
67861	NotMapped		82000
16403	K06485		9440.8799
68028	K02891		10784.426
26430	K07759		26315.789
72269	K01489		59727.397
12140	K08756		8819.697
74145	K03917		26639.344
14571	K00111		160935.35
56205	NotMapped		34571.429
12653	mmu_12653		41714.286
12798	NotMapped		52285.714
17755	K10429		66558.442
18799	K05857		18121.693
13017	K04496		96853.933
56526	NotMapped		11248.571
16560	K10392		30324.484
234267	NotMapped		345714.29
50706	NotMapped		43142.857
229603	K11860		5004.5238
19895	K01807		10161.716
P01864	NotMapped		1121.8571
11544	K01245		83149.171
66251	K12493		9521.4149
23999	K08870		117478.51
11677	K00011		1901898.7
229593	NotMapped		9822
22271	K00757		47909.968
14432	NotMapped		19756.571
97165	K11295		1352381
22152	K07375		337777.78
19309	K00688		992874.11
66471	NotMapped		585714.29
114584	K05021		622406.64
14079	K08751		39725.758
74103	NotMapped		354285.71
72042	NotMapped		1197142.9
15929	K00030		783715.01
73442	NotMapped		138285.71
59046	NotMapped		11118
11486	K01488		48295.455
22323	K06274		16588.8
66849	NotMapped		86571.429
11641	NotMapped		278571.43
12554	K06808		14985.994
98878	K12477		64510.166
270685	K13402		3478.915
114663	K01092		9123.1034
16541	K08565		1858.0907
17904	K12751		1754966.9
212307	K10436		221472.39
11857	K12462		271500
227737	NotMapped		64000
20692	NotMapped		70000
12810	NotMapped		17900
19055	K04348		274472.17
11745	NotMapped		1882857.1
19339	K07882		348636.36
14086	NotMapped		38000
16594	K10407		3606.01
20193	NotMapped		302857.14
67980	K02564		81159.42
15163	K06106		19869.753
13476	NotMapped		266000
68106	NotMapped		40857.143
71733	NotMapped		4448.5714
219072	NotMapped		28004.286
11973	K02150		1150442.5
16956	K01059		4760.5485
17254	K06519		148859.32
13860	NotMapped		11266.571
98932	K12755		179651.16
54609	K04523		31504.702
64933	K12398		7738.2775
170718	K00030		1365714.3
16678	K07605		107692.31
13132	K12475		16449.086
107589	K00907		32251.417
11518	NotMapped		288571.43
11775	K12397		17929.76
19231	NotMapped		974285.71
20719	K13963		703703.7
432516	K10356		13902.205
16906	K07611		3112244.9
18537	K00573		859030.84
74325	K04645		572052.4
93686	NotMapped		13960.857
227620	K00972		17479.882
15129	K13823		16054422
326618	K10375		1548387.1
11964	K02145		705024.31
15122	K13823		4857142.9
12908	K00624		182108.63
53416	K08282		74100.719
110935	K02147		1917.6857
75608	K12194		131250
12325	K04515		6928.3554
26611	NotMapped		190571.43
56360	NotMapped		114285.71
20362	NotMapped		162000
353170	NotMapped		5254.5714
18754	K06068		818.15468
56195	NotMapped		138571.43
22003	K10373		99647.887
16592	K08754		71185185
12550	K05689		5591.2896
104001	NotMapped		169428.57
69654	K10424		703980.1
11465	K05692		166400
71780	K01858		39856.373
320707	K05850		125428.57
110078	K00688		306049.82
223601	NotMapped		187428.57
232748	NotMapped		3659.7143
68631	K13247		54545.455
15444	NotMapped		11214.857
107975	NotMapped		14811.143
209378	NotMapped		1607
68420	NotMapped		2470.4571
19264	K06478		2291.402
14960	K06752		5166.0156
16149	K06505		2795.6631
23825	NotMapped		488571.43
14007	K13207		76377.953
230972	NotMapped		122000
18582	K13758		393333.33
14936	K00693		32249.322
213539	K09556		46138.095
654795	NotMapped		52000
22142	K07374		90022.173
381694	K13675		23312.883
73212	NotMapped		1127.2286
14593	K00804		28987.333
170930	K12160		702105.26
67068	K10419		631250
57915	NotMapped		1391.2571
94181	K05304		428571.43
68519	NotMapped		36285.714
15512	K03283		43759.874
17524	NotMapped		83714.286
59069	K09290		6056338
14688	K04536		4764705.9
12945	K13912		897.7458
16593	K10407		158225.51
19672	NotMapped		278571.43
67803	NotMapped		2927.1429
17219	K02542		2945.7978
11966	K02147		516634.05
14245	NotMapped		431.25714
26364	K08446		2094.9878
73112	NotMapped		8232.2857
71148	NotMapped		4741.1429
18751	K02677		21609.538
52589	NotMapped		82571.429
101314	NotMapped		11662.286
11931	K01540		506578.95
22629	K16198		2235772.4
18717	K00889		19515.885
20970	K16337		979.02715
13589	K10436		477611.94
12491	K06259		111440.68
56327	K07943		54891.304
18033	K02580		1889.8043
66273	NotMapped		23683.143
227541	K08794		20668.571
14269	NotMapped		56285.714
18597	K00161		1230769.2
18739	NotMapped		6275.4286
56702	K11275		10676.682
17161	K00274		41634.981
74091	K01639		596875
68263	K00162		1158774.4
69772	K00019		124081.63
11891	K07885		42069.231
216197	K13999		70260.87
18536	NotMapped		4965.4286
234779	K05859		671.20158
14026	NotMapped		13012.286
74044	NotMapped		105142.86
12759	NotMapped		477142.86
16170	NotMapped		2556.4
73834	K02149		75708.502
228359	NotMapped		187142.86
380711	NotMapped		1912.9143
380686	NotMapped		136857.14
432467	K12898		94857.143
51793	K01482		69122.807
380928	K06084		96000
66128	NotMapped		146571.43
P01867-2	NotMapped		116571.43
21987	NotMapped		7880.8571
229877	NotMapped		207428.57
22631	K16197		4448979.6
66310	NotMapped		37714.286
66645	NotMapped		32571.429
18797	K05858		5313.128
57349	K10029		5111.4286
20202	NotMapped		43142.857
59069	K09290		89436.62
21825	K16857		34188.034
239217	NotMapped		47428.571
109552	NotMapped		145714.29
12419	K11587		92670.157
73086	K04445		10790.382
108911	NotMapped		40285.714
66128	NotMapped		97714.286
320183	NotMapped		6156.8571
13016	K04496		99773.243
72157	K01835		26290.323
12417	K11586		409289.62
216963	K05737		2361.4286
27360	NotMapped		391428.57
18642	K00850		166666.67
319713	K07520		3697.654
72108	NotMapped		6436.8571
170750	K01262		66292.135
65106	NotMapped		55142.857
12412	K11585		296216.22
14225	K09568		3231481.5
227700	K11248		68250
20111	K04373		35635.359
12402	K04707		3664.6221
11937	K05853		7821.2274
17831	K10955		1162.5
105298	NotMapped		2458.0286
12322	K04515		24476.987
15193	NotMapped		134857.14
17220	K02210		3765.0904
53598	K10425		132795.7
11429	K01681		3935897.4
16181	K05481		4469.0449
100900	K04082		7387.6068
12816	K08132		429487.18
52398	NotMapped		477142.86
17698	K05763		644714.04
29812	NotMapped		37142.857
18220	NotMapped		234857.14
68614	NotMapped		2957.7143
22793	K06273		7691.3121
26417	K04371		138947.37
66204	K01512		250505.05
18195	K06027		693548.39
53378	NotMapped		32571.429
57138	NotMapped		59142.857
12183	K01837		31917.761
192662	K12462		1426470.6
27984	NotMapped		68000
108058	K04515		60332.103
20201	NotMapped		156285.71
65972	K08059		14770.565
244373	NotMapped		328571.43
233908	K13098		297297.3
54391	K00861		98709.677
63986	NotMapped		3281.1429
12757	K04644		1527659.6
17967	K06491		234080.72
382643	NotMapped		517142.86
15382	K12741		1265625
116847	K08125		1283068.8
56086	K11290		446366.78
18753	K06068		4018.546
22343	NotMapped		654285.71
66469	NotMapped		54000
29875	K16848		23355.462
14904	NotMapped		3668.2857
14857	K00799		100448.43
76626	NotMapped		448571.43
668218	NotMapped		61428.571
26370	K10840		27212.791
16400	K06482		159.48718
15469	K11434		218059.3
12858	K02264		1335616.4
11852	K07856		89285.714
108671	K09529		83011.583
114886	NotMapped		159428.57
11733	K10380		3026.4769
227960	NotMapped		6449.7143
14784	K04364		440553
234353	K12494		2112.054
214459	NotMapped		62571.429
407785	K03939		652586.21
100732	K10436		839857.65
17215	K02541		2721.6749
320183	NotMapped		5249.4286
26949	K00540		598522.17
22375	K01867		127442.83
54120	NotMapped		16803.714
76497	NotMapped		98571.429
76820	NotMapped		9396
14156	K04799		6881.4815
75901	K12610		2314.6179
11957	K02131		675925.93
67683	NotMapped		9173.7143
63913	NotMapped		93142.857
108664	K02144		169772.26
53605	K11279		685421.99
57752	K14282		9660.5744
59069	K09290		376760.56
17931	K06270		21671.526
269774	K08853		23044.838
20742	K06115		1498095.6
20024	NotMapped		405714.29
232201	NotMapped		2200.6
72096	NotMapped		13914.571
19088	K04739		54326.923
29817	NotMapped		42571.429
66514	K13051		106441.72
17955	K11282		2274666.7
545030	NotMapped		102.59429
20739	K06114		10931.677
50926	K13044		203986.71
80890	K11997		13379.032
56426	NotMapped		19074.857
68598	K09528		238339.92
208194	K01173		8137.5
18738	NotMapped		354285.71
30059	NotMapped		81714.286
22151	K07375		417977.53
54519	NotMapped		886.14286
16773	K05637		20315.518
54401	K16197		2211382.1
93730	NotMapped		43714.286
14555	K00006		1091690.5
329154	NotMapped		6668
12340	K10364		173426.57
69270	K10732		15208.163
