Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Nervous System	MAPPED	0.002042	0.004124	0.008482	0.001916	0.00586	0.0113	0.001539	0.00374	0.01019	0.001834	0.003145	0.008526	0.001453	0.002943	0.009337	0.002031	0.004801	0.01094	0.00195	0.003891	0.009543	0.001406	0.003015	0.006674	0.001884	0.003539	0.009554	0.001903	0.002966	0.007401	0.001816	0.00366	0.008503
-Sensory System	MAPPED	5.547e-05	0.0005815	0.0007841	0.0001227	0.001264	0.001592	9.444e-05	0.0008593	0.0009265	5.851e-05	0.0005927	0.0007516	8.041e-05	0.0007531	0.0009012	7.329e-05	0.001117	0.001834	8.388e-05	0.0007981	0.0008814	7.187e-05	0.0005748	0.0006459	4.366e-05	0.0004149	0.0004562	5.665e-05	0.0004193	0.000475	5.418e-05	0.000596	0.0006253
-Development	MAPPED	0.0009554	0.001147	0.00187	0.001732	0.002046	0.004366	0.001272	0.00156	0.002247	0.0006996	0.001074	0.001967	0.00182	0.00213	0.002886	0.002498	0.002725	0.003603	0.0009959	0.001242	0.001786	0.001559	0.001743	0.002291	0.0002934	0.0006	0.001219	0.0005862	0.0008119	0.001354	0.0009737	0.001444	0.002136
-Environmental Adaptation	MAPPED	8.11e-05	0.0005108	0.004307	7.481e-05	0.0007308	0.002823	0.0001175	0.0005564	0.00398	0.0001347	0.0004257	0.002754	7.145e-05	0.0004612	0.003504	8.471e-05	0.0003629	0.00442	7.273e-05	0.0006795	0.00364	5.079e-05	0.0004972	0.006407	0.0001169	0.000717	0.004008	8.138e-05	0.0002403	0.006243	0.0001008	0.000622	0.00433
Human Diseases	MAPPED	0.0616	0.08726	0.1003	0.0766	0.09917	0.1129	0.05789	0.08672	0.09829	0.06803	0.08918	0.1049	0.06409	0.08059	0.09778	0.06804	0.08882	0.1032	0.06133	0.07844	0.09257	0.0678	0.09026	0.1075	0.06619	0.08262	0.1069	0.08154	0.1046	0.1126	0.07374	0.09506	0.112
-Cancers	MAPPED	0.005423	0.008002	0.02749	0.006859	0.00867	0.02913	0.006141	0.008107	0.02725	0.005505	0.007174	0.03241	0.005135	0.006659	0.02168	0.005061	0.006492	0.01955	0.006687	0.008735	0.02684	0.005564	0.006501	0.0277	0.008199	0.01043	0.0401	0.007152	0.01008	0.02454	0.004885	0.006833	0.02749
-Immune System Diseases	MAPPED	0.001658	0.01269	0.02019	0.003334	0.02064	0.03178	0.001771	0.008582	0.01612	0.001465	0.01189	0.02007	0.00113	0.01133	0.01751	0.001531	0.009554	0.01494	0.002626	0.009839	0.01745	0.002639	0.01515	0.02013	0.004063	0.01271	0.02188	0.00229	0.01464	0.02101	0.00259	0.01991	0.02523
-Neurodegenerative Diseases	MAPPED	0.02367	0.02906	0.03381	0.02383	0.02875	0.03377	0.01992	0.02347	0.02924	0.02381	0.03029	0.03329	0.02508	0.02832	0.03235	0.02469	0.02758	0.03328	0.02458	0.02863	0.03198	0.02742	0.0339	0.03835	0.02334	0.02818	0.03387	0.03766	0.04702	0.0514	0.02785	0.03267	0.03803
-Cardiovascular Diseases	MAPPED	0.001155	0.007132	0.01388	0.0007326	0.003552	0.01368	0.0009355	0.005147	0.01993	0.0007465	0.005336	0.009286	0.001313	0.005943	0.01323	0.002131	0.008771	0.02582	0.00123	0.004758	0.008687	0.0005603	0.003955	0.006517	0.0005473	0.003692	0.00651	0.0008179	0.004644	0.00966	0.0008256	0.004689	0.008115
-Metabolic Diseases	MAPPED	2.921e-06	4.024e-05	0.007432	7.23e-07	3.83e-05	0.007249	2.125e-07	3.58e-05	0.009821	3.975e-07	4.879e-05	0.006713	1.324e-05	3.145e-05	0.01197	5.532e-06	3.563e-05	0.01102	6.116e-06	0.0002705	0.007453	8.94e-06	9.078e-05	0.01203	5.464e-07	9.652e-05	0.004494	8.616e-06	3.26e-05	0.01189	5.264e-06	3.667e-05	0.01033
-Infectious Diseases	MAPPED	0.01159	0.0175	0.02168	0.01598	0.02095	0.02713	0.01392	0.01843	0.02611	0.01184	0.01895	0.02684	0.01325	0.01797	0.02523	0.01791	0.02186	0.02875	0.01146	0.01448	0.02024	0.01286	0.01727	0.02951	0.01227	0.01772	0.02133	0.01287	0.01634	0.02734	0.01043	0.01846	0.02599
Not Mapped	MAPPED	0.2181	0.2181	0.2181	0.2002	0.2002	0.2002	0.2168	0.2168	0.2168	0.2163	0.2163	0.2163	0.2339	0.2339	0.2339	0.2152	0.2152	0.2152	0.2175	0.2175	0.2175	0.2108	0.2108	0.2108	0.2265	0.2265	0.2265	0.2424	0.2424	0.2424	0.2428	0.2428	0.2428
-Not Mapped	MAPPED	0.2181	0.2181	0.2181	0.2002	0.2002	0.2002	0.2168	0.2168	0.2168	0.2163	0.2163	0.2163	0.2339	0.2339	0.2339	0.2152	0.2152	0.2152	0.2175	0.2175	0.2175	0.2108	0.2108	0.2108	0.2265	0.2265	0.2265	0.2424	0.2424	0.2424	0.2428	0.2428	0.2428
TOTAL	Genetic Information Processing	2.745	2.845	2.945	2.912	2.984	3.194	2.923	3.036	3.143	2.72	2.841	2.933	3.4	3.483	3.637	3.695	3.775	3.976	2.5	2.577	2.66	3.04	3.166	3.373	2.499	2.62	2.712	3.163	3.247	3.475	2.677	2.74	2.917
MAPPED	Genetic Information Processing	2.253	2.335	2.417	2.427	2.486	2.661	2.402	2.495	2.583	2.237	2.336	2.411	2.755	2.822	2.948	3.04	3.106	3.272	2.054	2.117	2.185	2.511	2.615	2.786	2.038	2.136	2.211	2.546	2.613	2.797	2.154	2.205	2.347
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.1104	0.1213	0.1297	0.1207	0.1338	0.1417	0.0962	0.1035	0.1122	0.09852	0.1068	0.1136	0.1102	0.118	0.1277	0.08956	0.09586	0.1037	0.1104	0.1219	0.1302	0.07676	0.0855	0.09202	0.1088	0.1176	0.1234	0.1088	0.1167	0.124	0.08713	0.09599	0.1015
-Translation	Genetic Information Processing	0.4081	0.4219	0.4361	0.3169	0.3245	0.3396	0.3891	0.4044	0.4212	0.4026	0.4149	0.4296	0.4137	0.4223	0.4373	0.3767	0.3907	0.4075	0.3821	0.3925	0.4054	0.3756	0.3876	0.4129	0.3953	0.4083	0.4209	0.3623	0.3817	0.3931	0.4104	0.4303	0.4462
-Folding, Sorting and Degradation	Genetic Information Processing	0.266	0.2816	0.312	0.2688	0.2817	0.3144	0.3069	0.3161	0.3451	0.2888	0.3062	0.3242	0.2706	0.2796	0.3108	0.338	0.3468	0.3768	0.2966	0.3031	0.3268	0.3409	0.3659	0.3954	0.2842	0.2976	0.3288	0.2898	0.3018	0.337	0.2812	0.2936	0.3226
-DNA Maintenance	Genetic Information Processing	0.1449	0.1605	0.1731	0.225	0.2453	0.2599	0.1496	0.1636	0.181	0.146	0.172	0.1783	0.1442	0.1671	0.1754	0.133	0.1545	0.1606	0.1563	0.1713	0.186	0.1285	0.1519	0.1617	0.15	0.1634	0.1779	0.1641	0.1852	0.2027	0.149	0.166	0.1844
-RNA Family	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.05375	0.0631	0.08342	0.05942	0.07345	0.08939	0.05973	0.07336	0.09591	0.05895	0.07151	0.09092	0.06885	0.08581	0.1061	0.1111	0.1331	0.1662	0.03627	0.04625	0.06029	0.05983	0.08029	0.1005	0.04405	0.05583	0.07322	0.06212	0.0778	0.1055	0.04638	0.05844	0.07334
-Signal Transduction	Genetic Information Processing	0.01475	0.02083	0.03109	0.02395	0.02884	0.03649	0.01621	0.02362	0.03412	0.01652	0.03001	0.03811	0.01558	0.02739	0.03505	0.02235	0.03765	0.04659	0.01428	0.01694	0.02355	0.01349	0.01902	0.02824	0.01843	0.02111	0.03059	0.01422	0.02617	0.0375	0.01584	0.02057	0.03112
-Signaling Molecules and Interaction	Genetic Information Processing	0.03473	0.04488	0.05874	0.03298	0.04177	0.0529	0.04157	0.05316	0.06538	0.03504	0.04245	0.0552	0.04533	0.06119	0.07771	0.08046	0.09612	0.1197	0.01985	0.02724	0.03794	0.04082	0.05897	0.07481	0.0253	0.03316	0.04416	0.03924	0.05299	0.06671	0.02785	0.03618	0.0472
Cellular Processes	Genetic Information Processing	0.3463	0.3822	0.3862	0.3704	0.4068	0.4541	0.453	0.5032	0.5326	0.3009	0.3391	0.3453	0.522	0.5693	0.5908	0.6699	0.7431	0.8048	0.2398	0.2701	0.2795	0.2919	0.314	0.3288	0.2245	0.253	0.2632	0.2408	0.2686	0.2955	0.2148	0.2425	0.2575
-Hemoglobin	Genetic Information Processing	2.21e-06	2.266e-06	4.709e-06	6.161e-06	6.28e-06	9.292e-06	7.734e-06	7.947e-06	8.316e-06	1.057e-10	1.106e-10	4.193e-06	2.097e-06	2.139e-06	4.183e-06	1.424e-06	1.454e-06	2.327e-06	7.309e-11	7.429e-11	2.812e-06	5.013e-06	5.174e-06	5.562e-06	9.91e-05	0.0001016	0.0001568	1.12e-10	1.152e-10	5.827e-07	1.073e-05	1.1e-05	1.154e-05
-Vesicular Transport	Genetic Information Processing	0.02765	0.03686	0.04688	0.04473	0.05192	0.06354	0.03437	0.04445	0.05639	0.02901	0.03562	0.04707	0.03614	0.04486	0.05938	0.06597	0.08137	0.0961	0.02691	0.03787	0.05059	0.04973	0.06155	0.07785	0.02357	0.03285	0.04424	0.04265	0.05532	0.07257	0.02601	0.03492	0.04608
-Cytoskeleton	Genetic Information Processing	0.2544	0.2663	0.2822	0.252	0.2775	0.3086	0.3289	0.3457	0.3916	0.2208	0.2291	0.2427	0.3847	0.4003	0.4314	0.493	0.5256	0.5996	0.1564	0.1706	0.1777	0.1868	0.1971	0.2103	0.1418	0.1548	0.1646	0.1502	0.1623	0.181	0.1409	0.1513	0.1637
-Cell Motility	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.02185	0.03767	0.04528	0.02597	0.05088	0.05528	0.02349	0.04522	0.04992	0.01996	0.03964	0.04635	0.02135	0.04393	0.05254	0.01747	0.0429	0.05126	0.02317	0.04351	0.0492	0.01033	0.02659	0.03136	0.02193	0.04199	0.04448	0.0164	0.03117	0.04608	0.01603	0.03099	0.03868
-Cell Communication	Genetic Information Processing	0.0282	0.02999	0.03905	0.02003	0.02468	0.04493	0.04403	0.04759	0.08056	0.02259	0.02383	0.02887	0.06131	0.06592	0.08284	0.06074	0.06965	0.1172	0.01667	0.01823	0.02809	0.02693	0.03069	0.032	0.02149	0.02404	0.02897	0.01568	0.01738	0.02849	0.01943	0.02139	0.02766
Metabolism	Genetic Information Processing	0.5045	0.5699	0.5991	0.5743	0.6222	0.6824	0.5052	0.5756	0.6024	0.5289	0.5947	0.6286	0.7262	0.8032	0.834	0.6457	0.7547	0.7957	0.4789	0.542	0.5522	0.7592	0.8275	0.8865	0.4847	0.5343	0.5661	0.8384	0.8659	0.9346	0.5577	0.591	0.6345
-Membrane Transport	Genetic Information Processing	0.005389	0.007457	0.009939	0.002415	0.004756	0.006932	0.002902	0.004758	0.007206	0.003147	0.005176	0.007473	0.004319	0.00696	0.00919	0.004652	0.007414	0.009795	0.002621	0.004418	0.006281	0.004596	0.007309	0.01102	0.003339	0.00555	0.007485	0.004309	0.007828	0.01153	0.001935	0.00412	0.005913
-Central Carbon Metabolism	Genetic Information Processing	0.06415	0.07709	0.1153	0.08115	0.09264	0.1463	0.06765	0.08157	0.117	0.06983	0.09346	0.1181	0.09127	0.1326	0.1583	0.1066	0.1133	0.1719	0.06728	0.07588	0.1056	0.09979	0.1112	0.1335	0.06173	0.07317	0.108	0.1155	0.1338	0.1608	0.07369	0.09165	0.128
-Energy Metabolism	Genetic Information Processing	0.02294	0.02702	0.04335	0.03017	0.03322	0.05973	0.02029	0.03246	0.04803	0.02039	0.02878	0.04292	0.02206	0.04382	0.05429	0.03471	0.04499	0.05814	0.02096	0.02343	0.04184	0.02455	0.0335	0.05699	0.01583	0.0258	0.04565	0.03651	0.05306	0.08037	0.02389	0.02649	0.05162
-Biosynthesis	Genetic Information Processing	0.1224	0.1433	0.1693	0.1174	0.1483	0.1696	0.1191	0.1408	0.161	0.1137	0.1481	0.1676	0.135	0.2014	0.2455	0.1416	0.1782	0.2088	0.09937	0.1297	0.1558	0.2034	0.2305	0.266	0.1081	0.1339	0.1416	0.213	0.2516	0.2727	0.1321	0.1556	0.1785
-Other Enzymes	Genetic Information Processing	0.2635	0.2889	0.3144	0.2671	0.3163	0.3568	0.2641	0.275	0.3259	0.2587	0.3014	0.3264	0.3495	0.393	0.453	0.3329	0.3567	0.4112	0.264	0.2795	0.3097	0.3917	0.4153	0.4758	0.2596	0.2701	0.3041	0.3614	0.424	0.4604	0.2826	0.299	0.3467
Organismal Systems	Genetic Information Processing	0.08065	0.1303	0.1526	0.1036	0.1489	0.1769	0.08725	0.1441	0.173	0.07941	0.1319	0.1714	0.108	0.1522	0.1791	0.1378	0.2168	0.2364	0.06515	0.1095	0.129	0.122	0.1816	0.2135	0.06171	0.106	0.1565	0.08982	0.1341	0.1583	0.0679	0.1113	0.1484
-Immune System	Genetic Information Processing	0.01466	0.03483	0.07249	0.02082	0.04535	0.08846	0.01487	0.03547	0.07521	0.01433	0.02894	0.08017	0.01531	0.03701	0.0705	0.02992	0.062	0.08287	0.01083	0.025	0.05901	0.02518	0.04828	0.08991	0.01088	0.02998	0.08669	0.01442	0.03798	0.06316	0.01295	0.03353	0.07181
-Endocrine System	Genetic Information Processing	0.00718	0.02635	0.03079	0.009204	0.01361	0.01795	0.008499	0.02895	0.03281	0.006961	0.03965	0.0444	0.008667	0.02518	0.03223	0.01267	0.04926	0.06172	0.007555	0.02402	0.02745	0.01583	0.04977	0.06098	0.005116	0.02273	0.02435	0.01016	0.0205	0.03099	0.008929	0.02018	0.02687
-Circulatory System	Genetic Information Processing	0.009776	0.0117	0.01313	0.00767	0.01193	0.0143	0.01468	0.01642	0.0177	0.004967	0.007084	0.009551	0.01588	0.01839	0.02199	0.01849	0.02078	0.02617	0.005333	0.00787	0.009909	0.005279	0.009134	0.009444	0.004636	0.007426	0.009548	0.004562	0.01041	0.01249	0.006171	0.01004	0.0126
-Digestive System	Genetic Information Processing	0.01023	0.02035	0.02502	0.009156	0.01293	0.01536	0.01389	0.0174	0.02259	0.008378	0.02109	0.02575	0.01552	0.02703	0.03563	0.01566	0.02217	0.03228	0.009011	0.01246	0.01621	0.01579	0.02489	0.03711	0.0121	0.01562	0.01796	0.01361	0.01836	0.02689	0.007989	0.01189	0.01695
-Excretory System	Genetic Information Processing	0.004868	0.008714	0.0165	0.007405	0.0164	0.02166	0.00833	0.01129	0.02335	0.004212	0.009633	0.02104	0.00624	0.009828	0.02434	0.008175	0.01852	0.02764	0.003564	0.00915	0.01258	0.005453	0.01967	0.03028	0.004922	0.007701	0.01431	0.004763	0.01503	0.02429	0.004158	0.006691	0.01706
-Nervous System	Genetic Information Processing	0.005103	0.009812	0.01969	0.005098	0.01457	0.0275	0.003975	0.009429	0.02513	0.004536	0.007488	0.01979	0.004426	0.008454	0.02619	0.006869	0.0149	0.03402	0.00426	0.008297	0.0202	0.00401	0.008077	0.01741	0.004236	0.007541	0.02056	0.005288	0.007642	0.01925	0.004279	0.008026	0.01863
-Sensory System	Genetic Information Processing	0.0001288	0.001358	0.00196	0.0003023	0.003068	0.004156	0.000233	0.002152	0.00232	0.0001331	0.001325	0.001745	0.0002265	0.002135	0.002556	0.0002278	0.003401	0.005815	0.0001768	0.00168	0.001964	0.0001875	0.001524	0.00174	9.251e-05	0.0008855	0.000999	0.0001473	0.001067	0.001279	0.0001187	0.001314	0.001458
-Development	Genetic Information Processing	0.002153	0.002684	0.004674	0.004213	0.005032	0.01171	0.003158	0.003855	0.005993	0.001653	0.002527	0.004864	0.005191	0.006001	0.008146	0.008022	0.008461	0.01207	0.002108	0.002571	0.003979	0.00404	0.004615	0.006535	0.0006486	0.001303	0.002785	0.001492	0.002149	0.003819	0.002186	0.00319	0.005034
-Environmental Adaptation	Genetic Information Processing	0.0001961	0.001186	0.01025	0.0001991	0.001824	0.007079	0.0003036	0.001373	0.01003	0.0003333	0.0009686	0.006557	0.0002106	0.001299	0.01007	0.0002771	0.001128	0.01372	0.0001589	0.001432	0.007761	0.0001415	0.001318	0.01716	0.0002585	0.00153	0.008625	0.0002276	0.000625	0.0167	0.0002365	0.001363	0.009823
Human Diseases	Genetic Information Processing	0.1388	0.2109	0.2387	0.1859	0.244	0.2832	0.1391	0.2163	0.2523	0.16	0.2133	0.2448	0.1766	0.2284	0.2809	0.2071	0.27	0.3464	0.126	0.1713	0.1954	0.1702	0.2436	0.2777	0.1349	0.1826	0.2278	0.2131	0.2836	0.3145	0.1588	0.213	0.2541
-Cancers	Genetic Information Processing	0.0129	0.01869	0.0638	0.01671	0.02164	0.07383	0.01548	0.02023	0.06795	0.01311	0.01676	0.076	0.01475	0.01962	0.06207	0.01571	0.02124	0.06071	0.01426	0.01839	0.05746	0.01397	0.017	0.07197	0.01764	0.02225	0.08601	0.01821	0.02682	0.06381	0.01096	0.01534	0.06179
-Immune System Diseases	Genetic Information Processing	0.003869	0.0286	0.05046	0.008112	0.05152	0.08536	0.004416	0.02158	0.04191	0.0034	0.02659	0.04964	0.00317	0.03122	0.05334	0.004755	0.02929	0.05053	0.005558	0.0202	0.03888	0.006837	0.03803	0.05742	0.008743	0.0259	0.04999	0.00589	0.03728	0.05925	0.005677	0.04287	0.05819
-Neurodegenerative Diseases	Genetic Information Processing	0.05723	0.06787	0.08047	0.05975	0.07253	0.08307	0.05147	0.05856	0.07312	0.05588	0.06867	0.08233	0.07393	0.07907	0.09853	0.078	0.08529	0.1125	0.05173	0.06059	0.07125	0.07639	0.08735	0.1092	0.05037	0.06052	0.07293	0.09704	0.1197	0.1352	0.06494	0.07364	0.08653
-Cardiovascular Diseases	Genetic Information Processing	0.002602	0.01724	0.03247	0.001968	0.008823	0.03366	0.002247	0.01373	0.04982	0.00167	0.0132	0.02179	0.003619	0.0181	0.03759	0.006484	0.02898	0.08085	0.002526	0.01018	0.01856	0.001407	0.01104	0.01758	0.001115	0.00802	0.01391	0.002082	0.01293	0.02565	0.001778	0.01028	0.01818
-Metabolic Diseases	Genetic Information Processing	6.836e-06	9.303e-05	0.01854	1.779e-06	9.32e-05	0.01946	5.352e-07	8.928e-05	0.02615	9.351e-07	0.000111	0.01655	3.737e-05	8.858e-05	0.03643	1.728e-05	0.0001115	0.03725	1.309e-05	0.0005703	0.01605	2.365e-05	0.0002279	0.03351	1.187e-06	0.0001967	0.009935	2.252e-05	8.477e-05	0.03326	1.179e-05	8.035e-05	0.02424
-Infectious Diseases	Genetic Information Processing	0.02896	0.04061	0.05241	0.03877	0.0523	0.06802	0.03711	0.04428	0.06745	0.02928	0.044	0.06472	0.04034	0.05061	0.07437	0.05784	0.06702	0.08925	0.02503	0.03054	0.04324	0.03363	0.04505	0.07961	0.02803	0.03756	0.04557	0.03363	0.0425	0.07259	0.02457	0.04045	0.05822
Not Mapped	Genetic Information Processing	0.4914	0.5094	0.5272	0.4858	0.4977	0.5328	0.5208	0.541	0.5599	0.4838	0.5052	0.5215	0.6445	0.6602	0.6896	0.6543	0.6685	0.7041	0.4466	0.4603	0.475	0.5293	0.5512	0.5872	0.4616	0.4839	0.5008	0.6172	0.6335	0.6781	0.5229	0.5353	0.5699
-Not Mapped	Genetic Information Processing	0.4914	0.5094	0.5272	0.4858	0.4977	0.5328	0.5208	0.541	0.5599	0.4838	0.5052	0.5215	0.6445	0.6602	0.6896	0.6543	0.6685	0.7041	0.4466	0.4603	0.475	0.5293	0.5512	0.5872	0.4616	0.4839	0.5008	0.6172	0.6335	0.6781	0.5229	0.5353	0.5699
TOTAL	-Transcription	21.8	23.21	24.76	20.87	22.07	23.41	26.75	28.91	31.28	24.37	26.47	27.78	27.21	29.17	30.93	36.43	39.04	41.35	19.72	21.37	22.6	34.32	37.03	39.06	21.07	22.36	23.92	26.06	27.83	28.92	26.82	28.63	29.8
MAPPED	-Transcription	17.9	19.06	20.33	17.39	18.39	19.51	21.98	23.76	25.7	20.04	21.76	22.84	22.05	23.64	25.06	29.98	32.12	34.03	16.2	17.56	18.57	28.35	30.58	32.26	17.18	18.23	19.5	20.97	22.4	23.28	21.58	23.04	23.97
Genetic Information Processing	-Transcription	7.501	8.215	8.696	6.705	7.391	7.783	8.629	9.513	10.2	8.494	9.251	9.778	7.59	8.374	8.841	9.237	10.42	11.1	7.485	8.2	8.78	10.46	11.69	12.17	7.853	8.469	9.124	7.534	8.56	8.887	9.399	10.28	10.87
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	3.204	3.484	3.716	2.25	2.422	2.605	3.547	3.872	4.203	3.545	3.838	4.057	3.281	3.547	3.735	3.764	4.054	4.291	2.983	3.239	3.473	4.156	4.583	4.763	3.256	3.468	3.764	2.952	3.196	3.411	4.142	4.488	4.634
-Folding, Sorting and Degradation	-Transcription	2.079	2.352	2.563	1.858	2.139	2.28	2.668	3.097	3.333	2.485	2.812	3.037	2.071	2.416	2.613	3.188	3.752	4.016	2.22	2.58	2.741	3.711	4.268	4.646	2.315	2.555	2.797	2.196	2.598	2.884	2.681	3.044	3.238
-DNA Maintenance	-Transcription	1.156	1.299	1.484	1.57	1.834	2.007	1.364	1.531	1.845	1.31	1.541	1.702	1.144	1.368	1.494	1.286	1.532	1.748	1.249	1.38	1.62	1.476	1.7	1.906	1.257	1.384	1.623	1.336	1.574	1.762	1.533	1.707	1.928
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.4415	0.5336	0.7123	0.4309	0.5252	0.6331	0.577	0.748	0.9311	0.5343	0.6825	0.8257	0.5766	0.7164	0.9384	1.094	1.386	1.611	0.2974	0.3671	0.4913	0.6996	0.9059	1.156	0.3747	0.471	0.6077	0.5118	0.6387	0.8592	0.4629	0.6273	0.7751
-Signal Transduction	-Transcription	0.1107	0.1717	0.2451	0.1832	0.1984	0.2828	0.1398	0.2247	0.3111	0.1403	0.2776	0.3659	0.1182	0.2345	0.278	0.2064	0.3925	0.5171	0.1243	0.149	0.1882	0.1411	0.2307	0.3161	0.1448	0.1796	0.2487	0.1071	0.2114	0.3157	0.1489	0.2026	0.32
-Signaling Molecules and Interaction	-Transcription	0.2853	0.3513	0.5266	0.2391	0.3111	0.4101	0.4015	0.4856	0.6645	0.3282	0.3885	0.5277	0.3796	0.4791	0.6955	0.8331	0.9597	1.169	0.1628	0.2194	0.3031	0.4773	0.6871	0.878	0.2152	0.2936	0.3784	0.3359	0.4273	0.5424	0.2779	0.373	0.5154
Cellular Processes	-Transcription	2.67	3.15	3.334	2.613	3.049	3.196	4.036	4.955	5.173	2.65	3.139	3.344	4.087	4.817	5.049	6.561	7.998	8.249	1.858	2.193	2.359	3.199	3.656	3.928	1.858	2.169	2.308	1.982	2.299	2.586	2.17	2.469	2.637
-Hemoglobin	-Transcription	1.704e-05	1.934e-05	3.845e-05	4.354e-05	4.865e-05	6.964e-05	6.989e-05	7.627e-05	8.173e-05	9.311e-10	1.056e-09	3.928e-05	1.642e-05	1.848e-05	3.503e-05	1.392e-05	1.57e-05	2.407e-05	5.624e-10	6.417e-10	2.34e-05	5.555e-05	6.015e-05	6.322e-05	0.0008033	0.0009107	0.001334	9.034e-10	1.002e-09	5.117e-06	0.0001057	0.0001128	0.0001182
-Vesicular Transport	-Transcription	0.2151	0.2991	0.3793	0.3156	0.3991	0.4945	0.3121	0.4276	0.5272	0.2555	0.3381	0.4388	0.283	0.3822	0.473	0.6405	0.8589	1.002	0.2213	0.314	0.4042	0.5484	0.7108	0.8974	0.2167	0.2733	0.3746	0.3662	0.4735	0.5901	0.2957	0.3795	0.4738
-Cytoskeleton	-Transcription	2.053	2.181	2.385	1.884	2.038	2.263	3.08	3.372	3.792	2.014	2.131	2.309	3.134	3.322	3.658	5.069	5.382	6.182	1.307	1.356	1.499	2.179	2.236	2.441	1.26	1.292	1.424	1.306	1.363	1.491	1.413	1.535	1.68
-Cell Motility	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	0.1771	0.2888	0.3829	0.1832	0.355	0.4282	0.2241	0.4302	0.4864	0.1758	0.3504	0.4413	0.1691	0.3714	0.4451	0.1794	0.4618	0.5385	0.1924	0.3268	0.422	0.1345	0.311	0.3809	0.1839	0.3315	0.3996	0.1507	0.2639	0.4095	0.1794	0.3229	0.4204
-Cell Communication	-Transcription	0.2148	0.2452	0.326	0.1565	0.1884	0.348	0.4031	0.4611	0.7925	0.1982	0.2209	0.2749	0.5003	0.5431	0.6937	0.6717	0.745	1.222	0.1339	0.158	0.2336	0.3055	0.3494	0.3805	0.1757	0.2191	0.2602	0.1262	0.143	0.2439	0.201	0.2197	0.3007
Metabolism	-Transcription	4.378	4.66	4.958	4.295	4.647	4.854	5.108	5.465	5.88	5.108	5.48	5.827	6.333	6.615	6.956	7.167	7.715	8.248	4.155	4.412	4.767	9.175	9.537	10.17	4.232	4.545	4.906	6.973	7.412	7.855	5.816	6.123	6.644
-Membrane Transport	-Transcription	0.04557	0.06371	0.07746	0.0187	0.03691	0.05182	0.02887	0.04725	0.06571	0.03077	0.0494	0.06705	0.03658	0.06314	0.07309	0.0491	0.08278	0.09765	0.02248	0.03715	0.04908	0.05582	0.09521	0.1153	0.03	0.04657	0.05893	0.03829	0.06805	0.09317	0.02018	0.04518	0.05558
-Central Carbon Metabolism	-Transcription	0.4946	0.6078	0.8879	0.5725	0.7675	0.9807	0.6394	0.8479	1.009	0.6265	0.896	1.009	0.7775	1.052	1.279	1.067	1.265	1.588	0.5169	0.6788	0.7949	1.117	1.321	1.525	0.5003	0.6224	0.8519	0.9315	1.201	1.359	0.7325	0.9514	1.204
-Energy Metabolism	-Transcription	0.1877	0.2447	0.377	0.2233	0.2752	0.4141	0.2001	0.3116	0.4857	0.191	0.2582	0.418	0.1848	0.3587	0.4692	0.3621	0.4611	0.6053	0.17	0.2031	0.3674	0.2871	0.4364	0.6934	0.1341	0.2205	0.3917	0.3125	0.4734	0.6556	0.2471	0.2955	0.5369
