Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Environmental Adaptation	-Translation	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Translation	0.02051	0.02968	0.02267	0.01954	0.01878	0.02558	0.02265	0.02903	0.03328	0.03219	0.02281
-Cancers	-Translation	0.008081	0.01217	0.009026	0.00832	0.005896	0.007225	0.006772	0.009768	0.008971	0.01077	0.006986
-Immune System Diseases	-Translation	0.002372	0.004824	0.004274	0.002726	0.002436	0.003585	0.005561	0.005977	0.00993	0.006954	0.005619
-Neurodegenerative Diseases	-Translation	0.005696	0.007993	0.004621	0.003818	0.005374	0.004554	0.00567	0.007416	0.008764	0.00705	0.006009
-Cardiovascular Diseases	-Translation	0.002109	0.0007041	0.001547	0.0009927	0.001713	0.006733	0.001416	0.0004812	0.00116	0.001892	0.0005353
-Infectious Diseases	-Translation	0.002255	0.003982	0.0032	0.003688	0.003358	0.003488	0.003228	0.005388	0.004451	0.005521	0.003656
Not Mapped	-Translation	0.9327	1.193	1.038	0.9736	1.166	1.356	0.893	1.099	0.9113	1.303	0.999
-Not Mapped	-Translation	0.9327	1.193	1.038	0.9736	1.166	1.356	0.893	1.099	0.9113	1.303	0.999
TOTAL	-Folding, Sorting and Degradation	7.542	7.905	6.883	6.792	8.85	7.254	7.004	6.326	6.543	7.47	7.015
MAPPED	-Folding, Sorting and Degradation	6.053	6.49	5.466	5.438	6.958	5.727	5.623	5.11	5.248	5.878	5.56
Genetic Information Processing	-Folding, Sorting and Degradation	3.738	3.821	3.278	3.405	3.754	2.918	3.599	2.898	3.417	3.282	3.557
-Transcription	-Folding, Sorting and Degradation	0.3668	0.4231	0.3011	0.3004	0.3484	0.2278	0.3757	0.2076	0.3415	0.3033	0.2934
-Translation	-Folding, Sorting and Degradation	1.596	1.185	1.365	1.391	1.624	1.126	1.546	1.107	1.42	1.222	1.457
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.7756	1.213	0.6115	0.7141	0.7821	0.5637	0.6775	0.5837	0.6552	0.7568	0.8071
Environmental Information Processing	-Folding, Sorting and Degradation	0.3379	0.3937	0.3293	0.3018	0.4133	0.4966	0.2353	0.2808	0.2528	0.3336	0.2618
-Signal Transduction	-Folding, Sorting and Degradation	0.1437	0.2109	0.1288	0.1225	0.1726	0.1732	0.1295	0.119	0.1264	0.1663	0.1175
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.1942	0.1828	0.2005	0.1793	0.2407	0.3234	0.1059	0.1618	0.1264	0.1674	0.1442
Cellular Processes	-Folding, Sorting and Degradation	0.798	0.9658	0.8223	0.6614	1.061	1.087	0.6263	0.578	0.5557	0.5868	0.5403
-Hemoglobin	-Folding, Sorting and Degradation	3.145e-05	5.996e-05	4.823e-05	2.507e-05	2.747e-05	1.193e-05	1.889e-05	2.682e-05	0.0009592	3.356e-06	6.914e-05
-Vesicular Transport	-Folding, Sorting and Degradation	0.1349	0.1919	0.1398	0.1177	0.1684	0.2169	0.1482	0.1861	0.1181	0.1869	0.1146
-Cytoskeleton	-Folding, Sorting and Degradation	0.5481	0.6678	0.5505	0.4518	0.7264	0.731	0.3806	0.313	0.34	0.3114	0.3344
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.08349	0.08696	0.09099	0.06656	0.09903	0.08803	0.07981	0.05594	0.07418	0.07109	0.06943
-Cell Communication	-Folding, Sorting and Degradation	0.03145	0.01907	0.04085	0.0253	0.06689	0.05104	0.0177	0.02292	0.02238	0.01735	0.02178
Metabolism	-Folding, Sorting and Degradation	1.091	1.163	0.9304	1.007	1.615	1.111	1.068	1.248	0.9332	1.608	1.112
-Membrane Transport	-Folding, Sorting and Degradation	0.009456	0.003693	0.004414	0.003338	0.007162	0.008107	0.002864	0.008231	0.005824	0.005647	0.004275
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.43	0.4919	0.3974	0.4085	0.664	0.4976	0.4101	0.3927	0.3395	0.548	0.4157
-Energy Metabolism	-Folding, Sorting and Degradation	0.1917	0.1863	0.1355	0.1705	0.2243	0.1582	0.1943	0.2176	0.1805	0.3847	0.1984
-Biosynthesis	-Folding, Sorting and Degradation	0.3299	0.3539	0.2858	0.3194	0.5773	0.3324	0.3333	0.4492	0.2969	0.5035	0.3657
-Other Enzymes	-Folding, Sorting and Degradation	0.1298	0.1274	0.1074	0.1053	0.1421	0.1145	0.1273	0.1803	0.1104	0.1658	0.1283
Organismal Systems	-Folding, Sorting and Degradation	0.05576	0.1112	0.07542	0.03561	0.08435	0.08576	0.05894	0.07286	0.04223	0.0284	0.05442
-Immune System	-Folding, Sorting and Degradation	0.01047	0.01649	0.006655	0.007928	0.01126	0.02322	0.007046	0.01197	0.00644	0.004887	0.007432
-Endocrine System	-Folding, Sorting and Degradation	0.01057	0.02889	0.02637	0.00983	0.01992	0.01973	0.02597	0.03513	0.01051	0.0102	0.0238
-Circulatory System	-Folding, Sorting and Degradation	0.01775	0.01463	0.02596	0.006671	0.0314	0.02106	0.008204	0.0049	0.008349	0.002535	0.007823
-Digestive System	-Folding, Sorting and Degradation	0.005989	0.002602	0.004037	0.003971	0.008085	0.004103	0.007533	0.0124	0.009606	0.003548	0.003547
-Excretory System	-Folding, Sorting and Degradation	0.007477	0.04257	0.008133	0.00503	0.005485	0.008238	0.006947	0.003772	0.006517	0.005626	0.008201
-Nervous System	-Folding, Sorting and Degradation	0.0001226	0.0001233	0.0001931	0.0005082	0.0001501	0.0001433	0.0003379	0.0001007	0.000211	0.0001153	7.792e-05
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0.003383	0.005899	0.004075	0.001676	0.008054	0.009264	0.002899	0.004583	0.0006014	0.001482	0.00354
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	0.03274	0.03518	0.03094	0.02718	0.03048	0.02882	0.03502	0.03213	0.04727	0.03934	0.03322
-Cancers	-Folding, Sorting and Degradation	0.0129	0.01443	0.01232	0.01157	0.009572	0.008138	0.01047	0.01081	0.01274	0.01317	0.01018
-Immune System Diseases	-Folding, Sorting and Degradation	0.003785	0.005719	0.005835	0.003791	0.003955	0.004037	0.008599	0.006616	0.0141	0.008499	0.008186
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.00909	0.009475	0.006308	0.005309	0.008725	0.005129	0.008767	0.008208	0.01245	0.008615	0.008755
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.003366	0.0008347	0.002111	0.00138	0.002781	0.007584	0.002189	0.0005325	0.001647	0.002312	0.0007798
-Infectious Diseases	-Folding, Sorting and Degradation	0.003599	0.004721	0.004369	0.005128	0.005453	0.003929	0.004991	0.005963	0.006322	0.006747	0.005327
Not Mapped	-Folding, Sorting and Degradation	1.489	1.414	1.417	1.354	1.893	1.527	1.381	1.216	1.294	1.592	1.455
-Not Mapped	-Folding, Sorting and Degradation	1.489	1.414	1.417	1.354	1.893	1.527	1.381	1.216	1.294	1.592	1.455
TOTAL	-DNA Maintenance	9.724	6.518	11.25	9.512	11.32	12.87	10.34	10.84	9.985	9.871	8.691
MAPPED	-DNA Maintenance	7.805	5.352	8.938	7.616	8.896	10.16	8.3	8.754	8.01	7.767	6.888
Genetic Information Processing	-DNA Maintenance	4.82	3.151	5.36	4.768	4.8	5.176	5.313	4.965	5.215	4.337	4.407
-Transcription	-DNA Maintenance	0.4729	0.3488	0.4923	0.4206	0.4454	0.4041	0.5545	0.3556	0.5212	0.4008	0.3635
-Translation	-DNA Maintenance	2.058	0.9775	2.232	1.947	2.076	1.998	2.282	1.896	2.168	1.615	1.805
-Folding, Sorting and Degradation	-DNA Maintenance	1.289	0.8246	1.635	1.4	1.279	1.774	1.476	1.713	1.526	1.321	1.239
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1
Environmental Information Processing	-DNA Maintenance	0.4357	0.3246	0.5385	0.4227	0.5284	0.881	0.3474	0.481	0.3858	0.4409	0.3243
-Signal Transduction	-DNA Maintenance	0.1853	0.1739	0.2106	0.1716	0.2207	0.3073	0.1911	0.2039	0.1929	0.2197	0.1456
-Signaling Molecules and Interaction	-DNA Maintenance	0.2504	0.1508	0.3279	0.2511	0.3077	0.5738	0.1563	0.2771	0.1929	0.2212	0.1787
Cellular Processes	-DNA Maintenance	1.029	0.7964	1.345	0.9262	1.356	1.928	0.9245	0.9903	0.8481	0.7754	0.6695
-Hemoglobin	-DNA Maintenance	4.055e-05	4.944e-05	7.887e-05	3.511e-05	3.512e-05	2.117e-05	2.788e-05	4.595e-05	0.001464	4.435e-06	8.566e-05
-Vesicular Transport	-DNA Maintenance	0.174	0.1582	0.2287	0.1648	0.2153	0.3848	0.2188	0.3189	0.1803	0.247	0.142
-Cytoskeleton	-DNA Maintenance	0.7067	0.5507	0.9003	0.6327	0.9288	1.297	0.5617	0.5362	0.519	0.4115	0.4143
-Cell Motility	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.1076	0.0717	0.1488	0.09321	0.1266	0.1562	0.1178	0.09583	0.1132	0.09393	0.08602
-Cell Communication	-DNA Maintenance	0.04055	0.01573	0.0668	0.03543	0.08552	0.09055	0.02612	0.03927	0.03415	0.02293	0.02699
Metabolism	-DNA Maintenance	1.406	0.9591	1.522	1.41	2.065	1.971	1.576	2.138	1.424	2.124	1.378
-Membrane Transport	-DNA Maintenance	0.01219	0.003045	0.007219	0.004674	0.009156	0.01438	0.004228	0.0141	0.008889	0.007462	0.005296
-Central Carbon Metabolism	-DNA Maintenance	0.5544	0.4056	0.6499	0.5721	0.849	0.8828	0.6054	0.6728	0.5181	0.7242	0.5151
-Energy Metabolism	-DNA Maintenance	0.2471	0.1536	0.2215	0.2388	0.2868	0.2806	0.2868	0.3728	0.2755	0.5083	0.2458
-Biosynthesis	-DNA Maintenance	0.4253	0.2918	0.4673	0.4472	0.7381	0.5896	0.4919	0.7696	0.4531	0.6653	0.4531
-Other Enzymes	-DNA Maintenance	0.1674	0.105	0.1756	0.1474	0.1816	0.2031	0.1879	0.3088	0.1686	0.219	0.159
Organismal Systems	-DNA Maintenance	0.07189	0.09169	0.1233	0.04988	0.1078	0.1521	0.087	0.1248	0.06446	0.03752	0.06743
-Immune System	-DNA Maintenance	0.0135	0.0136	0.01088	0.0111	0.01439	0.0412	0.0104	0.02051	0.009828	0.006457	0.009208
-Endocrine System	-DNA Maintenance	0.01363	0.02382	0.04312	0.01377	0.02546	0.035	0.03834	0.06019	0.01604	0.01348	0.02949
-Circulatory System	-DNA Maintenance	0.02288	0.01206	0.04245	0.009343	0.04015	0.03736	0.01211	0.008394	0.01274	0.003349	0.009692
-Digestive System	-DNA Maintenance	0.007722	0.002145	0.006601	0.005561	0.01034	0.007279	0.01112	0.02125	0.01466	0.004688	0.004395
-Excretory System	-DNA Maintenance	0.009641	0.0351	0.0133	0.007044	0.007013	0.01461	0.01025	0.006463	0.009947	0.007434	0.01016
-Nervous System	-DNA Maintenance	0.0001581	0.0001016	0.0003157	0.0007116	0.0001918	0.0002543	0.0004988	0.0001725	0.000322	0.0001523	9.654e-05
-Sensory System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0
-Development	-DNA Maintenance	0.004362	0.004864	0.006664	0.002347	0.0103	0.01644	0.004279	0.007851	0.0009179	0.001958	0.004386
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-DNA Maintenance	0.04221	0.02901	0.0506	0.03806	0.03898	0.05112	0.05169	0.05504	0.07214	0.05198	0.04116
-Cancers	-DNA Maintenance	0.01663	0.0119	0.02015	0.0162	0.01224	0.01444	0.01546	0.01852	0.01945	0.0174	0.01261
-Immune System Diseases	-DNA Maintenance	0.00488	0.004716	0.009541	0.005309	0.005057	0.007163	0.01269	0.01133	0.02153	0.01123	0.01014
-Neurodegenerative Diseases	-DNA Maintenance	0.01172	0.007813	0.01032	0.007435	0.01116	0.009099	0.01294	0.01406	0.019	0.01138	0.01085
-Cardiovascular Diseases	-DNA Maintenance	0.00434	0.0006883	0.003452	0.001933	0.003555	0.01345	0.003232	0.0009123	0.002514	0.003055	0.0009662
-Infectious Diseases	-DNA Maintenance	0.00464	0.003892	0.007144	0.007182	0.006971	0.00697	0.007368	0.01022	0.009649	0.008916	0.0066
Not Mapped	-DNA Maintenance	1.919	1.166	2.316	1.896	2.42	2.709	2.038	2.084	1.975	2.104	1.803
-Not Mapped	-DNA Maintenance	1.919	1.166	2.316	1.896	2.42	2.709	2.038	2.084	1.975	2.104	1.803
TOTAL	Environmental Information Processing	22.32	20.08	20.9	22.5	21.41	14.61	29.76	22.53	25.88	22.39	26.8
MAPPED	Environmental Information Processing	17.91	16.49	16.6	18.02	16.83	11.53	23.89	18.2	20.76	17.62	21.24
Genetic Information Processing	Environmental Information Processing	11.06	9.707	9.953	11.28	9.083	5.875	15.29	10.32	13.52	9.837	13.59
-Transcription	Environmental Information Processing	1.085	1.075	0.9142	0.9951	0.8429	0.4586	1.596	0.7393	1.351	0.909	1.121
-Translation	Environmental Information Processing	4.722	3.011	4.145	4.607	3.928	2.268	6.57	3.942	5.619	3.663	5.566
-Folding, Sorting and Degradation	Environmental Information Processing	2.959	2.54	3.037	3.313	2.419	2.014	4.249	3.561	3.956	2.997	3.82
-DNA Maintenance	Environmental Information Processing	2.295	3.081	1.857	2.366	1.892	1.135	2.879	2.079	2.592	2.268	3.083
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.4253	0.5356	0.3911	0.4059	0.4176	0.3488	0.5502	0.4239	0.4999	0.4983	0.449
-Signaling Molecules and Interaction	Environmental Information Processing	0.5747	0.4644	0.6089	0.5941	0.5824	0.6512	0.4498	0.5761	0.5001	0.5017	0.551
Cellular Processes	Environmental Information Processing	2.361	2.453	2.497	2.191	2.567	2.189	2.661	2.059	2.198	1.759	2.064
-Hemoglobin	Environmental Information Processing	9.306e-05	0.0001523	0.0001465	8.306e-05	6.646e-05	2.403e-05	8.026e-05	9.553e-05	0.003795	1.006e-05	0.0002641
-Vesicular Transport	Environmental Information Processing	0.3992	0.4874	0.4246	0.3899	0.4074	0.4368	0.6299	0.6629	0.4673	0.5603	0.4379
-Cytoskeleton	Environmental Information Processing	1.622	1.696	1.672	1.497	1.758	1.472	1.617	1.115	1.345	0.9335	1.278
-Cell Motility	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.2471	0.2209	0.2763	0.2205	0.2396	0.1772	0.3391	0.1992	0.2935	0.2131	0.2652
-Cell Communication	Environmental Information Processing	0.09307	0.04844	0.124	0.08381	0.1618	0.1028	0.0752	0.08164	0.08852	0.05201	0.08322
Metabolism	Environmental Information Processing	3.228	2.955	2.825	3.336	3.907	2.237	4.537	4.445	3.692	4.818	4.25
-Membrane Transport	Environmental Information Processing	0.02798	0.009381	0.0134	0.01106	0.01733	0.01632	0.01217	0.02931	0.02304	0.01693	0.01633
-Central Carbon Metabolism	Environmental Information Processing	1.272	1.25	1.207	1.353	1.607	1.002	1.743	1.399	1.343	1.643	1.588
-Energy Metabolism	Environmental Information Processing	0.5671	0.4732	0.4113	0.5649	0.5427	0.3185	0.8255	0.775	0.7142	1.153	0.7579
-Biosynthesis	Environmental Information Processing	0.9762	0.8989	0.8677	1.058	1.397	0.6692	1.416	1.6	1.174	1.509	1.397
-Other Enzymes	Environmental Information Processing	0.3842	0.3236	0.3262	0.3488	0.3437	0.2306	0.5409	0.642	0.4369	0.4968	0.4902
Organismal Systems	Environmental Information Processing	0.165	0.2825	0.229	0.118	0.2041	0.1727	0.2505	0.2595	0.1671	0.08511	0.2079
-Immune System	Environmental Information Processing	0.03099	0.04188	0.02021	0.02627	0.02723	0.04677	0.02994	0.04263	0.02548	0.01465	0.02839
-Endocrine System	Environmental Information Processing	0.03127	0.07338	0.08007	0.03257	0.04819	0.03973	0.1104	0.1251	0.04157	0.03058	0.09094
-Circulatory System	Environmental Information Processing	0.05251	0.03716	0.07882	0.0221	0.07597	0.04241	0.03486	0.01745	0.03303	0.007597	0.02988
-Digestive System	Environmental Information Processing	0.01772	0.006609	0.01226	0.01316	0.01956	0.008262	0.03201	0.04418	0.038	0.01063	0.01355
-Excretory System	Environmental Information Processing	0.02213	0.1081	0.0247	0.01666	0.01327	0.01659	0.02952	0.01343	0.02578	0.01686	0.03133
-Nervous System	Environmental Information Processing	0.0003628	0.0003131	0.0005862	0.001684	0.000363	0.0002886	0.001436	0.0003587	0.0008347	0.0003455	0.0002977
-Sensory System	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0
-Development	Environmental Information Processing	0.01001	0.01498	0.01238	0.005553	0.01949	0.01865	0.01232	0.01632	0.002379	0.004442	0.01352
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Environmental Information Processing	0.09687	0.08936	0.09396	0.09004	0.07376	0.05803	0.1488	0.1144	0.187	0.1179	0.1269
-Cancers	Environmental Information Processing	0.03816	0.03666	0.03741	0.03833	0.02316	0.01639	0.04449	0.0385	0.05041	0.03947	0.03888
-Immune System Diseases	Environmental Information Processing	0.0112	0.01453	0.01772	0.01256	0.009569	0.00813	0.03654	0.02356	0.0558	0.02547	0.03127
-Neurodegenerative Diseases	Environmental Information Processing	0.0269	0.02407	0.01916	0.01759	0.02111	0.01033	0.03725	0.02923	0.04925	0.02582	0.03345
-Cardiovascular Diseases	Environmental Information Processing	0.00996	0.00212	0.00641	0.004574	0.006728	0.01527	0.009303	0.001897	0.006518	0.006929	0.002979
-Infectious Diseases	Environmental Information Processing	0.01065	0.01199	0.01327	0.01699	0.01319	0.007912	0.02121	0.02124	0.02501	0.02022	0.02035
Not Mapped	Environmental Information Processing	4.405	3.593	4.301	4.485	4.579	3.075	5.867	4.331	5.121	4.772	5.56
-Not Mapped	Environmental Information Processing	4.405	3.593	4.301	4.485	4.579	3.075	5.867	4.331	5.121	4.772	5.56
TOTAL	-Signal Transduction	52.47	37.49	53.44	55.44	51.27	41.88	54.09	53.15	51.78	44.93	59.68
MAPPED	-Signal Transduction	42.12	30.78	42.44	44.39	40.31	33.06	43.42	42.93	41.53	35.35	47.3
Genetic Information Processing	-Signal Transduction	26.01	18.12	25.45	27.79	21.75	16.85	27.8	24.35	27.04	19.74	30.26
-Transcription	-Signal Transduction	2.552	2.006	2.338	2.452	2.018	1.315	2.901	1.744	2.702	1.824	2.496
-Translation	-Signal Transduction	11.1	5.622	10.6	11.35	9.406	6.503	11.94	9.298	11.24	7.35	12.39
-Folding, Sorting and Degradation	-Signal Transduction	6.958	4.743	7.765	8.162	5.793	5.774	7.723	8.401	7.914	6.015	8.508
-DNA Maintenance	-Signal Transduction	5.396	5.752	4.748	5.828	4.531	3.254	5.232	4.904	5.185	4.552	6.867
Environmental Information Processing	-Signal Transduction	2.351	1.867	2.557	2.464	2.394	2.867	1.817	2.359	2	2.007	2.227
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	1.351	0.8671	1.557	1.464	1.394	1.867	0.8175	1.359	1	1.007	1.227
Cellular Processes	-Signal Transduction	5.552	4.581	6.385	5.398	6.145	6.276	4.837	4.856	4.397	3.53	4.597
-Hemoglobin	-Signal Transduction	0.0002188	0.0002844	0.0003745	0.0002046	0.0001591	6.89e-05	0.0001459	0.0002254	0.007591	2.019e-05	0.0005882
-Vesicular Transport	-Signal Transduction	0.9387	0.91	1.086	0.9606	0.9756	1.252	1.145	1.564	0.9347	1.124	0.9752
-Cytoskeleton	-Signal Transduction	3.814	3.167	4.275	3.688	4.208	4.221	2.939	2.63	2.691	1.873	2.845
-Cell Motility	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	0.5809	0.4124	0.7065	0.5433	0.5737	0.5082	0.6164	0.47	0.587	0.4276	0.5907
-Cell Communication	-Signal Transduction	0.2188	0.09045	0.3172	0.2065	0.3875	0.2947	0.1367	0.1926	0.1771	0.1044	0.1853
Metabolism	-Signal Transduction	7.589	5.516	7.225	8.219	9.355	6.413	8.247	10.49	7.385	9.669	9.465
-Membrane Transport	-Signal Transduction	0.06579	0.01752	0.03428	0.02724	0.04149	0.0468	0.02212	0.06915	0.04609	0.03397	0.03637
-Central Carbon Metabolism	-Signal Transduction	2.992	2.333	3.086	3.335	3.847	2.873	3.167	3.299	2.687	3.296	3.537
-Energy Metabolism	-Signal Transduction	1.333	0.8835	1.052	1.392	1.299	0.9132	1.5	1.828	1.429	2.314	1.688
-Biosynthesis	-Signal Transduction	2.295	1.678	2.219	2.607	3.344	1.919	2.574	3.774	2.349	3.028	3.112
-Other Enzymes	-Signal Transduction	0.9033	0.6042	0.834	0.8592	0.8231	0.6611	0.9832	1.515	0.874	0.9969	1.092
Organismal Systems	-Signal Transduction	0.388	0.5274	0.5856	0.2907	0.4886	0.4952	0.4552	0.6122	0.3342	0.1708	0.463
-Immune System	-Signal Transduction	0.07287	0.0782	0.05168	0.06471	0.06521	0.1341	0.05441	0.1006	0.05096	0.02939	0.06323
-Endocrine System	-Signal Transduction	0.07353	0.137	0.2048	0.08023	0.1154	0.1139	0.2006	0.2952	0.08317	0.06138	0.2025
-Circulatory System	-Signal Transduction	0.1235	0.06938	0.2016	0.05445	0.1819	0.1216	0.06336	0.04116	0.06607	0.01525	0.06655
-Digestive System	-Signal Transduction	0.04167	0.01234	0.03134	0.03241	0.04684	0.02369	0.05818	0.1042	0.07602	0.02134	0.03018
-Excretory System	-Signal Transduction	0.05202	0.2019	0.06316	0.04105	0.03178	0.04756	0.05365	0.03169	0.05158	0.03384	0.06977
-Nervous System	-Signal Transduction	0.000853	0.0005845	0.001499	0.004148	0.0008693	0.0008276	0.00261	0.0008461	0.00167	0.0006933	0.0006629
-Sensory System	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0
-Development	-Signal Transduction	0.02354	0.02798	0.03165	0.01368	0.04666	0.05349	0.02239	0.0385	0.00476	0.008914	0.03011
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Signal Transduction	0.2278	0.1668	0.2403	0.2218	0.1766	0.1664	0.2704	0.2699	0.3741	0.2366	0.2827
-Cancers	-Signal Transduction	0.08973	0.06844	0.09567	0.09444	0.05545	0.04698	0.08086	0.09083	0.1008	0.0792	0.08658
-Immune System Diseases	-Signal Transduction	0.02633	0.02712	0.04531	0.03094	0.02291	0.02331	0.06641	0.05558	0.1116	0.05112	0.06965
-Neurodegenerative Diseases	-Signal Transduction	0.06325	0.04494	0.04898	0.04333	0.05054	0.02961	0.06771	0.06896	0.09852	0.05182	0.07448
-Cardiovascular Diseases	-Signal Transduction	0.02342	0.003959	0.01639	0.01127	0.01611	0.04378	0.01691	0.004474	0.01304	0.0139	0.006635
-Infectious Diseases	-Signal Transduction	0.02504	0.02239	0.03392	0.04186	0.03159	0.02268	0.03855	0.05009	0.05003	0.04058	0.04532
Not Mapped	-Signal Transduction	10.36	6.708	11	11.05	10.96	8.816	10.66	10.22	10.24	9.576	12.38
-Not Mapped	-Signal Transduction	10.36	6.708	11	11.05	10.96	8.816	10.66	10.22	10.24	9.576	12.38
TOTAL	-Signaling Molecules and Interaction	38.84	43.24	34.32	37.87	36.77	22.43	66.16	39.11	51.76	44.63	48.64
MAPPED	-Signaling Molecules and Interaction	31.17	35.5	27.26	30.32	28.91	17.71	53.12	31.59	41.52	35.12	38.55
Genetic Information Processing	-Signaling Molecules and Interaction	19.25	20.9	16.34	18.99	15.6	9.022	34	17.92	27.03	19.61	24.67
-Transcription	-Signaling Molecules and Interaction	1.889	2.314	1.501	1.675	1.447	0.7043	3.549	1.283	2.701	1.812	2.034
-Translation	-Signaling Molecules and Interaction	8.217	6.484	6.807	7.755	6.745	3.483	14.61	6.842	11.24	7.301	10.1
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	5.149	5.47	4.987	5.576	4.155	3.092	9.447	6.182	7.911	5.974	6.934
-DNA Maintenance	-Signaling Molecules and Interaction	3.994	6.633	3.049	3.982	3.249	1.743	6.4	3.608	5.183	4.521	5.596
Environmental Information Processing	-Signaling Molecules and Interaction	1.74	2.153	1.642	1.683	1.717	1.536	2.223	1.736	2	1.993	1.815
-Signal Transduction	-Signaling Molecules and Interaction	0.7401	1.153	0.6422	0.6832	0.7171	0.5355	1.223	0.7358	0.9996	0.9933	0.815
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	4.109	5.283	4.1	3.688	4.407	3.361	5.917	3.573	4.396	3.506	3.747
-Hemoglobin	-Signaling Molecules and Interaction	0.0001619	0.000328	0.0002405	0.0001398	0.0001141	3.69e-05	0.0001784	0.0001658	0.007588	2.005e-05	0.0004794
-Vesicular Transport	-Signaling Molecules and Interaction	0.6947	1.05	0.6973	0.6563	0.6996	0.6707	1.4	1.151	0.9343	1.117	0.7948
-Cytoskeleton	-Signaling Molecules and Interaction	2.822	3.653	2.745	2.519	3.018	2.26	3.595	1.935	2.69	1.861	2.319
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.4299	0.4756	0.4537	0.3712	0.4114	0.2722	0.754	0.3458	0.5868	0.4247	0.4814
-Cell Communication	-Signaling Molecules and Interaction	0.162	0.1043	0.2037	0.1411	0.2779	0.1578	0.1672	0.1417	0.177	0.1037	0.1511
Metabolism	-Signaling Molecules and Interaction	5.617	6.362	4.64	5.616	6.709	3.434	10.09	7.715	7.382	9.605	7.714
-Membrane Transport	-Signaling Molecules and Interaction	0.04869	0.0202	0.02201	0.01861	0.02975	0.02507	0.02706	0.05089	0.04607	0.03374	0.02964
-Central Carbon Metabolism	-Signaling Molecules and Interaction	2.214	2.691	1.982	2.278	2.759	1.539	3.874	2.428	2.686	3.274	2.883
-Energy Metabolism	-Signaling Molecules and Interaction	0.9869	1.019	0.6754	0.9508	0.9319	0.489	1.835	1.345	1.428	2.298	1.376
-Biosynthesis	-Signaling Molecules and Interaction	1.699	1.936	1.425	1.781	2.398	1.028	3.148	2.777	2.348	3.008	2.536
-Other Enzymes	-Signaling Molecules and Interaction	0.6685	0.6968	0.5356	0.587	0.5902	0.354	1.203	1.114	0.8737	0.9903	0.8898
Organismal Systems	-Signaling Molecules and Interaction	0.2871	0.6082	0.3761	0.1986	0.3504	0.2652	0.5568	0.4504	0.3341	0.1697	0.3774
-Immune System	-Signaling Molecules and Interaction	0.05393	0.09019	0.03319	0.04421	0.04676	0.07181	0.06656	0.074	0.05094	0.02919	0.05153
-Endocrine System	-Signaling Molecules and Interaction	0.05442	0.158	0.1315	0.05482	0.08274	0.061	0.2454	0.2172	0.08313	0.06097	0.1651
-Circulatory System	-Signaling Molecules and Interaction	0.09138	0.08002	0.1294	0.0372	0.1305	0.06512	0.0775	0.03029	0.06605	0.01514	0.05424
