Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Signal Transduction	-Signaling Molecules and Interaction	0.3151	0.4839	0.2993	0.3452	0.2487	0.2325	0.5234	0.2019	0.493	0.2647	0.3993
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	5.953	7.451	7.481	5.233	6.832	6.146	6.809	4.315	5.452	3.801	4.676
-Hemoglobin	-Signaling Molecules and Interaction	3.672e-05	0.0001145	0.0001181	1.981e-09	2.683e-05	1.178e-05	1.852e-09	6.946e-05	0.002151	1.474e-09	0.0002225
-Vesicular Transport	-Signaling Molecules and Interaction	0.4708	0.9931	0.5377	0.5635	0.4798	0.6674	0.8558	0.8394	0.5727	0.8569	0.5662
-Cytoskeleton	-Signaling Molecules and Interaction	4.53	5.326	5.584	3.879	5.215	4.607	4.326	2.682	3.384	2.228	3.261
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.3719	0.5013	0.3675	0.3674	0.2747	0.1669	0.6659	0.1532	0.5019	0.3134	0.349
-Cell Communication	-Signaling Molecules and Interaction	0.4657	0.4047	0.6556	0.4187	0.7795	0.5024	0.4559	0.3616	0.5175	0.2017	0.3931
Metabolism	-Signaling Molecules and Interaction	8.332	10.52	7.523	9.712	9.232	5.34	12.13	10.15	10.45	10.78	11.29
-Membrane Transport	-Signaling Molecules and Interaction	0.09476	0.04497	0.04321	0.05832	0.06415	0.04495	0.0693	0.06847	0.07813	0.0748	0.03916
-Central Carbon Metabolism	-Signaling Molecules and Interaction	1.117	1.525	1.059	1.322	1.227	0.9194	1.739	1.33	1.386	1.541	1.491
-Energy Metabolism	-Signaling Molecules and Interaction	0.4068	0.596	0.3696	0.4293	0.33	0.3282	0.5607	0.4117	0.5338	0.7167	0.5146
-Biosynthesis	-Signaling Molecules and Interaction	2.045	2.379	1.773	2.154	1.755	1.171	2.518	2.719	2.329	2.983	2.936
-Other Enzymes	-Signaling Molecules and Interaction	4.351	5.476	3.932	4.794	4.512	2.754	6.748	5.236	5.669	5.151	5.775
Organismal Systems	-Signaling Molecules and Interaction	2.065	2.435	2.062	2.082	1.902	1.713	2.481	2.387	2.263	1.979	2.318
-Immune System	-Signaling Molecules and Interaction	0.2496	0.5389	0.2327	0.2425	0.197	0.3241	0.3446	0.3981	0.2645	0.3656	0.3478
-Endocrine System	-Signaling Molecules and Interaction	0.1764	0.2254	0.1992	0.1752	0.156	0.1502	0.3311	0.3086	0.1887	0.259	0.2596
-Circulatory System	-Signaling Molecules and Interaction	0.1723	0.1549	0.2296	0.1267	0.2043	0.177	0.1957	0.09502	0.1311	0.08576	0.1475
-Digestive System	-Signaling Molecules and Interaction	0.1869	0.2192	0.2175	0.1518	0.1997	0.17	0.299	0.2688	0.3365	0.217	0.1948
-Excretory System	-Signaling Molecules and Interaction	0.1104	0.1851	0.1411	0.1035	0.1041	0.09303	0.1365	0.09247	0.1484	0.1	0.1233
-Nervous System	-Signaling Molecules and Interaction	0.08719	0.1062	0.07012	0.0859	0.05756	0.0574	0.1149	0.05346	0.0975	0.09196	0.09067
-Sensory System	-Signaling Molecules and Interaction	0.002516	0.007395	0.004382	0.002671	0.003101	0.002289	0.006492	0.003158	0.002797	0.00278	0.002911
-Development	-Signaling Molecules and Interaction	0.04142	0.08475	0.04961	0.0295	0.0668	0.06831	0.05445	0.05972	0.0163	0.02763	0.04424
-Environmental Adaptation	-Signaling Molecules and Interaction	0.004186	0.004147	0.00518	0.006311	0.003363	0.002883	0.005421	0.002118	0.006914	0.003684	0.00596
Human Diseases	-Signaling Molecules and Interaction	2.934	4.284	2.739	2.899	2.493	2.152	3.835	3.131	3.348	3.381	3.986
-Cancers	-Signaling Molecules and Interaction	0.3048	0.3852	0.3012	0.3012	0.218	0.1499	0.4659	0.2136	0.4796	0.3389	0.289
-Immune System Diseases	-Signaling Molecules and Interaction	0.06587	0.1639	0.06908	0.05752	0.04079	0.04541	0.1768	0.1014	0.2125	0.1126	0.1236
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	1.121	1.328	0.872	1.2	0.9436	0.6779	1.311	1.067	1.151	1.313	1.314
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.06394	0.03721	0.04505	0.04202	0.06511	0.06895	0.1004	0.02744	0.03608	0.04436	0.05169
-Metabolic Diseases	-Signaling Molecules and Interaction	0.0001824	5.223e-05	8.884e-06	1.694e-05	0.0005022	0.0001727	0.0004558	0.0004026	3.315e-05	0.0004023	0.0003096
-Infectious Diseases	-Signaling Molecules and Interaction	0.4944	0.8657	0.5676	0.5544	0.5246	0.5061	0.6733	0.5216	0.6346	0.4712	0.5206
Not Mapped	-Signaling Molecules and Interaction	8.412	9.152	8.055	8.496	8.429	5.457	11.6	7.472	10.42	8.296	11.03
-Not Mapped	-Signaling Molecules and Interaction	8.412	9.152	8.055	8.496	8.429	5.457	11.6	7.472	10.42	8.296	11.03
TOTAL	Cellular Processes	7.158	6.682	5.692	8.072	5.886	4.774	8.845	9.35	9.681	10.51	10.41
MAPPED	Cellular Processes	5.876	5.567	4.678	6.636	4.77	3.928	7.265	7.723	7.893	8.459	8.373
Genetic Information Processing	Cellular Processes	2.361	2.072	1.76	2.683	1.566	1.171	3.26	2.708	3.454	2.999	3.553
-Transcription	Cellular Processes	0.2995	0.2926	0.193	0.2968	0.1975	0.1208	0.408	0.2419	0.4249	0.3689	0.3492
-Translation	Cellular Processes	1.043	0.7087	0.7401	1.171	0.7005	0.4868	1.322	1.118	1.474	1.179	1.585
-Folding, Sorting and Degradation	Cellular Processes	0.6722	0.6048	0.5564	0.8217	0.4425	0.4047	1.021	0.9907	1.022	0.9585	1.063
-DNA Maintenance	Cellular Processes	0.3461	0.4663	0.2632	0.3918	0.2258	0.1557	0.5096	0.3571	0.5342	0.4929	0.5554
-RNA Family	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0.1401	0.1413	0.1136	0.1707	0.1184	0.1435	0.1332	0.1913	0.1677	0.2313	0.1875
-Signal Transduction	Cellular Processes	0.0382	0.06289	0.03043	0.04853	0.02637	0.02777	0.05764	0.04102	0.07005	0.04869	0.06153
-Signaling Molecules and Interaction	Cellular Processes	0.09052	0.07843	0.07907	0.1015	0.07795	0.104	0.07288	0.1305	0.09632	0.1461	0.1126
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	5.619e-06	1.394e-05	1.492e-05	3.084e-10	3.552e-06	1.839e-06	2.523e-10	1.513e-05	0.0003691	3.644e-10	4.1e-05
-Vesicular Transport	Cellular Processes	0.07909	0.117	0.07187	0.09642	0.06924	0.09762	0.1122	0.1703	0.105	0.1771	0.1211
-Cytoskeleton	Cellular Processes	0.6768	0.6131	0.653	0.6606	0.6742	0.664	0.576	0.5738	0.5671	0.5278	0.5725
-Cell Motility	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.06248	0.06728	0.04912	0.06635	0.0402	0.0241	0.0966	0.03504	0.09206	0.06517	0.07463
-Cell Communication	Cellular Processes	0.07355	0.05295	0.08608	0.06557	0.1074	0.08173	0.06173	0.08379	0.08344	0.05275	0.07683
Metabolism	Cellular Processes	1.316	1.412	0.9877	1.535	1.272	0.8688	1.782	2.352	1.916	2.803	2.206
-Membrane Transport	Cellular Processes	0.01405	0.005853	0.005674	0.009134	0.00752	0.006139	0.00965	0.01455	0.01336	0.01483	0.007653
-Central Carbon Metabolism	Cellular Processes	0.1728	0.187	0.1299	0.1874	0.1603	0.1298	0.2315	0.2702	0.2432	0.3504	0.2804
-Energy Metabolism	Cellular Processes	0.05621	0.06533	0.04032	0.05905	0.03794	0.04485	0.06936	0.07852	0.06146	0.1359	0.0863
-Biosynthesis	Cellular Processes	0.289	0.2846	0.2122	0.3051	0.2114	0.1905	0.3547	0.5825	0.4112	0.6611	0.5071
-Other Enzymes	Cellular Processes	0.6872	0.6592	0.5075	0.7508	0.5955	0.4376	0.9625	1.213	1.016	1.355	1.098
Organismal Systems	Cellular Processes	0.2102	0.2464	0.1659	0.23	0.1857	0.1781	0.2392	0.3874	0.2349	0.3344	0.2744
-Immune System	Cellular Processes	0.04194	0.04952	0.0311	0.04634	0.02884	0.03866	0.04216	0.08053	0.04459	0.0537	0.05235
-Endocrine System	Cellular Processes	0.01872	0.02189	0.01617	0.0208	0.01509	0.01638	0.02774	0.05009	0.01948	0.03784	0.03682
-Circulatory System	Cellular Processes	0.02612	0.02027	0.02891	0.01465	0.02855	0.02372	0.01975	0.01681	0.018	0.01718	0.02476
-Digestive System	Cellular Processes	0.02678	0.02215	0.02642	0.02442	0.02923	0.02024	0.03308	0.04972	0.0468	0.0505	0.03313
-Excretory System	Cellular Processes	0.01369	0.01973	0.01623	0.01346	0.01172	0.0122	0.01444	0.01868	0.02091	0.01978	0.01844
-Nervous System	Cellular Processes	0.01205	0.01123	0.007464	0.01217	0.006932	0.008042	0.01421	0.01086	0.01487	0.01822	0.0152
-Sensory System	Cellular Processes	0.0003606	0.0007471	0.0005143	0.0004296	0.0004053	0.0002955	0.0007311	0.0005976	0.0003874	0.0005995	0.0004948
-Development	Cellular Processes	0.005614	0.01043	0.006275	0.004938	0.00908	0.01015	0.007997	0.01281	0.002465	0.005135	0.008646
-Environmental Adaptation	Cellular Processes	0.0005076	0.0004385	0.00057	0.0008942	0.0003565	0.0003444	0.0005685	0.0004303	0.0009824	0.0007371	0.0009185
Human Diseases	Cellular Processes	0.362	0.4505	0.2763	0.4664	0.3075	0.2733	0.4638	0.5388	0.5395	0.743	0.6548
-Cancers	Cellular Processes	0.03628	0.04051	0.03237	0.04188	0.02769	0.02231	0.05528	0.04422	0.07093	0.06265	0.04453
-Immune System Diseases	Cellular Processes	0.01107	0.02144	0.009234	0.01099	0.00597	0.006558	0.02318	0.0232	0.03894	0.02341	0.02642
-Neurodegenerative Diseases	Cellular Processes	0.1482	0.141	0.09664	0.1618	0.1251	0.1004	0.1925	0.2323	0.1918	0.3453	0.2539
-Cardiovascular Diseases	Cellular Processes	0.006787	0.004079	0.004466	0.004989	0.006302	0.008557	0.009301	0.004453	0.004461	0.007165	0.007332
-Metabolic Diseases	Cellular Processes	1.827e-05	4.612e-06	1.028e-06	2.725e-06	6.564e-05	2.216e-05	4.803e-05	7.446e-05	4.592e-06	8.356e-05	4.731e-05
-Infectious Diseases	Cellular Processes	0.06839	0.09397	0.06532	0.07856	0.06319	0.07091	0.08327	0.1059	0.09681	0.109	0.08729
Not Mapped	Cellular Processes	1.282	1.115	1.014	1.436	1.116	0.8454	1.58	1.628	1.788	2.051	2.033
-Not Mapped	Cellular Processes	1.282	1.115	1.014	1.436	1.116	0.8454	1.58	1.628	1.788	2.051	2.033
TOTAL	-Hemoglobin	603700	323900	377900	677200	832700	1622000	916400	606400	16840	5494000	246100
MAPPED	-Hemoglobin	495600	269900	310600	556700	674800	1335000	752700	500800	13730	4422000	198000
Genetic Information Processing	-Hemoglobin	205000	101400	117900	230900	228900	408000	344600	178900	6209	1581000	84360
-Transcription	-Hemoglobin	23450	13390	11980	23630	26520	38490	39280	14840	693.7	187100	7870
-Translation	-Hemoglobin	87480	34320	49140	96480	98910	165400	136200	72960	2549	619300	37340
-Folding, Sorting and Degradation	-Hemoglobin	56480	28100	37180	67550	62470	140800	102200	63780	1813	460700	24070
-DNA Maintenance	-Hemoglobin	31870	23740	17640	37070	36360	56780	58990	23600	1010	285100	13540
-RNA Family	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Hemoglobin	11520	6395	7543	14060	16460	48330	12930	11630	283.8	106600	4165
-Signal Transduction	-Hemoglobin	3025	2656	1949	3815	3566	9118	5837	2425	114.4	22480	1336
-Signaling Molecules and Interaction	-Hemoglobin	7445	3549	5250	8356	10840	35320	7078	7934	163	67350	2501
Cellular Processes	-Hemoglobin	74250	41960	56900	74170	127700	311600	85290	55610	1432	432500	19410
-Hemoglobin	-Hemoglobin	1	1	1	1	1	1	1	1	1	1	1
-Vesicular Transport	-Hemoglobin	5872	5293	4281	7987	8970	32030	9569	9473	150.3	92930	2350
-Cytoskeleton	-Hemoglobin	56910	28130	41260	54650	94820	220700	56820	35590	955	263600	12680
-Cell Motility	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Hemoglobin	4639	2958	2926	5208	5135	7509	8239	1996	139.9	28190	1448
-Cell Communication	-Hemoglobin	5871	2222	5549	5387	15090	29830	6282	5095	145	26480	1767
Metabolism	-Hemoglobin	118900	68450	63680	137700	192100	319500	193300	146100	3425	1473000	50720
-Membrane Transport	-Hemoglobin	1185	268.6	365.8	844.3	1058	2040	960.6	916.8	22.49	7484	176
-Central Carbon Metabolism	-Hemoglobin	13940	10270	8449	21170	25770	48670	26990	17850	471.4	230000	6702
-Energy Metabolism	-Hemoglobin	4918	3503	2623	4863	5275	15240	7682	4773	145.4	62660	2105
-Biosynthesis	-Hemoglobin	30170	13060	14220	34490	47610	74180	45850	38500	809.4	369900	12140
-Other Enzymes	-Hemoglobin	54440	30350	32500	68150	80550	143700	92690	74610	1667	670300	23840
Organismal Systems	-Hemoglobin	17290	11150	11020	18940	25820	60500	23230	23720	397.5	154100	6098
-Immune System	-Hemoglobin	3114	2241	1853	3437	3683	13140	3852	4895	69.42	24750	1163
-Endocrine System	-Hemoglobin	1554	990.5	1073	1733	2123	5564	2694	3157	32.96	17440	820.9
-Circulatory System	-Hemoglobin	2149	850.6	1828	1324	3819	7953	2188	998.6	34.42	10150	562.4
-Digestive System	-Hemoglobin	2770	1046	1732	2847	3733	6876	3212	3082	80.39	27200	744.1
-Excretory System	-Hemoglobin	1976	1015	1039	2398	2407	5669	3354	1039	46.98	27810	374.2
-Nervous System	-Hemoglobin	1191	516.9	478	1144	1042	3305	1468	717.4	26.3	8413	370.8
-Sensory System	-Hemoglobin	58.26	48.99	29.7	127.2	108	157.8	132	36.67	0.9335	881.8	11.06
-Development	-Hemoglobin	473.4	467.3	395	389.5	1228	3334	749.6	780.8	4.027	2592	198.8
-Environmental Adaptation	-Hemoglobin	40.19	20.19	36.51	81.37	48.22	113.1	54.75	25.44	1.605	359.8	19.95
Human Diseases	-Hemoglobin	30530	20670	17980	40100	43250	90810	46170	33960	908.5	375000	14600
-Cancers	-Hemoglobin	3201	1859	1932	3516	4090	7415	5323	2787	115.9	31620	967.2
-Immune System Diseases	-Hemoglobin	821.6	899.7	550.1	815.4	762.4	2043	1977	1321	55.77	10120	512.7
-Neurodegenerative Diseases	-Hemoglobin	11730	6430	6189	13260	16920	32950	19130	13730	320.3	166500	5514
-Cardiovascular Diseases	-Hemoglobin	572.4	288.8	290.6	415.6	886.4	2844	925.9	280.6	7.512	3617	163.5
-Metabolic Diseases	-Hemoglobin	3.068	0.2887	0.06684	0.3641	17.78	8.623	9.493	4.562	0.01168	81.79	1.075
-Infectious Diseases	-Hemoglobin	6689	4312	4377	10550	11200	28960	9174	6564	219.2	66570	2129
Not Mapped	-Hemoglobin	108100	54020	67330	120400	157900	287300	163700	105600	3109	1072000	48080
-Not Mapped	-Hemoglobin	108100	54020	67330	120400	157900	287300	163700	105600	3109	1072000	48080
TOTAL	-Vesicular Transport	52.22	44.52	45.79	47.9	51.2	36.17	47.7	41.24	53.88	44.66	53.36
MAPPED	-Vesicular Transport	42.87	37.1	37.63	39.38	41.49	29.77	39.18	34.06	43.93	35.95	42.93
Genetic Information Processing	-Vesicular Transport	18.36	13.81	15.08	16.86	14.64	9.709	18.61	12.47	20.58	13.51	19.12
-Transcription	-Vesicular Transport	2.111	1.95	1.491	1.724	1.656	0.8747	2.12	1.056	2.256	1.544	1.834
-Translation	-Vesicular Transport	7.745	4.722	6.097	6.997	6.182	3.749	7.305	4.978	8.404	5.158	8.229
-Folding, Sorting and Degradation	-Vesicular Transport	5.367	4.03	4.825	5.228	4.326	3.584	5.811	4.563	6.263	4.191	5.653
-DNA Maintenance	-Vesicular Transport	3.133	3.107	2.665	2.914	2.428	1.387	3.09	1.645	3.661	2.265	3.407
-RNA Family	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	1.316	1.208	1.11	1.259	1.259	1.156	0.8904	0.958	1.132	1.123	1.092
-Signal Transduction	-Vesicular Transport	0.3921	0.4846	0.3375	0.4711	0.3492	0.2765	0.3876	0.2405	0.4818	0.2419	0.4362
-Signaling Molecules and Interaction	-Vesicular Transport	0.7993	0.5541	0.7725	0.748	0.8286	0.8372	0.4873	0.6536	0.6502	0.7094	0.6556
Cellular Processes	-Vesicular Transport	7.037	6.276	7.714	5.81	8.359	7.215	5.002	4.147	5.208	3.993	4.835
-Hemoglobin	-Vesicular Transport	4.082e-05	9.29e-05	0.0001196	1.83e-09	3.09e-05	1.383e-05	1.36e-09	6.675e-05	0.002054	1.549e-09	0.0002103
-Vesicular Transport	-Vesicular Transport	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	5.035	4.101	5.655	3.981	6.055	5.369	3.178	2.577	3.232	2.34	3.081
-Cell Motility	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.4842	0.4308	0.395	0.4482	0.4057	0.2178	0.4892	0.1626	0.4794	0.2977	0.3823
-Cell Communication	-Vesicular Transport	0.5176	0.3473	0.664	0.381	0.8975	0.5897	0.3349	0.3475	0.4859	0.2119	0.3715
Metabolism	-Vesicular Transport	9.261	9.038	7.619	8.919	10.63	6.269	8.913	9.753	9.977	11.33	10.66
-Membrane Transport	-Vesicular Transport	0.1053	0.03864	0.04377	0.05307	0.07387	0.05277	0.05091	0.06579	0.07463	0.07257	0.037
-Central Carbon Metabolism	-Vesicular Transport	1.251	1.246	1.072	1.576	1.732	1.079	1.277	1.245	1.324	1.61	1.409
-Energy Metabolism	-Vesicular Transport	0.5306	0.4353	0.4331	0.4353	0.4033	0.3612	0.4205	0.3852	0.3579	0.6601	0.5366
-Biosynthesis	-Vesicular Transport	2.273	1.919	1.796	2.207	2.273	1.375	1.85	2.613	2.224	3.037	2.774
-Other Enzymes	-Vesicular Transport	4.836	4.705	3.983	4.362	5.195	3.232	4.957	5.032	5.415	5.411	5.457
Organismal Systems	-Vesicular Transport	1.974	1.778	1.621	1.695	1.974	1.434	1.599	1.856	1.586	1.624	1.598
-Immune System	-Vesicular Transport	0.4054	0.4105	0.3123	0.3662	0.4106	0.3113	0.2819	0.4032	0.301	0.2607	0.3049
-Endocrine System	-Vesicular Transport	0.1775	0.1646	0.1579	0.1726	0.1674	0.1319	0.1855	0.24	0.1315	0.1837	0.2154
-Circulatory System	-Vesicular Transport	0.2085	0.156	0.267	0.1055	0.2851	0.2024	0.1168	0.08578	0.1048	0.07962	0.1339
-Digestive System	-Vesicular Transport	0.306	0.1764	0.2582	0.2308	0.3822	0.163	0.2196	0.2599	0.3207	0.228	0.2134
-Excretory System	-Vesicular Transport	0.139	0.1537	0.1653	0.129	0.1347	0.1239	0.113	0.09925	0.1522	0.09896	0.1271
-Nervous System	-Vesicular Transport	0.1137	0.08314	0.08216	0.1047	0.07454	0.07163	0.08615	0.05001	0.1032	0.08453	0.09453
-Sensory System	-Vesicular Transport	0.00412	0.005949	0.005724	0.004062	0.005143	0.002769	0.00531	0.003124	0.003075	0.003244	0.003188
-Development	-Vesicular Transport	0.04729	0.07283	0.05144	0.03146	0.07979	0.08019	0.04	0.05739	0.01839	0.02513	0.04181
-Environmental Adaptation	-Vesicular Transport	0.005319	0.003345	0.006069	0.00769	0.004721	0.003429	0.004371	0.002524	0.00787	0.003386	0.007043
Human Diseases	-Vesicular Transport	3.504	3.129	2.902	3.157	3.344	2.526	2.817	2.581	3.198	3.552	3.805
-Cancers	-Vesicular Transport	0.343	0.2813	0.3051	0.2826	0.251	0.176	0.3422	0.2053	0.4581	0.3066	0.2934
-Immune System Diseases	-Vesicular Transport	0.1399	0.165	0.1285	0.1021	0.085	0.06379	0.2066	0.1076	0.371	0.1069	0.2182
-Neurodegenerative Diseases	-Vesicular Transport	1.246	1.05	0.8831	1.114	1.086	0.7957	0.9629	1.026	1.1	1.379	1.242
-Cardiovascular Diseases	-Vesicular Transport	0.06569	0.02718	0.05056	0.04688	0.07256	0.07969	0.0667	0.02133	0.03221	0.03507	0.05092
-Metabolic Diseases	-Vesicular Transport	0.0001458	2.894e-05	1.191e-05	2.576e-05	0.000833	0.0002076	0.0002963	0.0003892	3.644e-05	0.0003992	0.0002559
-Infectious Diseases	-Vesicular Transport	0.5495	0.6324	0.6311	0.5619	0.6491	0.6315	0.5009	0.4973	0.6167	0.495	0.5354
Not Mapped	-Vesicular Transport	9.35	7.427	8.157	8.519	9.706	6.406	8.519	7.18	9.951	8.715	10.43
-Not Mapped	-Vesicular Transport	9.35	7.427	8.157	8.519	9.706	6.406	8.519	7.18	9.951	8.715	10.43
TOTAL	-Cytoskeleton	10.12	10.08	8.018	11.79	8.356	6.521	14.68	15.75	16.48	18.88	17.32
MAPPED	-Cytoskeleton	8.31	8.398	6.589	9.694	6.772	5.366	12.05	13.01	13.43	15.2	13.93
Genetic Information Processing	-Cytoskeleton	3.463	3.156	2.53	4.062	2.273	1.64	5.518	4.719	6.072	5.469	6.069
-Transcription	-Cytoskeleton	0.4109	0.4273	0.2586	0.4297	0.272	0.1589	0.6456	0.4038	0.698	0.6598	0.576
-Translation	-Cytoskeleton	1.486	1.071	1.051	1.699	1.004	0.6649	2.199	1.886	2.519	2.123	2.671
-Folding, Sorting and Degradation	-Cytoskeleton	0.9822	0.8746	0.7897	1.215	0.6326	0.567	1.637	1.687	1.791	1.594	1.731
-DNA Maintenance	-Cytoskeleton	0.5075	0.7291	0.3784	0.5932	0.3278	0.2181	0.8796	0.6224	0.9391	0.9078	0.955
-RNA Family	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.2025	0.2211	0.174	0.2573	0.1736	0.1976	0.2276	0.3153	0.2929	0.3715	0.3275
-Signal Transduction	-Cytoskeleton	0.05228	0.08478	0.04139	0.06862	0.03612	0.03727	0.09088	0.06415	0.112	0.07777	0.09614
-Signaling Molecules and Interaction	-Cytoskeleton	0.1308	0.1227	0.1211	0.1529	0.1143	0.1559	0.1246	0.2151	0.1682	0.2555	0.1966
Cellular Processes	-Cytoskeleton	1.301	1.335	1.286	1.316	1.304	1.286	1.402	1.468	1.45	1.514	1.42
-Hemoglobin	-Cytoskeleton	7.913e-06	2.15e-05	2.095e-05	4.505e-10	5.043e-06	2.492e-06	4.281e-10	2.549e-05	0.0006282	6.546e-10	6.824e-05
-Vesicular Transport	-Cytoskeleton	0.1029	0.1612	0.0924	0.1268	0.09029	0.1264	0.1573	0.2516	0.1522	0.2797	0.1719
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.08128	0.09358	0.06316	0.08729	0.05267	0.031	0.1354	0.05432	0.1416	0.101	0.106
-Cell Communication	-Cytoskeleton	0.1015	0.07092	0.1174	0.0957	0.1482	0.1091	0.1002	0.1348	0.1374	0.09055	0.1206
Metabolism	-Cytoskeleton	1.839	1.975	1.347	2.24	1.755	1.159	2.805	3.784	3.087	4.84	3.461
-Membrane Transport	-Cytoskeleton	0.02077	0.008443	0.00774	0.01333	0.01116	0.009246	0.01602	0.02453	0.02309	0.0281	0.01201
-Central Carbon Metabolism	-Cytoskeleton	0.2346	0.2863	0.177	0.2836	0.219	0.1818	0.3943	0.4709	0.3913	0.6453	0.4573
-Energy Metabolism	-Cytoskeleton	0.08243	0.1021	0.06114	0.08899	0.05561	0.06442	0.1197	0.1294	0.1064	0.2377	0.1484
-Biosynthesis	-Cytoskeleton	0.4239	0.4466	0.305	0.4619	0.3068	0.2542	0.5821	1.014	0.6882	1.218	0.8719
-Other Enzymes	-Cytoskeleton	0.9409	0.9445	0.6902	1.096	0.8157	0.5873	1.484	1.952	1.631	2.312	1.715
Organismal Systems	-Cytoskeleton	0.3038	0.3856	0.2541	0.3466	0.2722	0.2671	0.4088	0.6431	0.4103	0.5847	0.4794
-Immune System	-Cytoskeleton	0.05456	0.0775	0.03999	0.06251	0.03778	0.05799	0.06332	0.1327	0.07028	0.09389	0.09145
-Endocrine System	-Cytoskeleton	0.02731	0.03425	0.02476	0.0311	0.02239	0.02456	0.0474	0.08447	0.03402	0.06615	0.06322
-Circulatory System	-Cytoskeleton	0.03765	0.02715	0.03946	0.02199	0.039	0.03177	0.03247	0.02678	0.03117	0.0288	0.04186
-Digestive System	-Cytoskeleton	0.03636	0.03238	0.03694	0.03452	0.03829	0.02921	0.05653	0.07881	0.07684	0.07914	0.05259
-Excretory System	-Cytoskeleton	0.01914	0.02826	0.02333	0.01907	0.01622	0.01658	0.02277	0.02919	0.03377	0.03171	0.02951
-Nervous System	-Cytoskeleton	0.01767	0.01609	0.01015	0.01842	0.01006	0.01127	0.02351	0.01892	0.02574	0.02911	0.02614
-Sensory System	-Cytoskeleton	0.0004835	0.00109	0.0006739	0.0005821	0.0005536	0.0003958	0.001036	0.0009348	0.0005864	0.0009076	0.0007838
-Development	-Cytoskeleton	0.008295	0.01492	0.008525	0.007006	0.01244	0.01363	0.01232	0.02125	0.003941	0.00973	0.01357
-Environmental Adaptation	-Cytoskeleton	0.0006946	0.0006282	0.0007753	0.001354	0.0004883	0.0004622	0.0008768	0.000673	0.001571	0.001245	0.001435
Human Diseases	-Cytoskeleton	0.5349	0.6899	0.4228	0.6594	0.4451	0.3784	0.8052	0.9086	0.9513	1.239	1.076
-Cancers	-Cytoskeleton	0.05073	0.05838	0.04403	0.05935	0.03834	0.03187	0.08525	0.07456	0.1134	0.1103	0.06958
-Immune System Diseases	-Cytoskeleton	0.0144	0.02872	0.01187	0.01483	0.00782	0.008437	0.03249	0.03597	0.05647	0.0363	0.03752
-Neurodegenerative Diseases	-Cytoskeleton	0.2028	0.2021	0.1314	0.2385	0.1714	0.1347	0.303	0.3633	0.3135	0.5892	0.3967
-Cardiovascular Diseases	-Cytoskeleton	0.01003	0.006377	0.006833	0.00746	0.009348	0.01289	0.01615	0.007509	0.007866	0.01358	0.01259
-Metabolic Diseases	-Cytoskeleton	2.656e-05	7.058e-06	1.4e-06	3.853e-06	8.967e-05	2.968e-05	7.573e-05	0.000118	7.539e-06	0.0001309	7.999e-05
-Infectious Diseases	-Cytoskeleton	0.1003	0.1484	0.0939	0.1189	0.09171	0.09934	0.1437	0.1678	0.1702	0.1956	0.1501
Not Mapped	-Cytoskeleton	1.812	1.681	1.428	2.097	1.584	1.155	2.621	2.742	3.043	3.684	3.384
-Not Mapped	-Cytoskeleton	1.812	1.681	1.428	2.097	1.584	1.155	2.621	2.742	3.043	3.684	3.384
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
