KO number	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
K04507	80944884	93712620	1.4393881e+08	72602282	70770881	96080008	2.6953049e+08	24138672	89252626	53240120	52891959
K04508	7910408.4	12533346	8655772.6	7107258.6	5654191.1	11625423	17213177	2459412.3	2962897.9	7714547.9	4453874.3
K04510	941727.68	196471.96	2036911	7032621.4	2180388.5	3954365	2791750.5	334672.95	297303.6	1736916	344482.29
K04511	496547.48	0.79902021	18922.633	4593110.3	267143.47	3382893.3	446336.92	30021.949	2634.4024	5890.8904	36.31599
K04512	47276.506	207723.53	240560.26	298618.55	66047.022	511558.29	182744.67	158105.72	37053.815	152014.21	63845.326
K04513	12986720	10472965	19518517	11892278	9664060	32767613	25710356	5439363.4	5872479.8	17175022	2927600.5
K04514	3296623.4	2940043.5	10533165	3095562.9	4745677.6	5495962	10097631	5350462.1	1611598	3451549.5	1032874.6
K05858	1026272.7	706202.23	3085104.8	4661238.1	1413819.6	4706981.8	2957152.5	359388.21	944137.62	13446484	576412.54
K06053	698853.99	2187271	2454131.8	725835.88	277896.76	1146735.1	4275269.8	530623.97	794696.73	1548334.8	2770999.6
K06052	7361.1972	1085.1167	14586.025	1086.3024	225698.98	86228.258	14912.326	59350.351	14428.385	56139.162	7171.2218
K05948	59342.717	30594.79	24009.016	76238.633	98277.732	169789.02	71679.075	61380.917	22532.113	134139.7	269170.35
K02599	261172.24	132957.07	545093.2	486798.44	279133.85	236005.54	1487957.4	67500.066	977.7368	241361.11	121624.8
K06057	957960.5	653843.79	5497064.3	63133152	2099561.6	2060298.1	2773435.4	497783.9	756708.61	1805327.3	285274.61
K06058	173230.53	504474.29	1323056.9	426479.14	901616.15	3387636.3	827653.75	156855.96	46574.992	889603.73	77261.498
K06170	247775.05	389920.19	3035694.5	1501586.3	1397622.5	950179.98	372739.49	387454.38	309379.93	673164.16	485829.31
K06171	3075005.5	1143598.5	5895875.1	3823137.3	3688672.9	6855004.5	7503253.4	1649957.8	1277763	7788904.5	1277174.2
K06172	198724.35	0.79902021	1833190.6	1054923.9	867182.04	560051.51	187142.02	139401.8	58848.989	2463655	11465.922
K06061	99427.685	0.79902021	0.79902021	0.79902021	201899.81	55265.825	62399.028	81858.806	572.61005	0.79902021	0.79902021
K06065	417210.21	141883.16	1146318.8	461359.01	998587.79	497224.39	402589.41	65129.972	103092.14	459397.69	112782.21
K06066	21503.543	199929.25	770897.75	184189.24	16933	24821.735	91867.055	23261.619	0.79902021	1808.3569	679.42995
K06228	12967.026	0.79902021	12832.014	1099.3995	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021
K06229	102390.94	104871.04	1173374.2	121577.13	492740.92	308553.07	1337694.9	25240.179	19487.488	134132.8	78931.631
K04663	0.79902021	56076.94	0.79902021	912795.69	0.79902021	95333.127	98179.895	97849.625	0.79902021	0.79902021	0.79902021
K06231	60165.132	41087.965	0.79902021	0.79902021	0.79902021	0.79902021	3446.1027	11169.988	0.79902021	25064.016	0.79902021
K06233	321472.28	217934.65	302229.1	264678.45	122935.62	135791.7	591912.99	241058.75	375384.8	244295.76	377150.29
K06234	2857401.8	1570799.5	9677136.1	6151553.3	2468958.1	8469772.7	5555464.5	1423994	1277869.8	6292690.3	594632.75
K08958	79214.995	68492.835	443293.94	379740.44	205628.85	237298.3	158891.08	18167.861	1072.3501	388312.94	66414.616
K08959	1511664	616916.48	6798856.3	7619018.5	1514866.7	5095144	2142103.4	1002649.7	791759.26	3428215.2	1538536.5
K02218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04659	124427.38	898989.7	1988229.6	247613.66	219008.99	9812701.3	476091.87	306817.71	452300.62	312588.51	95405.37
K04660	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04673	0.79902021	0.79902021	0.79902021	0.79902021	115980.28	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	189669.74
K13578	12294.283	5702.4582	68151.323	59415.448	197954.87	78094.861	0.79902021	44254.913	9221.8805	52514.141	23568.952
K04675	13872.017	49435.545	50753.863	63652.137	178184.72	348835.17	116980.77	95677.926	32705.003	0.79902021	54227.989
K04676	388626.43	478811.17	1282174.3	1059780.9	464325.38	1379229.3	9504409.7	337508.96	325438.26	3375519.1	313633.01
K04677	0.79902021	0.79902021	0.79902021	68423.771	17236.031	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021
K04679	343678.1	223125.79	1007176.3	976402.61	475206.55	1005272.4	1885084.5	254162.53	268918.21	692236.59	220915.9
K08273	172509.94	52850.611	92057.744	311210.09	315664.84	154079.99	13165.154	97545.651	221250.74	177390.6	114799.77
K04718	276326.32	65121.815	193903.08	172881.67	22494.285	186636.15	615134.06	263262.85	21351.894	73581.193	328227.18
K11987	219339.56	5865.4394	213299.34	21031.54	904068.37	0.79902021	51945.358	9265.1702	2195.5419	0.79902021	3103.573
K05760	2449336.1	933800.79	6263801.1	6132225.8	3762009.2	11636716	1785263.1	361859.79	1053644.5	3429030.5	3452746.6
K05405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05057	307503.33	12114.303	207035.03	29293.369	180331.05	1182542.2	25665.531	107935.12	18931.63	16302.279	9380.4847
K05058	329386.71	3512.0367	35673.634	28779.548	8680.9066	86700.37	15896.042	80687.298	1791.5408	53946.827	2964.1033
K05059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05060	173945.53	7322.1385	223792.73	188655.05	314515.83	1737164.6	102336.17	93644.802	5635.5794	87878.052	12812.542
K05062	26200.531	30553.337	72890.633	70245.037	3704.7007	3862.4954	19488.061	3161.6896	365830.13	5907.7489	880.0515
K05063	72990.948	118064.75	372086.46	1186777.2	198190.2	189199.66	290590.9	0.79902021	76134.884	5243.45	0.79902021
K05066	24566.931	0.79902021	0.79902021	81583.387	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	42933.019	0.79902021
K05070	0.79902021	266300.86	40103.788	0.79902021	0.79902021	16626.997	4251.0102	0.79902021	7331.9946	114305.23	40674.867
K05076	36015.654	22486.944	40526.969	116661.66	97981.465	559607.39	74336.02	150744.2	35738.959	25676.403	0.79902021
K05077	58214.565	20669.69	151061.6	84123.473	4195.7994	105046.64	45355.912	17020.031	13743.998	450969.39	890764.15
K05131	64805.112	141178.58	0.79902021	28388.913	97084.947	31193.98	42400.98	0.79902021	0.79902021	62117.838	0.79902021
K05132	367.62014	0.79902021	37854.049	5481.7089	30961.978	151861.6	5956.9164	43495.34	17278.47	0.79902021	0.79902021
K11217	683528.9	244519.84	450274.41	210593.37	794931.01	2727628.9	638026.28	154918.62	259529.4	138962.23	124191.12
K04447	33167.899	36346.026	46968.994	28295.186	3349.9073	42285.528	78326.595	710.55991	15430.98	70706.122	3715.3083
K11218	660.77029	12105.961	0.79902021	0.79902021	205.41006	24763.026	0.79902021	6180.6484	0.79902021	0.79902021	6335.1805
K11219	42900.25	71831.4	37506.057	83108.046	26319.723	169590.84	256006.31	2871.7013	35692.044	4793.6662	165.85998
K04570	1034217.9	1231856.1	6348539.8	4013902.4	4887424.3	4822358.7	1754578.4	3382265.3	2028650.2	3905808	2899166.7
K04703	41778.121	33054.98	14987.542	47998.111	16021.038	16382.014	19404.889	10520.934	14249.958	56676.484	29120.562
K04704	8323.8197	55341.45	79673.596	148934.54	44892.453	83475.476	255729.67	850935.85	490001.8	0.79902021	6148404.6
K04705	8672787.8	4778565.6	17810937	7961859.5	6204181.7	14383168	15921538	4161329.6	3524784.6	8969454.7	5016466.4
K05697	284202.05	7231504.1	1019916.1	2432433.1	579300.82	386970.01	923023.16	183483.08	98148.239	3006463.8	46455.029
K16059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K16056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05849	16972.012	2342.6887	33013.672	60223.352	77482.882	209815.09	64402.095	49469.751	65248.178	174652.87	11867.019
K05850	7214803.7	8141838	5986795.3	4800137.6	9992842.6	25100333	10274666	4271705.8	1174330.8	25678110	461697.83
K04142	8942.2986	0.79902021	0.79902021	0.79902021	5806.4876	151879.75	0.79902021	0.79902021	0.79902021	297879.43	0.79902021
K04632	7409363	11425313	10737705	10066006	3523717.2	11720636	9473263.4	2977897.9	955141.4	9713867.8	4342481.9
K04633	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08047	1099.8034	10760.188	170990.05	8785.9745	15338.757	17748.998	0.79902021	0.79902021	4132.9447	38707.327	16396.35
K08049	70168.853	2966.3003	5614.1966	43638.948	28529.685	147738.37	230570.87	95333.688	599.85999	11760.955	2632.4407
K05853	38490811	19904792	41513624	57134159	72618544	59579053	65141332	22871031	15805123	74862497	16621286
K05218	522920.8	406619.11	189953.29	754716.46	479790.8	3369236.6	108051.25	645318.5	0.79902021	489432.18	982013.53
K05220	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	310280.12	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021
K05208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04136	0.79902021	0.79902021	0.79902021	0.79902021	104470.06	0.79902021	0.79902021	18032.977	0.79902021	0.79902021	0.79902021
K03914	531990.15	6091.7879	97549.712	43085.594	0.79902021	671431.49	0.79902021	0.79902021	2267.395	45548.944	22649.004
K04149	24747.523	10290.211	60589.931	25486.93	0.79902021	579704.13	6249.7813	22521.777	4008.0923	67983.803	2098.1033
K04248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03916	0.79902021	0.79902021	0.79902021	0.79902021	64958.919	0.79902021	522340.12	0.79902021	66340.856	16336.032	0.79902021
K04634	1200083.8	12901409	1546618.7	7014224.2	2167383.4	8883269	6284824.9	1799297.2	1072526.1	752299.5	937396.9
K04635	5993788.8	4865207.1	14540288	15863407	7841072.6	26159362	25204790	5766534	1424399.2	2369799	2805200.4
K04636	51932.858	715816.53	625813.79	158082.47	38177.897	397599.18	170160.29	112739.67	28876.976	110390	74165.982
K04637	0.79902021	468897.69	0.79902021	40835.039	0.79902021	38203.045	0.79902021	71912.752	142.59	0.79902021	9406.4394
K05857	1008125	392909.57	839995.5	387190.15	634967.72	1107475.1	3148106.2	295717.03	1077554.7	232284.21	84283.227
K05860	7337.8922	735.31979	24969.278	20640.067	15273.997	66894.305	8966.8155	503.31019	132.11001	57436.093	21052.005
K04958	890047.08	201365.26	117619.78	227977.52	57167.241	103470.2	160461.9	116700.74	28507.722	327378.3	26837.999
K04959	140728.06	404224.69	135542.96	86599.226	113369.63	212189.08	383820.08	457546.61	10431.71	63620.123	44325.995
K04960	1781732.8	263631.6	704759.75	2193932.5	1495024.2	5052697.7	1847485.1	497469.48	82026.152	1669830.7	2286104.3
K01242	104322.28	3410826	311143.34	133798.19	2663916.1	2733578.2	40965.319	72051.565	55806.645	131112.77	215794.9
K05862	3.2677371e+08	2.2379176e+08	4.7098856e+08	3.7494035e+08	3.4853519e+08	5.4431379e+08	4.1886493e+08	3.2058592e+08	1.275849e+08	1.0145728e+09	1.8343099e+08
K15040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K15041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05863	2.3135183e+08	1.0021938e+08	2.8199983e+08	5.1493746e+08	2.627627e+08	4.3928791e+08	3.591742e+08	1.8830054e+08	67965325	6.561768e+08	93400946
K05865	0.79902021	0.79902021	398365.37	0.79902021	93779.827	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021
K12042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02183	1.4733797e+08	1.5733521e+08	4.1666939e+08	1.5899846e+08	1.6668764e+08	3.4056715e+08	4.2070718e+08	86523837	74217280	1.2126303e+08	52208193
K00871	443897.22	2089670.6	1892363.8	3910237.9	1991928.2	2858639.1	5737700.9	809067.9	859051.4	2158995.9	630528.93
K07190	640204.41	1289217.1	1602639.3	2582805.5	1346683.8	2124228.5	3218718.4	1186165.6	537333.6	3323965.6	455826.1
K00907	367123.3	410095.77	1302757.8	830518.48	1001898.1	17391242	1065677.9	611881.04	238257.09	655459.26	306465.51
K05869	242685.49	2765503.6	680962.55	149746.54	168338.47	429762.78	431279.84	130040.37	53787.004	361507.59	44201.877
K13240	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13755	347232.22	109145.42	469182.65	390762.79	409699.33	278924.27	674266.77	97127.954	158713.01	726894.74	185022.93
K05871	277207.19	815968.51	253462.95	444086.1	282347.8	648690.13	325312.64	139492.64	301506.65	1144597.2	60564.928
K00888	474886.7	334154.22	3116766.7	2443988.8	1269765	2306526.2	2759201.8	459338.33	833403.1	1502455.1	236521.75
K13711	1262633.6	2428356.1	3034175.6	931418.79	2037192.5	5206273.4	1444026.5	1578805.2	304307.57	1641257	3378168
K00889	605343.11	772683.5	2573724.3	860470.31	1402560.1	4088850.9	2532247.3	784640.42	145605.87	2383235.9	809744.95
K00901	667439.83	6584856.3	8038457.2	3257040.4	1743460.3	5461925.4	1748440.6	299638.05	166470.18	4344776.5	1240238.8
K00913	1004223.3	539423.36	4633945.8	6851098.3	1279587	1039562.1	6213860.2	297363.85	1038552.7	3199103.4	918335.95
K00914	513507.57	688775.37	2621193	287753.39	380403.41	2305304	1715404.3	282183.39	215533.84	302473.01	219727.17
K00915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00920	3318889.9	9282613	14960177	8314305.1	4447131.6	13289693	12705788	4722956.1	3751762.2	8640388	2780476.5
K00921	27078.005	425846.56	141126.56	168883.75	63234.812	171287.44	254030.26	127760.16	40373.669	94950.255	103121.43
K00923	820249.83	372405.54	2243876.1	1715827.2	809980.54	1548224.7	1846250.1	326934.88	283027.6	987417.38	693754.63
K10572	83650.746	11630.65	119324.82	143931.06	18502.98	36025.014	104175.62	324.09995	14192.315	55237.592	122032.35
K00981	1021739	777391.67	862449.07	1549288.4	2398893.7	4617390.4	1264323.8	2378654.2	472042.06	2002862.2	533028.05
K00999	4949015.9	3595112.6	2979930.3	14083287	6743121	8470542.5	20363978	7030491.3	1340926.8	6196333	2080166.1
K01092	7911497.2	16391903	20388531	2290379.3	7752338.9	8280546.8	11286808	6077287.8	3495182.8	19311993	12037896
K01099	1026733.7	747561.58	2374035.1	3938747.4	1623910.1	10078332	6660962.2	970840.11	635037.07	4131031.2	673528.44
K01110	322808.92	121400.2	244883.26	351011.4	406318.23	1402213.2	789528.01	50965.493	34125.063	2375364.7	35296.692
K01106	1172645.3	878023.1	4890805.4	3101163.5	1228104.8	2611353.1	2427128.7	415366.74	164961.16	2312642.8	548353.98
K01107	125917.28	26191.025	5622295.2	1085287.6	221366.78	3486206.7	734580.12	1172284.7	16618.037	172218.32	939685.68
K01108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01109	489967.62	2339612.5	4147301.3	5824783.3	1385437	317213.58	1516078.9	237404.41	107023.56	2820100.9	155848.66
K01116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03084	404077.06	30812.487	5922048.8	173383.37	185829.8	569808.98	717137.86	763951.77	186418.57	600622.38	252644.14
K16185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K16184	0.79902021	0.79902021	59115.355	327220.66	112484.04	45446.539	141189.9	25025.567	981.67999	360345.98	64640.385
K16186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06276	573035.54	1370552.2	14769430	17142063	1264140.9	2456454.2	22323603	2044900.4	426036.18	5495888	467228.48
K07206	43521.981	89145.223	1635654.2	292163.89	14059.219	402440.11	492473.42	22283.293	477350.34	238714.97	115617.5
K07207	170716.99	226126.95	342826.22	328993.82	234934.95	727479.45	1160619.8	93856.411	119622.5	249470.33	148053.75
K07208	19659683	5485530.3	19172233	42503959	14842309	39988333	13945518	7408705.8	6465849.3	12159429	8972227.4
K08266	680645.1	430033.61	1885758.1	1399033.4	1063522.7	2002531.6	3853631.6	753736.39	1148354	2493779.1	214177.87
K07204	946971.13	402722.95	1592935.6	561143.21	871542.48	973083.4	2234815.2	563036.08	399738.08	946598.87	106836.18
K08267	150670.32	77763.303	398089.9	361897.79	122866.16	439873.1	416130.22	59222.295	81336.829	297755.01	83425.298
K08269	207820.02	484354.44	491089.74	397566.69	429656.06	221171.99	1749247.5	112703.25	50078.315	603150.64	209840.35
K07298	3897.6999	280401.68	247530.28	220817.9	62693.48	308681.11	700593.14	7418.2174	87012.526	281367.29	11243.381
K08271	19459.885	94100.059	113182.62	110998.4	121.53003	130938.54	213113.57	19428.391	20604.58	85598.681	25670.576
K08272	4163966.9	5423532	10939029	13822266	4868861.7	17240718	9121088.4	4249544.1	5801965.6	18363190	1335725
K07198	2300830	6063108.1	9706230.8	6361526.8	4876940.6	14079048	10435308	1798972.4	1808541.1	4622726	1932686.4
K13946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14497	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14510	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14503	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13464	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K16882	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04138	0.79902021	1418.5979	11005.98	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	331022.23	0.79902021
K04199	5877263.7	1696221.4	36905325	29829314	27257564	47688724	6000115.8	11500692	1562056.9	2165633.9	1331879
K04196	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04237	286542.92	213461.63	1577489.9	731170.33	671550.49	485813.38	1364029.5	138236.24	227455.82	141471.12	101111.61
K04189	1535733.8	4077296.3	0.79902021	691078.47	0.79902021	0.79902021	1519694.6	1456318.4	0.79902021	0.79902021	1610.5972
K04291	0.79902021	0.79902021	0.79902021	103907.32	0.79902021	0.79902021	0.79902021	1365.2978	0.79902021	133079.6	3596.7047
K04290	217750.67	11627.05	642782.64	242664.22	78677.183	152321.92	322204.05	188292.36	39231.095	121534.67	0.79902021
K04250	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04278	0.79902021	74560.815	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021
K04309	40041.114	1488.4964	1957.8032	2691.3047	20454.161	40751.908	10901.768	1404.0027	642.12974	0.79902021	997.54976
K08412	4935483.5	261909.71	7856050.7	909589.24	6895238.8	776889.75	273145.08	192611.32	1540396.2	10829109	85521.795
K04577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04600	28470.345	1893.8482	7932.1787	61333.171	388560.29	51529.762	936157.93	482015.74	513823.7	6740.7394	3150.1242
K04601	15410.95	19016.876	17945.138	191516.23	6488.7946	15517.994	25921.307	1616.0627	5000.6849	21982.122	612.27977
K08446	3002964.6	1098580.8	1205007.7	880816.44	555739.14	5620388.7	1430073.4	34045.344	325294.18	485139.17	259676.96
K04592	0.79902021	9140.4211	19207.352	8503.6981	0.79902021	109.22997	9360.8663	0.79902021	0.79902021	26662.046	3863.8945
K04593	7383.3993	3316.4466	59733.086	7861.28	52871.925	21426.344	564609.68	15318.223	2490.6251	11855.506	1282.1491
K04596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08450	13768.518	7399.5132	70480.475	207619.7	336543.92	984121.76	0.79902021	8951.0715	0.79902021	66099.707	531.25503
K08451	200789.62	2516.7915	0.79902021	0.79902021	96665.268	70830.838	0.79902021	30076.936	0.79902021	0.79902021	0.79902021
K08463	113152.06	55519.323	258369.99	4801957.7	597098.19	43514.843	55258.627	379516.69	11329.671	3141953.1	35249.112
K04615	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08468	19997349	87560.493	14536414	34663262	28277937	30719296	4331015.2	175059.96	29642.581	3072685	260019.08
K04619	56586.78	38534.031	116606.39	93338.198	662573.96	235455.38	1891319.2	262140.37	49252.93	205750.41	22913.02
K04620	425559.11	420139.82	0.79902021	0.79902021	856770.93	575381.78	0.79902021	418239.56	0.79902021	0.79902021	0.79902021
K04527	116689.74	49118.589	61854.38	41903.349	49112.21	69993.314	123141.72	123932.64	184.60003	125181.64	38533.146
K05086	0.79902021	0.79902021	0.79902021	0.79902021	729561.46	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021
K05087	282673.51	123290.82	497199.92	598635.63	692889.79	329323.29	814203.53	260076.47	113962.06	99131.665	31803.343
K05090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05091	5222.9669	733.6901	13510.737	7850.4011	1553.9072	1021581.3	40893.169	7552.5157	19288.972	136745.07	3540.3371
K05099	654495.97	83965.961	604129.94	450791.45	828667.23	2712962.5	691364.2	316970.16	2947.3835	194223.83	105703.87
K05100	5041.9986	0.79902021	0.79902021	0.79902021	3375.5105	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021
K05101	403593.47	102044.54	165436.36	215180.55	1958003.3	149194.31	114893.96	54457.509	72172.773	195748.41	85264.724
K05102	8030.8192	1446.1986	9468.8844	147924.31	2048.6957	4824.4109	13590.02	16185.003	23104.08	56445.057	741.72984
K05103	1122841.7	332536.39	13297816	2132737.6	7873906.2	25694993	2445817	1939465.4	93266.263	1657440.6	2311915
K05104	0.79902021	76029.092	90814.812	58758.909	0.79902021	0.79902021	70092.521	0.79902021	6418.8662	20870.216	0.79902021
K05105	129817.46	1454.3453	370629.63	997860.22	282921.37	333515.09	648626.06	145774.86	8505.9735	569469.02	546943.3
K05106	14394.414	72490.785	102963.23	5460.8129	12820.012	0.79902021	394949.86	1332.297	4744.2669	13649.654	4605.9489
K05108	86.621005	0.79902021	0.79902021	0.79902021	640.93978	0.79902021	111144.45	0.79902021	85548.237	24713.484	2242.6053
K05111	43015.971	90987.534	722379.04	39191.768	458830.54	3447731.2	134769.82	48885.297	1303.9724	436037.47	109999.49
K05112	13416.958	0.79902021	23240.927	105981.21	0.79902021	8364.6345	12113.498	17669.946	5046.6139	65310.21	72616.008
K05113	559102.9	23225.688	361952.86	1134238.4	239998.45	620665.7	307203.91	230039.93	163700.46	469902.84	39200.251
K05115	190723.67	166144.87	4639840.2	418792.33	598357.5	4560958.4	313854.31	77042.568	34318.049	242285.58	350113.68
K05117	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	3062.4912	0.79902021	0.79902021	0.79902021
K05122	50329.287	9340.6267	36442.962	40456.048	185387.17	244487.84	154601.98	31427.51	1280.1969	20908.389	0.79902021
K05123	375303.69	17795.027	28416.319	15790.57	1307.0275	57359.474	45986.712	9208.8825	110589.08	85928.552	7466.0739
K05124	32499.939	4164.9977	130064.56	722133.29	34773.452	61533.515	29692.069	7358.9795	6156.6007	915396.87	443.84004
K05125	152891.38	750.67988	165396.37	147582.74	11687.996	178266.77	1036286.7	20390.238	30351.488	79047.033	0.79902021
K05126	0.79902021	190220.08	0.79902021	855607.74	0.79902021	0.79902021	0.79902021	764.74025	0.79902021	0.79902021	0.79902021
K05127	56019.293	1228091.9	4116407.3	1824215	123845.86	8965448.2	3689807.8	2203431.8	281740.13	1359400.7	284767
K03159	3181037.5	433233.26	518073.39	2396364.8	1282316.3	538449.76	2184892.5	211259.97	174018.24	1034117.8	362114.45
K03160	0.79902021	0.79902021	706470.6	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	29656.074
K05145	0.79902021	2604.2315	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	216320.37	0.79902021	0.79902021
K04722	1165051.6	141035.34	577345.67	1141421.8	2339457.3	1257197.5	1802392.7	1259369.2	113134.29	1304552.1	529517.35
K05149	402210.27	50855.518	1225325	2708229	1023699.7	2590805.1	138770.37	125136.87	64891.044	1513520.7	50414.557
K02583	976.44976	25387.46	442558.07	102991.1	0.79902021	3234863	0.79902021	332570.34	1074.2023	0.79902021	0.79902021
K05157	510.93006	0.79902021	45126.04	10408.972	45088.128	142843.66	0.79902021	17786.873	183.48992	29045.962	424.5398
K04723	262513.18	112664.49	62036.708	273808.93	39397.05	93082.817	916563.87	40115.697	21589.981	54971.666	4913.1475
K05173	24634.495	0.79902021	217173.52	33207.926	1105.5971	143590.42	7518.3482	47748.904	3920.9024	77969.488	12185.072
K05169	91691.967	239509.26	388944.49	848821.79	526023.89	298638.65	804026.58	162674.79	73582.815	1598685	245130.42
