Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Biosynthesis	-Signaling Molecules and Interaction	3.37	3.66	2.707	3.251	3.472	2.015	5.155	3.909	3.788	4.564	3.962
-Other Enzymes	-Signaling Molecules and Interaction	6.252	7.83	5.155	6.296	6.321	3.865	9.851	6.82	8.001	7.894	7.931
Organismal Systems	-Signaling Molecules and Interaction	2.562	3.445	2.443	2.498	2.383	2.063	3.507	2.989	2.951	2.289	2.897
-Immune System	-Signaling Molecules and Interaction	0.776	0.9859	0.6306	0.6818	0.6048	0.6012	0.8862	0.8133	0.8113	0.7168	0.8665
-Endocrine System	-Signaling Molecules and Interaction	0.4811	0.3083	0.4684	0.6708	0.3384	0.4251	0.6332	0.7207	0.5095	0.4104	0.4276
-Circulatory System	-Signaling Molecules and Interaction	0.2443	0.2653	0.321	0.1394	0.2795	0.2028	0.2473	0.1262	0.1977	0.1603	0.2233
-Digestive System	-Signaling Molecules and Interaction	0.4501	0.2941	0.3224	0.4642	0.4888	0.2306	0.4321	0.431	0.4253	0.3417	0.344
-Excretory System	-Signaling Molecules and Interaction	0.1932	0.3926	0.2229	0.2027	0.1628	0.1549	0.3434	0.2629	0.2256	0.1933	0.1695
-Nervous System	-Signaling Molecules and Interaction	0.2385	0.4209	0.198	0.184	0.1523	0.1699	0.3176	0.137	0.2731	0.1718	0.2624
-Sensory System	-Signaling Molecules and Interaction	0.02243	0.06905	0.03204	0.02952	0.02714	0.03616	0.04257	0.02037	0.01908	0.01451	0.03675
-Development	-Signaling Molecules and Interaction	0.0529	0.1478	0.07252	0.04578	0.09806	0.0875	0.09616	0.07894	0.0364	0.03991	0.07781
-Environmental Adaptation	-Signaling Molecules and Interaction	0.02467	0.03714	0.02582	0.02282	0.02049	0.01134	0.04966	0.02098	0.05456	0.01179	0.03766
Human Diseases	-Signaling Molecules and Interaction	4.39	5.514	3.803	4.493	4.003	2.915	5.637	3.764	5.395	4.8	5.345
-Cancers	-Signaling Molecules and Interaction	0.3698	0.4371	0.3368	0.3555	0.3133	0.221	0.6045	0.2894	0.598	0.4379	0.3515
-Immune System Diseases	-Signaling Molecules and Interaction	0.5296	1.23	0.3992	0.5741	0.4149	0.2615	0.6946	0.5538	0.7305	0.5696	0.9198
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	1.485	1.629	1.121	1.595	1.337	0.903	2.147	1.466	1.829	2.332	1.99
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.3682	0.1782	0.2369	0.2499	0.2579	0.2768	0.3546	0.1601	0.224	0.1938	0.2507
-Metabolic Diseases	-Signaling Molecules and Interaction	0.002678	0.001883	0.001397	0.002615	0.001724	0.001372	0.02849	0.004445	0.006362	0.002091	0.002683
-Infectious Diseases	-Signaling Molecules and Interaction	0.8346	1.13	0.8353	0.9667	0.8229	0.7234	1.121	0.7468	1.107	0.8165	1.004
Not Mapped	-Signaling Molecules and Interaction	11.26	11.2	10.06	10.9	10.77	6.722	16.21	9.262	13.74	11.92	14.36
-Not Mapped	-Signaling Molecules and Interaction	11.26	11.2	10.06	10.9	10.77	6.722	16.21	9.262	13.74	11.92	14.36
TOTAL	Cellular Processes	7.456	7.217	5.902	8.339	6.125	4.94	9.536	9.977	10.3	11.92	11.17
MAPPED	Cellular Processes	6.121	6.013	4.85	6.856	4.964	4.065	7.833	8.24	8.401	9.592	8.989
Genetic Information Processing	Cellular Processes	2.608	2.424	1.955	2.938	1.751	1.32	3.682	3.165	3.882	3.711	4.042
-Transcription	Cellular Processes	0.3173	0.3273	0.2015	0.315	0.2062	0.1239	0.4477	0.2692	0.4584	0.433	0.3964
-Translation	Cellular Processes	1.101	0.7859	0.7864	1.204	0.738	0.5095	1.431	1.201	1.581	1.349	1.729
-Folding, Sorting and Degradation	Cellular Processes	0.7608	0.7106	0.6313	0.8997	0.5165	0.4719	1.162	1.18	1.203	1.156	1.267
-DNA Maintenance	Cellular Processes	0.4289	0.6252	0.3219	0.5015	0.296	0.2014	0.621	0.4756	0.6345	0.6846	0.6661
-RNA Family	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0.179	0.1725	0.1608	0.2285	0.1644	0.1895	0.1655	0.26	0.2213	0.2817	0.2487
-Signal Transduction	Cellular Processes	0.05473	0.07013	0.04536	0.08745	0.0481	0.04932	0.06862	0.06313	0.08521	0.09396	0.09334
-Signaling Molecules and Interaction	Cellular Processes	0.1212	0.1052	0.1044	0.1406	0.106	0.1283	0.1054	0.2017	0.1409	0.2001	0.1541
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	6.37e-06	1.666e-05	1.551e-05	3.514e-10	4.016e-06	2.122e-06	3e-10	1.645e-05	0.0004276	4.559e-10	4.485e-05
-Vesicular Transport	Cellular Processes	0.09843	0.1299	0.08631	0.1064	0.0788	0.1067	0.1394	0.196	0.1269	0.2043	0.144
-Cytoskeleton	Cellular Processes	0.7152	0.6839	0.7251	0.6852	0.7223	0.7359	0.6342	0.6278	0.6091	0.5965	0.6249
-Cell Motility	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.09819	0.1166	0.08682	0.1148	0.07937	0.05777	0.1562	0.08463	0.1599	0.1143	0.1322
-Cell Communication	Cellular Processes	0.08015	0.06182	0.0946	0.07088	0.1148	0.09532	0.06696	0.09553	0.09582	0.0645	0.08709
Metabolism	Cellular Processes	1.489	1.524	1.119	1.755	1.399	1.001	1.99	2.619	2.096	3.294	2.427
-Membrane Transport	Cellular Processes	0.02096	0.01228	0.01016	0.01654	0.01303	0.01023	0.01729	0.0248	0.02171	0.03168	0.0183
-Central Carbon Metabolism	Cellular Processes	0.1877	0.2449	0.1706	0.2854	0.2444	0.1627	0.3039	0.3776	0.2825	0.5225	0.3712
-Energy Metabolism	Cellular Processes	0.07729	0.08779	0.06824	0.08205	0.07836	0.06213	0.09353	0.1137	0.1017	0.2048	0.1198
-Biosynthesis	Cellular Processes	0.4029	0.3703	0.2842	0.4475	0.3619	0.2423	0.4776	0.748	0.5278	0.9367	0.6389
-Other Enzymes	Cellular Processes	0.756	0.82	0.5737	0.9198	0.7227	0.4959	1.078	1.342	1.132	1.554	1.24
Organismal Systems	Cellular Processes	0.3469	0.3861	0.3014	0.4194	0.2839	0.2939	0.4243	0.6067	0.4722	0.5202	0.518
-Immune System	Cellular Processes	0.0975	0.1042	0.07048	0.09274	0.06724	0.08182	0.08908	0.164	0.1106	0.1436	0.1453
-Endocrine System	Cellular Processes	0.06895	0.03293	0.05445	0.1137	0.0427	0.05957	0.07832	0.1464	0.08412	0.08115	0.07171
-Circulatory System	Cellular Processes	0.03101	0.02908	0.03239	0.02183	0.0299	0.02686	0.02748	0.02501	0.02935	0.03209	0.04103
-Digestive System	Cellular Processes	0.05307	0.03282	0.03277	0.06194	0.04834	0.0277	0.04532	0.07568	0.06185	0.06954	0.04877
-Excretory System	Cellular Processes	0.02273	0.03967	0.02243	0.02879	0.01712	0.02492	0.03369	0.06092	0.02791	0.05084	0.02783
-Nervous System	Cellular Processes	0.02711	0.03524	0.02067	0.02392	0.01587	0.02225	0.03362	0.02767	0.02871	0.02845	0.03327
-Sensory System	Cellular Processes	0.003542	0.007435	0.004084	0.003961	0.003738	0.004488	0.006252	0.004721	0.003397	0.003673	0.005477
-Development	Cellular Processes	0.007023	0.01305	0.00851	0.007364	0.01133	0.01236	0.009466	0.01498	0.005043	0.00824	0.01298
-Environmental Adaptation	Cellular Processes	0.003424	0.004484	0.00303	0.003219	0.002489	0.001658	0.005922	0.004084	0.006048	0.002543	0.006184
Human Diseases	Cellular Processes	0.5462	0.6011	0.4207	0.6317	0.4194	0.3632	0.6182	0.7922	0.694	0.9982	0.8929
-Cancers	Cellular Processes	0.04875	0.05319	0.03955	0.04863	0.03321	0.02639	0.06842	0.05352	0.08796	0.09076	0.06067
-Immune System Diseases	Cellular Processes	0.07458	0.1266	0.04219	0.081	0.05436	0.03889	0.07822	0.1204	0.1036	0.1283	0.1768
-Neurodegenerative Diseases	Cellular Processes	0.19	0.1783	0.1282	0.212	0.1423	0.1273	0.2292	0.2956	0.2519	0.4119	0.3075
-Cardiovascular Diseases	Cellular Processes	0.04464	0.02136	0.02416	0.03541	0.02835	0.03473	0.03737	0.03259	0.03103	0.04181	0.04263
-Metabolic Diseases	Cellular Processes	0.0002425	0.0002463	0.0001867	0.000369	0.0001697	0.000154	0.002358	0.0007215	0.0007867	0.0003449	0.0003646
-Infectious Diseases	Cellular Processes	0.1173	0.1313	0.09328	0.1423	0.09349	0.09228	0.1262	0.153	0.1638	0.1704	0.1835
Not Mapped	Cellular Processes	1.335	1.204	1.051	1.483	1.161	0.8749	1.703	1.737	1.903	2.325	2.183
-Not Mapped	Cellular Processes	1.335	1.204	1.051	1.483	1.161	0.8749	1.703	1.737	1.903	2.325	2.183
TOTAL	-Hemoglobin	1279000	479300	382700	2.617e+10	1657000	2616000	3.506e+10	617900	26230	2.884e+10	253800
MAPPED	-Hemoglobin	1050000	399300	314500	2.152e+10	1343000	2153000	2.88e+10	510300	21380	2.321e+10	204200
Genetic Information Processing	-Hemoglobin	420200	148600	124900	8.7e+09	441000	636600	1.292e+10	192400	9358	8.231e+09	90330
-Transcription	-Hemoglobin	51660	20470	13070	9.422e+08	53580	63260	1.551e+09	16420	1097	9.973e+08	8721
-Translation	-Hemoglobin	185700	50830	50750	3.771e+09	197200	266200	5.239e+09	74580	3992	3.236e+09	39000
-Folding, Sorting and Degradation	-Hemoglobin	119600	43380	38800	2.649e+09	124600	220100	4.047e+09	68930	2767	2.514e+09	26070
-DNA Maintenance	-Hemoglobin	61590	33450	20580	1.271e+09	63580	84660	2.02e+09	28740	1447	1.353e+09	15130
-RNA Family	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Hemoglobin	26750	10260	9282	5.738e+08	38760	88270	5.457e+08	14910	516.5	5.886e+08	5373
-Signal Transduction	-Hemoglobin	7746	3945	2950	1.723e+08	11740	23240	1.928e+08	3696	187	1.605e+08	1917
-Signaling Molecules and Interaction	-Hemoglobin	16820	5527	6510	3.596e+08	25950	55910	3.038e+08	11460	296.9	4.132e+08	3347
Cellular Processes	-Hemoglobin	156700	59760	64040	2.829e+09	248900	464600	3.304e+09	59400	2313	2.09e+09	22220
-Hemoglobin	-Hemoglobin	1	1	1	1	1	1	1	1	1	1	1
-Vesicular Transport	-Hemoglobin	12620	7248	5614	2.744e+08	17230	45750	3.935e+08	11860	273	3.701e+08	3210
-Cytoskeleton	-Hemoglobin	112300	40900	44070	1.996e+09	179800	341900	2.115e+09	37370	1448	1.304e+09	13660
-Cell Motility	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Hemoglobin	10390	5641	5647	1.888e+08	12870	20910	3.422e+08	5190	270.5	1.849e+08	2869
-Cell Communication	-Hemoglobin	12680	3856	6005	2.082e+08	29050	47530	2.247e+08	5726	215.2	1.368e+08	1941
Metabolism	-Hemoglobin	226900	91880	71450	4.874e+09	344000	453400	6.552e+09	158600	4857	7.315e+09	54520
-Membrane Transport	-Hemoglobin	2580	679.5	594.2	29000000	2391	4298	37420000	1413	46.47	50740000	372.1
-Central Carbon Metabolism	-Hemoglobin	29020	13320	10160	6.076e+08	43430	70560	9.176e+08	21750	644.5	9.616e+08	8279
-Energy Metabolism	-Hemoglobin	11210	4898	4050	2.322e+08	20700	30940	2.749e+08	6475	238.3	3.333e+08	2415
-Biosynthesis	-Hemoglobin	51430	20660	17540	9.895e+08	59520	99430	1.36e+09	44430	1083	1.814e+09	14190
-Other Enzymes	-Hemoglobin	118500	42530	34940	2.384e+09	165200	232500	3.566e+09	78560	2620	3.136e+09	27080
Organismal Systems	-Hemoglobin	52030	19140	17950	9.496e+08	67100	138000	1.216e+09	34560	935.1	1.06e+09	10050
-Immune System	-Hemoglobin	11780	5044	4586	2.128e+08	14060	33610	2.193e+08	9446	188.3	2.326e+08	3125
-Endocrine System	-Hemoglobin	6114	1964	3616	77190000	7399	21420	1.247e+08	9620	151.4	1.476e+08	1749
-Circulatory System	-Hemoglobin	4388	1599	2070	45550000	7734	12750	71890000	1653	61.51	39880000	904
-Digestive System	-Hemoglobin	4595	1471	2099	76640000	8159	11720	1.413e+08	4474	119.1	1.209e+08	1087
-Excretory System	-Hemoglobin	2715	2331	1459	38070000	3528	9122	48140000	3785	64.58	41330000	604.3
-Nervous System	-Hemoglobin	3242	2340	1176	39470000	3018	8637	56320000	1539	59.68	46230000	747.3
-Sensory System	-Hemoglobin	310.4	341.1	266.9	1259000	534.1	1492	2416000	293.3	6.203	1315000	118
-Development	-Hemoglobin	1159	816.8	490.7	17190000	2582	5868	29400000	889.6	12.83	16610000	294.9
-Environmental Adaptation	-Hemoglobin	536.5	291.8	175	2899000	619.4	781.4	4611000	253.7	15.33	2023000	127
Human Diseases	-Hemoglobin	72150	31330	26940	1.464e+09	88270	151800	1.944e+09	45210	1557	1.893e+09	19390
-Cancers	-Hemoglobin	8404	3462	2550	1.185e+08	8943	13880	1.926e+08	3318	223	1.685e+08	1395
-Immune System Diseases	-Hemoglobin	8631	7443	2699	1.168e+08	10310	17770	1.961e+08	7586	239.2	1.606e+08	3942
-Neurodegenerative Diseases	-Hemoglobin	30150	10800	7381	5.997e+08	35160	57550	7.078e+08	17020	535.3	8.905e+08	6671
-Cardiovascular Diseases	-Hemoglobin	4912	978.5	1619	84550000	4822	12450	60190000	1981	58.37	64170000	957.6
-Metabolic Diseases	-Hemoglobin	33.26	10.34	11.12	8553	42.23	76.7	176100	45.47	1.325	200000	7.489
-Infectious Diseases	-Hemoglobin	12170	7321	5726	2.547e+08	17790	39680	3.301e+08	8812	290.5	2.987e+08	3770
Not Mapped	-Hemoglobin	229000	79940	68180	4.655e+09	314100	463300	6.263e+09	107600	4844	5.628e+09	49580
-Not Mapped	-Hemoglobin	229000	79940	68180	4.655e+09	314100	463300	6.263e+09	107600	4844	5.628e+09	49580
TOTAL	-Vesicular Transport	69.28	53.66	65.77	76.38	68.17	45.45	66.02	49.95	72.19	57.87	72.79
MAPPED	-Vesicular Transport	56.88	44.71	54.05	62.8	55.24	37.4	54.23	41.26	58.86	46.58	58.57
Genetic Information Processing	-Vesicular Transport	25.24	16.83	22.25	27.55	20.05	12.02	26.13	16.01	28.88	17.45	26.71
-Transcription	-Vesicular Transport	2.985	2.456	2.281	2.949	2.367	1.153	3.079	1.369	3.215	2.073	2.554
-Translation	-Vesicular Transport	10.43	5.705	8.904	11.32	8.338	4.652	10.18	6.143	11.42	6.664	10.96
-Folding, Sorting and Degradation	-Vesicular Transport	7.638	5.379	6.972	8.342	6.117	4.27	8.158	6.169	8.972	5.28	8.271
-DNA Maintenance	-Vesicular Transport	3.871	4.058	3.493	4.181	2.977	1.722	4.25	2.468	4.333	3.232	4.267
-RNA Family	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	1.671	1.327	1.615	1.836	1.753	1.626	1.166	1.291	1.699	1.426	1.654
-Signal Transduction	-Vesicular Transport	0.5654	0.5393	0.4927	0.6414	0.5903	0.4524	0.4655	0.3305	0.6302	0.474	0.6481
-Signaling Molecules and Interaction	-Vesicular Transport	1.175	0.8045	1.172	1.219	1.295	1.189	0.75	0.961	1.058	0.9284	1.043
Cellular Processes	-Vesicular Transport	9.679	7.628	11.32	9.286	11.51	9.312	7.119	5.007	7.221	4.856	6.442
-Hemoglobin	-Vesicular Transport	6.659e-05	0.0001369	0.000174	3.388e-09	5.556e-05	2.174e-05	2.347e-09	8.237e-05	0.003369	2.467e-09	0.0002868
-Vesicular Transport	-Vesicular Transport	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	6.551	5.324	7.4	6.284	7.763	6.357	4.13	3.038	4.095	2.777	4.045
-Cell Motility	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.9222	0.8894	0.8653	0.9033	0.8632	0.5155	1.075	0.4478	1.079	0.5725	0.7697
-Cell Communication	-Vesicular Transport	0.8762	0.4687	1.078	0.6566	1.478	0.9045	0.5015	0.484	0.7935	0.324	0.6369
Metabolism	-Vesicular Transport	14.41	11.59	12.81	16.38	16.11	9.094	14.19	12.88	15.19	15.56	15.64
-Membrane Transport	-Vesicular Transport	0.2068	0.1026	0.1158	0.1354	0.1545	0.09947	0.1215	0.1404	0.1648	0.1469	0.116
-Central Carbon Metabolism	-Vesicular Transport	2.129	1.814	1.77	2.168	2.598	1.49	2.032	1.865	2.242	2.544	2.324
-Energy Metabolism	-Vesicular Transport	0.7957	0.6757	0.7234	0.7209	0.7584	0.5224	0.7789	0.5274	0.8069	0.9352	0.9567
-Biosynthesis	-Vesicular Transport	3.889	2.952	3.039	3.89	4.251	2.19	3.425	3.754	3.893	4.548	3.782
-Other Enzymes	-Vesicular Transport	7.607	5.823	6.647	8.841	8.321	4.646	7.4	6.684	8.172	7.576	8.417
Organismal Systems	-Vesicular Transport	3.254	2.782	2.891	3.461	2.974	2.52	2.71	2.887	3.453	2.434	3.105
-Immune System	-Vesicular Transport	0.9293	0.7634	0.798	0.8924	0.723	0.7619	0.5887	0.816	0.7882	0.6597	0.9035
-Endocrine System	-Vesicular Transport	0.5513	0.2622	0.4744	0.7413	0.4293	0.5305	0.4749	0.6742	0.4866	0.3641	0.4459
-Circulatory System	-Vesicular Transport	0.3103	0.2085	0.3501	0.1984	0.3623	0.2303	0.1971	0.1164	0.221	0.1474	0.2467
-Digestive System	-Vesicular Transport	0.4624	0.2372	0.3418	0.4762	0.4678	0.2742	0.3036	0.4419	0.3797	0.3176	0.3387
-Excretory System	-Vesicular Transport	0.2155	0.2836	0.2197	0.253	0.1924	0.1983	0.2416	0.2526	0.2014	0.203	0.162
-Nervous System	-Vesicular Transport	0.2546	0.2822	0.2039	0.1911	0.207	0.1988	0.2309	0.1624	0.1938	0.1381	0.2143
-Sensory System	-Vesicular Transport	0.02493	0.05163	0.03245	0.02746	0.03125	0.04179	0.03127	0.01958	0.01823	0.01524	0.03093
-Development	-Vesicular Transport	0.08025	0.08571	0.09226	0.05835	0.135	0.1076	0.06788	0.08062	0.03701	0.04487	0.08522
-Environmental Adaptation	-Vesicular Transport	0.02448	0.02871	0.0276	0.02304	0.02359	0.01699	0.03065	0.01694	0.03999	0.01376	0.03606
Human Diseases	-Vesicular Transport	5.545	4.189	4.11	5.226	4.695	3.283	4.228	3.824	5.56	4.559	5.573
-Cancers	-Vesicular Transport	0.4991	0.3719	0.4237	0.4561	0.4399	0.2628	0.4519	0.3126	0.5907	0.4889	0.4153
-Immune System Diseases	-Vesicular Transport	0.7219	0.9724	0.448	0.7466	0.6259	0.3621	0.5335	0.5767	0.7481	0.6278	0.9253
-Neurodegenerative Diseases	-Vesicular Transport	1.652	1.215	1.296	1.9	1.657	1.034	1.527	1.399	1.636	2.016	1.947
-Cardiovascular Diseases	-Vesicular Transport	0.4342	0.1701	0.2822	0.3049	0.3459	0.3093	0.266	0.1632	0.2328	0.1781	0.2746
-Metabolic Diseases	-Vesicular Transport	0.002635	0.001896	0.002597	0.003827	0.002451	0.001476	0.01944	0.003457	0.005681	0.001867	0.002676
-Infectious Diseases	-Vesicular Transport	0.9976	1.001	1.02	1.26	0.9937	0.8168	0.9449	0.7274	1.03	0.8465	1.263
Not Mapped	-Vesicular Transport	12.41	8.951	11.72	13.58	12.92	8.049	11.79	8.696	13.33	11.29	14.22
-Not Mapped	-Vesicular Transport	12.41	8.951	11.72	13.58	12.92	8.049	11.79	8.696	13.33	11.29	14.22
TOTAL	-Cytoskeleton	10.58	10.55	8.21	12.18	8.543	6.741	15.08	16.23	17.02	19.69	17.98
MAPPED	-Cytoskeleton	8.683	8.793	6.748	10.01	6.923	5.547	12.38	13.4	13.87	15.85	14.47
Genetic Information Processing	-Cytoskeleton	3.721	3.54	2.688	4.362	2.467	1.795	5.858	4.99	6.369	6.161	6.603
-Transcription	-Cytoskeleton	0.4557	0.4786	0.2959	0.4659	0.3008	0.1806	0.7335	0.4394	0.7571	0.7259	0.6456
-Translation	-Cytoskeleton	1.538	1.149	1.106	1.769	1.043	0.6974	2.299	1.948	2.6	2.308	2.777
-Folding, Sorting and Degradation	-Cytoskeleton	1.058	1.007	0.8533	1.279	0.6988	0.6597	1.82	1.871	1.934	1.853	1.939
-DNA Maintenance	-Cytoskeleton	0.6079	0.8974	0.472	0.718	0.4081	0.2777	1.029	0.7653	1.083	1.131	1.126
-RNA Family	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.2432	0.2513	0.2194	0.3238	0.2155	0.2532	0.28	0.4019	0.3634	0.4837	0.3948
-Signal Transduction	-Cytoskeleton	0.07653	0.09841	0.06658	0.1236	0.0664	0.06468	0.103	0.1002	0.136	0.1603	0.1358
-Signaling Molecules and Interaction	-Cytoskeleton	0.1659	0.1515	0.1517	0.1856	0.1452	0.1782	0.1617	0.296	0.2272	0.3225	0.2408
Cellular Processes	-Cytoskeleton	1.398	1.433	1.364	1.417	1.38	1.342	1.576	1.585	1.615	1.603	1.587
-Hemoglobin	-Cytoskeleton	8.659e-06	2.397e-05	2.158e-05	4.827e-10	5.41e-06	2.818e-06	4.517e-10	2.645e-05	0.0006716	7.221e-10	7.194e-05
-Vesicular Transport	-Cytoskeleton	0.1376	0.1836	0.1176	0.1495	0.1076	0.143	0.2215	0.3122	0.2069	0.3395	0.2464
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.1348	0.1671	0.1192	0.1661	0.1099	0.0855	0.2409	0.1327	0.2565	0.1841	0.22
-Cell Communication	-Cytoskeleton	0.1165	0.08649	0.1323	0.1046	0.1606	0.1274	0.1054	0.1494	0.1553	0.1011	0.1382
Metabolism	-Cytoskeleton	2.103	2.211	1.559	2.504	1.97	1.382	3.179	4.199	3.441	5.33	3.922
-Membrane Transport	-Cytoskeleton	0.02931	0.01803	0.01401	0.02344	0.01738	0.01357	0.02725	0.03845	0.03525	0.04912	0.02808
-Central Carbon Metabolism	-Cytoskeleton	0.2669	0.328	0.2193	0.4018	0.3264	0.2106	0.4436	0.5543	0.4855	0.8245	0.6058
-Energy Metabolism	-Cytoskeleton	0.1005	0.1262	0.09803	0.1169	0.112	0.0872	0.147	0.1762	0.1666	0.3175	0.1797
-Biosynthesis	-Cytoskeleton	0.5435	0.5545	0.4083	0.6327	0.5021	0.3484	0.787	1.212	0.8606	1.485	1.056
-Other Enzymes	-Cytoskeleton	1.084	1.182	0.8041	1.322	1.012	0.6802	1.686	2.099	1.853	2.57	2.014
Organismal Systems	-Cytoskeleton	0.4513	0.5448	0.3875	0.5658	0.3702	0.3836	0.6401	0.9406	0.6847	0.8152	0.7356
-Immune System	-Cytoskeleton	0.1308	0.1494	0.09916	0.1274	0.09245	0.1128	0.1465	0.2408	0.19	0.234	0.2214
-Endocrine System	-Cytoskeleton	0.09361	0.04794	0.07576	0.1701	0.06042	0.08345	0.1352	0.2517	0.1444	0.1301	0.1233
-Circulatory System	-Cytoskeleton	0.04428	0.04547	0.04653	0.03172	0.04336	0.0377	0.04772	0.04359	0.0473	0.05909	0.06439
-Digestive System	-Cytoskeleton	0.07417	0.04997	0.04564	0.08758	0.06909	0.03697	0.06988	0.1184	0.09946	0.1078	0.08374
-Excretory System	-Cytoskeleton	0.03177	0.05801	0.03176	0.04285	0.02539	0.03325	0.05543	0.09803	0.04919	0.08675	0.04124
-Nervous System	-Cytoskeleton	0.03858	0.05166	0.02851	0.03391	0.02198	0.03023	0.05299	0.04324	0.05015	0.04974	0.05667
-Sensory System	-Cytoskeleton	0.004951	0.01213	0.005668	0.005923	0.00516	0.006759	0.00984	0.007597	0.00564	0.006511	0.008849
-Development	-Cytoskeleton	0.009535	0.01997	0.01115	0.01041	0.01499	0.01656	0.01535	0.02301	0.008279	0.01287	0.021
-Environmental Adaptation	-Cytoskeleton	0.004453	0.006273	0.003971	0.004235	0.003245	0.002146	0.008396	0.006572	0.009766	0.00385	0.008999
Human Diseases	-Cytoskeleton	0.781	0.8354	0.5814	0.8931	0.5792	0.4916	1.011	1.215	1.178	1.6	1.395
-Cancers	-Cytoskeleton	0.06813	0.07442	0.05395	0.07097	0.04549	0.03543	0.1077	0.08483	0.1417	0.1549	0.09521
-Immune System Diseases	-Cytoskeleton	0.1102	0.1772	0.06055	0.1188	0.0789	0.05259	0.1283	0.203	0.1818	0.229	0.2821
-Neurodegenerative Diseases	-Cytoskeleton	0.2503	0.2588	0.174	0.3014	0.197	0.1668	0.3582	0.4604	0.3994	0.7518	0.4863
-Cardiovascular Diseases	-Cytoskeleton	0.06109	0.03123	0.03473	0.0536	0.04114	0.04865	0.05892	0.05371	0.05095	0.0714	0.06767
-Metabolic Diseases	-Cytoskeleton	0.0003504	0.0003299	0.00024	0.0004854	0.0002213	0.0002162	0.003549	0.001217	0.001387	0.0005342	0.0005306
-Infectious Diseases	-Cytoskeleton	0.1525	0.1811	0.1346	0.1919	0.1264	0.1279	0.179	0.2246	0.2381	0.2618	0.2671
Not Mapped	-Cytoskeleton	1.894	1.76	1.463	2.166	1.619	1.194	2.693	2.825	3.143	3.843	3.513
-Not Mapped	-Cytoskeleton	1.894	1.76	1.463	2.166	1.619	1.194	2.693	2.825	3.143	3.843	3.513
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
