Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Development	-Signal Transduction	0.06277	0.07764	0.05836	0.02452	0.1039	0.1003	0.05617	0.1101	0.01794	0.03511	0.07115
-Environmental Adaptation	-Signal Transduction	0.005595	0.001436	0.009548	0.008095	0.00596	0.009563	0.002233	0.006274	0.003357	0.006557	0.00992
Human Diseases	-Signal Transduction	5.564	6.044	4.716	3.701	5.125	4.612	5.838	8.658	5.616	7.577	7.836
-Cancers	-Signal Transduction	0.4259	0.352	0.3944	0.2661	0.3369	0.2543	0.4893	0.4707	0.469	0.3451	0.3382
-Immune System Diseases	-Signal Transduction	0.2394	0.5471	0.1893	0.09573	0.1303	0.1233	0.5087	0.4641	0.469	0.248	0.2892
-Neurodegenerative Diseases	-Signal Transduction	2.227	1.971	1.719	1.52	2.078	1.694	2.599	3.272	2.117	3.589	2.616
-Cardiovascular Diseases	-Signal Transduction	0.1074	0.0261	0.09976	0.07086	0.1379	0.2551	0.09456	0.04232	0.05142	0.04537	0.06486
-Metabolic Diseases	-Signal Transduction	0.0001851	3.161e-05	1.357e-05	3.547e-05	0.000936	0.0003462	0.0003863	0.0007995	4.196e-05	0.001084	0.0006951
-Infectious Diseases	-Signal Transduction	0.8673	0.9659	0.8755	0.6666	1.023	1.099	0.923	1.174	0.7599	0.8696	0.8846
Not Mapped	-Signal Transduction	15.15	12.17	14.57	10.56	16.25	12.52	17.8	22.71	15.38	19.15	19.12
-Not Mapped	-Signal Transduction	15.15	12.17	14.57	10.56	16.25	12.52	17.8	22.71	15.38	19.15	19.12
TOTAL	-Signaling Molecules and Interaction	38.89	47.64	34.12	41.97	37.65	24.77	55.38	38.49	46.1	39.69	44.59
MAPPED	-Signaling Molecules and Interaction	31.21	39.12	27.1	33.6	29.6	19.56	44.46	31.09	36.98	31.23	35.34
Genetic Information Processing	-Signaling Molecules and Interaction	15.49	16.76	12.78	16.45	12.69	7.592	23.93	13.3	19.31	13.8	17.85
-Transcription	-Signaling Molecules and Interaction	1.353	1.734	1.016	1.299	1.087	0.542	2.019	0.8519	1.581	1.142	1.285
-Translation	-Signaling Molecules and Interaction	7.823	6.642	6.37	8.167	6.57	3.639	11.65	6.336	9.507	6.031	8.729
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	3.059	3.56	2.966	3.596	2.488	1.888	5.377	3.516	4.196	3.317	4.089
-DNA Maintenance	-Signaling Molecules and Interaction	2.313	4.046	1.805	2.511	1.849	1.108	3.428	1.96	2.795	2.551	3.204
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.184	1.34	1.167	1.181	1.138	1.117	1.395	1.126	1.36	1.135	1.199
-Signal Transduction	-Signaling Molecules and Interaction	0.1842	0.3404	0.1669	0.1813	0.1383	0.1171	0.3955	0.1259	0.3603	0.1353	0.199
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	3.456	4.723	3.376	3.497	3.747	2.963	4.02	2.675	3.161	2.402	2.733
-Hemoglobin	-Signaling Molecules and Interaction	7.791e-05	0.000247	0.0002363	2.535e-10	5.973e-05	2.56e-05	2.469e-10	0.0001603	0.004392	2.148e-10	0.0004266
-Vesicular Transport	-Signaling Molecules and Interaction	0.3843	0.7624	0.3923	0.4261	0.3914	0.5039	0.6997	0.6839	0.424	0.5619	0.4014
-Cytoskeleton	-Signaling Molecules and Interaction	2.536	3.617	2.445	2.564	2.795	2.218	2.715	1.738	2.169	1.514	1.916
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.1582	0.1742	0.1682	0.1647	0.1234	0.06129	0.2261	0.06951	0.1808	0.1268	0.1346
-Cell Communication	-Signaling Molecules and Interaction	0.1857	0.1692	0.2159	0.1642	0.2877	0.1696	0.1993	0.1395	0.2055	0.09619	0.1374
Metabolism	-Signaling Molecules and Interaction	5.902	7.611	5.086	6.67	6.908	3.987	9.091	8.072	7.373	8.856	7.711
-Membrane Transport	-Signaling Molecules and Interaction	0.07796	0.03455	0.03408	0.05087	0.03858	0.03097	0.06556	0.06042	0.05835	0.06337	0.04404
-Central Carbon Metabolism	-Signaling Molecules and Interaction	0.7918	1.065	0.7159	0.8895	0.8976	0.6514	1.316	1.012	0.9922	1.263	0.9728
-Energy Metabolism	-Signaling Molecules and Interaction	0.4112	0.5686	0.3104	0.401	0.3347	0.3108	0.5977	0.4488	0.4677	0.7762	0.4463
-Biosynthesis	-Signaling Molecules and Interaction	1.292	1.659	1.15	1.382	1.292	0.8772	1.755	1.972	1.592	2.237	1.967
-Other Enzymes	-Signaling Molecules and Interaction	3.192	4.012	2.675	3.365	3.502	2.042	5.032	4.39	3.983	4.401	3.966
Organismal Systems	-Signaling Molecules and Interaction	1.245	1.836	1.157	1.265	1.288	1.095	1.549	1.601	1.227	1.253	1.406
-Immune System	-Signaling Molecules and Interaction	0.2823	0.4904	0.2109	0.2569	0.205	0.3342	0.3331	0.3608	0.2463	0.2732	0.2674
-Endocrine System	-Signaling Molecules and Interaction	0.1425	0.229	0.2084	0.1351	0.155	0.135	0.3191	0.2772	0.1584	0.1278	0.2335
-Circulatory System	-Signaling Molecules and Interaction	0.1782	0.1893	0.1968	0.1075	0.2048	0.1362	0.2129	0.1053	0.1417	0.1133	0.1447
-Digestive System	-Signaling Molecules and Interaction	0.08359	0.07941	0.06282	0.07818	0.1026	0.06236	0.1142	0.1845	0.1215	0.1057	0.04377
-Excretory System	-Signaling Molecules and Interaction	0.09808	0.1308	0.1064	0.08574	0.08129	0.06265	0.1204	0.08595	0.1036	0.09089	0.08892
-Nervous System	-Signaling Molecules and Interaction	0.02039	0.03504	0.02545	0.02929	0.01774	0.0236	0.03767	0.01958	0.02466	0.02764	0.02108
-Sensory System	-Signaling Molecules and Interaction	0.0014	0.004245	0.002288	0.001549	0.001857	0.001217	0.003987	0.001982	0.001418	0.001614	0.001499
-Development	-Signaling Molecules and Interaction	0.02254	0.04287	0.025	0.01519	0.03866	0.03592	0.02795	0.03157	0.007703	0.01449	0.02669
-Environmental Adaptation	-Signaling Molecules and Interaction	0.001031	0.0005705	0.001813	0.002958	0.0008244	0.00112	0.0009736	0.0007899	0.001209	0.001389	0.001974
Human Diseases	-Signaling Molecules and Interaction	2.919	3.726	2.137	2.817	2.395	1.844	3.658	2.838	3.184	3.593	3.172
-Cancers	-Signaling Molecules and Interaction	0.1827	0.2138	0.1496	0.1611	0.1177	0.09104	0.2725	0.1497	0.2561	0.2025	0.1448
-Immune System Diseases	-Signaling Molecules and Interaction	0.1007	0.1862	0.06862	0.0671	0.04844	0.04453	0.2297	0.11	0.2238	0.1121	0.1127
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	1.035	1.156	0.7334	1.118	1.001	0.6285	1.392	1.24	1.156	1.557	1.202
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.04607	0.01385	0.02854	0.02818	0.04796	0.05648	0.0529	0.01639	0.02573	0.02696	0.03319
-Metabolic Diseases	-Signaling Molecules and Interaction	0.0001467	3.469e-05	4.511e-06	1.901e-05	0.0002898	0.000125	0.0003139	0.0002455	2.053e-05	0.0006149	0.0004117
-Infectious Diseases	-Signaling Molecules and Interaction	0.3061	0.5791	0.3504	0.3851	0.3577	0.3162	0.4593	0.3764	0.415	0.3015	0.3318
Not Mapped	-Signaling Molecules and Interaction	7.675	8.525	7.023	8.366	8.051	5.215	10.92	7.399	9.12	8.459	9.251
-Not Mapped	-Signaling Molecules and Interaction	7.675	8.525	7.023	8.366	8.051	5.215	10.92	7.399	9.12	8.459	9.251
TOTAL	Cellular Processes	9.983	8.507	8.829	10.74	8.773	7.241	11.61	12.14	12.18	14.04	13.86
MAPPED	Cellular Processes	8.013	6.985	7.012	8.598	6.897	5.717	9.322	9.81	9.771	11.05	10.98
Genetic Information Processing	Cellular Processes	3.632	2.78	3.073	3.89	2.726	2.032	4.558	3.879	4.647	4.334	5.124
-Transcription	Cellular Processes	0.3574	0.3236	0.2661	0.3398	0.258	0.1641	0.4484	0.2738	0.4498	0.4184	0.3711
-Translation	Cellular Processes	2.015	1.194	1.66	2.106	1.537	1.066	2.447	2.008	2.515	2.136	2.731
-Folding, Sorting and Degradation	Cellular Processes	0.7173	0.5905	0.7131	0.8503	0.5343	0.5055	1.014	1.026	1.01	1.009	1.13
-DNA Maintenance	Cellular Processes	0.5424	0.6711	0.4339	0.5937	0.3971	0.2953	0.6461	0.5716	0.6727	0.7699	0.8876
-RNA Family	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0.241	0.1893	0.2376	0.2691	0.227	0.2741	0.2	0.3062	0.2731	0.3138	0.3284
-Signal Transduction	Cellular Processes	0.0384	0.05277	0.03694	0.0413	0.02765	0.02895	0.0587	0.03697	0.08016	0.0374	0.05511
-Signaling Molecules and Interaction	Cellular Processes	0.1718	0.1215	0.1892	0.1839	0.1672	0.2217	0.1226	0.227	0.1816	0.2431	0.2364
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	2e-05	4.409e-05	6.113e-05	6.485e-11	1.392e-05	7.483e-06	5.176e-11	5.057e-05	0.001161	7.6e-11	0.0001326
-Vesicular Transport	Cellular Processes	0.08286	0.1004	0.09135	0.1001	0.07978	0.1233	0.1033	0.1738	0.1022	0.1602	0.1169
-Cytoskeleton	Cellular Processes	0.6429	0.6404	0.6205	0.6433	0.6506	0.6506	0.5591	0.5468	0.5553	0.539	0.5507
-Cell Motility	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.04578	0.03688	0.04983	0.04671	0.03293	0.02069	0.05625	0.02598	0.05721	0.0528	0.04925
-Cell Communication	Cellular Processes	0.04477	0.02706	0.0557	0.0421	0.07154	0.05722	0.03314	0.0495	0.04734	0.03508	0.04719
Metabolism	Cellular Processes	1.708	1.543	1.486	1.88	1.719	1.308	2.089	2.787	2.19	3.317	2.598
-Membrane Transport	Cellular Processes	0.01532	0.005253	0.007255	0.0118	0.007116	0.007807	0.009565	0.01456	0.0125	0.0154	0.01213
-Central Carbon Metabolism	Cellular Processes	0.1849	0.182	0.178	0.2103	0.2124	0.1768	0.2732	0.2952	0.2446	0.3892	0.3096
-Energy Metabolism	Cellular Processes	0.08951	0.08592	0.07167	0.09812	0.07694	0.08518	0.1127	0.1262	0.0898	0.2086	0.1386
-Biosynthesis	Cellular Processes	0.3031	0.3005	0.2765	0.3268	0.2774	0.2539	0.3788	0.6013	0.4255	0.705	0.5707
-Other Enzymes	Cellular Processes	0.8168	0.6748	0.6816	0.9192	0.787	0.5983	1.054	1.44	1.091	1.618	1.236
Organismal Systems	Cellular Processes	0.2709	0.3046	0.2576	0.2852	0.2611	0.2775	0.292	0.4533	0.2882	0.3595	0.3494
-Immune System	Cellular Processes	0.06345	0.05958	0.04877	0.07231	0.05172	0.0741	0.05423	0.1002	0.06093	0.06641	0.07017
-Endocrine System	Cellular Processes	0.02664	0.03799	0.0416	0.02763	0.02859	0.03052	0.05398	0.06973	0.03075	0.03856	0.06368
-Circulatory System	Cellular Processes	0.04547	0.03459	0.04876	0.0278	0.04848	0.03717	0.03317	0.02853	0.03163	0.03044	0.04294
-Digestive System	Cellular Processes	0.02106	0.01225	0.01708	0.02022	0.02589	0.0151	0.02143	0.05493	0.0291	0.03763	0.01383
-Excretory System	Cellular Processes	0.02003	0.01823	0.02559	0.01783	0.01746	0.01612	0.01702	0.02291	0.02188	0.02245	0.02553
-Nervous System	Cellular Processes	0.004782	0.005812	0.006118	0.006926	0.00381	0.006316	0.007101	0.00571	0.005935	0.00764	0.00579
-Sensory System	Cellular Processes	0.0003467	0.0006344	0.0004846	0.0003974	0.0004395	0.000332	0.0006425	0.0005728	0.0003248	0.0004873	0.0004682
-Development	Cellular Processes	0.005583	0.007555	0.006304	0.003461	0.009158	0.0107	0.00592	0.01027	0.001714	0.004137	0.009766
-Environmental Adaptation	Cellular Processes	0.0002148	9.333e-05	0.0004012	0.000674	0.0001648	0.0002768	0.0001562	0.0002319	0.0002691	0.000384	0.0005467
Human Diseases	Cellular Processes	0.5997	0.6726	0.455	0.7439	0.5216	0.4647	0.5821	0.8079	0.7216	1.095	1.068
-Cancers	Cellular Processes	0.03417	0.03433	0.0331	0.03512	0.02334	0.02294	0.04005	0.04392	0.05431	0.04986	0.03979
-Immune System Diseases	Cellular Processes	0.02621	0.03402	0.01935	0.01919	0.01222	0.01228	0.04542	0.03571	0.06209	0.03412	0.04029
-Neurodegenerative Diseases	Cellular Processes	0.2151	0.1796	0.1561	0.2249	0.1924	0.1584	0.2595	0.3054	0.278	0.5484	0.3393
-Cardiovascular Diseases	Cellular Processes	0.008615	0.002298	0.006076	0.005766	0.008847	0.01423	0.007739	0.003949	0.005234	0.006554	0.009117
-Metabolic Diseases	Cellular Processes	2.627e-05	4.646e-06	1.135e-06	4.917e-06	6.858e-05	3.449e-05	5.393e-05	7.123e-05	4.919e-06	0.000195	0.000119
-Infectious Diseases	Cellular Processes	0.08858	0.08804	0.0831	0.09717	0.07952	0.08583	0.07933	0.1096	0.1049	0.1121	0.1214
Not Mapped	Cellular Processes	1.97	1.522	1.817	2.141	1.876	1.524	2.289	2.335	2.41	2.993	2.875
-Not Mapped	Cellular Processes	1.97	1.522	1.817	2.141	1.876	1.524	2.289	2.335	2.41	2.993	2.875
TOTAL	-Hemoglobin	239800	131800	142700	270900	322200	607800	370800	235800	6821	2226000	101500
MAPPED	-Hemoglobin	192500	108200	113300	216900	253300	479900	297700	190500	5471	1751000	80410
Genetic Information Processing	-Hemoglobin	89210	43480	50280	100400	102400	175600	148800	76710	2700	690400	37270
-Transcription	-Hemoglobin	8156	4807	4098	8486	9417	13670	13590	5079	233.2	65460	2642
-Translation	-Hemoglobin	48350	18300	26660	52650	56130	89440	77490	38820	1396	338700	19800
-Folding, Sorting and Degradation	-Hemoglobin	18430	9996	11660	22830	21120	47520	34590	20280	622.2	163200	8528
-DNA Maintenance	-Hemoglobin	12680	9931	7098	15430	14600	23020	21170	10680	382.3	118700	5793
-RNA Family	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Hemoglobin	5285	2520	3622	6328	7620	21520	5610	4979	133.6	43750	2015
-Signal Transduction	-Hemoglobin	853.2	802.4	558.8	971.3	942.8	2257	2049	626.7	41.29	5213	359.7
-Signaling Molecules and Interaction	-Hemoglobin	3767	1618	2884	4238	5613	17480	3408	3691	88.86	31820	1450
Cellular Processes	-Hemoglobin	19790	12900	13260	21020	30520	72300	24440	16210	434.1	130900	5648
-Hemoglobin	-Hemoglobin	1	1	1	1	1	1	1	1	1	1	1
-Vesicular Transport	-Hemoglobin	1817	1336	1393	2307	2679	9720	2872	2826	49.99	20970	717.1
-Cytoskeleton	-Hemoglobin	14790	9067	9312	15330	22590	52050	16830	9649	294.7	78080	3647
-Cell Motility	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Hemoglobin	1456	705.3	712.1	1434	1535	2394	2151	433.7	41.18	10920	315.5
-Cell Communication	-Hemoglobin	994.7	404.4	842.6	990.1	2439	4797	1020	836.2	24.98	4890	308
Metabolism	-Hemoglobin	40520	23460	21530	47270	64930	110800	67810	50370	1184	527300	18080
-Membrane Transport	-Hemoglobin	363.6	77.48	114.6	290.8	257	634	299.1	275.1	6.758	2352	83.91
-Central Carbon Metabolism	-Hemoglobin	4394	3205	2499	6367	7426	15180	8744	5837	139.5	74300	1981
-Energy Metabolism	-Hemoglobin	2182	1391	1132	2411	2578	6199	3225	2131	64.76	34050	901.5
-Biosynthesis	-Hemoglobin	8488	4432	4523	9048	14770	22710	13890	11890	256	122500	4201
-Other Enzymes	-Hemoglobin	18150	10440	10310	21620	26830	46640	31180	24990	562.2	241700	8067
Organismal Systems	-Hemoglobin	5940	4472	3928	6574	8767	21880	8802	7951	141	47060	2144
-Immune System	-Hemoglobin	1391	793.3	743.5	1544	1579	5843	1508	1630	29.66	8693	430.5
-Endocrine System	-Hemoglobin	586.9	564.3	634.2	681.2	990.1	2406	1544	1134	15.05	5214	429.4
-Circulatory System	-Hemoglobin	1042	446.3	732.3	811.8	1902	3283	1208	481.9	20.61	4714	280.3
-Digestive System	-Hemoglobin	478.7	173.9	234.9	558.8	790.1	1190	595.9	921.4	15.22	4933	87.79
-Excretory System	-Hemoglobin	652.6	372.3	418.5	798.2	782.7	1883	1130	397.4	16.24	7748	166.3
-Nervous System	-Hemoglobin	212.9	91.75	100.1	319.6	183.8	835.2	278.3	112.9	3.833	1065	43.68
-Sensory System	-Hemoglobin	13.58	12.54	7.387	16.46	17.17	35.08	20.66	9.569	0.2397	139.7	2.996
-Development	-Hemoglobin	124.1	109.5	95.06	81.41	312.3	834	173.4	182.1	0.8828	576.7	62.56
-Environmental Adaptation	-Hemoglobin	4.774	1.353	6.07	15.85	5.619	21.58	4.575	3.932	0.1386	53.53	3.568
Human Diseases	-Hemoglobin	14230	8783	7185	16930	18450	37740	18200	14930	390.2	153300	6408
-Cancers	-Hemoglobin	810.8	506.3	500.7	863.4	842.9	1863	1252	814.4	29.37	7612	261.8
-Immune System Diseases	-Hemoglobin	518.5	439	256.6	403.4	373	888.1	1110	578.8	26.95	4472	227.6
-Neurodegenerative Diseases	-Hemoglobin	4842	2492	2437	5183	6949	12830	8048	5772	137.3	71780	2280
-Cardiovascular Diseases	-Hemoglobin	204.4	52.12	95.95	142.1	319.5	1156	242	74.64	2.831	1001	68.77
-Metabolic Diseases	-Hemoglobin	0.9742	0.08966	0.01679	0.1534	3.293	2.494	1.969	1.195	0.003048	30.22	0.7883
-Infectious Diseases	-Hemoglobin	2171	1299	1166	4163	3527	9825	2480	1908	64.26	19470	777.8
Not Mapped	-Hemoglobin	47330	23590	29370	54000	68900	128000	73100	45340	1349	474400	21050
-Not Mapped	-Hemoglobin	47330	23590	29370	54000	68900	128000	73100	45340	1349	474400	21050
TOTAL	-Vesicular Transport	67.02	52.48	60.32	66.75	66.17	44.91	59.74	44.49	70.55	56.27	74.84
MAPPED	-Vesicular Transport	53.8	43.09	47.91	53.45	52.02	35.46	47.96	35.94	56.59	44.28	59.32
Genetic Information Processing	-Vesicular Transport	26.3	17.15	22.77	26.8	21.79	13.6	24	14.74	28.59	18.27	30.56
-Transcription	-Vesicular Transport	2.349	1.996	1.858	2.065	2.009	1.025	2.297	1.04	2.628	1.655	2.213
-Translation	-Vesicular Transport	13.58	7.369	11.56	12.99	11.68	6.688	12.82	7.427	14.86	8.754	15.04
-Folding, Sorting and Degradation	-Vesicular Transport	5.194	3.643	5.282	6.089	4.27	3.382	5.336	3.896	6.214	4.254	6.735
-DNA Maintenance	-Vesicular Transport	3.927	4.14	3.214	4.31	3.174	1.904	3.402	2.172	4.139	3.245	5.123
-RNA Family	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	1.716	1.278	1.833	1.851	1.837	1.78	1.097	1.192	1.787	1.272	1.917
-Signal Transduction	-Vesicular Transport	0.267	0.3511	0.2622	0.284	0.2232	0.1866	0.3219	0.1639	0.5036	0.1516	0.3181
-Signaling Molecules and Interaction	-Vesicular Transport	1.101	0.7399	1.264	1.254	1.351	1.311	0.5966	0.859	1.001	0.9381	1.187
Cellular Processes	-Vesicular Transport	6.001	5.523	6.177	5.606	6.924	5.624	4.572	3.566	5.215	3.613	4.742
-Hemoglobin	-Vesicular Transport	0.0001343	0.000272	0.0004177	4.031e-10	0.0001104	4.695e-05	2.663e-10	0.0001887	0.006721	3.203e-10	0.000716
-Vesicular Transport	-Vesicular Transport	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	3.954	3.537	3.889	4.071	4.686	3.659	2.607	1.996	2.896	2.116	2.611
-Cell Motility	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.2747	0.2285	0.3078	0.2619	0.228	0.1193	0.2571	0.09546	0.3006	0.1908	0.247
-Cell Communication	-Vesicular Transport	0.3011	0.1495	0.3582	0.2612	0.5243	0.3218	0.1545	0.1845	0.2469	0.1409	0.241
Metabolism	-Vesicular Transport	10.25	9.129	9.306	10.61	12.76	7.713	10.34	10.54	11.42	13.32	13.13
-Membrane Transport	-Vesicular Transport	0.1028	0.03176	0.0509	0.08507	0.05279	0.04685	0.04993	0.05191	0.07317	0.05945	0.06659
-Central Carbon Metabolism	-Vesicular Transport	1.375	1.237	1.31	1.527	1.862	1.194	1.469	1.121	1.625	1.641	1.786
-Energy Metabolism	-Vesicular Transport	0.5505	0.4746	0.5029	0.6305	0.6149	0.4979	0.5455	0.5067	0.4683	0.8214	0.6755
-Biosynthesis	-Vesicular Transport	2.194	1.816	2.048	2.346	2.217	1.678	1.995	2.284	2.618	2.971	3.334
-Other Enzymes	-Vesicular Transport	5.457	4.49	4.575	5.352	6.257	3.617	5.651	5.692	5.851	6.619	6.702
Organismal Systems	-Vesicular Transport	2.113	1.879	2.06	2.122	2.166	1.962	1.537	1.616	1.816	1.525	2.149
-Immune System	-Vesicular Transport	0.5585	0.4439	0.4593	0.5381	0.5095	0.6011	0.3273	0.4237	0.4464	0.3765	0.4867
-Endocrine System	-Vesicular Transport	0.1787	0.2344	0.3113	0.1993	0.2121	0.2042	0.2818	0.292	0.1887	0.1625	0.3495
-Circulatory System	-Vesicular Transport	0.2838	0.233	0.355	0.171	0.4312	0.2703	0.1547	0.1159	0.1649	0.1199	0.2144
-Digestive System	-Vesicular Transport	0.2176	0.09404	0.1489	0.1835	0.2621	0.1177	0.1299	0.226	0.2086	0.14	0.09357
-Excretory System	-Vesicular Transport	0.1343	0.1213	0.1895	0.1196	0.1395	0.09945	0.09334	0.09051	0.1356	0.0957	0.1459
-Nervous System	-Vesicular Transport	0.03463	0.03586	0.04532	0.05029	0.03045	0.04226	0.03739	0.02169	0.03652	0.03097	0.03454
-Sensory System	-Vesicular Transport	0.003159	0.004538	0.004436	0.003134	0.004182	0.002414	0.004094	0.002615	0.002322	0.00229	0.002759
-Development	-Vesicular Transport	0.03882	0.04723	0.04475	0.0238	0.07143	0.06897	0.03179	0.03662	0.01077	0.01677	0.04899
-Environmental Adaptation	-Vesicular Transport	0.001494	0.0005834	0.002848	0.004635	0.001331	0.001785	0.0008516	0.001028	0.001691	0.001557	0.003156
Human Diseases	-Vesicular Transport	4.022	4.066	3.192	5.078	3.869	2.789	3.039	2.881	4.226	4.225	5.862
-Cancers	-Vesicular Transport	0.2292	0.2075	0.2349	0.2525	0.1731	0.1377	0.2091	0.1566	0.3181	0.1924	0.2184
-Immune System Diseases	-Vesicular Transport	0.2573	0.2292	0.1749	0.1405	0.1238	0.07872	0.3282	0.1292	0.5278	0.1269	0.2807
-Neurodegenerative Diseases	-Vesicular Transport	1.442	1.086	1.095	1.752	1.427	0.9506	1.355	1.089	1.628	2.143	1.862
-Cardiovascular Diseases	-Vesicular Transport	0.05778	0.01418	0.04263	0.04158	0.06562	0.08542	0.0404	0.01408	0.03065	0.0253	0.05438
-Metabolic Diseases	-Vesicular Transport	0.0001616	2.566e-05	1.081e-05	4.462e-05	0.0007365	0.000221	0.0002557	0.000359	3.998e-05	0.000768	0.0005644
-Infectious Diseases	-Vesicular Transport	0.5315	0.5322	0.6791	0.6124	0.6608	0.5798	0.4141	0.3908	0.6899	0.4534	0.6091
Not Mapped	-Vesicular Transport	13.23	9.39	12.42	13.31	14.15	9.454	11.78	8.554	13.96	11.99	15.53
-Not Mapped	-Vesicular Transport	13.23	9.39	12.42	13.31	14.15	9.454	11.78	8.554	13.96	11.99	15.53
TOTAL	-Cytoskeleton	15.17	12.97	13.95	16.35	13.27	10.99	20.35	22.15	20.71	26.05	23.28
MAPPED	-Cytoskeleton	12.17	10.65	11.08	13.09	10.43	8.674	16.33	17.89	16.61	20.5	18.45
Genetic Information Processing	-Cytoskeleton	5.542	4.333	4.876	5.96	4.124	3.084	7.989	7.094	8.114	8.041	8.83
-Transcription	-Cytoskeleton	0.5335	0.4794	0.4154	0.5058	0.3891	0.2444	0.7437	0.4902	0.7291	0.7543	0.6395
-Translation	-Cytoskeleton	3.075	1.836	2.605	3.181	2.324	1.618	4.29	3.646	4.331	3.964	4.557
-Folding, Sorting and Degradation	-Cytoskeleton	1.095	0.9205	1.131	1.303	0.8082	0.767	1.777	1.875	1.763	1.872	1.948
-DNA Maintenance	-Cytoskeleton	0.8277	1.029	0.6884	0.9095	0.6007	0.4423	1.133	1.045	1.174	1.428	1.534
-RNA Family	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.3431	0.2566	0.3608	0.3794	0.3294	0.4016	0.3289	0.4968	0.4529	0.5602	0.534
-Signal Transduction	-Cytoskeleton	0.05771	0.07108	0.05677	0.06338	0.04173	0.04335	0.102	0.06389	0.1266	0.06677	0.09524
-Signaling Molecules and Interaction	-Cytoskeleton	0.2446	0.1784	0.2872	0.2686	0.2426	0.3249	0.1998	0.3682	0.3015	0.3967	0.391
Cellular Processes	-Cytoskeleton	1.318	1.306	1.341	1.343	1.318	1.336	1.393	1.539	1.408	1.586	1.427
-Hemoglobin	-Cytoskeleton	3.052e-05	6.722e-05	9.662e-05	9.873e-11	2.105e-05	1.135e-05	9.069e-11	9.222e-05	0.001973	1.41e-10	0.0002227
-Vesicular Transport	-Cytoskeleton	0.118	0.1474	0.1387	0.1462	0.1158	0.1807	0.1684	0.2819	0.1657	0.2614	0.1933
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.06238	0.04815	0.0688	0.06414	0.04415	0.02764	0.08327	0.04	0.08339	0.08375	0.07025
-Cell Communication	-Cytoskeleton	0.06727	0.04191	0.08806	0.06397	0.1029	0.07646	0.05927	0.08028	0.0829	0.06263	0.07173
Metabolism	-Cytoskeleton	2.327	2.104	2.08	2.598	2.471	1.798	3.348	4.645	3.4	5.848	4.025
-Membrane Transport	-Cytoskeleton	0.02299	0.007925	0.01135	0.0176	0.01067	0.01191	0.01658	0.02601	0.02111	0.02809	0.02049
-Central Carbon Metabolism	-Cytoskeleton	0.2481	0.2419	0.2484	0.3222	0.3051	0.2417	0.3981	0.5398	0.3561	0.6946	0.4674
-Energy Metabolism	-Cytoskeleton	0.1392	0.1342	0.1122	0.1463	0.1113	0.1157	0.1838	0.2209	0.1617	0.38	0.2301
-Biosynthesis	-Cytoskeleton	0.4625	0.4533	0.4386	0.5006	0.4196	0.3852	0.6465	1.1	0.7343	1.308	0.9836
-Other Enzymes	-Cytoskeleton	1.227	0.9923	1.078	1.311	1.188	0.896	1.832	2.526	1.837	2.853	2.07
Organismal Systems	-Cytoskeleton	0.3857	0.4748	0.3912	0.4166	0.379	0.4066	0.5119	0.7932	0.4784	0.5866	0.578
-Immune System	-Cytoskeleton	0.09033	0.0875	0.07405	0.1002	0.06818	0.1086	0.08841	0.1626	0.09625	0.1084	0.1161
-Endocrine System	-Cytoskeleton	0.03811	0.05922	0.06317	0.04122	0.0428	0.04472	0.0905	0.1131	0.05105	0.06499	0.1075
