Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
Organismal Systems	-Signal Transduction	3.958	4.956	4.447	2.7	4.553	4.441	4.545	7.182	3.295	3.667	3.797
-Immune System	-Signal Transduction	1.3	1.625	1.284	1.223	1.22	1.416	1.048	1.878	1.074	0.8414	1.082
-Endocrine System	-Signal Transduction	0.4196	0.6255	0.6583	0.3396	0.4984	0.5533	0.7011	1.211	0.3362	0.4294	0.6883
-Circulatory System	-Signal Transduction	0.5998	0.5562	0.592	0.2193	0.7652	0.4993	0.6419	0.5963	0.3802	0.5067	0.6192
-Digestive System	-Signal Transduction	0.4468	0.2176	0.3485	0.3308	0.6399	0.2886	0.3484	1.177	0.3267	0.4795	0.2216
-Excretory System	-Signal Transduction	0.3428	0.5857	0.4746	0.2518	0.3379	0.3384	0.4415	0.598	0.2887	0.4262	0.2841
-Nervous System	-Signal Transduction	0.3941	0.7967	0.3518	0.329	0.2815	0.4062	0.4778	0.5186	0.3503	0.2754	0.4395
-Sensory System	-Signal Transduction	0.04927	0.1126	0.06138	0.04168	0.06666	0.1133	0.07742	0.06701	0.02971	0.03332	0.04755
-Development	-Signal Transduction	0.0973	0.1517	0.115	0.04998	0.1584	0.1903	0.1152	0.1868	0.03486	0.07869	0.1384
-Environmental Adaptation	-Signal Transduction	0.04488	0.04991	0.05959	0.02976	0.04449	0.03451	0.06341	0.05515	0.0688	0.04031	0.06977
Human Diseases	-Signal Transduction	9.481	11.39	7.47	6.51	9.571	7.729	10.79	13.76	8.719	12.46	10.39
-Cancers	-Signal Transduction	0.6885	0.6316	0.5552	0.4316	0.5296	0.4301	0.817	1.289	0.7357	1.037	0.67
-Immune System Diseases	-Signal Transduction	3.119	3.981	1.869	1.946	3.106	1.894	2.735	4.256	2.604	3.525	4.562
-Neurodegenerative Diseases	-Signal Transduction	3.136	2.762	2.563	2.038	3	2.542	3.655	5.115	3.069	4.965	3.962
-Cardiovascular Diseases	-Signal Transduction	0.4813	0.2857	0.3392	0.2	0.3541	0.4485	0.2875	0.3343	0.2101	0.2801	0.3714
-Metabolic Diseases	-Signal Transduction	0.002333	0.00162	0.001447	0.003527	0.002202	0.002705	0.01163	0.00212	0.001579	0.0035	0.003132
-Infectious Diseases	-Signal Transduction	1.715	1.94	1.814	1.155	1.863	1.882	1.56	2.608	1.419	1.605	1.864
Not Mapped	-Signal Transduction	24.86	24.07	23.15	15.9	29.17	20.82	33.2	35.19	24.03	29.34	26.75
-Not Mapped	-Signal Transduction	24.86	24.07	23.15	15.9	29.17	20.82	33.2	35.19	24.03	29.34	26.75
TOTAL	-Signaling Molecules and Interaction	51.79	58.79	42.44	50.55	47.27	30.47	79.02	49.35	59.52	56.65	56.12
MAPPED	-Signaling Molecules and Interaction	41.57	48.27	33.71	40.48	37.16	24.06	63.44	39.86	47.74	44.58	44.48
Genetic Information Processing	-Signaling Molecules and Interaction	19.56	22.89	15.35	18.83	15.19	9.4	34.03	17.9	25.08	19.31	22.05
-Transcription	-Signaling Molecules and Interaction	1.873	2.223	1.305	1.659	1.429	0.6927	3.137	1.173	2.209	1.764	1.639
-Translation	-Signaling Molecules and Interaction	10.53	8.384	8.045	9.925	8.357	4.545	16.67	8.103	12.34	8.772	11.05
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	4.081	5.019	3.796	4.274	3.099	2.501	7.727	4.829	5.67	4.258	4.897
-DNA Maintenance	-Signaling Molecules and Interaction	4.014	7.956	2.954	4.184	3.162	1.805	6.485	3.423	4.959	4.636	4.963
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.358	1.481	1.332	1.536	1.35	1.273	1.498	1.237	1.489	1.312	1.375
-Signal Transduction	-Signaling Molecules and Interaction	0.3585	0.4805	0.3324	0.536	0.3495	0.2727	0.4976	0.2371	0.4894	0.3123	0.3751
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	4.544	6.483	4.216	4.342	4.791	3.736	6.206	3.447	4.463	3.404	3.61
-Hemoglobin	-Signaling Molecules and Interaction	0.0001094	0.0003624	0.0002974	3.459e-10	7.912e-05	3.327e-05	4.034e-10	0.0002055	0.006127	3.271e-10	0.0005531
-Vesicular Transport	-Signaling Molecules and Interaction	0.5759	0.9771	0.5466	0.5825	0.5412	0.5583	0.9741	0.7682	0.6241	0.7861	0.6103
-Cytoskeleton	-Signaling Molecules and Interaction	3.193	4.36	2.858	2.86	3.315	2.602	3.63	2.117	2.629	2.026	2.112
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.6448	0.8649	0.6549	0.6482	0.6283	0.397	1.185	0.4482	0.8676	0.5719	0.6717
-Cell Communication	-Signaling Molecules and Interaction	0.2526	0.2369	0.2882	0.2163	0.3669	0.2552	0.259	0.2039	0.2663	0.1519	0.2028
Metabolism	-Signaling Molecules and Interaction	9.147	10.81	7.298	9.165	9.708	5.651	14.67	11.63	10.72	13.81	10.74
-Membrane Transport	-Signaling Molecules and Interaction	0.1266	0.1071	0.07559	0.09625	0.07882	0.06574	0.1498	0.1121	0.1203	0.1527	0.09224
-Central Carbon Metabolism	-Signaling Molecules and Interaction	0.9679	1.486	0.8354	1.26	1.345	0.7609	2.023	1.315	1.371	1.886	1.357
-Energy Metabolism	-Signaling Molecules and Interaction	0.5396	0.803	0.4792	0.5589	0.543	0.3758	0.9219	0.6094	0.6335	0.9877	0.6553
-Biosynthesis	-Signaling Molecules and Interaction	2.153	2.559	1.78	1.98	2.459	1.394	3.589	2.923	2.639	3.331	2.67
-Other Enzymes	-Signaling Molecules and Interaction	4.553	5.709	3.618	4.639	4.705	2.758	7.462	5.88	5.843	6.507	5.288
Organismal Systems	-Signaling Molecules and Interaction	1.632	2.546	1.495	1.551	1.583	1.359	2.507	1.907	1.939	1.598	1.615
-Immune System	-Signaling Molecules and Interaction	0.5072	0.728	0.3633	0.4676	0.3862	0.4439	0.5654	0.5232	0.4458	0.4317	0.4836
-Endocrine System	-Signaling Molecules and Interaction	0.1691	0.3156	0.222	0.201	0.1792	0.1724	0.4209	0.3767	0.1786	0.1882	0.2693
-Circulatory System	-Signaling Molecules and Interaction	0.2458	0.271	0.2775	0.1515	0.2837	0.1844	0.2791	0.1516	0.202	0.1953	0.186
-Digestive System	-Signaling Molecules and Interaction	0.205	0.1304	0.09969	0.2052	0.2289	0.08452	0.1839	0.3117	0.1777	0.1794	0.114
-Excretory System	-Signaling Molecules and Interaction	0.1397	0.3794	0.1492	0.1462	0.1175	0.1223	0.2477	0.1549	0.1476	0.1685	0.1357
-Nervous System	-Signaling Molecules and Interaction	0.1487	0.4563	0.1438	0.1224	0.1236	0.1401	0.268	0.1154	0.1753	0.1164	0.1711
-Sensory System	-Signaling Molecules and Interaction	0.01981	0.06217	0.02629	0.02593	0.02521	0.04054	0.03852	0.01962	0.01623	0.01436	0.01943
-Development	-Signaling Molecules and Interaction	0.03134	0.08944	0.03978	0.02282	0.05759	0.05189	0.06504	0.04707	0.01744	0.02337	0.04045
-Environmental Adaptation	-Signaling Molecules and Interaction	0.01623	0.02783	0.01887	0.01719	0.01555	0.01138	0.03588	0.01729	0.03465	0.01159	0.02617
Human Diseases	-Signaling Molecules and Interaction	3.914	6.337	2.911	4.084	3.344	2.272	5.479	3.957	4.602	5.168	4.452
-Cancers	-Signaling Molecules and Interaction	0.2313	0.3035	0.1814	0.2119	0.1456	0.1173	0.3754	0.2185	0.3594	0.3719	0.2452
-Immune System Diseases	-Signaling Molecules and Interaction	1.338	2.387	0.6452	1.24	1.08	0.5438	1.333	1.415	1.303	1.46	1.683
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	1.244	1.54	0.8338	1.228	1.181	0.7463	1.858	1.363	1.497	2.284	1.527
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.2045	0.1242	0.123	0.1297	0.1342	0.1565	0.1338	0.0936	0.1078	0.1275	0.1255
-Metabolic Diseases	-Signaling Molecules and Interaction	0.0007376	0.0006362	0.0002482	0.001403	0.0007273	0.000716	0.006524	0.0008104	0.0007899	0.001652	0.00122
-Infectious Diseases	-Signaling Molecules and Interaction	0.5492	0.8167	0.5924	0.6924	0.6205	0.5273	0.9881	0.5738	0.8288	0.5323	0.6686
Not Mapped	-Signaling Molecules and Interaction	10.22	10.52	8.736	10.08	10.11	6.415	15.58	9.487	11.77	12.07	11.64
-Not Mapped	-Signaling Molecules and Interaction	10.22	10.52	8.736	10.08	10.11	6.415	15.58	9.487	11.77	12.07	11.64
TOTAL	Cellular Processes	10.94	9.759	9.624	11.75	9.78	7.808	12.81	14.22	13.59	16.52	16.05
MAPPED	Cellular Processes	8.78	8.013	7.643	9.405	7.689	6.164	10.29	11.48	10.9	13	12.72
Genetic Information Processing	Cellular Processes	4.443	3.642	3.802	4.704	3.361	2.51	5.567	5.105	5.86	5.673	6.494
-Transcription	Cellular Processes	0.3985	0.3672	0.2979	0.3719	0.2877	0.1816	0.5033	0.3184	0.5002	0.493	0.4677
-Translation	Cellular Processes	2.243	1.375	1.83	2.295	1.713	1.157	2.75	2.351	2.849	2.539	3.18
-Folding, Sorting and Degradation	Cellular Processes	0.9168	0.7709	0.8961	1.024	0.6923	0.6573	1.238	1.351	1.351	1.28	1.421
-DNA Maintenance	Cellular Processes	0.8665	1.109	0.6818	0.9515	0.6384	0.49	1.008	0.9442	1.086	1.273	1.295
-RNA Family	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0.2766	0.2286	0.3078	0.3573	0.2697	0.341	0.2397	0.3363	0.311	0.3875	0.3704
-Signal Transduction	Cellular Processes	0.07582	0.06776	0.08362	0.1386	0.06506	0.07443	0.08181	0.07696	0.1018	0.116	0.09277
-Signaling Molecules and Interaction	Cellular Processes	0.2084	0.152	0.2213	0.2278	0.1999	0.2573	0.1605	0.2852	0.2225	0.2764	0.2747
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	2.254e-05	5.182e-05	6.663e-05	7.193e-11	1.594e-05	8.641e-06	6.141e-11	5.92e-05	0.001356	9.007e-11	0.0001535
-Vesicular Transport	Cellular Processes	0.1381	0.1503	0.135	0.1377	0.1239	0.1551	0.1824	0.246	0.1592	0.2372	0.1697
-Cytoskeleton	Cellular Processes	0.6663	0.6758	0.65	0.6704	0.667	0.6677	0.577	0.5786	0.596	0.5672	0.5922
-Cell Motility	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.1318	0.1366	0.1431	0.143	0.1257	0.1	0.1923	0.1236	0.1799	0.1478	0.1716
-Cell Communication	Cellular Processes	0.05373	0.03582	0.07359	0.04784	0.07934	0.06882	0.04887	0.05542	0.06097	0.04873	0.0557
Metabolism	Cellular Processes	1.848	1.653	1.589	2.051	1.934	1.424	2.293	3.145	2.35	3.909	2.937
-Membrane Transport	Cellular Processes	0.02713	0.01491	0.01897	0.02189	0.01703	0.01766	0.02403	0.03254	0.02564	0.03906	0.02555
-Central Carbon Metabolism	Cellular Processes	0.2291	0.2484	0.2356	0.3051	0.2889	0.2239	0.3476	0.3877	0.3285	0.5734	0.4345
-Energy Metabolism	Cellular Processes	0.1135	0.1239	0.09509	0.1252	0.1131	0.09415	0.1646	0.1557	0.1492	0.2766	0.1935
-Biosynthesis	Cellular Processes	0.4216	0.3983	0.359	0.4745	0.5024	0.3366	0.4996	0.819	0.5575	1.074	0.7647
-Other Enzymes	Cellular Processes	0.9785	0.9155	0.8342	1.112	0.9738	0.7148	1.236	1.659	1.26	1.902	1.518
Organismal Systems	Cellular Processes	0.3661	0.4091	0.373	0.3853	0.3447	0.3762	0.3929	0.5549	0.4406	0.4561	0.5009
-Immune System	Cellular Processes	0.104	0.107	0.08259	0.103	0.07821	0.1205	0.08634	0.1372	0.1015	0.1222	0.1273
-Endocrine System	Cellular Processes	0.03975	0.04869	0.05504	0.04999	0.03848	0.04704	0.07384	0.1022	0.04641	0.06204	0.08508
-Circulatory System	Cellular Processes	0.05142	0.04386	0.05707	0.0339	0.06031	0.0489	0.0494	0.0434	0.04715	0.05854	0.0604
-Digestive System	Cellular Processes	0.04041	0.02075	0.02605	0.04541	0.04497	0.02105	0.03111	0.0927	0.0407	0.04844	0.02852
-Excretory System	Cellular Processes	0.02838	0.06293	0.03321	0.03238	0.02628	0.03241	0.04063	0.04635	0.03788	0.05115	0.03767
-Nervous System	Cellular Processes	0.03027	0.07038	0.03142	0.02546	0.0228	0.03402	0.03905	0.03076	0.03566	0.02829	0.04146
-Sensory System	Cellular Processes	0.005301	0.01113	0.006721	0.006794	0.006015	0.0121	0.008147	0.006285	0.004299	0.005207	0.006683
-Development	Cellular Processes	0.007378	0.01246	0.008691	0.005902	0.01137	0.01335	0.009191	0.01298	0.004039	0.0064	0.01278
-Environmental Adaptation	Cellular Processes	0.004584	0.005248	0.004891	0.004418	0.004148	0.00309	0.007851	0.005414	0.007083	0.003404	0.008833
Human Diseases	Cellular Processes	0.8614	0.8883	0.6803	0.9059	0.698	0.6266	0.8829	1.178	1.031	1.496	1.342
-Cancers	Cellular Processes	0.05568	0.05174	0.05004	0.05285	0.03445	0.03201	0.06778	0.05956	0.08104	0.09189	0.0628
-Immune System Diseases	Cellular Processes	0.2971	0.3958	0.1669	0.2906	0.2265	0.1586	0.2454	0.4006	0.3178	0.4231	0.5368
-Neurodegenerative Diseases	Cellular Processes	0.2739	0.2221	0.1978	0.3021	0.2509	0.2026	0.3213	0.4099	0.3354	0.6484	0.424
-Cardiovascular Diseases	Cellular Processes	0.04262	0.02117	0.02721	0.02674	0.03302	0.04234	0.02455	0.02669	0.02523	0.03218	0.03964
-Metabolic Diseases	Cellular Processes	0.000154	8.667e-05	5.887e-05	0.000287	0.0001412	0.0001944	0.0009519	0.0001952	0.0001607	0.0004017	0.0002883
-Infectious Diseases	Cellular Processes	0.1384	0.1344	0.149	0.1909	0.1469	0.1439	0.1586	0.1685	0.1844	0.1754	0.2112
Not Mapped	Cellular Processes	2.159	1.746	1.981	2.342	2.091	1.644	2.526	2.733	2.688	3.521	3.33
-Not Mapped	Cellular Processes	2.159	1.746	1.981	2.342	2.091	1.644	2.526	2.733	2.688	3.521	3.33
TOTAL	-Hemoglobin	499100	192900	144400	1.656e+11	630300	967700	2.243e+11	240200	10500	1.848e+11	104500
MAPPED	-Hemoglobin	400600	158400	114700	1.326e+11	495500	764000	1.801e+11	194000	8419	1.454e+11	82850
Genetic Information Processing	-Hemoglobin	181600	63040	55420	5.999e+10	195900	271600	8.806e+10	85270	4005	5.703e+10	41300
-Transcription	-Hemoglobin	17120	6898	4379	5.014e+09	18070	20820	8.005e+09	5488	360	5.318e+09	2971
-Translation	-Hemoglobin	100400	26880	27130	3.222e+10	110000	142200	4.703e+10	39510	2152	2.808e+10	20380
-Folding, Sorting and Degradation	-Hemoglobin	35860	13390	13260	1.311e+10	38390	67550	1.958e+10	22820	870.2	1.328e+10	9373
-DNA Maintenance	-Hemoglobin	27120	20160	10590	9.155e+09	28530	47310	1.248e+10	16220	679.1	1.013e+10	8436
-RNA Family	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Hemoglobin	11500	3817	4425	3.801e+09	15450	36300	3.508e+09	5795	229.6	3.603e+09	2561
-Signal Transduction	-Hemoglobin	2166	1078	1237	7.028e+08	2862	7202	1.03e+09	1247	64.19	7.277e+08	604.2
-Signaling Molecules and Interaction	-Hemoglobin	8201	2585	3348	2.833e+09	12080	27930	2.24e+09	4764	149	2.745e+09	1776
Cellular Processes	-Hemoglobin	43230	19130	14790	1.345e+10	61750	114500	1.607e+10	16770	719.7	1.095e+10	6406
-Hemoglobin	-Hemoglobin	1	1	1	1	1	1	1	1	1	1	1
-Vesicular Transport	-Hemoglobin	4319	2520	2069	1.554e+09	6002	16950	2.216e+09	4156	92.35	2.027e+09	1131
-Cytoskeleton	-Hemoglobin	29440	12360	9886	9.166e+09	41900	77340	9.79e+09	10020	430.8	6.244e+09	3914
-Cell Motility	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Hemoglobin	3348	2123	2175	6.497e+08	4841	8629	9.159e+08	2083	105.9	5.905e+08	1133
-Cell Communication	-Hemoglobin	2242	674.1	1035	6.226e+08	4688	6688	5.802e+08	986.5	36.73	4.069e+08	385.1
Metabolism	-Hemoglobin	75750	30820	24200	2.631e+10	115600	155700	3.683e+10	54560	1679	4.123e+10	19130
-Membrane Transport	-Hemoglobin	1071	304.7	281.3	2.437e+08	822.9	1565	2.676e+08	545.7	19.15	3.043e+08	166.8
-Central Carbon Metabolism	-Hemoglobin	9039	4436	3127	3.243e+09	13730	24330	4.39e+09	6472	225.9	4.819e+09	2665
-Energy Metabolism	-Hemoglobin	4132	1983	1450	1.425e+09	6933	11500	2.048e+09	2701	91.44	2.373e+09	1215
-Biosynthesis	-Hemoglobin	15150	6717	5434	5.039e+09	19930	33920	7.11e+09	13740	362.6	9.276e+09	4767
-Other Enzymes	-Hemoglobin	39120	13790	12550	1.328e+10	55940	74820	1.85e+10	27920	870.5	1.798e+10	9637
Organismal Systems	-Hemoglobin	14590	6909	5501	4.612e+09	19870	39180	5.642e+09	9278	254.4	4.814e+09	3188
-Immune System	-Hemoglobin	4160	1726	1351	1.175e+09	4555	13790	1.229e+09	2377	66.41	1.289e+09	880
-Endocrine System	-Hemoglobin	1625	942	873.3	4.703e+08	2455	5830	1.043e+09	1727	34.22	5.073e+08	502.7
-Circulatory System	-Hemoglobin	2028	817.8	849.9	3.975e+08	3124	5112	5.809e+08	752.8	30.15	3.462e+08	383.4
-Digestive System	-Hemoglobin	958.9	325.5	394.1	2.851e+08	1837	2436	4.625e+08	1544	24.31	4.921e+08	188.9
-Excretory System	-Hemoglobin	899.6	1060	501.6	2.479e+08	1173	3187	2.986e+08	774.2	24.36	2.495e+08	256.3
-Nervous System	-Hemoglobin	980.2	1071	451.7	1.068e+08	1123	3577	1.372e+08	533.5	19.44	1.133e+08	263.2
-Sensory System	-Hemoglobin	127.9	179.6	109.9	5346000	224.8	1002	10330000	122.4	2.55	5410000	45.55
-Development	-Hemoglobin	329.1	240.6	125	66820000	647.2	1560	1.132e+08	225.2	2.977	67440000	81.13
-Environmental Adaptation	-Hemoglobin	203.3	100.4	68.65	19960000	256.1	353.7	42180000	99.73	5.097	13480000	56.51
Human Diseases	-Hemoglobin	32810	16900	9692	1.06e+10	40130	67120	1.419e+10	19890	724.9	1.418e+10	8886
-Cancers	-Hemoglobin	2470	998.4	715	6.126e+08	2221	3967	8.413e+08	1010	58.66	7.547e+08	404.8
-Immune System Diseases	-Hemoglobin	8679	7571	2400	1.821e+09	10370	16960	2.294e+09	6739	237.1	2.322e+09	3712
-Neurodegenerative Diseases	-Hemoglobin	11840	4350	2959	4.099e+09	15490	23190	5.164e+09	7165	247.5	7.246e+09	2774
-Cardiovascular Diseases	-Hemoglobin	1114	292.7	414.9	2.084e+08	1143	4054	1.926e+08	445.9	15.49	2.039e+08	252.2
-Metabolic Diseases	-Hemoglobin	4.223	1.713	0.8262	69320	7.764	22.25	891300	3.69	0.08691	2219000	1.769
-Infectious Diseases	-Hemoglobin	3929	2570	2205	1.307e+09	5988	14130	1.538e+09	2856	103	1.244e+09	1341
Not Mapped	-Hemoglobin	98510	34520	29730	3.301e+10	134800	203700	4.423e+10	46170	2076	3.938e+10	21690
-Not Mapped	-Hemoglobin	98510	34520	29730	3.301e+10	134800	203700	4.423e+10	46170	2076	3.938e+10	21690
TOTAL	-Vesicular Transport	74.48	62.49	66.95	79.25	76.29	50.26	69.02	54.7	83.2	63.97	89.73
MAPPED	-Vesicular Transport	59.78	51.31	53.17	63.46	59.97	39.68	55.41	44.19	66.74	50.33	71.11
Genetic Information Processing	-Vesicular Transport	27.92	23.76	24.84	31.55	24.98	15.46	27.71	19.91	32.93	22.56	32.96
-Transcription	-Vesicular Transport	2.588	2.247	1.994	2.571	2.268	1.1	2.503	1.235	2.891	1.999	2.532
-Translation	-Vesicular Transport	15.26	8.711	12.64	15.68	13.49	7.46	14.58	9.12	17.25	9.886	17.66
-Folding, Sorting and Degradation	-Vesicular Transport	5.999	5.13	6.129	6.866	5.215	4.213	6.438	5.412	7.972	4.988	7.795
-DNA Maintenance	-Vesicular Transport	5.697	7.376	4.796	6.572	5.127	3.025	5.276	3.731	6.455	5.505	6.886
-RNA Family	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	2.349	1.552	2.271	2.509	2.31	2.142	1.493	1.466	2.224	1.767	2.084
-Signal Transduction	-Vesicular Transport	0.6129	0.5433	0.6206	0.9188	0.6458	0.5166	0.5068	0.2818	0.8562	0.4337	0.6457
-Signaling Molecules and Interaction	-Vesicular Transport	1.698	1.023	1.781	1.59	1.716	1.768	0.9923	1.175	1.481	1.132	1.636
Cellular Processes	-Vesicular Transport	6.953	6.251	7.098	7.211	8.031	6.409	5.451	3.951	6.199	4.054	5.772
-Hemoglobin	-Vesicular Transport	0.0002107	0.0003618	0.0004692	5.863e-10	0.0001496	5.868e-05	3.965e-10	0.0002278	0.009689	4.233e-10	0.0008777
-Vesicular Transport	-Vesicular Transport	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	4.627	4.525	4.517	4.739	5.341	4.316	3.132	2.322	3.675	2.272	3.461
-Cell Motility	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.8839	0.8362	1.004	0.9819	0.9921	0.6432	0.953	0.4883	1.066	0.6301	0.9316
-Cell Communication	-Vesicular Transport	0.3757	0.2219	0.5284	0.345	0.6298	0.441	0.2551	0.2247	0.3417	0.1813	0.3056
Metabolism	-Vesicular Transport	12.5	10.43	11.46	14.36	15.6	9.088	12.57	12.43	14.57	15.06	16.79
-Membrane Transport	-Vesicular Transport	0.2032	0.09923	0.1346	0.188	0.1375	0.1139	0.131	0.1473	0.1611	0.1614	0.1475
-Central Carbon Metabolism	-Vesicular Transport	2.18	1.673	1.871	2.288	2.36	1.431	2.116	1.648	2.308	2.375	2.785
-Energy Metabolism	-Vesicular Transport	0.9845	0.8552	0.7912	0.9474	0.9158	0.6824	1.036	0.713	1.153	1.271	1.123
-Biosynthesis	-Vesicular Transport	2.938	2.617	3.003	3.324	4.02	2.212	3.139	3.419	3.456	4.497	4.415
-Other Enzymes	-Vesicular Transport	6.563	5.547	6.206	8.176	7.462	4.597	6.276	6.598	7.323	7.369	8.708
Organismal Systems	-Vesicular Transport	2.691	2.895	2.82	2.791	2.873	2.321	2.26	2.447	2.82	1.937	2.99
-Immune System	-Vesicular Transport	0.7658	0.6806	0.6554	0.7426	0.6514	0.7652	0.5251	0.6262	0.6401	0.5542	0.7308
-Endocrine System	-Vesicular Transport	0.2936	0.3215	0.3974	0.363	0.3696	0.3421	0.3731	0.4063	0.2834	0.2486	0.4739
-Circulatory System	-Vesicular Transport	0.3723	0.2816	0.4363	0.2448	0.5166	0.3134	0.2718	0.1617	0.3084	0.2537	0.3605
-Digestive System	-Vesicular Transport	0.2879	0.1301	0.1849	0.3202	0.3463	0.1478	0.2027	0.3662	0.2523	0.2477	0.1615
-Excretory System	-Vesicular Transport	0.2076	0.3883	0.2429	0.2422	0.1819	0.1849	0.195	0.2116	0.2201	0.2197	0.222
-Nervous System	-Vesicular Transport	0.2121	0.5235	0.2183	0.1707	0.1676	0.2099	0.2141	0.1215	0.26	0.1248	0.2694
-Sensory System	-Vesicular Transport	0.0344	0.06867	0.0481	0.04124	0.04657	0.0789	0.04289	0.02388	0.02645	0.0216	0.03567
-Development	-Vesicular Transport	0.05813	0.06887	0.06479	0.05355	0.09639	0.08154	0.05575	0.0513	0.03283	0.02587	0.07764
-Environmental Adaptation	-Vesicular Transport	0.03365	0.03369	0.03453	0.02734	0.02873	0.02087	0.04257	0.02083	0.06158	0.016	0.04804
Human Diseases	-Vesicular Transport	7.387	6.242	5.643	6.523	6.447	3.938	5.625	4.803	7.373	6.588	7.769
-Cancers	-Vesicular Transport	0.4483	0.3296	0.3405	0.3682	0.3206	0.2328	0.353	0.3001	0.493	0.3916	0.4149
-Immune System Diseases	-Vesicular Transport	1.801	2.452	1.037	1.83	1.625	0.9154	1.346	1.535	1.97	1.529	2.946
-Neurodegenerative Diseases	-Vesicular Transport	1.928	1.589	1.462	2.026	1.928	1.313	1.72	1.703	2.178	2.569	2.402
-Cardiovascular Diseases	-Vesicular Transport	0.2963	0.1528	0.1983	0.2063	0.2511	0.2804	0.1471	0.1218	0.1723	0.157	0.223
-Metabolic Diseases	-Vesicular Transport	0.001403	0.0007702	0.0004811	0.002069	0.001402	0.001313	0.00632	0.0009669	0.000941	0.001952	0.001918
-Infectious Diseases	-Vesicular Transport	1.118	0.8352	1.203	1.45	1.28	0.979	0.8643	0.7266	1.159	0.7262	1.271
Not Mapped	-Vesicular Transport	14.7	11.18	13.78	15.8	16.31	10.58	13.61	10.52	16.46	13.63	18.62
-Not Mapped	-Vesicular Transport	14.7	11.18	13.78	15.8	16.31	10.58	13.61	10.52	16.46	13.63	18.62
TOTAL	-Cytoskeleton	15.57	13.48	14.36	16.92	13.91	11.35	21.13	23.31	22.13	27.66	25.9
MAPPED	-Cytoskeleton	12.5	11.07	11.4	13.55	10.94	8.958	16.97	18.83	17.75	21.76	20.52
Genetic Information Processing	-Cytoskeleton	6.22	5.153	5.516	6.695	4.694	3.613	8.915	8.089	9.215	9.263	10.05
-Transcription	-Cytoskeleton	0.576	0.5098	0.4385	0.547	0.4176	0.2605	0.7931	0.5519	0.7854	0.8444	0.7495
-Translation	-Cytoskeleton	3.163	1.923	2.725	3.307	2.426	1.692	4.489	3.828	4.616	4.203	5.169
-Folding, Sorting and Degradation	-Cytoskeleton	1.285	1.115	1.345	1.494	1.007	0.9449	2.072	2.279	2.211	2.19	2.288
-DNA Maintenance	-Cytoskeleton	1.185	1.569	1.05	1.334	0.8996	0.6895	1.64	1.505	1.709	2.101	1.958
-RNA Family	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.4178	0.3379	0.4735	0.542	0.4055	0.5031	0.3947	0.5713	0.5175	0.649	0.6255
-Signal Transduction	-Cytoskeleton	0.1102	0.09951	0.1255	0.1997	0.09615	0.1078	0.1244	0.1272	0.172	0.1893	0.1597
-Signaling Molecules and Interaction	-Cytoskeleton	0.3075	0.2283	0.3361	0.3154	0.297	0.3723	0.2529	0.4706	0.3541	0.4895	0.4545
Cellular Processes	-Cytoskeleton	1.424	1.47	1.518	1.461	1.451	1.465	1.63	1.652	1.676	1.669	1.654
-Hemoglobin	-Cytoskeleton	3.364e-05	7.648e-05	9.96e-05	1.087e-10	2.349e-05	1.283e-05	9.907e-11	9.707e-05	0.002276	1.586e-10	0.0002552
-Vesicular Transport	-Cytoskeleton	0.2108	0.2108	0.2142	0.2068	0.1869	0.2268	0.3169	0.419	0.2704	0.439	0.2844
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
