KO number	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
K06519	8.3590353e+10	1.813273e+10	9.0022635e+10	1.822519e+11	1.0678522e+11	4.8624481e+10	1.941238e+10	3.0042373e+10	6.0169122e+09	3.2305542e+10	1.4836525e+10
K06522	1.5549025e+08	1.4988039e+08	1.2679806e+08	1.4013759e+09	6.0358979e+08	1.1176675e+09	8.1654459e+09	1.3544205e+09	12155446	1.6458052e+08	50709374
K06526	2.3920883e+08	36437798	7.1998524e+08	1.106476e+09	15009306	4.3678288e+09	29657847	86900053	13384751	69521089	1857.6034
K06528	1.013409e+10	4.5277296e+09	2.018929e+10	1.8874179e+10	9.7642806e+09	5.04626e+10	1.3153001e+10	1.7683235e+10	2.4458219e+09	2.4959023e+10	3.0387786e+09
K06530	2.7729544e+08	4384879.2	2.4393889e+08	1.3800261e+08	4.6727027e+08	9.7788664e+08	1.0902643e+08	3007042.7	12385453	20243758	10327077
K06532	32991833	20212685	5426925.2	5.1346022e+08	27205768	2683554.1	86382413	2.2526685e+08	9609819.5	2.2877023e+08	2723794.3
K03907	502337.39	1857.6034	4171798.8	1515012.4	17061938	1857.6034	1.4119576e+09	1857.6034	507029.14	6.2815294e+08	1857.6034
K06535	2.6654619e+10	7.9995108e+09	1.52667e+10	8.2600299e+09	5.8423738e+09	3.0905105e+10	3.7957483e+10	9.0258183e+09	1.0883396e+10	2.8028219e+10	5.3642689e+09
K05698	4.3390164e+08	83905937	2.2081826e+08	5.0321082e+08	9.0081316e+08	2.0826331e+09	2.3072145e+08	3.0696924e+08	42798916	6.8565529e+08	29555190
K06537	1.8478088e+09	1.2830479e+08	8.0940089e+09	2.2078127e+09	6.6085343e+09	2.670921e+10	1.1390172e+09	9.8542647e+08	1.7632491e+08	1.4037059e+09	4.7068322e+08
K06551	1857.6034	62441422	45154866	62431022	16956648	1.4398085e+08	1857.6034	1857.6034	511862.2	5721813.7	26772654
K06554	1857.6034	13805819	1857.6034	1857.6034	1857.6034	1857.6034	42431713	1857.6034	1857.6034	1857.6034	18483308
K06557	3.1577126e+08	31705591	1.5658255e+08	77246618	5.1616902e+08	8.7851917e+08	95990343	1.2525517e+08	7010306.4	3.5613896e+08	4.9684628e+08
K01513	1.3182037e+08	1.1621899e+08	2.1236792e+08	7.5990234e+08	1.5918159e+08	1.9710319e+09	1.1258995e+09	3.2862058e+09	46070640	8.982529e+08	14163591
K06558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06560	6312060.7	2.3700281e+08	2.6014539e+09	83738023	7.0319125e+08	7.5522723e+08	1.3936264e+08	15448548	5753549	40858413	36588024
K06562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06564	8.0825487e+09	1.4318681e+10	1.5424688e+10	6.222104e+09	6.6864232e+09	2.7301821e+10	2.064836e+10	1.3910281e+10	7.0489344e+09	2.5161863e+10	1.550286e+09
K06566	6.162828e+09	4.5616328e+08	1.5180752e+09	2.7110884e+09	8.075226e+08	9.8439975e+09	9.9991023e+08	1.6126849e+09	1.0393391e+10	4.1556026e+08	1.9800014e+09
K06568	17983615	15396405	75646546	9.9990829e+08	559541.9	1.4262523e+08	8.6936378e+08	2089884.1	9023850	1.6585425e+08	22784447
K06569	42705462	4066257	3.2579783e+08	1.2963797e+08	2.8331785e+08	2.0979056e+08	5.941269e+08	17970716	21269468	27258468	49909779
K06570	1857.6034	1.6818491e+08	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034
K05634	1.3155304e+08	24422259	2.52275e+09	4.8869426e+08	8.1165127e+08	6.9082803e+09	1.3528564e+08	6.003144e+08	4727493.9	1.9652464e+09	4.7060474e+08
K06571	1857.6034	3.0443636e+08	1857.6034	1857.6034	1857.6034	1857.6034	16599810	10310174	1857.6034	1857.6034	1857.6034
K06573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05658	1.327791e+08	74262405	1.422834e+09	6.6585674e+08	1.0970467e+08	1.8840305e+08	8.3461635e+08	3.1970135e+09	34048106	2.3850003e+08	43838874
K06453	1064365.4	62598541	639254.99	1857.6034	66577.45	1857.6034	6327753.7	889667.02	283396.4	666536.05	445084.29
K06712	6.100829e+08	6.0452056e+08	6.5598605e+08	5.783946e+08	5.7785831e+08	1.4928042e+09	4.030872e+08	1.5248058e+08	1.5658255e+08	4.5205442e+08	1.7177669e+08
K05401	1.5917615e+08	5.754671e+08	1857.6034	15624741	38819520	87513203	5.0301175e+08	27560050	1857.6034	62199902	24652755
K01540	1.1437954e+10	5.2859459e+09	2.5066031e+10	2.5868924e+10	9.6418615e+09	5.7998003e+10	2.6819497e+10	2.5249912e+10	3.0857109e+09	5.2092213e+10	2.9615191e+09
K06725	2172346.2	2.0686107e+08	1857.6034	1857.6034	3527236.6	1857.6034	1857.6034	1857.6034	6086396.7	1857.6034	482934.13
K06729	1.1069942e+09	1.6874764e+08	4.960747e+09	3.7809986e+09	9.7010396e+08	1.1290515e+10	1.5955868e+09	2.3827793e+09	2.3237009e+08	5.66424e+09	5.1346769e+08
K06730	75910328	2.1464541e+08	83864585	78047062	6634486.1	1.6318048e+08	71911208	29633039	7398032.8	1.4182909e+08	1857.6034
K06731	1.7333475e+09	2.7786823e+08	9926732.5	2.6593034e+08	1.0355801e+08	59976456	1.1488217e+08	88715574	3.7336138e+08	1.2707698e+08	56861767
K06732	1.8765414e+08	16116859	58294137	1.0275857e+09	2.5620961e+08	2.5405988e+08	71259430	1.1654601e+08	75539203	1.5267702e+09	2.6000748e+08
K06734	5.6651406e+08	2.911571e+08	2.2659426e+08	2.3578168e+08	5.4897129e+08	1.5174977e+08	2.4341296e+08	1.6606672e+08	4.9096795e+08	1.8195075e+09	2.7802865e+08
K06737	26308171	42307626	3.4707022e+08	1.772085e+09	24933850	77280707	1.0018403e+08	3.5564375e+08	16788752	2.2301256e+09	39020774
K05681	1.1087617e+09	26122969	48750414	9.975274e+08	3.9725233e+08	39086148	6147978.8	18997910	8460399.9	51425794	2.1300637e+08
K07632	1857.6034	20182878	1857.6034	1857.6034	1857.6034	1857.6034	1.1524979e+08	1857.6034	2184283.3	1000429.9	23852193
K07361	2226987	6.4183604e+08	856314.82	2.4531356e+08	1857.6034	17060797	1857.6034	1.0723979e+08	3956946.3	22328944	1857.6034
K05400	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1.1471402e+08	1857.6034	1857.6034	1701762.2	1857.6034	20983314
K07990	40926135	2.2270039e+09	1.0613031e+08	37111167	5889546.8	30063950	65068332	21511727	30337295	7627400.3	12350961
K10169	9.7549864e+08	215039.42	85113207	1.6969411e+08	26164947	72536631	15745701	27281174	1857.6034	1.2625428e+08	926701.13
K07986	47719725	35632881	1.0345024e+08	80008442	28288790	2.8206581e+08	60061394	7431152.3	8671766.7	14834370	63844461
K07360	2.3810926e+08	1.0376058e+10	2.721706e+08	1.8159157e+09	3.1890904e+08	4.6738272e+08	2.592255e+08	75340892	71866129	3.9574791e+08	1.5283073e+08
K14753	4.0415734e+08	2.7844246e+08	1.4072956e+09	3.1253472e+09	1.1574988e+09	4.5248363e+08	9.0469425e+08	8.150581e+08	8.0931177e+08	1.4942801e+09	2.524099e+08
K04630	1.2219031e+10	2.0075563e+10	2.960586e+10	1.6542287e+10	1.5578684e+10	7.4121468e+10	2.4030388e+10	9.530766e+09	3.8113571e+09	1.2217747e+10	5.4182165e+09
K04534	3.2242567e+08	5.6328576e+08	1.4029609e+09	2.7858616e+08	64416509	1.1601171e+10	6.0697042e+08	34197424	36277152	1.4926137e+08	2.1728322e+08
K04631	5057964.7	1857.6034	2057905.9	2900249.4	10564752	22984143	1857.6034	1857.6034	1857.6034	13615207	57599205
K04535	485709.86	52347402	25939822	44982022	1307994.7	1.3983625e+08	69719398	38112406	50839454	1857.6034	1857.6034
K04639	8.4674366e+08	6.813443e+08	2.9930823e+09	2.0075897e+09	1.3704539e+09	4.9072556e+09	1.6349026e+09	7.1118411e+08	2.7735087e+08	2.5814969e+08	3.8336881e+08
K04536	1.3411077e+10	2.798083e+10	4.1712237e+10	2.7707129e+10	2.01233e+10	7.9992864e+10	4.2102907e+10	1.1077102e+10	5.0713764e+09	1.8040201e+10	6.7296792e+09
K04537	7.9980451e+09	7.1889012e+09	9.316578e+09	1.3966406e+10	6.1187257e+09	1.8396839e+10	1.0395838e+10	1.6177742e+09	3.4195718e+09	4.9745179e+09	2.5371116e+09
K07825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04538	1.2762134e+09	10120973	6.6982309e+08	1857.6034	3.0742382e+08	2.8015625e+09	1.2375305e+09	37361216	31085009	1.0860696e+08	8669651.2
K04539	1857.6034	12184966	6803090.5	1857.6034	1857.6034	22896105	1580904.6	1857.6034	1857.6034	1857.6034	1857.6034
K07826	32960504	3.8151765e+09	6.3941253e+08	2.041549e+08	1.0185071e+08	9.8705088e+08	2.2751439e+08	39490035	32297738	8.5124394e+08	79325711
K04541	1676323	35254232	46212144	60390936	1857.6034	9786751.5	2.0831235e+08	1.1682358e+08	623809.82	3115881	112027.13
K04542	5.0469817e+08	3.9044162e+08	1.8547143e+09	3.3296148e+09	3.368433e+08	2.5728707e+09	5.3466807e+08	1.1266927e+09	2.0565543e+08	4.7711094e+08	2.9997141e+08
K04543	21371026	5453053.3	23581762	42735438	1857.6034	1.2669736e+08	3.6469793e+08	1.3804449e+08	1857.6034	1.7572793e+08	9148299.1
K04545	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04548	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07832	24445967	53310973	98590204	1.5381769e+08	2.199862e+08	2.4279518e+08	86334779	51837742	5822900.6	76870254	1.0768053e+08
K07834	2.4562851e+09	1.5175183e+09	3.6525322e+09	1.742772e+09	1.2218607e+09	5.8385274e+09	3.4964232e+09	9.572276e+08	1.0824278e+09	4.4089865e+09	3.1754173e+08
K07835	2.4010805e+09	1.6040285e+09	3.9630518e+09	4.0196414e+09	2.8018738e+09	7.1133802e+09	3.8660649e+09	3.3882273e+09	1.0517941e+09	4.3263766e+09	5.7621767e+08
K07837	4610386.2	1.0518742e+08	1.1812997e+08	9341320.5	8896027.7	77894283	85709234	10589927	57809764	5891484.8	455174.38
K07838	8.3213282e+08	9.6422665e+08	2.4951457e+09	1.4761191e+09	3.84019e+08	2.7866579e+09	1.5819303e+09	7.6833732e+08	7.6359843e+08	2.5224918e+09	5.1843655e+08
K07839	4.4661212e+08	3.4788919e+08	8.9941343e+08	1.4669572e+09	1.3751009e+09	1.4451317e+09	2.2458979e+09	8.0271801e+08	1.0557694e+08	1.7368696e+09	1.0177257e+08
K07840	81614778	7439889.8	15941663	209859.84	1.0012081e+08	66133790	1857.6034	1.6845017e+08	6202148.4	78914735	1.3049907e+08
K07845	7538607.1	1857.6034	2605116.6	1857.6034	907524.16	1.7073585e+08	1916635.2	1301204.7	1857.6034	1857.6034	19314655
K07846	6054697.2	6717129.2	19186967	98069406	2523637.7	19679270	1857.6034	1857.6034	100397.33	2.0020559e+08	35229390
K07856	7.5433834e+08	36419542	4.2541206e+08	2.0233809e+08	2.8899506e+08	2.9966181e+08	5.6010983e+08	1.1665131e+09	14422419	3.1813413e+08	1.3859255e+08
K07857	1.2600885e+10	1.0198571e+10	2.658627e+10	1.8054342e+10	1.0452529e+10	2.9813444e+10	1.5067686e+10	6.7174173e+09	3.7576173e+09	1.824474e+10	3.8747581e+09
K07859	26869336	1857.6034	1.6322393e+08	44239672	32893274	1857.6034	1857.6034	6805630.2	1857.6034	1857.6034	4314635.7
K07863	1.7821689e+09	7.9375551e+09	2.532979e+09	2.4069862e+09	1.8158884e+09	4.3746657e+09	2.1901506e+09	1.5614857e+09	1.9623304e+09	1.4210253e+09	9.4810253e+08
K07194	325744.22	25789310	52047821	6141459.9	3513896.2	45860478	1.176076e+08	3327414.9	1857.6034	2616413	210473.64
K07870	7.3686563e+08	1.5500446e+09	1.2570019e+09	1.5176275e+09	1.520955e+09	3.1305034e+09	1.7448151e+09	7.272382e+08	4.8887024e+08	4.2679335e+09	7.1351666e+08
K07871	1.6906023e+09	1.2276027e+09	1.7263614e+09	4.4935973e+09	2.0018472e+09	1.9273545e+09	2.2424149e+09	1.2095892e+09	2.7581509e+09	4.8089198e+09	1.051675e+09
K07530	1857.6034	1857.6034	1857.6034	18881367	153846.01	1857.6034	1857.6034	1857.6034	1857.6034	17978079	1857.6034
K07872	4.3937174e+08	2.5535091e+08	58320335	1.4424171e+08	1.8922092e+08	18734046	1.3488355e+08	93909859	76507891	1.2441841e+08	72146536
K07873	8748164	1.0963999e+08	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	9043870.1	1857.6034	1857.6034	1857.6034
K07874	1.680124e+09	1.1986002e+09	4.6217277e+09	2.6886055e+09	2.205383e+09	2.3759955e+09	1.9911067e+09	2.074413e+09	9.1600474e+08	1.7050271e+09	1.4099729e+09
K07875	1.0653212e+10	1.2968387e+10	4.0094823e+10	3.6266454e+10	1.4398239e+10	2.6735446e+10	3.7321624e+10	1.5476469e+10	9.9035036e+09	3.0547216e+10	8.0478985e+09
K07876	4.0110103e+09	2.6349245e+09	8.8584126e+09	6.6423156e+09	3.5640805e+09	8.683971e+09	6.1648323e+09	2.319559e+09	2.0220261e+09	5.8027777e+09	1.577699e+09
K07877	8.3443041e+09	4.4363731e+09	1.8496568e+10	1.0701816e+10	9.7775248e+09	1.9694613e+10	1.1705345e+10	4.2013479e+09	2.4429364e+09	1.3285174e+10	3.4771403e+09
K07878	54933466	3.9451348e+08	2.3687767e+08	1.3780348e+08	1.0240853e+08	2.8570962e+08	3.0485132e+08	2.8840279e+08	18062854	8.9409537e+08	1.42236e+08
K07879	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034
K07880	89057338	6.0932567e+08	1.5994298e+08	58550980	31795181	4.2739168e+08	5.114743e+08	65877262	1.0580852e+08	1.3672336e+08	32424796
K07881	6.6052986e+09	6.581896e+09	1.1309985e+10	1.101703e+10	5.491303e+09	1.466609e+10	1.8684437e+10	3.676921e+09	2.8191531e+09	1.1668917e+10	3.5111861e+09
K07882	20986337	2.8458703e+08	1.8936403e+08	1.1359169e+09	2.4056219e+08	2.2001848e+08	1.9444098e+08	38904798	10591233	2.0345271e+09	73860956
K06108	778721.03	24987780	2.9986934e+08	19505967	64811372	1.3357394e+08	96885285	26404313	12625747	79714800	44893800
K07884	1.5876591e+08	5.9577511e+08	2.9585363e+08	2.6970218e+09	5.6438545e+08	6.033441e+08	5.7489885e+08	2.1918937e+08	24796025	3.6410456e+09	1.8205667e+08
K07885	7.4252225e+08	7.6099993e+08	1.0412622e+09	1.9982162e+09	8.6198705e+08	6.5741555e+08	4.5980453e+08	4.9644777e+08	1.6318554e+09	5.9452982e+08	1.5453159e+08
K07886	3.6697154e+08	18682916	1.2912948e+08	7.9901227e+08	1.1018796e+09	1.0452659e+09	1.0268003e+08	7.0401177e+08	420685.33	7.1146229e+08	5042878.2
K07887	5.6207439e+08	4.2949213e+08	1.0498714e+09	1.4817007e+09	8.3588126e+08	1.3296033e+09	7.1345563e+08	4.8476753e+08	3.6546186e+08	1.654655e+09	4.4954286e+08
K07888	3.3514222e+08	5.8829983e+08	1.0676198e+09	7.2582065e+08	4.8565071e+08	2.6146851e+09	1.0223577e+09	4.8400759e+08	1.3438561e+08	2.0994344e+09	2.168086e+08
K07889	1.0197064e+10	8.2823174e+09	1.7253032e+10	1.2844735e+10	9.8849529e+09	2.6067583e+10	2.1411743e+10	1.0797721e+10	5.4901014e+09	1.872435e+10	5.267847e+09
K07890	1.8817607e+09	3.3836735e+09	3.8274928e+09	5.1252026e+09	2.7794268e+09	5.9607112e+09	6.5970034e+09	3.7817323e+09	6.7881128e+08	3.5567874e+09	1.4667261e+09
K07891	6.5778193e+08	3.4343149e+08	1.3859791e+09	2.0440432e+09	4.6970477e+08	4.4688552e+09	1.0785232e+09	2.6152511e+08	2.345241e+08	8.2781767e+08	2.6437172e+08
K07892	5.2202855e+08	7520688.6	1.059285e+09	2.4624057e+08	62119052	4.2755773e+09	3.4862566e+08	1.5277769e+08	1.5493647e+08	32644048	65121474
K07893	7.9281647e+09	7.7572551e+09	2.062957e+10	1.592729e+10	1.1307761e+10	1.7582482e+10	2.0829681e+10	1.2477205e+10	3.7775627e+09	1.8634094e+10	3.2383305e+09
K07894	12170286	1.0620787e+08	2.9616733e+08	31091399	51949111	48769477	2.9118608e+08	12975436	1.7468543e+08	5.0116383e+08	7545796.5
K07895	31564613	15481530	55455787	74163034	41910102	38292928	1857.6034	10553945	1857.6034	21659328	864085.57
K07897	1.3938765e+10	8.4346251e+09	1.7440956e+10	3.0018362e+10	1.075043e+10	2.4662187e+10	2.3928432e+10	9.6803343e+09	5.2856887e+09	1.9539514e+10	5.5585493e+09
K07899	2.0291298e+09	2.50445e+08	5.5346697e+08	8.2348361e+08	5.1752226e+08	1.4794692e+09	3.036548e+09	2.2439401e+08	1.8116733e+08	7.2896095e+08	2.2252061e+08
K07900	1857.6034	15440833	26587562	4481504.4	7748156.6	7363818.3	15872041	1654663.8	1857.6034	22044637	6128396.3
K07901	2.2085205e+09	2.8668833e+09	5.4664467e+09	5.774466e+09	2.3003645e+09	4.152007e+09	5.2700169e+09	1.3669672e+09	1.4326528e+09	3.3370013e+09	1.2005915e+09
K07902	3.0912326e+08	7.5524602e+08	6.5411946e+08	1.4560097e+08	1.4046109e+08	4.3850839e+08	3.1017592e+08	1.5669115e+08	53969522	4.0446645e+08	83103977
K07903	7.459397e+09	2.71147e+09	1.6030155e+10	1.8875862e+10	1.1112556e+10	1.4097549e+10	1.0164521e+10	7.6396664e+09	2.4431734e+09	1.1827415e+10	2.6652804e+09
K06109	1.2849507e+09	2.9584471e+08	4.7522152e+09	3.2807501e+09	2.3062686e+09	2.8494742e+09	2.8519203e+09	5.3113227e+08	4.7929894e+08	2.6018694e+09	1.1027145e+09
K07904	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1.0976916e+08	96314355	37851771	1857.6034	1857.6034	1857.6034
K07905	5.9288723e+09	9.1634174e+09	2.0293887e+10	1.2504976e+10	1.2125983e+10	1.5020904e+10	1.0271128e+10	4.5854728e+09	2.5358211e+09	1.0929717e+10	3.0456481e+09
K07906	4150516.9	1.6436221e+08	1857.6034	6.5741057e+08	17607657	38699983	1857.6034	3.5361172e+08	1857.6034	4.6228559e+08	54930711
K07907	3.0346875e+08	1.333522e+08	1.0128831e+09	1.1887103e+09	3.2228613e+08	1.5487945e+09	5.3314095e+08	2.6471545e+08	88877759	6.8627621e+08	1.469397e+08
K07908	1857.6034	33704106	73475136	48637687	10903507	5988156.2	21375899	5640784.7	1857.6034	2925821.8	7354908.2
K07909	28603831	3305013.9	15634573	1.1424455e+08	6910125.4	7742965.5	1.9191476e+08	36186944	11768258	1.471926e+08	28028155
K07910	3.3990439e+09	2.7294545e+09	1.4126682e+10	5.801751e+09	5.9696436e+09	5.5410439e+09	4.1300907e+09	3.4431877e+09	1.1831059e+09	6.5224816e+09	1.0288648e+09
K07911	1.9680893e+08	17529312	32596331	85243858	1857.6034	52686670	8665939.4	16213491	8206970.6	1.2521559e+08	5214998.4
K07912	1.0086119e+08	2.73962e+08	2.4542714e+08	2.3918597e+08	92821316	3.9875282e+08	7.3638134e+08	26495580	2.0124614e+08	6.6571388e+08	1.1894177e+08
K07914	10679836	88947456	15848850	1.2843027e+08	1.2247603e+08	49637802	30283220	10564804	1857.6034	3260405.7	3398111.5
K07915	38624223	44628722	31640577	2.4087316e+08	76294256	66129006	1.0713631e+08	28442649	16925470	67530893	2491864.9
K07916	8.0396999e+08	1.9789154e+09	3.1938711e+08	1.1345037e+09	62073488	3.7757669e+08	1.2504735e+08	8.1405205e+08	59221326	9.759849e+08	2.3312021e+08
K07917	1857.6034	4978763	22499456	1857.6034	6877848.5	1857.6034	16993691	31532057	1857.6034	1857.6034	50520.626
K07918	7.3869732e+08	2.075294e+08	5.5638029e+09	2.728427e+08	1.3188172e+09	6.576743e+09	1.8593636e+09	8.7385496e+08	2.0798527e+08	4.4325454e+08	1.513535e+08
K07919	6359196.6	2.3228844e+08	1.1880014e+08	2.5093119e+08	7379968.6	28459929	64814950	1857.6034	1857.6034	51306803	1451409.8
K07920	39344096	1.5391079e+08	1.4684939e+08	2.0909363e+08	29541009	76295843	1.708347e+08	1.0952747e+08	33461487	1.4868533e+08	70429635
K07921	8.8865623e+08	70195939	2.8226505e+09	1.1760515e+08	1.211928e+09	9.3403759e+08	6.2388992e+08	1.3635917e+08	16680413	1.3987709e+08	12707240
K07922	15059895	1857.6034	4646190.8	28704128	1857.6034	1857.6034	19807011	1332714.6	4595725.3	91430864	279766.63
K07923	6444158.1	11066418	7175203.2	1995792.7	3840532.6	1857.6034	70807114	1857.6034	2029263.7	2467263.6	17162928
K07924	57862677	83695454	23979501	26674508	1857.6034	52752944	1.2770255e+08	1857.6034	7034167.5	84296435	1698522.2
K07925	28717265	2.0178877e+08	2.2279138e+08	57372234	3.1825812e+09	3.0303067e+08	2.6165529e+08	95241423	1948417.4	6.0032212e+08	3350761.1
K07930	3.4256783e+08	2.2864874e+08	5.1885442e+08	5.8473219e+08	5.9129787e+08	1.1312328e+09	3.042423e+08	3.3404547e+08	22464934	2.0675121e+08	1.6610169e+08
K07931	80828635	1.9426956e+08	2.9535302e+08	1.453314e+08	90422358	2.5754835e+08	3.4540425e+08	1.4216003e+08	16548307	2.8872473e+08	34337684
K07933	5.6490291e+08	2.5864049e+08	4.1316234e+08	8.2431694e+08	3.1711327e+08	5.6557336e+08	1.0838872e+09	3.8991193e+08	1.1614803e+08	8.529035e+08	1.3023969e+08
K07934	6.1834392e+08	7.8807383e+08	8.7334566e+08	1.0178841e+09	8.3563217e+08	1.0093647e+09	3.4991933e+09	44258125	80502980	2.0611575e+09	2.1832219e+08
K07935	58638170	31987671	2.0639299e+08	1.9259706e+08	1.7513356e+08	2.9529939e+08	1.5467102e+08	65325437	3278379.6	1.7016351e+08	44504103
K07937	2.0355068e+10	2.0747833e+10	5.538846e+10	4.4230465e+10	1.8972599e+10	5.135816e+10	4.9533754e+10	1.8854359e+10	1.1427889e+10	5.5240034e+10	1.7272556e+10
K07938	1.1033409e+08	1857.6034	47638053	1.1796352e+08	20777738	1857.6034	5375256.4	50154489	1857.6034	9689396.8	17494856
K07939	5.0549405e+09	2.8773765e+09	2.3978882e+10	1.1483454e+10	5.4937431e+09	1.9764927e+10	4.2235821e+09	1.1298304e+10	8.9210808e+08	1.6232101e+10	4.0942114e+09
K07940	9.7741624e+08	1.0673888e+09	1.7439204e+09	8.9525794e+09	1.593329e+09	6.0021614e+09	2.9777652e+09	6.6940747e+08	6.1472093e+08	3.2026192e+09	1.0479247e+09
K07941	2.5891252e+09	3.2156815e+09	9.6541429e+09	1.0839277e+10	4.9894086e+09	1.4948386e+10	6.9336701e+09	3.9598883e+09	1.1962433e+09	1.1162077e+10	1.8053303e+09
K07942	2.7222317e+09	1.8438293e+09	6.7311348e+09	6.8941252e+09	4.5660535e+09	7.4204984e+09	4.0710235e+09	3.5657858e+09	7.0978128e+08	8.5158514e+09	1.8849889e+09
K07943	6.6859563e+08	1.2129209e+09	3.3406908e+09	2.1073546e+09	1.5906868e+09	1.9824931e+09	3.2089048e+09	4.7808702e+08	6.5012875e+08	5.4606664e+09	4.2143371e+08
K07944	1.1171609e+09	1.781721e+09	5.9312104e+09	3.5571005e+09	4.838711e+09	7.1461152e+09	7.0967784e+09	9.0988248e+08	4.0920201e+08	5.1665536e+09	6.299519e+08
K07945	1857.6034	1930800.5	1857.6034	1857.6034	2288603.6	1857.6034	1857.6034	30486056	26448334	43652054	1857.6034
K07947	12555294	2.8749938e+08	70378877	22851892	1.8955807e+08	1.0079083e+09	17945138	13763678	989612.97	10358295	32321315
K07949	1034197.3	1764089.5	5273340.7	4568806	16056964	27840770	61639047	5000320.8	3028230.9	8749447.9	1857.6034
K07950	1.150881e+08	1.1211859e+08	2.9115411e+08	68430687	2.447322e+08	58761017	3.0939704e+08	38054926	59272236	2.9432483e+08	22638379
K07951	63715673	2.95106e+08	5.6731635e+08	1.8639888e+08	1.3237063e+08	2.2108782e+08	6.2044031e+08	7981387	15378310	4.6738686e+08	1.0316442e+08
K07952	61556152	1.5681084e+08	1.4145053e+08	3.0844417e+08	3.9655131e+08	6.4636919e+08	3.8893192e+08	1.6116968e+08	1.3421652e+08	1.009682e+09	1.2125921e+08
K07955	2.4623495e+09	2.533626e+09	6.0058455e+09	8.0657775e+09	3.821532e+09	8.6173813e+09	3.2890419e+09	1.3778318e+09	1.0991313e+09	6.1914841e+09	9.3248818e+08
K07956	4.0741315e+08	2.9164969e+08	1.8062363e+09	3.2991084e+08	2.6396231e+08	9.9669021e+08	6.8900756e+08	1.7529281e+08	2.2843333e+08	1.3030732e+09	1.4202181e+08
K07962	86258945	73252110	6356217.3	1857.6034	14185074	29494385	1.2981331e+08	1028312.2	8255676.6	28394870	5705243.4
K10062	20497795	1871696.9	1857.6034	1857.6034	43472369	1857.6034	1857.6034	1857.6034	1857.6034	89336666	1857.6034
K10063	9026052.1	11617249	9485567.5	63166718	7756319.5	2476114.1	46783759	2.154326e+09	6223642.3	79257767	6030009.5
K10064	1961819.3	38901609	11030545	1857.6034	13812481	72892395	27403078	1.0429668e+09	1236237	46000007	2323053.2
K10065	1857.6034	78165062	26871289	5689033.5	38226033	3522607.1	1.6355177e+08	23624680	1857.6034	90401831	9158217.5
K03991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10077	1857.6034	1857.6034	90391915	1857.6034	1857.6034	79845560	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034
K10083	5.447473e+08	5.1711986e+08	1.6498802e+09	1.0069036e+09	7.9355435e+08	1.4422829e+09	3.1013585e+09	1.467925e+09	2.6841332e+08	1.6404667e+09	2.9981974e+08
K10087	75832044	81281426	63228590	2.4287256e+08	68684079	2.2030799e+08	1.3898938e+08	35982500	68897921	1.7710108e+08	37598247
K10089	1.3716846e+09	2.2338698e+09	3.3849807e+09	2.0893948e+09	1.7800455e+09	2.4607668e+09	1.7214068e+09	1.5024654e+09	6.0813544e+08	1.3001927e+09	6.8068473e+08
K10090	1857.6034	1857.6034	1857.6034	11594877	1857.6034	1857.6034	7340536.8	66219100	1857.6034	1857.6034	1857.6034
K10093	8540596	5.7261791e+09	1.0318173e+08	7059037.3	2038865.6	1.7681146e+08	22800051	6467944.2	1857.6034	13439580	40572961
K11038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
