KO number	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
K13129	8.4229936e+08	7.672899e+08	1.2036235e+09	2.3105435e+09	7.4185849e+08	1.1982656e+09	3.3371884e+09	7.6277309e+08	2.044429e+08	1.1570759e+09	5.1241877e+08
K13130	6.1317281e+08	6.2376443e+08	8.9004663e+08	4.4273809e+09	1.1163263e+09	6.057498e+08	7.1489429e+09	2.2503532e+09	3.7045893e+08	1.1104447e+09	4.1929513e+08
K13131	2.442721e+09	7.4743615e+08	3.2775171e+09	2.507321e+09	8.3191485e+08	1.459642e+09	6.7154251e+09	3.9510214e+08	1.2763068e+09	1.3764083e+09	8.9193386e+08
K13132	3.5183099e+09	6.2828102e+08	3.7920615e+09	4.6006574e+09	1.8865187e+09	2.386267e+09	7.0093328e+09	6.8359258e+08	7.0279024e+08	1.5120547e+09	2.1973003e+09
K13133	8.7617112e+09	1.9415158e+09	1.343621e+10	1.8192331e+10	7.0015828e+09	8.8608676e+09	1.2683989e+10	3.3434381e+09	6.3591258e+09	3.7979936e+09	6.4349302e+09
K13134	3.369232e+08	1.3332246e+08	5.1393602e+08	2.799248e+08	3.9969758e+08	5.7968643e+08	1.3364677e+09	1.3406736e+08	3.6582213e+08	3.8783584e+08	4.6320783e+08
K13135	2.1391016e+08	78552809	3.7668733e+08	2.6017554e+08	2.1820352e+08	4.4533019e+08	1.4031251e+09	1.3992574e+08	2.1471559e+08	2.8828155e+08	38171393
K13136	3.1477402e+08	29232421	3.302604e+08	4.5509603e+08	2.5303486e+08	4.8463825e+08	6.3836299e+08	1.2737689e+08	1.3452699e+08	5.1580149e+08	1.135275e+08
K13137	1.9813135e+10	1.007433e+10	4.1274523e+10	1.742205e+10	1.3063794e+10	3.0309942e+10	4.8838986e+10	5.5962458e+09	1.0467414e+10	1.6491224e+10	7.2198253e+09
K14322	6.2137298e+09	8.4166211e+08	9.2843687e+09	6.2363386e+09	4.7362678e+09	8.9861483e+09	7.8332085e+09	1.8983411e+09	1.5407657e+09	3.8295746e+09	1.5436974e+09
K07205	3.2368212e+08	1.7866663e+08	1.5449664e+09	4.4875471e+08	1.0127932e+09	5.6784604e+08	3.8188706e+09	1.3404111e+09	9.3006796e+08	2.0280516e+09	7.9942412e+08
K14283	4.074384e+08	4.2535192e+08	3.275659e+09	7.0152479e+08	7.6128057e+08	1.2776845e+09	3.2767967e+09	1.1988642e+08	1.6445281e+09	4.6022439e+08	2.5424293e+08
K14323	50300317	2.8681888e+08	3.5000314e+08	1.2892259e+08	85252726	71091212	3.9652198e+08	31799228	3.7641617e+08	1.0110131e+08	41896631
K14324	1.2412783e+09	1.1480817e+09	2.8625214e+09	2.3538588e+09	1.1379739e+09	8.848013e+08	2.2083113e+09	6.6088951e+08	7.1369319e+08	1.5233373e+09	8.7375809e+08
K13114	6.7375688e+09	2.0757344e+09	8.4886297e+09	7.24887e+09	5.4777572e+09	3.1503276e+09	1.0880587e+10	2.8558586e+09	2.4438218e+09	5.9953639e+09	1.431332e+09
K14325	3.7393024e+09	4.6583104e+09	7.100199e+09	8.0712232e+09	3.655759e+09	5.322139e+09	1.3512728e+10	2.3644618e+09	3.1997483e+09	7.8455443e+09	2.5177321e+09
K13174	2.346247e+09	2.8301681e+09	1.8103386e+09	3.5683963e+09	1.5946629e+09	2.9313167e+09	4.8829054e+09	9.5038678e+08	1.6862815e+09	3.6712119e+09	1.1020193e+09
K13175	2.6215745e+09	2.8984263e+09	3.2247989e+09	3.1648544e+09	1.7977063e+09	3.1269048e+09	4.9658418e+09	2.4017988e+09	1.1765875e+09	3.9087579e+09	1.4924338e+09
K13176	5.1354211e+08	7.6923586e+08	3.8307836e+08	6.8909788e+08	2.3928288e+08	4.2563239e+08	8.5262457e+08	1.4922801e+08	3.05484e+08	1.1160175e+09	1.4674035e+08
K13171	3.3228473e+09	3.4862497e+09	4.5948469e+09	3.7995361e+09	3.7235452e+09	4.3589676e+09	5.778129e+09	1.389823e+09	2.2906201e+09	4.8044281e+09	1.6069311e+09
K14284	2.6627113e+09	1.7009932e+09	6.9258041e+09	1.069281e+10	1.9737331e+09	2.955476e+09	9.7550896e+09	2.4164952e+09	1.4689383e+09	5.8394003e+09	1.7633044e+09
K14285	1.0797424e+08	86064402	2.0967598e+08	2.9848722e+08	2.1035286e+08	3.1909876e+08	6.3447864e+08	31853309	49867073	2.9032473e+08	45811179
K14543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14326	1.0919648e+10	1.2635015e+10	2.1851035e+10	2.7430954e+10	8.7812281e+09	1.8961776e+10	4.7944049e+10	7.2875514e+09	1.1431114e+10	2.2887593e+10	9.3822229e+09
K14327	1.688842e+09	1.2469933e+09	2.6046281e+09	2.2310477e+09	6.9013824e+09	1.8353674e+09	3.6342348e+09	5.8731718e+08	9.3017714e+08	2.1054325e+09	1.0766954e+09
K14328	1.4225423e+09	8.2122959e+08	1.51268e+09	3.7254205e+09	1.3780079e+09	1.4437156e+09	6.1502007e+09	2.7780751e+08	1.0445481e+09	1.5970825e+09	6.5519503e+08
K15542	1.3062804e+09	1.1077933e+09	2.2925915e+09	2.3262183e+09	4.1096129e+08	1.8652743e+09	4.4107542e+09	4.3915228e+08	1.2991667e+09	5.7788672e+08	1.3673567e+09
K15544	9303656.6	7207790.8	1.7148679e+08	72739555	48304260	41368296	85862350	63471230	3574463.6	9746564.1	20738226
K06965	11093941	7208744.5	78699306	27819381	46085235	37168236	97114129	14039918	12532763	28698681	9272489.5
K14376	9.947901e+08	7.2436621e+08	1.2304947e+09	8.0493196e+08	6.9842812e+08	9.2978739e+08	2.6107198e+09	5.4604582e+08	4.4392509e+08	1.8750586e+09	1.3784563e+09
K14408	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14406	49813155	1.1577413e+08	4.6006492e+08	77339574	1.9620675e+08	6.7061169e+08	1.4745579e+08	54075010	1.9568776e+08	87696210	73841257
K14407	2.8138726e+09	2.9155434e+08	7.6592507e+09	5.7038697e+08	2.1744476e+09	3.1522824e+09	1.0908948e+09	7.312734e+08	1.5263108e+08	4.5665889e+08	1.1478267e+08
K14404	3.1386692e+08	22080215	4.7440295e+08	4.6626772e+09	4.689685e+08	1.3039225e+09	3.3273404e+08	91267572	48181004	7.0546032e+08	32708983
K14405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14402	2.2706611e+08	76104235	2.0023099e+08	3.0619833e+08	52672683	1.9981813e+08	2.0045052e+08	12561840	57164376	2.036339e+08	1.3261254e+08
K14403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14400	1886043	50091317	2125412	1857.6034	1857.6034	912276.19	12713704	1857.6034	10374375	13014361	24763402
K14401	46938608	74243334	44936308	91523796	14067314	24613448	58789552	59157256	16668022	54277097	11906813
K14962	81397883	52446944	69129336	69239905	1.0360953e+08	1.4597953e+08	2.5153819e+08	33451644	8565371.5	1.6051023e+08	5138681.8
K14398	2.5675212e+08	2.6379608e+08	3.0581252e+08	4.5412785e+08	5.8127343e+08	1.218451e+09	2.2406565e+09	1.0538492e+08	1.8132898e+08	77042961	63614149
K14396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14397	5.7238431e+08	1.5294579e+09	1.031249e+10	4.7830538e+09	2.2698724e+09	6.3082649e+09	3.8350137e+09	1.8033463e+09	1.4146677e+09	7.4623544e+08	4.9011355e+08
K14416	2.3193431e+09	1.795228e+09	2.6070358e+09	4.6111261e+09	1.8172164e+09	3.6386536e+09	4.5680544e+09	1.3041812e+09	8.7054121e+08	3.6382171e+09	1.2099734e+09
K14411	2.1890027e+08	4.4824849e+08	1.2178468e+09	4.7458217e+08	5.666586e+08	2.8035461e+08	9.7144975e+08	2.6194777e+08	1.0899907e+08	1.1689262e+09	3.20689e+08
K14399	1.6577159e+09	5.7743849e+08	2.310421e+09	3.666143e+09	1.3001846e+09	2.3722547e+09	2.4980835e+09	1.0730307e+09	6.9261616e+08	3.4058858e+09	9.6469563e+08
K13917	2.4232666e+08	2.7402676e+08	7.0871386e+08	1.2423441e+09	3.092537e+08	4.9858377e+08	1.3405836e+09	2.4495744e+08	4.67411e+08	2.2660283e+08	2.1979148e+08
K00565	1.5903178e+09	1.2241252e+09	6.2334699e+09	9.2009296e+09	1.1551397e+09	2.423936e+09	4.3353675e+09	1.5252623e+09	1.4303372e+09	3.1937842e+09	1.9843346e+09
K06100	3.4483349e+09	2.8430175e+09	8.5752233e+09	5.8207901e+09	4.4694575e+09	3.7172564e+09	1.0124233e+10	2.1731066e+09	2.9030898e+09	4.0464759e+09	1.5520757e+09
K08873	4.7617492e+08	4.7431828e+08	2.1560351e+09	1.4961792e+09	8.0558896e+08	1.9847286e+09	2.0528371e+09	4.9247659e+08	2.436493e+08	2.2342633e+09	4.7205194e+08
K11125	2.0892067e+08	1.5388034e+08	1.5734223e+09	1.0063132e+09	2.9325834e+08	4.3018491e+08	2.9258392e+09	1.6975647e+08	3.085027e+08	6.8541318e+08	2.4063766e+08
K11124	5.2655707e+08	4.3410645e+08	1.4328219e+09	8.1096852e+08	2.8219974e+08	5.9189312e+08	6.8006957e+08	4.2778577e+08	99772018	6.9270076e+08	1.4152669e+08
K04382	6.7731184e+09	1.1076096e+10	1.3566895e+10	1.598262e+10	8.4231086e+09	2.0038709e+10	3.9182996e+10	5.1104665e+09	5.2958021e+09	1.7486843e+10	5.0646674e+09
K03456	2.2174482e+10	2.6446365e+10	5.8540017e+10	4.4811655e+10	2.7948436e+10	4.4698803e+10	9.2126563e+10	2.1020866e+10	1.5082358e+10	4.3500982e+10	1.8805767e+10
K04354	3.6881076e+09	4.2511351e+09	1.0627888e+10	5.496519e+09	3.2180134e+09	5.4073913e+09	2.0097037e+10	2.5717686e+09	2.5210661e+09	1.5357304e+10	5.4279751e+09
K11583	1.1247062e+08	54426368	3.0064021e+08	3.3973878e+08	98245642	5.8020286e+08	3.6366847e+08	75255627	51203842	51611251	18025450
K11584	5.1274815e+09	7.0986916e+09	1.5225208e+10	1.315198e+10	5.3598727e+09	1.1847314e+10	1.2740195e+10	3.3134153e+09	3.2134068e+09	6.2952045e+09	2.2737497e+09
K14549	9.8745308e+09	1.3959729e+10	3.4434711e+10	4.4973887e+10	9.3325939e+09	1.9119787e+10	3.9799274e+10	7.8187718e+09	8.0248368e+09	1.375486e+10	1.3910957e+10
K14548	9.3337725e+08	5.1268074e+08	1.3620398e+09	2.1387633e+09	7.6603067e+08	3.3368285e+09	2.2619814e+09	9.8313387e+08	3.2452709e+08	2.5261636e+09	2.7971554e+08
K14546	93057366	1.8438652e+08	6.0388573e+08	3.973515e+08	1.2797402e+08	58239286	2.3653737e+08	79539642	28652297	1.1200664e+08	38696298
K14545	52629294	20557922	18863931	71826909	9299882.9	33462660	98163243	5380545.8	97795310	9546539.1	30270968
K14544	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14538	59827583	60027219	1.5895301e+08	2.0108108e+08	1.3531698e+08	4.024797e+08	30383780	12878864	24502843	4.2036386e+08	60827862
K14539	1.7690507e+10	2.5820848e+10	4.1313456e+10	6.4005984e+09	2.2449742e+10	2.4156358e+10	1.1757357e+10	2.455435e+09	2.8144214e+09	3.7481407e+09	1.4595566e+10
K14537	2.3291448e+08	2.2483444e+08	1.0980684e+09	2.4974781e+09	1.2694882e+09	3.0027503e+09	4.1952368e+09	6.7359915e+08	7.4161948e+08	2.897373e+09	9.0211408e+08
K06943	3.3213946e+09	1.1563182e+08	1.5747539e+09	3.4175243e+09	9.1093776e+09	1.6326208e+10	2.6364489e+08	1.6386665e+08	47638675	4.8700547e+08	91381577
K14572	1857.6034	1291275.5	1857.6034	38957166	1857.6034	1857.6034	37549880	981365.56	49111626	1857.6034	1857.6034
K14573	1.4815688e+09	7.5120466e+08	1.7818875e+09	5.5600739e+09	1.8527034e+09	2.1596819e+09	4.8895868e+09	8.8064237e+08	6.2527232e+08	3.1045161e+09	6.9945659e+08
K14571	1.2169487e+09	1.8109625e+08	7.2937529e+08	4.3530169e+08	6.5741644e+08	4.9963904e+08	1.553568e+09	1.8067875e+08	4.7368846e+08	3.7426088e+08	2.3938637e+08
K14574	2.8537303e+09	1.3725732e+09	2.2957905e+09	7.935782e+09	2.9415969e+09	4.8532718e+09	3.0707262e+09	9.7179677e+08	1.3907833e+09	1.0350201e+10	1.5960359e+09
K14575	1.3555264e+08	2.3197043e+08	2.9728056e+08	5.4360344e+08	1.5891375e+08	8.1121065e+08	6.6656044e+08	65873598	1.3899898e+08	3.1094406e+08	59757516
K14570	3.0269973e+09	4.5148824e+08	4.8469673e+09	4.8954486e+09	1.8330781e+09	2.920188e+09	7.3100916e+09	5.5761244e+08	2.481098e+09	1.9476249e+09	1.4748037e+09
K14521	10628706	298272.21	1814658.5	34603710	6427484.7	10711752	31570492	1857.6034	118881.04	27394923	1454123.7
K14523	1.0154556e+09	62114583	1.6530185e+09	1.5652794e+09	8.2245395e+08	4.4465019e+08	1.6523602e+09	3.588738e+08	5.5589121e+08	9.8866297e+08	68465936
K14525	1.0864713e+09	7.7712661e+08	2.5652044e+09	2.4022572e+09	7.7770034e+08	1.994594e+09	3.8006027e+09	8.058954e+08	1.0591491e+09	2.2542943e+09	1.4898716e+09
K14561	7.3206032e+08	5.0997674e+08	2.1695642e+09	1.6143387e+09	1.775502e+09	6.8883448e+09	6.1848206e+08	6.5792128e+08	1.6972324e+08	1.6572274e+09	4.9585039e+08
K14560	7.0626472e+09	3.8076104e+09	1.3759773e+10	2.1045249e+10	7.3437182e+09	1.4719228e+10	2.0273188e+10	7.3571337e+09	3.7842934e+09	2.3936347e+10	3.3333195e+09
K14563	7.7452229e+09	5.2630534e+09	1.2330093e+10	1.8312837e+10	6.7553392e+09	1.6091956e+10	2.0661635e+10	6.8650966e+09	3.6605104e+09	1.1535082e+10	3.936284e+09
K14562	2.000928e+09	5.812064e+08	1.7999655e+09	1.231602e+09	1.5208405e+09	9.1156107e+08	1.4169716e+09	6.4156214e+08	8.0951227e+08	1.9615321e+09	8.1577643e+08
K14565	4.5123553e+09	5.7092812e+09	4.1446674e+10	4.6541633e+09	9.1662015e+09	6.562011e+10	2.0595028e+10	6.3404717e+09	9.8552861e+08	8.27402e+09	2.6172762e+09
K14564	4.5349966e+09	2.2247464e+09	1.0272909e+10	1.249865e+10	4.1609242e+09	4.3004484e+09	1.1345311e+10	3.769888e+09	3.2858072e+09	1.1988844e+10	2.2750748e+09
K14567	2741763.4	7668409.8	1857.6034	21610380	55628443	833874.72	43515574	15596917	15117598	27832059	2656766.3
K14569	1164905.2	1937669.5	1740126.9	5260509.5	4763138.8	2589408.4	20805781	1857.6034	437044.65	4480353.5	526889.58
K14568	1.2917908e+08	5.2404702e+08	1.7552275e+08	75344619	56884877	69208850	4.8719759e+08	30591334	1.0650881e+09	1.0247088e+08	66670888
K11108	3.371986e+08	7.2902004e+08	3.3566734e+08	4.0257396e+08	3.6207892e+08	9.4136098e+08	1.1894409e+09	4.1461598e+08	2.1297762e+08	7.0637802e+09	92043796
K14558	25431284	85555158	1.1229388e+08	7.8647016e+08	54461246	1.94136e+08	80525072	4520912.5	9995227.6	2.8602922e+08	1.7047564e+08
K14559	1.0250894e+09	6.6267909e+08	3.7291105e+09	1.4086547e+09	1.6101746e+09	3.7923964e+09	4.604397e+09	9.7861328e+08	7.0541499e+08	9.8733559e+08	5.0654006e+08
K14554	1.6773874e+09	2.9763394e+08	3.5188072e+09	2.648904e+09	8.5044169e+08	3.1698584e+09	4.6265527e+08	1.5987478e+08	26669783	1.4925131e+09	5.049197e+08
K14555	9.9314982e+08	1.6485945e+09	3.2474619e+09	2.9506745e+09	1.1493659e+09	1.9927348e+09	3.8954584e+09	2.1793534e+09	1.0704649e+09	5.2563256e+09	1.0853716e+09
K14556	9374833	75863221	14513323	48408073	523927.57	15521785	25441905	1943132.7	23402157	14652755	5640031.6
K14557	1.5865429e+08	1.9978335e+08	3.5150542e+08	7.6330306e+08	4.6447888e+08	1.560855e+08	2.1935703e+08	4.2484851e+08	196770.05	6.3542857e+08	7.6373934e+08
K14550	1857.6034	4571705.6	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034
K14552	1857.6034	54015538	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034	1857.6034
K14553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14566	28681.107	1857.6034	30442164	1857.6034	4932204.2	4665509.8	9904233.8	1857.6034	1857.6034	6593610.8	1857.6034
K13288	3055901.1	1.7554368e+08	26968738	13108302	2494035.7	7081931.5	43672566	5132829.8	2268420.9	16943033	706590.33
K03115	3.1955854e+09	5.1799876e+09	6.4655831e+09	5.7322933e+09	3.9430032e+09	8.2641892e+09	1.1183079e+10	4.726168e+09	2.1550901e+09	5.1054071e+09	3.1808521e+09
K03097	1.1989068e+10	1.2423308e+10	3.3303494e+10	2.0572595e+10	1.395161e+10	2.7423673e+10	3.8815498e+10	9.0605997e+09	7.7312655e+09	2.6461296e+10	1.0022777e+10
K14547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14551	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11131	9.0302722e+09	4.4296154e+09	1.1794728e+10	1.5366702e+10	6.6006662e+09	8.147617e+09	1.6465473e+10	7.779609e+09	4.893752e+09	3.1615258e+10	6.8340967e+09
K11129	2.2540976e+09	2.5826472e+09	1.6491324e+09	4.7681535e+09	2.2124528e+09	2.5264477e+09	9.9007856e+09	2.6962096e+09	2.0089174e+09	7.3955497e+09	1.8207089e+09
K11128	3.229649e+09	2.6498534e+09	7.9357629e+09	7.9330799e+09	2.9503995e+09	4.6836427e+09	1.0085948e+10	3.2570229e+09	2.113396e+09	1.6602718e+10	2.8810914e+09
K11130	9.1020403e+08	6.4954662e+08	9.2244442e+08	9.434016e+08	9.7366528e+08	4.4537844e+08	2.2150605e+09	5.5257141e+08	6.7993549e+08	2.9088348e+09	7.4195738e+08
K03685	1.4056616e+08	73237548	1.7222374e+08	1.8085404e+08	58223518	1.1206104e+08	4.3112403e+08	14479208	2.3351585e+08	1.0194412e+08	28044681
K12618	8.6802536e+08	1.3033381e+09	1.6111802e+09	1.4912164e+09	1.0626795e+09	4.2477791e+09	3.9429014e+09	2.8541917e+08	2.9766247e+08	1.874708e+09	6.9158899e+08
K12619	5.2619296e+09	5.0086111e+09	1.0984642e+10	1.6756753e+10	9.7930921e+09	1.1864964e+10	1.1817862e+10	3.8965474e+09	2.3056786e+09	1.1184616e+10	5.1080603e+09
K11883	1.7499673e+09	5.4276122e+08	1.667898e+09	2.1706089e+09	1.2295733e+09	5.8922744e+08	4.4199051e+09	6.9348862e+08	3.7138845e+09	6.5115838e+08	5.9943512e+08
K14536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07178	1.0393469e+09	2.0134945e+08	5.3446973e+08	9.416638e+08	4.8567774e+08	2.5993924e+08	3.3916634e+09	5.0595334e+08	1.5951233e+09	3.4202664e+08	4.7286646e+08
K07179	2.6195273e+08	2.4121912e+08	1.1282095e+09	9.273435e+08	4.503386e+08	1.1375959e+09	1.9411067e+09	2.3715011e+08	1.7104859e+09	6.8918922e+08	2.4686864e+08
K13179	9.1786516e+09	4.4046759e+09	1.9442537e+10	1.5784527e+10	6.1326414e+09	7.2130022e+09	2.1901593e+10	6.3068616e+09	4.8860817e+09	1.4010102e+10	5.3039304e+09
K11294	9.2547137e+10	8.5666328e+10	1.9443786e+11	1.3048616e+11	6.4897637e+10	7.040509e+10	1.9699689e+11	8.3285847e+10	5.6158394e+10	1.6447847e+11	6.8372022e+10
K11135	5.872071e+08	2.4712421e+08	1.3172729e+09	7.4185443e+08	1.2034871e+09	3.6566842e+08	1.4281362e+09	97904180	9.0125979e+08	6.6867324e+08	2.204695e+08
K11806	2.6754779e+09	1.0465322e+09	3.5267118e+09	2.7013422e+09	1.4028122e+09	1.1316947e+09	5.2493949e+09	1.5422356e+09	1.8196453e+09	2.0030313e+09	2.0852364e+09
K14191	2.2395271e+09	2.2747042e+09	3.795181e+09	5.6680259e+09	1.9776123e+09	2.280905e+09	5.2320961e+09	1.443254e+09	2.0178564e+09	2.2286529e+09	2.9296914e+09
K11884	1.938513e+09	6.0727842e+08	1.6485867e+09	1.9491937e+09	1.6506167e+09	1.1985037e+09	1.1373262e+09	1.5714287e+09	3.8811921e+08	1.3722729e+09	1.0280848e+09
K13181	6.2923303e+09	1.8352946e+09	1.1050402e+10	8.4047825e+09	4.2552061e+09	5.194664e+09	9.9510412e+09	6.4223334e+09	2.7182405e+09	6.5074038e+09	2.379331e+09
K12598	9.1017641e+09	6.8463821e+09	1.8174251e+10	1.4014644e+10	8.5830709e+09	9.410715e+09	2.415773e+10	4.4654773e+09	7.1511121e+09	1.0155654e+10	3.9953762e+09
K09506	6.8189629e+08	1.2224975e+08	4.9839321e+08	2.7429207e+08	1.0559268e+08	4.3432721e+08	5.469565e+08	17842820	2.2809622e+08	2.5763944e+08	1.8593299e+08
K14817	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02427	6.4061697e+08	2.2706399e+08	1.0286732e+09	6.0846587e+08	7.3240568e+08	9.31007e+08	2.179842e+09	2.1048862e+08	7.1495872e+08	4.2807471e+08	4.6634061e+08
K08300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13963	2.2199965e+10	5.7908426e+08	1.0923585e+10	1.5463265e+10	1.4543741e+10	3.1750814e+10	1.2748929e+10	1.3724729e+10	1.3735279e+10	2.4674049e+10	6.7624077e+09
K03283	3.8712064e+11	1.7823925e+11	6.5571335e+11	6.9780074e+11	3.3992708e+11	4.5059995e+11	1.4721804e+12	2.677018e+11	1.8634138e+11	4.0299033e+11	1.6389405e+11
K09485	3.6196553e+10	1.8588312e+10	7.640471e+10	9.4651732e+10	3.0444761e+10	5.766341e+10	9.8316035e+10	3.0822779e+10	2.0875408e+10	1.9269952e+10	1.1834884e+10
K09486	2.0830118e+10	1.5108089e+10	4.6588356e+10	8.5547306e+10	1.413185e+10	5.528919e+10	4.7370583e+10	6.2378265e+10	1.3850651e+10	7.7517718e+10	1.2649861e+10
K03695	3.6248078e+09	3.1705956e+09	3.7132574e+09	8.0192133e+09	3.2143036e+09	3.801247e+09	6.0479662e+09	1.2521702e+09	1.9813455e+09	7.9595297e+09	1.1558698e+09
K03544	4.4311969e+09	1.5291182e+09	9.4816621e+09	8.2658735e+09	2.9650825e+09	3.4264887e+09	5.2558924e+09	2.7202305e+09	1.5654714e+09	8.4317537e+09	8.8028778e+08
K04079	4.5255267e+11	3.8235455e+11	9.4800503e+11	9.8770024e+11	3.989749e+11	5.3989957e+11	9.783416e+11	3.8624565e+11	3.705926e+11	5.8082276e+11	2.6762341e+11
K09487	9.1598852e+10	4.3303089e+10	1.7848261e+11	9.9010422e+10	8.5764335e+10	1.9289394e+11	1.705271e+11	1.1725123e+11	4.1234141e+10	2.643044e+11	5.0318636e+10
K09488	2.409468e+10	6.8682966e+09	2.4840869e+10	5.3068871e+10	1.624186e+10	1.0569334e+10	4.7183456e+10	1.0828011e+10	1.4949765e+10	7.8252332e+10	1.6152083e+10
K09489	4.6589717e+10	3.6536114e+10	1.1615127e+11	5.4198738e+10	3.8832604e+10	7.9489871e+10	1.1602099e+11	4.0741977e+10	3.3977631e+10	5.7100058e+10	4.1596005e+10
K09490	1.3287984e+11	4.7488203e+10	2.0560481e+11	1.6044555e+11	7.05549e+10	2.0945623e+11	2.0290361e+11	1.6082519e+11	4.8514375e+10	2.2197011e+11	8.6104352e+10
K09491	5.2805887e+08	3.5134562e+08	1.9004246e+09	9.1826052e+08	3.3783513e+08	8.3380056e+08	5.6180946e+08	4.9864925e+08	55361185	9.5664075e+08	4.4815295e+08
K04043	1.0887617e+11	3.9796653e+10	8.7379382e+10	1.1498483e+11	7.4416704e+10	1.0934955e+11	1.3051787e+11	7.6026554e+10	4.0114746e+10	1.8113646e+11	6.3499868e+10
K09493	5.1140596e+10	5.0731566e+10	1.3577912e+11	5.8380512e+10	3.4956602e+10	7.3750542e+10	1.9884103e+11	3.6262906e+10	4.891185e+10	5.7400211e+10	2.6547358e+10
K09494	4.5915495e+10	5.287289e+10	9.9401673e+10	1.0225957e+11	4.1596988e+10	6.9145872e+10	1.3384432e+11	3.3082178e+10	3.6004181e+10	4.5520944e+10	2.3494154e+10
K09495	4.5188249e+10	4.9975355e+10	1.2185933e+11	7.7972627e+10	3.9100005e+10	8.1632324e+10	1.9923537e+11	3.7013083e+10	4.1464601e+10	5.9963363e+10	2.4209162e+10
K09496	4.4863821e+10	4.0149231e+10	1.0230142e+11	7.6803129e+10	3.4355306e+10	5.4896751e+10	1.2474819e+11	2.8184913e+10	2.916752e+10	3.6028509e+10	2.2120556e+10
K09497	5.0428214e+10	4.3772207e+10	1.2183865e+11	8.0562263e+10	3.7247779e+10	6.5255918e+10	1.5436191e+11	3.5387922e+10	3.8632571e+10	4.7256782e+10	2.4513605e+10
K09498	4.9336889e+10	5.2686717e+10	1.4339846e+11	6.3080911e+10	3.6876666e+10	6.0412729e+10	1.8727903e+11	3.5981946e+10	3.8839879e+10	6.1314674e+10	1.9647238e+10
K09499	3.7223323e+10	3.7868226e+10	8.0576389e+10	5.382199e+10	2.6152121e+10	5.1994681e+10	1.1390859e+11	2.6120961e+10	3.0576802e+10	4.1219546e+10	1.8095507e+10
K09500	5.6663222e+10	4.7723538e+10	1.5627668e+11	7.4174178e+10	3.9432037e+10	6.6139419e+10	1.7554053e+11	3.6783138e+10	4.4895262e+10	5.2872133e+10	2.384979e+10
K04077	1.4160142e+11	1.2242108e+11	2.8983692e+11	2.6235349e+11	1.0809221e+11	1.2743322e+11	3.1138877e+11	2.3073763e+11	5.5031744e+10	5.1115586e+11	1.3070683e+11
K09501	4.8384323e+10	2.4115246e+09	1.4179262e+11	1.0598795e+11	2.0850829e+10	4.9930886e+09	4.4774154e+10	2.3388802e+10	9.7358646e+09	1.3531039e+09	1.6525776e+10
K09502	1.2758792e+10	7.0836527e+09	2.9781269e+10	2.0392483e+10	1.5958076e+10	9.9998825e+09	2.3295725e+10	5.9395241e+09	7.1531897e+09	9.46924e+09	3.304375e+09
K09503	7.3743991e+09	6.2838059e+09	2.0608077e+10	1.3092538e+10	6.3112945e+09	6.7294757e+09	2.0241698e+10	3.9266961e+09	3.495136e+09	9.7072531e+09	3.0394575e+09
K09504	6.9401587e+09	2.7920482e+09	5.2339651e+09	8.9236858e+09	3.4063429e+09	4.595907e+09	1.0143861e+10	2.1854388e+09	3.0771226e+09	1.0610299e+10	1.7848678e+09
K09505	46017112	2.2204154e+08	1.0888664e+09	4.2624354e+08	1.5130534e+08	22838338	1.6833299e+08	12760566	3.1117351e+08	1.3671302e+08	2.2579304e+08
K09507	6.8994962e+09	8.4587998e+09	1.4597558e+10	1.5272566e+10	5.9477121e+09	7.7618382e+09	1.3232327e+10	5.8994546e+09	3.7933215e+09	4.258941e+09	5.1548879e+09
