Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Immune System	-Signal Transduction	2.168	2.292	2.02	1.672	1.947	2.643	2.492	4.783	2.059	2.782	2.444
-Endocrine System	-Signal Transduction	1.172	1.375	1.957	0.9457	1.448	1.464	1.203	2.638	0.7521	0.9328	1.174
-Circulatory System	-Signal Transduction	1.389	0.8381	1.746	0.8358	1.917	1.574	0.8444	0.8632	0.6015	0.9043	0.7791
-Digestive System	-Signal Transduction	1.019	0.3933	0.7051	1.004	1.289	0.6982	0.4543	2.647	0.4736	0.9407	0.5804
-Excretory System	-Signal Transduction	0.5909	1.276	0.7949	0.5878	0.556	0.8083	0.6046	1.368	0.4727	0.8355	0.5548
-Nervous System	-Signal Transduction	1.01	1.794	1.125	0.6912	1.104	0.943	1.598	1.281	1.103	1.005	1.102
-Sensory System	-Signal Transduction	0.1499	0.2439	0.1984	0.1623	0.2384	0.3176	0.1566	0.1809	0.06251	0.0838	0.1392
-Development	-Signal Transduction	0.228	0.5807	0.3275	0.1841	0.3312	0.3934	0.1591	0.2955	0.1083	0.1488	0.2542
-Environmental Adaptation	-Signal Transduction	0.324	0.3843	0.3364	0.121	0.3196	0.2642	0.5472	0.6972	0.2803	0.4919	0.2787
Human Diseases	-Signal Transduction	18.77	17.78	16.97	18.39	16.86	13.52	15.48	25.72	14.67	22.14	19.57
-Cancers	-Signal Transduction	2.252	2.446	2.756	2.099	1.783	1.656	2.224	2.697	2.847	1.982	2.436
-Immune System Diseases	-Signal Transduction	6.68	8.625	5.681	6.632	5.469	4.112	4.901	7.967	5.416	5.509	8.752
-Neurodegenerative Diseases	-Signal Transduction	5.968	4.539	4.575	5.832	6.059	4.442	5.55	10.06	3.856	12.34	6.592
-Cardiovascular Diseases	-Signal Transduction	1.029	0.4776	0.7562	0.6329	1.054	1.591	0.3749	0.7386	0.3176	0.6336	0.701
-Metabolic Diseases	-Signal Transduction	0.81	0.6378	0.7035	0.5276	0.9294	0.5589	0.7875	1.371	0.3342	1.224	1.055
-Infectious Diseases	-Signal Transduction	3.047	3.439	4.198	3.256	3.045	3.424	2.658	4.557	2.337	4.419	3.877
Not Mapped	-Signal Transduction	49.66	32.02	52.05	46.97	52.72	39.02	39.39	59.56	32.35	54.12	44.59
-Not Mapped	-Signal Transduction	49.66	32.02	52.05	46.97	52.72	39.02	39.39	59.56	32.35	54.12	44.59
TOTAL	-Signaling Molecules and Interaction	60.86	74.64	47.7	58.45	52.18	34.65	100.1	54.75	70.45	67.3	63.31
MAPPED	-Signaling Molecules and Interaction	48.85	61.28	37.89	46.8	41.02	27.36	80.4	44.22	56.52	52.96	50.17
Genetic Information Processing	-Signaling Molecules and Interaction	25.31	29.69	18.86	23.96	18.49	11	43.51	20.04	30.61	22.88	25.95
-Transcription	-Signaling Molecules and Interaction	2.347	3.002	1.575	1.977	1.639	0.7983	4.082	1.33	2.771	1.94	1.898
-Translation	-Signaling Molecules and Interaction	12.53	10.8	9.144	11.58	9.322	5.116	21.5	9.277	14.84	10.37	12.68
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	5.259	6.279	4.438	5.15	3.683	2.887	9.668	5.493	7.002	5.117	5.675
-DNA Maintenance	-Signaling Molecules and Interaction	4.787	8.551	3.392	4.765	3.683	2.288	7.603	4.223	5.638	5.452	5.699
-RNA Family	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	1.459	1.6	1.438	1.718	1.42	1.361	1.646	1.387	1.578	1.594	1.512
-Signal Transduction	-Signaling Molecules and Interaction	0.4589	0.5995	0.4378	0.7183	0.4202	0.3611	0.646	0.3874	0.5782	0.5943	0.5117
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	5.585	7.465	4.957	5.047	5.421	4.289	7.816	4.151	5.208	4.113	3.996
-Hemoglobin	-Signaling Molecules and Interaction	0.0002254	0.0004459	0.0003303	0.0001983	0.0001501	5.191e-05	0.0002192	0.000228	0.00909	2.695e-05	0.0006056
-Vesicular Transport	-Signaling Molecules and Interaction	0.7974	1.088	0.6695	0.7169	0.7308	0.6612	1.313	0.9495	0.8394	0.9497	0.721
-Cytoskeleton	-Signaling Molecules and Interaction	3.59	5.391	3.076	3.277	3.616	2.791	4.37	2.324	3.065	2.296	2.386
-Cell Motility	-Signaling Molecules and Interaction	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	0.8129	1.13	0.8066	0.783	0.7343	0.4905	1.511	0.5129	1.064	0.6144	0.7491
-Cell Communication	-Signaling Molecules and Interaction	0.2825	0.3482	0.3621	0.2731	0.4364	0.3081	0.3532	0.2295	0.3035	0.2119	0.2761
Metabolism	-Signaling Molecules and Interaction	9.638	12.77	7.662	10.12	10.33	6.042	17.41	12.27	11.53	15.82	11.58
-Membrane Transport	-Signaling Molecules and Interaction	0.2217	0.2389	0.132	0.1909	0.1442	0.1157	0.301	0.1902	0.2363	0.2284	0.1753
-Central Carbon Metabolism	-Signaling Molecules and Interaction	1.88	2.343	1.551	1.889	1.937	1.335	2.989	2.003	2.135	2.532	2.172
-Energy Metabolism	-Signaling Molecules and Interaction	0.8922	1.057	0.6691	0.8403	0.8404	0.5673	1.343	0.8212	0.8824	1.371	0.9731
-Biosynthesis	-Signaling Molecules and Interaction	2.369	3.305	1.978	2.55	2.975	1.509	4.163	3.503	2.93	4.375	3.235
-Other Enzymes	-Signaling Molecules and Interaction	5.233	6.817	4.155	5.542	5.537	3.22	9.472	6.886	6.147	7.536	6.278
Organismal Systems	-Signaling Molecules and Interaction	1.874	3.124	1.845	1.918	1.897	1.661	3.057	2.171	2.108	1.807	1.976
-Immune System	-Signaling Molecules and Interaction	0.6364	1.101	0.6105	0.7471	0.5276	0.5724	0.9879	0.7327	1.008	0.6867	0.7244
-Endocrine System	-Signaling Molecules and Interaction	0.2588	0.5268	0.3358	0.305	0.2872	0.2863	0.6107	0.4482	0.2919	0.2552	0.3689
-Circulatory System	-Signaling Molecules and Interaction	0.3176	0.3647	0.2921	0.2107	0.3776	0.2497	0.4465	0.1883	0.3029	0.3071	0.2882
-Digestive System	-Signaling Molecules and Interaction	0.2354	0.1606	0.1663	0.2657	0.2718	0.1469	0.2616	0.4993	0.2121	0.2938	0.1783
-Excretory System	-Signaling Molecules and Interaction	0.1885	0.6427	0.1883	0.1932	0.1605	0.1737	0.3268	0.3013	0.2198	0.2877	0.1944
-Nervous System	-Signaling Molecules and Interaction	0.3695	0.7413	0.4144	0.3993	0.4104	0.3405	0.7217	0.3181	0.526	0.3542	0.4133
-Sensory System	-Signaling Molecules and Interaction	0.02919	0.09239	0.03634	0.03657	0.03483	0.05307	0.06506	0.02834	0.0244	0.02617	0.03145
-Development	-Signaling Molecules and Interaction	0.0628	0.2602	0.05796	0.06659	0.07774	0.06642	0.1009	0.06239	0.04789	0.04482	0.07264
-Environmental Adaptation	-Signaling Molecules and Interaction	0.0975	0.1847	0.1118	0.06482	0.08786	0.07206	0.2164	0.1315	0.1372	0.1536	0.102
Human Diseases	-Signaling Molecules and Interaction	5.28	7.125	3.676	5.221	4.506	3.117	6.749	4.901	5.613	6.914	6.314
-Cancers	-Signaling Molecules and Interaction	0.6894	0.9374	0.5787	0.7723	0.4662	0.36	1.112	0.6393	1.105	0.6199	0.6669
-Immune System Diseases	-Signaling Molecules and Interaction	2.304	4.622	1.475	2.257	1.848	1.015	3.09	2.318	2.727	2.459	3.407
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	1.515	2.181	1.157	1.527	1.352	0.9576	2.49	1.875	1.981	2.492	1.927
-Cardiovascular Diseases	-Signaling Molecules and Interaction	0.3129	0.2741	0.2522	0.1764	0.2338	0.3225	0.2465	0.1284	0.1721	0.1607	0.2402
-Metabolic Diseases	-Signaling Molecules and Interaction	0.2279	0.272	0.2627	0.2185	0.3366	0.2001	0.3717	0.3001	0.135	0.3502	0.2804
-Infectious Diseases	-Signaling Molecules and Interaction	1.092	2.008	1.024	1.183	0.9575	0.7466	1.717	1.208	1.286	1.304	1.419
Not Mapped	-Signaling Molecules and Interaction	12.01	13.35	9.818	11.65	11.16	7.295	19.74	10.52	13.94	14.34	13.13
-Not Mapped	-Signaling Molecules and Interaction	12.01	13.35	9.818	11.65	11.16	7.295	19.74	10.52	13.94	14.34	13.13
TOTAL	Cellular Processes	11.55	10.09	10.29	12.31	10.21	8.407	13.96	14.5	14.58	16.98	16.54
MAPPED	Cellular Processes	9.268	8.282	8.172	9.857	8.025	6.637	11.21	11.71	11.7	13.36	13.11
Genetic Information Processing	Cellular Processes	4.636	3.978	3.949	4.986	3.509	2.681	5.954	5.348	6.253	6.011	6.964
-Transcription	Cellular Processes	0.4451	0.4022	0.3327	0.4136	0.3147	0.1936	0.5758	0.3603	0.5575	0.5335	0.5178
-Translation	Cellular Processes	2.357	1.446	1.953	2.424	1.811	1.254	2.976	2.409	3.008	2.588	3.24
-Folding, Sorting and Degradation	Cellular Processes	0.9925	0.8542	0.968	1.142	0.7532	0.7198	1.425	1.473	1.517	1.381	1.571
-DNA Maintenance	Cellular Processes	0.9981	1.288	0.7765	1.082	0.7442	0.5335	1.154	1.202	1.228	1.528	1.69
-RNA Family	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0.3698	0.2809	0.3843	0.4476	0.3461	0.3755	0.287	0.4016	0.4099	0.4581	0.497
-Signal Transduction	Cellular Processes	0.1095	0.1169	0.1269	0.2004	0.09376	0.1208	0.1238	0.09816	0.1728	0.1563	0.1406
-Signaling Molecules and Interaction	Cellular Processes	0.2603	0.1827	0.282	0.2837	0.2523	0.2759	0.1977	0.3246	0.2775	0.3296	0.3577
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	4.561e-05	7.51e-05	7.125e-05	4.339e-05	2.979e-05	1.283e-05	3.596e-05	6.149e-05	0.002044	7.629e-06	0.000163
-Vesicular Transport	Cellular Processes	0.1626	0.1654	0.1595	0.158	0.1388	0.1735	0.2145	0.2764	0.1903	0.2688	0.1993
-Cytoskeleton	Cellular Processes	0.7454	0.7628	0.7243	0.7334	0.7476	0.7409	0.6862	0.645	0.6868	0.6249	0.6937
-Cell Motility	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.1527	0.1514	0.1652	0.1608	0.142	0.1156	0.207	0.1404	0.2106	0.1718	0.2011
-Cell Communication	Cellular Processes	0.06191	0.05389	0.08477	0.06041	0.09074	0.08194	0.05586	0.06545	0.07344	0.05506	0.07113
Metabolism	Cellular Processes	2.092	1.796	1.817	2.235	2.157	1.546	2.672	3.375	2.582	4.056	3.16
-Membrane Transport	Cellular Processes	0.04184	0.03334	0.02856	0.03864	0.02705	0.02792	0.0439	0.04939	0.04797	0.06708	0.04843
-Central Carbon Metabolism	Cellular Processes	0.3801	0.38	0.3433	0.4238	0.3768	0.33	0.4408	0.4958	0.4511	0.6652	0.6018
-Energy Metabolism	Cellular Processes	0.186	0.1539	0.1491	0.1914	0.1754	0.154	0.2294	0.2411	0.2363	0.379	0.2786
-Biosynthesis	Cellular Processes	0.5215	0.4612	0.4527	0.5663	0.5582	0.3946	0.6927	0.9448	0.6343	1.125	0.8855
-Other Enzymes	Cellular Processes	1.143	0.9515	0.923	1.189	1.156	0.8653	1.401	1.884	1.423	2.057	1.597
Organismal Systems	Cellular Processes	0.4123	0.4857	0.4376	0.4165	0.4114	0.4508	0.4926	0.6373	0.4645	0.5046	0.5535
-Immune System	Cellular Processes	0.1583	0.19	0.1522	0.2001	0.1203	0.1476	0.1697	0.221	0.2413	0.185	0.2257
-Endocrine System	Cellular Processes	0.05378	0.07352	0.07964	0.06358	0.05996	0.06674	0.09841	0.1506	0.06541	0.06689	0.09447
-Circulatory System	Cellular Processes	0.05939	0.05545	0.06451	0.04395	0.07138	0.06294	0.05636	0.0499	0.05576	0.07622	0.07286
-Digestive System	Cellular Processes	0.04791	0.02465	0.03833	0.05288	0.05376	0.03554	0.03697	0.1331	0.04553	0.07494	0.0482
-Excretory System	Cellular Processes	0.03542	0.08609	0.04738	0.04181	0.03616	0.04229	0.04641	0.08846	0.04324	0.07953	0.05107
-Nervous System	Cellular Processes	0.09621	0.1115	0.115	0.1081	0.1028	0.09934	0.1427	0.09992	0.146	0.1098	0.1341
-Sensory System	Cellular Processes	0.006519	0.01399	0.008711	0.008353	0.007525	0.01411	0.01118	0.007993	0.005874	0.0066	0.008278
-Development	Cellular Processes	0.01386	0.03633	0.01393	0.01575	0.01623	0.01794	0.01386	0.01779	0.01153	0.01338	0.01995
-Environmental Adaptation	Cellular Processes	0.02457	0.02848	0.02813	0.01677	0.02079	0.01966	0.03718	0.03506	0.03286	0.03795	0.02586
Human Diseases	Cellular Processes	1.02	1.166	0.8136	1.132	0.8697	0.7336	1.085	1.434	1.249	1.726	1.749
-Cancers	Cellular Processes	0.1559	0.1399	0.1335	0.1903	0.1066	0.08666	0.1761	0.2023	0.266	0.1887	0.2237
-Immune System Diseases	Cellular Processes	0.4906	0.6496	0.3546	0.5338	0.3767	0.2718	0.4657	0.591	0.5699	0.6837	0.8055
-Neurodegenerative Diseases	Cellular Processes	0.3433	0.3073	0.2775	0.3511	0.2677	0.2301	0.369	0.487	0.4698	0.7541	0.5519
-Cardiovascular Diseases	Cellular Processes	0.05633	0.03672	0.05088	0.04009	0.04387	0.07519	0.03309	0.03946	0.03599	0.04889	0.05678
-Metabolic Diseases	Cellular Processes	0.0464	0.03789	0.0574	0.04544	0.06711	0.05413	0.05253	0.08813	0.03005	0.0968	0.07767
-Infectious Diseases	Cellular Processes	0.1979	0.2581	0.2033	0.2486	0.1821	0.1792	0.2214	0.3	0.2468	0.3171	0.3418
Not Mapped	Cellular Processes	2.279	1.805	2.118	2.454	2.183	1.77	2.753	2.788	2.885	3.619	3.431
-Not Mapped	Cellular Processes	2.279	1.805	2.118	2.454	2.183	1.77	2.753	2.788	2.885	3.619	3.431
TOTAL	-Hemoglobin	499100	192900	144400	1.656e+11	630300	967700	2.243e+11	240200	10500	1.848e+11	104500
MAPPED	-Hemoglobin	400600	158400	114700	1.326e+11	495500	764000	1.801e+11	194000	8419	1.454e+11	82850
Genetic Information Processing	-Hemoglobin	206300	75380	56500	6.777e+10	223300	311100	9.696e+10	89160	4500	6.515e+10	43660
-Transcription	-Hemoglobin	19410	7876	4822	5.713e+09	20280	23640	9.353e+09	6019	412.8	5.924e+09	3194
-Translation	-Hemoglobin	102300	27640	27500	3.26e+10	111800	144500	4.799e+10	40030	2199	2.861e+10	20730
-Folding, Sorting and Degradation	-Hemoglobin	43130	16230	13800	1.51e+10	45930	81930	2.194e+10	25010	1052	1.494e+10	9823
-DNA Maintenance	-Hemoglobin	42430	24850	11220	1.495e+10	46420	63900	1.851e+10	20160	884	1.59e+10	10730
-RNA Family	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Hemoglobin	17100	5759	5655	6.112e+09	21910	48260	5.478e+09	7623	327.3	5.997e+09	3133
-Signal Transduction	-Hemoglobin	5380	2236	1813	2.465e+09	6483	13980	2.016e+09	1855	124.3	2.046e+09	1060
-Signaling Molecules and Interaction	-Hemoglobin	11720	3762	3933	3.646e+09	15430	35770	3.642e+09	5768	207.4	3.971e+09	2072
Cellular Processes	-Hemoglobin	45800	20430	15790	1.43e+10	64450	123900	1.754e+10	18900	775.9	1.137e+10	6915
-Hemoglobin	-Hemoglobin	1	1	1	1	1	1	1	1	1	1	1
-Vesicular Transport	-Hemoglobin	7392	3494	2313	2.259e+09	8990	20070	3.67e+09	5205	140	3.095e+09	1277
-Cytoskeleton	-Hemoglobin	32550	14650	10310	1.007e+10	46790	86640	1.102e+10	10810	493.8	7.05e+09	4377
-Cell Motility	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Hemoglobin	6666	2921	2585	2.218e+09	8870	13700	3.384e+09	2396	158.5	1.835e+09	1310
-Cell Communication	-Hemoglobin	2594	960.7	1207	7.896e+08	5603	9381	8.755e+08	1073	50.19	5.589e+08	455.9
Metabolism	-Hemoglobin	86580	34990	25100	2.925e+10	126600	177800	4.146e+10	56610	1906	4.504e+10	19910
-Membrane Transport	-Hemoglobin	1916	659.2	428.6	5.28e+08	1728	3235	7.687e+08	833.4	37.22	7.448e+08	309.8
-Central Carbon Metabolism	-Hemoglobin	14020	5728	5042	4.935e+09	21100	32970	6.662e+09	8405	284	7.46e+09	3928
-Energy Metabolism	-Hemoglobin	6926	3043	2240	2.358e+09	8892	14240	3.735e+09	4088	170.1	4.141e+09	1785
-Biosynthesis	-Hemoglobin	22540	9102	6697	7.043e+09	33820	47590	1.113e+10	15760	467.7	1.202e+10	5499
-Other Enzymes	-Hemoglobin	49390	18810	14080	1.586e+10	71370	99060	2.245e+10	32830	1049	2.291e+10	10970
Organismal Systems	-Hemoglobin	17820	9602	6150	5.955e+09	25400	51610	7.916e+09	10810	344	5.44e+09	3613
-Immune System	-Hemoglobin	7106	3784	2189	2.782e+09	7701	17210	2.805e+09	3707	177.9	2.01e+09	1433
-Endocrine System	-Hemoglobin	2325	1453	1118	8.642e+08	3340	7640	1.363e+09	2514	48.28	6.973e+08	611.4
-Circulatory System	-Hemoglobin	2571	965.6	982.1	5.227e+08	4478	6889	8.695e+08	874.2	43.19	8.43e+08	536.7
-Digestive System	-Hemoglobin	2184	471.5	537.9	8.155e+08	3441	4463	6.485e+08	2308	35.33	9.17e+08	313.8
-Excretory System	-Hemoglobin	1546	1427	643.4	5.331e+08	1916	3802	6.616e+08	1500	29.93	5.721e+08	322.2
-Nervous System	-Hemoglobin	3931	2046	1587	1.421e+09	6032	11370	2.123e+09	1669	94.06	1.219e+09	791.6
-Sensory System	-Hemoglobin	266.9	262.9	115.5	1.048e+08	440.2	1595	1.574e+08	131	3.982	68520000	51.94
-Development	-Hemoglobin	597.4	702	227.9	1.739e+08	1002	2140	2.261e+08	346.5	9.442	1.462e+08	150.5
-Environmental Adaptation	-Hemoglobin	1096	551.1	416.1	2.364e+08	1340	2437	6.145e+08	608.1	24.23	4.217e+08	168.4
Human Diseases	-Hemoglobin	43370	19170	12310	1.352e+10	52790	85700	1.668e+10	24400	799	1.898e+10	11050
-Cancers	-Hemoglobin	5610	2322	2035	2.229e+09	5404	7714	2.557e+09	3290	163.3	1.567e+09	1263
-Immune System Diseases	-Hemoglobin	13340	10960	5645	4.661e+09	14730	25440	4.469e+09	11690	331.3	5.089e+09	5677
-Neurodegenerative Diseases	-Hemoglobin	14480	5929	3953	4.753e+09	17240	27560	6.461e+09	8226	333.8	8.38e+09	3354
-Cardiovascular Diseases	-Hemoglobin	2566	708.5	763.6	5.118e+08	2825	9006	5.523e+08	684.5	25.64	5.432e+08	348.3
-Metabolic Diseases	-Hemoglobin	2084	774.1	825.2	6.317e+08	4298	6363	9.214e+08	1494	17.39	5.29e+08	506.9
-Infectious Diseases	-Hemoglobin	8323	4065	3100	3.325e+09	11450	20850	3.877e+09	5203	175.7	3.562e+09	2114
Not Mapped	-Hemoglobin	98510	34520	29730	3.301e+10	134800	203700	4.423e+10	46170	2076	3.938e+10	21690
-Not Mapped	-Hemoglobin	98510	34520	29730	3.301e+10	134800	203700	4.423e+10	46170	2076	3.938e+10	21690
TOTAL	-Vesicular Transport	119	76.55	97.26	106.6	106.9	57.1	109.6	72.15	133.6	91.14	125.1
MAPPED	-Vesicular Transport	95.51	62.85	77.24	85.33	84.04	45.08	88.01	58.28	107.1	71.71	99.18
Genetic Information Processing	-Vesicular Transport	50	29.91	38.51	43.62	38.8	18.26	48.21	26.95	57.34	32.45	53.85
-Transcription	-Vesicular Transport	4.598	3.25	3.169	3.716	3.38	1.401	4.295	1.859	4.742	2.985	3.504
-Translation	-Vesicular Transport	24.57	10.66	18.55	20.83	18.93	8.52	23.29	11.85	27.86	13.85	24.98
-Folding, Sorting and Degradation	-Vesicular Transport	9.449	6.108	8.535	9.354	7.652	4.686	10.44	7.186	12.18	7.37	10.94
-DNA Maintenance	-Vesicular Transport	10.31	9.888	7.079	9.802	7.991	3.811	9.021	5.161	9.46	7.69	11.43
-RNA Family	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	3.386	1.886	3.193	3.562	3.24	2.526	1.953	1.734	2.9	2.139	2.81
-Signal Transduction	-Vesicular Transport	0.8731	0.7243	0.8519	1.384	0.9278	0.6966	0.6619	0.456	0.953	0.7083	0.8384
-Signaling Molecules and Interaction	-Vesicular Transport	2.556	1.231	2.396	2.094	2.541	1.946	1.281	1.373	1.947	1.517	2.138
Cellular Processes	-Vesicular Transport	10.33	7.677	9.525	9.073	10.74	7.272	7.459	5.04	8.5	5.399	6.966
-Hemoglobin	-Vesicular Transport	0.0004962	0.000522	0.0006816	0.0003484	0.0003318	8.864e-05	0.0002957	0.0003005	0.01958	2.908e-05	0.001233
-Vesicular Transport	-Vesicular Transport	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	7.448	5.382	6.738	6.299	7.683	5.02	5.187	3.095	5.896	3.295	4.832
-Cell Motility	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	1.416	1.134	1.401	1.33	1.35	0.7741	1.518	0.6258	1.689	0.8335	1.203
-Cell Communication	-Vesicular Transport	0.6455	0.3547	0.7774	0.4764	0.9346	0.5535	0.4037	0.3182	0.628	0.2703	0.4795
Metabolism	-Vesicular Transport	20.69	13.79	16.5	18.82	21.85	11.08	20.8	17.01	23.68	22.35	23.47
-Membrane Transport	-Vesicular Transport	0.4094	0.2385	0.2558	0.3096	0.2585	0.1909	0.309	0.2277	0.3786	0.3153	0.2854
-Central Carbon Metabolism	-Vesicular Transport	2.828	2.586	2.437	3.043	3.25	2.127	2.614	2.396	3.008	3.543	3.473
-Energy Metabolism	-Vesicular Transport	1.414	1.101	1.173	1.317	1.62	1.04	1.593	1.069	1.54	1.758	1.694
-Biosynthesis	-Vesicular Transport	5.088	3.612	4.182	4.631	6.282	2.808	4.837	4.56	5.156	5.928	6.169
-Other Enzymes	-Vesicular Transport	12.15	7.26	9.131	10.21	12.14	5.798	12.34	9.864	13.85	11.3	12.86
Organismal Systems	-Vesicular Transport	3.623	3.346	3.576	3.091	3.639	2.621	3.213	2.814	3.707	2.244	3.453
-Immune System	-Vesicular Transport	1.105	1.264	1.058	1.342	0.9748	1.043	0.8422	0.8891	1.407	0.7696	1.181
-Endocrine System	-Vesicular Transport	0.4899	0.5259	0.6508	0.4584	0.5538	0.4508	0.6269	0.6143	0.4725	0.3348	0.62
-Circulatory System	-Vesicular Transport	0.6153	0.4165	0.5747	0.3826	0.7333	0.3777	0.4584	0.2278	0.5025	0.3515	0.5347
-Digestive System	-Vesicular Transport	0.4258	0.1576	0.2962	0.4004	0.4796	0.2357	0.2248	0.5335	0.298	0.3175	0.2754
-Excretory System	-Vesicular Transport	0.4166	0.5801	0.4386	0.3696	0.3662	0.2768	0.4065	0.3922	0.4231	0.3224	0.4369
-Nervous System	-Vesicular Transport	0.8285	0.7513	0.924	0.7913	0.9022	0.6021	0.8416	0.4369	0.9114	0.436	0.7588
-Sensory System	-Vesicular Transport	0.064	0.09424	0.07874	0.06117	0.07621	0.09043	0.08077	0.03365	0.04993	0.02756	0.05766
-Development	-Vesicular Transport	0.1259	0.2598	0.1089	0.1143	0.1499	0.1212	0.08293	0.08121	0.07092	0.06188	0.119
-Environmental Adaptation	-Vesicular Transport	0.2537	0.2187	0.2679	0.1521	0.2233	0.143	0.2773	0.1385	0.2672	0.1617	0.1715
Human Diseases	-Vesicular Transport	7.847	7.286	6.148	8.219	7.271	4.976	6.513	6.381	9.371	7.522	10.09
-Cancers	-Vesicular Transport	1.762	1.107	1.461	1.443	1.187	0.6365	1.588	0.7912	2.525	0.8364	1.558
-Immune System Diseases	-Vesicular Transport	3.996	4.727	2.627	3.877	3.4	1.818	2.881	3.028	4.041	3.44	5.696
-Neurodegenerative Diseases	-Vesicular Transport	3.37	1.954	2.508	2.571	2.789	1.444	2.802	2.332	3.857	3.44	3.845
-Cardiovascular Diseases	-Vesicular Transport	0.4512	0.2874	0.4093	0.2936	0.4266	0.49	0.2392	0.1559	0.2843	0.2083	0.382
-Metabolic Diseases	-Vesicular Transport	0.311	0.2521	0.3989	0.3048	0.539	0.3339	0.288	0.3908	0.1888	0.3925	0.4483
-Infectious Diseases	-Vesicular Transport	1.843	1.613	1.676	1.71	1.769	1.164	1.522	1.275	2.018	1.453	2.056
Not Mapped	-Vesicular Transport	23.49	13.7	20.02	21.24	22.86	12.02	21.61	13.87	26.43	19.42	25.96
-Not Mapped	-Vesicular Transport	23.49	13.7	20.02	21.24	22.86	12.02	21.61	13.87	26.43	19.42	25.96
TOTAL	-Cytoskeleton	16.79	14.76	15.45	18	14.81	12.42	22.23	24.44	23.89	29.31	27.62
MAPPED	-Cytoskeleton	13.47	12.12	12.27	14.42	11.64	9.803	17.84	19.74	19.16	23.07	21.89
Genetic Information Processing	-Cytoskeleton	6.713	5.765	5.915	7.341	5.053	3.952	9.45	9.09	10.08	10.34	11.3
-Transcription	-Cytoskeleton	0.6254	0.6265	0.4994	0.5958	0.452	0.2822	0.9298	0.6006	0.958	0.9059	0.861
-Translation	-Cytoskeleton	3.442	2.056	2.942	3.55	2.628	1.865	4.754	4.075	4.897	4.518	5.473
-Folding, Sorting and Degradation	-Cytoskeleton	1.465	1.313	1.443	1.593	1.062	1.055	2.212	2.365	2.421	2.332	2.579
-DNA Maintenance	-Cytoskeleton	1.441	2.011	1.205	1.625	1.108	0.8199	1.891	1.957	2.076	2.546	2.741
-RNA Family	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.5221	0.4291	0.5484	0.648	0.4828	0.5672	0.497	0.7049	0.6632	0.8498	0.7179
-Signal Transduction	-Cytoskeleton	0.1642	0.1527	0.1752	0.2733	0.1365	0.1614	0.1833	0.1715	0.2518	0.2899	0.2422
-Signaling Molecules and Interaction	-Cytoskeleton	0.3578	0.2586	0.3814	0.3895	0.3399	0.4062	0.3304	0.5363	0.4202	0.5599	0.5156
Cellular Processes	-Cytoskeleton	1.526	1.559	1.587	1.535	1.513	1.525	1.753	1.786	1.746	1.824	1.728
-Hemoglobin	-Cytoskeleton	6.662e-05	0.0001036	0.000107	6.486e-05	4.323e-05	1.878e-05	5.862e-05	0.0001019	0.003319	1.273e-05	0.0002696
-Vesicular Transport	-Cytoskeleton	0.2271	0.2527	0.2235	0.2449	0.2021	0.2542	0.333	0.4814	0.2885	0.4626	0.3077
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.2264	0.2364	0.2622	0.2467	0.2117	0.1755	0.3602	0.2426	0.3677	0.2938	0.3469
-Cell Communication	-Cytoskeleton	0.08687	0.07954	0.1225	0.08433	0.122	0.1184	0.08673	0.1028	0.1205	0.0908	0.1205
Metabolism	-Cytoskeleton	2.813	2.587	2.554	3.191	2.921	2.225	4.051	5.556	4.067	6.891	5.054
