!!SBtab TableType='Proteomaps'
!ProteinIdentifier	!Abundance
b2341	2
b2344	11
b0346	15
b2289	15
b3933	15
b4170	15
b1423	19
b0167	22
b0948	23
b1190	23
b3081	25
b3804	25
b3617	26
b3623	26
b1498	27
b2584	27
b1341	28
b1280	33
b0208	34
b3056	35
b4016	35
b3590	36
b4261	38
b1294	41
b1846	41
b2795	41
b0409	43
b4323	43
b2520	45
b0676	46
b4088	46
b4390	46
b2708	47
b3020	47
b3813	47
b2302	48
b0470	49
b4149	49
b3972	51
b1400	52
b1490	53
b2216	53
b3702	53
b0054	54
b2502	55
b1426	56
b0030	57
b2568	59
b3125	59
b3487	59
b4350	59
b0443	60
b2799	60
b3655	62
b2379	63
b0381	64
b0414	64
b1305	64
b2342	64
b1049	66
b4036	66
b1188	67
b1748	69
b2428	69
b3524	71
b1805	72
b4211	73
b0261	74
b1326	76
b3032	76
b0633	78
b2811	78
b2291	80
b1608	81
b1990	82
b2806	82
b1517	83
b0914	84
b3163	86
b1378	87
b2829	87
b3055	87
b1901	88
b3605	90
b1114	91
b1897	95
b3857	95
b4227	95
b0221	96
b1427	98
b1519	98
b3290	98
b2794	99
b0662	100
b1323	100
b2254	100
b1584	101
b3205	101
b3418	102
b2079	103
b0760	104
b1098	104
b1192	104
b1668	104
b0604	105
b2615	105
b3850	105
b0779	106
b4206	107
b2936	108
b3053	108
b1086	109
b2501	111
b3195	112
b3345	112
b0712	115
b3963	115
b3838	116
b0420	117
b2566	118
b0049	119
b3210	120
b0967	121
b4129	122
b1516	123
b3588	123
b2472	124
b3974	124
b1624	125
b1640	125
b2593	125
b0968	126
b3037	126
b3834	128
b0651	129
b3706	130
b4049	130
b1914	131
b0088	132
b0506	133
b0772	133
b2784	133
b3771	133
b3791	134
b4154	137
b3094	138
b1272	139
b4262	139
b3752	141
b0239	142
b1927	144
b4046	145
b1976	149
b3289	152
b3802	152
b2411	153
b3202	154
b3361	154
b4295	154
b0947	155
b1325	155
b2439	157
b4043	157
b3835	160
b2473	162
b3146	162
b1725	163
b3197	163
b1424	166
b0006	167
b3526	168
b4392	169
b0572	171
b2137	173
b3089	173
b1209	175
b3888	177
b4213	177
b1107	178
b2149	179
b3087	179
b3616	181
b0741	182
b4388	183
b2167	184
b2290	184
b2700	184
b3147	185
b4173	185
b0059	187
b0571	188
b1180	190
b2688	191
b4382	192
b4058	194
b3845	196
b3843	197
b0956	198
b0757	199
b2304	200
b1176	201
b0009	204
b0592	204
b2582	204
b3449	204
b0851	207
b0092	210
b1440	210
b0778	212
b3527	212
b1264	214
b1703	214
b3054	214
b2475	215
b2081	216
b1117	218
b1217	218
b2587	218
b4269	221
b0207	222
b1955	222
b3999	222
b2532	223
b0421	225
b0773	226
b3068	228
b4256	228
b3281	229
b0598	231
b2168	231
b3816	231
b0417	234
b3034	234
b1682	237
b1738	237
b2426	237
b3540	239
b3038	241
b0085	243
b0091	243
b3035	243
b3926	243
b3961	243
b4153	245
b4107	247
b4179	248
b0494	251
b1133	251
b3891	251
b3846	253
b1492	254
b2517	254
b4021	254
b0394	255
b1269	255
b0408	257
b1623	258
b3724	260
b0086	262
b0102	263
b0406	263
b3003	263
b2301	265
b3748	265
b0452	266
b2193	266
b1787	267
b1661	269
b2306	269
b2494	269
b3407	272
b0411	273
b1768	273
b1928	277
b1275	279
b3940	281
b4263	282
b1257	286
b3193	287
b4322	287
b0574	290
b1045	290
b1284	290
b0082	291
b0658	292
b0462	293
b1693	295
b2450	296
b2573	297
b3259	297
b0080	299
b2526	300
b3282	303
b0149	304
b0357	306
b2571	306
b0113	307
b0865	307
b2132	307
b4161	307
b0923	312
b0737	313
b0029	314
b1982	315
b3388	315
b2034	316
b4144	318
b2169	319
b2951	321
b3608	323
b2500	325
b0679	326
b1329	326
b4035	327
b3041	328
b0684	331
b3438	331
b0413	332
b4371	332
b1867	335
b3028	336
b2293	337
b3599	337
b2684	339
b2567	343
b3924	343
b2038	345
b3887	346
b1187	348
b3017	349
b1189	350
b1782	350
b3820	350
b0127	351
b1199	352
b0750	360
b3648	360
b3922	362
b0722	363
b3809	365
b2905	367
b1430	369
b3447	369
b2827	372
b3153	372
b2600	374
b3844	378
b1422	380
b3463	383
b0827	386
b2838	389
b4393	390
b4397	394
b2576	395
b0187	396
b0354	396
b3191	397
b1197	398
b2594	398
b1105	399
b3279	400
b4222	401
b4041	402
b0388	403
b0783	403
b3432	406
b2009	407
b4233	407
b0048	408
b1792	408
b3803	408
b2422	409
b0864	411
b4139	412
b3102	413
b4168	413
b3150	418
b0962	419
b2672	421
b1127	424
b3607	426
b0902	429
b4045	429
b2528	432
b0124	433
b2288	438
b0212	444
b3455	444
b2186	445
b4395	446
b1126	448
b3698	449
b1120	450
b4396	450
b2954	451
b3346	451
b3423	455
b1767	459
b3198	461
b1896	462
b3923	462
b3440	464
b0820	465
b1870	466
b3453	467
b0484	477
b0410	478
b3244	480
b0784	483
b3807	487
b4135	487
b1449	489
b3356	490
b1536	497
b3836	498
b1059	503
b2154	508
b1675	513
b3288	520
b1917	524
b0182	526
b2312	529
b2040	530
b3730	532
b0422	533
b1051	533
b0785	534
b3187	536
b0109	537
b1263	537
b1087	540
b2107	541
b2916	542
b0734	544
b1687	545
b3866	547
b0051	548
b0444	549
b0242	552
b2016	552
b3958	556
b2900	557
b2948	557
b3348	557
b3291	561
b4057	562
b2958	565
b0094	571
b0910	573
b2818	581
b3389	581
b1983	583
b3428	583
b4019	585
b2105	586
b0419	589
b1680	598
b2515	598
b1678	607
b1727	609
b2910	609
b3701	609
b1000	614
b2516	616
b3910	618
b2431	621
b4216	621
b2741	622
b3454	622
b1267	623
b0015	624
b3481	624
b1780	629
b1033	630
b2893	630
b2977	631
b0393	632
b2125	632
b1274	637
b3439	640
b2026	648
b3997	649
b2183	650
b2300	650
b0003	658
b3170	659
b2215	660
b0759	661
b1088	669
b1321	672
b1723	676
b2080	677
b0480	684
b1646	686
b0112	687
b3995	696
b1002	699
b0687	703
b3600	703
b2329	704
b1827	707
b1109	710
b2585	711
b2143	713
b0177	717
b1281	719
b1406	719
b3541	720
b0121	721
b2412	725
b3300	726
b1414	728
b1647	728
b2319	728
b0243	730
b3011	730
b1258	740
b0628	743
b2284	747
b0356	751
b0931	751
b4375	752
b4113	756
b3830	759
b4175	759
b2960	760
b3189	762
b0918	768
b1686	774
b2599	781
b0424	788
b2330	790
b1641	793
b0481	794
b2511	794
b2299	798
b3228	801
b3644	802
b2521	809
b1286	810
b3640	813
b2232	819
b3417	827
b0199	828
b1179	828
b1067	832
b3506	832
b3865	832
b1662	837
b0675	839
b3500	842
b2527	843
b0529	848
b0686	848
b1818	848
b4214	849
b3253	850
b4051	851
b3554	862
b3592	865
b1749	871
b0526	877
b0643	880
b3429	884
b3962	894
b2581	896
b2287	901
b3705	906
b0945	917
b1538	918
b3992	918
b1638	922
b0123	925
b3175	925
b0104	927
b3780	930
b2027	931
b1200	935
b4108	936
b1830	938
b1431	946
b2903	951
b0710	955
