!!SBtab TableType='Proteomaps'
!ProteinIdentifier	!Abundance
b2341	2
b1511	7
b3933	16
b4170	20
b0167	22
b0948	23
b0346	24
b3617	26
b3804	26
b0208	27
b2344	27
b1341	29
b3590	30
b4261	30
b1280	32
b3623	32
b4266	32
b2795	36
b1423	37
b1190	40
b3813	40
b2520	42
b0470	44
b2708	45
b0409	46
b4390	46
b0414	47
b2216	47
b0676	48
b1294	48
b1846	49
b4149	49
b3972	51
b0633	52
b2291	52
b2302	52
b2584	52
b3081	52
b3702	52
b2502	54
b3655	56
b2379	59
b1490	60
b3487	60
b4350	60
b4323	62
b1853	63
b3020	63
b3163	64
b2568	65
b1305	66
b3055	66
b2086	67
b3771	67
b1608	68
b2811	69
b1990	72
b2806	72
b1114	73
b1188	75
b3195	75
b1378	76
b1192	77
b4211	77
b0054	79
b1098	79
b3125	79
b3850	80
b0760	81
b1914	81
b1584	82
b2079	82
b2829	82
b1086	83
b2794	83
b2428	84
b0604	85
b3605	86
b3524	87
b0662	88
b2342	88
b3963	88
b4262	88
b0914	89
b3345	89
b1426	90
b1541	90
b1323	91
b4295	91
b2254	92
b2936	95
b2501	96
b2799	96
b3205	96
b0779	97
b2615	98
b4167	98
b2472	99
b0506	100
b3290	100
b0772	101
b1805	101
b3834	101
b3857	101
b1640	102
b3974	102
b0049	103
b3129	103
b3450	103
b3791	103
b1668	104
b1326	105
b3706	106
b2566	107
b3053	108
b0443	111
b4049	111
b0712	112
b4046	112
b1272	113
b1748	114
b0420	115
b0967	117
b4129	117
b3094	119
b3289	119
b1493	120
b1180	122
b2593	122
b1427	124
b2418	124
b0006	126
b0239	126
b0968	126
b3210	126
b2411	128
b3197	128
b3146	130
b1107	131
b1624	132
b4043	132
b3838	133
b1209	135
b3037	137
b1927	138
b4388	138
b2473	139
b2784	140
b0778	142
b3361	142
b4392	142
b0059	143
b3835	143
b0088	144
b1519	145
b0030	146
b3202	147
b0741	149
b1176	149
b2582	149
b2688	149
b3802	149
b0092	154
b1117	154
b1424	154
b3032	156
b3526	156
b1198	157
b2532	163
b3752	163
b0855	164
b1217	167
b2290	167
b3281	167
b3566	168
b4382	168
b0413	170
b3147	171
b3888	171
b3999	171
b4269	171
b0085	172
b2081	173
b3054	173
b0947	177
b3940	177
b4173	177
b1133	178
b1703	178
b1901	178
b4058	180
b1325	181
b3449	181
b0651	183
b2684	185
b0091	186
b3407	186
b0221	188
b2475	188
b3193	188
b0009	189
b0956	189
b3816	189
b2700	191
b4088	191
b3068	193
b1661	194
b2137	194
b1725	195
b3282	195
b4154	195
b1264	197
b1516	197
b4256	198
b0851	199
b3961	199
b2439	203
b2517	205
b3891	207
b0102	208
b0572	208
b4179	208
b2167	209
b2500	210
b0086	211
b0421	211
b0406	212
b0113	213
b2573	213
b0452	217
b0737	217
b1682	219
b2526	221
b3540	222
b2132	223
b0571	225
b1269	225
b2301	225
b1928	226
b0082	228
b0357	228
b1787	229
b4213	229
b0494	230
b3087	230
b3038	231
b1738	232
b3034	232
b3648	232
b0417	234
b1693	235
b2304	235
b3418	235
b3843	235
b2494	236
b0390	239
b2193	239
b0408	243
b0757	244
b2034	247
b2168	247
b0124	248
b3035	251
b4036	251
b1768	253
b2951	253
b4161	253
b3820	254
b0207	255
b2567	255
b4227	260
b1976	262
b1045	264
b1275	264
b0658	270
b3887	273
b0923	274
b3724	274
b0029	275
b4107	275
b0684	276
b2905	276
b3089	276
b1955	277
b2838	278
b0750	280
b1982	280
b2571	280
b2827	281
b1430	282
b2306	282
b1199	286
b2038	291
b3608	292
b0127	294
b4303	294
b1623	295
b3388	295
b0149	298
b1284	298
b3279	298
b4263	304
b1187	305
b0187	306
b0864	306
b4233	306
b0394	308
b3003	308
b1983	314
b3028	314
b3423	315
b0051	318
b1867	318
b2587	320
b3438	320
b1257	321
b1870	324
b2422	324
b2293	325
b3244	326
b3041	327
b3844	327
b2450	328
b0411	329
b4144	332
b3809	333
b4371	334
b0827	336
b2426	336
b0773	337
b3356	337
b0080	339
b0820	339
b2594	339
b3153	340
b3463	341
b4222	341
b1126	343
b1792	343
b2600	343
b0865	348
b4041	349
b1782	350
b2169	351
b0354	352
b0462	353
b2576	353
b4168	356
b1564	359
b3924	364
b1329	365
b0574	366
b3150	366
b3432	368
b2954	369
b2186	373
b0953	375
b1105	376
b0902	377
b3807	378
b1120	379
b1675	379
b0783	380
b1492	381
b3588	384
b3730	384
b1678	385
b2528	385
b4396	385
b4322	387
b3187	388
b3923	389
b2149	390
b0481	392
b2040	393
b0048	394
b1059	397
b3440	398
b0388	399
b2329	399
b0962	402
b1917	407
b3455	409
b2009	414
b0785	418
b3607	418
b4153	421
b2900	426
b3102	426
b0422	428
b2916	428
b3803	430
b2948	431
b0910	433
b3748	433
b3845	433
b2016	435
b3346	435
b1422	436
b1197	438
b4395	438
b3447	439
b0444	440
b2300	441
b0109	443
b3926	444
b0094	448
b4019	449
b1281	450
b1896	453
b2672	454
b3011	456
b1109	458
b2105	461
b0393	463
b1263	467
b4135	467
b3481	469
b0484	472
b1687	472
b3288	472
b3348	474
b2312	475
b2183	477
b1088	481
b2154	481
b0242	486
b3836	487
b3552	489
b1440	490
b2893	490
b2026	494
b2515	494
b2431	503
b0784	510
b2958	510
b4393	512
b4208	513
b1274	514
b3170	515
b1087	518
b2741	519
b3866	520
b0945	522
b3389	522
b4021	522
b0182	523
b3997	524
b1267	527
b1686	527
b3599	530
b0687	538
b1000	540
b3506	544
b0212	547
b3198	553
b0003	554
b0581	555
b3639	559
b1727	564
b4057	565
b1051	566
b1127	566
b3846	566
b3701	567
b2910	568
b4252	568
b0410	569
b3454	571
b2818	574
b0931	576
b4045	576
b3428	578
b0734	580
b1189	582
b1449	584
b1767	586
b3453	589
b0679	591
b0918	591
b0177	592
b2325	595
b1033	596
b3189	598
b0015	599
b0424	604
b2516	604
b1723	608
b0526	609
b4375	614
b2319	615
b1286	621
b1827	622
b3291	629
b1646	631
b0419	632
b0628	632
b2330	634
b0522	635
b2025	636
b2599	637
b3995	641
b2527	643
b3556	643
b3554	646
b1018	650
b2232	652
b0759	655
b3500	657
b0199	659
b0112	660
b4175	660
b0480	663
b0722	666
b3910	667
b3439	669
b3228	674
b1680	675
b2412	675
b2299	677
b0356	678
b1179	679
b2960	679
b1067	684
b3865	692
b1662	693
b0675	695
b3001	704
b3527	710
b1749	719
b0917	720
b1780	725
b0529	733
b1876	733
b3644	733
b3780	735
b2511	743
b3592	743
b0243	755
b3957	756
b1273	763
b1642	766
b0908	767
b4162	767
b3156	770
b3600	770
b1638	774
b2581	775
b2585	778
b1498	780
b3300	787
b0927	794
b3541	799
b1830	801
b1832	802
b2521	806
b2107	809
b1849	810
b2023	811
b2143	811
b3042	811
b1538	817
b2903	822
b3958	826
b3992	828
b1035	830
b2284	831
b2288	834
b0870	836
b2027	837
b2595	837
b1647	838
b3175	840
b3705	840
b0830	843
b2113	846
b0123	848
b1764	848
b2790	850
b2512	851
b2988	852
b2215	859
b4234	859
b1128	866
b0686	872
b2610	872
b1262	873
b0565	878
b3742	878
b3052	881
b4035	885
b3960	886
b3699	888
b2080	890
b0121	891
b0159	892
b2320	894
b4214	894
b3401	895
b3390	897
b3830	899
b2125	900
b0098	902
b2834	903
b2901	905
b3464	912
b2909	913
b3012	919
b1414	925
b2762	926
b0386	928
b4113	935
b0031	937
b3429	937
b2171	938
b0742	939
b1412	941
b1380	952
b3833	961
b2041	965
b4051	969
b4160	974
b4013	978
b0660	988
b0104	989
b2477	999
b1702	1001
b4139	1008
b0643	1009
b3253	1012
b1729	1014
b2977	1014
b2947	1015
b2513	1016
b3932	1018
b3183	1030
b4232	1030
b0077	1033
b1258	1043
b3204	1048
b1431	1050
b0598	1051
b3931	1053
b4381	1060
b0710	1063
b1406	1071
b3863	1074
b0441	1075
b2235	1075
b4235	1077
b0435	1079
b3201	1080
b0189	1083
b1056	1083
b2780	1090
b3417	1092
b3287	1094
b0674	1100
b1002	1107
b3430	1108
b3498	1110
b0963	1111
b3602	1123
b0606	1125
b0756	1134
b3959	1138
b4024	1144
b2421	1147
b2020	1149
b2285	1162
b0171	1168
b1641	1173
b0733	1176
b4258	1179
b2569	1184
b0133	1185
b1221	1191
b4174	1208
b2287	1209
b1232	1219
b4260	1221
b1108	1222
b1719	1222
b1908	1222
b2316	1230
b2303	1237
b4219	1237
b1200	1238
b0078	1239
b0125	1239
b2133	1240
b0369	1245
b3611	1245
b3640	1245
b0181	1246
b0632	1248
b2989	1248
b2533	1251
b0179	1255
b1658	1261
b1651	1279
b0068	1284
b4216	1287
b1613	1300
b1619	1308
b0763	1318
b3176	1322
b2908	1331
b2262	1334
b3234	1342
