KO number	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
K04770	0.2	0.2	0.2	0.2	0.2
K01356	90	99	125	132	157
K03503	0.2	0.2	0.2	0.2	0.2
K03797	430	560	746	801	938
K04774	46	61	97	113	139
K05995	310	440	403	522	254
K01297	58	74	86	77	104
K01419	536	644	1249	1018	1283
K13051	0.2	0.2	0.2	0.2	0.2
K00681	311	279	402	439	369
K08303	59	108	155	173	216
K03592	615	715	898	1077	1261
K03568	208	222	304	326	480
K01148	NaN	NaN	NaN	NaN	NaN
K03514	NaN	NaN	NaN	NaN	NaN
K03678	NaN	NaN	NaN	NaN	NaN
K03681	NaN	NaN	NaN	NaN	NaN
K07573	NaN	NaN	NaN	NaN	NaN
K10643	NaN	NaN	NaN	NaN	NaN
K12580	NaN	NaN	NaN	NaN	NaN
K12581	NaN	NaN	NaN	NaN	NaN
K12585	NaN	NaN	NaN	NaN	NaN
K12586	NaN	NaN	NaN	NaN	NaN
K12587	NaN	NaN	NaN	NaN	NaN
K12589	NaN	NaN	NaN	NaN	NaN
K12590	NaN	NaN	NaN	NaN	NaN
K12591	NaN	NaN	NaN	NaN	NaN
K12592	NaN	NaN	NaN	NaN	NaN
K12593	NaN	NaN	NaN	NaN	NaN
K12598	NaN	NaN	NaN	NaN	NaN
K12599	NaN	NaN	NaN	NaN	NaN
K12600	NaN	NaN	NaN	NaN	NaN
K12603	NaN	NaN	NaN	NaN	NaN
K12604	NaN	NaN	NaN	NaN	NaN
K12605	NaN	NaN	NaN	NaN	NaN
K12606	NaN	NaN	NaN	NaN	NaN
K12607	NaN	NaN	NaN	NaN	NaN
K12608	NaN	NaN	NaN	NaN	NaN
K12611	NaN	NaN	NaN	NaN	NaN
K12614	NaN	NaN	NaN	NaN	NaN
K12616	NaN	NaN	NaN	NaN	NaN
K12617	NaN	NaN	NaN	NaN	NaN
K12620	NaN	NaN	NaN	NaN	NaN
K12621	NaN	NaN	NaN	NaN	NaN
K12622	NaN	NaN	NaN	NaN	NaN
K12623	NaN	NaN	NaN	NaN	NaN
K12625	NaN	NaN	NaN	NaN	NaN
K12626	NaN	NaN	NaN	NaN	NaN
K12627	NaN	NaN	NaN	NaN	NaN
K13126	NaN	NaN	NaN	NaN	NaN
K14442	NaN	NaN	NaN	NaN	NaN
K12624	NaN	NaN	NaN	NaN	NaN
K12572	NaN	NaN	NaN	NaN	NaN
K14443	NaN	NaN	NaN	NaN	NaN
K01072	NaN	NaN	NaN	NaN	NaN
K12584	NaN	NaN	NaN	NaN	NaN
K12602	NaN	NaN	NaN	NaN	NaN
K12615	NaN	NaN	NaN	NaN	NaN
K03679	NaN	NaN	NaN	NaN	NaN
K12571	NaN	NaN	NaN	NaN	NaN
K12610	NaN	NaN	NaN	NaN	NaN
K12573	114	127	171	208	248
K12574	NaN	NaN	NaN	NaN	NaN
eco_b4255	4757	5231	5949	6906	7589
K08300	876	840	1181	1362	1674
K03654	0.2	0.2	0.2	0.2	0.2
K03666	0.2	0.2	0.2	0.2	0.2
K02209	NaN	NaN	NaN	NaN	NaN
K02212	NaN	NaN	NaN	NaN	NaN
K02326	NaN	NaN	NaN	NaN	NaN
K02327	NaN	NaN	NaN	NaN	NaN
K02540	NaN	NaN	NaN	NaN	NaN
K02541	NaN	NaN	NaN	NaN	NaN
K02542	NaN	NaN	NaN	NaN	NaN
K02685	NaN	NaN	NaN	NaN	NaN
K04799	NaN	NaN	NaN	NaN	NaN
K07466	NaN	NaN	NaN	NaN	NaN
K10740	NaN	NaN	NaN	NaN	NaN
K10745	NaN	NaN	NaN	NaN	NaN
K10747	NaN	NaN	NaN	NaN	NaN
K10755	NaN	NaN	NaN	NaN	NaN
K10756	NaN	NaN	NaN	NaN	NaN
K02324	NaN	NaN	NaN	NaN	NaN
K02328	NaN	NaN	NaN	NaN	NaN
K02321	NaN	NaN	NaN	NaN	NaN
K04802	NaN	NaN	NaN	NaN	NaN
K10743	NaN	NaN	NaN	NaN	NaN
K02684	NaN	NaN	NaN	NaN	NaN
K10742	NaN	NaN	NaN	NaN	NaN
K02320	NaN	NaN	NaN	NaN	NaN
K10744	NaN	NaN	NaN	NaN	NaN
K03016	NaN	NaN	NaN	NaN	NaN
K03018	NaN	NaN	NaN	NaN	NaN
K02210	NaN	NaN	NaN	NaN	NaN
K03504	NaN	NaN	NaN	NaN	NaN
K03002	NaN	NaN	NaN	NaN	NaN
K01972	89	96	120	128	153
K02313	31	40	53	52	53
K02314	0.2	0.2	0.2	0.2	0.2
K02338	346	425	534	567	609
K03763	NaN	NaN	NaN	NaN	NaN
K03471	NaN	NaN	NaN	NaN	NaN
K02346	0.2	0.2	0.2	0.2	0.2
K03111	1740	2148	2411	2475	2551
K03469	0.2	0.2	0.2	0.2	0.2
K02345	0.2	0.2	0.2	0.2	0.2
K02341	0.2	0.2	0.2	0.2	0.2
K02344	0.2	0.2	0.2	0.2	0.2
K02339	0.2	0.2	0.2	0.2	0.2
K02316	0.2	0.2	0.2	0.2	0.2
K03470	0.2	0.2	0.2	0.2	0.2
K04764	8533	8560	9405	9006	9377
K05788	6241	6127	6944	6850	7258
K02315	0.2	0.2	0.2	0.2	0.2
K10748	0.2	0.2	0.2	0.2	0.2
K06223	0.2	0.2	0.2	0.2	0.2
K03645	379	456	506	538	703
K10763	0.2	0.2	0.2	0.2	0.2
K02469	669	1032	1452	1530	1835
K02470	422	549	788	888	1100
K02621	0.2	0.2	0.2	0.2	0.2
K02622	0.2	0.2	0.2	0.2	0.2
K03168	325	374	481	514	637
K03169	0.2	0.2	0.2	0.2	0.2
dme_Dmel_CG2207	NaN	NaN	NaN	NaN	NaN
K11251	NaN	NaN	NaN	NaN	NaN
K08874	NaN	NaN	NaN	NaN	NaN
spo_SPAC3C7.14c	NaN	NaN	NaN	NaN	NaN
K03593	415	527	746	846	1252
mtu_Rv1388	NaN	NaN	NaN	NaN	NaN
K03496	NaN	NaN	NaN	NaN	NaN
K03746	19029	22353	26058	26211	26308
K11685	839	1377	1869	3268	6967
K05804	319	338	389	385	450
K12961	0.2	0.2	0.2	0.2	0.2
K04047	5677	7968	12109	12621	9826
K03632	66	0.2	0.2	0.2	0.2
K03804	183	224	231	274	312
K03633	0.2	0.2	0.2	0.2	0.2
K03590	269	352	500	448	571
K05589	0.2	0.2	0.2	0.2	0.2
K03466	0.2	0.2	0.2	0.2	0.2
K03586	0.2	0.2	0.2	0.2	0.2
K03591	12	13	15	16	15
K03588	0.2	0.2	0.2	0.2	0.2
K03528	524	641	659	675	725
K09888	363	449	543	568	609
K18657	0.2	0.2	0.2	0.2	0.2
K18778	130	162	178	208	263
K06916	0.2	0.2	0.2	0.2	0.2
K01448	0.2	0.2	0.2	0.2	0.2
K03585	928	1108	1437	1461	1434
K13053	0.2	0.2	0.2	0.2	0.2
K03570	0.2	0.2	0.2	0.2	0.2
K03571	0.2	0.2	0.2	0.2	0.2
K05837	0.2	0.2	0.2	0.2	0.2
K03733	0.2	0.2	0.2	0.2	0.2
K04763	0.2	0.2	0.2	0.2	0.2
K04095	204	152	143	142	154
K01246	0.2	0.2	0.2	0.2	0.2
K01247	0.2	0.2	0.2	0.2	0.2
K03512	NaN	NaN	NaN	NaN	NaN
K03575	0.2	0.2	0.2	0.2	0.2
K03648	0.2	0.2	0.2	0.2	0.2
K10563	0.2	0.2	0.2	0.2	0.2
K10569	NaN	NaN	NaN	NaN	NaN
K10772	NaN	NaN	NaN	NaN	NaN
K10798	NaN	NaN	NaN	NaN	NaN
K10801	NaN	NaN	NaN	NaN	NaN
K10803	NaN	NaN	NaN	NaN	NaN
K10800	NaN	NaN	NaN	NaN	NaN
K10773	0.2	0.2	0.2	0.2	0.2
K10802	NaN	NaN	NaN	NaN	NaN
K10771	NaN	NaN	NaN	NaN	NaN
K02330	NaN	NaN	NaN	NaN	NaN
K10776	NaN	NaN	NaN	NaN	NaN
K01151	0.2	0.2	0.2	0.2	0.2
K07462	0.2	0.2	0.2	0.2	0.2
K01142	440	566	730	719	871
K05522	0.2	0.2	0.2	0.2	0.2
K03649	92	97	180	193	228
K03868	NaN	NaN	NaN	NaN	NaN
K10570	NaN	NaN	NaN	NaN	NaN
K10609	NaN	NaN	NaN	NaN	NaN
K10610	NaN	NaN	NaN	NaN	NaN
K10839	NaN	NaN	NaN	NaN	NaN
K10840	NaN	NaN	NaN	NaN	NaN
K10848	NaN	NaN	NaN	NaN	NaN
K10841	NaN	NaN	NaN	NaN	NaN
K03657	27	36	42	40	47
K03701	152	154	175	180	194
K03702	82	87	97	97	106
K03723	45	55	65	73	91
K03703	0.2	0.2	0.2	0.2	0.2
K08737	NaN	NaN	NaN	NaN	NaN
K08734	NaN	NaN	NaN	NaN	NaN
K08736	NaN	NaN	NaN	NaN	NaN
K08735	NaN	NaN	NaN	NaN	NaN
K03555	0.2	0.2	0.2	0.2	0.2
K03572	13	20	18	20	15
K03601	0.2	0.2	0.2	0.2	0.2
K03602	358	423	466	428	533
K07456	NaN	NaN	NaN	NaN	NaN
K10858	NaN	NaN	NaN	NaN	NaN
K03573	0.2	0.2	0.2	0.2	0.2
K01141	0.2	0.2	0.2	0.2	0.2
K10857	0.2	0.2	0.2	0.2	0.2
K03165	NaN	NaN	NaN	NaN	NaN
K03553	905	1436	1697	1715	1815
K03655	0.2	0.2	0.2	0.2	0.2
K08775	NaN	NaN	NaN	NaN	NaN
K08991	NaN	NaN	NaN	NaN	NaN
K10867	NaN	NaN	NaN	NaN	NaN
K10875	NaN	NaN	NaN	NaN	NaN
K10901	NaN	NaN	NaN	NaN	NaN
K10865	NaN	NaN	NaN	NaN	NaN
K10866	NaN	NaN	NaN	NaN	NaN
K03550	182	0.2	0.2	0.2	0.2
K03629	0.2	0.2	0.2	0.2	0.2
K04066	0.2	0.2	0.2	0.2	0.2
K06187	0.2	0.2	0.2	0.2	0.2
K03584	0.2	0.2	0.2	0.2	0.2
K03551	0.2	0.2	0.2	0.2	0.2
K01159	0.2	0.2	0.2	0.2	0.2
K03582	0.2	0.2	0.2	0.2	0.2
K03583	0.2	0.2	0.2	0.2	0.2
K03581	0.2	0.2	0.2	0.2	0.2
K02686	0.2	0.2	0.2	0.2	0.2
K04067	0.2	0.2	0.2	0.2	0.2
K02317	0.2	0.2	0.2	0.2	0.2
K10884	NaN	NaN	NaN	NaN	NaN
K10885	NaN	NaN	NaN	NaN	NaN
K10980	NaN	NaN	NaN	NaN	NaN
K06642	NaN	NaN	NaN	NaN	NaN
K03509	NaN	NaN	NaN	NaN	NaN
K10895	NaN	NaN	NaN	NaN	NaN
K10896	NaN	NaN	NaN	NaN	NaN
K15361	NaN	NaN	NaN	NaN	NaN
K06640	NaN	NaN	NaN	NaN	NaN
K15365	NaN	NaN	NaN	NaN	NaN
K15362	NaN	NaN	NaN	NaN	NaN
K15360	NaN	NaN	NaN	NaN	NaN
eco_b0299	NaN	NaN	NaN	NaN	NaN
K00567	0.2	0.2	0.2	0.2	0.2
K01669	0.2	0.2	0.2	0.2	0.2
K03574	0.2	0.2	0.2	0.2	0.2
K03919	0.2	0.2	0.2	0.2	0.2
K05982	0.2	0.2	0.2	0.2	0.2
K05984	0.2	0.2	0.2	0.2	0.2
K07458	0.2	0.2	0.2	0.2	0.2
K01160	0.2	0.2	0.2	0.2	0.2
K03546	0.2	0.2	0.2	0.2	0.2
K03547	0.2	0.2	0.2	0.2	0.2
K04485	0.2	0.2	0.2	0.2	0.2
K03631	0.2	0.2	0.2	0.2	0.2
K03554	286	359	461	463	632
K15342	0.2	0.2	0.2	0.2	0.2
K10906	0.2	0.2	0.2	0.2	0.2
K07455	0.2	0.2	0.2	0.2	0.2
K03502	0.2	0.2	0.2	0.2	0.2
K02336	0.2	0.2	0.2	0.2	0.2
K03656	0.2	0.2	0.2	0.2	0.2
K03658	224	276	393	402	419
K03722	0.2	0.2	0.2	0.2	0.2
K03724	0.2	0.2	0.2	0.2	0.2
K15035	0.2	0.2	0.2	0.2	0.2
K14752	NaN	NaN	NaN	NaN	NaN
mtu_Rv0020c	NaN	NaN	NaN	NaN	NaN
mtu_Rv0019c	NaN	NaN	NaN	NaN	NaN
K06347	NaN	NaN	NaN	NaN	NaN
K07658	NaN	NaN	NaN	NaN	NaN
K07668	NaN	NaN	NaN	NaN	NaN
K07694	NaN	NaN	NaN	NaN	NaN
K07775	NaN	NaN	NaN	NaN	NaN
K10682	NaN	NaN	NaN	NaN	NaN
K11630	NaN	NaN	NaN	NaN	NaN
K02487	NaN	NaN	NaN	NaN	NaN
K02657	NaN	NaN	NaN	NaN	NaN
K02658	NaN	NaN	NaN	NaN	NaN
K02659	NaN	NaN	NaN	NaN	NaN
K06596	NaN	NaN	NaN	NaN	NaN
K07657	73	0.2	0.2	0.2	0.2
K10697	NaN	NaN	NaN	NaN	NaN
K11329	NaN	NaN	NaN	NaN	NaN
K11522	NaN	NaN	NaN	NaN	NaN
K11523	NaN	NaN	NaN	NaN	NaN
mtu_Rv1626	NaN	NaN	NaN	NaN	NaN
K00936 	NaN	NaN	NaN	NaN	NaN
mtu_Rv2027c	NaN	NaN	NaN	NaN	NaN
K02483	0.2	0.2	0.2	0.2	0.2
K01910	0.2	0.2	0.2	0.2	0.2
K15841	0.2	0.2	0.2	0.2	0.2
K07636	0.2	0.2	0.2	0.2	0.2
K02660	NaN	NaN	NaN	NaN	NaN
K02650	NaN	NaN	NaN	NaN	NaN
K11521	NaN	NaN	NaN	NaN	NaN
K08641	0.2	0.2	0.2	0.2	0.2
K07769	NaN	NaN	NaN	NaN	NaN
K07646	0.2	0.2	0.2	0.2	0.2
K01547	0.2	0.2	0.2	0.2	0.2
K01546	0.2	0.2	0.2	0.2	0.2
K11356	NaN	NaN	NaN	NaN	NaN
K11520	NaN	NaN	NaN	NaN	NaN
K07637	0.2	0.2	0.2	0.2	0.2
K07660	983	1422	1734	1940	2052
K07638	0.2	0.2	0.2	0.2	0.2
K07659	1407	1473	1354	1590	1426
K07639	0.2	0.2	0.2	0.2	0.2
K07661	78	84	77	68	81
K07640	0.2	0.2	0.2	0.2	0.2
K07662	1888	2134	2282	2096	2074
K07641	0.2	0.2	0.2	0.2	0.2
K07663	0.2	0.2	0.2	0.2	0.2
K07642	0.2	0.2	0.2	0.2	0.2
K07664	59	69	80	82	103
K07799	0.2	0.2	0.2	0.2	0.2
K07788	0.2	0.2	0.2	0.2	0.2
K07789	0.2	0.2	0.2	0.2	0.2
K18326	0.2	0.2	0.2	0.2	0.2
K18324	104	0.2	0.2	0.2	0.2
K07643	0.2	0.2	0.2	0.2	0.2
K07771	517	826	778	935	756
K07806	316	0.2	0.2	0.2	0.2
K07644	0.2	0.2	0.2	0.2	0.2
K07665	221	277	202	225	188
K07796	216	310	286	208	171
K07810	1924	2441	2846	2258	2051
K07798	256	416	453	366	290
K07787	0.2	0.2	0.2	0.2	0.2
K07645	0.2	0.2	0.2	0.2	0.2
K07666	0.2	0.2	0.2	0.2	0.2
K02403	0.2	0.2	0.2	0.2	0.2
K02402	0.2	0.2	0.2	0.2	0.2
K02556	0.2	0.2	0.2	0.2	0.2
K07667	0.2	0.2	0.2	0.2	0.2
K01548	0.2	0.2	0.2	0.2	0.2
K01545	0.2	0.2	0.2	0.2	0.2
K07647	0.2	0.2	0.2	0.2	0.2
K07772	0.2	0.2	0.2	0.2	0.2
K03532	0.2	0.2	0.2	0.2	0.2
K07811	0.2	0.2	0.2	0.2	0.2
K03533	0.2	0.2	0.2	0.2	0.2
K07648	88	113	134	126	120
K07773	5108	4468	4267	4467	4483
K07700	0.2	0.2	0.2	0.2	0.2
K07702	0.2	0.2	0.2	0.2	0.2
K01646	0.2	0.2	0.2	0.2	0.2
K01643	0.2	0.2	0.2	0.2	0.2
K05964	0.2	0.2	0.2	0.2	0.2
K05966	0.2	0.2	0.2	0.2	0.2
K09477	0.2	0.2	0.2	0.2	0.2
K07701	0.2	0.2	0.2	0.2	0.2
K07703	0.2	0.2	0.2	0.2	0.2
K07792	0.2	0.2	0.2	0.2	0.2
K07673	0.2	0.2	0.2	0.2	0.2
K07684	431	587	1057	1191	1233
K07674	0.2	0.2	0.2	0.2	0.2
K07685	133	201	232	239	266
K00370	0.2	0.2	0.2	0.2	0.2
K00371	0.2	0.2	0.2	0.2	0.2
K00373	0.2	0.2	0.2	0.2	0.2
K00374	0.2	0.2	0.2	0.2	0.2
K08348	0.2	0.2	0.2	0.2	0.2
K08349	0.2	0.2	0.2	0.2	0.2
K08350	0.2	0.2	0.2	0.2	0.2
K00244	238	265	256	195	137
K00245	566	494	355	421	245
K00246	0.2	0.2	0.2	0.2	0.2
K00247	0.2	0.2	0.2	0.2	0.2
K07783	0.2	0.2	0.2	0.2	0.2
K07675	0.2	0.2	0.2	0.2	0.2
K07686	0.2	0.2	0.2	0.2	0.2
K07784	0.2	0.2	0.2	0.2	0.2
K06080	0.2	0.2	0.2	0.2	0.2
K07677	0.2	0.2	0.2	0.2	0.2
K07676	35	43	50	47	53
K07687	1298	1751	2156	2166	2856
K07678	0.2	0.2	0.2	0.2	0.2
K07689	40	0.2	71	81	131
K07679	0.2	0.2	0.2	0.2	0.2
K07690	0.2	0.2	0.2	0.2	0.2
K07797	0.2	0.2	0.2	0.2	0.2
K07786	0.2	0.2	0.2	0.2	0.2
K07688	0.2	0.2	0.2	0.2	0.2
K01467	0.2	0.2	0.2	0.2	0.2
K07708	0.2	0.2	0.2	0.2	0.2
K07712	0.2	0.2	0.2	0.2	0.2
K07709	0.2	0.2	0.2	0.2	0.2
K07713	0.2	0.2	0.2	0.2	0.2
K07803	0.2	0.2	0.2	0.2	0.2
K07710	0.2	0.2	0.2	0.2	0.2
K07714	0.2	0.2	0.2	0.2	0.2
K01034	0.2	0.2	0.2	0.2	0.2
K01035	0.2	0.2	0.2	0.2	0.2
K02106	0.2	0.2	0.2	0.2	0.2
K11103	368	0.2	0.2	0.2	0.2
K07711	0.2	0.2	0.2	0.2	0.2
K07715	0.2	0.2	0.2	0.2	0.2
K00575	0.2	0.2	0.2	0.2	0.2
K05874	69	0.2	0.2	0.2	0.2
K05875	712	0.2	0.2	0.2	0.2
K05876	136	0.2	0.2	0.2	0.2
K05877	0.2	0.2	0.2	0.2	0.2
K03776	294	0.2	0.2	0.2	0.2
K03408	957	0.2	0.2	0.2	0.2
K03407	287	0.2	0.2	0.2	0.2
K03413	1887	0.2	0.2	0.2	0.2
K03412	0.2	0.2	0.2	0.2	0.2
K10004	0.2	0.2	0.2	0.2	0.2
K10002	0.2	0.2	0.2	0.2	0.2
K10003	0.2	0.2	0.2	0.2	0.2
K10001	3140	3454	3836	3303	3129
K08738	NaN	NaN	NaN	NaN	NaN
K00426	486	634	683	580	544
K02484	0.2	0.2	0.2	0.2	0.2
K02478	0.2	0.2	0.2	0.2	0.2
K02477	556	816	897	900	632
K02485	0.2	0.2	0.2	0.2	0.2
K02183	NaN	NaN	NaN	NaN	NaN
K10632	NaN	NaN	NaN	NaN	NaN
K05087	NaN	NaN	NaN	NaN	NaN
K08773	NaN	NaN	NaN	NaN	NaN
K05702	NaN	NaN	NaN	NaN	NaN
K05099	NaN	NaN	NaN	NaN	NaN
K07293	NaN	NaN	NaN	NaN	NaN
K07360	NaN	NaN	NaN	NaN	NaN
K05208	NaN	NaN	NaN	NaN	NaN
K05090	NaN	NaN	NaN	NaN	NaN
K04549	NaN	NaN	NaN	NaN	NaN
K04547	NaN	NaN	NaN	NaN	NaN
K07888	NaN	NaN	NaN	NaN	NaN
K07889	NaN	NaN	NaN	NaN	NaN
K07825	NaN	NaN	NaN	NaN	NaN
K04539	NaN	NaN	NaN	NaN	NaN
K04538	NaN	NaN	NaN	NaN	NaN
K04537	NaN	NaN	NaN	NaN	NaN
K04548	NaN	NaN	NaN	NaN	NaN
K07835	NaN	NaN	NaN	NaN	NaN
K05465	NaN	NaN	NaN	NaN	NaN
K04545	NaN	NaN	NaN	NaN	NaN
K05410	NaN	NaN	NaN	NaN	NaN
K05451	NaN	NaN	NaN	NaN	NaN
K04570	NaN	NaN	NaN	NaN	NaN
K04546	NaN	NaN	NaN	NaN	NaN
K04513	NaN	NaN	NaN	NaN	NaN
K07941	NaN	NaN	NaN	NaN	NaN
K04542	NaN	NaN	NaN	NaN	NaN
K07826	NaN	NaN	NaN	NaN	NaN
K04543	NaN	NaN	NaN	NaN	NaN
K02678	NaN	NaN	NaN	NaN	NaN
K07834	NaN	NaN	NaN	NaN	NaN
K04536	NaN	NaN	NaN	NaN	NaN
K05091	NaN	NaN	NaN	NaN	NaN
K04527	NaN	NaN	NaN	NaN	NaN
K07887	NaN	NaN	NaN	NaN	NaN
K02583	NaN	NaN	NaN	NaN	NaN
K17630	NaN	NaN	NaN	NaN	NaN
K14958	NaN	NaN	NaN	NaN	NaN
K17634	NaN	NaN	NaN	NaN	NaN
K17638	NaN	NaN	NaN	NaN	NaN
K17636	NaN	NaN	NaN	NaN	NaN
K12380	NaN	NaN	NaN	NaN	NaN
K17637	NaN	NaN	NaN	NaN	NaN
K17633	NaN	NaN	NaN	NaN	NaN
K04634	NaN	NaN	NaN	NaN	NaN
K06476	NaN	NaN	NaN	NaN	NaN
K05719	NaN	NaN	NaN	NaN	NaN
K05718	NaN	NaN	NaN	NaN	NaN
K05629	NaN	NaN	NaN	NaN	NaN
K06112	NaN	NaN	NaN	NaN	NaN
K06274	NaN	NaN	NaN	NaN	NaN
K08013	NaN	NaN	NaN	NaN	NaN
K06069	NaN	NaN	NaN	NaN	NaN
K06271	NaN	NaN	NaN	NaN	NaN
K04351	NaN	NaN	NaN	NaN	NaN
K05689	NaN	NaN	NaN	NaN	NaN
K06093	NaN	NaN	NaN	NaN	NaN
K04630	NaN	NaN	NaN	NaN	NaN
K06464	NaN	NaN	NaN	NaN	NaN
K06493	NaN	NaN	NaN	NaN	NaN
K16857	NaN	NaN	NaN	NaN	NaN
K06082	NaN	NaN	NaN	NaN	NaN
K12490	NaN	NaN	NaN	NaN	NaN
K05726	NaN	NaN	NaN	NaN	NaN
K07361	NaN	NaN	NaN	NaN	NaN
K04632	NaN	NaN	NaN	NaN	NaN
K04534	NaN	NaN	NaN	NaN	NaN
K05631	NaN	NaN	NaN	NaN	NaN
K05690	NaN	NaN	NaN	NaN	NaN
K02105	NaN	NaN	NaN	NaN	NaN
K17699	NaN	NaN	NaN	NaN	NaN
K17706	NaN	NaN	NaN	NaN	NaN
K17704	NaN	NaN	NaN	NaN	NaN
K17697	NaN	NaN	NaN	NaN	NaN
K17702	NaN	NaN	NaN	NaN	NaN
K17701	NaN	NaN	NaN	NaN	NaN
K17705	NaN	NaN	NaN	NaN	NaN
K08020	NaN	NaN	NaN	NaN	NaN
K17703	NaN	NaN	NaN	NaN	NaN
K17698	NaN	NaN	NaN	NaN	NaN
K17700	NaN	NaN	NaN	NaN	NaN
K04371	NaN	NaN	NaN	NaN	NaN
K06268	NaN	NaN	NaN	NaN	NaN
K04412	NaN	NaN	NaN	NaN	NaN
K04392	NaN	NaN	NaN	NaN	NaN
K12361	NaN	NaN	NaN	NaN	NaN
K04368	NaN	NaN	NaN	NaN	NaN
K04432	NaN	NaN	NaN	NaN	NaN
K04369	NaN	NaN	NaN	NaN	NaN
K08018	NaN	NaN	NaN	NaN	NaN
K04358	NaN	NaN	NaN	NaN	NaN
K04433	NaN	NaN	NaN	NaN	NaN
K04430	NaN	NaN	NaN	NaN	NaN
K04411	NaN	NaN	NaN	NaN	NaN
K03173	NaN	NaN	NaN	NaN	NaN
K04443	NaN	NaN	NaN	NaN	NaN
K04345	NaN	NaN	NaN	NaN	NaN
K04381	NaN	NaN	NaN	NaN	NaN
K04860	NaN	NaN	NaN	NaN	NaN
K04439	NaN	NaN	NaN	NaN	NaN
K02308	NaN	NaN	NaN	NaN	NaN
K07836	NaN	NaN	NaN	NaN	NaN
K04735	NaN	NaN	NaN	NaN	NaN
K04429	NaN	NaN	NaN	NaN	NaN
K04348	NaN	NaN	NaN	NaN	NaN
K04344	NaN	NaN	NaN	NaN	NaN
K07831	NaN	NaN	NaN	NaN	NaN
K04365	NaN	NaN	NaN	NaN	NaN
K03099	NaN	NaN	NaN	NaN	NaN
K04453	NaN	NaN	NaN	NaN	NaN
K04410	NaN	NaN	NaN	NaN	NaN
K04467	NaN	NaN	NaN	NaN	NaN
K04360	NaN	NaN	NaN	NaN	NaN
K04352	NaN	NaN	NaN	NaN	NaN
K04414	NaN	NaN	NaN	NaN	NaN
K04440	NaN	NaN	NaN	NaN	NaN
K04441	NaN	NaN	NaN	NaN	NaN
K07209	NaN	NaN	NaN	NaN	NaN
K07210	NaN	NaN	NaN	NaN	NaN
K04459	NaN	NaN	NaN	NaN	NaN
K04373	NaN	NaN	NaN	NaN	NaN
K04428	NaN	NaN	NaN	NaN	NaN
K05089	NaN	NaN	NaN	NaN	NaN
K02582	NaN	NaN	NaN	NaN	NaN
K04403	NaN	NaN	NaN	NaN	NaN
K04357	NaN	NaN	NaN	NaN	NaN
K04361	NaN	NaN	NaN	NaN	NaN
K04372	NaN	NaN	NaN	NaN	NaN
K02677	NaN	NaN	NaN	NaN	NaN
K02187	NaN	NaN	NaN	NaN	NaN
K07830	NaN	NaN	NaN	NaN	NaN
K07829	NaN	NaN	NaN	NaN	NaN
K04436	NaN	NaN	NaN	NaN	NaN
K04460	NaN	NaN	NaN	NaN	NaN
K04353	NaN	NaN	NaN	NaN	NaN
K04461	NaN	NaN	NaN	NaN	NaN
K04457	NaN	NaN	NaN	NaN	NaN
K04406	NaN	NaN	NaN	NaN	NaN
K04865	NaN	NaN	NaN	NaN	NaN
K04858	NaN	NaN	NaN	NaN	NaN
K04864	NaN	NaN	NaN	NaN	NaN
K04862	NaN	NaN	NaN	NaN	NaN
K04407	NaN	NaN	NaN	NaN	NaN
K04409	NaN	NaN	NaN	NaN	NaN
K07860	NaN	NaN	NaN	NaN	NaN
K02833	NaN	NaN	NaN	NaN	NaN
K04347	NaN	NaN	NaN	NaN	NaN
K04445	NaN	NaN	NaN	NaN	NaN
K12326	NaN	NaN	NaN	NaN	NaN
K04458	NaN	NaN	NaN	NaN	NaN
K04366	NaN	NaN	NaN	NaN	NaN
K07827	NaN	NaN	NaN	NaN	NaN
K04438	NaN	NaN	NaN	NaN	NaN
K04405	NaN	NaN	NaN	NaN	NaN
K07828	NaN	NaN	NaN	NaN	NaN
K04456	NaN	NaN	NaN	NaN	NaN
K04380	NaN	NaN	NaN	NaN	NaN
K04450	NaN	NaN	NaN	NaN	NaN
K04469	NaN	NaN	NaN	NaN	NaN
K02580	NaN	NaN	NaN	NaN	NaN
K04364	NaN	NaN	NaN	NaN	NaN
K04431	NaN	NaN	NaN	NaN	NaN
K04427	NaN	NaN	NaN	NaN	NaN
K04426	NaN	NaN	NaN	NaN	NaN
K08052	NaN	NaN	NaN	NaN	NaN
K04446	NaN	NaN	NaN	NaN	NaN
K04455	NaN	NaN	NaN	NaN	NaN
K04393	NaN	NaN	NaN	NaN	NaN
K04859	NaN	NaN	NaN	NaN	NaN
K02649	NaN	NaN	NaN	NaN	NaN
K05734	NaN	NaN	NaN	NaN	NaN
K05084	NaN	NaN	NaN	NaN	NaN
K04707	NaN	NaN	NaN	NaN	NaN
K04515	NaN	NaN	NaN	NaN	NaN
K05733	NaN	NaN	NaN	NaN	NaN
K09593	NaN	NaN	NaN	NaN	NaN
K05725	NaN	NaN	NaN	NaN	NaN
K07203	NaN	NaN	NaN	NaN	NaN
K06624	NaN	NaN	NaN	NaN	NaN
K04688	NaN	NaN	NaN	NaN	NaN
K17448	NaN	NaN	NaN	NaN	NaN
K07365	NaN	NaN	NaN	NaN	NaN
K03083	NaN	NaN	NaN	NaN	NaN
