KO number	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
K07194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	325744.22	52047821	NaN	NaN
K07870	NaN	NaN	NaN	NaN	NaN	NaN	99943374	24608820	7.3686563e+08	1.2570019e+09	4.6777738e+10	342372
K07871	NaN	NaN	NaN	NaN	NaN	NaN	1.5762937e+08	3.4065804e+08	1.6906023e+09	1.7263614e+09	1.96866e+11	NaN
K07530	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	0.0312	9.8754923e+09	NaN
K07872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.3937174e+08	58320335	3.2398527e+10	116050
K07873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8748164	0.0312	NaN	NaN
K07975	NaN	NaN	5.6208033e+12	42375.551	25780.929	35248.509	NaN	NaN	NaN	NaN	NaN	NaN
K07874	NaN	NaN	5.621122e+12	31462.586	NaN	NaN	8.0046069e+08	6.3057139e+08	1.680124e+09	4.6217277e+09	2.810551e+12	95735000
K07875	NaN	NaN	NaN	NaN	NaN	NaN	1.2078847e+09	1.3372126e+09	1.0653212e+10	4.0094823e+10	1.4829342e+12	70350000
K07876	NaN	NaN	NaN	NaN	NaN	NaN	4.0356858e+08	4.5616703e+08	4.0110103e+09	8.8584126e+09	1.1807761e+11	17719200
K07877	NaN	NaN	NaN	NaN	NaN	NaN	3.334685e+08	3.7600725e+08	8.3443041e+09	1.8496568e+10	1.0475748e+12	43460000
K07878	NaN	NaN	NaN	NaN	NaN	NaN	41239565	57876664	54933466	2.3687767e+08	3.166692e+10	18252000
K07879	NaN	NaN	NaN	NaN	NaN	NaN	23073861	21928858	0.0312	0.0312	6.3488093e+10	116416
K07880	NaN	NaN	NaN	NaN	NaN	NaN	97666445	1.3411949e+08	89057338	1.5994298e+08	3.0407912e+09	1116120
K07881	NaN	NaN	NaN	NaN	NaN	NaN	8.0475988e+08	7.575436e+08	6.6052986e+09	1.1309985e+10	1.7470074e+12	83420000
K07882	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20986337	1.8936403e+08	1.2279985e+10	NaN
K06108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	778721.03	2.9986934e+08	1.0096926e+10	NaN
K07884	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5876591e+08	2.9585363e+08	3.5678775e+10	NaN
K07885	NaN	NaN	NaN	NaN	NaN	NaN	2.9562019e+08	1.0538075e+08	7.4252225e+08	1.0412622e+09	6.2874787e+10	455260
K07886	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.6697154e+08	1.2912948e+08	2.2493425e+10	NaN
K07887	NaN	NaN	NaN	NaN	NaN	NaN	86436050	1.1516255e+08	5.6207439e+08	1.0498714e+09	6.2934536e+10	8320500
K07888	NaN	NaN	NaN	NaN	NaN	NaN	3.9116289e+08	2.5408902e+08	3.3514222e+08	1.0676198e+09	5.1655855e+10	10535000
K07889	NaN	NaN	NaN	NaN	NaN	NaN	5.133064e+08	5.1602078e+08	1.0197064e+10	1.7253032e+10	1.0074546e+12	51294000
K07890	NaN	NaN	NaN	NaN	NaN	NaN	3.9898708e+08	3.8206683e+08	1.8817607e+09	3.8274928e+09	1.2321024e+11	25425000
K07891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.5778193e+08	1.3859791e+09	4.1682502e+10	3375600
K07892	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2202855e+08	1.059285e+09	4.3388232e+11	3433800
K07893	NaN	NaN	NaN	NaN	NaN	NaN	4.5331227e+08	2.8590898e+08	7.9281647e+09	2.062957e+10	9.0910737e+11	12896000
K07894	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12170286	2.9616733e+08	NaN	NaN
K07895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31564613	55455787	NaN	NaN
K07897	NaN	NaN	2.284256e+12	25211.472	28231.216	31719.792	4.9056038e+08	6.6973461e+08	1.3938765e+10	1.7440956e+10	2.5401432e+12	82800000
K07899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0291298e+09	5.5346697e+08	3.3742167e+11	490440
K07900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	26587562	NaN	NaN
K07901	NaN	NaN	NaN	NaN	NaN	NaN	2.0996267e+08	1.7259585e+08	2.2085205e+09	5.4664467e+09	1.6005613e+11	12689100
K07902	NaN	NaN	NaN	NaN	NaN	NaN	81722637	2.5629763e+08	3.0912326e+08	6.5411946e+08	3.7352999e+09	NaN
K07903	NaN	NaN	NaN	NaN	NaN	NaN	2.8100668e+08	2.3845474e+08	7.459397e+09	1.6030155e+10	2.514963e+11	8540000
K06109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2849507e+09	4.7522152e+09	1.2182906e+11	NaN
K07904	NaN	NaN	NaN	NaN	NaN	NaN	4.5770171e+08	1.9099405e+08	0.0312	0.0312	0.0312	24840000
K07905	NaN	NaN	NaN	NaN	NaN	NaN	31361872	66342128	5.9288723e+09	2.0293887e+10	2.6934909e+12	37060000
K07906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4150516.9	0.0312	NaN	NaN
K07907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0346875e+08	1.0128831e+09	2.3315775e+10	951600
K07908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	73475136	NaN	453680
K07909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28603831	15634573	NaN	NaN
K07910	NaN	NaN	NaN	NaN	NaN	NaN	3.806005e+08	5.532484e+08	3.3990439e+09	1.4126682e+10	2.1183633e+11	15080000
K07911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.9680893e+08	32596331	NaN	NaN
K07912	NaN	NaN	NaN	NaN	NaN	NaN	44022795	42155565	1.0086119e+08	2.4542714e+08	3.499515e+10	117740
K07914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10679836	15848850	NaN	NaN
K07915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38624223	31640577	7.4063761e+08	NaN
K07916	NaN	NaN	NaN	NaN	NaN	NaN	3.1484135e+08	45722017	8.0396999e+08	3.1938711e+08	6.3914491e+09	NaN
K07917	NaN	NaN	NaN	NaN	NaN	NaN	56253060	42788334	0.0312	22499456	9.1151289e+09	117740
K07918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.3869732e+08	5.5638029e+09	1.9063092e+11	4342500
K07919	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6359196.6	1.1880014e+08	NaN	NaN
K07920	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39344096	1.4684939e+08	1.3472718e+09	NaN
K07921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.8865623e+08	2.8226505e+09	1.9582202e+11	8768000
K07922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15059895	4646190.8	NaN	NaN
K07923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6444158.1	7175203.2	3.2605509e+08	NaN
K07924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57862677	23979501	7.3927818e+10	NaN
K07925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28717265	2.2279138e+08	NaN	NaN
K07930	NaN	NaN	NaN	NaN	NaN	NaN	51301507	2.5239471e+08	3.4256783e+08	5.1885442e+08	NaN	NaN
K07931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80828635	2.9535302e+08	NaN	1772460
K07932	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2028952e+09	NaN
K07933	NaN	NaN	NaN	NaN	NaN	NaN	85172976	82439721	5.6490291e+08	4.1316234e+08	5.7438659e+10	434240
K07934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.1834392e+08	8.7334566e+08	5.2214335e+09	7291200
K07935	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58638170	2.0639299e+08	4.0448287e+09	1237650
K07976	NaN	NaN	2.7977402e+13	146793.48	222177.09	210534.4	NaN	NaN	NaN	NaN	NaN	NaN
K07937	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0355068e+10	5.538846e+10	2.5626007e+12	1.20365e+08
K07938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1033409e+08	47638053	0.0312	NaN
K07939	NaN	NaN	NaN	NaN	NaN	NaN	2.907376e+08	2.6257147e+08	5.0549405e+09	2.3978882e+10	1.0615527e+12	1.2114e+08
K07940	NaN	NaN	NaN	NaN	NaN	NaN	1.9958738e+08	1.8524777e+08	9.7741624e+08	1.7439204e+09	1.150981e+11	95940000
K07941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5891252e+09	9.6541429e+09	1.3463953e+11	44450000
K07942	NaN	NaN	1.90503e+12	9199.776	30943.287	22007.397	2.0154268e+08	2.7243672e+08	2.7222317e+09	6.7311348e+09	1.6328269e+10	16121400
K07943	NaN	NaN	NaN	NaN	4227.021	5219.457	1.3360153e+08	1.690307e+08	6.6859563e+08	3.3406908e+09	2.6234821e+11	5133600
K07944	NaN	NaN	NaN	NaN	NaN	NaN	2.9907911e+08	1.8648457e+08	1.1171609e+09	5.9312104e+09	5.5575753e+11	18200000
K07945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	0.0312	NaN	NaN
K07947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12555294	70378877	NaN	535680
K07949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1034197.3	5273340.7	0.0312	NaN
K07950	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.150881e+08	2.9115411e+08	8.3688015e+08	NaN
K07951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63715673	5.6731635e+08	9.1932563e+09	131130
K07952	NaN	NaN	4.951584e+11	525.69	NaN	NaN	NaN	NaN	61556152	1.4145053e+08	9.8477691e+08	1129620
K07955	NaN	NaN	NaN	NaN	NaN	NaN	39301882	35817012	2.4623495e+09	6.0058455e+09	2.7370651e+11	NaN
K07956	NaN	NaN	NaN	NaN	NaN	NaN	4.1363619e+08	3.7059373e+08	4.0741315e+08	1.8062363e+09	4.7191855e+10	40548000
K07958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	NaN
K07962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86258945	6356217.3	5.6016516e+08	NaN
K07977	NaN	NaN	2.5988312e+13	23507.82	359171.95	254330.19	NaN	NaN	NaN	NaN	NaN	NaN
K10062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20497795	0.0312	NaN	NaN
K10063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9026052.1	9485567.5	NaN	NaN
K10064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1961819.3	11030545	NaN	NaN
K10065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	26871289	NaN	NaN
K03991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	90391915	NaN	253648
K10083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.447473e+08	1.6498802e+09	3.367114e+10	2623920
K10087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75832044	63228590	7.7211003e+10	NaN
K10089	NaN	NaN	7.098792e+10	NaN	12789.789	22324.314	3.8668012e+08	2.7291839e+08	1.3716846e+09	3.3849807e+09	2.1321562e+11	13933100
K10090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	0.0312	NaN	NaN
K10093	NaN	NaN	NaN	NaN	NaN	NaN	77249026	1.549963e+08	8540596	1.0318173e+08	NaN	NaN
K11038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11068	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11139	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.329842e+08	1.0564535e+09	8.1157512e+09	5353500
K01197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8051475.1	0.0312	NaN	NaN
K13822	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22099450	1.5939456e+08	NaN	1846000
K13823	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24733526	1998663.4	NaN	3072300
K15053	NaN	NaN	5.57655e+11	1157.45	NaN	NaN	NaN	NaN	49704025	64113424	1.2027044e+11	2961000
K12493	NaN	NaN	3.7084446e+12	105524.68	102055.93	93220.877	8.2429461e+08	4.6755692e+08	1.3923818e+09	5.1899699e+09	1.2473316e+12	22703300
K12491	NaN	NaN	NaN	NaN	NaN	NaN	3.3930297e+08	63647033	42121763	59714638	5.175231e+09	0.0312
K12471	NaN	NaN	6.56425e+11	19552.05	24296.3	32956	58892682	37038700	7.780335e+08	2.5698561e+09	1.8627685e+11	15491410
K12479	NaN	NaN	NaN	NaN	NaN	NaN	73548280	4.1161245e+08	8.540314e+08	3.2192058e+09	2.4882804e+11	14763000
K06751	NaN	NaN	NaN	NaN	NaN	NaN	1.1064248e+09	1.5775881e+09	1.1916763e+09	2.1439213e+09	1.0918126e+11	0.0312
K02218	NaN	NaN	3.0119611e+12	37081.477	163622.93	139361.69	NaN	NaN	NaN	NaN	NaN	NaN
K01528	NaN	NaN	1.7186171e+13	85311.629	25882.587	31959.783	1.8773633e+09	1.7114833e+09	1.5923731e+10	3.3031754e+10	2.2693974e+12	1.509304e+08
K01115	NaN	NaN	1.2283207e+12	26953.245	34525.062	58565.034	NaN	NaN	4.4315281e+08	2.7418601e+08	1.1187658e+11	0.0312
K04644	NaN	NaN	NaN	NaN	NaN	NaN	5.8765203e+08	5.0456409e+08	7.6411468e+09	2.5011736e+10	2.4706501e+12	5876000
K04645	NaN	NaN	NaN	NaN	NaN	NaN	2.7681115e+08	3.6467696e+08	4.2970391e+09	8.668948e+09	4.5630698e+11	12434700
K04646	NaN	NaN	1.5481502e+14	1718207.5	1135487	1395750.2	6.6734186e+09	4.5388529e+09	1.0225941e+11	2.8139894e+11	4.1935875e+13	1.314783e+09
K11824	NaN	NaN	NaN	12274.375	31222.525	39864.3	1.5705773e+09	1.3532612e+09	8.2513109e+09	2.7569733e+10	1.015946e+12	99855700
K11825	NaN	NaN	NaN	NaN	NaN	NaN	7.7961168e+08	5.4097272e+08	1.859943e+10	5.2189648e+10	7.6569256e+11	80854800
K11826	NaN	NaN	NaN	NaN	NaN	NaN	8.6470262e+08	8.8018442e+08	4.6275986e+09	1.4357222e+10	0.0312	51060000
K11827	NaN	NaN	NaN	NaN	NaN	NaN	99818805	90174020	9.737843e+08	2.36397e+09	1.2455096e+10	636160
K12469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.3073924e+09	2.9789484e+09	3.3004237e+12	1705020
K12470	NaN	NaN	NaN	NaN	NaN	NaN	5.6085913e+08	9.8744979e+08	6.7874369e+08	4.1429453e+09	6.8229213e+10	9443000
K11247	NaN	NaN	NaN	NaN	NaN	NaN	1.6125686e+08	1.0904224e+08	4.8262968e+09	9.3609364e+09	1.1341801e+11	23883200
K11248	NaN	NaN	NaN	NaN	NaN	NaN	6.2807215e+08	5.3498966e+08	3.3018045e+09	8.6544004e+09	5.5278027e+11	24891500
K12472	NaN	NaN	NaN	NaN	NaN	NaN	3.2963896e+08	4.258921e+08	1.3383544e+09	4.6202501e+09	7.0055867e+11	4336640
K12473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6510264e+09	3.6642254e+09	1.0133368e+11	1014800
K12474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24924351	1.9762158e+08	0.0312	338800
K12475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0075482e+09	1.708939e+09	1.2357591e+12	4543000
K00909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00910	NaN	NaN	NaN	NaN	NaN	NaN	4.855985e+08	4.4044257e+08	3.7062854e+08	1.5322884e+09	3.740521e+10	1247090
K08291	NaN	NaN	NaN	NaN	NaN	NaN	37198150	3.6863146e+08	98433409	5.71084e+08	3.4456052e+10	0.0312
K13649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.4656871e+09	1.1295665e+09	1.4100022e+12	NaN
K06278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.458519e+09	1.0515285e+10	5.0856225e+11	7066600
K12958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.2339303e+08	9.344038e+08	1.2545943e+11	NaN
K12182	NaN	NaN	4.3153738e+12	27535.94	18817.988	NaN	3.3065938e+08	2.8436164e+08	4.9987548e+09	1.5137779e+10	1.5384545e+11	22144500
K12183	NaN	NaN	NaN	NaN	NaN	NaN	2.8208273e+08	3.3396097e+08	1.0513095e+09	6.0236311e+09	1.818982e+11	11622000
K12186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.1816833e+08	7.3876492e+08	3.9309177e+10	0.0312
K12187	NaN	NaN	8.950923e+08	NaN	1967.278	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12184	NaN	NaN	6.607084e+10	NaN	NaN	NaN	1.3192418e+08	1.1177304e+08	5.0429338e+08	2.7411182e+09	2.6016438e+11	2828800
K12185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.8644847e+08	1.7390834e+09	7.6265612e+10	4080840
K12188	NaN	NaN	NaN	195.953	NaN	NaN	2.2579141e+08	1.2016778e+08	3.1504806e+08	1.0227081e+09	1.3818742e+10	1635720
K12190	NaN	NaN	NaN	2164.95	NaN	NaN	3.1884096e+08	1.1034219e+08	1.190487e+09	1.6859855e+09	6.9005158e+09	4284600
K12189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.6651968e+08	1.3798905e+09	2.7441941e+11	32384000
K12195	NaN	NaN	1.6395548e+11	225.42	9845.992	12157.652	59382712	98599457	3.1163074e+08	2.3232171e+09	7.171271e+09	3075300
K12194	NaN	NaN	2.93376e+12	24923.76	16113.12	21800.16	5.7362603e+08	4.8169686e+08	2.2083351e+09	6.4074433e+09	5.3115413e+11	24023310
K12193	NaN	NaN	3.612e+11	1454.656	15317.568	18799.424	1.3676653e+08	3.0349778e+08	7.150769e+08	2.2199502e+09	9.2347629e+10	5905200
K12191	NaN	NaN	3.241496e+11	497.921	6856.025	11625.535	4.8953657e+08	6.4215423e+08	8.9624131e+08	2.1244823e+09	2.3823029e+11	459540
K12192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48288819	8.0261804e+08	9.5015223e+10	3131100
K12196	NaN	NaN	1.0323688e+13	25007.762	37036.624	40141.946	5.1100016e+08	6.9499325e+08	3.4931298e+09	1.0897258e+10	8.8868186e+11	13577200
K12199	NaN	NaN	3.114573e+12	7316.43	11693.22	11990.22	2.1073583e+08	3.9732836e+08	3.0012299e+09	1.6350161e+10	7.3827372e+11	10959900
K12197	NaN	NaN	7.181412e+12	12976.236	19445.28	21568.104	NaN	NaN	3.0577383e+08	1.9521585e+09	9.6464872e+10	529340
K12198	NaN	NaN	NaN	1497.431	12907.127	12539.124	2.9060886e+08	3.1733821e+08	1.9800688e+09	9.353557e+09	5.6448218e+11	470850
K12200	NaN	NaN	1.6963243e+12	9222.933	NaN	NaN	2.156157e+09	2.0412646e+09	1.8455029e+10	3.9172562e+10	NaN	85466700
K12476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53028463	1.1880586e+08	1.9698178e+09	3761050
K12477	NaN	NaN	NaN	NaN	NaN	NaN	7.5583153e+08	1.4886604e+09	1.6760182e+09	9.7914789e+09	7.506632e+11	24020400
K12478	NaN	NaN	NaN	NaN	NaN	NaN	5.5428093e+08	8.1484375e+08	2.9521388e+09	7.5584849e+09	4.1875698e+11	38238100
K12480	NaN	NaN	NaN	NaN	NaN	NaN	2.9091563e+08	6.6240419e+08	5.4977307e+08	5.3741015e+08	1.5830041e+11	439620
K12481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48761353	88523925	1.39199e+10	0.0312
K12482	NaN	NaN	NaN	NaN	NaN	NaN	58792049	1.0065922e+08	9.4323165e+08	1.4389129e+09	2.5853265e+11	2272680
K12483	NaN	NaN	NaN	NaN	NaN	NaN	3.6962537e+09	3.7854815e+09	4.6029e+09	2.0841355e+10	2.5916462e+12	69954000
K12484	NaN	NaN	NaN	NaN	NaN	NaN	4.7834221e+08	46271929	3.0058544e+08	2.4772429e+09	1.6772579e+11	9638130
K12485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43519075	1.0221165e+08	0.0312	NaN
K06093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85822900	3.8410986e+08	0.0312	2318840
K06069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.9875341e+09	4.741019e+09	1.4972511e+11	3343560
K12486	NaN	NaN	3.360248e+12	2322.016	17846.028	18986.176	1.0325427e+09	1.4437887e+09	1.4156146e+09	1.0721584e+10	1.7311989e+11	8952570
K05737	NaN	NaN	NaN	NaN	NaN	NaN	47130968	51048645	1.8648069e+09	4.4097169e+09	4.2907315e+11	3477770
K12487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61873865	1.5841695e+08	1.455914e+10	1669800
K12488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.6874357e+08	2.4216888e+09	2.7861689e+11	2309280
K12489	NaN	NaN	NaN	NaN	NaN	NaN	5.9137001e+08	5.6820586e+08	3.0987672e+08	7.4491467e+08	1.4237194e+10	0.0312
K12490	NaN	NaN	NaN	NaN	NaN	NaN	1.9047206e+08	4.1585298e+08	1.8488866e+09	3.2931636e+09	4.5276087e+11	1917138
K12492	NaN	NaN	8.138592e+12	82169.472	68418.24	73944.64	76653874	96454786	1.5000788e+09	7.3098681e+09	1.6757144e+10	43189200
K12494	NaN	NaN	NaN	NaN	NaN	NaN	2.7610048e+08	3.5086962e+08	46992580	3.1349873e+08	1.6932348e+10	0.0312
K12495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.7467269e+08	2.170771e+09	3.9165087e+10	0.0312
K13882	NaN	NaN	NaN	NaN	NaN	NaN	3.0404153e+09	3.7539602e+09	3.1783166e+08	1.3935594e+09	0.0312	497880
K02147	NaN	NaN	8.093635e+13	666698.38	400242.27	311928.33	4.866287e+08	8.4281734e+08	3.1352592e+09	9.9982311e+09	1.7697706e+12	85337000
K02148	NaN	NaN	1.1460512e+13	248018.79	154253.96	148446.09	20591421	54566790	1.7158153e+09	7.1600884e+09	2.6393961e+10	4240200
K02149	NaN	NaN	1.8656512e+12	15716.608	103761.15	94389.76	57493271	2.4925506e+08	4.4976425e+08	2.8114217e+09	3.4625818e+11	3779100
K02150	NaN	NaN	2.0452274e+13	561726.65	204569.11	209318.58	2.159414e+08	2.7571369e+08	1.0920832e+09	5.783413e+09	7.7769256e+11	16565800
K02151	NaN	NaN	2.92463e+11	16358.104	69809.39	86502.26	NaN	NaN	3.1526164e+08	9.6450063e+08	0.0312	4512900
K02152	NaN	NaN	6.576888e+12	108690.56	86695.518	89549.736	1.0060235e+08	1.4748382e+08	5.3045335e+08	1.6520093e+09	1.6586048e+09	7693600
K02146	NaN	NaN	1.9890975e+12	12371.355	128824.72	144948.3	2.1751179e+08	1.8811829e+08	4.9825495e+09	6.8784365e+09	2.0542527e+11	6468000
K02144	NaN	NaN	1.8917328e+13	152959.04	299229.43	280937.33	1.8291675e+08	3.0070057e+08	7.0748029e+08	2.2268215e+09	3.9432914e+11	18885300
K02155	NaN	NaN	NaN	2416.376	173885.04	158279.56	NaN	NaN	1.6649017e+09	2.7379093e+09	9.0352433e+10	830800
K03661	NaN	NaN	5.795391e+12	NaN	98960.183	82761.042	NaN	NaN	NaN	NaN	NaN	NaN
K03662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.8452438e+09	4.9940447e+09	3.8589756e+11	2053900
K13883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61995145	0.0312	NaN	NaN
K05653	NaN	NaN	NaN	NaN	NaN	NaN	1.2754465e+09	9.8943163e+08	1.6812305e+09	7.1057539e+08	1.3874564e+11	2197760
K05654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.4873083e+08	5.815136e+08	2.0120398e+10	678258
K13885	NaN	NaN	NaN	NaN	NaN	NaN	2.2437319e+08	2.6548178e+08	2.9692683e+09	1.5412216e+09	2.6600906e+11	0.0312
K08009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.1736264e+08	27376038	NaN	NaN
K08008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08010	NaN	NaN	NaN	NaN	NaN	NaN	4.5773694e+08	6.7183329e+08	11655808	2.2068152e+08	NaN	0.0312
K08012	NaN	NaN	NaN	NaN	NaN	NaN	3.2894958e+08	1.1119336e+08	NaN	NaN	NaN	NaN
K12391	NaN	NaN	NaN	NaN	NaN	NaN	9.8948494e+08	1.2518754e+09	4.5873662e+09	1.8284704e+10	4.4375906e+10	26786500
K01189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.477006e+08	1.1417732e+09	6.0146589e+10	5920200
K12309	NaN	NaN	NaN	NaN	NaN	NaN	69020008	1.2668069e+08	2.7202107e+09	3.8049031e+09	2.3553852e+11	7650100
K12316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0162219e+09	3.4300532e+09	9.9173648e+10	16564800
K01201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0976011e+09	4.7551104e+09	6.1955833e+11	14686400
K01217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5481136.8	3598653.8	NaN	NaN
K01204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2134773e+08	1.2174653e+09	0.0312	7644600
K01205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.9026589e+08	5.4271365e+08	0.0312	876740
K01202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0312	1.7692174e+08	NaN	0.0312
K01195	NaN	0.0312	NaN	NaN	NaN	NaN	1.0674613e+08	5.2653894e+08	3.916534e+08	2.0756697e+09	1.8575676e+11	930930
K01192	NaN	NaN	NaN	NaN	NaN	NaN	20650547	65567349	2.3048536e+08	1.723952e+08	1.2086248e+09	NaN
K12311	NaN	NaN	NaN	NaN	NaN	NaN	1.2580869e+08	1.064309e+08	6.4665538e+08	1.5781497e+09	1.1521977e+11	7451070
