Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
TOTAL	TOTAL	1	1	1	1	1	1	1	1	1	1	1	1
MAPPED	TOTAL	0.8202	0.9079	0.8747	0.9206	0.8541	0.8558	0.8272	0.8324	0.821	0.8218	0.8841	0.8963
Genetic Information Processing	TOTAL	0.2905	0.321	0.3782	0.3448	0.3527	0.307	0.3552	0.353	0.3793	0.3575	0.2882	0.3583
-Transcription	TOTAL	0.02391	0.02042	0.009005	0.00453	0.007599	0.005987	0.04489	0.04204	0.0433	0.03526	0.03539	0.03802
-Translation	TOTAL	0.1243	0.2244	0.2449	0.2115	0.2284	0.1963	0.1116	0.1099	0.1583	0.1439	0.07946	0.1391
-Folding, Sorting and Degradation	TOTAL	0.1267	0.06085	0.1166	0.1252	0.1036	0.08896	0.1532	0.1491	0.1266	0.129	0.1229	0.1449
-DNA Maintenance	TOTAL	0.05791	0.02243	0.01718	0.008209	0.02224	0.023	0.05585	0.0566	0.0616	0.05769	0.06716	0.04136
-RNA Family	TOTAL	0	3.677e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	TOTAL	0.001027	0.006305	0.004622	0.003269	0.00629	0.00565	0.01997	0.01914	0.02737	0.02815	0.01849	0.02681
-Signal Transduction	TOTAL	0.001027	0.006244	0.002885	0.002466	0.003529	0.003341	0.007497	0.008397	0.01014	0.01116	0.007008	0.01057
-Signaling Molecules and Interaction	TOTAL	0	0.0001792	0.00268	0.001471	0.002798	0.002308	0.01517	0.01372	0.01882	0.01943	0.01263	0.01907
Cellular Processes	TOTAL	0.04837	0.01086	0.01589	0.01542	0.02672	0.02571	0.1007	0.09368	0.1287	0.1668	0.3011	0.2027
-Hemoglobin	TOTAL	0	0	0	0	0	0	0	0	1.657e-06	2.646e-06	0	1.539e-05
-Vesicular Transport	TOTAL	0	0	0.004382	0.003408	0.003646	0.003626	0.02058	0.02135	0.01453	0.01577	0.01931	0.01854
-Cytoskeleton	TOTAL	0.02061	0.003272	0.003103	0.005531	0.001948	0.002219	0.05762	0.04968	0.09366	0.1205	0.2502	0.1588
-Cell Motility	TOTAL	0.005774	0.005333	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	TOTAL	0.02301	0.003078	0.009268	0.006798	0.02069	0.01986	0.01575	0.01545	0.01259	0.0148	0.01127	0.01265
-Cell Communication	TOTAL	0	0	0.0003512	0.0005406	0.0006692	0.0006514	0.01963	0.01958	0.0157	0.02945	0.06407	0.01769
Metabolism	TOTAL	0.4846	0.5805	0.4656	0.5479	0.4617	0.5108	0.2608	0.2829	0.2039	0.1903	0.2149	0.2714
-Membrane Transport	TOTAL	0.04607	0.06063	0.02237	0.01696	0.0206	0.01488	0.003083	0.002361	0.003517	0.002264	0.001517	0.0007193
-Central Carbon Metabolism	TOTAL	0.1921	0.1418	0.1661	0.1825	0.1875	0.1827	0.0932	0.1098	0.04878	0.05071	0.06792	0.136
-Energy Metabolism	TOTAL	0.06678	0.04601	0.03665	0.05461	0.04318	0.0468	0.02435	0.02844	0.01618	0.01352	0.008781	0.03289
-Biosynthesis	TOTAL	0.09684	0.2089	0.15	0.1988	0.1331	0.1704	0.05372	0.05889	0.05553	0.05076	0.05938	0.04838
-Other Enzymes	TOTAL	0.197	0.1983	0.1693	0.2029	0.162	0.2	0.1227	0.1338	0.09604	0.09071	0.08924	0.1084
Organismal Systems	TOTAL	0	6e-05	0.003873	0.003125	0.003585	0.004201	0.04236	0.04005	0.03743	0.03826	0.04071	0.03459
-Immune System	TOTAL	0	0	0.002163	0.002251	0.000888	0.00113	0.02451	0.02571	0.009962	0.0106	0.0126	0.01174
-Endocrine System	TOTAL	0	0	0.0003237	0.0003161	0.0003055	0.0003179	0.008114	0.006754	0.009089	0.009227	0.01916	0.0059
-Circulatory System	TOTAL	0	0	6.092e-05	3.87e-05	0.0006209	0.0006077	0.001979	0.001749	0.004298	0.005808	0.002194	0.004279
-Digestive System	TOTAL	0	6e-05	0.0005757	0.0001632	0.0004088	0.0004123	0.003621	0.003715	0.008029	0.007768	0.005528	0.003285
-Excretory System	TOTAL	0	0	0.001958	0.002303	0.001706	0.001488	0.006645	0.005725	0.005252	0.007012	0.01298	0.004602
-Nervous System	TOTAL	0	2.626e-11	0.0001052	0.0001082	0.0006209	0.0006077	0.003824	0.003481	0.004056	0.004129	0.002279	0.003707
-Sensory System	TOTAL	0	0	0.0003787	3.61e-05	9.419e-05	0.0001359	0.0004492	0.0003392	0.0007935	0.0009533	0.0002192	2.877e-05
-Development	TOTAL	0	0	9.595e-05	0.0004291	0	0	0.001842	0.001661	0.003297	0.003957	0.004597	0.01443
-Environmental Adaptation	TOTAL	0	0	0.0001894	0.0001184	9.135e-05	7.217e-05	0.003328	0.002739	0.003322	0.003045	0.003053	0.001522
Human Diseases	TOTAL	0.08934	0.01086	0.02205	0.02672	0.01967	0.02215	0.0906	0.08623	0.07395	0.07154	0.1098	0.05814
-Cancers	TOTAL	0.002667	7.112e-05	0.00114	0.002111	0.0007892	0.0007721	0.01166	0.01164	0.01038	0.01056	0.008209	0.004957
-Immune System Diseases	TOTAL	0	7.232e-05	0.0003496	0.0008495	0.004731	0.005275	0.005204	0.004456	0.01776	0.01305	0.001368	0.00881
-Neurodegenerative Diseases	TOTAL	0	0	0.01337	0.01184	0.01039	0.01306	0.0367	0.03184	0.02337	0.02146	0.02694	0.0139
-Cardiovascular Diseases	TOTAL	0	0	0.0001065	0.000302	0.0001022	0.000123	0.01482	0.01214	0.01003	0.01628	0.05006	0.01108
-Metabolic Diseases	TOTAL	0.0504	0.004633	0.00206	0.004658	0	0	0.00428	0.007512	0.005025	0.004752	0.01556	0.009465
-Infectious Diseases	TOTAL	0.08934	0.01086	0.008424	0.01597	0.00756	0.007316	0.03237	0.03335	0.02123	0.02092	0.02897	0.02389
Not Mapped	TOTAL	0.1798	0.09211	0.1253	0.07939	0.1459	0.1442	0.1728	0.1676	0.179	0.1782	0.1159	0.1037
-Not Mapped	TOTAL	0.1798	0.09211	0.1253	0.07939	0.1459	0.1442	0.1728	0.1676	0.179	0.1782	0.1159	0.1037
TOTAL	MAPPED	1.219	1.101	1.143	1.086	1.171	1.169	1.209	1.201	1.218	1.217	1.131	1.116
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.3542	0.3535	0.4324	0.3745	0.4129	0.3588	0.4294	0.4241	0.4621	0.435	0.326	0.3998
-Transcription	MAPPED	0.02915	0.02249	0.0103	0.004921	0.008896	0.006996	0.05427	0.05051	0.05274	0.04291	0.04003	0.04242
-Translation	MAPPED	0.1515	0.2471	0.28	0.2297	0.2674	0.2294	0.1349	0.132	0.1928	0.175	0.08988	0.1552
-Folding, Sorting and Degradation	MAPPED	0.1545	0.06702	0.1333	0.136	0.1213	0.1039	0.1851	0.1791	0.1542	0.157	0.139	0.1617
-DNA Maintenance	MAPPED	0.0706	0.02471	0.01965	0.008917	0.02604	0.02687	0.06752	0.06799	0.07504	0.07019	0.07597	0.04615
-RNA Family	MAPPED	0	4.05e-10	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.001252	0.006944	0.005285	0.003551	0.007364	0.006602	0.02415	0.023	0.03334	0.03426	0.02091	0.02991
-Signal Transduction	MAPPED	0.001252	0.006878	0.003298	0.002678	0.004132	0.003904	0.009063	0.01009	0.01235	0.01357	0.007926	0.01179
-Signaling Molecules and Interaction	MAPPED	0	0.0001974	0.003064	0.001597	0.003275	0.002697	0.01834	0.01648	0.02292	0.02364	0.01429	0.02128
Cellular Processes	MAPPED	0.05897	0.01196	0.01816	0.01675	0.03128	0.03004	0.1217	0.1125	0.1567	0.2029	0.3406	0.2261
-Hemoglobin	MAPPED	0	0	0	0	0	0	0	0	2.018e-06	3.219e-06	0	1.717e-05
-Vesicular Transport	MAPPED	0	0	0.005009	0.003702	0.004269	0.004237	0.02488	0.02564	0.0177	0.01919	0.02184	0.02068
-Cytoskeleton	MAPPED	0.02513	0.003603	0.003548	0.006008	0.002281	0.002593	0.06966	0.05968	0.1141	0.1466	0.283	0.1772
-Cell Motility	MAPPED	0.00704	0.005874	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	MAPPED	0.02805	0.00339	0.0106	0.007384	0.02423	0.02321	0.01905	0.01856	0.01533	0.01801	0.01274	0.01411
-Cell Communication	MAPPED	0	0	0.0004016	0.0005872	0.0007835	0.0007612	0.02373	0.02352	0.01912	0.03584	0.07247	0.01974
Metabolism	MAPPED	0.5909	0.6393	0.5323	0.5951	0.5406	0.5969	0.3153	0.3399	0.2483	0.2316	0.2431	0.3028
-Membrane Transport	MAPPED	0.05616	0.06678	0.02557	0.01843	0.02412	0.01739	0.003727	0.002837	0.004285	0.002754	0.001715	0.0008026
-Central Carbon Metabolism	MAPPED	0.2342	0.1562	0.1898	0.1983	0.2196	0.2135	0.1127	0.1319	0.05942	0.0617	0.07682	0.1517
-Energy Metabolism	MAPPED	0.08142	0.05068	0.0419	0.05932	0.05056	0.05468	0.02943	0.03417	0.01971	0.01645	0.009932	0.03669
-Biosynthesis	MAPPED	0.1181	0.2301	0.1715	0.2159	0.1559	0.1991	0.06494	0.07075	0.06764	0.06176	0.06716	0.05398
-Other Enzymes	MAPPED	0.2402	0.2184	0.1936	0.2204	0.1896	0.2337	0.1483	0.1607	0.117	0.1104	0.1009	0.1209
Organismal Systems	MAPPED	0	6.609e-05	0.004428	0.003394	0.004197	0.004908	0.0512	0.04811	0.04559	0.04656	0.04604	0.03859
-Immune System	MAPPED	0	0	0.002473	0.002445	0.00104	0.001321	0.02964	0.03089	0.01213	0.0129	0.01425	0.01309
-Endocrine System	MAPPED	0	0	0.00037	0.0003434	0.0003577	0.0003715	0.009809	0.008114	0.01107	0.01123	0.02167	0.006582
-Circulatory System	MAPPED	0	0	6.965e-05	4.204e-05	0.000727	0.0007101	0.002392	0.002101	0.005236	0.007067	0.002482	0.004774
-Digestive System	MAPPED	0	6.609e-05	0.0006582	0.0001773	0.0004786	0.0004818	0.004378	0.004463	0.00978	0.009452	0.006252	0.003665
-Excretory System	MAPPED	0	0	0.002239	0.002502	0.001997	0.001738	0.008033	0.006877	0.006397	0.008531	0.01468	0.005134
-Nervous System	MAPPED	0	2.893e-11	0.0001203	0.0001175	0.000727	0.0007101	0.004623	0.004182	0.004941	0.005025	0.002578	0.004136
-Sensory System	MAPPED	0	0	0.000433	3.921e-05	0.0001103	0.0001588	0.0005431	0.0004074	0.0009666	0.00116	0.000248	3.21e-05
-Development	MAPPED	0	0	0.0001097	0.0004661	0	0	0.002227	0.001995	0.004016	0.004815	0.0052	0.0161
-Environmental Adaptation	MAPPED	0	0	0.0002165	0.0001286	0.000107	8.433e-05	0.004024	0.003291	0.004046	0.003705	0.003454	0.001698
Human Diseases	MAPPED	0.1089	0.01196	0.02521	0.02903	0.02303	0.02588	0.1095	0.1036	0.09008	0.08705	0.1241	0.06487
-Cancers	MAPPED	0.003252	7.833e-05	0.001303	0.002293	0.000924	0.0009022	0.0141	0.01398	0.01264	0.01285	0.009285	0.005531
-Immune System Diseases	MAPPED	0	7.966e-05	0.0003997	0.0009227	0.005539	0.006164	0.006291	0.005353	0.02164	0.01587	0.001548	0.009829
-Neurodegenerative Diseases	MAPPED	0	0	0.01528	0.01286	0.01217	0.01526	0.04437	0.03825	0.02846	0.02611	0.03047	0.0155
-Cardiovascular Diseases	MAPPED	0	0	0.0001218	0.000328	0.0001197	0.0001438	0.01791	0.01459	0.01222	0.01981	0.05662	0.01237
-Metabolic Diseases	MAPPED	0.06145	0.005104	0.002355	0.00506	0	0	0.005174	0.009024	0.006121	0.005783	0.0176	0.01056
-Infectious Diseases	MAPPED	0.1089	0.01196	0.009631	0.01735	0.008852	0.008549	0.03913	0.04006	0.02586	0.02546	0.03277	0.02666
Not Mapped	MAPPED	0.2192	0.1015	0.1433	0.08623	0.1708	0.1685	0.2089	0.2013	0.2181	0.2168	0.1311	0.1157
-Not Mapped	MAPPED	0.2192	0.1015	0.1433	0.08623	0.1708	0.1685	0.2089	0.2013	0.2181	0.2168	0.1311	0.1157
TOTAL	Genetic Information Processing	4.419	3.249	2.687	3.032	2.896	3.376	2.946	2.986	2.73	2.881	3.879	2.997
MAPPED	Genetic Information Processing	3.625	2.949	2.35	2.791	2.473	2.889	2.437	2.485	2.242	2.368	3.43	2.687
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.1076	0.06427	0.02404	0.01344	0.02192	0.01979	0.1276	0.1216	0.119	0.1016	0.1302	0.1096
-Translation	Genetic Information Processing	0.5405	0.7308	0.6548	0.6289	0.6565	0.6564	0.3208	0.3217	0.4311	0.4109	0.3047	0.4133
-Folding, Sorting and Degradation	Genetic Information Processing	0.4383	0.1962	0.3095	0.3644	0.2978	0.2966	0.436	0.4334	0.3427	0.3685	0.4372	0.4116
-DNA Maintenance	Genetic Information Processing	0.2126	0.06989	0.04618	0.02477	0.06233	0.07436	0.1584	0.1636	0.1654	0.1643	0.2331	0.1171
-RNA Family	Genetic Information Processing	0	1.192e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.004621	0.02075	0.0126	0.009625	0.01807	0.01867	0.05691	0.05656	0.07349	0.0805	0.06416	0.0772
-Signal Transduction	Genetic Information Processing	0.004621	0.02017	0.007863	0.007317	0.01014	0.01104	0.02209	0.02468	0.02754	0.0312	0.02553	0.03043
-Signaling Molecules and Interaction	Genetic Information Processing	0	0.000579	0.007118	0.004376	0.008011	0.007629	0.0431	0.03968	0.04998	0.05434	0.0491	0.05622
Cellular Processes	Genetic Information Processing	0.2018	0.03519	0.04242	0.04575	0.07514	0.08399	0.2966	0.2829	0.3502	0.4795	1.143	0.5837
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	4.485e-06	7.557e-06	0	4.428e-05
-Vesicular Transport	Genetic Information Processing	0	0	0.0117	0.01011	0.01047	0.01205	0.05816	0.06455	0.03818	0.0444	0.07549	0.05318
-Cytoskeleton	Genetic Information Processing	0.07683	0.01063	0.008319	0.01624	0.005459	0.007161	0.1674	0.1436	0.2515	0.3432	0.8997	0.4573
-Cell Motility	Genetic Information Processing	0.02552	0.01661	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.09714	0.009944	0.02488	0.02013	0.05945	0.06612	0.04412	0.04548	0.03442	0.04179	0.04088	0.0369
-Cell Communication	Genetic Information Processing	0	0	0.0009322	0.001568	0.001911	0.002121	0.05644	0.05772	0.04169	0.08265	0.2322	0.05269
Metabolism	Genetic Information Processing	2.023	1.886	1.253	1.661	1.333	1.72	0.7684	0.8551	0.552	0.5497	0.8041	0.8168
-Membrane Transport	Genetic Information Processing	0.1797	0.1944	0.06006	0.05025	0.05891	0.04944	0.009315	0.007049	0.009341	0.006423	0.005685	0.002073
-Central Carbon Metabolism	Genetic Information Processing	0.6613	0.4414	0.4462	0.5508	0.537	0.604	0.2664	0.3174	0.1282	0.1444	0.2464	0.378
-Energy Metabolism	Genetic Information Processing	0.2336	0.1491	0.09826	0.1656	0.125	0.1579	0.07356	0.07987	0.04418	0.03903	0.03233	0.09476
-Biosynthesis	Genetic Information Processing	0.4075	0.6824	0.4022	0.5951	0.3775	0.5737	0.1536	0.1702	0.1516	0.1414	0.2061	0.1384
-Other Enzymes	Genetic Information Processing	0.7638	0.6428	0.4521	0.5979	0.4633	0.6752	0.353	0.3842	0.2577	0.2574	0.3488	0.3052
Organismal Systems	Genetic Information Processing	0	0.0001945	0.01029	0.009274	0.01016	0.01396	0.1204	0.1159	0.0994	0.1094	0.1543	0.1036
-Immune System	Genetic Information Processing	0	0	0.005775	0.006512	0.002583	0.003816	0.06934	0.07284	0.02618	0.02984	0.04573	0.0338
-Endocrine System	Genetic Information Processing	0	0	0.0008577	0.000938	0.0008846	0.001073	0.02313	0.01988	0.02482	0.02665	0.07372	0.01768
-Circulatory System	Genetic Information Processing	0	0	0.0001637	0.0001168	0.001784	0.002019	0.005829	0.00522	0.01168	0.01661	0.007614	0.01232
-Digestive System	Genetic Information Processing	0	0.0001945	0.001537	0.0004843	0.001145	0.00133	0.01032	0.01093	0.02192	0.02243	0.01976	0.009458
-Excretory System	Genetic Information Processing	0	0	0.005198	0.00668	0.004901	0.004943	0.01926	0.01682	0.01443	0.0202	0.04783	0.01325
-Nervous System	Genetic Information Processing	0	8.309e-11	0.0002828	0.0003265	0.001791	0.002033	0.01093	0.01006	0.01089	0.01176	0.008396	0.01035
-Sensory System	Genetic Information Processing	0	0	0.001015	0.0001066	0.000274	0.0004587	0.00128	0.0009811	0.002085	0.002684	0.0007955	8.29e-05
-Development	Genetic Information Processing	0	0	0.0002576	0.001268	0	0	0.005565	0.004932	0.008927	0.01103	0.01685	0.04121
-Environmental Adaptation	Genetic Information Processing	0	0	0.0005019	0.0003524	0.0002609	0.0002398	0.009515	0.007919	0.008918	0.008673	0.01088	0.004248
Human Diseases	Genetic Information Processing	0.3968	0.03581	0.05889	0.08102	0.05648	0.07297	0.2676	0.2638	0.2011	0.2014	0.4044	0.1652
-Cancers	Genetic Information Processing	0.009331	0.0002216	0.003055	0.006401	0.002285	0.002607	0.03345	0.03608	0.02764	0.03017	0.03165	0.01428
-Immune System Diseases	Genetic Information Processing	0	0.0002322	0.0009386	0.002458	0.01351	0.01718	0.01509	0.0131	0.04882	0.03759	0.005308	0.02651
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0.03569	0.03514	0.02968	0.04254	0.1081	0.09761	0.0638	0.06112	0.09776	0.03863
-Cardiovascular Diseases	Genetic Information Processing	0	0	0.0002816	0.000879	0.0002919	0.0004007	0.04204	0.03527	0.02684	0.04536	0.1842	0.03172
-Metabolic Diseases	Genetic Information Processing	0.2005	0.01503	0.005499	0.01376	0	0	0.0122	0.02187	0.01334	0.01342	0.05734	0.02716
-Infectious Diseases	Genetic Information Processing	0.3968	0.03581	0.02296	0.04867	0.02119	0.02361	0.09781	0.09706	0.05797	0.05907	0.1124	0.06672
Not Mapped	Genetic Information Processing	0.7946	0.2992	0.3368	0.2407	0.4224	0.4869	0.5091	0.5003	0.4889	0.5133	0.4495	0.3108
-Not Mapped	Genetic Information Processing	0.7946	0.2992	0.3368	0.2407	0.4224	0.4869	0.5091	0.5003	0.4889	0.5133	0.4495	0.3108
TOTAL	-Transcription	260.9	85.39	345.3	476.1	243.5	286.9	25.46	27.47	24.82	30.89	33	28.19
MAPPED	-Transcription	214	77.52	302	438.3	208	245.5	21.06	22.87	20.38	25.39	29.18	25.27
Genetic Information Processing	-Transcription	75.38	26.28	128.6	162.6	85.26	86.33	9.043	9.696	9.233	10.8	9.178	9.785
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	32.42	19.21	83.98	98.71	55.37	56.31	2.846	3.019	3.955	4.346	2.527	3.948
-Folding, Sorting and Degradation	-Transcription	33.04	5.024	39	59.26	25.73	25.33	3.816	4.054	3.142	3.871	3.973	3.89
-DNA Maintenance	-Transcription	10.74	1.285	5.548	3.748	3.235	3.849	1.433	1.624	1.521	1.783	2.109	1.107
-RNA Family	-Transcription	0	2.467e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.1204	0.4744	1.598	1.387	1.423	1.401	0.4976	0.5105	0.6411	0.8463	0.5939	0.7648
-Signal Transduction	-Transcription	0.1204	0.4744	0.8163	0.7504	0.8039	0.8229	0.1856	0.2085	0.2393	0.3115	0.2272	0.2983
-Signaling Molecules and Interaction	-Transcription	0	0.01203	0.7816	0.5303	0.6313	0.6082	0.3654	0.3466	0.4265	0.52	0.3929	0.5131
Cellular Processes	-Transcription	12.04	0.8236	4.757	6.612	6.244	7.092	2.515	2.554	3.179	5.024	9.7	5.694
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	4.112e-05	8.077e-05	0	0.0004085
-Vesicular Transport	-Transcription	0	0	0.8799	0.8981	0.8817	1.04	0.524	0.5485	0.3525	0.4722	0.5975	0.4855
-Cytoskeleton	-Transcription	4.454	0.2793	1.019	2.609	0.4434	0.5715	1.383	1.277	2.276	3.469	7.787	4.531
-Cell Motility	-Transcription	1.507	0.3656	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	5.735	0.2065	2.877	3.014	4.866	5.394	0.369	0.4107	0.3053	0.4391	0.3597	0.3404
-Cell Communication	-Transcription	0	0	0.1175	0.255	0.1629	0.1827	0.4787	0.5192	0.3795	0.8929	1.921	0.4916
Metabolism	-Transcription	126.4	49.56	160.8	260.9	110.7	145.2	6.517	7.718	5.061	5.853	6.854	7.585
-Membrane Transport	-Transcription	8.013	5.247	7.724	7.868	5.02	4.269	0.07401	0.06363	0.08488	0.06787	0.04663	0.02028
-Central Carbon Metabolism	-Transcription	40.21	10.58	53.61	73.67	35.31	36.9	2.123	2.591	1.183	1.567	2.157	3.741
-Energy Metabolism	-Transcription	11.16	3.345	9.53	20.67	8.464	9.451	0.5845	0.6819	0.374	0.385	0.2898	0.9273
-Biosynthesis	-Transcription	19.99	15.58	37.33	69.56	29.24	47.65	1.449	1.65	1.31	1.448	1.815	1.325
-Other Enzymes	-Transcription	51.39	15.54	58.86	95.7	39.44	46.73	3.005	3.468	2.357	2.755	2.886	2.867
Organismal Systems	-Transcription	0	0.004884	0.8827	1.292	0.7891	0.8934	1.003	1.046	0.8783	1.119	1.221	0.9524
-Immune System	-Transcription	0	0	0.5501	0.7519	0.2328	0.3352	0.6125	0.7062	0.2417	0.3174	0.365	0.3349
-Endocrine System	-Transcription	0	0	0.06052	0.09373	0.03558	0.04636	0.2001	0.1722	0.2101	0.2628	0.5519	0.1626
-Circulatory System	-Transcription	0	0	0.01967	0.01843	0.1295	0.1507	0.051	0.04712	0.108	0.1794	0.07221	0.1221
-Digestive System	-Transcription	0	0.004884	0.156	0.05728	0.06986	0.08548	0.08892	0.09501	0.1889	0.2172	0.157	0.09371
-Excretory System	-Transcription	0	0	0.4264	1.086	0.4127	0.4268	0.1463	0.1301	0.1213	0.1988	0.4346	0.1313
-Nervous System	-Transcription	0	1.385e-09	0.03398	0.04025	0.08171	0.1034	0.1031	0.1006	0.1002	0.1276	0.07119	0.09925
-Sensory System	-Transcription	0	0	0.06307	0.01599	0.0247	0.0403	0.01108	0.008067	0.01925	0.02855	0.006349	0.0008112
-Development	-Transcription	0	0	0.03313	0.1901	0	0	0.04251	0.03815	0.08184	0.1179	0.1451	0.3802
-Environmental Adaptation	-Transcription	0	0	0.05131	0.0427	0.02224	0.0207	0.08454	0.0736	0.08204	0.09411	0.08521	0.04075
Human Diseases	-Transcription	13.85	0.5572	5.278	9.382	3.266	4.429	2.257	2.343	1.708	2.142	3.446	1.538
-Cancers	-Transcription	0.1937	0.003749	0.2878	0.772	0.16	0.1892	0.28	0.2968	0.2534	0.3169	0.2505	0.1398
-Immune System Diseases	-Transcription	0	0.005886	0.1182	0.3817	0.9268	1.149	0.1146	0.1017	0.4292	0.3817	0.04503	0.2419
-Neurodegenerative Diseases	-Transcription	0	0	3.028	5.28	1.645	2.272	0.9169	0.8485	0.5696	0.6552	0.8567	0.3654
-Cardiovascular Diseases	-Transcription	0	0	0.0279	0.09004	0.02073	0.02852	0.3692	0.3289	0.2455	0.4848	1.453	0.2903
-Metabolic Diseases	-Transcription	13.15	0.3956	0.7112	2.064	0	0	0.1056	0.1992	0.122	0.1423	0.4537	0.2504
-Infectious Diseases	-Transcription	3.737	0.5572	2.085	4.648	1.357	1.354	0.7772	0.857	0.4907	0.6189	0.8188	0.6439
Not Mapped	-Transcription	46.91	7.865	43.27	37.8	35.52	41.37	4.4	4.603	4.445	5.503	3.825	2.924
-Not Mapped	-Transcription	46.91	7.865	43.27	37.8	35.52	41.37	4.4	4.603	4.445	5.503	3.825	2.924
TOTAL	-Translation	8.242	4.507	4.162	4.841	4.428	5.165	9.305	9.452	6.509	7.112	13.8	7.301
MAPPED	-Translation	6.76	4.092	3.641	4.456	3.782	4.42	7.697	7.868	5.344	5.845	12.2	6.544
Genetic Information Processing	-Translation	2.392	1.446	1.557	1.649	1.553	1.568	3.235	3.252	2.436	2.513	3.769	2.616
-Transcription	-Translation	0.1953	0.09135	0.03672	0.02138	0.03401	0.03071	0.4126	0.3955	0.2777	0.2473	0.4665	0.2755
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	1.043	0.2733	0.4819	0.6008	0.4562	0.4543	1.377	1.381	0.8021	0.9108	1.638	1.05
-DNA Maintenance	-Translation	0.4734	0.1011	0.07144	0.0396	0.09821	0.1182	0.5034	0.521	0.401	0.4141	0.8658	0.3018
-RNA Family	-Translation	0	1.657e-09	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.008386	0.02841	0.01913	0.01546	0.02754	0.02892	0.1797	0.1765	0.1782	0.1966	0.2326	0.1929
-Signal Transduction	-Translation	0.008386	0.02784	0.01194	0.01163	0.01545	0.01726	0.06835	0.07937	0.06431	0.07905	0.08991	0.07604
-Signaling Molecules and Interaction	-Translation	0	0.0007988	0.01114	0.007195	0.01239	0.01192	0.1394	0.1279	0.1251	0.1411	0.1712	0.1393
Cellular Processes	-Translation	0.3954	0.04884	0.06477	0.07331	0.118	0.1319	0.9287	0.8797	0.8334	1.178	4.047	1.459
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	1.04e-05	1.859e-05	0	0.0001107
-Vesicular Transport	-Translation	0	0	0.01787	0.01608	0.01605	0.01847	0.1841	0.2001	0.09298	0.1113	0.2478	0.1338
-Cytoskeleton	-Translation	0.1685	0.01474	0.01287	0.02645	0.008602	0.01139	0.5291	0.4573	0.605	0.8569	3.23	1.149
-Cell Motility	-Translation	0.04759	0.02399	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.1896	0.01378	0.0381	0.03268	0.0912	0.1021	0.1428	0.1418	0.07986	0.1045	0.1492	0.0916
-Cell Communication	-Translation	0	0	0.001452	0.002585	0.002943	0.003327	0.1766	0.1797	0.1012	0.2124	0.848	0.1296
Metabolism	-Translation	3.904	2.603	1.939	2.671	2.031	2.62	2.378	2.658	1.31	1.347	2.832	1.973
-Membrane Transport	-Translation	0.3763	0.2732	0.09249	0.08075	0.09071	0.07609	0.02904	0.02192	0.0233	0.01608	0.02038	0.005137
-Central Carbon Metabolism	-Translation	1.549	0.6343	0.6904	0.8805	0.8304	0.9438	0.8418	1.011	0.3122	0.3606	0.8994	0.9777
-Energy Metabolism	-Translation	0.5504	0.2073	0.152	0.2643	0.1905	0.2408	0.2293	0.2635	0.1038	0.09522	0.119	0.2349
-Biosynthesis	-Translation	0.7808	0.9416	0.6223	0.9622	0.5862	0.8862	0.4852	0.5421	0.3564	0.3554	0.748	0.3504
-Other Enzymes	-Translation	1.587	0.892	0.6927	0.983	0.7123	1.018	1.099	1.213	0.6204	0.6444	1.185	0.7939
Organismal Systems	-Translation	0	0.0002699	0.01589	0.01475	0.01578	0.02145	0.3893	0.3767	0.2425	0.2709	0.5768	0.2505
-Immune System	-Translation	0	0	0.008819	0.01064	0.003882	0.005786	0.2203	0.2339	0.06375	0.07482	0.1669	0.08446
-Endocrine System	-Translation	0	0	0.001352	0.001492	0.001348	0.001635	0.07302	0.06201	0.05846	0.06501	0.2504	0.04278
