KO number	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
K14721	NaN	NaN	1.2461e+10	24.015	83.716	71.132	NaN	NaN	NaN	NaN	1.7392258e+08	2620
K03040	7747.63	10200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03043	2745.995	6576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03046	5982.347	5559	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03086	2124.877	1674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03087	NaN	622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02405	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03088	NaN	297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03089	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03092	NaN	154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03048	719.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03060	NaN	6266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00926	81.726	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K17722	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K17723	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K16904	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12814999	NaN
K01948	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63356283	2194139.9	3.760147e+10	0.0002
K09023	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09020	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09021	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K16329	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K16328	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01240	NaN	NaN	2.9389e+09	NaN	36.885	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00943	310.559	104	1.0047e+09	11.358	NaN	NaN	4016888.2	1951351.2	9490549.5	35713659	4.3497942e+09	275000
K11541	NaN	NaN	2.4485e+11	2182.23	654.806	693.154	NaN	NaN	NaN	NaN	NaN	NaN
K01955	NaN	3505	1.8623e+11	3657.832	340.458	5052.682	NaN	NaN	NaN	NaN	NaN	NaN
K01956	NaN	3821	3.8549e+10	415.746	70.868	803.434	NaN	NaN	NaN	NaN	NaN	NaN
K00609	NaN	16940	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00610	NaN	19102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01465	NaN	2241	6.8456e+09	439.272	281.608	208.791	NaN	NaN	NaN	NaN	NaN	NaN
K00226	NaN	917	1.3785e+10	1075.756	1583.346	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00254	NaN	NaN	NaN	NaN	NaN	NaN	43773.304	51244.807	2924897.3	3264074.7	26401929	0.0002
K13421	NaN	NaN	NaN	NaN	NaN	NaN	1768662.1	2313434.4	13839476	36601745	1.6378999e+09	148000
K00762	NaN	0.0002	4.533e+10	114.308	386.46	277.876	NaN	NaN	NaN	NaN	NaN	NaN
K01591	NaN	719	9.1333e+10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00945	NaN	573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13800	NaN	NaN	1.4726e+10	184.554	148.575	102.553	3038094.1	1820811.5	29409039	40447352	5.1779002e+09	230000
K13809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49434.136	3654.5043	NaN	NaN
K09903	114.416	1985	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00944	NaN	NaN	NaN	NaN	NaN	NaN	4127393.3	2034960	3209672	10574171	2.9821796e+09	12900
K01937	NaN	1409	9.7629e+10	509.131	690.447	NaN	2006635.2	2130771.6	31127931	81765296	5.468967e+09	369840
K01494	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00876	670.154	0.0002	1.4922e+09	16.825	NaN	NaN	326150.39	615739.18	5329767.3	9815773.6	2.4757406e+09	1490
K00757	NaN	4397	NaN	NaN	NaN	NaN	NaN	NaN	2527464.5	11630184	1.5168046e+08	23000
K00761	212.488	17945	2.0878e+10	473.024	NaN	NaN	NaN	NaN	111946.36	448200.32	33367031	NaN
K00207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50957.373	34674.939	26184142	NaN
K01464	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01485	NaN	2820	5.2515e+10	28.477	208.875	160.482	NaN	NaN	NaN	NaN	NaN	NaN
K00384	1928.735	4020	4.760505e+10	920.058	1029.662	959.516	229368.38	90499.688	29780845	55743901	1.4299223e+10	83400
K01489	NaN	713	7.0615e+08	5.625	49.11	78.143	NaN	NaN	4416712.5	447630.87	5.1233066e+08	4750
K00758	2435.436	192	NaN	NaN	NaN	NaN	9759934.6	1750463.3	5368706.5	171825.76	1.9762908e+08	NaN
K00857	1209.546	0.0002	NaN	NaN	NaN	NaN	341972.36	304022.02	3302840.3	24269418	4.9473626e+08	619000
K05607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	802507.06	1336323.5	1.0544972e+08	NaN
K05605	NaN	NaN	1.8203e+09	8.99	92.004	87.764	392327.9	1880249.7	3448995.2	12002982	4.6443453e+08	8550
K01580	NaN	2399	1.0801e+10	77.44	29.218	36.078	NaN	NaN	NaN	NaN	NaN	NaN
K15918	NaN	NaN	77087000	89.372	30.668	66.015	NaN	NaN	NaN	NaN	NaN	NaN
K01738	NaN	39043	3.456127e+11	1062.271	25.28	31.472	NaN	NaN	NaN	NaN	NaN	NaN
K01739	NaN	1256	7.85209e+09	14.122	108.996	137.914	NaN	NaN	NaN	NaN	NaN	NaN
K01079	NaN	183	2.3047e+10	45.426	286.374	419.884	433278.1	341281.35	14375927	49256971	1.7188423e+09	13300
K08968	NaN	NaN	7.4116e+09	6.829	60.715	65.912	NaN	NaN	NaN	NaN	NaN	NaN
K02610	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02611	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02609	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01557	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2173770	6709897.8	1.6667009e+08	22500
K01915	NaN	8098	2.6217e+10	894.195	3234.038	5139.422	NaN	NaN	595019.8	604323.66	1.5298872e+08	NaN
K01649	NaN	4352	2.115e+10	93.462	232.912	903.48	NaN	NaN	NaN	NaN	NaN	NaN
sce_YIL051C	NaN	NaN	3.0169e+11	1305.056	93.04	30.449	NaN	NaN	NaN	NaN	NaN	NaN
sce_YAL044C	NaN	NaN	5.4667e+09	301.48	205.352	1401.968	NaN	NaN	NaN	NaN	NaN	NaN
K02613	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00831	NaN	13533	2.5996e+10	1305.534	376.306	1010.946	543222.31	1180395.1	25948950	44471434	1.5354134e+09	53400
K01653	NaN	1686	8.0121e+08	164.112	218.821	534.77	NaN	NaN	NaN	NaN	NaN	NaN
K01652	NaN	4199	8.6509e+10	1628.463	1031.527	1273.725	NaN	NaN	NaN	NaN	NaN	NaN
K01704	NaN	11316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01695	NaN	5359	1.1872e+11	2015.798	463.545	869.961	NaN	NaN	NaN	NaN	NaN	NaN
K01696	NaN	3349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00618	NaN	NaN	57656000	2.539	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00058	NaN	15571	1.359192e+11	1152.171	223.588	1406.01	1208843.8	1571042.7	83517473	1.701833e+08	2.3423214e+10	147000
K00680	NaN	NaN	NaN	4.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00547	NaN	74	3.0654e+10	376.819	350.404	460.823	NaN	NaN	NaN	NaN	NaN	NaN
K02618	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02614	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09699	NaN	NaN	NaN	NaN	NaN	NaN	1286319.7	1138459.6	3076029.9	4040970	5.3281889e+08	0.0002
K02612	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01703	NaN	5772	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00813	NaN	9430	1.09803e+11	1465.068	42.272	54.5	6743890.2	8462808.4	75190293	1.8735683e+08	2.0902133e+09	884000
K03334	NaN	NaN	NaN	NaN	NaN	NaN	143520.98	1083385.4	NaN	NaN	NaN	NaN
K00278	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01424	NaN	459	1.1341e+10	175.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01914	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13566	NaN	NaN	NaN	NaN	NaN	NaN	1287407.6	2575423.5	10191622	11129554	1.8275959e+09	232000
K14260	NaN	184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01744	NaN	412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01940	NaN	10470	5.5927e+10	3720.182	37.506	5891.171	NaN	NaN	1.2414742e+08	30923620	15967997	5450
K01755	NaN	1663	6.0956e+10	1321.454	61.336	800.876	259199.71	885834.12	273266.8	6698868.2	1.0881031e+08	10100
K01437	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K00264	NaN	NaN	1.9194e+11	2024.319	266.067	583.641	NaN	NaN	NaN	NaN	NaN	NaN
K00265	NaN	4493	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00266	NaN	3650	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00260	NaN	NaN	5.1881e+10	17.362	41.236	102.348	NaN	NaN	NaN	NaN	NaN	NaN
K00261	NaN	NaN	NaN	NaN	NaN	NaN	3461438.1	3163139	29223712	34836306	1.1089075e+10	12800
K00262	NaN	7482	1.830415e+11	1907.047	1825.583	4778.644	NaN	NaN	NaN	NaN	NaN	NaN
K00294	NaN	NaN	3.1968e+10	152.534	99.879	194.206	NaN	NaN	995845.83	3063729.9	60197907	3060
K13821	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01425	NaN	0.0002	NaN	NaN	NaN	NaN	1122685.1	1548453.1	8066458.8	46494182	1.4693898e+08	68800
K00928	NaN	1573	3.1692e+10	335.897	286.167	924.461	NaN	NaN	NaN	NaN	NaN	NaN
K12524	NaN	5102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12525	NaN	281	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00133	NaN	20035	2.7511e+11	2161.446	340.251	846.421	NaN	NaN	NaN	NaN	NaN	NaN
K00003	NaN	NaN	1.398e+11	3200.603	200.586	302.439	NaN	NaN	NaN	NaN	NaN	NaN
K00872	NaN	658	3.7818e+09	214.066	207.01	435.492	NaN	NaN	NaN	NaN	NaN	NaN
K01733	NaN	9394	1.6587e+11	2847.29	1577.544	1889.095	NaN	NaN	NaN	NaN	NaN	NaN
K01620	NaN	1012	3.6503e+10	570.144	3104.112	3157.702	NaN	NaN	NaN	NaN	NaN	NaN
K00639	NaN	26	NaN	NaN	NaN	NaN	NaN	NaN	1090367.9	1207296.3	0.0002	605
K00060	NaN	181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00643	NaN	NaN	2.2863e+10	121.978	66.309	113.607	NaN	NaN	25768.012	143539.67	0.0002	NaN
K00274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	738030.46	15005526	1.4970401e+08	1470
K00276	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00281	NaN	951	1.9106e+10	195.783	209.289	788.082	NaN	NaN	81527.832	582261.32	NaN	NaN
K00282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00613	NaN	NaN	NaN	NaN	NaN	NaN	148976.85	1702371.1	6944.8581	65370.857	NaN	NaN
K00542	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10767874	5320737.4	2.0789935e+08	17400
K00108	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	71005.404	85252.698	NaN	NaN
K00130	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00544	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002
K00314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	163646.46	355332.08	NaN	NaN
K00552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01697	NaN	NaN	2.3923e+11	4239.76	1378.823	1355.604	NaN	NaN	9245851.6	6832927.5	2.0254004e+09	1380
K01758	NaN	NaN	6.3329e+10	1444.511	761.73	630.722	49963.085	329375.96	10174800	6438527.7	0.0002	NaN
K01752	NaN	0.0002	2.2372e+10	NaN	415.47	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01754	NaN	0.0002	1.7218e+10	330.036	108.375	267.641	NaN	NaN	NaN	NaN	NaN	NaN
K01753	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12235	NaN	NaN	NaN	NaN	NaN	NaN	88860.374	279985.58	91242.773	711859.61	17695019	2140
K06001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00640	NaN	426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12339	NaN	1540	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01760	NaN	1904	9.7355e+08	1.894	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14155	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00549	NaN	39859	7.9581e+11	9435.545	3731.773	5963.326	NaN	NaN	NaN	NaN	NaN	NaN
K00789	768.225	6816	2.75403e+11	2202.639	2605.134	2679.48	6471116.2	4963786.1	57353838	1.0810497e+08	3.4073965e+09	200800
K01611	NaN	0.0002	5.4986e+09	106.744	258.193	223.631	NaN	NaN	80504.957	157339.32	0.0002	0.0002
K00797	NaN	721	1.8093e+10	728.137	316.628	240.774	2839091.4	2879969.5	18489679	50427734	4.963257e+09	159000
K00802	NaN	NaN	1.0776e+09	17.853	21.343	NaN	NaN	NaN	16969989	28942079	5.4629312e+08	127000
K01243	NaN	1239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00772	NaN	NaN	2.3122e+10	87.349	37.299	57.827	500218.4	393903.54	14754413	22448307	1.1097533e+10	300000
K08963	NaN	NaN	7.243e+09	219.013	62.165	NaN	469841.4	1033363.8	5050531.7	2120068.4	69333055	3370
K08964	NaN	NaN	1.8127e+09	0.676	NaN	NaN	384877.76	804003.97	161803.26	404132.9	4.6465993e+08	15800
K09880	NaN	NaN	4.4702e+09	56.728	38.75	28.658	467679.81	508693.41	2753199.4	12947946	1.3052057e+09	14400
K08967	NaN	NaN	1.3936e+09	2.513	42.687	25.638	131257.56	794828.78	13777862	13907919	1.2845536e+09	47700
K00832	NaN	2400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00838	NaN	NaN	5.8224e+10	2431.627	470.383	1103.315	NaN	NaN	NaN	NaN	NaN	NaN
K00815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01251	NaN	NaN	9.1526e+11	5133.435	2394.808	2013.704	7520239	6652034.2	1.0723081e+08	4.2670163e+08	7.5101762e+09	815070
K07173	NaN	7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00651	NaN	1264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00641	NaN	NaN	2.3954e+09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05396	NaN	1506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00826	NaN	3324	7.1764e+10	1687.778	304.609	523	2105658.5	2461497.6	4809012.6	36334209	2.1034715e+08	69020
K00166	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1406645.2	2215328.6	1.0244128e+09	2020
K00167	NaN	NaN	NaN	NaN	NaN	NaN	166994.05	261142.91	668568.91	752840.33	0.0002	0.0002
K00253	NaN	NaN	NaN	NaN	NaN	NaN	254804.93	1406243.6	3051094.6	4431155.9	1356398.8	5450
K11538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74500.05	520686.06	0.0002	0.0002
K08683	NaN	NaN	NaN	NaN	NaN	NaN	8515888.3	7221485.9	59087950	60587164	1.3076705e+10	1310000
K00020	NaN	NaN	NaN	NaN	NaN	NaN	921687.41	961552.95	5114705.9	8765138.1	3.3005973e+09	53300
K00157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18634.885	48424.366	0.0002	NaN
K01968	NaN	NaN	NaN	NaN	NaN	NaN	810468.1	1064542.5	461919.49	1123776.4	58282927	1230
K01969	NaN	NaN	NaN	NaN	NaN	NaN	1135502.2	2338826.3	4674160.1	5458838.4	2.2172741e+09	12700
K01702	NaN	NaN	3.2096e+11	1854.563	1713.686	1322.596	NaN	NaN	NaN	NaN	NaN	NaN
K00053	NaN	24648	4.9809e+11	6234.942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01687	NaN	133	1.6369e+11	1698.377	862.23	1408.569	NaN	NaN	NaN	NaN	NaN	NaN
K00835	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00052	NaN	5491	1.4585e+08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01714	NaN	1609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00215	NaN	1853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00674	NaN	7680	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00821	NaN	3833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01439	NaN	124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01778	NaN	365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01586	NaN	389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00841	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01705	NaN	NaN	1.826e+10	560.334	117.699	644.283	NaN	NaN	NaN	NaN	NaN	NaN
K05824	NaN	NaN	3.8359e+10	801.606	88.482	266.106	NaN	NaN	NaN	NaN	NaN	NaN
K00825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	290483.13	1167422.3	NaN	NaN
K00143	NaN	NaN	1.7578e+10	259.02	281.815	1888.583	NaN	NaN	NaN	NaN	NaN	NaN
K00293	NaN	NaN	4.6143e+10	1300.65	388.118	3963.695	NaN	NaN	NaN	NaN	NaN	NaN
K00290	NaN	NaN	1.2592e+10	329.434	830.941	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	178029.97	1024234.1	52460928	0.0002
K00930	NaN	1613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00145	NaN	556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01582	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01423	NaN	NaN	2.25399e+10	23.413	85.166	89.811	NaN	NaN	NaN	NaN	NaN	NaN
K00474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49097.061	218660.3	0.0002	0.0002
K00471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8029016.2	19897603	2.9059646e+09	67500
K13645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7879133.6	17840699	2.0642349e+09	34400
K13646	NaN	NaN	NaN	NaN	NaN	NaN	87022.72	86828.499	7201283.8	10314047	1.347782e+09	89000
K13647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11703	NaN	NaN	NaN	NaN	NaN	NaN	174819.13	137125.95	14054725	15763225	3.5696364e+09	19000
K00933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80061626	38350972	4.1130458e+09	92200
K01470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01584	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01585	NaN	1652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01480	NaN	1828	NaN	NaN	NaN	NaN	NaN	NaN	833251.88	853500.71	1.6557963e+08	NaN
K10536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12251	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01581	NaN	0.0002	3.5271e+09	15.164	22.379	27.634	NaN	NaN	25968.511	36447.314	0.0002	NaN
K11182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002
K09251	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00137	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00657	NaN	101	NaN	NaN	NaN	NaN	NaN	NaN	72142.324	0.0002	16651052	NaN
K00673	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01484	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00840	NaN	69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06447	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05526	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09470	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09471	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09472	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00819	NaN	NaN	7.2012e+09	414.27	354.341	116.165	NaN	NaN	12414217	50938704	1.0455175e+09	47000
K00286	NaN	1030	5.1264e+10	660.052	253.841	288.366	4142932.3	3731417.1	43070985	86186857	3.8847172e+09	220900
K00318	NaN	NaN	1.6855e+09	0.018	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K01750	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00931	NaN	552	1.7591e+10	124.381	254.67	205.208	NaN	NaN	NaN	NaN	NaN	NaN
K00147	NaN	730	4.5714e+10	817.567	138.007	126.4	NaN	NaN	NaN	NaN	NaN	NaN
K12657	NaN	NaN	NaN	NaN	NaN	NaN	3780249.6	3644813.5	20192996	49579408	1.740229e+09	45700
K00472	NaN	NaN	NaN	NaN	NaN	NaN	794323.19	1287308.8	15431369	43765907	1.2283691e+08	102400
K11394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K00611	NaN	2407	1.6684e+10	125.613	1129.955	1395.264	NaN	NaN	NaN	NaN	NaN	NaN
K01476	NaN	NaN	1.2643e+10	440.395	591.19	724.115	NaN	NaN	469420.39	5071566.9	7327959	3490
K01457	NaN	NaN	3.354e+10	225.559	36.47	91.858	NaN	NaN	NaN	NaN	NaN	NaN
K01478	2419.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00619	NaN	581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00620	NaN	NaN	4.5159e+10	507.254	417.542	515.58	NaN	NaN	NaN	NaN	NaN	NaN
K11067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002
K12659	NaN	NaN	5.914e+10	1993.477	417.128	515.068	NaN	NaN	NaN	NaN	NaN	NaN
