KO number	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
K14721	NaN	NaN	1.2461e+10	24.015	83.716	71.132	NaN	NaN	NaN	NaN	1.7392258e+08	2620
K03040	7747.63	10200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03043	2745.995	6576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03046	5982.347	5559	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03086	2124.877	1674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03087	NaN	622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02405	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03088	NaN	297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03089	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03092	NaN	154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03048	719.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03060	NaN	6266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03064	NaN	NaN	9.6543e+09	169.166	429.976	302.183	3530763	2219673.8	25058622	96505854	9.7833275e+08	833000
K03065	NaN	NaN	1.8754e+10	333.694	NaN	NaN	4269622.4	3717737.7	27330323	96245804	7.649615e+09	649000
K03063	NaN	NaN	4.1261e+09	112.551	54.291	56.803	3836970.4	4465287.8	24390314	67315139	6.0900208e+09	353000
K06696	NaN	NaN	NaN	NaN	NaN	NaN	11699577	13462465	27977974	81718279	3.3768946e+09	597000
K06697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11136411	35609380	9.5099334e+08	401000
K06698	NaN	NaN	NaN	NaN	NaN	NaN	2978507.7	3691192	33859948	75968283	4.9557628e+09	345000
K06699	NaN	NaN	1.8341e+09	14.32	30.668	NaN	150347.18	122260.58	1120633.6	4628295.7	3.5705968e+08	10100
K02730	NaN	NaN	4.8958e+10	132.312	662.059	662.706	5073162.1	4646977.8	54128047	1.0428268e+08	8.2720055e+09	755000
K02726	NaN	NaN	3.1769e+10	383.511	700.394	464.661	7099088	6177621.8	21535999	58614290	8.5761917e+09	1920000
K02728	NaN	NaN	1.3189e+10	240.835	525.503	411.184	6175289.8	7284058.3	44767074	1.0575036e+08	4.9183593e+09	693000
K02731	NaN	NaN	1.1944e+10	181.753	418.164	280.434	4165009.8	4459266.4	70509062	2.0399528e+08	1.3221254e+10	534000
K02729	NaN	NaN	5.8445e+10	254.24	633.256	540.911	18259569	16670148	92686742	1.790394e+08	1.0274435e+10	1770000
K02725	NaN	NaN	1.615e+10	271.594	690.862	NaN	13706023	15580383	47676476	77456169	5.4718442e+09	623000
K02727	NaN	NaN	1.189e+10	649.66	504.781	434.469	11942989	10175179	31789359	1.1324028e+08	5.1880671e+09	96300
K02738	NaN	NaN	1.0076e+10	54.907	476.807	NaN	242918.51	349414.04	26348305	51177057	3.2038956e+09	197000
K02739	NaN	NaN	5.1672e+09	87.705	703.295	NaN	1109167.1	1582471.9	13063840	22632356	1.2189147e+09	224000
K02735	NaN	NaN	9.9054e+08	48.238	NaN	NaN	14177442	12531484	37668273	1.0943081e+08	2.7693303e+09	528000
K02734	NaN	NaN	1.7413e+10	74.287	NaN	NaN	9367427.5	11142190	37098010	61967843	7.9712565e+09	539000
K02737	NaN	NaN	1.1873e+10	20.596	NaN	NaN	NaN	NaN	43628571	65571933	4.1274969e+09	273000
K02732	NaN	NaN	2.5682e+09	78.795	NaN	NaN	12089014	12791016	41879616	79826510	1.1327497e+10	369000
K02736	NaN	NaN	8.7937e+09	37.996	608.804	520.953	11228377	10110236	32146990	75374033	5.6092082e+09	134000
K02741	NaN	NaN	NaN	NaN	NaN	NaN	7120761.9	6177093.8	600520.08	1377441.6	NaN	15500
K02733	NaN	NaN	NaN	NaN	NaN	NaN	2226634.1	2828667	200839.29	777434.17	8159673.5	NaN
K02740	NaN	NaN	NaN	NaN	NaN	NaN	4388936.7	5302450.8	21963.541	8613796.9	6.5462797e+08	5640
K11598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06700	NaN	NaN	NaN	NaN	NaN	NaN	325890.75	433058.36	3269461.9	23203883	1.1638194e+09	5920
K11599	NaN	NaN	NaN	0.398	NaN	NaN	NaN	NaN	2610500.2	4036129.9	0.0002	21700
K01338	NaN	2319	NaN	NaN	NaN	NaN	NaN	NaN	603367.23	2822368	21398109	0.0002
K01358	NaN	6506	NaN	NaN	NaN	NaN	2722109.3	4055394.3	10646803	6085727	1.5386948e+09	5730
K01377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65621.002	294410.41	NaN	NaN
K07747	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	149792.13	0.0002	NaN
K01380	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01379	NaN	NaN	NaN	NaN	NaN	NaN	910829.09	466450.12	12010669	58132582	4.6602816e+09	312000
K01383	NaN	NaN	1.5561e+09	13.797	93.869	51.174	NaN	NaN	NaN	NaN	NaN	NaN
K01381	NaN	NaN	2.8458e+10	485.432	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63104.316	78819.031	38049654	0.0002
K04522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	267415.51	182699.19	NaN	NaN
K09595	NaN	NaN	NaN	NaN	NaN	NaN	113811.33	207723.71	9475741.3	36240422	4.4293259e+09	1670
K09596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	804786.5	549846.48	35129994	NaN
K09597	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45514.677	89565.814	1084997.3	NaN
K09598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K02654	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02464	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01355	NaN	1057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03605	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08567	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08315	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	826330.5	686055.26	23234737	NaN
K01366	NaN	NaN	NaN	NaN	NaN	NaN	2906580.3	1829791	69698.112	178680.67	NaN	NaN
K01375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	9057616.3	NaN
K08569	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9874.2127	0.0002	NaN	NaN
K08568	NaN	NaN	NaN	NaN	NaN	NaN	511832.03	703773.58	18472665	20490009	1.8536992e+09	65700
K01372	NaN	NaN	1.874e+10	295.37	51.597	83.414	597820.65	801834.26	5087663.2	24539531	4.8188378e+08	65200
K08574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9631.5896	682171.65	NaN	0.0002
K08576	NaN	NaN	NaN	NaN	NaN	NaN	27681.062	26808.504	333390.33	929927.66	75571556	1330
K08581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002
K08582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36901.026	31238.949	0.0002	0.0002
K08583	NaN	NaN	NaN	NaN	NaN	NaN	2323190.5	1993058.3	17687799	1.0570038e+08	4.9874253e+08	276000
K01369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	406927.15	3244528.5	9.5876367e+08	1170
K01370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2244136.3	111989.97	NaN	NaN
K02186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	746500	863539.1	83634798	1950
K02187	NaN	NaN	NaN	NaN	NaN	NaN	587725.31	1603752.3	1644678.6	4329002.3	30758035	40700
K04394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	122714.37	1209903.3	0.0002	17700
K04396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	643203.43	5030212.1	27717043	14400
K04397	NaN	NaN	NaN	NaN	NaN	NaN	176452.41	453002.81	6566627.4	16298170	2.4120925e+08	22700
K04398	NaN	NaN	NaN	NaN	NaN	NaN	271207.52	55517.595	1162764.7	3827875.1	7.6495519e+08	10700
K04399	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74161.568	60602.978	62325102	1310
K04400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	164475.14	38959.192	14352712	NaN
K04401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	71177109	NaN
K07369	NaN	NaN	NaN	NaN	NaN	NaN	199734.64	325553.05	646833.27	869624.99	90651025	0.0002
K01304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75369.736	188393.27	20664054	2350
K01072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9410366.8	33917476	5.8813822e+08	31500
K01951	NaN	5470	2.3761e+11	1461.969	NaN	NaN	1503861.5	1493761.7	20852346	30514308	3.2505349e+09	125000
K11540	NaN	NaN	NaN	NaN	NaN	NaN	1069049.8	1090305.4	7347478.8	26364038	5.5255847e+09	59000
K09473	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13694	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13695	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00764	NaN	529	1.4097e+10	112.067	172.405	608.973	944335.26	1870888.3	5470806.9	22935724	1.4773147e+09	12000
K00820	NaN	2951	3.4075e+10	257.462	NaN	NaN	1366083.3	2275756.8	17212086	54023283	8.1005877e+08	159650
K01953	NaN	1253	8.7298e+10	4143.222	2419.674	5919.061	1463416.8	1460941.7	25387674	80702211	4.7311705e+09	178000
K11988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K02365	NaN	NaN	NaN	5.664	NaN	NaN	NaN	NaN	17477.032	143740.48	19569994	689
K08342	NaN	NaN	NaN	NaN	NaN	NaN	228505.14	81054.113	678657.61	3054006.4	0.0002	10600
K05520	NaN	372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63404126	1.9642119e+08	2.2837252e+10	2230000
K03152	NaN	788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1731101.8	22911225	5.451284e+08	126930
K13717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38615.055	58150.623	0.0002	0.0002
K13718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71256.62	377219.35	1.0995973e+08	1680
K12348	NaN	NaN	NaN	NaN	NaN	NaN	360893.08	262789.25	921044.07	5276666.2	4.5088991e+08	5880
K13720	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40916.055	425342.06	44069891	NaN
K11140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70466.293	144900.09	34891928	NaN
K11141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28280.953	25977.951	NaN	NaN
K01254	NaN	NaN	1.4649e+10	33.382	47.246	116.677	3689564.2	3075566.1	18001346	41842986	6.2257478e+09	182000
K01256	NaN	1593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13721	NaN	NaN	4.5321e+10	703.488	151.061	147.893	NaN	NaN	NaN	NaN	NaN	NaN
K08776	NaN	NaN	NaN	NaN	NaN	NaN	3364685.4	3266752.2	16198014	48596247	5.6365686e+09	114000
K01257	NaN	NaN	NaN	NaN	NaN	NaN	1242387.1	1176477.1	1494009.3	3082028.1	8.3382535e+08	3410
K01260	NaN	NaN	NaN	NaN	NaN	NaN	758904.6	1798905.2	991241.45	2631549.9	2.2151696e+09	33900
K09604	NaN	NaN	NaN	NaN	NaN	NaN	1492814.4	1697616.7	1576065.8	4437722.7	3.0917319e+08	8330
K09605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	0.0002	NaN
K13723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	145711.3	785642.74	NaN	NaN
K01283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09708	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01392	NaN	NaN	NaN	NaN	NaN	NaN	1052371.5	1971060.8	10194682	14866839	3.8394382e+08	23700
K01393	NaN	NaN	NaN	NaN	NaN	NaN	1003163.8	539689.34	4433143.7	22279876	5.7263476e+08	5000
K01405	NaN	NaN	2.271e+10	270.908	163.702	188.833	NaN	NaN	NaN	NaN	NaN	NaN
K01414	NaN	1322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01284	NaN	918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01410	NaN	NaN	2.8197e+09	3.103	24.037	29.681	176348.8	239867.2	1875266.5	1726841	1.4248551e+08	0.0002
K08602	3808.434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19280.878	298841.01	NaN	NaN
K01403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002
K07763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	214009.14	3706802	0.0002	2690
K07995	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13372.003	0.0002	NaN	NaN
K01395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	190936.78	214692.09	10145594	0.0002
K09608	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4279.3026	0.0002	NaN	NaN
K13047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	263289.42	165620.3	NaN	NaN
K06834	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	610594.6	652825.85	2.2728386e+08	3810
K06704	NaN	NaN	NaN	NaN	NaN	NaN	88429.783	96283.574	1564199.8	3386904	23340951	6460
K06835	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99780.484	121359.71	0.0002	NaN
K06836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	260389.99	91788.368	7404700.7	0.0002
K06059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91851.441	983530.52	32933215	0.0002
K08608	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002
K08617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	5524.0952	NaN	NaN
K08622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002
K08625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002
K08626	NaN	NaN	NaN	NaN	NaN	NaN	47626.22	31703.464	0.0002	17500.033	NaN	0.0002
K01389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1179777.8	2251541.2	0.0002	NaN
K01415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2384190.5	4441978.4	9.0272581e+08	21300
K09610	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	241468.74	0.0002	1131198	NaN
K06577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K08780	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08637	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	820985.28	11569599	NaN	21700
K01291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08783	NaN	NaN	6.9693e+09	15.62	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	994793.23	2182884.9	2.6204875e+08	0.0002
K01294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3385.7398	8673.6411	0.0002	NaN
K01296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1610751	78743.121	52655832	NaN
K08641	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01407	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01408	NaN	NaN	1.5155e+10	129.801	NaN	NaN	1624415.5	1951753.4	5549639.1	17757638	5.7621022e+08	6040
K01412	NaN	NaN	5.06141e+10	137.578	189.603	337.493	3109672.9	5083130	21090569	29018370	2.753938e+09	47600
K01411	NaN	NaN	NaN	NaN	NaN	NaN	567607.96	366306.78	5649829.4	13677935	1.3905129e+09	21100
K07263	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11142	NaN	NaN	NaN	NaN	NaN	NaN	12075732	9866192.5	8634735.9	39548259	4.1890908e+09	280000
K07751	NaN	3363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	905991.31	762500.68	1.3088005e+08	0.0002
K01268	NaN	NaN	1.0762e+10	203.959	29.425	66.015	NaN	NaN	NaN	NaN	NaN	NaN
K01267	NaN	NaN	NaN	NaN	NaN	NaN	1615366.1	1354938.2	2328893.7	16018306	4.005508e+08	146000
K01273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	187120.75	0.0002	NaN	NaN
K01293	NaN	NaN	1.9117e+10	300.794	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01258	NaN	424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08660	NaN	NaN	7.9092e+10	1074.987	163.494	NaN	2806800.6	7620550.4	8170386.9	75188559	3.8489559e+09	358000
K14262	NaN	NaN	5.5212e+09	42.167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01270	NaN	3426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02083	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1103209	2675999.4	1.4322717e+08	27200
K01409	196.143	0.0002	1.7352861e+10	11.358	72.94	74.203	704624.59	339322.54	3712071.2	8766859.7	2.5912087e+08	20809
K01265	NaN	2205	3.12721e+10	310.051	450.49	406.835	795479.91	1202010.5	18786843	26389779	1.4705017e+09	314000
K01271	NaN	1608	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14213	NaN	NaN	NaN	NaN	NaN	NaN	638708.86	1220650.5	3666136.8	22086683	2.2094009e+08	40700
K01262	NaN	1188	7.5749e+08	37.358	103.401	NaN	457709.79	371965.01	5465169.1	15519988	8.0705773e+08	24800
K14208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08326	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01264	NaN	NaN	2.4677e+11	996.51	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09612	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	492984.3	1279980.9	NaN	NaN
K01305	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08955	NaN	NaN	1.4132e+10	91.213	49.939	39.609	203148.19	192553.24	3152299.7	5619562.3	1.1379973e+09	0.0002
K07762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	NaN
K06013	NaN	NaN	1.0694e+10	292.315	383.766	252.033	161489.02	130213.23	22555642	24405742	8.5434291e+08	11100
K03799	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07387	NaN	108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01277	NaN	NaN	NaN	NaN	NaN	NaN	1478207.8	2845521.5	5984267	25326576	5.0017926e+08	45300
K11749	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07261	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01310	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	544710.44	463509.7	NaN	NaN
K01319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	43580.949	NaN	0.0002
K01352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26773.002	0.0002	NaN	NaN
K01353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K01324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01351	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103982.3	454328.2	NaN	NaN
K01312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4559804.7	1.0777949e+08	NaN	NaN
K08664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	384120.65	50283.937	NaN	NaN
K09625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2708099.4	2297965.7	8.0418378e+08	NaN
K09627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55746.468	29023.019	NaN	NaN
K03993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K01332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2412.896	16429.945	NaN	NaN
K01335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1996497.7	NaN
K01333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20218.944	62227.725	NaN	NaN
K01313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22541.235	117241.78	NaN	NaN
K01321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3317.0789	45432.907	NaN	NaN
K08665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15696.007	121369.8	NaN	NaN
K09631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K01343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9003.3738	30096.023	NaN	677
K01348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26565.136	111154.02	NaN	0.0002
K01315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002	NaN	NaN
K04775	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04772	NaN	1176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04691	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08670	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9804.5113	69248.076	NaN	NaN
K09633	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	683554.38	99772.678	NaN	NaN
K09635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01322	NaN	NaN	NaN	NaN	NaN	NaN	607813.8	442856.29	5782388.4	11203192	7.3396193e+08	43700
K08787	NaN	NaN	NaN	3.316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	344013.35	1494116.9	NaN	NaN
K08655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57239.895	330023.12	15703905	1070
K08656	NaN	NaN	NaN	NaN	NaN	NaN	373375.81	406688.79	1266863.6	4510940.4	96193762	16700
K01303	NaN	NaN	NaN	NaN	NaN	NaN	825583.18	1839639.2	5308431.9	28674648	2.5981724e+09	63200
K08674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0002	0.0002
K01354	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13702	NaN	NaN	NaN	NaN	NaN	NaN	551264.3	853259.71	6162301.5	9486596.2	6.4419847e+08	66800
K13704	NaN	NaN	NaN	NaN	NaN	NaN	305681.78	238962.45	981496.27	2725070.8	21563978	19900
K14349	NaN	NaN	NaN	NaN	NaN	NaN	159556.97	47283.556	10144683	7469674.8	95811799	3880
K01288	NaN	NaN	8.2576e+09	88.056	133.033	143.237	NaN	NaN	NaN	NaN	NaN	NaN
K09645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53140.896	362326.52	0.0002	NaN
K09646	NaN	NaN	NaN	NaN	NaN	NaN	215274.31	382220.67	995495.44	5427137.6	1.5404323e+08	1990
K07258	NaN	3234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07262	NaN	0.0002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
