Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Immune System	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	2.648	Inf	Inf	1.159	Inf	Inf	3.68	Inf	Inf	4.533	Inf	Inf	7.516	39.02	Inf	8.452	42.3	Inf	3.471	19.9	2172	2.934	20.01	948.7	3.088	73.44	158.9	5.368	42.03	365.3
-Endocrine System	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0.05429	Inf	Inf	0.1715	Inf	Inf	0	Inf	Inf	0	Inf	Inf	5.205	33.1	Inf	2.299	16.47	Inf	1.346	9.518	1069	2.431	20.24	977	0.4369	18.96	49.83	5.724	63.34	782.5
-Circulatory System	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0.7758	5.658	Inf	0.843	5.622	Inf	1.228	8.855	1496	1.75	16.44	796.2	0.6988	12.76	64.42	0.4865	10.65	97.7
-Digestive System	-Environmental Adaptation	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0.7752	5.664	Inf	0.7547	5.826	Inf	1.026	12.16	1681	1.238	9.826	670	1.524	30.41	98.42	1.768	12.05	204.2
-Excretory System	-Environmental Adaptation	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	Inf	0.006245	Inf	Inf	0	Inf	Inf	0	Inf	Inf	1.19	7.579	Inf	1.486	8.699	Inf	1.117	4.496	1615	1.267	4.827	1027	0.7248	16.47	73.74	0.9285	9.726	119.6
-Nervous System	-Environmental Adaptation	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	Inf	0	Inf	Inf	0	Inf	NaN	0	Inf	NaN	0.5828	11.37	Inf	0.5911	10.95	Inf	0.7532	5.663	357.5	0.7041	7.241	209.5	0.3443	26.89	88.1	0.7691	18.04	272
-Sensory System	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	0.3026	Inf	0	0.2627	Inf	0.001124	1.747	206.1	0.009579	2.552	133.5	6.707e-15	0.5095	6.067	0	0.02724	1.786
-Development	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0.335	4.201	Inf	0.3608	4.386	Inf	0.2832	3.184	481.3	0.3322	3.994	500.1	0.7187	16.73	248	0.6393	12.32	2283
-Environmental Adaptation	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	1	NaN	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1
Human Diseases	-Environmental Adaptation	Inf	Inf	NaN	Inf	Inf	Inf	19.65	Inf	Inf	101	Inf	Inf	39.29	Inf	Inf	46.37	Inf	Inf	28.23	191.7	Inf	31.78	211.2	Inf	31.53	257.3	37430	24.87	264.4	13930	23.27	593.5	2124	41.18	378.9	6632
-Cancers	-Environmental Adaptation	Inf	NaN	NaN	Inf	Inf	NaN	0.658	Inf	Inf	2.711	Inf	Inf	0.9903	Inf	Inf	0.7027	Inf	Inf	1.584	16.13	Inf	2.284	18.27	Inf	2.176	20.2	2473	2.187	20.1	1475	1.346	29.68	171.1	2.187	19.23	386.1
-Immune System Diseases	-Environmental Adaptation	NaN	NaN	NaN	Inf	NaN	NaN	0.7206	Inf	Inf	2.46	Inf	Inf	7.623	Inf	Inf	9.227	Inf	Inf	1.008	9.875	Inf	1.01	10.49	Inf	11.94	102.4	1311	7.167	76.65	980.7	0.8302	25.87	84.26	8.07	159.1	1443
-Neurodegenerative Diseases	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	10.72	Inf	Inf	21.71	Inf	Inf	7.945	Inf	Inf	15.62	Inf	Inf	15.91	83.51	Inf	17.56	88.91	Inf	9.434	75.93	5876	7.336	56.06	2105	7.433	182.1	461.8	8.963	99.67	726.7
-Cardiovascular Diseases	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	1.551	13.2	Inf	0.8843	9.43	Inf	1.496	16.63	1312	0.9062	10.68	462.9	2.456	67.94	207.4	1.647	21.14	214.6
-Metabolic Diseases	-Environmental Adaptation	Inf	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0	0.02339	Inf	0	0.02449	Inf	0.001404	0.05089	10.63	0.0004863	0.01788	13.13	0	0.004901	443.2	0	0.01118	550.6
-Infectious Diseases	-Environmental Adaptation	Inf	Inf	NaN	Inf	Inf	Inf	3.729	Inf	Inf	14.84	Inf	Inf	22.73	Inf	Inf	20.82	Inf	Inf	6.441	69.33	Inf	8.171	85.15	Inf	6.482	48.25	3800	7.161	48.79	2152	10.22	119.5	675.1	12.56	84.01	3519
Not Mapped	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	244.1	Inf	Inf	626.8	Inf	Inf	470.7	Inf	Inf	499.9	Inf	Inf	92.88	535.7	Inf	111.7	602.4	Inf	92.93	663.6	76050	92.75	676.3	34750	91.42	1813	6118	95.19	985.1	11410
-Not Mapped	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	244.1	Inf	Inf	626.8	Inf	Inf	470.7	Inf	Inf	499.9	Inf	Inf	92.88	535.7	Inf	111.7	602.4	Inf	92.93	663.6	76050	92.75	676.3	34750	91.42	1813	6118	95.19	985.1	11410
TOTAL	Human Diseases	16.3	28.03	Inf	134.3	343	461.2	59.45	82.26	144.4	39.25	57.82	92.67	36.01	49.67	69.78	30.68	40.52	61.97	10.75	13.46	18.78	11.4	13.9	20.59	10.04	13.13	15.64	11.86	15.02	18.12	11.44	15.02	19.57	14.14	18.33	27.41
MAPPED	Human Diseases	13.08	22.49	Inf	124.3	317.4	426.7	50.47	69.84	122.6	35.04	51.61	82.73	29.83	41.14	57.8	25.34	33.47	51.19	8.514	10.66	14.88	9.078	11.07	16.4	8.056	10.54	12.55	9.415	11.93	14.39	9.001	11.82	15.41	12.65	16.4	24.53
Genetic Information Processing	Human Diseases	3.702	7.346	Inf	63.1	163.2	219.6	25.9	36.28	63.75	15.07	23.08	37.2	14.23	19.35	27.81	11.03	14.33	22.33	3.567	4.392	6.424	3.791	4.529	7.158	3.917	5.233	6.682	4.577	6.089	7.372	3.291	4.353	5.963	5.281	6.945	10.54
-Transcription	Human Diseases	0.05382	0.2192	Inf	3.629	9.269	11.84	0.209	0.2549	0.484	0.08482	0.1496	0.3082	0.1975	0.2946	0.5453	0.1573	0.2274	0.4376	0.3795	0.4945	0.6507	0.3703	0.4722	0.6368	0.3707	0.4624	0.5909	0.3966	0.4932	0.588	0.3557	0.4601	0.6025	0.4601	0.6571	1.057
-Translation	Human Diseases	2.371	4.137	Inf	48.77	124.1	167.2	20.22	28.06	49.45	10.91	16.15	25.91	10.53	14.63	20.3	8.106	10.73	16.27	1.29	1.587	2.272	1.397	1.675	2.539	2.068	2.749	3.251	2.272	2.943	3.448	1.254	1.667	2.185	2.519	3.206	4.781
-Folding, Sorting and Degradation	Human Diseases	0.8114	2.113	Inf	7.802	22.77	31.29	4.794	7.048	12.25	3.916	6.343	10.55	2.946	3.914	5.495	2.193	2.864	4.228	1.442	1.72	2.627	1.48	1.735	2.952	0.9579	1.188	1.612	1.302	1.566	1.87	1.12	1.583	2.277	1.75	2.128	3.641
-DNA Maintenance	Human Diseases	0.4351	0.8768	Inf	2.898	7.379	8.61	0.6822	1.017	1.434	0.161	0.3533	0.5844	0.337	0.6041	1.601	0.2665	0.5382	1.474	0.4141	0.5317	0.7578	0.4665	0.5978	0.8491	0.4077	0.8913	1.26	0.5023	0.9808	1.409	0.5032	0.6488	0.8992	0.3904	0.6592	1.274
-RNA Family	Human Diseases	0	0	NaN	5.772e-08	1.875e-07	2.627e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0	0	Inf	0.9848	2.612	3.456	0.2928	0.408	0.6399	0.1105	0.1583	0.2646	0.2635	0.3561	0.5437	0.1662	0.2145	0.3674	0.2169	0.2844	0.3817	0.2211	0.2965	0.4055	0.2458	0.3147	0.3982	0.3554	0.417	0.5849	0.2251	0.2819	0.5339	0.5021	0.7375	1.043
-Signal Transduction	Human Diseases	0	0	Inf	0.9848	2.612	3.456	0.09444	0.1064	0.1844	0.0315	0.05822	0.09013	0.1065	0.1427	0.2423	0.05204	0.07288	0.1612	0.04389	0.05132	0.128	0.05658	0.06974	0.1614	0.04808	0.07236	0.1451	0.06185	0.08099	0.2132	0.06439	0.08376	0.2308	0.05071	0.0696	0.3532
-Signaling Molecules and Interaction	Human Diseases	0	0	NaN	2.565e-08	6.553e-08	0.03445	0.1938	0.3016	0.468	0.0646	0.0964	0.1869	0.1541	0.2133	0.3041	0.1094	0.1476	0.2297	0.1703	0.2283	0.2931	0.1618	0.2215	0.2739	0.1628	0.2533	0.3329	0.2396	0.3503	0.416	0.1607	0.1883	0.3031	0.4514	0.6634	0.9706
Cellular Processes	Human Diseases	0.809	1.404	Inf	1.227	3.535	4.303	0.7925	1.079	1.874	0.6052	0.969	1.544	1.016	1.427	1.934	0.8817	1.178	1.675	0.6902	1.095	1.568	0.6478	1.021	1.514	0.8931	1.219	1.306	1.196	1.553	1.818	1.75	2.124	2.988	2.064	2.76	3.917
-Hemoglobin	Human Diseases	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.011e-05	2.72e-05	4.2e-05	8.209e-05	0.000104	0.0001255	0	0	0	0.0002044	0.0002649	0.0008354
-Vesicular Transport	Human Diseases	0	0	NaN	0	0	0	0.1545	0.2263	0.412	0.07176	0.1516	0.3357	0.1188	0.1609	0.2509	0.1046	0.1415	0.2076	0.1373	0.2125	0.2891	0.1567	0.2631	0.3684	0.09003	0.1357	0.2232	0.1249	0.1783	0.2664	0.09967	0.199	0.3162	0.08059	0.1336	0.563
-Cytoskeleton	Human Diseases	0.3079	0.525	Inf	0.423	1.08	1.453	0.1997	0.2823	0.4796	0.2514	0.3963	0.7235	0.05703	0.1077	0.1771	0.05336	0.1042	0.1781	0.2765	0.641	0.9616	0.209	0.5154	0.8211	0.6036	0.7819	0.9341	0.771	0.9435	1.132	1.193	1.543	1.884	1.431	2.141	3.313
-Cell Motility	Human Diseases	0.1034	0.1777	Inf	0.5653	1.653	1.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Human Diseases	0.3936	0.7018	Inf	0.2392	0.6965	0.8385	0.4194	0.5641	0.9552	0.2728	0.3843	0.6196	0.7762	1.124	1.492	0.6614	0.9217	1.32	0.1515	0.2015	0.2546	0.1516	0.2002	0.2768	0.1189	0.1505	0.1742	0.195	0.2304	0.285	0.1866	0.2177	0.2893	0.193	0.2651	0.394
-Cell Communication	Human Diseases	0	0	NaN	0	0	0	0	0.008298	0.02904	0	0.005633	0.02877	0	0.007561	0.04172	0	0.00705	0.03746	0.04227	0.07319	0.1076	0.04299	0.07597	0.1265	0.05002	0.0704	0.08832	0.08581	0.1188	0.1648	0.125	0.1873	0.4693	0.05279	0.08685	0.121
Metabolism	Human Diseases	7.515	13.01	Inf	57.95	147.3	197.7	22.33	31.21	54.74	18.11	26.48	42.45	13.21	18.87	26.38	12.17	16.75	25.61	2.512	3.354	4.449	2.924	3.836	5.379	1.696	2.253	2.686	1.97	2.448	3.062	2.444	3.341	4.387	3.196	4.562	6.747
-Membrane Transport	Human Diseases	0.4668	1.132	Inf	7.015	18.6	21.75	0.9145	1.296	2.268	0.4257	0.6428	0.9932	0.3999	0.5497	0.7957	0.2841	0.3817	0.5828	0.01071	0.03254	0.05243	0.01118	0.02534	0.04628	0.02501	0.03411	0.05082	0.01668	0.02968	0.04095	0.01199	0.01892	0.02819	0.006704	0.01162	0.0207
-Central Carbon Metabolism	Human Diseases	2.42	3.977	Inf	12.04	28.71	36.48	7.823	10.78	18.5	6.177	8.132	13.61	4.783	7.15	8.906	3.473	5.278	6.612	0.735	1.108	1.357	0.8889	1.405	1.723	0.3137	0.5102	0.5926	0.4157	0.6254	0.7682	0.9365	1.182	1.437	1.158	1.688	3.299
-Energy Metabolism	Human Diseases	0.141	0.9104	Inf	2.555	6.802	11.27	0.4972	1.243	3.395	0.6046	1.748	2.829	0.3352	0.8356	1.995	0.343	0.9672	2.05	0.1151	0.2538	0.3759	0.1247	0.3014	0.4838	0.08519	0.182	0.2329	0.08285	0.1763	0.2168	0.05131	0.1525	0.2072	0.0291	0.3985	0.6619
-Biosynthesis	Human Diseases	1.24	2.175	Inf	19.31	47.26	59.4	4.826	7.047	12.44	4.378	6.783	10.11	2.915	4.023	6.489	3.537	4.912	7.701	0.3271	0.6003	0.7914	0.3982	0.7013	0.9304	0.358	0.5288	0.6041	0.4186	0.5818	0.7247	0.4567	0.7722	0.8752	0.3653	0.574	1.111
-Other Enzymes	Human Diseases	2.004	4.908	Inf	17.03	49.25	63.08	5.717	11.16	18.34	4.575	10.07	14.76	3.128	5.85	8.192	3.451	6.418	8.644	1.089	1.263	1.889	1.198	1.423	2.272	0.745	1.039	1.172	0.8886	1.122	1.415	0.9641	1.267	1.729	0.9344	1.779	2.417
Organismal Systems	Human Diseases	0	0	NaN	0	9.22e-09	0.01586	0.1142	0.2037	0.2551	0.05357	0.1617	0.2636	0.0575	0.1556	0.2481	0.05762	0.1365	0.2313	0.4358	0.5376	0.8685	0.3637	0.4434	0.7247	0.1996	0.3164	0.4719	0.3122	0.435	0.5773	0.2871	0.4129	0.6174	0.3238	0.6097	1.447
-Immune System	Human Diseases	0	0	NaN	0	0	0	0.01284	0.07933	0.1238	0.01064	0.06062	0.1017	0.01869	0.04483	0.1007	0.01523	0.04601	0.09777	0.1355	0.1945	0.3766	0.1449	0.199	0.401	0.04962	0.09033	0.1329	0.05493	0.1167	0.1584	0.03606	0.1327	0.1552	0.03731	0.08209	0.3801
-Endocrine System	Human Diseases	0	0	NaN	0	0	0	0.000661	0.002762	0.03019	0.0002267	0.001698	0.01787	0	0.003624	0.03918	0	0.002589	0.03483	0.1408	0.1726	0.2513	0.0581	0.07591	0.1018	0.02355	0.04023	0.06339	0.05606	0.07672	0.1201	0.01253	0.03177	0.08023	0.09075	0.1601	0.2091
-Circulatory System	Human Diseases	0	0	NaN	0	0	0	0	0	0.004651	0	0	0.003755	0	0	0.05339	0	0	0.04609	0.01881	0.02748	0.0392	0.01778	0.02645	0.0383	0.02665	0.03895	0.06735	0.04903	0.06042	0.1066	0.01667	0.02447	0.0599	0.0073	0.01225	0.1645
-Digestive System	Human Diseases	0	0	NaN	0	0	0.01586	0	0.01653	0.02953	0	0.004092	0.02174	0	0.008577	0.03587	0	0.008481	0.03355	0.004043	0.02778	0.04767	0.00355	0.02983	0.03994	0.01936	0.04394	0.06767	0.02277	0.04811	0.08266	0.02432	0.05426	0.08198	0.02096	0.03583	0.08183
-Excretory System	Human Diseases	0	0	NaN	0	0	0	0	0.02197	0.1627	6.183e-05	0.02377	0.2051	0	0.03038	0.05679	0	0.02635	0.05826	0.01127	0.03079	0.1158	0.0106	0.03448	0.1208	0.00472	0.02732	0.04315	0.007823	0.04075	0.08498	0.01571	0.02802	0.0926	0.006798	0.01732	0.1286
-Nervous System	Human Diseases	0	0	NaN	0	0	1.638e-08	0	0.00315	0.02482	0	0.002311	0.0213	0	0.005579	0.05702	0	0.005977	0.0508	0.003815	0.05574	0.08364	0.005808	0.05606	0.0835	0.006425	0.02679	0.05471	0.01133	0.03209	0.07665	0.01139	0.03798	0.05702	0.01129	0.04101	0.1887
-Sensory System	Human Diseases	0	0	NaN	0	0	0	0	0.002847	0.02948	0	0.0002501	0.002692	0	0.002314	0.004828	0	0.0007922	0.005928	0	0.002189	0.004146	0	0.002595	0.00391	2.12e-05	0.005484	0.01111	0.000194	0.009653	0.01531	2.387e-16	0.002305	0.004188	0	9.164e-05	0.0002693
-Development	Human Diseases	0	0	NaN	0	0	0	0	0	0.03379	0	0	0.1099	0	0	0	0	0	0	0.006026	0.01751	0.02631	0.006971	0.01372	0.02251	0.006535	0.01285	0.07105	0.01057	0.01455	0.0909	0.0179	0.03088	0.1519	0.01171	0.02641	0.653
-Environmental Adaptation	Human Diseases	0	0	NaN	0	0	0	0	0	0.02343	0	0	0.009305	0	0	0.01019	0	0	0.008831	0	0.004904	0.02587	0	0.004704	0.0232	2.614e-05	0.00301	0.01887	2.866e-05	0.003724	0.02025	0.0003799	0.001643	0.0356	0.000112	0.001684	0.02027
Human Diseases	Human Diseases	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0	0	NaN	0	0	0.01548	0.0006128	0.02502	0.05033	0.0002646	0.02684	0.05974	0	0.01401	0.02521	0	0.0151	0.02492	0.04098	0.07457	0.1501	0.05301	0.08377	0.1459	0.03973	0.06901	0.09921	0.04337	0.08837	0.1193	0.02629	0.06248	0.1236	0.02532	0.05305	0.1242
-Immune System Diseases	Human Diseases	0	0	NaN	0	0	0.02409	0	0.04901	0.1047	0.0002901	0.05853	0.1602	0.003389	0.4294	0.5796	0.006296	0.4115	0.5748	0.01789	0.04284	0.08079	0.01627	0.04292	0.08483	0.03503	0.3979	0.5345	0.0281	0.3199	0.4829	0.004485	0.05211	0.07351	0.01782	0.2581	0.4737
-Neurodegenerative Diseases	Human Diseases	0	0	NaN	0	0	0	0.387	0.5173	0.5961	0.202	0.3786	0.5734	0.1417	0.2381	0.3041	0.179	0.2982	0.3698	0.309	0.4339	0.5419	0.3051	0.4074	0.5429	0.1536	0.2345	0.2992	0.1512	0.227	0.2948	0.2174	0.3152	0.3971	0.09076	0.1589	0.2333
-Cardiovascular Diseases	Human Diseases	0	0	NaN	0	0	0	0	0	0.001916	0	0	0.004285	0	0	0.001126	0	0	0.001236	0.0389	0.05731	0.07117	0.01901	0.03024	0.04828	0.03429	0.04746	0.08269	0.02947	0.03892	0.09207	0.08958	0.1198	0.2248	0.02505	0.04879	0.0795
-Metabolic Diseases	Human Diseases	0	0	NaN	0	0	0.9417	0	0	0.1249	0	0	0.2228	0	0	0	0	0	0	0	0	0.03433	0	0	0.06459	4.452e-05	0.0001461	0.04334	1.084e-07	0.0001016	0.04689	0	6.691e-05	0.1879	0	0.0001648	0.08759
-Infectious Diseases	Human Diseases	0	1	NaN	0.02017	0.9845	1	0.1547	0.3355	0.4579	0.1186	0.3474	0.6405	0.1366	0.279	0.5785	0.09517	0.2212	0.449	0.1658	0.3598	0.4999	0.1632	0.4005	0.4931	0.09933	0.1566	0.2486	0.1545	0.2016	0.3428	0.1654	0.3436	0.439	0.09312	0.305	0.5599
Not Mapped	Human Diseases	3.219	5.535	Inf	10.02	25.6	34.42	8.976	12.42	21.81	4.212	6.205	9.946	6.182	8.527	11.98	5.338	7.049	10.78	2.231	2.794	3.9	2.324	2.834	4.198	1.981	2.591	3.087	2.44	3.092	3.729	2.434	3.197	4.167	1.489	1.929	2.886
-Not Mapped	Human Diseases	3.219	5.535	Inf	10.02	25.6	34.42	8.976	12.42	21.81	4.212	6.205	9.946	6.182	8.527	11.98	5.338	7.049	10.78	2.231	2.794	3.9	2.324	2.834	4.198	1.981	2.591	3.087	2.44	3.092	3.729	2.434	3.197	4.167	1.489	1.929	2.886
TOTAL	-Cancers	410.6	Inf	Inf	21810	2.094e+10	Inf	1869	2895	15550	1100	2154	69600	1339	2570	19550	1208	2031	15970	111.4	148.3	232.9	98.09	182.6	233.5	108.8	170.1	272	114.5	186.7	273.4	122.2	256	340.9	129.2	338.6	589.3
MAPPED	-Cancers	329.5	Inf	Inf	20180	1.938e+10	Inf	1586	2458	13200	982.3	1923	62130	1110	2129	16190	997.6	1678	13190	88.31	117.5	184.6	78.1	145.4	185.9	87.35	136.6	218.4	90.95	148.3	217.1	96.21	201.5	268.3	115.6	303	527.2
Genetic Information Processing	-Cancers	107.4	Inf	Inf	10350	1.013e+10	Inf	817.1	1267	6772	426	860	27010	532	1016	7744	430.4	730.3	5719	38.12	49.09	76.02	34.09	60.71	76.08	42.32	67.82	119.2	43.26	72.06	105.5	37.41	76.45	103.6	47.31	126.4	219.4
-Transcription	-Cancers	1.356	Inf	Inf	494.1	6.038e+08	Inf	4.754	10.19	46.55	2.529	5.238	145.5	6.715	16.43	119.3	5.472	11.64	90.31	3.341	5.903	9.564	2.75	6.112	8.317	4.005	5.993	9.611	3.746	5.686	9.324	3.79	7.436	9.946	5.115	11.35	24.13
-Translation	-Cancers	59.29	Inf	Inf	7901	7.611e+09	Inf	635.3	983.9	5239	304.7	601.9	19170	396.2	751.9	5648	322.1	536.7	4164	13.48	17.48	27.48	12.09	22.37	28.13	22.75	35.62	56.39	22.19	36.26	52.39	13.49	29.33	36.58	22.88	59.84	103.3
-Folding, Sorting and Degradation	-Cancers	31.83	Inf	Inf	1427	1.484e+09	Inf	149.4	243.4	1283	111.3	237.7	7218	117.2	211.2	1514	92.07	164.3	1071	15.59	20.56	29.77	14.06	24.61	28.99	11.16	16.25	26.53	12.57	19.01	30.92	14.88	27.95	39.03	15.83	39.68	76.49
-DNA Maintenance	-Cancers	13.65	Inf	Inf	480.2	4.391e+08	Inf	20.71	28.64	204.3	5.511	10.7	482.3	11.84	29.67	463.3	10.69	26.04	395	5.017	5.895	9.203	5.191	7.329	10.04	4.405	11.76	21.22	4.744	11.31	20.31	5.251	11.73	18.07	3.487	11.63	18.56
-RNA Family	-Cancers	0	NaN	NaN	1.042e-05	15	Inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cancers	0	NaN	NaN	166.7	1.72e+08	Inf	7.912	12.71	100.1	2.287	5.885	300.1	10.08	19.83	167.4	6.962	12.07	107.1	1.983	3.463	5.047	1.618	3.542	4.98	2.939	4.637	7.824	3.496	6.141	8.291	2.281	6.028	8.56	5.914	13.41	23.08
-Signal Transduction	-Cancers	0	NaN	NaN	166.7	1.707e+08	Inf	1.941	3.665	21.01	0.5107	2.306	87.41	3.831	8.836	76.95	2.357	4.825	45.61	0.3758	0.6559	1.465	0.4053	0.9497	1.761	0.4846	1.18	1.88	0.5594	1.374	2.412	0.703	1.748	2.849	0.915	1.526	5.592
-Signaling Molecules and Interaction	-Cancers	0	NaN	NaN	4.167e-06	1845000	Inf	5.836	9.049	79.07	1.692	3.592	212.7	6.251	11	90.48	4.606	7.245	61.51	1.607	2.807	3.498	1.213	2.592	3.454	1.759	3.168	5.17	2.263	4.207	6.57	1.467	3.741	6.065	4.044	11.7	20.73
Cellular Processes	-Cancers	20.21	Inf	Inf	199.4	2.31e+08	Inf	24.32	38.77	203.6	18.24	33.48	1103	39.44	70.23	551.5	35.83	59.38	452.3	9.283	12.47	19.87	7.135	11.8	17.13	9.942	15.89	25.25	11.95	19.36	27.58	17.19	39.92	49.25	21.35	51.75	88.05
-Hemoglobin	-Cancers	0	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002725	0.0004336	0.0006007	0.0008025	0.001308	0.001893	0	0	0	0.003853	0.004895	0.009714
-Vesicular Transport	-Cancers	0	NaN	NaN	0	1	NaN	4.616	7.919	43.32	2.804	3.767	172.5	5.472	9.599	65.82	4.921	8.285	52.05	1.603	2.535	4.365	1.532	3.168	4.214	1.467	1.804	2.666	1.65	2.245	3.404	1.61	2.676	3.903	1.656	3.277	8.399
-Cytoskeleton	-Cancers	7.691	Inf	Inf	68.7	65960000	Inf	6.202	9.812	52.9	6.585	16.05	451.1	2.559	5.778	59.86	2.423	6.103	51.41	3.43	6.992	11.4	2.495	5.668	8.506	6.521	10.73	15.99	7.282	12.23	18.01	12.48	26.66	37.04	15.37	42.69	73.77
-Cell Motility	-Cancers	2.604	Inf	Inf	91.82	1.159e+08	Inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cancers	9.913	Inf	Inf	36.15	49130000	Inf	12.4	20.35	107.1	7.353	14.07	477.4	30.05	55.4	425.8	27.03	43.79	348.8	1.404	2.203	3.578	1.201	2.364	3.362	1.414	1.878	3.688	1.89	2.607	4.497	1.583	3.561	5.166	1.989	4.682	8.995
-Cell Communication	-Cancers	0	NaN	NaN	0	0	NaN	0	0.3868	2.126	0	0.332	2.537	0	0.2571	3.922	0	0.3663	3.775	0.476	0.908	1.515	0.4905	0.9068	1.48	0.5405	1.041	1.574	0.9545	1.865	2.121	1.516	3.55	7.129	0.7055	1.702	2.033
Metabolism	-Cancers	184.7	Inf	Inf	9255	9.053e+09	Inf	706.3	1115	5903	506.9	981.5	32330	491.9	943.2	7353	487.5	806.1	6579	26.4	37.02	58.06	25.62	46.83	64.43	18.33	29.8	45.65	18.79	31.78	45.44	27.04	57.39	75.9	29.63	82.81	144.5
-Membrane Transport	-Cancers	11.34	Inf	Inf	1170	1.159e+09	Inf	29.44	46.22	239.4	11.85	23.16	731.6	15.13	29.5	211.7	11.17	19.07	142.1	0.1154	0.4355	0.5268	0.09271	0.3165	0.5137	0.349	0.4653	0.8441	0.2113	0.3124	0.5607	0.1797	0.276	0.4736	0.1186	0.1941	0.3485
-Central Carbon Metabolism	-Cancers	54.23	Inf	Inf	1445	1.963e+09	Inf	215.7	367.6	2494	132.8	289.4	13410	210	341.4	3363	168.9	230	2577	8.07	10.06	21.77	8.562	15.59	25.73	3.389	6.646	11.76	3.926	7.779	11.75	9.57	21.39	28.33	10.66	39.04	56.12
-Energy Metabolism	-Cancers	14.25	Inf	Inf	620.4	6.703e+08	Inf	24.69	59.39	171.2	22.22	49.98	813.4	15.25	69.93	291	16.55	65.95	332.9	1.674	3.6	4.154	1.515	3.595	5.37	1.9	2.358	3.651	1.416	1.91	2.623	0.6887	1.766	3.112	1.15	4.684	10
-Biosynthesis	-Cancers	29	Inf	Inf	2705	3.015e+09	Inf	160.8	281.2	1107	128.5	208.8	6826	129.7	213.7	1619	170.8	252.9	1705	4.807	5.729	10.39	5.079	6.524	10.93	3.867	6.953	9.083	4.205	6.906	9.651	5.987	12.3	17.08	3.272	10.64	20.71
-Other Enzymes	-Cancers	50.27	Inf	Inf	2692	3.011e+09	Inf	161.4	394.8	1968	125.4	355.9	10560	121.8	325	1982	120	291.4	1969	11.16	15.61	25.33	10.37	19.18	25.71	8.363	13.78	22.38	8.482	14.48	22.66	10.26	21.34	28.7	10.38	35.1	57.9
