Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
MAPPED	-Signaling Molecules and Interaction	Inf	4.844e+09	260.4	541.2	192.8	226.4	49.99	56.1	42.76	35.34	56.02	26.67
Genetic Information Processing	-Signaling Molecules and Interaction	Inf	2.462e+09	133.9	239.4	91.03	97.24	20.59	22.86	22.01	17.24	20.48	10.86
-Transcription	-Signaling Molecules and Interaction	Inf	1.345e+08	0.8147	1.36	1.364	1.497	2.103	2.267	1.93	1.419	2.147	1.027
-Translation	-Signaling Molecules and Interaction	Inf	1.896e+09	104.3	168.1	68.36	72.73	7.577	8.631	11.04	8.669	7.84	5.235
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	Inf	3.263e+08	24.73	67.12	18.75	19.99	8.152	9.031	5.131	4.546	7.472	3.533
-DNA Maintenance	-Signaling Molecules and Interaction	Inf	98380000	3.52	2.978	3.006	3.814	2.569	2.94	3.373	2.638	3.037	0.9945
-RNA Family	-Signaling Molecules and Interaction	NaN	2.5	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	NaN	38430000	1.356	1.399	1.678	1.512	1.243	1.334	1.264	1.262	1.455	1.112
-Signal Transduction	-Signaling Molecules and Interaction	NaN	38430000	0.3557	0.3989	0.678	0.5117	0.2434	0.3342	0.2639	0.2619	0.4554	0.1123
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	NaN	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	Inf	47850000	4.004	10.02	6.469	7.779	5.066	4.762	4.786	4.571	10.69	4.355
-Hemoglobin	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	0.0001067	0.000311	0	0.0004309
-Vesicular Transport	-Signaling Molecules and Interaction	NaN	0	0.8171	1.111	0.7742	0.9155	1.064	1.264	0.5534	0.5184	0.9169	0.1571
-Cytoskeleton	-Signaling Molecules and Interaction	Inf	16490000	1.03	3.994	0.5463	0.7224	3.02	2.539	3.284	2.823	7.323	3.559
-Cell Motility	-Signaling Molecules and Interaction	Inf	22040000	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	Inf	9324000	2.041	4.051	5.037	6.045	0.8787	0.9904	0.5853	0.6831	1.079	0.4276
-Cell Communication	-Signaling Molecules and Interaction	NaN	0	0.02512	0.05843	0.04113	0.05324	0.332	0.3877	0.3045	0.3962	1.033	0.1477
Metabolism	-Signaling Molecules and Interaction	Inf	2.245e+09	115.2	279.9	86.75	111.5	14.75	18.07	9.377	7.464	15.27	7.079
-Membrane Transport	-Signaling Molecules and Interaction	Inf	2.691e+08	4.762	6.589	2.547	2.488	0.1403	0.1185	0.1449	0.0879	0.08049	0.01833
-Central Carbon Metabolism	-Signaling Molecules and Interaction	Inf	4.072e+08	36.96	78.51	31.04	31.75	4.388	5.634	1.752	1.59	5.666	2.707
-Energy Metabolism	-Signaling Molecules and Interaction	Inf	95270000	4.112	11.15	2.578	4.063	1.123	1.249	0.6907	0.4295	0.5031	0.4184
-Biosynthesis	-Signaling Molecules and Interaction	Inf	6.742e+08	24.9	67.77	19.57	32.35	2.355	2.927	2.063	1.653	2.983	0.9448
-Other Enzymes	-Signaling Molecules and Interaction	Inf	7.015e+08	37.36	94.24	22.05	32.32	6.322	7.4	4.265	3.443	5.94	2.566
Organismal Systems	-Signaling Molecules and Interaction	NaN	0.25	0.5943	1.64	0.6664	0.7709	2.629	2.341	1.203	1.288	1.834	1.041
-Immune System	-Signaling Molecules and Interaction	NaN	0	0.1875	0.3817	0.1814	0.2597	0.9901	1.09	0.3202	0.282	0.5509	0.1531
-Endocrine System	-Signaling Molecules and Interaction	NaN	0	0.00916	0.0133	0.01242	0.01322	0.786	0.3606	0.1542	0.2395	0.1342	0.201
-Circulatory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.1128	0.1107	0.1297	0.1739	0.1264	0.01767
-Digestive System	-Signaling Molecules and Interaction	NaN	0	0.04538	0.02423	0.02821	0.03693	0.1217	0.1234	0.205	0.1355	0.252	0.04759
-Excretory System	-Signaling Molecules and Interaction	NaN	0	0.06291	0.1822	0.1382	0.1601	0.155	0.1624	0.103	0.1072	0.1629	0.02499
-Nervous System	-Signaling Molecules and Interaction	NaN	0	0.008289	0.01711	0.0362	0.05396	0.2441	0.2531	0.103	0.09504	0.1966	0.07927
-Sensory System	-Signaling Molecules and Interaction	NaN	0	0.01072	0.003829	0.01389	0.006787	0.01056	0.01354	0.02727	0.03359	0.009453	0.0001709
-Development	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.0777	0.06196	0.0438	0.04154	0.1257	0.03745
-Environmental Adaptation	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.02148	0.02311	0.01465	0.01307	0.008353	0.003038
Human Diseases	-Signaling Molecules and Interaction	Inf	13330000	3.098	7.019	4.549	6.076	4.027	4.174	3.803	2.69	4.254	1.472
-Cancers	-Signaling Molecules and Interaction	NaN	0	0.07751	0.2596	0.0829	0.06599	0.3012	0.3689	0.3056	0.2028	0.2479	0.08416
-Immune System Diseases	-Signaling Molecules and Interaction	NaN	0	0.1279	0.7411	2.013	2.788	0.1596	0.1686	1.396	0.8599	0.1941	0.4686
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	NaN	0	1.525	3.26	1.139	1.88	1.814	1.879	0.9705	0.6309	1.369	0.2143
-Cardiovascular Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.2428	0.1262	0.2107	0.1387	0.5113	0.06329
-Metabolic Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	0.000621	0.0002475	0.0001943	0.0002148
-Infectious Diseases	-Signaling Molecules and Interaction	Inf	11350000	1.046	2.599	1.329	1.405	1.765	1.928	0.6817	0.6449	1.494	0.5046
Not Mapped	-Signaling Molecules and Interaction	Inf	3.908e+08	46.31	65.06	39.97	47.69	13.1	14.36	10.51	9.158	15.15	3.139
-Not Mapped	-Signaling Molecules and Interaction	Inf	3.908e+08	46.31	65.06	39.97	47.69	13.1	14.36	10.51	9.158	15.15	3.139
TOTAL	Cellular Processes	19.95	103.2	75.01	60	34.81	34.7	11.98	13.75	11.14	9.671	6.565	6.693
MAPPED	Cellular Processes	16.01	95.46	63.68	53.56	28.83	28.66	9.493	10.95	8.94	7.681	5.167	5.988
Genetic Information Processing	Cellular Processes	5.23	49.07	32.68	23.85	13.75	12.45	4.045	4.702	4.478	3.826	1.969	2.457
-Transcription	Cellular Processes	0.06709	2.695	0.2583	0.1401	0.2126	0.1959	0.4562	0.4717	0.4097	0.3135	0.202	0.2381
-Translation	Cellular Processes	2.934	37.37	25.51	16.78	10.21	9.134	1.449	1.695	2.288	1.895	0.7312	1.173
-Folding, Sorting and Degradation	Cellular Processes	1.575	6.481	6.279	6.469	2.971	2.57	1.676	1.971	1.063	1.038	0.7683	0.7667
-DNA Maintenance	Cellular Processes	0.5772	2.103	0.9425	0.3195	0.4723	0.4863	0.4857	0.6206	0.7956	0.6387	0.2876	0.255
-RNA Family	Cellular Processes	0	5.304e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0	0.8023	0.3301	0.1446	0.2594	0.1943	0.254	0.2684	0.2855	0.2858	0.1361	0.2622
-Signal Transduction	Cellular Processes	0	0.8023	0.1023	0.05944	0.1048	0.06578	0.0605	0.08009	0.0607	0.05991	0.04259	0.02539
-Signaling Molecules and Interaction	Cellular Processes	0	1.971e-08	0.2446	0.09645	0.1527	0.1253	0.1825	0.199	0.2001	0.2173	0.09161	0.2187
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	0	0	0	0	0	0	0	0	2.253e-05	6.718e-05	0	0.0001012
-Vesicular Transport	Cellular Processes	0	0	0.2068	0.149	0.1193	0.1186	0.1844	0.2419	0.1156	0.116	0.08638	0.03631
-Cytoskeleton	Cellular Processes	0.3806	0.3249	0.2598	0.4112	0.08119	0.08997	0.5736	0.4902	0.6868	0.6356	0.6749	0.7708
-Cell Motility	Cellular Processes	0.1265	0.4606	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.4905	0.1949	0.5097	0.4019	0.7721	0.7691	0.1817	0.2016	0.1331	0.1549	0.1049	0.09352
-Cell Communication	Cellular Processes	0	0	0.006929	0.006269	0.006519	0.006844	0.06468	0.07714	0.06137	0.08424	0.08815	0.02721
Metabolism	Cellular Processes	9.155	44.3	28.75	27.49	12.9	14.1	2.896	3.685	1.893	1.615	1.464	1.548
-Membrane Transport	Cellular Processes	0.6462	5.44	1.176	0.6567	0.3849	0.3143	0.02298	0.02116	0.03127	0.01911	0.008247	0.003765
-Central Carbon Metabolism	Cellular Processes	2.878	7.692	9.507	9.111	4.971	4.113	0.8746	1.2	0.4183	0.3899	0.5353	0.6191
-Energy Metabolism	Cellular Processes	0.6586	2.081	0.9162	1.093	0.3866	0.5033	0.209	0.2417	0.1485	0.1047	0.04714	0.07489
-Biosynthesis	Cellular Processes	1.446	13.57	6.159	6.858	2.99	4.067	0.5377	0.6352	0.4137	0.3616	0.2943	0.2157
-Other Enzymes	Cellular Processes	3.07	13.87	9.789	9.556	3.593	4.353	1.2	1.475	0.8675	0.7349	0.5523	0.6029
Organismal Systems	Cellular Processes	0	4.617e-09	0.1587	0.1651	0.09964	0.09661	0.491	0.4604	0.2901	0.3061	0.1908	0.1863
-Immune System	Cellular Processes	0	0	0.06142	0.07946	0.02754	0.03414	0.1859	0.2066	0.07969	0.06581	0.05838	0.03007
-Endocrine System	Cellular Processes	0	0	0.003029	0.001328	0.001897	0.001628	0.1577	0.0766	0.03327	0.05454	0.01063	0.04397
-Circulatory System	Cellular Processes	0	0	0	0	0	0	0.02621	0.02444	0.03128	0.04276	0.01103	0.00378
-Digestive System	Cellular Processes	0	0	0.01656	0.004178	0.004844	0.005369	0.02565	0.01964	0.03953	0.0306	0.02412	0.01041
-Excretory System	Cellular Processes	0	0	0.01835	0.01948	0.02037	0.01994	0.03044	0.03242	0.02587	0.02842	0.01597	0.004854
-Nervous System	Cellular Processes	0	0	0.003597	0.002792	0.005344	0.006664	0.05963	0.06039	0.02223	0.02066	0.02013	0.01585
-Sensory System	Cellular Processes	0	0	0.002298	0.0003593	0.002121	0.0008356	0.001781	0.002201	0.005853	0.007577	0.0009367	3.321e-05
-Development	Cellular Processes	0	0	0	0	0	0	0.01406	0.01164	0.008763	0.008577	0.01267	0.00703
-Environmental Adaptation	Cellular Processes	0	0	0	0	0	0	0.004644	0.004638	0.002976	0.003014	0.0007588	0.0007154
Human Diseases	Cellular Processes	0.5506	0.282	0.8728	1.021	0.6703	0.7567	0.789	0.837	0.8157	0.589	0.4286	0.2754
-Cancers	Cellular Processes	0	0	0.02184	0.02912	0.01342	0.009594	0.07823	0.08184	0.05882	0.05012	0.02296	0.0169
-Immune System Diseases	Cellular Processes	0	0	0.03785	0.07148	0.3009	0.3493	0.04412	0.04217	0.3047	0.1774	0.01955	0.1054
-Neurodegenerative Diseases	Cellular Processes	0	0	0.4336	0.3713	0.1842	0.2418	0.4009	0.3999	0.2094	0.1533	0.1598	0.04398
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0.04581	0.02582	0.04404	0.02628	0.04645	0.0128
-Metabolic Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0.0001192	5.591e-05	2.705e-05	5.322e-05
-Infectious Diseases	Cellular Processes	0	0.2257	0.3006	0.2911	0.2084	0.1838	0.3286	0.3965	0.1626	0.1554	0.1462	0.1159
Not Mapped	Cellular Processes	3.941	7.701	11.33	6.44	5.976	6.037	2.488	2.802	2.198	1.991	1.398	0.7047
-Not Mapped	Cellular Processes	3.941	7.701	11.33	6.44	5.976	6.037	2.488	2.802	2.198	1.991	1.398	0.7047
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	499100	144400	Inf	69190
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	400600	114700	Inf	61900
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	201600	55790	Inf	25750
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	17860	4668	Inf	2313
-Translation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	102800	27720	Inf	12130
-Folding, Sorting and Degradation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	46470	14910	Inf	7974
-DNA Maintenance	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	35320	9248	Inf	2252
-RNA Family	-Hemoglobin	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0
Environmental Information Processing	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	11570	4131	Inf	2498
-Signal Transduction	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	2601	826.3	Inf	248.1
-Signaling Molecules and Interaction	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	8931	3215	Inf	2214
Cellular Processes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	43720	14580	Inf	9850
-Hemoglobin	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	1
-Vesicular Transport	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	4438	1637	Inf	373.7
-Cytoskeleton	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	29810	9466	Inf	7970
-Cell Motility	-Hemoglobin	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0
-Cell Growth and Death	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	5822	2272	Inf	985
-Cell Communication	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	2681	1259	Inf	244.8
Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	84750	24290	Inf	16820
-Membrane Transport	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1214	285.3	Inf	40.48
-Central Carbon Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	17890	5829	Inf	6097
-Energy Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	5457	1506	Inf	357.2
-Biosynthesis	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	17950	5273	Inf	2132
-Other Enzymes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	37870	10790	Inf	5960
Organismal Systems	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	11630	4574	Inf	1502
-Immune System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	2979	940.1	Inf	310.8
-Endocrine System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	1473	779.2	Inf	438
-Circulatory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	1302	615.1	Inf	38.93
-Digestive System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	1236	445.8	Inf	104.8
-Excretory System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	975.6	406	Inf	55.22
-Nervous System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	996.3	308.5	Inf	192.9
-Sensory System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	128.3	111.3	Inf	0.2829
-Development	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	410.4	133.5	Inf	90.21
-Environmental Adaptation	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	127.3	43.12	Inf	6.876
Human Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	33420	9177	Inf	3416
-Cancers	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	2204	737.8	Inf	186.3
-Immune System Diseases	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	12650	2764	Inf	617.6
-Neurodegenerative Diseases	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	9384	2237	Inf	467.2
-Cardiovascular Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	1956	391.2	Inf	126
-Metabolic Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	5.209	0.7711	Inf	0.5262
-Infectious Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	7222	2295	Inf	1117
Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	98510	29730	Inf	7284
-Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	98510	29730	Inf	7284
TOTAL	-Vesicular Transport	Inf	Inf	353.6	392.4	257	263.2	60.98	48.43	91.1	79.94	74.51	43.29
MAPPED	-Vesicular Transport	Inf	Inf	300.2	350.3	212.9	217.4	48.32	38.56	73.12	63.49	58.65	38.74
Genetic Information Processing	-Vesicular Transport	Inf	Inf	154.7	151.9	101.6	94.63	19.44	15.4	37.64	31.55	21.6	15.01
-Transcription	-Vesicular Transport	Inf	Inf	1.286	0.9078	1.671	1.508	2.173	1.723	3.503	2.619	2.283	1.558
-Translation	-Vesicular Transport	Inf	Inf	120.2	108.6	75.19	69.54	7.315	5.929	18.88	15.42	8.38	7.602
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	29.61	39.69	22.36	20.57	7.989	6.429	8.019	7.955	7.677	4.873
-DNA Maintenance	-Vesicular Transport	Inf	Inf	4.308	2.244	3.447	3.324	2.33	1.99	5.863	5.047	3.222	2.047
-RNA Family	-Vesicular Transport	NaN	Inf	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	NaN	Inf	1.574	0.9054	1.984	1.564	1.191	1.056	2.254	2.367	1.507	1.999
-Signal Transduction	-Vesicular Transport	NaN	Inf	0.4525	0.3021	0.875	0.5382	0.2431	0.3103	0.5516	0.5116	0.5056	0.5697
-Signaling Molecules and Interaction	-Vesicular Transport	NaN	Inf	1.121	0.6472	1.142	0.9387	0.9366	0.676	1.71	1.779	0.9585	1.452
Cellular Processes	-Vesicular Transport	Inf	Inf	4.768	6.394	7.451	7.694	5.042	4.109	8.548	8.54	10.68	8.029
-Hemoglobin	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	0.0002075	0.0005535	0	0.001561
-Vesicular Transport	-Vesicular Transport	NaN	NaN	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	Inf	Inf	1.221	2.615	0.6469	0.6633	2.951	1.88	5.93	5.662	7.753	6.189
-Cell Motility	-Vesicular Transport	Inf	Inf	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	2.485	2.622	5.694	5.674	0.8976	0.7514	0.9964	1.145	0.9833	0.6295
-Cell Communication	-Vesicular Transport	NaN	NaN	0.03904	0.05007	0.04698	0.04982	0.3097	0.3201	0.4662	0.6611	1.091	0.224
Metabolism	-Vesicular Transport	Inf	Inf	136.1	182.1	95.17	104.4	15.38	13.48	16.18	13.93	16.79	11.05
-Membrane Transport	-Vesicular Transport	Inf	Inf	5.527	4.227	2.95	2.471	0.1319	0.08775	0.2704	0.1647	0.09878	0.03614
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	45.59	61.22	36.07	29.8	4.704	4.346	2.968	2.782	5.481	4.892
-Energy Metabolism	-Vesicular Transport	Inf	Inf	4.602	8.16	3.33	4.66	1.146	1.06	1.248	0.8285	0.6472	0.8517
-Biosynthesis	-Vesicular Transport	Inf	Inf	31.1	39.58	24.6	32.77	2.702	2.67	3.672	3.115	3.253	1.654
-Other Enzymes	-Vesicular Transport	Inf	Inf	43.55	54.91	26.77	34.17	6.184	6.166	7.635	6.348	6.37	5.167
Organismal Systems	-Vesicular Transport	NaN	Inf	0.7459	1.125	0.7171	0.8019	2.684	1.763	2.058	2.337	2.049	1.706
-Immune System	-Vesicular Transport	NaN	NaN	0.2621	0.4227	0.2344	0.2779	0.9213	0.8726	0.6095	0.5547	0.7668	0.3645
-Endocrine System	-Vesicular Transport	NaN	NaN	0.01549	0.01211	0.01216	0.01016	0.7388	0.2686	0.2396	0.4302	0.09878	0.447
-Circulatory System	-Vesicular Transport	NaN	NaN	0	0	0	0	0.1484	0.104	0.2882	0.3649	0.1151	0.1083
-Digestive System	-Vesicular Transport	NaN	Inf	0.06026	0.02124	0.0391	0.0443	0.1321	0.07008	0.3013	0.2724	0.2983	0.2279
-Excretory System	-Vesicular Transport	NaN	NaN	0.08324	0.1159	0.1323	0.1276	0.1459	0.1534	0.2198	0.215	0.1639	0.1296
-Nervous System	-Vesicular Transport	NaN	NaN	0.01829	0.01894	0.03982	0.04622	0.2745	0.2127	0.1918	0.1588	0.1565	0.1326
-Sensory System	-Vesicular Transport	NaN	NaN	0.01111	0.001826	0.01361	0.005213	0.009921	0.008583	0.03858	0.05053	0.009061	0.0004616
-Development	-Vesicular Transport	NaN	NaN	0	0	0	0	0.07124	0.05709	0.07688	0.08613	0.1931	0.1635
-Environmental Adaptation	-Vesicular Transport	NaN	NaN	0	0	0	0	0.02446	0.01727	0.02574	0.0267	0.00875	0.01977
Human Diseases	-Vesicular Transport	Inf	Inf	4.366	5.904	5.147	5.803	4.651	3.648	6.752	5.08	4.962	2.785
-Cancers	-Vesicular Transport	NaN	Inf	0.1221	0.2343	0.1	0.1114	0.3411	0.3026	0.4465	0.3691	0.3413	0.3046
-Immune System Diseases	-Vesicular Transport	NaN	NaN	0.2127	0.3786	2.166	2.388	0.2217	0.1812	3.017	1.616	0.2264	0.9962
-Neurodegenerative Diseases	-Vesicular Transport	NaN	NaN	2.068	2.513	1.356	2.101	2.042	1.536	1.947	1.322	1.634	0.3259
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0.2759	0.1384	0.3479	0.2044	0.5945	0.1285
-Metabolic Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	0.0009507	0.0004775	0.000332	0.00156
-Infectious Diseases	-Vesicular Transport	Inf	Inf	1.497	1.757	1.501	1.391	1.696	1.477	1.458	1.34	1.309	1.477
Not Mapped	-Vesicular Transport	Inf	Inf	53.39	42.11	44.13	45.79	12.66	9.873	17.98	16.45	15.86	4.558
-Not Mapped	-Vesicular Transport	Inf	Inf	53.39	42.11	44.13	45.79	12.66	9.873	17.98	16.45	15.86	4.558
TOTAL	-Cytoskeleton	53.39	317.5	293.9	152.2	374.2	371.2	19.91	25.7	16.46	15.24	9.602	8.409
MAPPED	-Cytoskeleton	42.84	293.8	249.5	135.8	310	306.6	15.78	20.46	13.21	12.1	7.558	7.524
Genetic Information Processing	-Cytoskeleton	13.97	151	128	59.89	148.4	138.4	6.787	8.836	6.506	5.861	2.863	3.078
-Transcription	-Cytoskeleton	0.1763	8.58	0.9528	0.3446	2.392	2.22	0.7844	0.9815	0.5991	0.4777	0.298	0.3191
-Translation	-Cytoskeleton	7.723	115.2	99.02	42.5	109.5	97.19	2.379	3.126	3.372	2.935	1.081	1.488
-Folding, Sorting and Degradation	-Cytoskeleton	4.024	20.77	24	15.58	33.18	28.68	2.852	3.711	1.584	1.61	1.054	1.03
-DNA Maintenance	-Cytoskeleton	1.517	6.623	3.353	0.7618	5.661	5.596	0.8295	1.182	1.14	0.9628	0.4206	0.2982
-RNA Family	-Cytoskeleton	0	1.516e-07	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0	2.426	1.296	0.3517	2.888	2.063	0.4428	0.5509	0.4163	0.4497	0.206	0.3148
-Signal Transduction	-Cytoskeleton	0	2.426	0.3735	0.1437	1.285	0.8238	0.1304	0.2039	0.08837	0.08729	0.05846	0.03191
-Signaling Molecules and Interaction	-Cytoskeleton	0	6.065e-08	0.9409	0.2399	1.707	1.315	0.3117	0.3784	0.2953	0.3366	0.1346	0.2784
Cellular Processes	-Cytoskeleton	2.627	3.077	3.822	2.408	10.85	10.61	1.709	1.981	1.442	1.539	1.469	1.219
-Hemoglobin	-Cytoskeleton	0	0	0	0	0	0	0	0	3.342e-05	0.0001055	0	0.0001237
-Vesicular Transport	-Cytoskeleton	0	0	0.8016	0.3291	1.494	1.357	0.3109	0.4965	0.1617	0.1721	0.1171	0.04373
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0.3386	1.337	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	1.289	0.5655	1.992	1.039	8.206	8.161	0.3144	0.3782	0.1946	0.2497	0.1454	0.1219
-Cell Communication	-Cytoskeleton	0	0	0.02475	0.01362	0.07021	0.06763	0.1105	0.1467	0.08847	0.1356	0.1214	0.03565
Metabolism	-Cytoskeleton	24.27	136.2	111.6	70.07	138.4	148.6	4.948	6.913	2.81	2.58	2.152	1.958
-Membrane Transport	-Cytoskeleton	1.737	16.74	4.526	1.622	4.295	3.218	0.0403	0.04056	0.05042	0.03283	0.01172	0.004724
-Central Carbon Metabolism	-Cytoskeleton	7.553	24.69	36.55	20.9	56.19	46.59	1.489	2.282	0.6035	0.6134	0.7594	0.8089
-Energy Metabolism	-Cytoskeleton	1.73	6.062	3.554	2.658	4.765	5.773	0.3644	0.493	0.2134	0.1567	0.07058	0.0981
-Biosynthesis	-Cytoskeleton	3.851	41.86	24.16	17.42	35.41	42.53	0.9364	1.299	0.6127	0.5774	0.4486	0.255
-Other Enzymes	-Cytoskeleton	8.065	43.49	37.21	23.4	44.48	56.56	2.03	2.984	1.285	1.142	0.8111	0.7128
Organismal Systems	-Cytoskeleton	0	1.516e-08	0.6076	0.4016	1.272	1.209	0.8386	0.8756	0.4186	0.4895	0.2929	0.244
-Immune System	-Cytoskeleton	0	0	0.24	0.1821	0.3322	0.3623	0.3847	0.5059	0.1155	0.1041	0.07761	0.04131
-Endocrine System	-Cytoskeleton	0	0	0.01048	0.003058	0.0188	0.01531	0.2613	0.1397	0.04941	0.08901	0.01686	0.06073
-Circulatory System	-Cytoskeleton	0	0	0	0	0	0	0.04604	0.05163	0.04482	0.06505	0.01674	0.005101
-Digestive System	-Cytoskeleton	0	0	0.06296	0.01016	0.06495	0.0716	0.04304	0.04086	0.06242	0.04799	0.03322	0.01337
-Excretory System	-Cytoskeleton	0	0	0.06554	0.05123	0.2198	0.2216	0.05737	0.08114	0.03957	0.04498	0.02347	0.006741
-Nervous System	-Cytoskeleton	0	0	0.01285	0.006233	0.05797	0.06484	0.1019	0.1196	0.03541	0.03556	0.02754	0.02056
-Sensory System	-Cytoskeleton	0	0	0.01009	0.000816	0.02103	0.007859	0.003175	0.004728	0.00859	0.01184	0.001388	4.611e-05
-Development	-Cytoskeleton	0	0	0	0	0	0	0.02507	0.02528	0.01263	0.0132	0.01722	0.00912
