Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Immune System Diseases	-Signal Transduction	NaN	0	0.07181	0.3138	1.182	1.663	0.6049	0.4726	1.538	1.241	0.1843	1.344
-Neurodegenerative Diseases	-Signal Transduction	NaN	0	3.877	4.802	1.897	3.053	6.871	5.432	3.013	2.775	3.737	3.941
-Cardiovascular Diseases	-Signal Transduction	NaN	0	0	0	0	0	1.278	0.4885	1.319	0.652	1.586	1.258
-Metabolic Diseases	-Signal Transduction	Inf	0	0	0	0	0	0	0	0.004501	0.004706	0.002376	0.004286
-Infectious Diseases	-Signal Transduction	Inf	0.2695	2.422	2.517	1.723	1.651	4.799	4.279	2.01	2.183	2.947	4.597
Not Mapped	-Signal Transduction	Inf	16.14	55.6	55.97	55.57	56.97	34.03	28.76	24.67	24.84	19.91	31.86
-Not Mapped	-Signal Transduction	Inf	16.14	55.6	55.97	55.57	56.97	34.03	28.76	24.67	24.84	19.91	31.86
TOTAL	-Signaling Molecules and Interaction	Inf	9.518e+09	575.5	1197	399.5	469.1	74.37	83.62	61.5	59.18	86.7	53.53
MAPPED	-Signaling Molecules and Interaction	Inf	8.642e+09	503.4	1102	341.2	401.5	61.52	69.61	50.49	48.64	76.65	47.98
Genetic Information Processing	-Signaling Molecules and Interaction	Inf	2.936e+09	211.1	397.8	139.9	138.9	25.7	28.57	22.52	20.54	24.65	18.99
-Transcription	-Signaling Molecules and Interaction	Inf	1.255e+08	1.745	2.784	2.031	2.076	3.066	3.236	2.596	1.96	2.931	2.008
-Translation	-Signaling Molecules and Interaction	Inf	2.112e+09	139.1	247.3	90.84	91.18	8.174	9.129	9.583	8.401	6.749	7.362
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	Inf	5.488e+08	61.24	143.6	39.36	39.43	10.5	11.74	7.366	7.113	9.634	7.875
-DNA Maintenance	-Signaling Molecules and Interaction	Inf	1.186e+08	8.435	8.404	5.329	5.851	3.964	4.472	3.156	2.935	4.644	1.906
-RNA Family	-Signaling Molecules and Interaction	NaN	2.5	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signaling Molecules and Interaction	NaN	52220000	2.044	2.226	2.003	1.963	1.315	1.416	1.418	1.394	1.512	1.171
-Signal Transduction	-Signaling Molecules and Interaction	NaN	52220000	1.044	1.226	1.003	0.9632	0.3146	0.4163	0.4177	0.3944	0.5117	0.1715
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	NaN	1	1	1	1	1	1	1	1	1	1	1
Cellular Processes	-Signaling Molecules and Interaction	Inf	89960000	8.311	16.41	10.24	11.61	7.442	7.607	7.913	9.356	25.14	11.1
-Hemoglobin	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	4.808e-05	0.0001547	0	0.0003091
-Vesicular Transport	-Signaling Molecules and Interaction	NaN	0	1.389	1.952	1.265	1.487	1.357	1.669	0.742	0.7871	1.079	0.3644
-Cytoskeleton	-Signaling Molecules and Interaction	Inf	31140000	1.704	6.243	0.6161	0.8151	4.055	3.74	5.734	6.432	19.81	8.872
-Cell Motility	-Signaling Molecules and Interaction	Inf	37580000	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signaling Molecules and Interaction	Inf	21240000	4.997	7.444	7.984	8.972	1.048	1.196	0.6432	0.7819	0.9563	0.6663
-Cell Communication	-Signaling Molecules and Interaction	NaN	0	0.06224	0.1677	0.1482	0.1955	0.9412	1.181	0.7155	0.9729	2.619	0.5783
Metabolism	-Signaling Molecules and Interaction	Inf	5.407e+09	264.5	653.7	181.1	232.5	19	23.43	12.41	10.84	17.87	14.53
-Membrane Transport	-Signaling Molecules and Interaction	Inf	5.493e+08	12.51	19.55	8.104	6.708	0.1598	0.1455	0.1869	0.1125	0.1133	0.02984
-Central Carbon Metabolism	-Signaling Molecules and Interaction	Inf	1.125e+09	70.93	139.5	57.41	58.42	5.767	7.285	2.331	2.491	5.69	6.257
-Energy Metabolism	-Signaling Molecules and Interaction	Inf	2.078e+08	9.325	27.66	5.571	7.527	0.9271	1.308	0.7839	0.5716	0.4764	1.02
-Biosynthesis	-Signaling Molecules and Interaction	Inf	1.58e+09	73.83	200.1	46.11	74.54	3.218	4.176	2.967	2.496	4.061	1.867
-Other Enzymes	-Signaling Molecules and Interaction	Inf	1.519e+09	78.04	211.5	49.14	68.19	7.802	9.47	5.527	5.094	7.105	4.874
Organismal Systems	-Signaling Molecules and Interaction	NaN	0.25	1.296	2.776	0.868	1.194	2.793	2.891	1.989	1.994	2.803	1.671
-Immune System	-Signaling Molecules and Interaction	NaN	0	0.3915	0.6911	0.2452	0.3026	1.285	1.52	0.424	0.4047	0.6382	0.2957
-Endocrine System	-Signaling Molecules and Interaction	NaN	0	0.02866	0.0688	0.04403	0.04101	0.5182	0.4162	0.2114	0.2686	0.1682	0.2396
-Circulatory System	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.09499	0.1005	0.1428	0.2326	0.1489	0.03625
-Digestive System	-Signaling Molecules and Interaction	NaN	0	0.0589	0.06821	0.0965	0.1287	0.1981	0.1478	0.4419	0.361	0.3617	0.1049
-Excretory System	-Signaling Molecules and Interaction	NaN	0	0.1357	0.437	0.1761	0.2278	0.2018	0.1896	0.1252	0.1916	0.1779	0.08923
-Nervous System	-Signaling Molecules and Interaction	NaN	0	0.0139	0.0645	0.06399	0.08995	0.1978	0.2418	0.1585	0.1318	0.1484	0.1013
-Sensory System	-Signaling Molecules and Interaction	NaN	0	0.01895	0.006667	0.02336	0.01113	0.01193	0.0143	0.03093	0.04062	0.008462	0.000565
-Development	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.08995	0.07988	0.07386	0.0814	0.1875	0.07178
-Environmental Adaptation	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.02792	0.02726	0.01916	0.02105	0.007268	0.006304
Human Diseases	-Signaling Molecules and Interaction	Inf	20270000	7.228	17.78	5.419	7.263	5.762	6.112	4.091	3.747	5.322	2.087
-Cancers	-Signaling Molecules and Interaction	NaN	0	0.2998	0.631	0.1797	0.1572	0.4995	0.6197	0.3452	0.3684	0.2733	0.1684
-Immune System Diseases	-Signaling Molecules and Interaction	NaN	0	0.09964	0.4031	1.121	1.483	0.2012	0.1831	0.5595	0.4384	0.0873	0.3329
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	NaN	0	4.431	9.781	2.461	3.674	2.569	2.469	1.314	1.052	2.055	0.5849
-Cardiovascular Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0.4936	0.3122	0.446	0.2723	0.7094	0.2067
-Metabolic Diseases	-Signaling Molecules and Interaction	NaN	0	0	0	0	0	0	0	0.001945	0.001856	0.001216	0.0004791
-Infectious Diseases	-Signaling Molecules and Interaction	Inf	14280000	2.409	4.799	1.758	1.787	1.62	1.843	0.9448	0.9914	1.826	0.9126
Not Mapped	-Signaling Molecules and Interaction	Inf	8.767e+08	72.13	95.03	58.28	67.65	12.85	14.01	11.01	10.54	10.05	5.55
-Not Mapped	-Signaling Molecules and Interaction	Inf	8.767e+08	72.13	95.03	58.28	67.65	12.85	14.01	11.01	10.54	10.05	5.55
TOTAL	Cellular Processes	21.81	97.31	67.87	71.59	38.89	40.08	10.22	11.06	7.844	6.123	3.383	5.199
MAPPED	Cellular Processes	17.89	88.35	59.37	65.91	33.22	34.3	8.452	9.207	6.439	5.032	2.991	4.66
Genetic Information Processing	Cellular Processes	5.608	30.13	25.26	23.86	13.54	12.06	3.572	3.826	2.927	2.149	0.9311	1.812
-Transcription	Cellular Processes	0.08551	1.431	0.2691	0.2148	0.1926	0.1749	0.4167	0.4281	0.3233	0.2106	0.116	0.1985
-Translation	Cellular Processes	2.69	21.59	16.33	14.9	8.826	7.795	1.116	1.193	1.226	0.8734	0.2605	0.7262
-Folding, Sorting and Degradation	Cellular Processes	1.832	5.576	7.556	8.192	3.8	3.344	1.522	1.632	0.9308	0.7523	0.3798	0.7156
-DNA Maintenance	Cellular Processes	0.833	1.359	1.152	0.5169	0.5202	0.5204	0.5011	0.5648	0.4286	0.3052	0.1729	0.1743
-RNA Family	Cellular Processes	0	2.84e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0	0.5932	0.2727	0.1724	0.1922	0.1629	0.1904	0.2035	0.1842	0.149	0.0549	0.1155
-Signal Transduction	Cellular Processes	0	0.5932	0.1402	0.08685	0.09771	0.0768	0.05156	0.06737	0.05785	0.04215	0.01976	0.0156
-Signaling Molecules and Interaction	Cellular Processes	0	1.022e-08	0.1148	0.05971	0.09656	0.08566	0.1291	0.1277	0.1252	0.1029	0.03921	0.08919
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	0	0	0	0	0	0	0	0	6.177e-06	1.609e-05	0	3.145e-05
-Vesicular Transport	Cellular Processes	0	0	0.1805	0.1239	0.1284	0.1278	0.1726	0.2103	0.09049	0.08101	0.03566	0.03987
-Cytoskeleton	Cellular Processes	0.3808	0.3183	0.2053	0.366	0.06618	0.07347	0.5124	0.4533	0.7113	0.6699	0.7309	0.8058
-Cell Motility	Cellular Processes	0.1259	0.4177	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.4904	0.2361	0.5953	0.4553	0.7794	0.7685	0.143	0.1572	0.08907	0.08296	0.03557	0.06302
-Cell Communication	Cellular Processes	0	0	0.01165	0.01022	0.01615	0.01663	0.1165	0.1257	0.09587	0.1047	0.08669	0.05462
Metabolism	Cellular Processes	10.32	56.01	31.54	38.91	17.61	20.1	2.553	3.081	1.569	1.163	0.6954	1.338
-Membrane Transport	Cellular Processes	0.5911	5.827	1.483	1.177	0.7774	0.581	0.01956	0.01982	0.02294	0.01251	0.004731	0.002689
-Central Carbon Metabolism	Cellular Processes	3.156	11.6	9.067	9.585	5.444	4.995	0.7645	0.9728	0.3229	0.28	0.2189	0.6098
-Energy Metabolism	Cellular Processes	0.8632	2.506	1.109	1.83	0.5726	0.616	0.1403	0.1774	0.1044	0.06109	0.01834	0.08313
-Biosynthesis	Cellular Processes	1.597	18.63	8.711	11.72	4.646	6.105	0.4737	0.5433	0.3785	0.2555	0.1495	0.1729
-Other Enzymes	Cellular Processes	3.297	15.53	11.12	12.87	5.279	6.178	1.138	1.344	0.7081	0.5239	0.2928	0.4933
Organismal Systems	Cellular Processes	0	2.465e-09	0.1607	0.1658	0.07659	0.09211	0.3764	0.3887	0.2515	0.2234	0.1113	0.1401
-Immune System	Cellular Processes	0	0	0.05812	0.04532	0.02673	0.02968	0.1706	0.1987	0.05874	0.04484	0.02527	0.02847
-Endocrine System	Cellular Processes	0	0	0.003506	0.004028	0.004774	0.003416	0.07728	0.0597	0.02648	0.02871	0.006597	0.02317
-Circulatory System	Cellular Processes	0	0	0	0	0	0	0.01425	0.01438	0.02034	0.02614	0.005957	0.003351
-Digestive System	Cellular Processes	0	0	0.005501	0.004158	0.009672	0.01053	0.02135	0.01631	0.04907	0.04056	0.01439	0.009319
-Excretory System	Cellular Processes	0	0	0.01753	0.02634	0.0192	0.02123	0.02432	0.0266	0.01816	0.02152	0.006873	0.009206
-Nervous System	Cellular Processes	0	0	0.002393	0.003231	0.006246	0.007704	0.03294	0.03142	0.0224	0.01392	0.005672	0.009559
-Sensory System	Cellular Processes	0	0	0.001644	0.0003694	0.002414	0.0009701	0.001337	0.001635	0.003821	0.004319	0.0002971	5.278e-05
-Development	Cellular Processes	0	0	0	0	0	0	0.01055	0.01063	0.008354	0.008096	0.007037	0.006468
-Environmental Adaptation	Cellular Processes	0	0	0	0	0	0	0.003564	0.003402	0.002399	0.002147	0.0002499	0.0005796
Human Diseases	Cellular Processes	0.9073	0.5142	1.031	1.473	0.547	0.6081	0.7739	0.7718	0.5123	0.3595	0.222	0.2283
-Cancers	Cellular Processes	0	0	0.05708	0.04278	0.0193	0.01424	0.08634	0.09061	0.0509	0.04201	0.01306	0.01438
-Immune System Diseases	Cellular Processes	0	0	0.01415	0.02868	0.1083	0.1277	0.03019	0.02661	0.08228	0.04463	0.003472	0.03079
-Neurodegenerative Diseases	Cellular Processes	0	0	0.6225	0.6793	0.2597	0.3303	0.3547	0.3322	0.1661	0.1142	0.08692	0.05271
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0.06167	0.03582	0.05166	0.02649	0.02553	0.01854
-Metabolic Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0.0002435	0.0001984	5.812e-05	4.978e-05
-Infectious Diseases	Cellular Processes	0	0.1494	0.2589	0.2202	0.1848	0.1649	0.2738	0.3157	0.1345	0.1145	0.07208	0.0875
Not Mapped	Cellular Processes	3.921	8.963	8.506	5.684	5.674	5.779	1.766	1.853	1.404	1.091	0.392	0.5391
-Not Mapped	Cellular Processes	3.921	8.963	8.506	5.684	5.674	5.779	1.766	1.853	1.404	1.091	0.392	0.5391
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1279000	382700	Inf	173100
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1050000	314500	Inf	155200
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	476500	134400	Inf	60090
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	52650	12780	Inf	6305
-Translation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	198000	54220	Inf	23810
-Folding, Sorting and Degradation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	149300	47190	Inf	22670
-DNA Maintenance	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	66990	19470	Inf	5421
-RNA Family	-Hemoglobin	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0
Environmental Information Processing	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	27980	8960	Inf	3411
-Signal Transduction	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	7086	2463	Inf	493.6
-Signaling Molecules and Interaction	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	19950	6441	Inf	2844
Cellular Processes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	161400	61820	Inf	31780
-Hemoglobin	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	1
-Vesicular Transport	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	13320	5008	Inf	1080
-Cytoskeleton	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	114400	41720	Inf	25530
-Cell Motility	-Hemoglobin	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0
-Cell Growth and Death	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	14280	5211	Inf	2003
-Cell Communication	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	14070	6210	Inf	1637
Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	248600	71130	Inf	45090
-Membrane Transport	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	3491	789.5	Inf	77.43
-Central Carbon Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	51830	17060	Inf	18200
-Energy Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	12580	3570	Inf	1227
-Biosynthesis	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	59190	16470	Inf	5495
-Other Enzymes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	114800	32810	Inf	13730
Organismal Systems	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	38130	13260	Inf	3220
-Immune System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	9427	2802	Inf	787.2
-Endocrine System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	4159	1678	Inf	694.4
-Circulatory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	2970	1618	Inf	106.6
-Digestive System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	5959	2373	Inf	250.1
-Excretory System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	2783	1259	Inf	293.2
-Nervous System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	3658	874.2	Inf	333
-Sensory System	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	305.5	270.1	Inf	0.7112
-Development	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	1363	506	Inf	232.2
-Environmental Adaptation	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	376.9	131.5	Inf	17.37
Human Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	83130	22610	Inf	7523
-Cancers	-Hemoglobin	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	6163	2597	Inf	384.3
-Immune System Diseases	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	12860	2835	Inf	650
-Neurodegenerative Diseases	-Hemoglobin	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	26630	6774	Inf	1849
-Cardiovascular Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	7991	1631	Inf	574
-Metabolic Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	38.25	11.59	Inf	1.582
-Infectious Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	22690	7156	Inf	3014
Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	229000	68180	Inf	17950
-Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	229000	68180	Inf	17950
TOTAL	-Vesicular Transport	Inf	Inf	366.9	530.1	294.4	304.4	58.43	50.9	82.89	74.4	72.31	63.86
MAPPED	-Vesicular Transport	Inf	Inf	320.9	488.1	251.4	260.5	48.33	42.37	68.05	61.15	63.93	57.24
Genetic Information Processing	-Vesicular Transport	Inf	Inf	136.7	175.7	102.4	91.59	20.44	18.13	30.36	26.22	19.93	22.18
-Transcription	-Vesicular Transport	Inf	Inf	1.681	1.379	1.452	1.336	2.167	2.081	3.447	2.443	2.497	2.238
-Translation	-Vesicular Transport	Inf	Inf	88.35	109.9	67.07	59.31	6.446	5.56	12.92	10.47	5.46	8.874
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	40.85	60.31	29.45	25.69	8.542	7.809	9.946	9.036	7.062	8.386
-DNA Maintenance	-Vesicular Transport	Inf	Inf	6.161	3.595	4.221	4.137	2.808	2.854	4.571	3.56	3.917	2.678
-RNA Family	-Vesicular Transport	NaN	Inf	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	NaN	Inf	1.599	1.17	1.512	1.337	0.956	0.9672	1.958	1.824	1.224	1.712
-Signal Transduction	-Vesicular Transport	NaN	Inf	0.8272	0.7235	0.7611	0.6304	0.2554	0.2729	0.5237	0.4118	0.3717	0.3913
-Signaling Molecules and Interaction	-Vesicular Transport	NaN	Inf	0.6306	0.482	0.7577	0.6405	0.6984	0.5744	1.328	1.197	0.8519	1.143
Cellular Processes	-Vesicular Transport	Inf	Inf	5.436	7.363	7.539	7.609	5.198	4.5	10.66	11.54	18.71	12.94
-Hemoglobin	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	6.479e-05	0.0001944	0	0.0009129
-Vesicular Transport	-Vesicular Transport	NaN	NaN	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	Inf	Inf	1.133	2.853	0.4942	0.5235	2.993	2.166	7.768	8.26	15.25	10.38
-Cell Motility	-Vesicular Transport	Inf	Inf	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	3.302	3.504	5.985	5.966	0.7881	0.7208	0.9185	0.99	0.8147	0.7607
-Cell Communication	-Vesicular Transport	NaN	NaN	0.0818	0.08592	0.1174	0.1288	0.5856	0.5999	0.9557	1.191	2.147	1.1
Metabolism	-Vesicular Transport	Inf	Inf	170.5	290.5	135.1	151.4	14.65	14.4	16.73	13.83	14.01	17.01
-Membrane Transport	-Vesicular Transport	Inf	Inf	8.135	8.668	6.012	4.297	0.1171	0.08411	0.2535	0.1371	0.0933	0.04597
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	52.5	77.52	45.79	42.92	4.299	4.724	3.219	3.171	4.911	8.373
-Energy Metabolism	-Vesicular Transport	Inf	Inf	4.868	10.55	4.162	4.821	0.6621	0.7422	0.9656	0.6017	0.4668	1.076
-Biosynthesis	-Vesicular Transport	Inf	Inf	47.35	74.86	35.17	46.9	2.38	2.502	4.179	3.347	3.889	2.931
-Other Enzymes	-Vesicular Transport	Inf	Inf	59.41	79.61	37.23	46.87	5.347	5.876	7.718	6.507	5.566	7.006
Organismal Systems	-Vesicular Transport	NaN	Inf	0.8666	1.338	0.6182	0.7209	2.126	2.019	2.552	2.331	2.294	2.052
-Immune System	-Vesicular Transport	NaN	NaN	0.2099	0.2652	0.1946	0.1997	0.9085	0.9303	0.6239	0.5546	0.6775	0.7495
-Endocrine System	-Vesicular Transport	NaN	NaN	0.02344	0.02359	0.03614	0.02599	0.3811	0.2714	0.2352	0.2971	0.1288	0.4128
-Circulatory System	-Vesicular Transport	NaN	NaN	0	0	0	0	0.07799	0.06305	0.2364	0.3234	0.1409	0.1108
-Digestive System	-Vesicular Transport	NaN	Inf	0.01987	0.02069	0.05382	0.05094	0.1278	0.07753	0.4983	0.4375	0.3197	0.1884
-Excretory System	-Vesicular Transport	NaN	NaN	0.09552	0.194	0.1529	0.1406	0.1164	0.1199	0.1889	0.2173	0.1516	0.2631
-Nervous System	-Vesicular Transport	NaN	NaN	0.01478	0.02276	0.05058	0.06249	0.1554	0.1389	0.2204	0.1725	0.1114	0.1254
-Sensory System	-Vesicular Transport	NaN	NaN	0.005937	0.001671	0.0177	0.006877	0.008579	0.008567	0.04107	0.05161	0.01169	0.0006493
-Development	-Vesicular Transport	NaN	NaN	0	0	0	0	0.06551	0.0506	0.1062	0.124	0.2309	0.2025
-Environmental Adaptation	-Vesicular Transport	NaN	NaN	0	0	0	0	0.01672	0.01504	0.02132	0.02198	0.003896	0.01454
Human Diseases	-Vesicular Transport	Inf	Inf	5.999	8.749	4.082	4.928	4.325	4.045	5.602	4.38	4.35	3.359
-Cancers	-Vesicular Transport	NaN	Inf	0.2327	0.4176	0.1361	0.09708	0.3971	0.3877	0.5382	0.4977	0.413	0.2788
-Immune System Diseases	-Vesicular Transport	NaN	NaN	0.06463	0.168	0.7139	0.725	0.1561	0.1364	1.045	0.6039	0.05764	0.5031
-Neurodegenerative Diseases	-Vesicular Transport	NaN	NaN	3.207	4.684	1.938	2.353	1.833	1.512	1.629	1.271	1.45	0.6689
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0.3801	0.1904	0.5709	0.3478	0.7998	0.5157
-Metabolic Diseases	-Vesicular Transport	NaN	NaN	0	0	0	0	0	0	0.002164	0.001938	0.0009395	0.001465
-Infectious Diseases	-Vesicular Transport	Inf	Inf	1.681	1.507	1.343	1.197	1.427	1.447	1.17	1.301	1.545	1.11
Not Mapped	-Vesicular Transport	Inf	Inf	45.98	42.09	42.95	43.9	10.1	8.53	14.84	13.26	8.379	6.622
-Not Mapped	-Vesicular Transport	Inf	Inf	45.98	42.09	42.95	43.9	10.1	8.53	14.84	13.26	8.379	6.622
TOTAL	-Cytoskeleton	58.58	305.7	328.4	185.8	555	547.7	19.45	23.62	11.15	9.137	4.69	6.592
MAPPED	-Cytoskeleton	48.05	277.5	287.2	171.1	474	468.7	16.09	19.66	9.15	7.509	4.146	5.908
Genetic Information Processing	-Cytoskeleton	14.73	94.61	123.7	63.72	195.7	164.8	6.846	8.41	4.136	3.208	1.256	2.277
-Transcription	-Cytoskeleton	0.2245	4.133	1.27	0.5491	3.641	2.697	0.8132	0.9851	0.461	0.3048	0.1444	0.2469
-Translation	-Cytoskeleton	7.115	68.06	79.63	38.99	126.1	107.5	2.155	2.567	1.74	1.297	0.3491	0.9135
-Folding, Sorting and Degradation	-Cytoskeleton	4.661	17.98	37.08	22.71	58.03	48.37	2.966	3.521	1.309	1.131	0.5281	0.9063
-DNA Maintenance	-Cytoskeleton	2.187	4.268	5.099	1.412	9.764	8.528	0.9938	1.258	0.6129	0.4681	0.2395	0.2268
-RNA Family	-Cytoskeleton	0	8.028e-08	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0	1.701	1.34	0.4354	3.15	2.458	0.379	0.4488	0.2672	0.2183	0.07622	0.1347
-Signal Transduction	-Cytoskeleton	0	1.701	0.6865	0.2221	1.721	1.332	0.09798	0.1413	0.08094	0.05843	0.02437	0.01879
-Signaling Molecules and Interaction	-Cytoskeleton	0	3.211e-08	0.5833	0.16	1.603	1.182	0.2333	0.2516	0.1735	0.1538	0.04989	0.1107
Cellular Processes	-Cytoskeleton	2.626	3.141	4.848	2.58	14.71	13.54	1.948	2.199	1.402	1.432	1.253	1.234
-Hemoglobin	-Cytoskeleton	0	0	0	0	0	0	0	0	8.718e-06	2.388e-05	0	3.88e-05
-Vesicular Transport	-Cytoskeleton	0	0	0.8795	0.3422	1.838	1.758	0.326	0.42	0.1283	0.1187	0.04879	0.04682
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0.3383	1.207	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	1.288	0.682	2.886	1.228	11.45	10.3	0.2799	0.3415	0.1246	0.1241	0.0485	0.07827
-Cell Communication	-Cytoskeleton	0	0	0.04367	0.02436	0.2375	0.2311	0.2214	0.2551	0.1341	0.1499	0.1086	0.06414
Metabolism	-Cytoskeleton	27.5	176.3	152.6	101.8	251.2	277.3	4.978	6.748	2.197	1.69	0.9188	1.687
-Membrane Transport	-Cytoskeleton	1.598	18.29	7.32	3.128	11.43	8.146	0.03817	0.04403	0.03382	0.01731	0.006116	0.003288
-Central Carbon Metabolism	-Cytoskeleton	8.425	36.14	44.23	24.71	80.12	72.83	1.541	2.172	0.4518	0.4048	0.2872	0.7177
-Energy Metabolism	-Cytoskeleton	2.267	8.326	4.749	5.176	8.531	7.757	0.2951	0.3523	0.1505	0.08469	0.02528	0.1061
-Biosynthesis	-Cytoskeleton	4.289	55.76	43.06	34.55	71.04	93.14	0.9171	1.185	0.532	0.366	0.1977	0.2058
-Other Enzymes	-Cytoskeleton	8.656	52.34	53.97	35.62	79.76	96.54	2.165	2.773	0.9936	0.762	0.3515	0.5753
Organismal Systems	-Cytoskeleton	0	8.028e-09	0.8188	0.4676	1.917	1.706	0.7698	0.9146	0.3528	0.32	0.1534	0.1789
-Immune System	-Cytoskeleton	0	0	0.3304	0.1252	0.3968	0.4465	0.3397	0.4401	0.08218	0.06717	0.0309	0.03351
