UniProt	Protein ibaq.chimp
K7EN33;Q9NVX2;K7ERN7;K7EK23	288014.38861182
Q5JWB9;Q96A57	97667.0386359628
Q5GLZ8	74597.3271510339
Q9H074	133532.65064069
Q9NZ52	152382.164702355
G3V547;G3V5V3;O60524;G3V4D9	240261.988350915
P29083	49323.7704823925
Q93100	117000.933180498
B7Z9G5;Q5VW33;Q5VW32;F5GXQ0	225969.500032921
Q9H2G2	131576.579105482
H7C514;F5GZS0;Q9H2U1;E7EWK3;H7C5F5	130565.096755114
H7BYY3;Q5JWT2;F5H4T7;F5H685;Q9ULK4	124326.256346199
K4DIA8;E9PS95;K4DIB3;E9PQ36;E9PI74;K4DIA2;K4DIB2;K4DIB4;K4DIB0;E9PJH7;K4DIB6;Q9H936;E9PJY0;K4DIB8	59640.4408187707
P29597	125438.222552245
E9PQV9;J3QQL8;E9PM04;H0YD80;E9PLS2;H0YCN4;E9PLH8;Q9BTE7;E9PM78	238724.518468185
A8MY76;H0YJP7;Q86U38	143221.253722832
Q93084	20575.2387958187
Q8WVX6;Q7Z5K2	65737.1245087942
Q6IA86	266857.320896511
H0Y981;H0YBS5;D6RHI8;O60271;H0YBE9	294428.929019772
F5H4M3;Q5T5I6;Q9H4A5	116841.359552052
P35251	160618.620235443
Q9NY93	254843.521710009
Q9NUT2	8408.3653593981
Q96F86	256618.684840335
O15228	706132.263568539
O14981;B4E0W6	135598.060605985
Q5JV08;E7EWG4;Q5JV03;A2A305;H0YDN2;Q5T6F2;A2A306;A6NCA8;F5H2U4	205566.050890114
G5E9V7;C9JAA7;C9JBY2;C9J8P8;H7C4J4;H7C5B7;B7Z637;C9J625;C9J2I1;A8MTG8;Q8IUR7;G5E9V6;H7C5H2	235547.954506894
O43196	60631.0443990738
Q5SYF3;E9PG83;Q5SYF5;Q5SYF4;Q99541	116903.010570972
Q5TA45	79305.0777518816
B4DU04;Q9Y4K1;Q96QW7	142278.894227256
P49792	137385.346400753
Q14181	468697.220273282
F8W7K4;H7BZW2;Q6P2H3	97074.7226503136
K7EPT6;K7ENI1;K7EJB3;K7EL85;K7EKB2;K7EN07;K7EPM5;Q92804	113878.176060771
Q9BV23	91154.0742194435
A6NP52;O60831	244514.271099991
Q92783	80046.1982412959
E7EMB7;D6RCN7;F8WDV0;Q9UI26;F8WBN4;D6RJB1;D6RCQ2;H0Y8M5	97860.6411315106
H0YIL2;Q9Y4C8	140047.591581592
Q9UK59;F8WAY1;F5GWV2	146380.338900467
Q5BKZ1	198702.591213228
Q6IQ49	167180.80044379
B8ZZS4;C9K022;C9JQZ3;F8WD44;C9JS61;Q9H8Y5;C9J5H7	143814.370125316
H0Y3M3;C9J6V3;E9PSB4;H7C355;G3V195;G3V1D0;E9PJV5;B7WPE2;Q32P44	94982.6249763052
Q13330	168898.738131732
Q0P665;Q9P219;G3V3S0;H0YJX5	29926.9606770288
Q9NSP4	69526.3099817372
P46108	309465.515147721
P21283	53904.2433582674
Q15554	109924.669451005
H7C559;C9IZ04;C9IZF4;F8WDK3;F8WCA1;Q9NY27	188538.126735714
E9PIZ0;C9JST7;O95070;E9PS11;E9PP02;A6NGW1;E9PK42	323203.734082255
E9PQ61;E9PBY7;O75152;C9J0L0	165326.116994813
H0YK63;H3BMU9;H0YLN7;H0YKD9;H0YL91;Q15650	155489.187792553
Q9Y5P4	77985.5767693705
Q96T51	83039.6170047928
Q9P2N5	70769.257830464
Q6NZY4	196333.337085735
Q96GM5	228354.406629433
H7C2G8;J3QSZ5;H7C257;H7C1S4;P18583;H7C1M2	105019.234616828
Q8IY18	128915.654543697
Q2MDF5;G8JLK9;Q96KP1	114490.842862231
P28907	378014.57574883
Q9H1E3	367471.954756034
P50416	23176.7186313828
F5H8F7;H0YBF6;E5RFH5;E5RHM1;H0YAQ0;Q9UBL3	108671.678079179
P49916	104842.913836757
Q8NHU6	103265.382230093
Q8NBJ5	174819.125818708
H0Y9N4;D6RC04;Q9Y6G5;D6RJ90	135867.704839846
Q9UBD5	122922.681698883
P48723	113743.724827473
G3V4K3;G3V549;Q9H9C1	195994.842616259
P07948	585748.23050733
U3KQP8;Q96AQ8	443514.191049056
Q9HBM1	281623.775696185
Q13188	1218325.71125285
Q9BZV1	188222.533514231
H7C3A3;C9JVS4;H7C329;Q6P3X3;H7C178;F8WCH1	132505.005149039
H7C0T9;C9JMQ4;H7C2K2;F8WCR8;C9JSC3;Q9NZQ3;C9JC20	55155.4989670719
F8W8Q9	130716.0282661
H0Y517;H7C1U3;Q5T0F9	133171.486744707
H7C0V0;Q8WWC4	56979.7561316262
Q9BRX5	111396.879181437
H0Y565;Q9NPB8	129841.565827708
Q9NUU7	167557.913596562
H0YCG0;Q14160;H0YDF9	145638.386110783
P19484	213985.575471403
Q93034	144756.477511741
F8WEY1;E9PAL9;C9J036;C9JTZ6;H7C519;Q9H857;H7C4G8	285380.106745695
K7ELP6;K7EQA5;Q53F19	137915.656726049
Q9P2W9	84352.4854529952
C9K0U0;F8WEE8;F8WDF4;Q7Z422	184743.018435073
Q9Y4X5	104193.504910695
G3V4R5;G3V473;H0YJ87;H0YJA2;G3V411;G3V572;G3V5I6;G3V2X4;G3V3R9;G3V256;Q6PJT7;G3V240;G3V3Y4;H0YJ51	73475.238242215
Q8N6L1	29174.0275626178
P13473	102397.065867553
O75844	161489.019278291
J3KP30;Q5QJE6;E9PRB3	131665.975422179
Q8NBL1	266112.652154723
P11802	110172.613318911
Q8TDX7	101383.649101747
Q8IX01	89148.8881419229
K7EPT2;I3L1Z9;I3L3P8;Q9P2R3	188573.80471683
Q99543	256305.971321511
H7C196;H0Y8C3;B4E0C5;Q5TDC2;Q9NZJ7	69184.3165928084
B1AMX5;H0Y7H6;F2Z2T0;G8JLF3;Q3YEC7;G3V154;H0Y4Z8	202911.427402349
P05556	320888.03499024
H7C0H2;H7BXM6;H0Y3K4;A8MTF7;C9J7M3;Q96EV2;H0Y3K3	158189.229581603
Q92620	143070.827171351
Q9UK61	119898.889025097
Q5T852;Q5T851;Q9NVV4	146260.073266441
R4GNG4;Q5T280	299406.667292376
Q9NZL4	227731.425817262
H3BSW0;Q8N9N7	164284.270068536
Q9H9B1	20830.9947761861
P49585	152740.534185247
U3KPW6	133514.896774768
Q92785	63975.9813849799
H0Y6T5;H3BPE1;E9PLY5;H0Y7I1;H0Y4F5;F5GZL7;H0Y390;E9PLY0;E9PNZ4;E9PS75;F8W8Q1;H0YD69;B4E2T3;B4DQX9;Q9UPN3;H3BQK9;H0Y314	219091.621330135
O15514	130216.582132423
Q86TB9	94659.4703242535
Q9Y580	100939.478209725
H0Y764;H7C354;H7C408;Q6ZNJ1;H7C3Y7	104372.125471193
Q9H2H8	496548.957512229
Q5JPH6	47748.0413150425
Q96EK5	342353.826010466
Q8N4T8	145159.371896305
Q9BW60	24881.896272843
J3QL25;J3KTM1;J3KS38;J3QQR3;J3KSH1;J3KRS2;J3QLK6;J3KRD0;Q86W34	166610.248002484
J3KR49;H7C5M8;E7EW49;F5H604;C9J668;E3W994;D6RBU8;H7C4M5;H7C4X8;E7ERI8;E7ENG2;F5H3X0;O75122;E9PBA6;H7C4I5;B3KR06	68844.8823659727
Q7LGA3	30138.550967783
B4E2X3;Q8N6R0;H3BLW2	152431.029631638
Q7LBC6	115708.281158082
H7BXH3;C9J3F8;C9J2U9;E9PF36;C9JU58;C9JZ11;P49754;H7BZX6;H7C0K2	143617.534211119
Q9BU89	237198.901164594
J3QKQ1;K7EIQ2;J9JIC5;J3KT97;J3QRW7;K7EII1;Q9HAS0;K7ERX0;J3KRR1	117870.644979523
O60830	128510.346590931
Q9Y584	85372.3400565025
Q9UIV1	54020.0473266461
Q9H974	878244.506714337
Q14997	150347.180558963
P31749	118599.503487037
O95470	98803.1190403731
Q5T447	71690.933043622
I3L1Z2;P51116	72027.2677876494
O00399	502218.800441182
Q9H9A5	50015.058599402
H0Y6J1;Q99549	125439.144153445
Q9ULC5	87895.6082525732
B4DDV1;Q13325	222368.50972284
P48382	96139.8323676304
Q969S9	76419.6728811562
Q7Z5G4	210467.509834486
Q9UBV2	169496.239311849
P46977	89326.4255469914
O95684	294415.60724246
Q9NV06	108634.75757113
D6RGX2;D6RB53;D6R9J7;H0YA18;Q9NUQ7;D6RA67;H0Y9B0	163890.210540821
B4E0P2;D6RGY4;H0Y8G7;H0Y9F2;D6REA0;O75879;H0Y9W6;D6RDU9	42498.0980245574
P47712	17590.4377062976
H0YFI7;H7C0C0;H7BZV8;F8WC64;Q9Y5Q9;H7C143	138544.44845225
F8WF26;F8WAX6;Q8TCG1	65311.3242075573
K7EQZ6;K7EPS6;M0R0J3;K7EQT0;K7EQ06;K7ERA4;K7EJQ5;K7EJP7;K7EIG6;K7ERN8	130326.737272295
E9PIU6;E9PIN7;Q9H1E5	113838.904289024
Q9BRX8	291449.099678725
O75116	302554.142870836
Q6UW02	115808.671401391
P47224	229599.75866221
E5RI43;E9PF32;E5RJ42;E5RHH2;H0YBK9;E5RH95;E5RIR7;H0YAW2;H0YBH5;H0YAY3;A2RUS2;B3KRG7	25410.2624445208
H0YF21;C9JIR3;Q3KQU3;E9PLH3	100393.88061445
Q9UJY5	122822.992802337
F5H715;Q96BJ3	355083.749988376
Q9NQE9	63395.205197756
P52732	167888.203698294
Q13740	266633.477133163
E5RIF2;E5RHZ1;E5RHL7;Q9Y6D6;E5RJB2;E5RJN9	169848.945191705
Q15022	70518.065838086
Q13107	93125.877018062
K7ENM0;K7EKL5;K7EM30;K7EMN9;K7EM80;Q8IV53	90403.3785770437
Q5VYD0;Q14146	104164.686105002
K7ER15;K7EMY7;Q9H0R4;K7EQD2;K7EJQ8;K7EKX8	151499.972513938
Q8IZH2	156547.832306419
Q9NWU1	157018.201394847
P48634	57590.794087904
Q9BXW9	119710.264582277
M0QY01;K7EJR2;M0R165;M0R2S2;M0R3I1;M0R1V5;M0R330;Q9UBC2;M0QX30	63684.3116341056
Q9NZN8	96875.7118168119
M0R0U0;M0QYR7;M0QX70;M0R2N0;M0QZC7;M0QZH1;Q9H0W8	171373.437219086
H0YMW2;A8MYJ1;H0YK18;Q12802;H0YK84;H0YMI5;H0YLH1	55752.5753541091
F8WC46;C9J5S3;F8WAZ2;Q6NUQ1;F8WDC5	55473.8717872858
Q9ULZ2	319616.104447481
H0YN19;Q9P2K5;H0YKS1	174287.181156679
B4E101;H7C1A2;B4DIY7;Q96BW9;G3V0F3;C9J2U4	35588.3302125407
Q9UKK3	122677.059195955
E9PJW6;E9PSD3;H0YCE7;O43427	81655.8641644086
P11717	184709.883004891
F8WF13;C9J0I9;C9J672;Q86WB0;F8WAU5;F8WBD7;F8WDK5	95131.4318023181
E5RHK3;E5RJ86;E9PR92;Q9NVT9;B4E2W7	233116.374654932
P52756	21626.4079194296
Q86VU5;R4GNF4	38936.7487308962
R4GMZ7;Q6F5E8;R4GNC4	67379.6877172562
Q9UJX4	164601.460696219
Q96CW5	85154.1132240595
Q9UBK9;S4R2Z4	271704.627331993
Q92896	238668.677941076
Q8IXB1	718585.708454742
Q9UPU5	154674.089968748
Q96S55	109289.89143837
B7Z2B4;C9JGR5;Q9Y3P9;B5MCD9	22545.7674593794
Q9UDY2	397044.863126519
P19174	31607.4690252058
D6RD57;Q96BN8;H0Y8S4;H0Y9T0	384104.862553838
G3V3N8;G3V1S4;G3V2M5;G3V5D2;G3V5S9;G3V5L8;Q9Y324	34714.7961318597
M0QZM0;M0R0P4;M0QYS2;F5GYK2;F8VYA6;M0QXN2;R4GN16;B4DQH7;M0R0W8;M0R2A7;Q9NRL3;M0R317	85376.874517448
Q9NRL2	112230.526761211
Q9ULH0	122163.553125444
Q9BUP3;E9PI87	268554.505885938
P50750	108375.348459138
Q92747	784362.523059335
Q96GW9	279896.023540213
O00754	124439.851661701
F8WD17;F8WBH0;B5MCN0;C9JC25;H7C3A2;C9JQQ5;B7Z7X8;F8WEN4;Q8NHH9	76970.0694357423
E9PM72;E9PKQ4;E9PJZ4;Q9NVC6	90004.3562777957
H7C4S1;C9J5C5;Q8WYP5	86770.5363556307
B8ZZV5;Q8TCC3	59289.2020071709
H3BPG8;I3L0S8;I3L2D7;H3BRV5;D3DWF9;H3BUP8;H3BR41;H3BMW9;Q96QU8;I3L2K0;H3BRJ6	87807.6328501774
Q96QC0	126478.504419887
Q8NEL9	103850.888459789
P46199	39772.9786682505
P52333	53182.2809541095
P20338	107821.780004727
Q9NP92	100971.498247894
M0R310;M0QXT5;Q9BX97	426618.606418882
Q99547	233642.399766733
Q9BUI4	315765.108896289
ENSG00000034063	84003.4016151391
P61619	200451.547880346
J3QRV3;H3BSH5;Q96MW5;H3BUN2;H3BQV3	63838.2902273027
Q92623	126335.75452578
H7C2X3;Q9P2D3	119835.143673277
P61225	475886.426065299
Q9NV70	80179.4052201774
A1L3A6;Q7Z417	80361.8004438312
Q9Y5B6	142341.729340639
Q07817	427187.506736402
H3BTJ6;H3BPY8;H3BPM3;Q9BWH6;H3BRE8	116533.133995912
Q16706	205256.095437666
Q9NS87	136435.70241013
K7EP82;K7EQR8;Q96P16;K7ER50	65716.98559234
B7Z6X7;Q8N5C6	67874.6806490668
H3BN95;H3BP17;H3BMK7;B4DJL6;H3BV25;H3BT02;H3BRY6;H3BNR6;Q96SY0;B4DVT3	23438.0653798895
Q13315	80353.3121022421
Q9NRK6	58940.5839732776
F8VQX7;F8VZ43;F8VZB8;F8W060;F8VVD3;F8VVE7;F8VUA7;F8W1F1;Q9BZF1;F8VS33	48223.2312745934
Q96IV0	476521.264580199
Q5JU47;O60343	92685.0182648049
Q8TCJ2	41091.8527165925
P06865	134103.74284272
S4R360;F8VVR0;J3KP21;A6NCI0;Q9Y6G3;S4R2Z7;J3KPP0	704442.611859474
M0QYC7;M0QX35;F8W9Q2;B4DGJ5;Q8N7H5	90412.3091428348
H0YD48;E9PKP6;H0YE97;E9PK13;H0YEY8;H0YEH1;E9PLJ8;Q13492;H0YEF7;H0YCY1;E9PJT1;E9PI56	47488.0542637342
Q5VTI5;Q9Y2H5	222720.510345505
Q15526	91596.1332266498
I3L141;O43149;I3L1Q8;I3L2N1;I3L3Q3	38346.8121347948
Q5VWJ6;Q9NRY2	79667.2465882068
O14672	88429.7825418592
H0YLM6;H0YMC9;Q9P253	150841.829091499
Q9Y4R8	40461.0552115284
Q03001	139522.230412429
C9JHV0;M0QXP4;C9JMR2;E7EUZ3;Q14966;C9JSD0;C9JWN0	77390.3948042971
P06396	3279261.92015054
O14893	111920.492454318
Q8NHQ9	23347.2916984611
Q4KMP7;H3BSE1	99179.5588154496
C9JMN1;H7C3J8;C9JEF0;Q96SB8	123313.808161335
Q9UJA5;B4DUV6	136901.29672107
C9JCM7;H7C1U4;H7C1Y9;H0Y5G7;H7C007;H7BZR3;H7BZU5;A2RRP1	139871.187997378
H7C256;Q9BWU0	91678.6086307858
Q9NRR5	106113.982155676
C9JAL2;Q2TAL8;C9JIA8	113721.323782698
O75886	233836.31474748
Q96RR5;Q9ULW0	105064.980262239
P30154	202283.148920022
F8WE24;Q86SI7;P48553	14286.8004110666
Q13416	81076.7767894193
Q14457	85703.1354645104
Q8WU76;D6RCK6	170495.825937125
P17706	323998.498684046
Q9Y4G6	74104.5089044748
Q13085	75123.4909891122
Q06587	80783.9523683603
F5H1Y4;Q9HD26	29119.6804182672
E9PGW7;Q5T8T8;Q15528;E7EN96;Q5T8T7	42301.4630476042
C9J3F7;B4DQ47	233356.590020234
Q8WWQ0	71300.8882137847
Q5T2E7;Q5T2E8;Q5T2E6	33526.1678785686
H7BY83;Q5JSH3	112789.902893465
J3QRI1;J3KRJ3;Q9BVV7	152674.220133584
B7ZAR9;H3BV59;H3BUH3;H3BU60;B3KSE1;A8MT40;Q8NCN5;H3BRS5;H3BQG3	79545.2865680191
Q9UPN9	80207.321307684
O43237	126317.041813304
H0YEM3;Q7Z4H8	92151.0465486595
F8WAA1;Q9NSI8	200464.609188126
G5E9X3;H7C507;Q9Y2H6	53704.9417849986
Q9NNW7	229368.383485763
Q9Y2U8	72168.5661571828
Q9UHP3	40293.2219392787
H0YBR0;Q96Q05	35142.9996802203
H0YBN5;H0YC41;Q69YN4;H0YB68	72911.2830399545
E9PL53;E9PRZ1;H0YEK5;E9PMD2;Q96ER3;H0YDM3;J3KND1;H0YCN7	104825.359996798
Q96T49	76986.2044361054
Q6ULP2;B8ZZI9	70272.3242989242
Q8N490	50563.9906114995
P07738	162955.229635297
Q9UKN8	108352.091172171
B1AM43;Q5VZE6;Q5VZE5	146285.548668432
E7ETM5;Q8N0U8	43993.8434360289
B5MC64;A6NJ78;F8WD83	17017.6358102094
C9JQG7;Q9Y232	95002.6443327246
H7C1L3;F6RU81;C9JYU7;Q6PJG2	33603.4359170999
P25445	85359.0662621527
Q8WVC0	64914.3963616812
O60568	87022.7199041801
U3KQI9;U3KQM8;U3KQU1	75271.7749970032
Q9HCU8	3313234.10752023
G3V457;G3XAH6;G3V3I9;H0YJ00;G3V2A0;H0YJZ9;P51003;H0YJL4	90408.4438997813
F8WBY8;F8WE40;H7C1Y1;F8W7E1;Q6ZMI0	94705.0609617377
H0YK03;Q8TBA6	114779.281818765
O00635	28962.6892665958
F8WCD9;F8VQE7;F8VPY5;H0YHF4;F8W0R0;F8VS60;F8W1U1;H0YIV5;F8W6J0;F8VVQ3;F8VR35;F8VZA2;F8VP71;H0YH93;Q6P1Q0;F8W1Z2;F8VXQ4;F8VTR1;F8VUZ8;F8VR33	13532.7138357073
F5H244;F5GXT5;F5H815;H0YH64;F5H009;O15397;F5H292;F5H2I3	129698.977879934
O43156	64397.6890130379
P17655	114718.741500107
C9J6Z7;C9JXD7;C9JVC4;Q15051	19087.6488880396
F8WAL5;C9J3K5;F8WE68;H7C3D5;C9JIF3;Q8NC44	61624.8575355003
P19397	47215.6954265741
H7C3H2;Q9HD20	44953.0994296177
Q75QN2	54710.3804922066
H0Y621;H0Y5K5;A6PVJ2;H0Y6Z0;H0Y802;H7BXI5;E9PFA8;Q9Y282	154694.828406569
Q9Y496	46949.5026369337
Q13769	120472.97408505
Q13905	77460.8323329139
Q99720;Q5T1J1	226196.644163644
P10619	132494.301871442
H3BU12;H3BP86;H3BV02;H3BMG9;H3BQI5;H3BSV5;Q6ZS17;H3BUP6;H3BSX9;H3BS40	89731.355864297
Q9NVR2	74509.2121386783
B4E2Q6;Q5VT52	63648.4732415433
Q96AJ9	86570.0524066109
Q7Z2Z2	81848.0107576424
Q8NB46	115545.71006598
J3KSF9;E9PG80;J3QRF2;J3QSE7;J3QQT7;J3QRD8;J3KTF2;J3QR81;J3KRG4;Q7RTS9;J3KSU8	112425.686830654
B2R8E1;Q96S59	102944.703425047
Q9BUN8	135157.318411807
M0QYZ9;M0QX73;M0QZ34;Q9NZM5;M0QZU5	230931.386669144
Q9UPY3	116602.281061892
O75688	86792.6377207549
U3KQ37;Q5VUA4	46387.9579833973
O60476	73148.8581244169
Q9Y4P1	228505.137075516
E5RIN2;G3V133;H0YB08;Q66K14;F5H6M5;H0YB58	111809.459820536
H0Y9B7;D6RBV0;D6R958;H0Y8H8;Q8NC56;H7C2Z0	114741.253564214
Q8IYI6	35573.6509997348
P51692	87706.0725571221
P61916	9214.2178256395
B4DIW9;O15084;F8WDU2	39666.9486681667
P17275	247421.572372098
J3QKY9;J3KRP4;J3QLT5;E9PBL8;Q8WTW3;J3KSY3	78814.7684333673
Q92542	114337.028745204
J3QSS7;Q86U28;G3V291	33932.7636430016
Q9BRP4	91015.2087243567
O95352	141705.489200528
H7C324;H7C2Q4;H7C264;H0Y7Q1;H7BZT6;H7C4B3;F6XZ68;O75689;C9JN36	225217.108344846
P06746	114681.67975714
H0YI50;F8VUZ2;F8VRW9;H0YI58;F8VPA6;H0YHS0;Q96RQ1;F8VR88;F8W0R1;H0YHJ8	131681.94811233
P78357	94273.0336237192
Q5JS54	50947.7393253701
Q5JRA6;G8JLC6;H7BY50;H7C0T4	72380.9443033611
H3BNU9;H3BSW7;H3BUY4;H3BQY0;H3BTK3;Q9Y2V2;H3BPY5;I3L3X8	120292.812926394
P11166	22129.1352868748
F5GX34	57227.5440300636
J3QRV2;J3KSS1;J3QL26;F8WAJ9;J3QLA6;J3KSB0;Q8TF05;J3KSH2;J3KRU1;J3QQV0	97957.7876027809
Q99707	71175.964051079
P49711	90425.384197593
Q9Y6D5	123185.037494784
H3BSA0;Q7Z401;H3BTW5	71542.0024917363
Q86U86	83177.3525474713
Q96PE7	26520.425631465
H3BU37;H3BRD0;Q12789;I3L1Z3;H3BU55	95181.8479591203
Q14571	86475.2947909434
Q9UQ35	94441.0592571512
O95071	74964.6441223897
O00462	23493.2283118852
U3KQ99;U3KQD1	97967.856476269
Q9UJX5	47389.4033213021
E9PPY7;P53365;E9PRV8	114321.097055461
I3L1Y8;I3L543;I3L3I6;I3L0Y6;I3L2U0;Q9HBL8;I3L3Z0;I3L1Q7	144293.515075751
K7EMP1;K7EJY5;Q6P1N0	62439.6606572207
F5H6G7;H7C1Z3;Q9BSC4	170515.271592868
B3KW04;Q9NVG8	96057.2592895183
Q86YV9	40303.7747679298
Q12959	87559.6334960003
Q969M1	90583.1660872753
H3BTU0;Q96JC1	96724.0729964351
H0YMS3;H0YLQ3;H0YM23;E7EUV3;O75179	239532.993289901
O60508	110550.951601634
H7C461;B4DSR2;H0YFI9;Q9BV19;H7C135;R4GMT4;S4R312	168727.493361113
P21359	9485.8343684349
D6RHE5;D6R9T9;Q7Z392	68081.6058267911
C9JGP4;H7C440;H7C302;H7C036;H7C1Q8;Q8IYB7	43830.4648787438
H3BQY4;H3BS59;H3BNL9;H3BQ12;Q9BVR6;Q9UGJ1;H3BPU4;H3BN56	33388.3050676113
Q9Y4A5	56671.8554476735
C9JCX1;Q86VM6;C9J7P7;H7C4T5;H7C4Y1;C9JP00;C9J4T8;Q9NR56	59248.8637471977
Q5T1Z8;H0YCK1;Q5T1Z4;H0YEH2;E9PL65;H0YDC5;E9PMX1;B4DG92;E9PR38;E9PM68;E7EWT3;H0YDK8;H0YED4;Q14671;H0YC97;H0YDQ6	94550.969464953
P09884	161603.029088904
H3BUA6;H3BR79;H3BR02;H3BP48;Q8N543;H3BUQ2;J3KNR5	63710.7282051822
Q9BTC0	131124.976764058
P50748	170260.485680795
E7EQL1	18926.9453610991
H7C3X9;H7C1A9;H0Y4Q6;H7C318;Q8WUA4;C9JNH7;C9JQ12	113550.285387773
F2Z2E1;F5GZX9;B4DL34;F5GY05;Q96EK7	46284.7161213317
H0YGU7;H0YGJ3;F5H5R1;B4DRN7;H0YFE9;F5H2A1;H0YFC4;Q86YS7;F5H3N1	104278.265839852
Q6UX04	129618.581397557
O15439	55152.1632058684
P82094;F8WF45	118738.780257005
C9JII0;F8WCT0;B4DNY1;F8WCA5;C9J250;F8WF63;C9JMC8;C9JSL1;P78332;B4E0G6;E9PGM9	27780.7445835044
P49427	146948.662873581
A8MUK0;F8VXG7;F8W6K1;A8MTP4;Q99590	39412.9568103236
Q6MZM0	75563.7515700672
H0YMH7;H0YNW9;H0YNU2;Q05D32;H0YMB4	102406.919339781
F5H2C9;B4DU10;F5GXF6;Q86UY6;B4DR03;F5GY41	4780.8186237156
Q9Y2X7	61932.9410273965
J3KNH6;Q7Z5L2	44597.1508139705
F5H7K1;H3BUS7;C9J7I2;E7EWW0;H3BTI5;H3BNX2;G5E9I3;H3BV68;H3BRV8;F6S1J4;H3BVG8;I3L1U5;H0YFG6;Q7Z3J2	80985.4953915983
B0QYI5;B4DKR4;Q5THR3	93304.6238941265
P62837	238482.935989147
E9PBR5	184628.695516377
Q5T160	290740.587536223
H7C0R6;C9JP31;C9J9V2;Q9BV44;H7C3J3	173615.387182814
Q6UWE0	13681.0828364898
Q5QPE7;Q5QPE8;Q9BQP7	88349.0669401103
P48506	67391.4413400671
O95376	131796.604020995
Q13761	236440.159299374
O15111	100360.929520427
Q9P2K8	47057.8350482712
O60942	63773.8664373077
E9PHK4;C9JZQ4;E7ER70;E7EM70;Q9HB58;G5E9C0	320646.590277714
J3KSL8;J3QQJ5;J3QKL6;J3QR00;J3QSA1;J3QQS5;Q9Y2L5	75779.8052677321
M0R008;M0QZQ9;M0R1Y5;M0QYT7;M0R1L5;M0R010;M0QXD2;Q9ULX6	50690.1365831659
Q5TB53;Q9HD45	91016.4892416694
Q9Y6I3	102244.244383356
O75064;H0YEF0;E9PAK5	16790.7018119982
C9J8P4;C9JEF2;C9JZ19;Q9H4L5	182437.117256095
Q96Q15	48951.2765242657
Q13480	42040.3237678695
Q9H0R6	68939.4116402409
H7C4X9;F5H0X3;Q5TH12;Q5TH07;Q2HXV3;B7ZM62;Q9ULU4;Q5TH08;Q2HXV1;J3KPU3;H7C0U2	33393.7121719097
F8W7Y5;F8W6P2;F8W9K4;C9JC24;C9JQ19;F8W7Q3;Q8TAF3	69907.0600603583
B7Z8L1;F8WF16;F8VWU8;F8VXV7;F8W0Q9;F8VRK2;E9PAX8;Q8NEY8;F8VPY7;F8W6A0;F8VP48	84222.261431181
Q9UKL0	71946.5629943487
B5MDQ0;Q2NKX8	115125.679748011
H7BZV6;H7BYL6;H0Y6Q0;Q6PJH3;Q99996	18760.0180961447
F8VWY4;F8VVY0;F8VUW9;F8VV47;F8VQZ5;F8VYH6;F8VS54;H0YIK5;F8VXH1;F8W1E5;F8W1T4;F8VQF5;F8VZ41;F8W0L1;F8VV37;F8VWX0;F8VRD2;Q9H0H5;F8VRL2;F8VZ66;F8VV39;F8VVE5	92891.5221041262
C9JTP4;E7EW60;Q53R41;C9JMM4	13086.2023070251
Q8NI35	73115.0751837148
P01116	141746.920527204
M0QYT1;M0QZK5;M0R2H4;M0QYF5;M0QZD1;M0R2K2;M0QXH7;Q8IY17;M0R2C2	28863.5436062597
Q9BVS4	64479.2643846611
H0YI23;H0YIQ2;F8VU51;P49750;U3KQT9	109716.661769633
Q8IWV8	87683.0876951448
O60645	132721.225257932
R4GNB6;R4GMW5;R4GMN1;Q8NHP6	76314.2527509655
C9JC17;H7C3N9;C9JSU1;C9JJC9;Q9Y608;C9J321;C9J0U5;A8MXR0	41714.1163079892
F8WEV0;D6RDI8;H0Y9C6;Q08AE9;Q709F0	482681.394958254
E7EW05;F8W8T7;D6RIR5;Q9NVU7;D6RC74	121928.205281138
Q99807	17727.5893592762
Q5T795;M0QXR3;Q9NU22	48253.2779228669
Q9NQT8	78449.6292515482
P15586	25276.8776084233
Q9HBH5	29805.0522903638
F2Z2B0;Q9Y5J6	17403.9247051294
A2AAT0;Q92504	75268.0612220736
B4DV90;Q5SQM6;B4E059;Q86X67	59779.5587042497
C9JV86	36959.2200605361
Q9UN19	77258.7236091999
P26010	178499.399372178
Q15758	82228.4909236276
K7EK91;K7ELN3;Q9UFH2	48860.8629295025
P48960	53747.2563390209
Q9NWZ5	41182.3305945692
Q9Y223	71207.3569145371
Q13620	50940.6396737526
Q6KC79	65638.9588972988
G3V377;G3V4Z7;F8W9B8;O00471	67333.3714201039
P20585	31861.6740487744
D6RJB5;D6RHX2;D6RBS5;Q8IZ81	34849.5872785856
Q9NRC6	8776.3740070792
H0YB66;E7EMW0;E5RFU8;E5RIH6;E5RGW7;E7EWM2;E5RG47;Q5SW79;H0YB92;H0Y2V6;H0Y4T4;E5RJT5	27976.8887136134
Q8WZ42	42958.3003590882
Q5S007	61662.4056882704
E5RIY7;H0YAP1;Q9Y5V0;E5RHV4;H0YC70;E5RHR6	460279.597443692
F8VWQ3;J3QK86;H0YII3;J3KPG5;F8VU39;H0YHL2;F8W053;Q9UIF9;H0YHQ7	42527.8298041701
Q5VV42	46155.1673861094
Q9NVH2	89242.8036992375
Q643R3	49190.2988169743
E9PQ01;E9PKN0;O94913;E9PQF9;E9PNY7	43992.9717230046
