!!SBtab TableType='Proteomaps' ProteinIdentifier='http://identifiers.org/uniprot/' Condition='RNA rpkm.human'
!ProteinIdentifier	!Abundance
P04406	2865.85
P07737	1599.13
P62937	170.944
P14618	46.798
P06576	291.137
P11142	230.588
Q06830	428.512
P00558	293.034
P37802	79.8768
P07195	156.533
P00338	322.907
P68104	0.925731
P23396	908.724
P62258	118.847
P06744	76.426
P04075	197.341
P10809	96.5203
P62304	35.7966
H0YC77;E5RK63;E7EMC6;E5RJR0;E5RI05;E5RK69;P08133;E5RJF5;E5RFF0;E5RIU8;A6NN80	126.857
P63220	165.553
P62829	1449.6
P09669	57.5743
P62906	111.602
P50990	94.0912
P25705	135.158
Q99873	60.7059
P13639	742.667
P46777	294.539
F5H6T1;P61160	34.808
Q15233	19.6062
P40926	83.0006
O00231	18.9553
P18124	0.448964
P06748	122.698
O15145	78.8837
P78371	46.6476
P62942	7.82428
P46778	5.49766
F8VZ69;F8VR77;F8W0A3;Q9UQ80	50.0864
P61978	48.0125
P62847	863.932
P62910	9.42054
P07437	616.65
P28066	82.4407
F8WDR7;F8WEW2;F8WE84;B4DXW1;F5H3P5;P61158	42.0956
P22626	364.297
H0YB22;P62263;E5RH77	174.287
D6R970;D6RC37;P53999	134.928
P62888	442.286
P25786	33.2041
P07237	122.583
Q12906	58.7457
P46782	376.79
P61604	38.1569
P62750	432.853
P54819	36.0415
P60174	60.2354
B1AHC8	29.5109
P50991	112.447
Q06323	172.837
P42224	200.423
P49368	104.392
O15144	141.186
P23284	206.765
P62899	371.394
P27635	598.821
P48047	19.2625
P38646	50.6344
P47756	120.062
P20618	59.241
P37837	77.1796
P18669	3.81694
P49720	58.3885
Q00839	75.6132
P04233	2031.5
P52272	110.335
P14866	16.7716
Q5T0R7;Q5T0R6;Q5T0S3;Q5T0R8;Q5T0R1;Q5T0R9;Q5T0R3;Q5T0R2;Q01518;Q5T0R5;Q5T0R4	72.5805
O00151	234.747
P26373	673.397
E7EU23;Q5SX90;Q5SX87;Q5SX91;Q5SX86;P50395	144.624
P15311	89.554
P52565	149.188
F5H0C5;F5GWA7;F5GY37;F5H2D2;J3KPX7;U3KPZ5;F5H3X6;Q99623	144.286
P62701	334.397
P11021	84.2497
P10599	112.769
P49721	81.3346
P09429	29.15
P07108	126.794
Q9C037	13.188
P35579	86.8421
P20700	55.6872
P09972	135.606
O15533	27.9703
P36542	67.823
P48643	45.3187
P52566	256.022
P40939	31.1087
P01903	1056.83
P48735	51.1524
E9PH29	14.5725
P46781	280.482
P25788	29.489
P28070	76.4507
P55084	15.6281
P62753	1601.74
P28838	62.786
P50453	56.4293
Q9HB71	22.0309
P13010	89.2561
E9PG82;C9J0K6;P30626;B4DKK2;B4DHQ6	16.691
P78417	21.3577
H9KVC3;H9KVD3;H9KVC9;H9KVD0;H9KVC4;H9KVC7;P20591;F8W8T1	97.5666
H0Y8R5;D6RDI0;D6RF23;D6R9Z1;H0Y8W2;D6RHJ5;D6RHH4;E9PD14;D6RBD0;D6R909;D6REE5;D6RFX4;D6RAC2;D6RAU2;P63244;H0YAM7;D6R9L0;H0YAF8;H0Y9P0;J3KPE3;D6RFZ9;D6RGK8	729.813
P00492	73.0741
P50914	10.6524
P39023	772.115
P36957	5.00431
P13073	79.9574
P37108	164.225
P07910	79.9808
P62306	35.6157
P14317	66.419
P55072	59.8558
P56385	164.888
P11310	58.626
O15511	67.145
P06753	10.4271
P29350	207.824
P07954	50.2413
B4DVE7;Q5T0G7;P50995;Q5T0G9;H0Y6E1	78.7302
O00221	50.6683
P31146	517.867
E7EQR6	46.1058
P50213	26.6437
P14625	161.948
P62308	17.7774
P40227	90.5917
D6RBL5;E9PHT9;P08758;D6RCN3;D6RBE9	60.9742
P14868	63.9227
O00303	39.2239
Q9Y265	29.6344
C9JDV1;C9J9B9;C9JNQ1;C9JU59;E7EMG9;P33241;C9JKF7;E9PBD8	53.4549
P02545	32.0096
P23246	118.563
Q9Y230	38.9755
P09211	331.908
P61769	2020.79
Q96KP4	64.8491
P62316	8.91474
P14324	17.6121
P31939	39.2219
P09874	52.8393
P62913	1222
Q16836	29.0127
O43909	2.78718
P26583	198.791
P55209	60.6492
P43490	19.438
P34897	52.6685
O75390	12.9446
P23381	76.108
P22234	34.7081
P25789	135.902
P49411	94.9302
Q99714	46.6404
P09525;Q6P452;B4DDF9	16.6874
B4DT77;P20073;B9ZVT2	61.4869
Q9H4M9	47.1112
P99999	14.8998
P12004	129.04
Q14974	56.6734
Q14103	78.8935
Q02790	22.2102
P07900	174.399
F8VY00;F8VWQ0;F8VVM2;Q00325;F8VWR4;F8VYH5;F8VZL5	117.773
D6RAV0;D6RFH2;D6RDN0;Q9UKY7;D6R9V8;H0Y8K3;D6R973	101.342
P62314	91.8298
Q8NC51	54.7438
Q07812	51.2285
P29692	44.9873
P53396	34.0691
Q9H0U4	4.17158
P23526	92.8603
Q9UKM9	100.682
P00505	70.2101
P62081	174.876
P30040	133.198
P61086	27.1655
Q04837	12.4013
D6RBK0;C9JZ20;B4DY47;C9JW96;P35232;E7ESE2;E9PCW0	17.8965
F8VZ58;F8W0W4;F8W0C7;E9PAV3;F8VNW4;H0YHX9;F8W1N5;F8VZJ2;Q13765;F8W029	325.85
P62249	633.166
P63104	5.83708
K7EL96;K7EJD0;O60664;K7ER39;K7ERZ3	33.8373
H7C3W8;B8ZZ38;P42704;C9JCA9	19.5244
P25787	58.135
P28065	120.504
P24534	133.294
P09622	29.2531
P33992	42.4643
P09651	201.215
F8WCY3;C9JDM3;C9JGV6;C9JIC6;C9JJ34;C9JXG8;H7C137;B3KUP2;P43487	19.9383
P16401	1.46575
O75947	2.44757
G3V2K7;P49755	21.0649
O43707	31.248
P22695	115.709
Q16698	28.1635
Q15181	16.9967
P62310	9.52575
Q01813	44.827
P52209	8.53323
Q01469	0.984787
P61586	288.291
P31930	39.9885
P05455	14.9506
I3L3B0;I3L3Q7;Q07021	89.7741
P13667	56.5347
P62826	123.061
Q5T6W8;Q92688	219.805
P51572	24.2992
P35268	65.2585
P54577	38.5233
Q15717	22.2756
D6R9L5;H0Y993;H0Y8X0;B4DFG0;D6RDA2;P35659	6.80644
P32119	21.1477
Q9Y285	32.8633
Q9BV40	82.5326
P31948	35.6431
P11586	23.8419
P60228	194.755
P27824	146.634
P28062	103.323
Q16543	70.217
P11836	386.505
Q12931	61.6392
P11177	17.3625
H7C2U6;C9JDV8;F8WCR5;Q9BPW8	38.687
P31943	81.7863
P05388	660.327
P63279	88.5189
P29401	93.9663
Q9Y266	21.8378
H7C597;Q7KZF4	49.3095
P21796	61.4879
P38117;M0QY67	35.4034
D6RD66;O75083	98.9136
P30153	50.3218
P40925	62.3615
P09382	468.608
H7C310;C9IY94;C9JT15;H7C2Y0;C9J2Q4;C9JB25;F8WCX3;F8WB65;C9JQJ4;C9JSE7;C9J938;B5MD47;C9JFT1;H7C1T1;Q15019;C9JG93;B5MCX3;C9JZI2;C9IZU3	26.6704
Q99798	15.6079
O43143	32.0728
O00487	11.7641
P60900	24.1776
O43776	32.1143
P61254	0.568468
Q9UBQ7	18.7653
P00491	5.48548
P09012	77.1623
Q15084	76.6097
P43686	40.7248
P08865	205.262
P42766	68.2528
O14818	95.9678
Q08211	12.858
B4DDP6;F8WBG8;F8WB73;H7C111;B4DEM2;F2Z2V3;F2Z3E3;F8WCK3;Q9UJU6;C9J7P1;F8WFE1;H0Y5J4;B4DDD6;F8WBB2;F8WC20	16.0815
P27797	255.973
Q08257	47.19
D6RD60;D6REP8;H0YC49;D6RC06;P49773;D6RE99	196.411
A6NJA2	23.1231
E7EQS9;Q9Y3I0	27.351
Q9Y277	19.5526
Q1KMD3	0.0733863
E5RHG6;E5RIX8;E5RJD8;E5RIW3;E5RJM1;O75347;B4DT30	19.3647
P63167	0.802644
H0YFF6;F5GZE5;Q5JXL7;E7ES33;E7EPK1;H0Y3Y4;Q16181;G3V1Q4	6.50518
O43242	43.9337
P09132	8.8303
P14314	71.3721
P54727	51.3807
P55060;B4DUC5	28.8435
O14980	46.7358
Q13011	58.6263
F8WED0;H7BZ72;Q9Y2X3	35.7881
P17858	49.4206
P62277	286.862
Q9UJ70	10.4412
Q00688	32.9577
P49736	28.6444
J3KQ32;C9JCJ9;Q9NTK5;C9JTK6	16.6492
Q12905	40.7931
D6RDG3;H0Y9Y1;P20290	241.485
P60866	208.536
H0YLU7;H0YNX6;H0YMU8;H0YM12;H3BV91;H0YK49;H0YL12;P13804;J3KN60;H0YKF0;H0YL83	74.5522
D6RAE9;D6RFI0;D6RDG7;S4R2X2;Q9H9B4;H0Y9J5	7.78331
P24752	18.8206
Q16740	26.8815
Q15056	4.9842
G5E972;H0YJH7;A2T926;P42166;P42167	32.1276
P63000	48.0631
P09661	16.2889
P13284	338.22
P35637	127.864
P49257	41.488
Q16531	14.4207
P26196	5.07753
P14927	20.9333
Q9Y4L1	19.037
Q9Y5S9	24.931
H3BT58;Q14019	330.666
H0Y8C6;C9J875;E7ESZ1;C9JMV5;C9J583;C9JXE0;C9JZ53;E7EX05;F8WF30;E7EV12;E7ESA1;E7EQT5;C9JQT6;H0Y3V4;E7EWK4;B4E0R6;O00410;E7ETV8;C9JZD8;E7ETV3	31.8145
A8K8G0;P51858	0.677788
P30101	11.7296
D6RA21;Q86W51;E7EPW6;H0Y9X3;O75340	77.0104
P14854	241.104
O75367	25.3597
Q92878	18.2935
Q15046	70.1557
P61313	134.301
B7Z4S1;E5RJ93;E5RK46;E5RFI1;P23193;E5RIS7	4.644
O00299	111.975
P04792	43.6877
Q9UNM6	55.7108
P31942	38.9004
P17980	18.5328
Q14152	42.8816
G3V279;P84090	173.692
Q03252	33.7558
P23368	30.6777
P61289	18.2398
Q13263	95.7863
O00483	22.5279
O00232	18.4977
Q02878	17.5728
Q9BS26	19.1423
P54886	34.1443
P00387	28.5796
P05198	22.4921
P41240	126.948
P30050	237.444
Q9UKK9	21.7142
O95336	40.6125
P17931	64.2728
P49748	69.5718
G3V3W9;H0YJG6;H0YJG7;B4DUR9;H0YJU2;H0YJ63;G3V438;O95433	46.4474
H0Y3T6;Q9BRK5;G3V1E2	31.9505
P54136	29.6664
P61106	25.692
Q9P0L0	85.5421
H3BQK6;B4DVL1;H3BNF6;H3BNF2;H3BUP3;H3BRL2;H3BQE7;H3BP76;H3BUK7;Q14764;I3L155;H3BPZ2	48.9835
P08621	30.76
P26599	37.9656
Q9NS69	25.5918
Q04760	67.9664
P31153	29.7966
P49189	24.878
Q53EL6;Q5VZS7	65.039
F6T1Q0;Q6L8Q7	9.49413
