!!SBtab TableType='Proteomaps' ProteinIdentifier='http://identifiers.org/uniprot/' Condition='RNA rpkm.chimp'
!ProteinIdentifier	!Abundance
P04406	1639.29
P07737	1454.05
P62937	188.302
P14618	47.9878
P06576	343.63
P11142	402.323
Q06830	479.718
P00558	323.218
P37802	143.449
P07195	193.122
P00338	397.972
P68104	1.22598
P23396	648.64
P62258	131.537
P06744	127.237
P04075	132.179
P10809	113.92
P62304	27.2404
H0YC77;E5RK63;E7EMC6;E5RJR0;E5RI05;E5RK69;P08133;E5RJF5;E5RFF0;E5RIU8;A6NN80	139.369
P63220	11.5459
P62829	1285.93
P09669	48.3138
P62906	55.2586
P50990	93.1489
P25705	155.392
Q99873	63.858
P13639	1025.71
P46777	216.738
F5H6T1;P61160	59.2524
Q15233	33.6969
P40926	106.408
O00231	22.0642
P18124	0.472201
P06748	1.33702
O15145	20.6509
P78371	56.1297
P62942	86.6602
P46778	5.91308
F8VZ69;F8VR77;F8W0A3;Q9UQ80	43.0178
P61978	50.9314
P62847	305.736
P62910	7.0244
P07437	828.208
P28066	105.46
F8WDR7;F8WEW2;F8WE84;B4DXW1;F5H3P5;P61158	44.0469
P22626	316.42
H0YB22;P62263;E5RH77	137.904
D6R970;D6RC37;P53999	107.935
P62888	414.388
P25786	34.829
P07237	155.6
Q12906	63.3518
P46782	290.771
P61604	33.3514
P62750	4.5367
P54819	48.4255
P60174	163.122
B1AHC8	28.6966
P50991	133.339
Q06323	157.03
P42224	159.246
P49368	109.974
O15144	167.765
P23284	163.267
P62899	9.02946
P27635	125.239
P48047	22.9641
P38646	56.8215
P47756	102.72
P20618	60.4906
P37837	80.0557
P18669	107.515
P49720	68.8887
Q00839	70.9246
P04233	1405.37
P52272	97.5041
P14866	25.0919
Q5T0R7;Q5T0R6;Q5T0S3;Q5T0R8;Q5T0R1;Q5T0R9;Q5T0R3;Q5T0R2;Q01518;Q5T0R5;Q5T0R4	88.9895
O00151	60.4167
P26373	293.706
E7EU23;Q5SX90;Q5SX87;Q5SX91;Q5SX86;P50395	217.439
P15311	103.886
P52565	242.806
F5H0C5;F5GWA7;F5GY37;F5H2D2;J3KPX7;U3KPZ5;F5H3X6;Q99623	136.298
P62701	267.017
P11021	114.651
P10599	102.077
P49721	113.294
P09429	35.3897
P07108	101.667
Q9C037	13.3734
P35579	108.029
P20700	52.8036
P09972	144.724
O15533	26.7916
P36542	54.0936
P48643	42.9633
P52566	222.364
P40939	23.3751
P01903	1100.88
P48735	31.5025
E9PH29	1.24752
P46781	11.2595
P25788	26.2183
P28070	64.5386
P55084	18.8742
P62753	1090.93
P28838	74.3941
P50453	210.619
Q9HB71	25.5696
