!!SBtab TableType=’Proteomaps’ 	Organism=’syf’
!ProteinIdentifier	!Abundance
Synpcc7942_0001	41
Synpcc7942_0002	20
Synpcc7942_0003	109
Synpcc7942_0004	330
Synpcc7942_0005	34
Synpcc7942_0006	5
Synpcc7942_0007	16
Synpcc7942_0008	27
Synpcc7942_0009	170
Synpcc7942_0010	48
Synpcc7942_0011	5
Synpcc7942_0012	764
Synpcc7942_0013	183
Synpcc7942_0014	102
Synpcc7942_0015	7
Synpcc7942_0016	2
Synpcc7942_0017	14
Synpcc7942_0018	40
Synpcc7942_0019	67
Synpcc7942_0020	66
Synpcc7942_0021	7
Synpcc7942_0022	32
Synpcc7942_0023	60
Synpcc7942_0024	7
Synpcc7942_0025	17
Synpcc7942_0026	22
Synpcc7942_0027	7
Synpcc7942_0028	4
Synpcc7942_0029	1
Synpcc7942_0030	30
Synpcc7942_0031	8
Synpcc7942_0032	41
Synpcc7942_0033	37
Synpcc7942_0034	1
Synpcc7942_0035	17
Synpcc7942_0036	5
Synpcc7942_0037	5
Synpcc7942_0038	4
Synpcc7942_0039	81
Synpcc7942_0040	50
Synpcc7942_0041	16
Synpcc7942_0042	633
Synpcc7942_0043	3
Synpcc7942_0044	7
Synpcc7942_0045	6
Synpcc7942_0046	40
Synpcc7942_0047	248
Synpcc7942_0048	15035
Synpcc7942_0049	36111
Synpcc7942_0050	44
Synpcc7942_0051	32
Synpcc7942_0052	169
Synpcc7942_0053	18
Synpcc7942_0054	26
Synpcc7942_0055	240
Synpcc7942_0056	31
Synpcc7942_0057	17
Synpcc7942_0058	64
Synpcc7942_0059	164
Synpcc7942_0060	24
Synpcc7942_0061	22
Synpcc7942_0062	47
Synpcc7942_0063	1
Synpcc7942_0064	5
Synpcc7942_0065	124
Synpcc7942_0066	15
Synpcc7942_0067	11
Synpcc7942_0068	4
Synpcc7942_0069	113
Synpcc7942_0070	36
Synpcc7942_0071	18
Synpcc7942_0072	15
Synpcc7942_0073	47
