!!SBtab TableType=’Proteomaps’ 	Organism=’syf’
!ProteinIdentifier	!Abundance
Synpcc7942_0001	91
Synpcc7942_0002	38
Synpcc7942_0003	106
Synpcc7942_0004	312
Synpcc7942_0005	56
Synpcc7942_0006	13
Synpcc7942_0007	46
Synpcc7942_0008	59
Synpcc7942_0009	135
Synpcc7942_0010	57
Synpcc7942_0011	36
Synpcc7942_0012	646
Synpcc7942_0013	106
Synpcc7942_0014	127
Synpcc7942_0015	9
Synpcc7942_0016	12
Synpcc7942_0017	15
Synpcc7942_0018	64
Synpcc7942_0019	110
Synpcc7942_0020	65
Synpcc7942_0021	16
Synpcc7942_0022	47
Synpcc7942_0023	46
Synpcc7942_0024	8
Synpcc7942_0025	24
Synpcc7942_0026	45
Synpcc7942_0027	9
Synpcc7942_0028	7
Synpcc7942_0029	3
Synpcc7942_0030	25
Synpcc7942_0031	13
Synpcc7942_0032	21
Synpcc7942_0033	17
Synpcc7942_0034	4
Synpcc7942_0035	21
Synpcc7942_0036	31
Synpcc7942_0037	41
Synpcc7942_0038	14
Synpcc7942_0039	115
Synpcc7942_0040	85
Synpcc7942_0041	22
Synpcc7942_0042	682
Synpcc7942_0043	10
Synpcc7942_0044	18
Synpcc7942_0045	10
Synpcc7942_0046	40
Synpcc7942_0047	121
Synpcc7942_0048	5176
Synpcc7942_0049	14369
Synpcc7942_0050	98
Synpcc7942_0051	66
Synpcc7942_0052	82
Synpcc7942_0053	46
Synpcc7942_0054	40
Synpcc7942_0055	138
Synpcc7942_0056	39
Synpcc7942_0057	16
Synpcc7942_0058	25
Synpcc7942_0059	51
Synpcc7942_0060	14
Synpcc7942_0061	14
Synpcc7942_0062	32
Synpcc7942_0063	1
Synpcc7942_0064	5
Synpcc7942_0065	198
Synpcc7942_0066	20
Synpcc7942_0067	18
Synpcc7942_0068	11
Synpcc7942_0069	17
Synpcc7942_0070	21
Synpcc7942_0071	34
Synpcc7942_0072	63
Synpcc7942_0073	161
Synpcc7942_0074	6
Synpcc7942_0075	129
Synpcc7942_0076	47
Synpcc7942_0077	46
Synpcc7942_0078	96
Synpcc7942_0079	159
Synpcc7942_0080	58
Synpcc7942_0081	62
Synpcc7942_0082	68
Synpcc7942_0083	21
Synpcc7942_0084	51
Synpcc7942_0085	17
Synpcc7942_0086	46
Synpcc7942_0087	74
Synpcc7942_0088	36
Synpcc7942_0089	105
Synpcc7942_0090	53
Synpcc7942_0091	42
Synpcc7942_0092	72
Synpcc7942_0093	12
Synpcc7942_0094	70
Synpcc7942_0095	432
Synpcc7942_0096	115
Synpcc7942_0097	12
Synpcc7942_0098	164
Synpcc7942_0099	43
Synpcc7942_0100	33
Synpcc7942_0101	150
Synpcc7942_0102	64
Synpcc7942_0103	21
Synpcc7942_0104	19
Synpcc7942_0105	11
Synpcc7942_0106	10
Synpcc7942_0107	18
Synpcc7942_0108	10
Synpcc7942_0109	84
Synpcc7942_0110	40
Synpcc7942_0111	10
Synpcc7942_0112	13
Synpcc7942_0113	20
Synpcc7942_0114	281
Synpcc7942_0115	79
Synpcc7942_0116	13
Synpcc7942_0117	20
Synpcc7942_0118	284
Synpcc7942_0119	23
Synpcc7942_0120	4
Synpcc7942_0121	7
Synpcc7942_0122	14
Synpcc7942_0123	18
Synpcc7942_0124	53
Synpcc7942_0125	183
Synpcc7942_0126	88
Synpcc7942_0127	198
Synpcc7942_0128	37
Synpcc7942_0129	60
Synpcc7942_0130	83
Synpcc7942_0131	33
Synpcc7942_0132	7
Synpcc7942_0133	18
Synpcc7942_0134	41
Synpcc7942_0135	13
Synpcc7942_0136	7
Synpcc7942_0137	139
Synpcc7942_0138	125
Synpcc7942_0139	429
Synpcc7942_0140	81
Synpcc7942_0141	145
Synpcc7942_0142	174
Synpcc7942_0143	202
Synpcc7942_0144	72
Synpcc7942_0145	58
Synpcc7942_0146	30
Synpcc7942_0147	78
Synpcc7942_0148	32
Synpcc7942_0149	17
Synpcc7942_0150	12
Synpcc7942_0151	23
Synpcc7942_0152	119
Synpcc7942_0153	144
Synpcc7942_0154	30
Synpcc7942_0155	28
Synpcc7942_0156	187
Synpcc7942_0157	249
Synpcc7942_0158	391
Synpcc7942_0159	11
Synpcc7942_0160	18
Synpcc7942_0161	88
Synpcc7942_0162	59
Synpcc7942_0163	30
Synpcc7942_0164	104
Synpcc7942_0165	58
Synpcc7942_0166	107
Synpcc7942_0167	38
Synpcc7942_0168	195
Synpcc7942_0169	159
Synpcc7942_0170	35
Synpcc7942_0171	55
Synpcc7942_0172	43
Synpcc7942_0173	16
Synpcc7942_0174	8
Synpcc7942_0175	9
Synpcc7942_0176	57
Synpcc7942_0177	47
Synpcc7942_0178	40
Synpcc7942_0179	9
Synpcc7942_0180	52
Synpcc7942_0181	133
Synpcc7942_0182	10
Synpcc7942_0183	12
Synpcc7942_0184	13
Synpcc7942_0185	14
Synpcc7942_0186	20
Synpcc7942_0187	27
Synpcc7942_0188	7
Synpcc7942_0189	286
Synpcc7942_0190	6
Synpcc7942_0191	184
Synpcc7942_0192	197
Synpcc7942_0193	58
Synpcc7942_0194	23
Synpcc7942_0195	67
Synpcc7942_0196	39
Synpcc7942_0197	50
Synpcc7942_0198	68
Synpcc7942_0199	64
Synpcc7942_0200	50
Synpcc7942_0201	70
Synpcc7942_0202	84
Synpcc7942_0203	12
Synpcc7942_0204	36
Synpcc7942_0205	10
Synpcc7942_0206	3
Synpcc7942_0207	8
Synpcc7942_0208	9
Synpcc7942_0209	16
Synpcc7942_0210	15
Synpcc7942_0211	17
Synpcc7942_0212	40
Synpcc7942_0213	15
Synpcc7942_0214	146
Synpcc7942_0215	345
Synpcc7942_0216	19
Synpcc7942_0217	57
Synpcc7942_0218	25
Synpcc7942_0219	53
Synpcc7942_0220	69
Synpcc7942_0221	25
Synpcc7942_0222	27
Synpcc7942_0223	257
Synpcc7942_0224	157
Synpcc7942_0225	715
Synpcc7942_0226	706
Synpcc7942_0227	243
Synpcc7942_0228	55
Synpcc7942_0229	122
Synpcc7942_0230	51
Synpcc7942_0231	17
Synpcc7942_0232	47
Synpcc7942_0233	72
Synpcc7942_0234	16
Synpcc7942_0235	29
Synpcc7942_0236	159
Synpcc7942_0237	52
Synpcc7942_0238	47
Synpcc7942_0239	96
Synpcc7942_0240	1383
Synpcc7942_0241	32
Synpcc7942_0242	161
Synpcc7942_0243	392
Synpcc7942_0244	107
Synpcc7942_0245	81
Synpcc7942_0246	81
Synpcc7942_0247	37
Synpcc7942_0248	32
Synpcc7942_0249	28
Synpcc7942_0250	16
Synpcc7942_0251	40
Synpcc7942_0252	363
Synpcc7942_0253	106
Synpcc7942_0254	240
Synpcc7942_0255	43
Synpcc7942_0256	27
Synpcc7942_0257	29
Synpcc7942_0258	27
Synpcc7942_0259	244
Synpcc7942_0260	1230
Synpcc7942_0261	14
Synpcc7942_0262	119
Synpcc7942_0263	48
Synpcc7942_0264	43
Synpcc7942_0265	57
Synpcc7942_0266	39
Synpcc7942_0267	105
Synpcc7942_0268	33
Synpcc7942_0269	32
Synpcc7942_0270	66
Synpcc7942_0271	34
Synpcc7942_0272	22
Synpcc7942_0273	8
Synpcc7942_0274	17
Synpcc7942_0275	52
Synpcc7942_0276	56
Synpcc7942_0277	16
Synpcc7942_0278	8
Synpcc7942_0279	10
Synpcc7942_0280	20
Synpcc7942_0281	109
Synpcc7942_0282	331
Synpcc7942_0283	5
Synpcc7942_0284	143
Synpcc7942_0285	263
Synpcc7942_0286	36
Synpcc7942_0287	26
Synpcc7942_0288	55
Synpcc7942_0289	186
Synpcc7942_0290	34
Synpcc7942_0291	118
Synpcc7942_0292	41
Synpcc7942_0293	37
Synpcc7942_0294	2533
Synpcc7942_0295	343
Synpcc7942_0296	63
Synpcc7942_0297	575
Synpcc7942_0298	20
Synpcc7942_0299	49
Synpcc7942_0300	130
Synpcc7942_0301	182
Synpcc7942_0302	34
Synpcc7942_0303	12
Synpcc7942_0304	108
Synpcc7942_0305	86
Synpcc7942_0306	166
Synpcc7942_0307	99
Synpcc7942_0308	117
Synpcc7942_0309	216
Synpcc7942_0310	18
Synpcc7942_0311	19
Synpcc7942_0312	47
Synpcc7942_0313	161
Synpcc7942_0314	34
Synpcc7942_0315	282
Synpcc7942_0316	705
Synpcc7942_0317	70
Synpcc7942_0318	177
Synpcc7942_0319	29
Synpcc7942_0320	34
Synpcc7942_0321	2015
Synpcc7942_0322	70
Synpcc7942_0323	122
Synpcc7942_0324	121
Synpcc7942_0325	8653
Synpcc7942_0326	11900
Synpcc7942_0327	11233
Synpcc7942_0328	1715
Synpcc7942_0329	47
Synpcc7942_0330	2078
Synpcc7942_0331	4193
Synpcc7942_0332	4741
Synpcc7942_0333	1487
Synpcc7942_0334	1257
Synpcc7942_0335	857
Synpcc7942_0336	1487
Synpcc7942_0337	897
Synpcc7942_0338	140
Synpcc7942_0339	45
Synpcc7942_0340	26
Synpcc7942_0341	22
Synpcc7942_0342	128
Synpcc7942_0343	581
Synpcc7942_0344	151
Synpcc7942_0345	7
Synpcc7942_0346	47
Synpcc7942_0347	929
Synpcc7942_0348	160
Synpcc7942_0349	169
Synpcc7942_0350	18
Synpcc7942_0351	46
Synpcc7942_0352	80
Synpcc7942_0353	31
Synpcc7942_0354	23
Synpcc7942_0355	162
Synpcc7942_0356	171
Synpcc7942_0357	58
Synpcc7942_0358	11
Synpcc7942_0359	37
Synpcc7942_0360	47
Synpcc7942_0361	763
