!!SBtab TableType=’Proteomaps’ 	Organism=’syf’
!ProteinIdentifier	!Abundance
Synpcc7942_0001	81
Synpcc7942_0002	53
Synpcc7942_0003	51
Synpcc7942_0004	295
Synpcc7942_0005	39
Synpcc7942_0006	8
Synpcc7942_0007	26
Synpcc7942_0008	64
Synpcc7942_0009	68
Synpcc7942_0010	90
Synpcc7942_0011	144
Synpcc7942_0012	771
Synpcc7942_0013	135
Synpcc7942_0014	228
Synpcc7942_0015	26
Synpcc7942_0016	29
Synpcc7942_0017	13
Synpcc7942_0018	23
Synpcc7942_0019	61
Synpcc7942_0020	29
Synpcc7942_0021	9
Synpcc7942_0022	31
Synpcc7942_0023	19
Synpcc7942_0024	15
Synpcc7942_0025	28
Synpcc7942_0026	39
Synpcc7942_0027	6
Synpcc7942_0028	4
Synpcc7942_0029	3
Synpcc7942_0030	18
Synpcc7942_0031	11
Synpcc7942_0032	68
Synpcc7942_0033	53
Synpcc7942_0034	15
Synpcc7942_0035	50
Synpcc7942_0036	44
Synpcc7942_0037	61
Synpcc7942_0038	37
Synpcc7942_0039	122
Synpcc7942_0040	64
Synpcc7942_0041	15
Synpcc7942_0042	1321
Synpcc7942_0043	7
Synpcc7942_0044	16
Synpcc7942_0045	66
Synpcc7942_0046	203
Synpcc7942_0047	678
Synpcc7942_0048	24060
Synpcc7942_0049	62878
Synpcc7942_0050	194
Synpcc7942_0051	79
Synpcc7942_0052	164
Synpcc7942_0053	74
Synpcc7942_0054	190
Synpcc7942_0055	538
Synpcc7942_0056	123
Synpcc7942_0057	73
Synpcc7942_0058	154
Synpcc7942_0059	253
Synpcc7942_0060	60
Synpcc7942_0061	40
Synpcc7942_0062	112
Synpcc7942_0063	6
Synpcc7942_0064	20
Synpcc7942_0065	1041
Synpcc7942_0066	14
Synpcc7942_0067	18
Synpcc7942_0068	10
Synpcc7942_0069	11
Synpcc7942_0070	9
Synpcc7942_0071	16
Synpcc7942_0072	45
Synpcc7942_0073	147
Synpcc7942_0074	15
Synpcc7942_0075	91
Synpcc7942_0076	45
Synpcc7942_0077	62
Synpcc7942_0078	56
Synpcc7942_0079	112
Synpcc7942_0080	85
Synpcc7942_0081	148
Synpcc7942_0082	67
Synpcc7942_0083	16
Synpcc7942_0084	15
Synpcc7942_0085	27
Synpcc7942_0086	77
Synpcc7942_0087	110
Synpcc7942_0088	38
Synpcc7942_0089	125
Synpcc7942_0090	50
Synpcc7942_0091	41
Synpcc7942_0092	182
Synpcc7942_0093	27
Synpcc7942_0094	80
Synpcc7942_0095	779
Synpcc7942_0096	537
Synpcc7942_0097	19
Synpcc7942_0098	100
Synpcc7942_0099	33
Synpcc7942_0100	42
Synpcc7942_0101	218
Synpcc7942_0102	158
Synpcc7942_0103	88
Synpcc7942_0104	57
Synpcc7942_0105	26
Synpcc7942_0106	32
Synpcc7942_0107	65
Synpcc7942_0108	6
Synpcc7942_0109	114
Synpcc7942_0110	55
Synpcc7942_0111	10
Synpcc7942_0112	4
Synpcc7942_0113	17
Synpcc7942_0114	261
Synpcc7942_0115	89
Synpcc7942_0116	39
Synpcc7942_0117	92
Synpcc7942_0118	231
Synpcc7942_0119	33
Synpcc7942_0120	10
Synpcc7942_0121	6
Synpcc7942_0122	76
Synpcc7942_0123	70
Synpcc7942_0124	34
Synpcc7942_0125	104
Synpcc7942_0126	20
Synpcc7942_0127	105
Synpcc7942_0128	31
Synpcc7942_0129	81
Synpcc7942_0130	130
Synpcc7942_0131	83
Synpcc7942_0132	4
Synpcc7942_0133	29
Synpcc7942_0134	30
Synpcc7942_0135	10
Synpcc7942_0136	9
Synpcc7942_0137	166
Synpcc7942_0138	59
Synpcc7942_0139	1006
Synpcc7942_0140	95
Synpcc7942_0141	86
Synpcc7942_0142	68
Synpcc7942_0143	452
Synpcc7942_0144	95
Synpcc7942_0145	80
Synpcc7942_0146	43
Synpcc7942_0147	237
Synpcc7942_0148	50
Synpcc7942_0149	29
Synpcc7942_0150	10
Synpcc7942_0151	62
Synpcc7942_0152	102
Synpcc7942_0153	192
Synpcc7942_0154	22
Synpcc7942_0155	17
Synpcc7942_0156	135
Synpcc7942_0157	180
Synpcc7942_0158	337
Synpcc7942_0159	20
Synpcc7942_0160	49
Synpcc7942_0161	51
Synpcc7942_0162	99
Synpcc7942_0163	74
Synpcc7942_0164	336
Synpcc7942_0165	53
Synpcc7942_0166	75
Synpcc7942_0167	71
Synpcc7942_0168	79
Synpcc7942_0169	141
Synpcc7942_0170	71
Synpcc7942_0171	51
Synpcc7942_0172	25
Synpcc7942_0173	13
Synpcc7942_0174	8
Synpcc7942_0175	11
Synpcc7942_0176	327
Synpcc7942_0177	163
Synpcc7942_0178	125
Synpcc7942_0179	57
Synpcc7942_0180	126
Synpcc7942_0181	387
Synpcc7942_0182	41
Synpcc7942_0183	23
Synpcc7942_0184	21
Synpcc7942_0185	6
Synpcc7942_0186	27
Synpcc7942_0187	66
Synpcc7942_0188	13
Synpcc7942_0189	262
Synpcc7942_0190	6
Synpcc7942_0191	159
Synpcc7942_0192	670
Synpcc7942_0193	244
Synpcc7942_0194	30
Synpcc7942_0195	121
Synpcc7942_0196	44
Synpcc7942_0197	53
Synpcc7942_0198	53
Synpcc7942_0199	50
Synpcc7942_0200	43
Synpcc7942_0201	49
Synpcc7942_0202	75
Synpcc7942_0203	14
Synpcc7942_0204	45
Synpcc7942_0205	36
Synpcc7942_0206	8
Synpcc7942_0207	37
Synpcc7942_0208	8
Synpcc7942_0209	26
Synpcc7942_0210	12
Synpcc7942_0211	13
Synpcc7942_0212	34
Synpcc7942_0213	25
Synpcc7942_0214	400
Synpcc7942_0215	986
Synpcc7942_0216	28
Synpcc7942_0217	57
Synpcc7942_0218	64
Synpcc7942_0219	80
Synpcc7942_0220	114
Synpcc7942_0221	22
Synpcc7942_0222	31
Synpcc7942_0223	479
Synpcc7942_0224	285
Synpcc7942_0225	835
Synpcc7942_0226	927
Synpcc7942_0227	197
Synpcc7942_0228	43
Synpcc7942_0229	170
Synpcc7942_0230	80
Synpcc7942_0231	6
Synpcc7942_0232	10
Synpcc7942_0233	128
Synpcc7942_0234	18
Synpcc7942_0235	51
Synpcc7942_0236	750
