17196	4318199.9
69187	946039.99
12954	45100000
11354	10400000
14077	1.01e+08
12961	39000000
12889	3302900
12955	86400001
380684	69100000
226180	3459400
18039	19800000
17189	71100001
110187	2282800
20617	5950200.1
18823	1298900
12962	5830800.2
19194	654830.02
G3UXD0	1402800
12373	1779800
21956	29900000
70350	9358700.1
22349	22600000
218038	635540
21954	1577800
66473	5038799.9
19752	1108900
11723	1.28e+08
21924	2231499.9
68416	1579600
16204	18600000
19660	14000000
22003	45299999
22072	224060
282619	178920
12716	15900000
19293	12900000
17906	28500000
12409	87200000
227120	10700000
56727	892980.01
109901	2614100
12613	7843400
12307	2.72e+08
12308	1746100
12970	369780.01
22227	792089.99
59006	219090
109697	26000000
55948	22700000
215384	8432399.8
13706	7002699.9
26950	448099.99
16618	24396
18378	1265300
12797	1.48e+08
12957	5557199.9
22287	4968600
16612	9532999.9
14120	5509299.9
17897	11800000
22074	4229000
29818	15100000
107753	4660400
140781	2180600.1
22004	7.62e+08
12652	1234000
69117	11200000
21345	3.04e+09
76703	2128500
18040	5861100
17888	32200000
14580	4685500.2
233335	37600001
18946	15800000
20259	4357600
17901	25700000
23795	20200000
56370	2963300
11847	9012300.2
17287	1343700
69191	9414999.9
66284	440730.01
17907	33300000
106393	9223600.1
18645	36200000
53318	59400002
22003	3.89e+09
11770	9.2999999e+08
69060	3807700
68738	6579400
20618	85600000
17896	4675200
99709	289700
21953	13500000
11636	67600000
16855	8230999.9
67041	1.8e+08
67931	4225099.9
66283	3963100
20199	2051700
12346	28499999
76722	14500000
103968	1.27e+08
12865	2699600
380683	81600001
12709	7.3e+08
12036	1.04e+08
18951	31300000
16765	55200000
67868	372540.01
19701	1030500
11475	3.42e+09
59011	3292000
19285	4.2900000e+08
11754	89499997
236539	74799999
17756	17900000
11472	6083200
20200	1.13e+08
22004	5.1500001e+08
12722	3091800
17762	899070.02
13807	3500100
18600	22300000
77337	1099800
17882	12000000
22223	2.19e+08
54200	230820
67373	3500599.9
75600	437930.01
17957	316940
24131	10900000
67399	1684900
14264	1500400
12389	1.99e+08
17868	1212800
69824	386800.02
13346	8.6700001e+08
12958	216180
81600	898759.98
18479	2658100
223809	11500000
17880	6.7800001e+09
259300	88399998
11459	12100000
20964	8955100
16832	8.8799999e+08
14778	23200001
53322	20000000
21925	928270
104069	12400000
12715	35500000
69983	3893400.1
233799	5028600
14598	5873500
329251	29000000
12353	249930
12925	1.82e+08
20203	44300000
216188	4497100
74551	33600000
20404	12600000
66824	17200000
15277	12500000
13823	16200000
13070	1.14e+09
27357	18500000
27053	19900000
20910	24500000
14725	2727500
12557	47744
67092	16500000
56012	4778400.1
13628	864910.02
13808	26700000
14199	2.32e+08
13007	4.2499999e+08
109042	30700000
218138	45999999
19132	5132499.9
19058	12600000
224796	11300000
56421	50900000
68794	5.6299999e+08
17922	142250
107993	185130
16777	2.14e+08
21916	55699999
50876	7596600
216350	16800000
109272	4130400
