P06733	K01689		1.3813e+09
P08670	K07606		1.1279e+09
P14618	K00873		1.0915e+09
P04406	K00134		7.181e+08
P08238	K04079		6.7585e+08
P62807	K11252		4.9219e+08
P07355	AnxA2		4.7029e+08
Q71DI3	K11253		4.6953e+08
P61604	K04078		4.4964e+08
P08729	K07605		4.4858e+08
P62857	K02979		4.0019e+08
P05783	K07604		3.8647e+08
P14174	K07253		3.7142e+08
P29401	K00615		3.5703e+08
P26447	NotMapped		3.5477e+08
P68363	K07374		3.5076e+08
P62937	K03767		3.2509e+08
P19338	K11294		3.1975e+08
P04075	K01623		3.1755e+08
P00558	K00927		3.0519e+08
P30101	K08056		2.8703e+08
P25705	K02132		2.7708e+08
P27797	K08057		2.7528e+08
Q06830	K13279		2.5128e+08
P02545	K12641		2.4659e+08
P22626	K13158		2.4329e+08
O43707	K05699		2.4294e+08
P63241	K03263		2.3853e+08
P68104	K03231		2.3096e+08
P04083	NotMapped		2.2911e+08
P06748	K11276		2.2853e+08
P26038	K05763		2.2444e+08
P31943	K12898		2.2137e+08
Q53HE2	K01803		2.1823e+08
P06576	K02133		2.1732e+08
Q68CQ5	K15620		2.1527e+08
P07900	K04079		2.128e+08
P09382	K06830		2.1192e+08
P63104	K06630		2.0722e+08
P55072	K13525		2.0257e+08
P10412	K11275		2.0256e+08
P62158	K02183		1.9534e+08
P00441	K04565		1.9163e+08
P07237	K09580		1.9063e+08
P26641	K03233		1.8673e+08
P07195	K00016		1.8424e+08
P18859	K02131		1.8224e+08
Q07666	K13198		1.8205e+08
P60660	K12751		1.8085e+08
P62841	K02958		1.8067e+08
P13639	K03234		1.768e+08
P10809	K04077		1.7351e+08
P21333	K04437		1.6916e+08
P11021	K09490		1.6495e+08
P26639	K01868		1.6434e+08
P11142	K03283		1.6429e+08
P31327	K01948		1.5469e+08
Q8NC51	K13199		1.5166e+08
P62979	K02977		1.4959e+08
P07108	K08762		1.4804e+08
P67936	K10375		1.4517e+08
P68371	K07375		1.4482e+08
P62273	K02980		1.421e+08
P15311	K08007		1.363e+08
P61978	K12886		1.3608e+08
B7Z5E3	K00016		1.3606e+08
P12277	K00933		1.3401e+08
P52895	K00089		1.3399e+08
P09429	K10802		1.3011e+08
Q99497	K05687		1.2942e+08
Q00839	K12888		1.288e+08
P62805	K11254		1.2842e+08
Q09028	K10752		1.2663e+08
P07737	K05759		1.2622e+08
Q01105	K11290		1.2619e+08
Q16576	K11659		1.254e+08
P11413	K00036		1.2519e+08
P42330	K00089		1.2476e+08
Q02790	K09571		1.2177e+08
P09211	K00799		1.2122e+08
P15880	K02981		1.1819e+08
Q14697	K05546		1.179e+08
P28066	K02729		1.1731e+08
P15531	K00940		1.146e+08
P14625	K09487		1.1381e+08
P08107	K03283		1.1354e+08
P52209	K00033		1.1347e+08
O43175	K00058		1.1322e+08
P09651	K12741		1.1211e+08
Q07955	K12890		1.1158e+08
P20700	K07611		1.1059e+08
P30041	K11188		1.1005e+08
O75874	K00031		1.0963e+08
P18669	K01834		1.0861e+08
P53396	K01648		1.0831e+08
P51858	NotMapped		1.0794e+08
P49411	K02358		1.0719e+08
P35579	K10352		1.0601e+08
P39687	NotMapped		1.0581e+08
P04792	K04455		1.0535e+08
P55809	K01027		1.027e+08
Q15233	K13214		1.0207e+08
P46940	K05767		99907000
P27824	K08054		97575000
Q9BTT0	NotMapped		97310000
P61158	P61158		96928000
P42766	K02918		96300000
P23246	K13219		96194000
P22314	K03178		95670000
P15559	K00355		93732000
Q06323	K06696		90608000
Q99584	NotMapped		90486000
P29692	K03232		89946000
P39656	K12670		89169000
P05387	K02943		88060000
P56537	K03264		87700000
P84090	NotMapped		87250000
P07910	K12884		87243000
O75368	NotMapped		86950000
P24534	K03232		86636000
P38646	K04043		85737000
P84243	K11253		85654000
P49755	NotMapped		85433000
P06454-1	NotMapped		85333000
P62081	K02993		84532000
P11940	K13126		84304000
P08708	K02962		83816000
P62249	K02960		83681000
P31948	K09553		82807000
P05455	K11090		82747000
O43169	NotMapped		82707000
Q15149	K10388		82270000
P32119	K03386		81218000
P15328	K13649		81201000
B2ZZ83	K04437		80350000
P62906	K02865		80349000
P62258	K06630		79587000
Q9BUQ0	K13218		79286000
P62318	K11088		77954000
Q99729	K13044		77746000
P05386	K02942		77195000
P08758	AnxA5		77159000
P30040	K09586		76856000
P46777	K02932		76744000
P50395	NotMapped		75638000
P22392	K00940		75459000
P23526	K01251		75450000
Q13283	NotMapped		74857000
Q92688-1	NotMapped		74473000
Q9UDG2	NotMapped		73921000
P14866	K13159		73836000
P08195	K06519		73799000
O14950	K12757		73396000
P46778	K02889		72739000
Q01518-1	NotMapped		72205000
P78371	K09494		72083000
P84077	K07937		72041000
P32320	K01489		71746000
Q14444-1	NotMapped		71742000
P61586	K04513		71325000
Q9UQ80	NotMapped		71212000
Q15369	K03872		71007000
P08133	NotMapped		70758000
O75367	K11251		70000000
P16949	K04381		69895000
P18621	K02880		69848000
P61247	K02984		69842000
Q15365	K12889		69817000
P99999	K08738		69531000
P23528	K05765		69085000
P40227	K09498		68287000
O00299	K05021		66815000
P09493	K10373		66813000
Q15428	K12826		65301000
P21796	K05862		65049000
P06744	K01810		65046000
P12956	K10884		64798000
Q14974	K14293		64751000
P07099	K01253		64615000
P47813	K03236		64462000
Q12849	NotMapped		64287000
Q07021	NotMapped		64212000
P52597	K12898		63709000
P52565	K12462		63585000
P25398	K02951		63573000
P08865	K02998		63331000
P39748	K04799		63095000
P50990	K09500		62999000
Q16836	K00022		62520000
O14979	K13044		62420000
Q14103	K13044		61653000
P61289	K06698		61619000
P06703	NotMapped		61551000
P48643	K09497		61237000
P10599	K03671		60944000
P50454	K09501		60682000
Q99733	K11282		60297000
Q02818	NotMapped		60234000
P58546	NotMapped		60224000
Q1KMD3	NotMapped		60009000
O43719	K13093		59967000
Q12906	K13090		59839000
Q15843	K12158		59512000
P31689	K09502		59504000
P05388	K02941		59361000
P30086	NotMapped		59342000
P55795	K12898		59328000
P62913	K02868		59109000
P31930	K00414		58760000
Q9UII2	NotMapped		58603000
P04843	K12666		58514000
P54727	K10839		57852000
P40926	K00026		57772000
P35232	NotMapped		57546000
Q9UK76-1	NotMapped		57406000
P62306	K11098		57204000
Q13263	K08882		56977000
P50502	K09560		56886000
P62424	K02936		56853000
P34932	K09489		56763000
P61960	K12162		56391000
Q15388	NotMapped		56334000
P62829	K02894		56314000
P18206	K05700		55972000
P50991	K09496		55395000
B4DLZ8	NotMapped		55360000
A6NDZ0	NotMapped		55232000
Q9GZT3	NotMapped		54964000
P62263	NotMapped		54892000
Q5G274	NotMapped		54823000
P09874	K10798		54793000
Q9NRF9	K02326		54741000
Q14847-1	NotMapped		54555000
Q08211	K13184		54377000
Q5W0H4	K14736		53907000
Q00610	K04646		53888000
Q99471	K04797		53872000
Q6FI13	K15614		53530000
Q15185	NotMapped		53502000
P12429	NotMapped		52982000
B3KPG9	NotMapped		52879000
Q9BXY0	NotMapped		52790000
P07954	K01679		51962000
P55209	K11279		51620000
Q16719	K01556		50934000
Q96RI3	NotMapped		50731000
Q9Y265	K04499		50355000
Q14566	K02542		50329000
P38919	K13025		50237000
P23921	K10807		49985000
Q71UM5	K02978		49945000
P42166	NotMapped		48445000
Q9NRX4	K01112		48405000
Q9Y266	NotMapped		48227000
Q13162	K03386		48081000
Q9UI30	NotMapped		47573000
P10644	K04739		47571000
O60869-1	NotMapped		47438000
P31946	K06630		47127000
P51991	K12741		46474000
P49736	K02540		45976000
P60981	K10363		45929000
P63313	P63313		45872000
P14868	K01876		45151000
P98179	K13186		45018000
P13804	NotMapped		44890000
P04844	K12667		44564000
Q13765	NotMapped		44519000
P49588	K01872		44073000
O94925	K01425		43733000
Q9Y6H1	NotMapped		43666000
P61769	K08055		43437000
P39023	K02925		43179000
P31947	K06644		43083000
P28072	K02738		43074000
Q9Y2S6	NotMapped		43044000
P37802	P37802		42833000
P04080	NotMapped		42627000
Q13813	K06114		42621000
Q13247	K12893		42596000
P21980	K05625		42297000
P46783	K02947		42021000
P43487	NotMapped		41865000
P63208	K03094		41762000
P84098	K02885		41684000
Q96M27-1	NotMapped		41651000
Q969S3	NotMapped		41636000
P63151	K04354		41440000
Q15181	K01507		41398000
P34897	K00600		41268000
P62753	K02991		40616000
Q9UKK9	K13987		40573000
P62495	K03265		40568000
Q9UMY4-2	NotMapped		40485000
P47756	K10365		40455000
Q13435	K12829		40420000
A8K878	NotMapped		40409000
P49368	K09495		40317000
P55084	K07509		40295000
Q86V81	K12881		40282000
Q9Y617	K00831		40223000
O43684	K02180		39988000
Q15691	K10436		39796000
Q15393	K12830		39776000
P40429	K02872		39754000
P04264	K07605		39695000
P30044	K11187		39611000
Q04637	K03260		39585000
A8MXP9	NotMapped		39535000
P50238	NotMapped		39521000
P33991	K02212		39518000
O95573	K01897		39401000
Q99832	K09499		39311000
Q9HB71	K04507		39307000
P38159	K12885		38907000
Q8IW48	NotMapped		38814000
Q969H8	K15187		38743000
P46782	K02989		38407000
P53618	NotMapped		37933000
P80723-1	NotMapped		37878000
Q9BVK6	K15374		37871000
O76070	NotMapped		37863000
O75937	K09528		37776000
Q16531	K10610		37756000
P05556	K05719		37728000
Q16629	K12896		37630000
Q01469	K08754		37545000
P15121	K00011		37405000
P07814	K14163		37368000
Q9UL46	K06697		37353000
P13010	K10885		37228000
O14737	K15187		37098000
O76003	NotMapped		37066000
P50402	K12569		36865000
P00390	K00383		36787000
P35244	K10740		36735000
P47897	K01886		36583000
O60664-1	NotMapped		36582000
P61160	P61160		36552000
P62888	K02908		36512000
P48507	K11205		36352000
P30520	K01939		36295000
P60842	K03257		36277000
Q96KC2	K07950		36275000
P23396	K02985		36226000
P54577	K01866		36182000
Q9P0J0	K11353		36082000
Q8NBS9	K13984		35992000
P55060-1	NotMapped		35867000
P49327	K00665		35842000
Q92820	K01307		35827000
P37837	K00616		35802000
P42765	K07508		35633000
Q15836	K13505		35555000
P22695	K00415		35460000
P38606	K02145		35454000
Q12797	K00476		35404000
P78527	K06642		35355000
P63167	K10418		35274000
Q16401	K06692		35271000
P41252	K01870		35263000
Q01650	NotMapped		35252000
Q9NR45	K05304		35250000
Q68DF1	NotMapped		35239000
Q01628	K06566		35172000
P40925	K00025		35141000
Q13405	NotMapped		35026000
B3KQ79	K14009		35018000
B2R9S4	NotMapped		35018000
Q9BWD1	K00626		35010000
Q7KZF4	NotMapped		34982000
A5YVE9	K00161		34894000
Q15293	NotMapped		34866000
Q12933	K03173		34832000
O75475-1	NotMapped		34824000
P30837	K00128		34803000
O95832	K06087		34665000
P52657	K03123		34639000
P05161	K12159		34597000
Q12931	K09488		34563000
Q6NUS1	K12200		34461000
P23258	K10389		34412000
P47755	K10364		34373000
P00491	K03783		34299000
P13929	K01689		34046000
O00571	K11594		33918000
P27348	K06630		33726000
P49189	K00149		33477000
P22061	K14572		33371000
