YAL002W	YAL002W	NotMapped	1132.3402
YAL008W	YAL008W	NotMapped	1720.5997
YAL009W	YAL009W	NotMapped	682.8882
YAL013W	YAL013W	NotMapped	1641.2333
YAL018C	YAL018C	NotMapped	140.38453
YAL028W	YAL028W	NotMapped	176.06965
YAL031C	YAL031C	NotMapped	980.19994
YAL034C	YAL034C	NotMapped	1058.5629
YAL036C	YAL036C	NotMapped	3221.0337
YAL037C-A	YAL037C-A	NotMapped	87.544239
YAL037W	YAL037W	NotMapped	225.34722
YAL042W	YAL042W	NotMapped	2631.2967
YAL044W-A	YAL044W-A	NotMapped	3738.0623
YAL046C	YAL046C	NotMapped	2822.9513
YAL049C	YAL049C	NotMapped	4261.8076
YAL051W	YAL051W	NotMapped	1198.6119
YAL053W	YAL053W	NotMapped	2266.6294
YAL055W	YAL055W	NotMapped	798.96602
YAL056W	YAL056W	NotMapped	1246.345
YAL059W	YAL059W	NotMapped	1780.9166
YAL063C-A	YAL063C-A	NotMapped	155.08191
YAL064C-A	YAL064C-A	NotMapped	141.80222
YAL064W	YAL064W	NotMapped	129.30032
YAL064W-B	YAL064W-B	NotMapped	244.55249
YAL065C	YAL065C	NotMapped	187.02719
YAL067C	YAL067C	NotMapped	968.93174
YAL067W-A	YAL067W-A	NotMapped	94.185897
YAR002C-A	YAR002C-A	NotMapped	5121.7222
YAR014C	YAR014C	NotMapped	1925.9511
YAR023C	YAR023C	NotMapped	384.81818
YAR027W	YAR027W	NotMapped	96.362432
YAR028W	YAR028W	NotMapped	113.09753
YAR029W	YAR029W	NotMapped	1280.2543
YAR031W	YAR031W	NotMapped	361.99031
YAR033W	YAR033W	NotMapped	166.8576
YAR035C-A	YAR035C-A	NotMapped	197.50018
YAR042W	YAR042W	NotMapped	1712.3203
YAR068W	YAR068W	NotMapped	1087.397
YBL001C	YBL001C	NotMapped	5479.7869
YBL005W	YBL005W	NotMapped	506.30495
YBL007C	YBL007C	NotMapped	2921.3599
YBL008W-A	YBL008W-A	NotMapped	113.46509
YBL010C	YBL010C	NotMapped	656.31753
YBL017C	YBL017C	NotMapped	3259.2738
YBL021C	YBL021C	NotMapped	1375.4912
YBL028C	YBL028C	NotMapped	1621.1334
YBL029C-A	YBL029C-A	NotMapped	1446.7579
YBL029W	YBL029W	NotMapped	2625.2235
YBL031W	YBL031W	NotMapped	478.19324
YBL036C	YBL036C	NotMapped	1934.85
YBL038W	YBL038W	NotMapped	3214.4716
YBL039W-B	YBL039W-B	NotMapped	999.34028
YBL040C	YBL040C	NotMapped	2099.748
YBL042C	YBL042C	NotMapped	6694.4144
YBL043W	YBL043W	NotMapped	9118.8712
YBL044W	YBL044W	NotMapped	108.21351
YBL046W	YBL046W	NotMapped	775.64086
YBL047C	YBL047C	NotMapped	4381.1139
YBL049W	YBL049W	NotMapped	1013.2434
YBL050W	YBL050W	NotMapped	3070.7383
YBL051C	YBL051C	NotMapped	1427.7206
YBL054W	YBL054W	NotMapped	2088.7647
YBL055C	YBL055C	NotMapped	729.77154
YBL059W	YBL059W	NotMapped	991.17703
YBL060W	YBL060W	NotMapped	401.69662
YBL061C	YBL061C	NotMapped	803.28073
YBL066C	YBL066C	NotMapped	1601.0522
YBL069W	YBL069W	NotMapped	768.27247
YBL071C-B	YBL071C-B	NotMapped	106.48667
YBL081W	YBL081W	NotMapped	1447.4891
YBL085W	YBL085W	NotMapped	1236.4297
YBL086C	YBL086C	NotMapped	364.79928
YBL089W	YBL089W	NotMapped	1254.269
YBL091C-A	YBL091C-A	NotMapped	632.89066
YBL095W	YBL095W	NotMapped	1650.9357
YBL100W-C	YBL100W-C	NotMapped	99.284596
YBL101C	YBL101C	NotMapped	3164.6441
YBL102W	YBL102W	NotMapped	2453.1235
YBL103C	YBL103C	NotMapped	972.28788
YBL104C	YBL104C	NotMapped	2031.0265
YBL106C	YBL106C	NotMapped	478.89419
YBL107C	YBL107C	NotMapped	1426.2736
YBR005W	YBR005W	NotMapped	699.58544
YBR007C	YBR007C	NotMapped	1128.5207
YBR013C	YBR013C	NotMapped	272.92979
YBR014C	YBR014C	NotMapped	1789.0512
YBR016W	YBR016W	NotMapped	4185.9394
YBR017C	YBR017C	NotMapped	2243.2478
YBR021W	YBR021W	NotMapped	2322.6956
YBR025C	YBR025C	NotMapped	8640.5731
YBR030W	YBR030W	NotMapped	738.55391
YBR033W	YBR033W	NotMapped	2933.9821
YBR036C	YBR036C	NotMapped	3048.9458
YBR040W	YBR040W	NotMapped	121.68706
YBR041W	YBR041W	NotMapped	1510.2415
YBR042C	YBR042C	NotMapped	991.8538
YBR043C	YBR043C	NotMapped	1313.2969
YBR044C	YBR044C	NotMapped	1834.2009
YBR047W	YBR047W	NotMapped	3375.859
YBR050C	YBR050C	NotMapped	466.01656
YBR052C	YBR052C	NotMapped	4904.8518
YBR053C	YBR053C	NotMapped	1986.7965
YBR054W	YBR054W	NotMapped	296.28795
YBR056W	YBR056W	NotMapped	1077.1067
YBR057C	YBR057C	NotMapped	922.13059
YBR058C-A	YBR058C-A	NotMapped	1272.8422
YBR062C	YBR062C	NotMapped	1158.2679
YBR063C	YBR063C	NotMapped	1591.0727
YBR066C	YBR066C	NotMapped	1912.2053
YBR071W	YBR071W	NotMapped	728.20003
YBR072C-A	YBR072C-A	NotMapped	107.59288
YBR074W	YBR074W	NotMapped	1665.2213
YBR076W	YBR076W	NotMapped	114.12052
YBR077C	YBR077C	NotMapped	1953.054
YBR085C-A	YBR085C-A	NotMapped	2470.893
YBR086C	YBR086C	NotMapped	5075.7051
YBR089C-A	YBR089C-A	NotMapped	3478.8937
YBR090C	YBR090C	NotMapped	267.06987
YBR094W	YBR094W	NotMapped	1625.256
YBR095C	YBR095C	NotMapped	1191.6461
YBR096W	YBR096W	NotMapped	1947.293
YBR098W	YBR098W	NotMapped	519.45976
YBR101C	YBR101C	NotMapped	3779.7388
YBR102C	YBR102C	NotMapped	765.24062
YBR103W	YBR103W	NotMapped	1868.1488
YBR105C	YBR105C	NotMapped	1091.0486
YBR106W	YBR106W	NotMapped	9653.4767
YBR107C	YBR107C	NotMapped	458.40286
YBR108W	YBR108W	NotMapped	537.35081
YBR119W	YBR119W	NotMapped	852.97428
YBR122C	YBR122C	NotMapped	3807.6784
YBR129C	YBR129C	NotMapped	965.84365
YBR131W	YBR131W	NotMapped	717.32654
YBR137W	YBR137W	NotMapped	2079.7316
YBR138C	YBR138C	NotMapped	658.3257
YBR139W	YBR139W	NotMapped	3220.035
YBR140C	YBR140C	NotMapped	4631.2871
YBR141C	YBR141C	NotMapped	672.5136
YBR147W	YBR147W	NotMapped	3942.7557
YBR148W	YBR148W	NotMapped	341.52042
YBR150C	YBR150C	NotMapped	1909.314
YBR151W	YBR151W	NotMapped	4538.8838
YBR152W	YBR152W	NotMapped	216.41162
YBR155W	YBR155W	NotMapped	1462.175
YBR156C	YBR156C	NotMapped	572.45673
YBR157C	YBR157C	NotMapped	175.56069
YBR161W	YBR161W	NotMapped	654.93466
YBR162C	YBR162C	NotMapped	4409.581
YBR162W-A	YBR162W-A	NotMapped	3166.3658
YBR165W	YBR165W	NotMapped	966.99244
YBR168W	YBR168W	NotMapped	637.50998
YBR177C	YBR177C	NotMapped	5341.4997
YBR180W	YBR180W	NotMapped	129.59414
YBR182C-A	YBR182C-A	NotMapped	111.9155
YBR184W	YBR184W	NotMapped	178.95157
YBR186W	YBR186W	NotMapped	129.64946
YBR187W	YBR187W	NotMapped	2735.7946
YBR188C	YBR188C	NotMapped	667.0402
YBR194W	YBR194W	NotMapped	590.08349
YBR195C	YBR195C	NotMapped	1171.5692
YBR196C-A	YBR196C-A	NotMapped	412.66609
YBR196C-B	YBR196C-B	NotMapped	344.74796
YBR197C	YBR197C	NotMapped	428.21698
YBR200W-A	YBR200W-A	NotMapped	113.68611
YBR203W	YBR203W	NotMapped	1734.7604
YBR207W	YBR207W	NotMapped	3030.2019
YBR210W	YBR210W	NotMapped	1320.7763
YBR212W	YBR212W	NotMapped	795.95557
YBR214W	YBR214W	NotMapped	1065.1659
YBR215W	YBR215W	NotMapped	989.4226
YBR216C	YBR216C	NotMapped	912.4222
YBR219C	YBR219C	NotMapped	131.19463
YBR220C	YBR220C	NotMapped	1566.514
YBR221W-A	YBR221W-A	NotMapped	94.129544
YBR222C	YBR222C	NotMapped	4997.6602
YBR225W	YBR225W	NotMapped	1171.3565
YBR230C	YBR230C	NotMapped	6287.3942
YBR230W-A	YBR230W-A	NotMapped	6426.4119
YBR231C	YBR231C	NotMapped	844.14061
YBR238C	YBR238C	NotMapped	1041.95
YBR239C	YBR239C	NotMapped	1124.1592
YBR240C	YBR240C	NotMapped	2952.065
YBR241C	YBR241C	NotMapped	787.20542
YBR242W	YBR242W	NotMapped	1291.6667
YBR245C	YBR245C	NotMapped	1530.1577
YBR250W	YBR250W	NotMapped	151.58184
YBR254C	YBR254C	NotMapped	1099.9553
YBR255C-A	YBR255C-A	NotMapped	2611.3919
YBR255W	YBR255W	NotMapped	948.17973
YBR259W	YBR259W	NotMapped	372.44103
YBR260C	YBR260C	NotMapped	1717.1756
YBR268W	YBR268W	NotMapped	3516.2148
YBR269C	YBR269C	NotMapped	4902.6777
YBR270C	YBR270C	NotMapped	491.70895
YBR271W	YBR271W	NotMapped	743.65582
YBR272C	YBR272C	NotMapped	390.45693
YBR273C	YBR273C	NotMapped	1186.3179
YBR284W	YBR284W	NotMapped	166.28877
YBR285W	YBR285W	NotMapped	437.27249
YBR287W	YBR287W	NotMapped	1874.0285
YBR288C	YBR288C	NotMapped	1239.327
YBR290W	YBR290W	NotMapped	1653.8657
YBR293W	YBR293W	NotMapped	1789.2234
YBR296C-A	YBR296C-A	NotMapped	102.01539
YBR297W	YBR297W	NotMapped	1367.734
YBR298C-A	YBR298C-A	NotMapped	100.83667
YCL001W	YCL001W	NotMapped	3316.1885
YCL001W-A	YCL001W-A	NotMapped	109.1461
YCL001W-B	YCL001W-B	NotMapped	83.416986
YCL002C	YCL002C	NotMapped	1332.1342
YCL005W	YCL005W	NotMapped	705.57203
YCL005W-A	YCL005W-A	NotMapped	5272.0997
YCL011C	YCL011C	NotMapped	4101.6619
YCL012C	YCL012C	NotMapped	1506.4127
YCL014W	YCL014W	NotMapped	1615.96
YCL021W-A	YCL021W-A	NotMapped	178.61566
YCL026C-A	YCL026C-A	NotMapped	144.8236
YCL026C-B	YCL026C-B	NotMapped	2732.8739
YCL028W	YCL028W	NotMapped	2294.1584
YCL029C	YCL029C	NotMapped	910.75797
YCL032W	YCL032W	NotMapped	462.41827
YCL033C	YCL033C	NotMapped	2973.5662
YCL034W	YCL034W	NotMapped	1673.6042
YCL036W	YCL036W	NotMapped	1416.8661
YCL039W	YCL039W	NotMapped	1262.1226
YCL042W	YCL042W	NotMapped	244.47532
YCL044C	YCL044C	NotMapped	835.57598
YCL045C	YCL045C	NotMapped	3273.8748
