23996	2.0755e+11
19718	2.743755e+09
23999	8.4e+11
286940	6.545e+11
23997	4.585e+11
13733	1.2005e+10
69957	4.935e+10
11544	1.036e+11
11545	1.526e+10
26377	3.745e+09
26370	2.78656e+09
19395	6.055e+09
109054	1.2075e+10
26572	1.288e+11
110959	2.09811e+09
19155	2.016e+11
73086	1.708e+10
19156	1.0325e+12
100163	5.103e+08
16678	5.075e+09
74838	2.7195e+10
19378	3.229065e+09
107869	2.93685e+09
12709	5.635e+11
22003	5.480123e+12
22004	2.1812e+12
74012	1.8865e+10
68097	5.67e+10
27374	5.495e+10
27376	2.940595e+09
27377	5.3935e+08
192176	5.565e+12
77766	2.945425e+09
64704	9.31e+09
22668	2.7195e+11
74351	8.715e+09
57294	1.757e+11
16498	7.315e+10
57296	4.69e+10
71147	8.785e+09
69955	3.78e+09
276846	8.575e+09
71702	2.205e+10
17380	3.23316e+09
74129	2.0062e+09
69080	6.79e+09
69083	2.122855e+09
12017	7.63e+10
71701	3.71e+10
12010	2.275e+10
26395	1.652e+11
26394	5.18e+10
26396	1.0185e+10
15482	1.284465e+09
69772	1.460655e+09
227231	1.0395e+11
11761	2.02363e+09
17254	1.442e+11
26398	1.5435e+10
11764	1.456e+11
11765	1.631e+10
101943	2.898e+11
20740	2.3975e+12
20741	5.74e+11
100206	4.095e+10
434246	1.130395e+09
64050	2.037e+10
75612	6.405e+10
235567	3.78e+09
19012	4.76e+09
19338	5.838e+08
21925	3.0695e+11
21924	1.2915e+10
21923	6.615e+10
53607	2.2225e+10
53605	2.429e+11
53356	1.0255e+11
11949	3.157e+11
11946	2.3485e+12
11947	1.8655e+12
18451	1.043e+10
96979	1.281e+10
11941	1.539755e+09
16922	2.8938e+09
170930	4.83e+11
18854	8.085e+11
12237	1.9845e+11
22262	4.445e+09
18761	1.48057e+09
14629	8.295e+10
54473	3.5e+09
234515	4.305e+09
20411	4.48e+10
67397	5.25e+11
84585	1.8396e+09
67039	2.205e+10
67035	5.67e+10
246221	2.919e+10
58184	6.685e+09
13058	1.6135e+10
78287	5.495e+09
13052	2.11568e+09
54391	8.785e+10
54392	1.0115e+10
