69187	69187	NotMapped	21420.286
11354	11354	NotMapped	8925.1429
12889	12889	NotMapped	7342857.1
12960	12960	NotMapped	5160
110187	110187	NotMapped	9198.8571
18823	18823	NotMapped	97142.857
19194	19194	NotMapped	5987.1429
G3UXD0	G3UXD0	NotMapped	13182.286
12373	12373	NotMapped	52285.714
70350	70350	NotMapped	11714286
11723	11723	NotMapped	220285.71
68416	68416	NotMapped	5116.8571
19660	19660	NotMapped	99428.571
282619	282619	NotMapped	242571.43
227120	227120	NotMapped	26839.714
52430	52430	NotMapped	2902.2857
12307	12307	NotMapped	1922857.1
12308	12308	NotMapped	1565714.3
59006	59006	NotMapped	11827.714
215384	215384	NotMapped	12239.429
26950	26950	NotMapped	12171429
18378	18378	NotMapped	12222.286
12797	12797	NotMapped	32571.429
22287	22287	NotMapped	44571.429
22074	22074	NotMapped	39428.571
69117	69117	NotMapped	22163.429
21345	21345	NotMapped	614285.71
23795	23795	NotMapped	38571.429
56370	56370	NotMapped	4542857.1
66284	66284	NotMapped	10150.857
106393	106393	NotMapped	112857.14
53318	53318	NotMapped	10121.714
59290	59290	NotMapped	417.48571
20215	20215	NotMapped	8954.5714
20618	20618	NotMapped	425714.29
99709	99709	NotMapped	1482.9429
67931	67931	NotMapped	9656.5714
66283	66283	NotMapped	13885.429
20199	20199	NotMapped	8732.2857
380683	380683	NotMapped	13403.429
59011	59011	NotMapped	20777.714
19285	19285	NotMapped	528571.43
20200	20200	NotMapped	94000
77337	77337	NotMapped	19804.571
67373	67373	NotMapped	16063.429
75600	75600	NotMapped	1052.3429
17957	17957	NotMapped	3200000
24131	24131	NotMapped	24803.143
69824	69824	NotMapped	8214.5714
223809	223809	NotMapped	8580
20964	20964	NotMapped	6514285.7
53322	53322	NotMapped	85714.286
104069	104069	NotMapped	9628571.4
12925	12925	NotMapped	74857.143
20203	20203	NotMapped	2145714.3
20910	20910	NotMapped	7571428.6
14199	14199	NotMapped	171142.86
16763	16763	NotMapped	716.48571
109042	109042	NotMapped	6602.5714
109272	109272	NotMapped	49428.571
72088	72088	NotMapped	947.25714
67399	67399	NotMapped	8804
12372	12372	NotMapped	247142.86
20198	20198	NotMapped	16049.143
104183	104183	NotMapped	27850.571
64661	64661	NotMapped	3245.4286
69787	69787	NotMapped	3482.2857
330440	330440	NotMapped	16538
12971	12971	NotMapped	1654285.7
17929	17929	NotMapped	84000
433470	433470	NotMapped	3965.7143
17035	17035	NotMapped	337142.86
20195	20195	NotMapped	60857.143
226041	226041	NotMapped	2088.6
67326	67326	NotMapped	128571.43
118449	118449	NotMapped	1207.5714
76293	76293	NotMapped	2914.8571
67971	67971	NotMapped	1520000
270097	270097	NotMapped	568571.43
13602	13602	NotMapped	90857.143
14457	14457	NotMapped	276285.71
171580	171580	NotMapped	477.2
26558	26558	NotMapped	9400.5714
22240	22240	NotMapped	774285.71
232400	232400	NotMapped	16534.571
17930	17930	NotMapped	76857.143
18483	18483	NotMapped	1082857.1
23969	23969	NotMapped	6400000
11983	11983	NotMapped	5800000
14467	14467	NotMapped	885714.29
72948	72948	NotMapped	6171428.6
21985	21985	NotMapped	891428.57
12933	12933	NotMapped	6571428.6
20965	20965	NotMapped	3000000
20194	20194	NotMapped	42000
21753	21753	NotMapped	11018.857
229731	229731	NotMapped	50571.429
17988	17988	NotMapped	360000
73723	73723	NotMapped	1017142.9
13184	13184	NotMapped	1261.7714
16985	16985	NotMapped	3298.2857
107684	107684	NotMapped	9345.4286
18611	18611	NotMapped	1548571.4
19652	19652	K13186	53451.634
16952	16952	NotMapped	27141.714
12306	12306	NotMapped	240285.71
66395	66395	NotMapped	977142.86
56356	56356	NotMapped	78857.143
11808	11808	NotMapped	368571.43
109934	109934	NotMapped	54857.143
83397	83397	NotMapped	218857.14
216810	216810	NotMapped	239714.29
217124	217124	NotMapped	2282857.1
67865	67865	NotMapped	308571.43
20324	20324	NotMapped	66000
29877	29877	NotMapped	1037142.9
380698	380698	NotMapped	3288.5714
11766	11766	NotMapped	355.77143
26556	26556	NotMapped	5600000
65969	65969	NotMapped	6306.5714
21346	21346	NotMapped	255142.86
76281	76281	NotMapped	52571.429
102502	102502	NotMapped	117714.29
66098	66098	NotMapped	674285.71
16019	16019	NotMapped	5659.1429
76932	76932	NotMapped	112571.43
30948	30948	NotMapped	6085714.3
12696	12696	K13195	773255.81
67861	67861	NotMapped	64285.714
56205	56205	NotMapped	1040000
12798	12798	NotMapped	10663.714
56526	56526	NotMapped	528571.43
234267	234267	NotMapped	437142.86
50706	50706	NotMapped	13386.286
229593	229593	NotMapped	6513.7143
68196	68196	NotMapped	176000
14432	14432	NotMapped	4371428.6
66471	66471	NotMapped	96857.143
74103	74103	NotMapped	45142.857
72042	72042	NotMapped	1068571.4
73442	73442	NotMapped	229428.57
59046	59046	NotMapped	325714.29
66849	66849	NotMapped	457142.86
11641	11641	NotMapped	136285.71
227737	227737	NotMapped	7236.2857
20692	20692	NotMapped	24540.286
12810	12810	NotMapped	1095.2286
11745	11745	NotMapped	308571.43
14086	14086	NotMapped	60857.143
20193	20193	NotMapped	591428.57
13476	13476	NotMapped	22076.286
68106	68106	NotMapped	23378.286
71733	71733	NotMapped	10821.143
219072	219072	NotMapped	199714.29
13860	13860	NotMapped	34000
11518	11518	NotMapped	840000
19231	19231	NotMapped	172571.43
93686	93686	NotMapped	261142.86
Hba	Hba	NotMapped	12600000
26611	26611	NotMapped	340000
56360	56360	NotMapped	431428.57
20362	20362	NotMapped	300000
353170	353170	NotMapped	110000
56195	56195	NotMapped	628571.43
66111	66111	NotMapped	374.77143
104001	104001	NotMapped	351428.57
223601	223601	NotMapped	26025.143
232748	232748	NotMapped	87.677143
15444	15444	NotMapped	1388571.4
107975	107975	NotMapped	342857.14
209378	209378	NotMapped	7892
68420	68420	NotMapped	8088.2857
23825	23825	NotMapped	425714.29
14007	14007	K13207	389763.78
230972	230972	NotMapped	3960.8571
654795	654795	NotMapped	127142.86
57915	57915	NotMapped	238.57429
68519	68519	NotMapped	2261.2571
17524	17524	NotMapped	149714.29
19672	19672	NotMapped	212571.43
67803	67803	NotMapped	16497.714
14245	14245	NotMapped	4910.5714
268996	268996	NotMapped	6147.7143
Abracl	Abracl	NotMapped	288571.43
71148	71148	NotMapped	580000
52589	52589	NotMapped	3171428.6
101314	101314	NotMapped	411428.57
66273	66273	NotMapped	48000
14269	14269	NotMapped	111428.57
18739	18739	NotMapped	3358.5714
14026	14026	NotMapped	115714.29
74044	74044	NotMapped	32285.714
12759	12759	NotMapped	1180000
16170	16170	NotMapped	2537.1429
228359	228359	NotMapped	628571.43
380711	380711	NotMapped	73142.857
380686	380686	NotMapped	1197142.9
432467	432467	K12898	25074.286
66128	66128	NotMapped	408571.43
P01867-2	P01867-2	NotMapped	7618.2857
21987	21987	NotMapped	155142.86
229877	229877	NotMapped	851428.57
66310	66310	NotMapped	30571.429
66645	66645	NotMapped	448571.43
20202	20202	NotMapped	6447.4286
239217	239217	NotMapped	71428.571
109552	109552	NotMapped	198000
108911	108911	NotMapped	5518
66128	66128	NotMapped	216285.71
320183	320183	NotMapped	748.88571
27360	27360	NotMapped	908571.43
72108	72108	NotMapped	1530.3714
65106	65106	NotMapped	12702.571
105298	105298	NotMapped	26270.571
15193	15193	NotMapped	104000
52398	52398	NotMapped	3514285.7
29812	29812	NotMapped	85428.571
18220	18220	NotMapped	154857.14
68614	68614	NotMapped	2994.5714
53378	53378	NotMapped	83142.857
27984	27984	NotMapped	2462857.1
13688	13688	NotMapped	120285.71
20201	20201	NotMapped	95428.571
244373	244373	NotMapped	571428.57
63986	63986	NotMapped	3173.4286
382643	382643	NotMapped	18008
22343	22343	NotMapped	1754285.7
66469	66469	NotMapped	164571.43
76626	76626	NotMapped	180285.71
668218	668218	NotMapped	222000
114886	114886	NotMapped	252857.14
227960	227960	NotMapped	56571.429
214459	214459	NotMapped	20365.143
54120	54120	NotMapped	58000
76497	76497	NotMapped	1448571.4
76820	76820	NotMapped	15523.143
67683	67683	NotMapped	1042.6
63913	63913	NotMapped	2790.0571
20024	20024	NotMapped	968571.43
232201	232201	NotMapped	14756.286
72096	72096	NotMapped	20858
29817	29817	NotMapped	2916.5714
50926	50926	K13044	342192.69
56426	56426	NotMapped	170857.14
18738	18738	NotMapped	1651428.6
30059	30059	NotMapped	1631428.6
54519	54519	NotMapped	478.37143
69071	69071	NotMapped	2480.5714
93730	93730	NotMapped	574285.71
329154	329154	NotMapped	790.4
75007	75007	NotMapped	3117.1429
68732	68732	NotMapped	1203.5143
19291	19291	NotMapped	155142.86
94184	94184	NotMapped	35714.286
66905	66905	NotMapped	278285.71
67860	67860	NotMapped	21954.857
11308	11308	NotMapped	614285.71
20650	20650	NotMapped	80571.429
13169	13169	NotMapped	417142.86
54130	54130	NotMapped	1748571.4
76895	76895	NotMapped	37714.286
53602	53602	NotMapped	138571.43
51886	51886	K13210	188940.09
77134	77134	K12894	1986885.2
99889	99889	NotMapped	156857.14
67808	67808	NotMapped	133142.86
67881	67881	NotMapped	102285.71
66540	66540	NotMapped	66285.714
23943	23943	NotMapped	8535.1429
64899	64899	NotMapped	132.50571
19385	19385	NotMapped	1088571.4
235380	235380	NotMapped	36000
