Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
-Metabolic Diseases	-Environmental Adaptation	Inf	Inf	NaN	7.108	Inf	NaN	1142	Inf	NaN	0	469.5	NaN	0	106.5	NaN	0	30.18	NaN	0	0.01872	0.473	0	7.299	NaN	Inf	Inf	NaN
-Infectious Diseases	-Environmental Adaptation	Inf	Inf	NaN	14.87	Inf	Inf	500.1	Inf	Inf	19.65	347.8	Inf	9.874	343.8	Inf	6.529	73.1	Inf	0.3802	1.4	2.605	1.779	82.97	Inf	Inf	Inf	Inf
Not Mapped	-Environmental Adaptation	Inf	Inf	Inf	206.5	Inf	Inf	1871	Inf	Inf	396.1	942	Inf	193.3	4456	Inf	152.5	1821	Inf	69.37	139.5	146.2	67.33	1401	Inf	Inf	Inf	Inf
-Not Mapped	-Environmental Adaptation	Inf	Inf	Inf	206.5	Inf	Inf	1871	Inf	Inf	396.1	942	Inf	193.3	4456	Inf	152.5	1821	Inf	69.37	139.5	146.2	67.33	1401	Inf	Inf	Inf	Inf
TOTAL	Human Diseases	31.34	40.48	158	58.88	81.36	109.5	10.09	12.95	107.2	9.806	11.85	60.25	17.71	21.29	35.85	15.68	17.97	20.6	22.72	26.81	39.7	13.32	18.08	22.13	56.05	77.25	328.5
MAPPED	Human Diseases	30.85	39.85	155.5	52.75	72.89	98.14	9.673	12.42	102.7	9.422	11.38	57.89	13.92	16.74	28.19	10.32	11.83	13.56	11.71	13.82	20.46	8.542	11.6	14.2	41.06	56.59	240.6
Genetic Information Processing	Human Diseases	16.03	20.9	82.93	20.67	28.55	39.58	3.726	5.132	40.67	3.202	4.016	20.08	5.098	6.14	10.45	3.021	3.445	4.131	4.375	5.283	7.631	4.18	5.545	6.653	10.18	14.26	62.09
-Transcription	Human Diseases	0.5637	0.8342	2.94	1.652	2.465	3.477	0.01512	0.03485	0.1552	0.004331	0.0314	0.09962	0.0721	0.1156	0.1528	0.09364	0.1118	0.1533	0.244	0.3129	0.4306	0.1356	0.1963	0.2719	0.01972	0.02932	0.2905
-Translation	Human Diseases	12.61	16.29	63.15	13.82	19.09	25.67	3.501	4.86	37.4	3.084	3.821	18.49	4.225	5.117	8.352	2.094	2.385	2.721	3.336	3.993	5.824	3.106	4.188	5.054	8.603	11.83	50.5
-Folding, Sorting and Degradation	Human Diseases	2.399	3.477	13.98	3.49	4.972	7.555	0.1563	0.2265	2.074	0.08512	0.1157	0.6853	0.6785	0.8395	1.489	0.67	0.8056	1.012	0.6603	0.8118	1.294	0.707	1.002	1.33	1.347	2.126	10.05
-DNA Maintenance	Human Diseases	0.4354	0.9283	2.559	1.615	2.368	3.281	0.02012	0.02772	0.2834	0.01175	0.05518	0.1182	0.05824	0.1222	0.2038	0.1337	0.1811	0.2437	0.1081	0.1642	0.2125	0.1146	0.1512	0.243	0.1604	0.814	1.476
-RNA Family	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0.04628	0.106	0.1862	0.6401	1.016	1.378	0.008148	0.03984	0.2801	0.004856	0.05469	0.144	0.05249	0.08666	0.2199	0.03276	0.1049	0.1295	0.05587	0.07542	0.1864	0.08601	0.1932	0.2279	1.04	1.438	6.439
-Signal Transduction	Human Diseases	0.04628	0.106	0.1862	0.6353	1.009	1.353	0.003218	0.02903	0.2801	0.001792	0.04634	0.144	0.01578	0.05259	0.08093	0.01437	0.03775	0.06283	0.02263	0.04927	0.09979	0.05382	0.06403	0.1463	1.04	1.438	6.439
-Signaling Molecules and Interaction	Human Diseases	0	0	0	0.00459	0.006342	0.02324	0	0	0.07337	0	0	0.04923	0.008611	0.04565	0.1503	0.01704	0.05477	0.08084	0.005814	0.02734	0.1052	0.03219	0.07109	0.1407	0	0	0
Cellular Processes	Human Diseases	0.3075	0.3973	1.314	0.8706	1.072	1.855	0.01402	0.2238	1.856	0.01685	0.1777	0.872	0.1135	0.2838	0.4663	0.143	0.316	0.4628	0.1596	0.3714	0.4892	0.4186	0.7427	0.9699	0.09044	0.2678	0.5609
-Hemoglobin	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Human Diseases	0	0	0	0	0	0.03102	0.002461	0.02281	1.418	0.002356	0.05007	0.7348	0.04624	0.1038	0.2811	0.07437	0.1154	0.1864	0.09457	0.2592	0.3175	0.1777	0.2563	0.3745	0	0	0
-Cytoskeleton	Human Diseases	0.08295	0.1072	0.4182	0.2259	0.3121	0.4202	0	0	0.05329	0	0.0002853	0.03914	0.01783	0.06084	0.1029	0.02183	0.07111	0.1089	0.002764	0.04251	0.07822	0.07243	0.1746	0.2251	0.07911	0.109	0.4637
-Cell Motility	Human Diseases	0.03691	0.06095	0.1861	0.5269	0.7514	1.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007805	0.08913	0.1802
-Cell Growth and Death	Human Diseases	0.171	0.2424	0.7102	0.08102	0.121	0.1615	0.00477	0.07116	0.2766	0.0006385	0.03109	0.1361	0.01619	0.03179	0.04974	0.01501	0.02982	0.04425	0.005649	0.01152	0.02926	0.03093	0.08354	0.1079	0	0.001713	0.04385
-Cell Communication	Human Diseases	0	0	0	0	0	0	0	6.121e-05	0.1069	0	0.003024	0.0915	0.0005833	0.03308	0.1485	0.001623	0.02596	0.1676	0.0002299	0.004796	0.05056	0.02133	0.05446	0.3308	0	0	0
Metabolism	Human Diseases	13.44	17.45	70.1	29.44	41.12	54.77	3.646	4.906	46.86	4.013	5.011	29.74	5.065	6.397	11.31	4.196	5.157	5.858	3.704	4.444	7.323	1.868	2.793	3.663	9.645	14	61.75
-Membrane Transport	Human Diseases	0.6605	1.085	3.154	5.631	8.238	10.1	0	0.0003105	0.01526	0	0	0.007216	0.005685	0.0187	0.03785	0.01022	0.02005	0.02618	0.00818	0.01388	0.02423	0.008696	0.01373	0.02012	0.6484	1.303	6.317
-Central Carbon Metabolism	Human Diseases	2.068	3.267	11.69	5.899	9.264	14.49	1.68	2.775	19.03	1.307	2.198	10.95	1.068	1.47	2.453	0.8998	1.219	1.502	0.8774	1.126	2.405	0.485	0.5855	0.7591	1.023	1.948	9.126
-Energy Metabolism	Human Diseases	0.3355	1.054	3.166	1.344	2.39	3.854	0.08133	1.121	4.479	0.1286	1.119	2.377	0.2514	0.5148	0.8324	0.3006	0.3411	0.5992	0.5299	0.8956	1.056	0.09911	0.2336	0.4119	1.616	2.53	10.36
-Biosynthesis	Human Diseases	6.217	7.95	28.65	6.823	9.18	12.24	0.3059	0.6739	5.925	0.8632	1.162	6.377	1.592	2.295	3.69	1.151	1.447	1.727	0.6615	1.035	1.555	0.4507	0.5958	0.9161	2.511	3.299	13.75
-Other Enzymes	Human Diseases	3.919	4.794	22.24	8.642	14.4	17.7	0.5799	1.002	16.84	0.7754	1.241	9.088	1.57	2.033	4.386	1.416	1.748	2.586	1.039	1.501	2.56	0.764	1.225	1.667	2.896	5.322	22.21
Organismal Systems	Human Diseases	0	0	0	0	0.04323	0.09047	0.01051	0.1201	0.745	0.006366	0.1092	0.4404	0.08319	0.1708	0.3107	0.1501	0.2049	0.2617	0.189	0.3058	0.3856	0.2117	0.3038	0.5408	0	0.02937	0.1147
-Immune System	Human Diseases	0	0	0	0	0	0	0	0.01688	0.4998	0	0.01694	0.2498	0.009131	0.0488	0.1593	0.0121	0.05462	0.125	0.0001106	0.01148	0.1047	0.01352	0.05176	0.1725	0	0	0
-Endocrine System	Human Diseases	0	0	0	0	0.041	0.09047	4.239e-05	0.002473	0.1447	0.0002192	0.001689	0.2263	0.01046	0.02104	0.06766	0.01025	0.02638	0.03914	0.003056	0.04009	0.08	0.02723	0.04692	0.1236	0	0	0.05068
-Circulatory System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0.001555	0	0.01096	0.05416	0	0.02036	0.1024	0	0.002346	0.09124	0.001209	0.02213	0.136	0	0	0
-Digestive System	Human Diseases	0	0	0	0	0	0	0	0	0.07767	0	0	0.04451	0	0.00286	0.07268	0	0.007759	0.06454	0	8.413e-05	0.003284	0.003765	0.02583	0.05101	0	0	0.04573
-Excretory System	Human Diseases	0	0	0	0	0	0	0	0.002151	0.01349	4.3e-05	0.00109	0.01007	0.007664	0.0181	0.02985	0.01834	0.03288	0.05935	0.009927	0.02723	0.05567	0.01829	0.05453	0.104	0	0	0
-Nervous System	Human Diseases	0	0	0	0	0	4.97e-08	0	0.0003456	0.06938	0	0	0.03105	0	0.0002026	0.01695	0	0.0006143	0.01046	0	0.0003318	0.01855	0.009589	0.02713	0.07023	0	0	0
-Sensory System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001755	0	0	0.0003963	0	0	0.0004497	7.332e-06	0.006402	0.01912	0	0	0
-Development	Human Diseases	0	0	0	0	0	0	0	0	0.007599	0	0	0.004133	0	0	0.004939	0	0	0.004541	0	0	0.000798	0	0.005631	0.009126	0	0	0
-Environmental Adaptation	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0.001343	0	0	0.01172	0	0	0.006586	0.07788	0.1229	0.1755	0	0.0007894	0.03072	0	0	0
Human Diseases	Human Diseases	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0	0	0	0	0.006631	0.1371	0	0.0008464	0.002774	0	0.0002662	0.01488	0.0005989	0.006797	0.01219	0	0.01489	0.02067	0.001915	0.01547	0.02335	0.0403	0.05037	0.0587	0	0	0.0224
-Immune System Diseases	Human Diseases	0	0	0	0	6.731e-08	0.0165	0.003344	0.01866	0.05619	0.02416	0.04501	0.2618	0.021	0.0571	0.1033	0.05841	0.1186	0.1568	0.05897	0.1246	0.2232	0.008866	0.04349	0.06384	0	0	0
-Neurodegenerative Diseases	Human Diseases	0	0.6256	0.8082	0	0.3426	0.6374	0.01371	0.62	0.8146	0.03596	0.6542	0.8479	0.2325	0.4691	0.5391	0.3364	0.4509	0.5273	0.3314	0.6488	0.7304	0.3734	0.4245	0.5649	0	0.05341	0.313
-Cardiovascular Diseases	Human Diseases	0	0	0	0	0	0	0	0	0.0001007	0	0	0.0001418	0	0	0	0	0	0	0	0	0	0.03415	0.06205	0.1436	0	0	0
-Metabolic Diseases	Human Diseases	0	0	0.2407	0	0	0.3607	0	0.08084	0.346	0	0.05411	0.2139	0	0.1003	0.1893	0	0.0581	0.1357	0	0.003213	0.04405	0	0.004015	0.1004	0	0	0.6311
-Infectious Diseases	Human Diseases	0	0.2196	1	0.0122	0.3222	0.8554	0.0153	0.1114	0.6329	0.004928	0.105	0.4595	0.2272	0.3333	0.4503	0.223	0.3302	0.4015	0.04626	0.183	0.303	0.1972	0.3207	0.4105	0	0.687	0.9805
Not Mapped	Human Diseases	0.487	0.6292	2.455	6.127	8.466	11.4	0.415	0.5328	4.408	0.3841	0.4641	2.36	3.786	4.553	7.665	5.361	6.143	7.042	11.01	12.99	19.24	4.775	6.483	7.935	14.99	20.66	87.88
-Not Mapped	Human Diseases	0.487	0.6292	2.455	6.127	8.466	11.4	0.415	0.5328	4.408	0.3841	0.4641	2.36	3.786	4.553	7.665	5.361	6.143	7.042	11.01	12.99	19.24	4.775	6.483	7.935	14.99	20.66	87.88
TOTAL	-Cancers	Inf	Inf	Inf	690.5	734.3	Inf	4777	14660	Inf	2363	3364	Inf	1661	3238	32150	900.7	1152	9301	853.6	1777	6411	216.5	378.5	459.5	3876	3876	Inf
MAPPED	-Cancers	Inf	Inf	Inf	618.6	657.9	Inf	4581	14060	Inf	2271	3232	Inf	1306	2546	25270	592.8	758.4	6121	440	916	3305	138.8	242.8	294.7	2839	2839	Inf
Genetic Information Processing	-Cancers	Inf	Inf	Inf	242.2	262.4	Inf	1893	5722	Inf	801	1140	Inf	478.7	954.3	9345	178	227.1	1821	173.2	350.2	1236	66.38	111.3	142.6	715.7	745.5	Inf
-Transcription	-Cancers	Inf	Inf	Inf	19.36	25.36	Inf	12.85	28.11	Inf	4.012	7.689	Inf	9.48	13.69	136.7	6.029	7.416	68.42	9.31	22.07	74.94	2.327	3.592	5.613	1.093	3.092	Inf
-Translation	-Cancers	Inf	Inf	Inf	161.6	172.8	Inf	1792	5424	Inf	762.3	1089	Inf	389.9	789.6	7554	118.2	151.5	1238	130.4	268.2	926.3	50.14	86.69	103.4	591.3	596.4	Inf
-Folding, Sorting and Degradation	-Cancers	Inf	Inf	Inf	40.51	47.62	Inf	79.24	237.5	Inf	23.09	73.2	Inf	68.86	136.2	1332	40.28	54.99	429.7	25.78	66.35	217.1	12.11	17.29	29.38	88.95	138.6	Inf
-DNA Maintenance	-Cancers	Inf	Inf	Inf	18.22	22.06	Inf	8.285	30.57	Inf	3.603	13.36	Inf	5.55	18.19	168.4	6.468	12.16	84.18	7.03	10.41	23.92	1.784	3.598	4.339	7.158	44.88	Inf
-RNA Family	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
Environmental Information Processing	-Cancers	Inf	Inf	Inf	7.476	10.18	Inf	1.476	47.07	Inf	0.6199	17.09	Inf	4.206	10.26	196.7	1.566	5.924	60.97	2.029	6.558	31.25	1.475	3.456	5.648	69.25	72.73	Inf
-Signal Transduction	-Cancers	Inf	Inf	Inf	7.422	10.12	Inf	1.476	46.41	Inf	0.5902	15.15	Inf	1.526	7.638	87.81	0.7065	2	30.79	0.9694	3.358	8.737	0.6583	1.386	2.662	69.25	72.73	Inf
-Signaling Molecules and Interaction	-Cancers	Inf	NaN	NaN	0.05382	0.05724	Inf	0	0	Inf	0	0	Inf	0.69	4.532	123.7	0.859	3.323	30.18	0.2112	2.308	8.876	0.5521	1.437	2.986	0	0	NaN
Cellular Processes	-Cancers	Inf	Inf	Inf	9.279	12.91	Inf	16.56	141.8	Inf	20.11	58.61	Inf	26.86	40.8	417.1	14.28	25.41	174.1	5.797	24.01	83.52	7.63	12.43	19.59	9.578	16.36	Inf
-Hemoglobin	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
-Vesicular Transport	-Cancers	NaN	NaN	NaN	0	0	NaN	1.207	17.58	Inf	2.718	49.39	Inf	8.049	16.22	152.9	5.579	8.969	81.42	3.906	18.69	53.25	3.024	5.758	7.214	0	0	NaN
-Cytoskeleton	-Cancers	Inf	Inf	Inf	2.649	2.817	Inf	0	0	Inf	0	0.07066	Inf	1.699	7.483	92.02	1.043	6.089	39.19	0.2059	1.544	26.15	1.242	2.767	4.691	5.47	5.47	Inf
-Cell Motility	-Cancers	Inf	Inf	Inf	5.52	9.015	Inf	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	4.107	10.43	Inf
-Cell Growth and Death	-Cancers	Inf	Inf	Inf	0.8826	1.11	Inf	1.759	71.56	Inf	0.1274	9.661	Inf	1.328	3.893	45.95	0.8963	1.999	20.56	0.3389	0.7643	3.999	0.5371	1.021	2.46	0	1.957	Inf
-Cell Communication	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0.0388	Inf	0	18.25	Inf	0.512	5.304	14.16	0.4201	2.509	76.46	0.008351	1.86	4.413	0.5214	1.237	6.952	0	0	NaN
Metabolism	-Cancers	Inf	Inf	Inf	345.3	371.1	Inf	1809	5539	Inf	999.5	1670	Inf	496.3	987.3	9242	247.3	324.3	2517	139.3	326.5	1149	32.05	63.38	71.05	689.2	718.8	Inf
-Membrane Transport	-Cancers	Inf	Inf	Inf	55.81	75.48	Inf	0	1.567	Inf	0	0.3407	NaN	1.161	3.66	18.18	0.9387	1.346	7.291	0.3862	1.092	4.063	0.1249	0.234	0.3969	65.13	81.76	Inf
-Central Carbon Metabolism	-Cancers	Inf	Inf	Inf	66.16	91.34	Inf	992.9	3414	Inf	439.4	732.8	Inf	120.6	202.9	1782	59.82	80.68	525.1	37.57	111.4	218.9	7.587	13.29	14.62	67.75	99.05	Inf
-Energy Metabolism	-Cancers	Inf	Inf	Inf	15.07	29.75	Inf	123.6	615.6	Inf	80.26	277.6	Inf	37.52	75.17	620.9	14.73	28.63	349.8	19.45	51.69	150.2	1.7	4.931	5.99	107.7	147.9	Inf
-Biosynthesis	-Cancers	Inf	Inf	Inf	72.01	82.85	Inf	248.6	715.5	Inf	231.9	348.4	Inf	176.4	339.9	2869	75.5	96.33	698	24.02	73.16	260.8	7.132	11.32	18.69	153.4	175.3	Inf
-Other Enzymes	-Cancers	Inf	Inf	Inf	102.9	129.1	Inf	367.1	1251	Inf	247.6	590.7	Inf	145.2	358.6	3239	75.26	127	937.1	47.15	123.8	515.1	13.11	28.99	32.11	239.3	274.7	Inf
Organismal Systems	-Cancers	NaN	NaN	NaN	0	0.6205	Inf	12.85	80.57	Inf	13.42	29.6	Inf	6.824	24.57	285.1	10.07	12.5	127.1	6.865	23.54	62.22	3.631	7.108	11.53	0	2.854	Inf
-Immune System	-Cancers	NaN	NaN	NaN	0	0	NaN	0	71.53	Inf	0	14.16	Inf	0.749	12.7	76.29	0.6768	5.249	27.73	0.01961	0.7425	9.059	0.2553	0.6196	3.92	0	0	NaN
-Endocrine System	-Cancers	NaN	NaN	NaN	0	0.6205	Inf	0.06441	2.119	Inf	0.08775	6.212	Inf	1.5	4.368	31.11	1.038	1.844	21.57	0.1926	2.604	11.49	0.5405	1.004	1.593	0	1.5	NaN
-Circulatory System	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0	Inf	0	0	Inf	0	2.133	21.75	0	3.87	24.21	0	0.3935	10.59	0.02059	0.3796	2.466	0	0	NaN
-Digestive System	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0	Inf	0	0	Inf	0	0.2346	116.1	0	0.4821	35.56	0	0.04392	0.3188	0.07253	0.5806	0.8518	0	1.354	NaN
-Excretory System	-Cancers	NaN	NaN	NaN	0	0	NaN	0.3895	1.701	Inf	0.01271	1.035	Inf	1.355	2.467	28.28	1.499	3.172	32.68	0.6256	1.531	22.62	0.3137	1.163	2.004	0	0	NaN
-Nervous System	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0.5271	Inf	0	0.06653	Inf	0	0.02981	1.781	0	0.02935	0.6559	0	0.1732	1.373	0.1645	0.6163	1.196	0	0	NaN
-Sensory System	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	0.07372	0	0	2.188	0	0	0.07542	0.0001793	0.08263	0.3352	0	0	NaN
-Development	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	Inf	0	0	2.213	0	0	2.596	0	0	0.05029	0	0.1085	0.2208	0	0	NaN
-Environmental Adaptation	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0.3062	NaN	0	0	1.688	0	0.2163	2.225	2.829	9.005	22.18	0	0.01384	0.6109	0	0	NaN
Human Diseases	-Cancers	Inf	Inf	Inf	6.304	9.025	Inf	181.1	633.8	Inf	51.94	228	Inf	80.13	99.4	894.5	47.78	56.95	551	36.32	63.02	177.3	11.97	19.26	24.45	4.693	51.19	Inf
-Cancers	-Cancers	NaN	NaN	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NaN
-Immune System Diseases	-Cancers	NaN	NaN	NaN	0	6.198e-07	Inf	4.089	12.15	Inf	4.319	16.21	Inf	3.532	8.184	95.34	3.921	7.492	78.41	2.142	8.257	47.54	0.1521	0.7643	1.293	0	0	NaN
-Neurodegenerative Diseases	-Cancers	Inf	Inf	NaN	0	4.66	Inf	2.483	491.6	Inf	2.417	210.9	Inf	22.49	51.38	369.3	19.16	27.59	274	14.78	35.4	115.1	5.082	8.692	11.05	0	3.693	Inf
-Cardiovascular Diseases	-Cancers	NaN	NaN	NaN	0	0	NaN	0	0	Inf	0	0	Inf	0	0	0	0	0	20.3	0	0	0	0.5986	1.064	2.881	0	0	NaN
-Metabolic Diseases	-Cancers	Inf	Inf	NaN	0	3.255	NaN	0	62.66	Inf	0	14.38	Inf	0	8.485	179.6	0	4.332	74.75	0	0.1433	6.62	0	0.09816	1.76	0	41.23	NaN
-Infectious Diseases	-Cancers	Inf	Inf	NaN	0.1101	7.294	Inf	7.946	169.2	Inf	6.016	36.4	Inf	21.35	56.87	379.4	12.69	25.66	144.2	1.981	15.86	32.45	3.047	5.877	9.325	0	50.19	Inf
Not Mapped	-Cancers	Inf	Inf	Inf	71.85	76.41	Inf	196.5	603.2	Inf	92.58	131.8	Inf	355	692.3	6873	307.9	393.9	3179	413.6	861	3107	77.61	135.7	164.8	1037	1037	Inf
-Not Mapped	-Cancers	Inf	Inf	Inf	71.85	76.41	Inf	196.5	603.2	Inf	92.58	131.8	Inf	355	692.3	6873	307.9	393.9	3179	413.6	861	3107	77.61	135.7	164.8	1037	1037	Inf
TOTAL	-Immune System Diseases	Inf	Inf	Inf	6314	1.185e+09	Inf	430.6	743	3017	147.3	230.2	471	236.2	403.3	493.7	103.2	130.8	198.4	134.9	202.7	387.3	283.2	384.6	1303	Inf	Inf	Inf
MAPPED	-Immune System Diseases	Inf	Inf	Inf	5657	1.061e+09	Inf	412.9	712.4	2893	141.5	221.2	452.6	185.7	317.1	388.1	67.9	86.07	130.5	69.51	104.5	199.6	181.7	246.7	835.5	Inf	Inf	Inf
Genetic Information Processing	-Immune System Diseases	Inf	Inf	Inf	2251	4.222e+08	Inf	172.8	276.2	1114	50.26	73.96	160	68.62	116.2	144.1	20.78	25.07	39.18	26.01	38.97	78.12	86.86	119.3	404.2	Inf	Inf	Inf
-Transcription	-Immune System Diseases	Inf	Inf	Inf	177.1	39210000	Inf	0.5652	1.868	7.49	0.1666	0.4129	0.7779	1.013	1.557	3.192	0.7422	1.005	1.346	1.576	2.098	4.348	2.918	4.575	15.3	Inf	Inf	Inf
-Translation	-Immune System Diseases	Inf	Inf	Inf	1480	2.768e+08	Inf	162.9	261.8	1047	48.21	70.65	152.4	55.18	95.09	115.9	13.62	17.35	26.33	19.48	29.74	58.33	65.6	87.03	293.1	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Immune System Diseases	Inf	Inf	Inf	389	73720000	Inf	8.465	12.7	83.62	1.562	2.304	5.384	9.722	16.34	23.08	4.922	6.455	9.702	4.566	6.066	12.04	14.04	19.78	83.29	Inf	Inf	Inf
-DNA Maintenance	-Immune System Diseases	Inf	Inf	Inf	189.1	31540000	Inf	0.8688	1.943	6.788	0.261	0.4899	2.593	0.6782	2.621	2.943	0.8976	1.496	2.286	0.3812	1.227	2.626	2.334	3.377	11.96	Inf	Inf	Inf
-RNA Family	-Immune System Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
Environmental Information Processing	-Immune System Diseases	Inf	Inf	Inf	67.45	12690000	Inf	0.145	1.806	12.66	0.03823	1.029	2.921	0.5082	1.486	3.303	0.209	0.7226	1.092	0.3851	0.6574	1.109	2.24	4.212	10.2	Inf	Inf	Inf
-Signal Transduction	-Immune System Diseases	Inf	Inf	Inf	66.96	12590000	Inf	0.04946	1.806	12.66	0.02535	1.029	2.921	0.2292	0.921	1.702	0.0943	0.316	0.439	0.1186	0.3932	0.9474	0.8613	1.712	6.909	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Immune System Diseases	Inf	NaN	NaN	0.4922	92350	Inf	0	0	0.4392	0	0	0.128	0.08337	0.6274	2.174	0.1147	0.3988	0.7008	0.0986	0.1913	0.5388	1.016	1.468	4.516	NaN	NaN	NaN
Cellular Processes	-Immune System Diseases	Inf	Inf	Inf	89.38	15920000	Inf	0.9202	10.76	33.81	0.6975	2.62	4.656	2.566	4.562	7.606	1.079	2.426	4.161	1.546	2.151	3.853	9.626	14.59	50.17	Inf	Inf	Inf
-Hemoglobin	-Immune System Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
-Vesicular Transport	-Immune System Diseases	NaN	NaN	NaN	0	0	NaN	0.1615	1.437	17.63	0.03332	0.7056	2.318	0.8099	1.928	4.082	0.4954	1.028	1.887	0.7066	1.622	2.471	3.957	6.339	20.45	NaN	NaN	NaN
-Cytoskeleton	-Immune System Diseases	Inf	Inf	Inf	24.22	4545000	Inf	0	0	13.96	0	0.004358	0.8695	0.2076	1.009	2.897	0.1392	0.5172	1.105	0.02206	0.3504	0.6095	1.636	4.015	8.257	Inf	Inf	Inf
-Cell Motility	-Immune System Diseases	Inf	Inf	Inf	52.06	9471000	Inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf
-Cell Growth and Death	-Immune System Diseases	Inf	Inf	Inf	8.335	1582000	Inf	0.2556	3.893	17.5	0.01582	0.5643	0.8824	0.3701	0.482	0.7224	0.144	0.2515	0.322	0.04508	0.1011	0.1582	0.6955	1.702	5.894	Inf	Inf	NaN
-Cell Communication	-Immune System Diseases	NaN	NaN	NaN	0	0	NaN	0	0.001598	5.73	0	0.02533	2.267	0.003865	0.4556	2.131	0.008164	0.2189	1.125	0.001847	0.04272	0.4733	0.4235	1.65	12.59	NaN	NaN	NaN
Metabolism	-Immune System Diseases	Inf	Inf	Inf	3146	5.973e+08	Inf	153.3	280.5	1143	59.89	103	201.6	70.52	126.4	155.8	29.47	37.53	56.8	24.17	35.67	65.05	43.75	58.46	201.4	Inf	Inf	Inf
-Membrane Transport	-Immune System Diseases	Inf	Inf	Inf	510.4	1.147e+08	Inf	0	0.02277	0.2716	0	0	0.04232	0.1367	0.2708	0.5497	0.09298	0.1437	0.2066	0.0659	0.1037	0.1804	0.1634	0.2814	1.125	Inf	Inf	Inf
-Central Carbon Metabolism	-Immune System Diseases	Inf	Inf	Inf	614.8	1.135e+08	Inf	62.8	176	585.4	18.49	45.19	90.96	15.82	27.44	35.2	5.952	8.879	14.55	4.604	10.18	19.1	9.926	13.46	41.45	Inf	Inf	Inf
-Energy Metabolism	-Immune System Diseases	Inf	Inf	Inf	137.8	35430000	Inf	5.965	34.2	131.5	2.607	9.968	26.31	4.584	9.083	13.98	1.697	3.567	5.368	3.16	5.391	9.082	2.468	4.632	14.43	Inf	Inf	Inf
-Biosynthesis	-Immune System Diseases	Inf	Inf	Inf	633.3	1.236e+08	Inf	11.52	36.12	175	13.54	25.08	35.73	24.44	34.33	52.36	8.678	11.09	16.57	5.485	7.238	12.33	8.228	12.55	52.97	Inf	Inf	Inf
-Other Enzymes	-Immune System Diseases	Inf	Inf	Inf	900.3	2.031e+08	Inf	30.2	69.51	306.7	12.04	30.75	52.77	17.54	43.06	60.4	10.05	16.23	23.6	8.227	10.83	20.87	17.88	26.47	86.18	Inf	Inf	Inf
Organismal Systems	-Immune System Diseases	NaN	NaN	NaN	0	467600	Inf	2.927	6.434	21.31	0.1414	1.375	3.432	1.932	2.629	3.404	1.168	1.842	2.342	1.309	2.06	3.206	4.758	9.408	23.87	Inf	Inf	NaN
